step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-4222.765219291705762	-4221.303137207187319	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.960559706520649	-1	0	2	3	4	4	6	6	7	8	8	9	7	8	8	9	10	9	9	9	10	10	9	11	11	13	11	11	11	11	11	11	12	11	12	11	13	13	13	14	12	13	13	12	13	14	13	13	15	13	15	15	13	15	14	17	14	15	15	15	14	14	15	15	15	17	16	15	18	16	17	18	17	17	16	19	19	18	17	18	18	19	20	20	20	20	19	20	21	22	20	21	21	21	21	22	22	24	24	23	24	23	24	24	24	23	25	25	27	27	27	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	4	5	5	5	4	5	5	5	6	5	5	5	6	6	5	6	6	7	6	6	6	6	6	6	7	6	7	6	7	7	7	8	7	7	7	7	7	8	7	7	8	7	8	8	7	8	8	9	8	8	8	8	8	8	8	8	8	9	9	8	10	9	9	10	9	9	9	10	10	10	9	10	10	10	11	11	11	11	10	11	11	12	11	11	11	11	11	12	12	13	13	12	13	12	13	13	13	12	13	13	14	14	14	15
500	-1079.991321343943355	-1078.017066959694148	-1.974254384249222	0.000009995420417	0.000022740892729	2.275131188162405	0.378403905908381	-1	0	3	4	3	4	7	7	7	8	7	9	7	9	7	9	10	9	10	9	10	10	9	10	11	13	10	11	11	11	11	10	13	9	12	12	12	12	13	13	13	13	13	12	13	11	13	13	16	12	15	14	13	15	15	17	13	15	16	13	11	14	15	15	14	17	16	15	18	17	17	19	18	17	17	19	20	16	16	16	16	19	20	21	19	18	18	21	22	23	20	20	20	21	21	23	22	24	23	23	25	21	25	22	25	23	25	25	28	27	28	29	0	1	1	1	1	5	4	3	3	7	2	8	5	13	2	5	18	8	12	11	23	9	6	13	27	13	15	17	34	20	19	15	12	8	13	16	16	34	61	31	30	7	16	32	38	8	9	25	33	23	37	35	30	41	32	21	6	26	60	5	9	40	5	39	61	40	13	62	59	45	31	52	61	40	55	30	25	33	62	24	25	12	23	55	24	39	80	80	65	23	47	54	72	87	92	60	25	89	65	75	28	31	80	61	65	43	80	79	60	90	86	86	1	1	2	2	2	1	1	3	2	1	3	1	1	1	4	3	1	1	1	1	1	2	3	3	1	3	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	2	1	1	2	3	2	2	2	1	1	1	1	4	4	4	1	1	6	3	1	5	1	1	2	6	1	1	2	3	2	4	2	1	5	4	1	1	3	2	6	7	5	4	4	1	2	4	8	3	3	1	2	1	5	5	1	4	2	8	4	7	3	7	5	6	4	8	2	7	7
1000	-820.366567827509016	-818.540893094326634	-1.825674733182427	0.000009994045927	0.000019005755970	1.901707887739444	0.461266134335147	-1	1	1	2	5	4	7	6	6	8	8	9	7	8	7	9	7	10	9	10	9	10	7	12	12	12	12	11	11	10	10	10	13	11	13	11	13	14	12	15	12	14	14	12	13	14	12	13	16	13	15	15	13	15	15	18	13	14	16	16	14	15	15	14	16	17	17	15	18	16	17	19	18	17	16	19	19	19	15	16	19	20	21	20	21	20	18	20	21	20	19	21	20	22	20	22	22	24	24	22	24	24	25	23	23	22	25	24	28	28	27	29	0	1	1	1	1	4	9	5	2	7	6	13	6	15	6	9	5	7	13	21	11	21	5	8	30	5	21	6	19	11	19	23	21	9	44	17	24	24	12	37	30	45	19	32	15	26	17	21	33	7	53	38	21	30	33	53	24	50	11	45	39	30	41	31	39	47	49	20	63	38	48	52	61	63	44	39	47	49	48	42	75	59	91	35	88	66	80	80	65	23	66	73	45	72	45	88	65	106	65	90	91	79	87	65	65	69	80	71	80	95	71	102	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	3	1	4	1	1	1	2	1	2	1	1	1	1	1	1	2	1	3	1	3	1	3	2	2	3	1	1	2	3	1	2	1	1	4	1	1	4	2	1	3	4	1	2	2	1	2	2	3	1	3	3	3	1	1	1	2	2	1	4	1	2	1	2	3	7	1	2	3	2	3	1	3	1	4	1	3	5	5	3	4	2	5	3	6	4	5	3
1500	-789.566916626463126	-787.698275657088402	-1.868640969374710	0.000010015223289	0.000020112259478	2.008168854396964	0.487519383529773	0	1	1	4	4	5	5	6	6	8	7	9	8	8	8	10	10	8	8	9	10	11	9	10	11	12	11	10	11	11	11	11	12	11	13	12	11	13	12	14	13	10	14	12	12	14	13	14	15	13	16	15	12	15	13	18	14	16	16	16	14	14	15	14	16	18	15	15	18	17	17	17	17	16	17	19	19	17	15	18	19	18	20	19	20	19	19	20	20	21	19	22	19	21	22	21	22	24	24	22	25	22	24	24	24	23	24	26	28	26	27	29	0	1	1	1	1	5	5	2	3	9	7	14	5	11	6	5	23	7	5	11	19	11	7	19	20	13	5	18	13	20	5	28	28	18	10	17	13	45	16	27	30	8	21	32	24	26	16	23	33	13	25	24	30	41	32	37	37	8	68	68	39	50	30	13	39	16	33	64	63	45	48	40	61	41	50	62	47	33	31	52	71	59	91	78	87	51	80	80	65	64	66	24	52	87	84	88	89	100	89	90	83	31	80	89	65	79	80	48	72	92	48	108	1	1	1	2	2	1	1	3	3	1	1	1	2	1	2	3	1	1	2	1	2	2	2	1	1	2	4	2	2	2	3	1	1	2	2	2	2	1	2	1	1	2	3	1	1	1	2	2	2	5	1	2	1	2	1	5	1	5	1	1	1	1	3	3	3	4	2	1	1	2	2	1	1	2	1	2	3	2	2	2	1	1	1	1	1	1	1	1	2	3	1	5	2	1	2	1	1	1	3	1	3	4	4	2	4	5	3	6	7	2	6	2
2000	-722.171794030998285	-720.362627968141624	-1.809166062856718	0.000010144858027	0.000018880391364	1.861079900147887	0.536897821592398	-2	1	2	3	5	4	6	7	8	8	9	9	7	7	8	10	10	10	9	9	11	10	9	10	12	13	12	12	12	11	12	12	12	11	11	11	13	13	12	15	13	13	13	13	12	14	13	13	16	13	15	16	14	15	14	16	13	14	14	16	14	15	15	15	16	16	16	15	17	17	18	19	17	17	16	19	19	18	14	18	18	20	21	20	20	18	19	20	21	23	20	21	21	21	21	21	23	24	25	24	24	22	24	24	22	23	25	25	25	27	27	30	0	1	1	1	4	1	5	6	7	8	8	13	7	5	13	15	15	15	9	8	11	7	13	12	22	17	16	14	17	20	19	12	35	12	12	22	45	35	16	55	30	18	31	32	24	26	16	19	32	21	19	45	27	30	32	24	24	45	17	21	39	22	30	18	39	47	32	41	33	45	31	45	39	30	44	70	47	33	48	50	57	81	91	79	66	75	80	80	65	17	66	87	72	72	77	88	89	93	89	90	91	71	94	89	65	66	80	102	50	100	71	108	1	2	2	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	3	2	1	1	1	3	2	1	2	2	1	2	3	2	2	1	2	1	3	2	3	5	2	3	1	1	2	3	1	3	2	1	1	3	2	1	1	1	4	6	2	1	1	1	1	1	1	1	3	1	2	2	2	2	4	2	3	2	5	1	2	3
2500	-813.402144975958549	-811.749499829310253	-1.652645146648246	0.000010144800321	0.000015020322630	1.480593225553594	0.552733388255480	-2	0	0	1	4	5	7	6	7	9	9	10	8	8	9	10	11	9	10	9	8	10	10	12	10	13	11	11	12	11	11	11	11	10	13	11	14	12	12	14	12	14	13	13	14	15	13	14	15	12	14	16	13	15	13	18	15	16	15	16	15	12	15	15	14	18	16	15	18	15	18	18	17	18	16	20	20	18	18	16	18	20	21	20	20	18	19	19	21	22	20	19	20	21	21	23	22	25	23	23	24	23	24	24	24	23	25	24	28	27	28	29	0	1	1	1	4	5	5	5	6	21	5	8	5	5	8	13	20	13	13	9	8	7	9	15	21	23	8	22	23	20	11	7	7	13	20	11	21	11	16	12	30	29	31	32	11	28	34	31	55	16	31	70	22	41	12	45	37	50	24	25	39	12	41	28	39	47	55	41	67	11	48	58	61	40	55	49	66	33	31	53	61	38	91	92	72	30	80	80	65	75	12	55	72	87	55	88	89	89	97	90	83	79	94	89	65	94	72	102	80	82	79	69	1	1	1	1	2	1	2	1	1	1	3	3	1	2	2	1	1	1	1	1	1	2	2	1	1	3	2	1	1	1	1	3	2	2	3	1	2	2	1	2	1	1	1	1	3	3	2	2	1	1	2	1	1	2	3	2	1	2	2	2	2	1	2	2	1	3	2	2	1	2	2	1	1	1	1	3	1	4	4	1	2	5	1	1	1	3	2	1	5	6	4	3	1	1	5	1	1	2	1	1	1	3	2	2	4	1	4	1	8	3	4	6
3000	-850.930836561564888	-848.967853938248368	-1.962982623316575	0.000010380584759	0.000023317295133	2.246241004081565	0.586964116032146	0	1	3	4	5	4	6	5	7	9	7	9	7	8	8	9	9	10	10	10	8	10	9	11	11	12	11	12	11	11	11	10	11	11	11	11	13	12	12	12	13	13	14	12	12	15	13	14	15	13	15	16	13	16	14	16	14	15	15	15	14	14	15	15	16	18	16	15	19	15	16	19	17	18	16	18	20	18	17	17	17	19	21	19	20	18	19	20	21	22	20	21	21	21	21	22	23	24	25	24	25	23	23	23	24	24	24	25	27	26	26	27	0	1	1	1	6	1	5	1	3	5	2	9	5	5	4	9	11	14	7	17	6	12	15	7	21	15	16	23	17	20	19	12	5	32	10	12	45	17	13	33	30	32	12	32	24	26	39	31	22	31	26	38	39	63	44	60	38	62	24	38	39	21	30	11	51	42	33	43	43	45	19	60	39	30	44	49	66	33	48	52	49	59	91	57	72	64	80	80	65	75	71	51	72	80	74	88	89	103	97	90	83	79	94	61	39	95	87	102	80	78	79	48	1	1	1	1	1	2	1	2	3	2	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	2	3	1	1	1	2	1	1	2	1	2	3	1	1	2	1	1	1	1	2	1	1	2	1	4	2	3	1	3	2	1	2	2	3	2	2	3	1	2	1	4	2	1	1	3	1	4	1	2	1	1	4	3	2	2	1	2	2	2	1	1	2	1	2	3	1	3	6	2	1	1	7	4	4	4
3500	-746.639565442053481	-744.617805226789415	-2.021760215264111	0.000010300903955	0.000024701939271	2.398036073204490	0.504532113651665	-1	1	3	2	4	5	5	6	5	8	7	8	7	9	8	9	11	9	9	7	9	11	9	11	11	13	11	9	11	10	11	11	13	10	13	11	13	14	12	15	12	13	13	13	12	15	12	14	16	14	15	16	14	16	15	18	15	16	16	15	13	14	15	15	16	17	15	15	17	13	16	18	17	16	17	19	19	18	18	17	18	19	20	21	21	20	19	19	20	21	20	22	21	22	20	23	22	24	25	23	24	24	25	24	25	23	24	25	27	27	26	30	0	1	4	1	4	5	5	3	3	7	7	7	7	13	11	11	18	11	11	6	13	28	11	12	12	25	28	12	12	20	19	28	32	20	31	23	15	25	16	17	30	10	28	32	24	26	12	31	42	39	39	60	61	30	44	37	70	38	24	17	39	61	30	39	39	47	33	44	48	19	31	24	39	63	68	68	66	67	48	70	60	59	47	81	86	56	80	80	65	75	66	91	72	72	76	88	89	56	97	90	83	79	96	97	12	82	80	71	93	103	48	108	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	3	2	1	1	2	2	3	1	1	1	1	4	1	2	2	1	3	2	1	1	3	1	2	3	1	1	1	2	3	3	2	1	1	2	1	1	2	2	1	2	4	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	2	4	1	1	8	2	3	4	3	1	5	3
4000	-771.191614903724144	-769.622404652552177	-1.569210251171975	0.000010862191931	0.000013870252995	1.276929470798027	0.532970013970437	-1	1	2	3	5	4	6	5	7	7	7	9	7	9	8	8	9	8	8	9	10	10	9	11	10	11	10	11	12	12	10	12	12	12	11	12	13	13	13	15	13	14	13	12	13	15	13	14	16	13	14	15	13	15	14	18	15	16	16	15	14	14	16	15	16	17	16	15	18	16	16	17	16	17	16	20	19	17	18	18	17	19	20	19	21	20	19	20	21	22	21	21	20	21	21	22	22	25	25	23	24	23	24	24	24	24	24	25	26	27	27	29	0	1	1	1	6	1	5	4	5	4	8	18	5	15	4	5	18	7	7	6	16	13	16	23	15	15	16	15	19	11	9	23	13	22	31	28	25	7	27	30	30	22	31	22	24	17	16	31	33	26	47	38	24	30	44	37	38	45	37	45	27	33	30	17	61	51	62	62	28	60	31	60	61	30	44	82	66	67	71	72	57	59	66	79	79	62	80	80	65	44	83	87	72	87	76	40	65	61	89	90	66	48	94	89	51	70	80	79	107	93	71	108	1	1	2	2	1	3	1	2	1	2	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	2	2	2	2	3	3	1	1	1	3	3	1	2	1	2	2	1	1	4	4	2	2	1	1	1	2	1	1	2	1	1	3	1	2	1	2	3	1	2	1	1	3	1	3	1	1	2	2	1	1	1	1	1	1	1	2	1	1	3	1	1	2	7	1	1	2	2	1	2	2	5	2	1	3	3	2	2	7	4	3	4	1	4	6	2
4500	-768.005719513696363	-766.344653182018988	-1.661066331677344	0.000011770582082	0.000017667506337	1.500988329567889	0.565297655966051	-1	0	1	3	4	5	6	6	7	7	7	9	5	9	8	10	10	9	8	9	8	10	9	11	11	11	11	11	11	11	12	12	12	11	13	11	14	12	13	13	13	13	13	13	13	14	13	14	15	14	16	15	13	15	14	18	14	15	16	14	12	14	15	14	14	17	16	15	17	15	18	18	15	17	16	19	19	17	17	17	17	20	19	19	19	21	19	19	20	22	21	22	21	20	21	23	22	22	25	24	23	24	24	24	25	23	25	25	27	28	28	29	0	1	1	1	4	5	5	6	5	6	13	8	5	9	9	21	15	7	7	11	11	13	11	23	22	12	16	18	8	20	19	11	15	22	34	15	38	21	15	21	30	11	31	11	24	26	27	31	33	31	43	60	31	12	32	17	38	45	24	38	17	18	41	42	61	25	23	47	46	38	48	66	61	63	32	71	66	67	64	52	46	59	66	35	79	58	80	80	23	75	83	72	72	72	87	88	65	88	97	90	91	31	94	89	65	87	80	48	107	88	14	108	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	4	1	2	3	2	1	1	1	1	2	2	2	1	3	1	3	1	1	2	1	1	1	2	1	1	3	2	5	1	1	3	2	2	3	1	1	1	2	3	1	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	3	1	2	1	1	3	2	1	1	2	1	1	2	4	2	2	1	1	5	2	3	7	2	4	5	1	4	8	2
