step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-3315.062472556413468	-3313.600390471894571	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.004344528659305	0	2	2	2	3	4	4	5	6	4	6	5	7	9	7	6	6	10	7	8	8	8	9	8	8	9	9	9	9	9	8	8	10	9	9	9	8	11	9	11	10	9	10	9	9	10	11	10	9	10	11	11	10	13	12	12	12	13	12	12	12	12	12	13	13	13	12	14	14	14	13	14	15	14	15	14	15	17	19	18	17	17	18	20	18	18	20	18	20	20	21	20	25	22	22	24	23	23	23	24	25	26	26	26	27	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	2	3	3	4	5	4	3	3	5	4	4	4	4	5	4	4	5	5	5	5	5	4	4	5	5	5	5	4	6	5	6	5	5	5	5	5	5	6	5	5	5	6	6	5	7	6	6	6	7	6	6	6	6	6	7	7	7	6	7	7	7	7	7	8	7	8	7	8	9	10	9	9	9	9	10	9	9	10	9	10	10	11	10	13	11	11	12	12	12	12	12	13	13	13	13	14	15
500	-1342.175732900350795	-1340.470408838827780	-1.705324061523085	0.000009976036398	0.000016042622288	1.608115853654283	0.018865478846321	-2	1	1	2	4	4	4	5	6	2	7	5	7	10	6	5	4	11	7	7	7	9	7	9	9	8	10	10	9	8	8	6	7	9	9	10	7	11	9	12	10	10	10	8	7	11	12	11	6	7	10	11	9	13	12	12	12	14	13	12	11	10	13	14	14	14	13	15	13	15	14	15	14	12	16	11	16	17	17	16	18	18	19	20	19	19	20	18	20	19	21	21	24	22	23	23	24	23	24	25	25	27	26	27	28	30	0	1	0	1	2	10	4	7	17	3	7	4	5	12	7	10	10	33	0	7	4	1	15	16	33	2	44	22	15	17	10	4	8	12	23	23	12	15	10	21	22	23	26	45	4	30	32	4	4	8	45	29	37	30	8	26	45	30	60	49	50	45	37	63	42	50	52	51	20	49	49	50	20	20	51	12	38	62	62	50	69	50	73	76	26	62	76	50	74	74	76	74	4	22	74	50	80	61	74	90	12	74	50	80	50	66	1	1	1	3	2	1	1	1	1	1	3	3	2	3	1	2	2	2	1	1	3	6	1	3	2	4	1	1	2	3	3	2	1	2	1	1	1	3	4	3	1	2	2	1	2	3	5	4	2	1	2	1	1	3	5	3	3	3	1	3	2	2	3	1	2	5	1	2	4	6	4	5	3	2	3	3	4	3	5	6	3	7	2	5	6	5	4	6	6	5	8	5	9	7	6	10	5	8	10	5	14	10	12	7	10	10
1000	-1018.711918708819780	-1017.209338595803843	-1.502580113015952	0.000009986841809	0.000011070930007	1.108551654097824	0.172460771512052	0	2	2	3	4	5	4	6	7	4	5	6	7	9	6	6	6	11	8	7	9	7	7	9	9	8	7	10	9	9	8	8	8	9	9	10	8	11	10	12	11	10	11	9	10	10	12	10	9	7	9	11	10	14	13	13	11	13	12	13	9	12	12	13	13	12	12	15	15	14	14	14	16	13	15	12	16	18	19	15	17	17	18	21	16	19	20	19	20	21	22	21	26	22	23	24	24	23	24	25	26	27	26	25	28	30	0	1	0	1	1	10	4	7	6	3	4	7	5	20	4	10	10	8	0	7	12	7	15	16	33	20	11	15	15	17	17	1	20	8	23	23	22	15	16	21	22	23	26	22	27	17	32	20	33	4	11	29	37	46	11	26	11	46	49	49	50	51	53	53	38	50	52	51	55	59	59	66	74	61	51	8	65	62	68	61	76	61	61	76	55	62	76	61	61	80	76	66	61	80	74	92	98	74	74	98	61	92	20	61	80	88	1	1	1	2	3	1	1	2	1	1	1	1	3	1	1	1	1	3	1	2	1	2	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	2	2	2	2	1	2	1	2	3	4	2	1	2	2	1	1	2	5	3	3	2	2	2	1	2	1	1	1	2	1	4	1	1	1	2	2	2	3	2	2	3	3	3	4	4	5	4	1	5	4	6	5	3	6	6	11	4	7	3	1	7	5	1	12	3	12	8	10	5
1500	-879.842443239658110	-878.242592041584089	-1.599851198073993	0.000010015385483	0.000013543088133	1.352228344608557	0.526414960830645	-1	1	3	2	4	4	4	5	7	5	7	4	7	9	6	7	7	11	6	7	8	9	8	8	8	9	8	9	10	10	9	7	8	10	10	10	9	11	10	11	10	10	11	9	10	10	10	10	9	10	11	11	10	13	11	12	12	14	12	13	11	13	12	11	13	13	13	15	14	14	13	15	15	13	15	12	15	17	19	18	18	17	18	20	18	18	20	16	20	20	20	19	26	22	22	25	24	22	24	24	25	25	23	26	28	28	0	1	0	1	4	3	2	12	6	6	7	4	5	8	12	10	10	33	0	8	12	8	15	16	7	20	7	15	15	17	10	4	12	33	23	23	33	15	16	21	20	23	26	27	27	17	32	33	20	27	27	29	37	46	20	26	44	46	49	49	12	51	53	53	38	50	52	51	55	59	49	61	74	50	51	55	65	62	68	61	76	61	88	76	56	62	81	74	88	88	76	88	88	83	80	92	95	88	103	95	50	92	74	88	88	104	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	2	1	2	2	3	3	1	2	1	1	2	1	4	1	1	3	2	2	2	2	1	1	2	2	4	3	2	2	4	4	3	1	2	3	2	5	1	7	3	3	3	1	3	1	1	7	3	4	4	8	1
2000	-807.675626723566324	-805.964296727975466	-1.711329995590804	0.000010044716984	0.000016299191230	1.622663063179923	0.528590654991136	-1	1	2	2	3	3	5	5	7	4	6	5	7	7	6	5	6	11	8	8	8	8	8	9	7	9	7	9	9	10	8	8	11	8	10	10	9	11	9	11	11	9	10	10	9	10	12	11	9	9	11	10	10	13	12	13	12	14	12	11	13	12	12	13	13	13	13	15	14	15	14	14	15	12	16	15	15	17	19	18	17	17	17	19	19	18	20	18	20	20	22	20	26	21	21	22	23	24	24	23	26	27	26	26	28	29	0	1	0	2	2	3	4	4	6	6	4	1	5	12	7	10	10	34	0	8	12	8	15	16	8	2	11	15	15	17	17	12	20	12	23	23	25	15	16	21	7	23	26	27	27	17	32	34	7	12	45	29	37	46	20	43	12	46	49	49	50	51	53	53	38	50	52	51	4	59	49	74	50	50	68	69	65	62	78	61	69	61	61	76	20	62	81	73	88	80	84	88	88	80	83	92	95	95	95	95	98	96	97	97	97	104	1	1	1	1	1	1	2	2	3	1	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	4	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	1	1	2	2	2	2	1	2	2	1	1	1	1	3	2	2	2	2	1	2	1	1	2	1	2	1	3	6	2	4	1	2	2	1	1	1	2	1	2	2	2	2	2	7	2	2	3	1	1	3	1	4	3	2	1	1	3	2	1	1	4	2	2	4	2
2500	-782.205993490839205	-780.078184718022385	-2.127808772816850	0.000010167945436	0.000027245845770	2.679582216760359	0.562652391853025	0	2	0	3	4	4	4	5	6	5	6	5	7	9	7	6	6	11	7	7	8	8	9	8	9	9	9	9	9	8	8	8	10	7	10	10	8	12	8	11	9	10	10	10	9	10	12	9	9	10	11	11	11	13	11	13	11	13	13	13	12	13	12	12	12	12	12	14	13	15	12	14	15	15	16	14	15	18	19	19	17	18	17	20	18	19	21	18	20	21	21	20	26	23	21	22	24	21	22	25	26	26	24	27	27	29	0	1	0	1	1	3	4	7	6	6	12	7	5	20	8	10	10	34	0	12	8	4	15	16	34	2	8	15	15	17	17	34	34	8	23	23	34	15	16	21	20	23	26	27	20	30	32	4	34	41	27	29	37	46	22	43	45	46	49	49	50	51	53	53	15	50	52	51	55	59	49	66	61	61	68	69	65	62	68	88	76	61	50	81	41	62	81	83	88	88	81	88	99	98	83	92	95	88	90	103	97	96	95	100	95	98	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	3	1	2	1	4	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	3	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	2	2	3	1	2	3	3	1	4	4	2	1	1	1	3	1	3	1	2	1	2	2	1	1	1	2	2	1	5	4
3000	-745.319217439530121	-743.636577091595200	-1.682640347934943	0.000010595715371	0.000016457332795	1.553206387508976	0.648003860267005	0	2	2	3	4	4	4	5	6	5	7	6	7	9	7	7	7	10	7	8	7	9	8	8	6	8	8	10	10	9	9	8	10	8	9	9	8	12	9	10	10	10	10	9	10	10	11	9	10	10	11	11	10	13	11	12	12	14	12	12	12	12	12	13	13	13	13	14	12	14	14	15	15	14	16	13	16	15	19	17	18	16	18	20	18	19	20	17	20	20	22	21	25	22	21	23	23	23	23	25	25	26	26	26	27	29	0	1	0	1	2	3	4	4	6	6	12	7	5	20	7	10	10	34	0	4	8	7	15	16	7	2	4	12	15	17	17	25	25	4	23	23	25	15	16	21	12	23	26	27	44	17	32	25	20	20	27	29	25	46	34	43	27	46	49	49	50	51	53	53	38	50	52	51	55	59	60	66	50	50	68	12	65	62	68	61	76	74	50	81	26	62	81	74	80	80	84	80	99	83	83	92	95	95	83	97	97	96	98	95	103	104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	3	1	2	2	2	1	2	2	1	1	2	3	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	4	2	2	2	2	2	1	4	1	5	3	1	2	2	2	1	1	1	2	2	1	1	1	3	1	1	2	2	3	1	1
3500	-772.730153490162479	-771.023034019685383	-1.707119470477143	0.000010549897335	0.000017011330052	1.612464037584126	0.641042274689311	-1	1	2	2	3	3	5	4	7	4	6	5	7	10	7	7	6	7	7	8	7	9	7	9	8	9	7	9	9	10	8	9	10	9	9	9	9	11	10	12	8	10	10	10	9	11	10	11	9	10	10	11	10	13	13	13	12	14	11	11	12	13	12	12	13	13	13	14	15	15	13	14	15	13	14	15	16	17	19	19	17	17	18	19	18	18	20	19	20	21	21	19	26	22	21	24	24	23	24	24	26	26	26	26	27	29	0	1	0	2	2	3	4	4	6	6	7	8	5	7	8	10	10	8	0	18	4	12	8	16	8	8	11	15	15	17	17	18	18	20	23	23	25	15	16	21	4	23	26	27	27	10	32	4	18	20	27	29	37	46	41	43	44	46	49	49	50	51	53	53	38	50	52	51	55	59	60	66	74	50	51	48	65	62	68	73	76	74	61	81	33	62	81	73	83	83	84	83	99	90	80	92	95	95	83	95	97	96	98	95	101	97	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	1	3	2	2	2	2	3	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	4	1	4	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	2	3	2	1	2	2	1	3	2	2	2	2	1	2	2	1	6	3	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	3	1	2
4000	-753.505510716842309	-751.888986943893428	-1.616523772948918	0.000011302247333	0.000015742908588	1.392900732496810	0.673453028824763	0	2	2	2	4	4	3	5	6	5	6	4	7	9	7	6	6	9	6	7	8	9	9	8	9	8	9	9	9	10	8	8	10	10	10	9	8	11	8	10	10	9	10	9	6	9	12	10	8	10	11	11	10	13	12	12	12	14	12	12	12	13	12	14	14	13	13	14	14	13	14	15	15	14	15	15	16	16	20	18	17	16	19	20	17	19	20	19	21	20	21	20	26	22	21	24	24	24	23	25	25	26	26	26	27	28	0	1	0	1	2	3	4	12	6	6	4	4	5	12	7	10	10	20	0	7	8	8	15	16	37	20	45	15	15	17	17	8	18	18	23	15	4	15	16	21	8	15	26	45	4	17	32	12	20	20	11	29	37	46	41	43	44	54	49	49	50	51	37	53	38	50	52	62	55	59	49	66	61	41	51	41	65	62	68	50	76	50	80	81	43	78	81	73	83	80	84	88	99	88	90	92	95	95	88	98	95	96	95	95	100	98	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	4	2	1	1	3	2	2	2	1	2	2	3	1	1	3	1	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	1	1	1	3	1	2	2	1	2	1	2	2	3	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	1	1
4500	-715.117422215998204	-713.521420209177109	-1.596002006821072	0.000013630796464	0.000018303609286	1.342812896823735	0.653209648387437	-1	2	2	2	3	4	5	5	6	5	7	6	7	8	7	6	6	7	7	8	8	9	8	8	7	9	10	10	10	9	8	9	10	9	9	9	8	11	9	12	10	10	10	10	7	11	11	11	9	10	11	11	10	14	12	13	12	13	12	13	12	13	13	13	12	13	13	14	15	14	13	14	15	14	15	14	16	17	19	18	18	17	18	20	18	17	20	17	20	20	21	20	26	22	21	25	23	24	23	24	25	27	27	24	28	29	0	1	0	1	1	3	4	2	6	6	12	4	5	7	8	10	10	7	0	12	7	20	7	16	8	8	45	15	15	17	17	8	18	18	23	23	25	15	16	21	20	23	26	45	8	30	32	8	18	22	44	29	37	46	12	26	44	30	49	49	50	51	53	53	38	61	52	51	33	59	49	66	50	50	68	55	65	62	78	61	76	61	88	69	41	62	81	61	80	83	84	80	99	80	90	92	95	95	80	97	97	96	98	95	101	98	1	1	1	1	2	1	2	3	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	3	2	1	1	1	1	2	2	3	1	2	2	2	2	1	1	2	1	1	2	2	3	1	3	1	2	2	1	1	2	2	1	4	2	2	1	2	3	2	1	2	2	1	1	1	2	2	1	3	2	2	2	1	1	1	2	2	2	2
