step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-2399.132215522659862	-2397.670133438140965	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.474949511453358	0	2	2	2	3	3	4	3	4	5	6	5	7	5	6	6	6	6	6	7	7	7	6	7	8	8	6	6	9	9	8	7	8	8	8	8	9	9	9	8	10	8	9	8	9	9	8	10	10	10	10	10	10	10	11	11	11	10	11	10	11	11	12	12	12	13	12	13	12	13	13	13	13	14	15	13	14	13	14	14	15	15	17	16	16	17	17	15	15	16	16	18	18	18	18	18	18	19	19	20	22	22	22	21	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	4	3	3	3	3	3	3	4	4	4	3	4	4	4	3	3	5	5	4	4	4	4	4	4	5	5	5	4	5	4	5	4	5	5	4	5	5	5	5	5	5	5	6	6	6	5	6	5	6	6	6	6	6	7	6	7	6	7	7	7	7	7	8	7	7	7	7	7	8	8	9	8	8	9	9	8	8	8	8	9	9	9	9	9	9	10	10	10	11	11	11	11	12
500	-824.194876912535165	-822.562878784937197	-1.631998127597982	0.000009993096905	0.000014295353313	1.430522834827329	0.387801291702867	0	2	2	1	3	3	4	3	4	5	7	6	7	5	3	6	6	4	6	6	7	8	7	6	8	8	6	6	9	10	7	7	8	7	9	8	8	7	9	6	10	8	10	8	8	9	7	9	10	8	11	9	10	10	11	11	12	10	10	10	12	12	10	12	12	14	12	10	12	13	13	13	13	11	14	13	14	12	15	15	15	16	17	17	16	17	18	15	16	16	15	18	18	19	19	17	19	19	20	21	23	23	22	22	23	0	1	1	1	1	3	3	4	3	6	18	1	20	8	3	9	10	2	18	8	6	6	18	5	5	27	15	9	12	20	15	27	9	2	23	24	19	6	47	5	27	15	28	9	34	12	5	23	11	20	37	0	31	45	32	24	25	40	40	42	45	63	50	37	39	54	56	25	40	74	68	59	27	50	65	56	74	68	40	57	72	59	41	75	75	36	70	2	69	80	50	68	80	72	67	88	88	50	2	50	50	50	91	74	50	1	1	2	1	2	1	1	2	1	1	2	3	1	1	1	2	1	2	2	2	2	3	2	2	2	1	2	1	2	2	2	1	3	2	1	2	1	2	1	1	2	3	2	2	1	2	3	1	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	3	2	2	1	1	4	1	2	1	4	2	2	1	2	1	5	3	2	3	4	3	1	6	4	7	3	1	3	6	2	4	2	1	3	7	11	11	9	7	3	5	9
1000	-659.877806099807003	-658.466976489414378	-1.410829610392680	0.000010018412797	0.000008475669160	0.846009176555470	0.584302328021935	0	2	2	2	3	3	3	4	4	5	6	6	7	6	5	7	7	4	6	7	7	6	5	6	8	7	6	5	9	10	9	7	9	8	8	9	8	9	9	8	10	8	9	8	9	10	7	10	9	8	10	11	11	10	9	10	9	10	11	10	12	11	11	12	12	14	12	13	12	13	13	11	14	13	14	14	14	13	13	14	15	14	17	17	15	17	17	16	15	16	16	19	19	17	18	18	19	19	19	20	22	22	23	21	24	0	1	1	1	2	3	3	4	6	6	18	2	14	8	6	9	22	5	18	8	6	6	18	5	12	15	15	9	12	13	27	27	16	11	18	24	19	22	24	24	27	15	28	9	34	35	24	11	11	20	37	0	27	45	32	36	24	40	40	31	45	50	50	37	52	54	56	57	40	63	57	40	60	50	65	67	70	57	72	57	82	72	73	75	75	76	77	78	79	80	50	57	90	82	67	88	88	50	76	50	63	100	98	100	74	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	3	2	2	2	1	1	1	2	2	1	2	1	3	1	2	1	2	1	2	1	2	2	2	2	1	2	1	2	3	1	2	2	2	3	1	2	1	2	2	3	1	1	2	3	1	2	2	3	1	1	5	4	2	2	2	1	2	8	2	10	6	2	2	1	7
1500	-617.639385905061772	-616.213900625309861	-1.425485279751898	0.000010024807901	0.000008953574009	0.893141703819583	0.595101651184489	0	1	2	2	4	3	5	3	4	5	4	4	7	5	5	6	7	6	7	7	7	6	7	7	8	8	6	7	9	9	9	7	8	8	7	6	9	9	10	7	9	8	10	7	9	10	8	10	10	10	11	8	10	10	11	11	11	10	11	11	12	12	12	12	10	13	12	14	13	13	13	12	14	14	14	14	15	13	14	14	15	15	18	16	16	17	16	16	15	16	16	18	19	18	19	18	17	20	16	20	22	23	23	21	24	0	1	1	1	1	3	3	4	6	6	1	1	14	8	6	9	10	11	11	14	6	6	18	36	12	27	15	9	5	13	15	15	9	23	12	5	19	22	47	36	15	27	28	9	34	35	24	18	11	30	37	0	41	45	32	24	12	40	40	15	45	50	50	37	52	54	56	71	59	62	57	59	60	50	65	67	70	57	72	57	72	72	73	75	75	56	77	57	79	80	50	78	90	82	67	88	88	63	67	63	74	104	104	100	63	1	1	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1	2	1	3	2	1	2	1	2	3	1	1	1	1	1	2	2	3	1	2	4	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	3	1	3	1	1	2	2	2	2	3	1	1	3	2	5	4	1	1	1	7
2000	-645.215503720560605	-643.750191490190673	-1.465312230369931	0.000010015912306	0.000010105473854	1.008941926199224	0.632082742025350	0	3	1	2	3	3	4	3	4	6	4	6	8	6	5	5	7	6	6	7	8	7	6	6	8	9	6	6	10	9	7	8	9	8	8	7	9	8	8	9	11	8	9	9	9	7	9	9	10	8	11	10	10	11	12	11	10	10	10	8	12	12	12	13	12	13	12	14	13	14	13	13	12	14	14	14	15	14	14	14	16	15	16	16	16	18	17	16	15	14	16	19	18	19	18	19	18	20	20	18	22	22	23	20	23	0	1	1	1	1	3	3	4	6	6	5	5	20	8	6	9	10	11	11	8	6	6	11	5	12	42	15	9	25	20	27	27	9	11	11	24	35	10	24	24	15	15	28	9	35	11	36	23	18	14	37	0	60	45	32	24	36	40	24	15	45	50	50	51	52	54	24	57	40	62	57	59	31	63	65	67	70	57	59	71	79	72	73	75	75	76	77	78	72	57	62	88	68	82	67	88	88	74	86	74	74	100	104	100	62	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	3	2	1	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	1	1	2	2	2	2	1	2	2	2	2	3	2	1	2	3	2	3	1	1	2	3	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	2	1	3	1	1	3	1	2	1	6
2500	-604.798945952135909	-603.398343328457599	-1.400602623678313	0.000010155639774	0.000008232313187	0.810614926233977	0.615386392781066	-1	2	1	2	3	3	4	3	4	5	7	5	5	5	5	7	7	5	6	8	6	7	6	7	9	9	6	5	9	9	7	7	7	9	7	8	7	8	9	8	9	8	8	8	8	8	9	9	10	10	11	10	10	10	11	11	11	9	12	10	11	11	12	12	12	14	12	12	12	13	13	13	13	14	15	13	15	13	14	14	15	16	17	16	17	15	18	15	15	14	16	17	18	18	17	18	17	17	18	18	22	22	22	20	24	0	1	1	1	1	3	3	4	6	6	18	2	8	8	6	9	10	3	18	13	6	21	18	18	35	27	15	9	35	20	27	15	9	35	5	1	18	21	24	24	15	27	28	9	18	35	24	11	18	30	37	0	15	45	32	36	36	40	40	31	45	50	50	37	52	54	24	57	40	63	68	40	60	50	65	67	70	57	72	57	79	72	73	75	75	76	77	78	72	71	50	88	90	72	76	88	88	63	76	98	98	104	104	100	100	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	4	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	2	2	1	1	2	1	2	2	1	2	1	1	2	3	2	1	1	1	1	1	2	1	2	3	1	1	2	2	1	1	1	3	1	2	2	2	2	1	2	2	1	2	1	2	2	3
3000	-583.250470817518249	-581.850231822149681	-1.400238995368585	0.000010444055401	0.000008452442466	0.809306552058628	0.630417710008045	0	2	1	1	4	2	4	3	4	5	6	6	8	6	5	6	6	6	6	5	7	7	4	6	9	9	7	6	10	9	8	7	8	8	8	9	8	9	8	7	10	6	9	8	9	9	7	10	10	10	10	10	10	10	11	11	10	9	11	11	11	12	12	12	12	13	12	13	13	14	13	12	13	14	14	13	15	14	15	14	16	15	17	15	16	18	17	16	16	15	16	18	19	18	17	18	18	19	17	18	23	21	23	21	23	0	1	1	1	2	3	3	4	6	6	23	2	20	8	6	9	10	23	23	8	6	9	2	1	5	15	15	9	12	20	42	42	9	23	23	47	19	22	12	24	27	15	28	9	11	18	24	18	11	30	37	0	31	45	32	36	24	40	40	31	45	50	50	37	52	54	56	57	59	63	57	59	60	50	65	67	74	71	72	68	82	72	73	75	75	76	77	78	82	71	74	88	90	72	76	88	88	91	67	63	98	100	100	100	100	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	1	3	2	1	3	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	1	2	2	1	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	2	3	1	1	2	2	1	1	1	1	1	2	4	2	2	1	2	2	2	2	1	3	2	3
3500	-582.024164720697286	-580.615986646344822	-1.408178074352455	0.000010734407522	0.000008985435718	0.837068622475989	0.658661450866666	0	3	2	2	1	3	4	3	4	5	6	6	8	5	5	6	6	7	6	5	7	6	4	7	8	9	7	6	10	8	9	7	8	8	8	5	8	9	10	8	11	9	9	8	9	10	7	8	10	10	11	10	11	10	11	11	9	11	11	10	10	12	13	12	12	12	12	13	13	13	13	12	13	14	15	14	15	12	14	15	16	14	17	17	16	16	17	16	15	16	16	18	19	18	16	18	18	19	19	19	22	23	22	21	23	0	5	1	1	1	3	3	4	6	6	23	23	20	8	6	9	10	23	23	8	22	6	1	36	12	27	15	9	12	20	15	15	9	23	11	2	19	33	36	47	27	15	28	9	34	35	36	18	18	30	37	0	42	45	32	24	36	40	40	27	45	50	50	37	52	54	56	57	59	62	57	40	60	50	65	67	70	57	72	71	82	40	73	75	75	67	77	78	72	71	74	88	90	79	67	88	88	63	95	91	98	100	100	100	104	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	1	3	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	3	2	1	1	2	1	2	1
4000	-589.706426174291209	-588.345513842172750	-1.360912332118463	0.000011404424431	0.000006601766241	0.578877634848824	0.635271390992494	0	1	2	2	3	3	4	3	4	5	7	5	6	5	4	6	7	6	5	8	8	7	4	7	7	9	7	7	9	8	8	7	8	8	7	6	8	9	9	8	9	7	10	9	8	9	8	10	10	9	11	10	9	10	10	11	10	10	10	10	11	12	11	13	12	13	12	14	12	13	12	12	14	13	14	13	15	14	13	14	16	15	17	16	15	17	17	16	15	16	15	18	17	17	18	19	18	19	19	19	21	22	23	21	24	0	1	2	2	1	3	3	4	6	6	12	2	8	8	6	9	10	23	23	13	6	6	5	36	23	42	15	9	35	13	15	15	9	18	23	12	19	6	47	36	15	15	28	9	18	11	24	35	18	30	37	0	27	45	32	24	12	40	40	31	45	50	50	37	52	54	56	71	40	63	57	59	60	50	65	67	70	57	72	57	79	72	73	75	75	67	77	57	72	80	74	88	90	72	67	88	88	91	86	63	98	104	104	100	103	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	2	2	3	2	2	1	2	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	1	3	2	1	1	1	1	2	2	2	1	2	2	4	1	1	2	1	1
4500	-597.272922319453983	-595.878603965593470	-1.394318353860559	0.000013727071094	0.000005659761267	0.412306545779397	0.626331356625500	0	3	1	2	2	3	5	3	5	4	6	6	7	4	5	7	7	4	6	7	7	6	7	8	7	9	6	6	8	9	8	7	9	8	8	6	9	8	9	9	11	8	10	9	9	9	8	9	11	10	11	8	10	11	11	10	10	11	11	10	12	12	13	12	12	14	12	12	12	13	13	12	14	15	14	14	14	13	14	14	16	16	17	16	15	17	16	16	16	17	17	18	18	17	17	17	17	18	19	19	22	21	22	21	23	0	1	1	1	3	3	3	4	2	6	18	2	14	8	6	9	10	5	18	14	6	6	18	36	1	31	15	9	22	20	15	27	16	11	18	5	23	21	47	36	42	15	28	16	23	11	36	11	35	13	37	0	15	45	32	47	36	40	40	31	45	50	50	37	52	54	56	57	40	62	57	40	60	50	65	67	70	57	72	68	79	72	73	75	75	67	77	68	72	80	62	88	90	72	76	88	88	74	76	74	63	100	98	100	100	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	3	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	3	1	2	1	3	1	1	1	2	2	2	3	2	2	1	1	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	1	1	2	1	2	2	2	3	1	1	2	2	1	1	2	2	2	5	1	3	1	1
