step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83
1	-957.141667068365223	-966.192510448816620	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.799881084445616	2	2	4	5	6	5	8	8	7	8	9	8	12	9	16	11	11	13	13	12	13	14	14	14	14	15	21	15	17	17	19	16	18	19	18	20	21	19	19	19	19	18	20	20	19	20	30	21	19	19	20	20	19	21	19	24	20	22	21	21	22	23	21	21	21	24	22	29	23	23	23	22	23	23	24	25	24	25	35	25	28	27	29	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-272.115635120743718	-281.166478501195058	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969892925659728	3	2	4	5	7	6	8	8	6	9	10	8	12	10	17	12	11	13	13	10	14	14	11	14	12	15	22	15	17	15	20	15	16	18	17	19	18	19	18	20	20	18	14	21	20	17	27	22	15	19	18	21	20	19	19	20	20	22	20	22	22	24	21	21	20	21	22	28	19	23	24	22	23	21	24	26	25	26	28	23	27	27	30	2	0	2	3	6	3	9	3	1	5	12	9	12	3	26	17	11	16	9	10	18	13	5	18	23	24	53	18	33	22	22	13	17	46	49	29	29	42	46	35	33	10	18	33	50	17	78	56	23	15	33	40	36	15	15	37	28	59	35	59	15	59	35	37	39	69	65	81	51	36	61	37	52	54	72	75	54	75	47	74	71	77	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-271.770616834474197	-280.821460214925537	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995731272735129	3	1	5	4	6	6	8	6	8	8	10	7	13	8	17	9	11	13	13	10	14	13	15	12	7	11	21	16	15	18	17	17	17	19	18	19	20	19	20	19	17	12	21	21	19	21	26	21	18	18	20	21	19	17	15	25	20	19	13	21	22	24	17	21	22	23	22	30	23	24	22	21	23	24	19	25	21	25	35	25	27	27	24	2	0	4	2	4	1	5	4	6	6	9	3	42	8	28	10	11	17	8	25	26	9	18	17	3	3	58	13	18	32	29	29	29	30	29	31	32	28	34	21	29	9	75	57	30	54	52	39	63	31	41	34	15	55	13	66	33	35	20	31	43	46	55	34	37	77	45	56	61	39	27	38	43	64	31	66	37	64	68	71	60	72	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-241.753884792343854	-250.804728172795194	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994485438198539	3	1	4	6	5	5	7	9	7	6	10	8	10	9	10	12	11	14	13	12	11	12	10	14	15	16	21	14	17	17	20	17	16	18	18	20	22	19	19	20	19	10	20	20	19	20	29	22	20	18	19	20	17	21	17	23	21	23	22	19	22	23	22	20	21	24	22	29	24	24	23	19	22	22	25	25	24	25	35	25	28	27	28	2	0	2	6	3	3	3	9	5	3	4	4	12	12	12	15	11	20	21	4	14	23	8	13	23	22	41	21	22	28	29	18	24	30	29	34	40	30	55	45	35	4	39	35	35	60	82	39	35	53	35	29	26	39	28	31	72	35	44	30	40	63	65	45	43	54	31	76	59	67	37	30	49	36	69	57	54	73	83	57	75	80	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-260.098298295449013	-269.149141675900353	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974344686463741	2	0	5	6	4	5	9	9	7	9	7	7	12	10	16	8	11	11	14	12	13	14	13	15	14	16	20	13	14	15	18	15	19	20	18	19	20	18	20	19	18	17	21	19	19	20	29	21	20	20	19	17	19	22	14	21	21	21	22	18	21	22	22	17	21	24	22	30	21	18	23	21	24	23	24	24	16	25	31	26	26	24	28	2	0	1	6	2	5	9	11	3	9	6	5	18	7	30	9	7	7	14	9	20	28	17	29	17	18	38	17	7	23	77	28	15	35	64	35	44	26	42	52	15	28	33	29	42	53	80	51	15	51	64	25	35	57	18	53	45	27	46	19	50	39	56	24	38	54	27	83	40	24	56	53	67	69	58	74	24	82	83	54	74	42	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-260.397606229152018	-269.448449609603358	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994341048952233	3	2	4	6	6	5	9	7	7	9	10	7	11	10	16	11	12	12	13	11	14	14	13	14	11	15	22	15	16	18	17	7	19	20	15	20	21	18	20	15	15	18	19	18	19	20	28	22	18	19	19	19	18	21	18	24	20	20	20	20	22	20	21	21	19	23	22	29	23	24	16	22	22	23	25	24	24	26	35	23	26	25	29	2	0	1	6	6	1	6	4	5	12	10	6	8	12	13	7	12	13	13	7	20	19	16	18	11	24	59	23	18	71	26	6	55	52	18	55	46	40	15	18	23	29	31	15	29	44	82	64	41	41	31	28	28	51	41	48	30	45	45	33	58	30	38	46	30	33	45	75	60	52	21	53	39	55	80	66	46	73	83	73	69	67	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-241.598837399663068	-250.649680780114409	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999698080903951	3	2	5	6	7	5	8	7	6	9	9	7	12	9	16	8	10	12	11	10	13	15	15	14	14	16	21	15	16	17	17	16	18	19	17	20	17	19	18	18	19	19	18	19	20	19	31	22	20	20	20	19	18	21	18	24	17	22	22	22	21	24	19	22	22	21	22	29	23	24	19	21	23	24	24	26	24	22	33	25	28	24	26	2	0	1	6	3	2	4	3	6	7	12	3	11	7	25	4	9	17	14	4	14	19	25	18	13	24	55	21	24	29	24	24	22	37	24	46	28	33	28	35	55	33	24	35	44	33	68	36	44	38	38	30	57	34	30	61	26	51	72	54	42	52	23	61	51	35	63	76	66	67	30	52	54	49	78	82	50	49	48	69	62	67	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-254.065375577387613	-263.116218957838953	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987834102776881	3	2	5	5	5	6	7	9	8	9	10	8	12	8	16	11	12	13	14	13	8	13	12	14	14	16	22	16	15	17	20	15	13	19	17	18	18	19	19	18	19	17	20	20	18	20	28	18	19	18	19	20	16	21	20	23	21	21	21	19	22	23	21	21	21	25	23	26	23	23	23	23	21	24	25	26	20	23	34	22	27	27	29	2	0	1	2	1	3	5	7	7	4	8	6	16	4	29	12	7	16	23	13	7	13	7	14	23	25	45	19	17	28	38	24	16	26	15	17	42	30	15	29	30	53	38	38	26	35	66	30	30	29	25	40	19	51	49	34	48	55	77	35	59	80	36	41	43	56	64	67	49	59	54	43	37	67	31	74	38	36	47	38	69	74	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-245.366574903518199	-254.417418283969539	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998164167594378	3	2	3	4	5	6	7	7	7	8	9	8	12	9	15	9	11	13	14	12	13	15	13	15	10	15	20	16	18	17	20	16	19	20	17	20	20	19	19	20	20	16	17	20	19	19	31	21	20	20	17	19	19	22	18	25	20	21	20	21	20	22	22	21	21	21	22	28	23	23	23	21	24	19	22	26	24	22	34	25	28	27	30	2	0	2	3	1	3	6	1	5	9	10	9	17	12	19	7	9	17	20	9	20	18	20	20	10	19	39	20	21	24	39	19	35	45	23	30	29	35	43	29	29	23	19	43	55	42	83	61	46	53	22	30	35	57	32	73	28	37	52	50	74	53	27	33	31	50	45	75	58	66	78	53	50	35	46	63	69	61	83	71	62	43	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-263.710432029672859	-272.761275410124199	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956361470588607	2	1	5	6	4	5	7	7	8	8	9	7	13	9	16	11	11	11	12	10	14	13	11	14	14	15	20	16	17	18	20	16	18	17	18	20	20	17	18	20	19	17	20	20	19	17	25	21	18	19	19	16	20	20	18	23	17	22	21	21	22	23	21	20	18	24	19	30	22	23	20	22	22	21	23	23	22	25	33	26	25	27	26	2	0	2	6	2	2	3	4	8	7	4	6	20	9	25	8	11	11	5	10	20	17	12	19	20	24	65	16	26	46	38	21	38	28	52	55	52	28	34	57	42	15	38	57	34	15	56	33	57	33	34	25	55	30	34	63	32	67	65	54	63	57	52	30	24	31	46	78	65	69	34	37	41	33	50	58	63	70	68	78	63	81	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
