step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-633.499286721180624	-642.550130101632021	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.678377785193934	-1	1	0	1	3	3	3	3	7	3	4	8	4	6	8	4	6	4	6	6	6	5	6	7	12	7	6	10	7	9	6	7	6	8	6	7	6	6	10	7	8	8	8	7	7	7	7	12	8	11	9	8	9	8	9	9	9	8	8	8	8	9	8	9	10	10	11	13	10	17	10	9	11	11	13	12	12	10	10	11	14	12	12	11	12	13	13	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-276.575590223293204	-285.626433603744545	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997620982410150	0	2	1	2	3	2	3	3	8	3	2	8	5	6	7	3	5	5	6	6	6	5	6	8	13	6	4	8	7	9	6	7	5	8	7	7	5	3	4	7	9	7	8	7	6	8	4	10	9	8	9	7	6	9	9	9	9	7	8	9	9	7	6	9	11	8	12	13	8	15	5	10	12	7	14	11	11	8	9	10	14	10	11	11	12	14	12	10	13	0	1	1	1	6	3	3	3	15	11	3	58	10	27	10	3	3	16	13	27	10	38	6	40	48	4	4	63	39	19	1	7	39	37	47	71	5	11	38	6	50	22	36	11	16	6	11	14	44	17	78	13	22	19	71	15	28	23	35	33	40	19	16	69	21	44	56	83	40	88	1	61	57	37	25	57	30	53	43	51	61	41	59	60	55	73	12	41	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-261.088874328977397	-270.139717709428737	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995301997450379	-1	2	1	2	4	4	4	2	6	4	4	9	3	7	8	5	7	3	7	2	7	6	1	5	13	6	6	11	7	9	4	5	7	9	6	5	6	5	11	8	9	8	7	8	7	7	8	13	8	9	9	7	9	6	9	9	7	9	8	9	7	9	7	7	11	10	11	11	8	15	11	9	11	9	11	12	12	7	10	12	14	11	13	9	12	12	10	12	5	0	1	1	1	23	8	3	23	24	4	18	54	2	7	11	10	35	20	37	3	31	4	1	31	76	18	7	35	89	37	3	13	13	47	2	2	11	1	72	26	40	35	27	19	35	36	24	28	26	49	24	38	59	7	17	14	6	47	54	21	16	78	36	37	79	84	58	12	22	75	84	29	41	43	58	68	28	32	19	66	86	41	73	45	63	75	52	28	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-273.664379614957795	-282.715222995409135	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960221547247887	-1	2	1	1	3	2	2	3	8	2	5	6	3	6	8	4	6	3	6	4	6	5	4	8	11	5	6	11	8	7	5	7	4	6	6	7	5	4	10	7	7	6	8	6	7	6	7	12	3	12	10	6	8	9	8	10	9	2	8	8	7	7	9	9	9	10	9	14	7	11	10	7	9	12	13	12	12	10	10	9	10	12	10	12	11	8	14	12	11	0	4	1	1	2	1	4	2	26	4	13	11	10	23	47	4	22	3	18	7	31	23	2	47	9	20	26	78	41	20	38	52	58	23	22	46	6	7	80	21	12	18	34	7	23	58	8	86	58	67	24	33	34	32	33	64	61	3	45	27	23	18	46	46	86	55	15	82	14	62	34	23	72	65	74	78	81	54	60	44	43	80	9	30	39	32	48	29	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-267.344269254135043	-276.395112634586383	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985874364076921	-1	1	1	2	3	4	2	4	6	1	3	9	5	7	8	3	7	5	6	5	5	6	5	7	12	7	6	9	7	9	7	7	6	8	6	7	7	5	9	2	9	9	9	6	6	6	7	11	9	11	9	8	9	4	8	9	9	7	4	8	8	8	9	3	9	10	11	13	11	11	8	8	9	11	14	13	13	11	8	12	11	10	12	11	13	10	13	14	14	0	1	1	1	7	64	10	40	11	1	7	32	11	33	32	10	44	59	16	5	59	18	64	38	79	46	64	24	21	36	54	2	4	27	2	33	9	8	22	10	55	36	27	59	59	20	4	42	29	30	14	19	47	16	27	17	31	59	64	33	14	37	6	4	47	31	28	49	29	63	20	7	22	42	31	52	81	86	9	30	53	17	66	30	80	22	37	87	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-277.476746919249820	-286.527590299701160	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972223244225831	0	1	1	2	3	3	3	4	7	4	3	7	4	3	7	4	6	4	5	2	6	4	5	2	7	7	7	11	8	7	7	8	4	8	6	6	6	6	9	6	8	9	7	7	7	7	6	12	8	9	8	9	8	8	6	8	10	6	8	5	4	9	7	9	10	11	4	9	11	17	9	9	11	11	11	13	11	9	10	9	14	11	12	10	10	14	11	14	13	0	1	1	1	2	3	1	20	38	4	1	18	5	20	22	4	22	20	7	1	18	5	7	2	7	35	40	29	46	37	21	55	4	6	8	61	8	13	63	19	38	54	21	20	60	60	19	34	9	15	45	60	25	43	13	24	72	8	46	4	3	44	10	33	64	59	20	45	78	88	29	51	79	31	49	73	71	41	51	55	30	72	37	71	37	48	35	53	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.893963302394013	-277.944806682845353	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997113956170571	-1	1	1	1	3	4	0	3	6	1	4	4	4	6	6	5	6	5	6	6	5	5	5	7	11	8	6	10	8	9	7	5	7	8	5	7	6	7	8	7	9	7	8	7	6	7	7	10	9	8	9	8	9	7	9	9	7	5	5	8	6	8	5	9	8	9	12	14	10	17	7	10	8	12	12	11	6	10	7	10	14	13	11	11	10	12	11	12	12	0	7	7	1	3	5	1	4	2	1	8	2	2	6	59	10	23	11	21	12	8	8	8	63	52	63	6	73	47	31	11	6	45	54	5	61	16	14	77	77	62	19	77	63	23	59	20	66	43	31	18	33	31	32	52	14	59	10	5	40	32	44	2	46	5	50	34	82	64	81	58	42	23	76	43	36	16	49	32	56	40	30	32	29	60	48	17	85	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-256.335983513385713	-265.386826893837053	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989709001079251	-1	1	0	1	3	3	4	3	6	1	4	9	5	5	7	3	5	5	7	6	7	4	4	8	12	3	6	10	8	7	6	8	6	6	6	7	5	6	11	5	9	8	7	7	8	7	7	12	9	11	10	8	9	4	6	10	7	9	8	7	8	8	8	9	9	11	10	12	11	14	10	9	11	11	12	10	12	10	9	10	11	13	12	9	13	9	13	14	11	0	1	1	1	10	2	8	10	2	3	5	60	3	54	37	3	7	26	14	10	34	5	3	57	78	3	16	41	31	27	40	36	17	11	7	8	16	4	53	5	46	33	16	17	26	13	7	73	59	33	65	38	20	26	8	42	55	62	9	35	30	21	36	62	36	61	31	63	18	85	63	43	42	49	74	59	28	45	43	29	79	74	28	52	73	63	74	89	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-258.864473404190164	-267.915316784641504	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972777589867897	0	2	1	1	4	3	4	4	7	2	3	9	5	3	9	3	7	5	6	6	5	6	6	8	13	8	5	10	7	8	7	4	5	9	5	6	7	7	8	8	6	8	6	8	5	8	7	12	9	10	9	6	7	9	10	9	8	9	9	8	8	9	3	10	11	10	10	13	10	16	10	9	12	11	12	12	12	10	10	10	14	10	12	9	8	8	11	12	13	0	4	1	1	11	1	11	2	18	1	2	31	14	3	23	10	8	7	6	32	8	14	14	29	67	43	11	22	22	38	27	3	8	39	32	27	52	45	36	36	18	22	5	47	16	23	45	55	29	61	85	13	20	45	24	9	8	32	53	47	52	40	2	23	62	56	39	64	17	48	57	26	64	56	64	54	84	51	47	18	73	44	66	10	29	17	28	52	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-261.302133534440770	-270.352976914892110	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998859768566288	-1	2	0	1	3	4	2	2	8	2	3	8	5	6	9	4	5	2	7	7	5	4	6	7	13	4	4	10	7	10	6	8	4	8	7	6	6	7	10	3	8	4	8	7	7	8	5	11	7	8	10	8	8	8	9	9	9	7	7	8	8	8	6	8	10	9	9	12	10	18	10	9	12	11	13	12	11	10	11	9	11	10	9	8	11	14	12	13	13	0	3	1	1	2	8	3	4	17	4	2	49	5	22	20	18	5	4	33	5	11	7	27	63	78	7	2	52	13	50	16	19	18	2	16	22	6	22	52	8	16	8	36	17	22	16	5	83	47	38	38	59	23	18	49	63	62	21	7	13	37	59	27	26	24	12	22	56	24	86	60	45	57	46	77	36	83	64	45	50	31	15	40	59	15	87	65	68	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
