step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
5000	-45.521532343716885	-52.377020294676257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370869446103665	2	4	5	6	14	19	21	21	0	1	2	3	2	5	5	6	1	2	1	1	4	3	3	1
5500	-45.507440580861612	-52.362928531820984	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499727722328392	3	4	5	7	14	19	22	21	0	1	1	3	2	5	5	6	1	1	1	1	4	3	4	1
6000	-49.647983664214053	-56.503471615173424	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469551192117086	1	3	3	7	15	17	21	21	0	1	1	3	2	5	6	6	1	1	1	2	4	1	2	2
6500	-47.933900621858768	-54.789388572818140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643699242720614	2	3	4	7	14	18	20	21	0	1	1	3	2	5	6	6	1	1	2	1	4	2	1	2
7000	-48.169564836041253	-55.025052787000625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714354093127390	2	4	4	6	14	19	20	18	0	1	1	3	2	8	6	5	1	1	1	1	4	1	1	2
7500	-48.673041703917981	-55.528529654877353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709962305403388	2	3	4	6	14	19	20	22	0	1	1	3	2	5	5	6	1	1	1	1	4	2	4	1
8000	-48.117174229098943	-54.972662180058315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369803655626946	2	4	4	5	14	18	21	21	0	1	1	3	2	5	6	6	1	1	1	1	4	1	2	1
8500	-42.613720790418974	-49.469208741378345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504445738263419	2	4	4	6	14	19	21	21	0	1	1	3	2	5	5	6	1	2	1	1	5	2	3	1
9000	-49.733670046839677	-56.589157997799049	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591166375698419	3	4	4	6	14	18	22	22	0	1	1	3	2	5	6	6	1	1	1	2	5	1	2	2
9500	-48.904779900455814	-55.760267851415186	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443700620530589	2	3	4	6	14	17	21	19	0	1	1	3	2	5	5	6	1	1	1	2	6	2	3	1
10000	-48.224344335945965	-55.079832286905337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.301364239566511	3	4	5	7	14	18	21	21	0	1	2	3	2	5	6	5	1	1	1	1	5	2	2	3
10500	-48.181229619709150	-55.036717570668522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464199481579731	2	4	4	6	13	19	21	20	0	1	1	3	2	5	5	6	1	1	1	1	3	3	3	1
11000	-47.857272759900084	-54.712760710859456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617960616404305	2	3	4	6	15	19	21	21	0	1	1	3	1	5	5	6	1	1	1	1	6	2	4	1
11500	-42.317607911382005	-49.173095862341377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645801319138569	2	4	4	6	13	19	20	21	0	1	1	3	2	5	6	6	1	1	1	1	4	3	1	1
12000	-44.419953602506013	-51.275441553465384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599635482980723	3	4	5	7	12	19	21	22	0	1	1	3	2	5	6	6	1	1	1	1	3	3	1	1
12500	-44.516318115390668	-51.371806066350040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629557392307321	2	4	4	6	13	17	21	21	0	1	1	3	2	5	6	6	1	1	1	1	3	2	2	1
13000	-40.829314322116133	-47.684802273075505	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551854657401405	2	3	4	6	14	19	21	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	1	1
13500	-48.433054579536972	-55.288542530496343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785357039157336	2	4	4	6	15	18	22	20	0	1	1	3	2	5	8	6	1	1	1	1	6	1	1	1
14000	-52.055074874026126	-58.910562824985497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776577017229253	2	3	5	4	14	19	21	22	0	1	4	1	2	5	6	6	1	1	1	1	5	4	1	1
14500	-53.227610066051881	-60.083098017011253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648227728250916	2	3	3	7	14	17	20	21	0	1	1	3	2	5	5	6	1	1	1	2	7	2	3	2
15000	-48.696317201869483	-55.551805152828855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570591557815212	2	4	4	6	13	17	20	18	0	1	1	3	2	5	6	6	1	2	1	1	3	2	2	1
15500	-43.943814692839837	-50.799302643799209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661355251478898	3	4	4	6	14	18	21	22	0	1	1	3	2	5	5	6	1	1	1	1	4	2	3	2
16000	-48.075329299674280	-54.930817250633652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400225517584015	2	4	4	7	14	18	19	21	0	1	1	3	2	5	5	6	1	1	1	2	6	2	3	1
16500	-45.903610655982760	-52.759098606942132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384028864688353	2	4	4	6	14	18	20	21	0	1	1	3	2	5	5	6	1	1	1	1	4	3	3	1
17000	-47.203869243739547	-54.059357194698919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454032348924957	2	3	4	6	14	18	20	22	0	1	2	3	2	5	6	6	1	1	1	2	5	2	1	2
17500	-43.930158262066726	-50.785646213026098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.729589195986903	3	4	4	6	14	18	21	21	0	1	1	3	2	5	6	6	1	1	1	1	5	2	2	2
18000	-43.386250933248832	-50.241738884208203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582738190310555	3	4	4	6	13	18	20	22	0	1	1	3	2	5	6	6	1	1	1	1	3	2	1	2
18500	-46.683325962506729	-53.538813913466100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666003815581379	2	3	5	6	14	19	21	21	0	1	1	3	2	5	6	6	1	1	2	1	3	3	1	1
19000	-49.686202241105292	-56.541690192064664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514905833850702	2	4	5	4	14	18	19	21	0	1	4	1	2	5	6	5	1	1	1	1	4	2	1	3
19500	-43.002536593140597	-49.858024544099969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.308562186399953	3	4	5	6	14	19	21	21	0	1	1	3	2	5	6	6	1	1	1	1	5	3	1	1
20000	-54.071804194348310	-60.927292145307682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.320895899467650	2	3	4	7	14	17	21	22	0	1	2	1	4	5	5	6	1	1	1	3	5	2	3	3
20500	-44.962462552598808	-51.817950503558180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491125615063714	2	4	4	5	15	18	21	21	0	1	1	3	2	5	5	6	1	1	1	1	5	2	3	2
21000	-48.355346715112681	-55.210834666072053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455403241425138	1	4	4	6	13	16	21	21	0	1	1	3	2	5	6	6	1	2	1	1	3	2	2	3
21500	-48.553523510548175	-55.409011461507546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533562359619349	2	4	4	6	15	18	21	19	0	1	1	3	2	5	8	5	1	1	1	1	6	2	1	2
22000	-47.527826204594767	-54.383314155554139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571355148830912	2	4	4	5	14	18	21	22	0	1	1	3	2	5	5	6	1	1	1	1	5	3	3	2
22500	-47.824765047092683	-54.680252998052055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514528616495903	3	4	4	6	13	16	21	21	0	1	1	3	2	5	5	6	1	1	1	1	5	1	3	3
23000	-45.086011684434652	-51.941499635394024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544242262613366	2	4	4	6	14	19	22	21	0	1	1	3	2	5	6	6	1	1	1	1	5	2	1	2
23500	-49.301266686087018	-56.156754637046390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488717668376940	2	3	3	6	15	18	21	22	0	1	1	3	2	5	6	6	1	1	1	1	6	2	1	3
24000	-45.614281308122116	-52.469769259081488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547102166545683	2	3	4	6	15	18	20	21	0	1	1	3	2	5	5	6	1	1	1	1	6	2	3	2
24500	-44.025193795648846	-50.880681746608218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535391105403590	1	4	4	6	14	19	21	21	0	1	1	3	2	5	5	6	1	2	1	1	5	2	3	1
25000	-50.975374887416336	-57.830862838375708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710745823518198	3	4	4	6	14	18	20	21	0	1	1	3	2	5	6	5	1	1	1	2	4	2	2	3
25500	-45.737888364415845	-52.593376315375217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777921739288088	2	4	4	6	13	18	20	20	0	1	1	3	2	5	6	6	1	1	1	1	3	2	2	1
26000	-48.114988529217442	-54.970476480176814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503497460179823	2	4	3	6	15	18	22	21	0	1	1	3	2	5	5	6	1	1	1	2	6	1	4	1
26500	-53.508836013078778	-60.364323964038149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.385226980196081	1	4	3	7	15	18	22	21	0	1	1	1	4	5	6	6	1	2	1	4	3	1	2	2
27000	-47.259239806787946	-54.114727757747318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642215212987121	2	3	4	5	14	18	21	22	0	1	1	3	2	5	6	6	1	1	1	1	5	2	2	3
27500	-48.074334061387091	-54.929822012346463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416724888004956	2	4	5	7	15	18	19	21	0	1	1	3	2	5	5	6	1	1	1	1	4	1	2	2
28000	-44.837394086056392	-51.692882037015764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475172311733781	2	4	5	7	14	18	21	21	0	1	1	3	2	5	5	6	1	2	1	1	5	2	3	1
28500	-57.135001500440900	-63.990489451400272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447375696859636	0	3	4	6	15	18	20	21	0	1	1	3	2	5	6	5	1	1	2	1	7	2	2	3
29000	-48.386670744116273	-55.242158695075645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393534442482683	2	4	5	7	15	18	19	20	0	1	1	3	2	5	5	6	1	1	2	1	5	1	2	1
29500	-45.135004439761900	-51.990492390721272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.305015025227469	2	4	3	6	14	19	21	21	0	1	1	3	2	5	6	6	1	1	1	2	4	2	1	1
30000	-47.936706283245783	-54.792194234205155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615068792303350	3	4	4	6	14	18	20	20	0	1	1	3	2	5	6	5	1	1	1	2	4	2	1	2
30500	-44.738022281611492	-51.593510232570864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831151119732325	3	4	5	6	14	18	21	22	0	1	1	3	2	5	6	6	1	1	1	1	3	2	1	2
31000	-50.373282513802209	-57.228770464761581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457779112671629	2	3	3	6	14	18	21	21	0	1	1	3	2	5	5	6	1	1	1	2	5	3	5	1
31500	-50.028209148113049	-56.883697099072421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404355033388486	2	3	3	6	14	18	21	22	0	1	1	3	1	5	5	6	1	1	1	2	4	2	3	2
32000	-51.584301288078713	-58.439789239038085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439769587600451	2	3	5	6	15	18	20	21	0	1	1	3	2	5	5	6	1	1	2	1	6	1	3	3
32500	-48.552798336278741	-55.408286287238113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532750633165934	3	4	5	6	14	19	22	21	0	1	1	3	2	5	5	6	1	1	1	1	5	3	3	2
33000	-44.170690362829077	-51.026178313788449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575003112450993	3	4	4	6	13	17	22	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	2	2
33500	-50.797590913522541	-57.653078864481913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591611623081367	2	4	5	4	13	18	20	22	0	1	4	1	2	5	6	6	1	1	1	2	4	3	1	2
34000	-55.896375701035950	-62.751863651995322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479326975648854	1	2	5	4	14	18	22	20	0	1	4	1	4	5	6	6	1	1	1	2	5	2	3	1
34500	-56.183308510203467	-63.038796461162839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663280690371132	2	4	4	3	15	19	20	22	0	1	4	1	2	5	5	5	1	1	1	1	6	2	2	3
35000	-48.605679665675765	-55.461167616635137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.306962612991741	2	4	5	7	14	18	21	22	0	1	1	3	2	5	6	6	1	1	1	1	6	3	2	2
35500	-49.067344319178844	-55.922832270138215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496122856577841	2	3	3	6	14	18	20	22	0	1	1	3	2	5	5	6	1	1	1	2	4	2	4	2
36000	-51.638641904497398	-58.494129855456769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770124046709785	2	3	4	7	15	17	19	20	0	1	1	3	2	5	5	5	1	1	1	1	4	1	2	2
36500	-43.320877267113318	-50.176365218072689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534626952972695	2	4	4	6	15	18	21	21	0	1	1	3	2	5	5	6	1	1	1	1	5	2	3	2
37000	-44.199344363584970	-51.054832314544342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570947966708715	2	4	4	6	13	18	20	22	0	1	1	3	2	5	6	6	1	1	1	1	4	2	1	1
37500	-49.308968334584215	-56.164456285543586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640458085727107	3	4	4	7	15	18	20	20	0	1	1	3	2	5	6	6	1	1	1	1	5	1	2	1
38000	-42.122092930342127	-48.977580881301499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553356798075152	3	4	5	7	14	18	20	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	1	2
38500	-44.978472572975058	-51.833960523934429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842368628376711	3	4	4	6	14	18	20	21	0	1	1	3	2	5	6	6	1	1	1	1	4	1	1	1
39000	-45.101037923430731	-51.956525874390103	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.433090608874716	3	4	5	7	14	18	19	20	0	1	1	3	2	5	6	6	1	1	1	1	5	2	1	1
39500	-45.493908818928602	-52.349396769887974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603888584004253	3	4	5	6	14	17	21	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	3	2
40000	-47.766461366081181	-54.621949317040553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496226240517470	2	4	4	7	14	18	21	21	0	1	1	3	2	5	5	6	1	1	1	2	5	2	3	3
40500	-48.782387524098084	-55.637875475057456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.330999591715467	2	4	4	6	14	18	21	20	0	1	1	3	2	5	5	6	1	1	2	1	4	2	2	1
41000	-54.525951416884240	-61.381439367843612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584128844300926	1	2	4	6	13	17	21	21	0	1	1	3	2	5	5	6	1	1	2	1	7	2	3	2
41500	-45.143670053246815	-51.999158004206187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522716426638716	3	4	5	7	14	18	20	21	0	1	1	3	2	5	6	6	1	1	1	2	5	2	1	1
42000	-45.842881094003367	-52.698369044962739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544582378406675	2	4	5	6	15	18	20	22	0	1	1	3	2	5	6	6	1	1	1	1	4	2	1	2
42500	-50.052787614354870	-56.908275565314241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655702084521166	1	3	4	7	14	19	22	22	0	1	2	3	2	5	6	6	1	2	1	2	6	2	1	1
43000	-54.767874208423606	-61.623362159382978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.395189565368606	2	3	4	7	15	18	22	21	0	1	2	3	2	5	5	5	1	1	1	1	4	3	3	3
43500	-48.403702810710570	-55.259190761669942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335580222964311	1	4	4	6	15	18	21	20	0	1	1	3	2	5	6	6	1	2	1	1	5	2	3	1
44000	-54.064430386510359	-60.919918337469731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610151047222201	1	3	5	7	15	19	21	21	0	1	1	3	4	5	6	6	1	1	3	2	4	3	1	1
44500	-45.923207711340268	-52.778695662299640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434949407846024	2	4	5	6	15	19	21	21	0	1	1	3	2	5	5	6	1	1	2	1	5	2	3	1
45000	-45.766582535872786	-52.622070486832158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408476357298459	2	3	4	7	14	18	20	22	0	1	1	3	2	5	6	6	1	1	1	2	6	2	1	2
45500	-44.377244458184791	-51.232732409144162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.356644660317966	3	4	5	6	14	17	21	21	0	1	1	3	2	5	6	6	1	1	1	1	5	2	2	2
46000	-48.561482773695374	-55.416970724654746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776001294467315	3	4	4	6	14	17	22	22	0	1	1	3	2	5	6	6	1	1	1	1	3	1	2	2
46500	-55.340375915739230	-62.195863866698602	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492111018680640	1	2	5	7	14	19	22	21	0	1	2	1	4	5	5	6	1	1	1	4	4	3	3	1
47000	-54.388250470330242	-61.243738421289613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787000252008133	3	4	5	7	12	17	20	22	0	1	1	3	2	5	5	6	1	1	1	1	4	2	4	3
47500	-51.245027673548634	-58.100515624508006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698915032078749	3	4	5	7	14	18	22	22	0	1	1	3	4	5	6	6	1	1	1	1	4	2	2	2
48000	-44.276112286674547	-51.131600237633918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576865882941815	3	4	4	6	14	18	21	20	0	1	1	3	2	5	6	6	1	1	1	1	4	2	2	2
48500	-56.158134766413696	-63.013622717373067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407828532218944	1	3	5	7	13	18	22	20	0	1	1	3	2	5	6	6	1	1	3	2	5	2	2	2
49000	-47.201422472140003	-54.056910423099374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521953258171696	2	3	4	5	14	19	20	21	0	1	1	3	2	5	5	6	1	1	1	1	6	3	3	1
49500	-46.814775112896619	-53.670263063855991	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.351639755924734	3	4	4	6	14	19	20	22	0	1	1	3	2	5	5	6	1	1	1	1	4	3	3	2
50000	-51.975511969394155	-58.830999920353527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708952766282175	3	4	4	7	15	18	20	20	0	1	1	3	1	5	6	6	1	1	1	1	6	2	2	1
50500	-46.992018260270719	-53.847506211230090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880583290038992	2	4	4	6	14	17	22	21	0	1	1	3	2	5	8	6	1	1	1	1	5	1	1	2
51000	-46.048995738193071	-52.904483689152443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.392280487299272	3	4	5	7	14	18	21	21	0	1	1	3	2	5	5	6	1	1	1	1	5	3	4	2
51500	-44.551418110189282	-51.406906061148653	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573459731264770	2	4	3	5	14	19	20	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	1	1
52000	-51.516385331813446	-58.371873282772818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527453723277483	1	3	4	6	15	18	20	21	0	1	1	3	4	5	5	6	1	1	2	2	4	1	2	2
52500	-52.240581993989515	-59.096069944948887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567095579203304	2	4	5	4	14	18	21	21	0	1	1	1	1	5	6	6	1	1	1	1	6	2	1	1
53000	-46.656303723100649	-53.511791674060021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632627728945004	3	4	4	6	14	17	20	20	0	1	1	3	2	5	5	6	1	1	1	1	5	2	3	2
53500	-48.980078128585419	-55.835566079544790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387248706292200	2	4	4	7	14	17	22	22	0	1	1	3	2	5	5	6	1	1	1	1	5	2	5	3
54000	-42.569666088195468	-49.425154039154840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520184606084936	2	3	4	6	14	18	22	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	2	1
54500	-45.007388495147033	-51.862876446106405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627860706547108	2	3	5	7	14	19	21	20	0	1	1	3	2	5	6	6	1	1	1	1	5	2	1	1
55000	-40.826549902799385	-47.682037853758757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460353305329649	2	4	4	6	14	19	21	21	0	1	1	3	2	5	6	6	1	1	1	1	5	3	1	1
55500	-42.380667558603790	-49.236155509563162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617001902277440	3	4	4	6	13	18	21	20	0	1	1	3	2	5	6	6	1	1	1	1	4	3	1	1
56000	-42.538913446477608	-49.394401397436980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798633325831710	2	3	4	6	15	19	21	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	1	1
56500	-52.767307718513678	-59.622795669473049	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613434770997993	2	4	5	7	15	18	20	21	0	1	1	3	2	5	6	6	1	1	2	1	7	1	1	2
57000	-50.649732332957342	-57.505220283916714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457458539322468	2	3	4	5	15	18	21	21	0	1	1	1	2	5	5	6	1	1	1	1	4	2	2	1
57500	-45.409252264153267	-52.264740215112639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575484308368876	2	4	4	7	14	18	21	21	0	1	1	3	4	5	6	6	1	1	1	2	4	2	2	1
58000	-44.912020345104480	-51.767508296063852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457142407521989	2	4	4	6	13	18	21	20	0	1	1	3	2	5	5	6	1	1	1	1	4	3	4	1
58500	-49.960490723887006	-56.815978674846377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629713640114415	3	4	4	7	14	17	21	22	0	1	1	3	2	5	5	6	1	1	1	2	4	2	2	3
59000	-48.857010016162100	-55.712497967121472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478716883524200	2	4	4	6	14	17	22	21	0	1	1	3	2	5	6	6	1	1	1	1	6	2	4	2
59500	-50.919540293105001	-57.775028244064373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469838320908706	2	4	4	5	13	18	22	22	0	1	1	3	2	5	5	6	1	1	1	1	6	2	3	2
60000	-44.359685546634360	-51.215173497593732	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439784027665395	2	4	4	6	12	18	21	22	0	1	1	3	2	5	6	6	1	1	1	1	3	3	2	2
60500	-43.817549578010826	-50.673037528970198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408198479240554	2	3	4	6	14	19	22	21	0	1	1	3	2	5	5	6	1	1	1	1	5	2	4	1
61000	-50.360808338868949	-57.216296289828321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619225137482245	2	4	4	6	14	19	20	20	0	1	1	3	2	5	5	6	1	1	2	1	4	3	3	1
61500	-42.434503487947708	-49.289991438907080	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.729238884690215	3	4	4	6	14	18	22	21	0	1	1	3	2	5	6	6	1	1	1	1	4	2	2	1
62000	-48.230086987509054	-55.085574938468426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406865464411432	1	3	3	5	15	18	21	21	0	1	1	3	2	5	5	6	1	1	1	1	5	2	4	2
