step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-4516.677592163274312	-4515.215510078755869	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.035428200506715	1	2	3	3	4	5	5	5	6	7	6	7	6	8	8	7	7	8	7	7	8	7	8	9	9	9	8	8	9	9	9	9	10	11	9	10	11	9	9	11	11	11	12	12	11	10	12	10	11	12	11	12	12	12	13	13	13	13	13	13	12	14	13	14	14	13	13	15	15	15	16	14	15	16	16	17	16	16	17	16	16	17	17	17	17	17	18	18	17	21	19	18	18	19	20	19	22	23	23	25	25	27	28	30	30	31	32	33	36	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	4	4	3	3	4	3	3	4	3	4	4	4	4	4	4	4	4	4	4	5	5	4	5	5	4	4	5	5	5	6	6	5	5	6	5	5	6	5	6	6	6	6	6	6	6	6	6	6	7	6	7	7	6	6	7	7	7	8	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	8	10	9	9	9	9	10	9	11	11	11	12	12	13	14	15	15	15	16	16	18
500	-1130.772011943389543	-1128.729643530943122	-2.042368412446313	0.000010005321008	0.000024532550678	2.451950383000004	0.091617047290536	0	1	2	2	4	5	3	5	6	8	6	8	6	8	8	7	5	7	5	8	9	7	9	9	8	8	9	8	7	10	9	9	9	8	9	8	9	10	10	10	10	11	11	12	11	10	12	9	12	12	11	13	12	13	13	13	14	10	13	14	12	13	12	14	15	13	12	13	15	16	16	11	14	17	17	17	17	16	16	16	16	18	17	18	17	17	18	18	17	22	16	17	19	17	21	19	21	21	24	26	26	27	28	30	31	31	33	34	36	0	1	2	2	3	3	3	4	4	7	7	6	6	4	8	7	4	8	7	11	6	6	9	9	11	13	8	29	19	11	14	16	18	11	11	22	9	19	11	4	19	20	25	32	32	35	58	29	6	29	31	34	46	43	8	33	66	9	48	38	41	11	35	29	54	36	38	19	31	20	4	37	67	63	18	59	67	36	63	0	28	34	4	18	72	36	70	73	0	48	47	61	77	1	18	91	9	59	58	91	72	96	72	91	91	96	91	85	85	1	1	1	1	1	2	1	2	2	2	2	2	1	3	1	2	2	1	1	2	2	1	1	2	1	2	2	1	2	3	1	1	1	1	2	1	2	3	3	3	4	2	2	1	1	1	1	2	5	2	2	3	2	1	6	2	1	2	3	3	2	4	2	4	2	3	1	3	5	4	9	1	2	4	5	3	3	4	2	1	4	6	7	6	4	5	1	3	1	6	2	3	2	9	8	3	7	4	8	7	12	5	11	12	10	7	14	9	15
1000	-951.586841766702378	-949.762181064217089	-1.824660702485327	0.000010052207434	0.000019091234633	1.899208184818929	0.277172800881013	0	1	3	3	4	5	5	5	6	7	5	7	6	6	8	7	7	9	8	7	8	7	7	10	9	8	8	7	9	9	9	9	8	10	9	10	9	10	10	11	10	11	13	13	11	8	13	11	12	12	11	13	12	12	13	13	11	11	14	13	13	15	13	14	15	13	12	15	15	15	16	13	16	16	16	15	16	17	18	17	17	17	17	16	15	17	18	17	17	21	16	19	18	19	20	19	22	23	22	26	25	28	28	30	31	31	33	34	36	0	1	2	2	3	3	3	4	4	7	3	13	6	4	4	7	14	4	28	11	6	6	8	9	11	12	4	7	28	11	9	10	14	20	46	22	23	19	20	24	19	20	25	32	32	11	37	29	12	38	31	34	35	25	18	18	36	37	48	29	67	42	53	67	54	57	29	28	31	34	4	58	67	63	33	48	61	66	63	0	67	34	56	8	58	36	70	61	0	76	72	67	77	1	18	85	14	90	91	91	58	85	85	58	85	101	85	101	91	1	1	1	2	1	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	2	1	1	3	2	1	3	1	2	2	2	1	2	2	1	2	1	1	2	1	2	2	2	2	1	2	3	1	3	1	2	1	2	2	2	3	1	1	1	2	1	2	1	2	2	1	2	3	3	2	8	1	2	2	5	2	2	2	2	1	2	5	2	5	2	4	1	3	1	4	2	3	1	10	8	2	9	1	5	7	11	6	10	10	8	6	13	6	10
1500	-869.942596137310716	-868.010753483285612	-1.931842654025127	0.000010084909822	0.000021853423551	2.166942881557417	0.436083424261663	0	1	2	3	4	4	4	5	5	7	6	8	6	9	9	8	7	8	7	7	8	8	9	8	9	10	9	6	9	10	7	8	10	11	10	9	11	9	9	12	10	10	13	11	12	8	11	10	12	12	10	12	12	11	13	14	12	12	13	14	13	14	13	14	15	14	10	16	15	15	17	15	15	17	17	17	16	16	16	17	16	17	18	18	15	16	17	17	17	21	18	18	19	19	20	18	23	23	24	25	26	26	27	31	30	31	33	34	36	0	1	2	2	3	3	3	4	4	7	7	6	6	8	9	7	9	8	28	11	6	13	24	8	11	6	17	7	19	39	4	7	18	11	46	22	23	19	11	24	28	20	25	32	32	20	23	28	12	67	31	34	35	25	18	18	36	37	48	50	67	42	46	50	54	57	29	29	51	34	18	58	67	63	18	59	67	57	63	0	61	52	33	33	58	57	70	61	0	76	85	73	61	1	18	85	83	90	85	85	91	91	85	91	100	100	85	105	101	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	1	2	2	1	2	2	4	1	1	2	1	3	2	1	3	2	1	1	1	2	2	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	2	1	4	3	2	6	1	2	2	5	2	2	2	2	1	2	3	2	4	1	2	2	3	1	2	2	2	4	10	5	2	4	1	6	7	6	5	7	6	4	3	13	3	6
2000	-772.881583301336264	-770.999574094082845	-1.882009207253378	0.000010184804989	0.000020792530157	2.041524622208373	0.505246097728859	-1	0	3	3	5	5	5	5	6	8	5	8	7	7	9	7	7	8	7	8	8	8	8	7	10	9	9	8	9	10	9	9	11	10	10	11	11	9	9	11	10	10	12	12	11	9	12	10	11	11	11	13	13	13	14	14	13	13	14	11	13	14	14	14	15	14	11	16	16	15	15	15	15	17	16	18	16	16	17	16	17	18	17	18	16	18	17	16	17	21	19	18	19	19	19	19	22	23	23	25	25	25	29	29	30	31	33	33	37	0	1	2	2	3	3	3	4	8	7	3	6	6	8	24	7	8	4	7	11	13	13	14	8	20	12	9	3	19	39	24	16	18	20	46	22	23	19	20	17	19	20	20	32	32	11	37	16	26	41	31	34	46	25	33	18	36	47	48	28	67	42	35	50	54	57	29	73	51	34	18	58	67	63	56	48	61	57	63	0	68	87	56	56	72	66	70	61	0	76	85	88	92	1	56	85	95	90	85	91	91	91	96	101	101	101	91	105	108	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	1	2	3	2	2	3	2	1	2	1	2	3	2	1	1	1	1	1	3	2	3	1	2	1	1	3	2	2	2	1	1	1	1	1	1	2	1	2	1	2	3	1	1	9	3	2	2	2	3	4	4	3	5	2	2	2	11	3	2
2500	-763.958374681800024	-762.211940649931535	-1.746434031868469	0.000010338039618	0.000017655687173	1.707837058576956	0.600609439907427	0	2	3	3	4	4	4	6	6	6	7	7	7	8	8	7	8	8	7	5	8	6	9	7	10	10	8	8	10	9	7	8	10	10	9	10	11	10	9	11	12	11	12	12	11	8	12	10	10	12	10	12	12	12	13	13	12	13	14	14	13	14	14	14	14	13	11	15	14	14	16	14	15	15	15	17	14	16	18	15	17	18	17	17	16	18	16	18	15	20	20	16	17	20	19	18	22	23	23	25	26	28	28	29	30	31	32	32	36	0	1	2	2	3	3	3	4	4	7	20	6	6	8	8	7	8	8	7	7	13	6	8	4	11	12	9	19	28	11	4	10	18	30	46	22	23	19	11	17	29	20	25	32	32	16	23	28	12	16	31	34	46	25	18	18	36	47	48	50	67	42	53	50	54	57	38	67	51	34	18	58	67	63	56	59	67	66	74	0	68	87	71	56	72	66	70	67	0	76	85	61	73	1	83	85	95	90	96	99	99	99	96	101	103	103	99	105	108	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	3	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	3	2	1	2	1	1	2	2	2	3	1	2	1	2	1	2	2	1	1	1	2	1	2	1	3	1	3	1	1	3	2	1	9	2	2	2	2	3	1	2	2	5	2	2	2	7	2	2
3000	-739.487680102675426	-737.645127248395852	-1.842552854279624	0.000010841871253	0.000021070075897	1.943398459997473	0.529881957470909	1	2	3	3	5	4	4	5	6	7	7	6	6	6	5	7	8	9	6	6	9	7	8	8	10	8	9	8	9	8	10	9	10	11	10	11	11	10	10	11	11	11	13	12	11	8	11	11	12	12	12	12	13	13	14	13	13	13	13	14	13	15	14	14	14	14	12	16	16	14	16	15	15	16	16	17	15	16	17	16	15	18	17	16	16	16	18	16	17	21	20	18	17	19	19	19	22	23	22	26	24	27	28	31	29	29	33	33	36	0	1	2	2	3	3	3	4	8	7	20	6	6	8	4	7	4	8	7	7	13	6	8	4	20	12	15	19	19	20	17	7	8	20	46	22	23	19	30	14	38	11	25	32	32	11	33	38	12	19	31	34	46	25	18	33	36	47	48	38	67	42	35	29	25	36	19	67	31	52	56	58	61	63	33	59	61	57	74	0	50	70	56	55	72	66	70	77	0	76	85	67	67	1	83	85	95	90	85	99	96	99	96	103	103	103	103	105	108	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	2	1	1	1	2	2	2	2	1	2	1	2	1	1	2	3	3	2	2	2	2	1	3	1	2	1	2	1	1	1	1	2	3	2	1	2	2	2	1	1	1	2	2	1	3	2	3	2	3	2	2	3	1	1	1	2	1	3	2	2	2	1	1	2	2	2	1	1	2	2	1	1	2	3	3	2	8	1	2	1	1	3	3	2	2	5	2	1	1	3	2	2
3500	-718.693024099251943	-716.875424660967269	-1.817599438284697	0.000010640259599	0.000020023017803	1.881816662202995	0.555976967499282	1	2	3	4	4	5	4	6	7	8	6	8	5	6	7	7	7	9	8	5	7	7	8	8	9	10	8	7	9	9	9	10	11	9	9	10	11	10	10	11	12	12	12	12	12	8	12	11	11	11	11	12	12	13	13	13	12	13	13	13	13	14	14	14	14	13	12	15	14	15	16	14	14	16	16	15	17	16	17	15	15	17	17	17	16	17	18	18	16	21	19	18	19	19	19	19	22	23	23	26	26	27	29	30	30	32	32	32	37	0	1	2	2	3	3	3	4	4	7	20	6	3	4	8	7	14	9	7	7	13	6	4	4	11	12	15	7	28	20	8	7	18	20	46	22	23	28	30	17	19	11	25	32	32	20	37	28	12	29	31	34	35	25	33	18	36	47	48	50	67	42	46	41	43	57	28	41	51	34	56	58	61	63	55	48	61	66	74	0	50	70	71	55	72	66	82	73	0	76	85	61	77	1	83	85	95	90	91	99	99	99	91	103	103	104	105	105	108	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	3	2	1	2	2	1	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	2	1	3	2	2	1	1	1	2	3	2	2	1	1	2	1	1	1	1	2	1	2	1	3	3	2	1	10	1	1	2	1	2	1	3	2	5	1	1	1	2	2	2
4000	-703.326873793574123	-701.478778533055106	-1.848095260519004	0.000011662535340	0.000022825032773	1.957124425250827	0.614550862889223	1	2	3	4	4	5	4	6	7	8	7	7	6	8	8	5	6	8	7	6	8	8	9	9	9	8	8	8	9	9	9	8	10	11	10	11	11	10	10	12	11	10	11	11	11	9	12	11	11	10	11	12	11	13	12	14	13	13	14	13	11	14	12	14	15	12	13	15	15	14	15	14	16	15	17	18	17	16	18	16	17	16	17	17	16	17	19	15	17	21	19	19	18	18	19	19	23	23	22	25	25	28	29	30	30	32	33	33	37	0	1	2	2	3	3	3	4	4	7	20	6	6	4	8	7	4	8	7	7	6	13	14	8	11	12	8	16	28	20	8	16	18	20	46	22	23	28	30	8	29	25	25	32	32	11	37	29	12	19	31	34	35	25	14	55	66	47	48	50	50	42	35	50	43	36	61	50	51	34	18	58	61	63	55	59	61	57	74	0	68	70	71	55	72	57	82	61	0	76	85	67	73	1	83	85	95	90	91	99	96	101	91	103	103	104	105	105	108	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	4	2	1	2	2	1	1	1	1	2	2	2	1	1	2	2	1	1	1	2	2	1	2	1	2	2	1	2	2	2	1	3	1	2	1	2	2	3	2	2	1	1	1	1	3	1	2	2	2	1	2	2	4	1	6	1	2	2	1	2	1	3	3	6	1	1	1	2	2	2
4500	-703.676251736540735	-702.115957168255932	-1.560294568284807	0.000013254085662	0.000016631728014	1.254837824276913	0.588442826115456	0	2	3	4	5	5	5	5	6	7	7	8	6	8	7	8	7	7	7	6	9	7	8	8	9	9	8	8	10	9	9	10	9	11	10	10	10	9	10	11	11	10	12	12	12	9	12	10	11	12	11	13	13	11	12	14	14	13	14	13	12	14	12	14	15	12	13	14	14	14	14	14	15	16	16	18	16	17	18	15	16	15	17	16	16	18	19	18	18	21	19	17	19	20	20	20	21	23	23	25	24	27	28	31	30	31	33	34	35	0	1	2	2	3	3	3	4	8	7	20	6	5	8	4	10	4	9	7	7	6	6	9	4	11	12	9	19	16	11	9	16	18	11	46	22	23	19	30	4	19	20	25	32	32	11	37	28	26	38	31	34	46	25	33	24	66	47	48	50	38	42	46	50	54	36	61	29	51	34	55	58	67	63	56	59	67	57	74	0	50	70	71	55	72	57	82	67	0	76	85	77	92	51	83	85	95	90	91	99	91	100	101	103	103	103	105	105	105	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	2	2	1	1	2	1	1	2	2	2	1	2	1	2	4	2	1	2	1	2	2	1	1	3	1	1	1	2	2	2	1	2	2	1	2	1	2	2	1	2	1	1	2	1	2	2	2	1	2	2	1	1	7	1	2	1	1	2	1	2	1	3	1	1	1	2	2	2
