step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
18000	-266.990754763258963	-273.846242714218363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586441018771680	0	3	8	7	12	11	10	13	13	12	14	14	16	15	17	16	18	18	18	18	19	18	22	21	21	21	24	22	23	22	24	23	26	24	27	27	27	30	28	29	29	28	30	29	34	0	1	0	0	4	7	3	7	6	6	8	10	10	0	7	11	13	14	11	16	18	0	20	21	20	22	21	22	24	11	18	22	32	29	23	23	32	35	35	37	36	36	39	39	36	1	2	1	1	3	1	2	2	2	1	1	2	2	1	3	2	1	2	2	1	1	1	2	1	2	2	2	2	2	3	4	3	2	1	2	2	2	2	1	2	1	1	1	1	2
18500	-263.448967700686410	-270.304455651645810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609966108189331	0	4	7	7	11	11	10	11	13	13	14	15	14	15	18	17	18	17	18	20	19	18	21	20	21	19	23	23	21	23	21	23	24	24	25	26	27	30	28	29	29	28	30	29	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	16	16	18	0	16	21	19	22	29	22	24	19	18	22	28	29	19	20	32	30	36	28	39	36	39	39	44	1	2	1	1	4	3	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	3	2	2	1	2	2	3	2	3	1	3	1	1	1	1	3
19000	-259.319757996595115	-266.175245947554515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657250790144751	-1	1	7	7	11	11	10	12	13	12	13	14	16	16	17	16	18	18	19	18	19	18	22	20	22	21	23	22	22	24	24	23	26	25	26	27	27	30	28	26	29	29	30	30	34	0	1	0	0	4	3	3	7	6	6	7	10	9	0	16	11	13	14	20	16	18	0	19	21	20	22	21	22	24	19	14	22	28	24	23	30	40	30	36	28	39	36	39	36	44	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	3	2	2	5	2	1	2	2	1	1	4	1	2	1	1	1	2	2
19500	-258.804707025343134	-265.660194976302535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719759673112044	0	3	8	6	10	11	9	13	12	12	14	14	15	16	16	17	18	18	17	19	19	19	21	21	21	21	23	23	22	23	22	23	25	24	26	26	28	29	29	28	30	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	6	0	11	11	13	14	11	19	18	0	19	21	20	22	21	22	24	20	18	22	28	29	30	30	32	16	36	33	38	36	39	39	44	1	2	1	1	2	1	1	1	1	1	3	1	2	1	1	2	2	1	1	2	1	1	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	4	2	2	1	2	1	1	2
20000	-276.759660939286164	-283.615148890245564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499259927029074	1	4	7	6	11	11	11	13	12	12	13	14	16	14	17	16	17	20	19	19	17	19	21	21	21	21	25	23	23	22	23	22	25	25	27	25	25	30	27	28	29	29	31	30	32	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	7	13	21	16	16	14	0	19	21	19	22	21	22	24	20	18	22	32	24	19	16	32	35	36	37	39	23	39	36	44	1	2	1	1	3	3	2	1	1	1	1	1	3	1	2	2	1	1	2	2	2	1	1	2	2	1	4	2	1	2	2	2	2	2	3	4	2	1	2	2	1	4	2	2	2
20500	-253.150778561437761	-260.006266512397133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552183192091928	0	3	6	8	11	12	10	13	13	13	14	14	15	14	18	15	18	17	18	20	18	19	21	21	21	21	24	22	23	23	23	23	25	24	27	25	27	31	28	28	30	30	30	30	34	0	1	0	0	4	7	3	7	6	6	8	10	6	0	7	8	13	14	16	19	18	0	19	21	19	22	24	22	24	19	18	22	32	24	30	30	32	39	36	32	39	25	39	39	44	1	2	1	1	2	1	2	2	1	1	1	1	1	1	5	1	1	2	2	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	2	1	2	1	2	3	1	4	1	1	2
21000	-260.670690827685689	-267.526178778645090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607901747198471	0	3	8	8	11	11	10	12	12	12	14	14	16	14	17	16	18	18	19	19	19	19	22	21	20	22	25	22	23	24	24	23	25	25	28	26	27	30	28	27	30	28	30	30	35	0	1	0	0	4	3	3	7	6	6	7	10	10	0	7	11	13	14	16	16	18	0	20	21	20	22	29	22	24	20	21	22	26	29	30	19	28	42	36	32	39	30	39	39	41	1	1	1	1	1	2	1	2	1	1	2	2	3	1	3	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	3	2	2	1	3	3	2	1	1	2	1	2	2	1	3
21500	-259.444519749772439	-266.300007700731840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638897198312690	0	2	8	7	11	11	10	13	12	12	12	14	15	15	17	16	17	18	18	20	19	18	22	21	22	21	25	22	22	23	23	24	25	23	27	25	26	30	28	28	29	29	30	31	34	0	1	0	0	4	7	3	11	6	6	7	10	10	0	11	7	10	14	16	16	18	0	19	21	20	22	31	22	24	25	18	22	28	24	19	23	26	35	36	33	39	23	39	41	44	1	1	1	1	3	1	2	1	1	1	1	1	2	1	2	3	2	2	1	2	1	1	3	1	1	2	1	2	1	1	2	3	1	2	4	1	2	2	2	2	1	2	1	1	2
22000	-269.868082346246410	-276.723570297205811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509535214984674	0	3	7	7	11	9	11	12	10	12	12	14	14	15	17	15	18	18	18	20	19	18	21	22	22	21	24	22	23	24	23	23	25	24	25	27	27	28	28	28	29	29	31	29	35	0	1	0	0	4	3	6	7	6	9	7	10	10	0	11	11	13	14	11	16	18	0	16	21	23	22	31	22	24	23	18	22	28	24	16	23	28	25	23	32	39	30	39	36	36	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	4	2	1	1	3	2	1	1	1	2	1	1	3	2	2	1	5	3	2	3	3	2	1	3	1	1	3
22500	-268.973886826231308	-275.829374777190708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623205558781471	0	4	4	8	11	11	10	13	13	13	14	15	15	16	16	18	17	19	17	19	18	18	19	21	21	21	24	23	23	24	23	23	25	24	27	26	27	28	28	28	29	30	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	19	14	0	11	21	19	22	21	22	24	25	18	22	28	24	36	16	28	25	36	37	36	16	36	36	44	1	2	1	1	1	1	3	2	1	1	2	1	1	1	1	2	1	2	2	2	1	1	2	2	3	1	2	3	1	2	2	2	1	2	1	4	2	3	1	1	2	6	2	2	1
23000	-255.516334864258027	-262.371822815217399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699528838714785	1	3	7	8	11	11	9	13	13	12	14	15	15	15	17	17	18	20	18	19	19	18	21	22	22	21	24	21	23	23	24	22	24	24	28	26	25	30	28	28	29	30	30	30	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	11	14	0	20	21	20	22	21	22	24	23	18	22	32	24	36	20	28	35	36	37	39	35	39	39	43	1	1	1	1	2	1	1	1	2	1	2	2	1	1	3	2	2	2	2	2	3	1	1	2	1	1	2	2	1	1	2	2	1	1	1	5	2	2	1	1	1	1	1	1	2
23500	-263.529586491031182	-270.385074441990582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588897316968596	-2	0	7	6	12	11	9	13	13	13	13	14	16	16	18	16	18	18	17	18	18	18	22	20	21	21	24	23	23	22	23	21	25	25	27	25	28	30	28	25	30	29	31	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	7	13	14	8	19	14	0	19	21	16	22	21	22	24	11	18	22	28	29	20	30	40	42	35	28	39	35	39	39	44	1	1	1	1	3	1	2	2	1	1	2	1	1	1	3	3	1	1	2	1	1	1	2	1	2	2	3	3	2	4	2	2	1	1	4	2	1	1	1	1	1	1	2	1	2
24000	-273.484187194631374	-280.339675145590775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710649136386542	1	3	7	7	10	11	10	13	12	12	14	15	16	15	16	18	18	19	18	20	19	19	21	21	21	21	23	23	22	22	23	23	25	24	27	27	27	29	27	28	29	30	31	29	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	11	11	14	0	16	21	19	22	21	22	24	20	18	22	28	24	16	23	28	30	19	28	36	38	39	36	44	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	3	2	1	1	1	1	1	2	2	1	1	2	2	1	1	5	2	2	4	6	3	2	1	2	1	2
24500	-262.711892079599238	-269.567380030558638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561437263027220	1	4	8	8	10	11	10	12	12	13	13	14	15	15	17	17	17	18	18	19	19	18	21	20	22	22	24	22	22	23	23	22	25	24	28	26	27	30	29	29	29	29	30	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	19	18	0	20	21	19	22	21	22	24	20	18	22	32	24	20	19	28	36	23	37	36	25	36	39	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	2	2	1	1	1	1	1	1	2	2	2	2	2	3	2	2	3	3	4	2	2	3	2	1	3	2	1	1
25000	-246.970925862038911	-253.826413812998283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649311064991819	0	3	7	7	10	12	10	12	13	13	13	15	15	16	16	17	17	17	17	19	19	19	21	20	21	22	24	23	22	22	23	23	25	21	27	26	28	30	28	28	29	29	30	29	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	11	13	14	11	16	18	0	11	21	20	22	21	22	24	20	14	22	32	24	25	23	28	35	36	32	36	35	39	39	41	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	1	2	1	2	1	1	1	4	1	1	2	2	2	1	2	3	2	1	1	3	2	2	1	1	3	2	1	1	1	3
25500	-267.027073320412796	-273.882561271372197	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613846470579816	0	2	7	8	11	11	9	13	13	13	14	15	15	15	17	18	18	18	19	17	19	18	22	21	21	20	24	22	23	21	22	23	25	24	27	25	28	30	28	28	30	30	30	29	32	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	8	13	14	20	11	18	0	11	21	19	22	24	22	24	19	18	22	28	29	30	20	32	36	35	28	36	36	39	39	41	1	1	1	1	2	1	1	2	1	1	2	1	1	1	4	3	2	1	1	2	1	1	3	1	1	1	2	1	1	1	2	2	1	1	4	3	3	2	1	2	2	3	1	1	1
26000	-260.528302690736155	-267.383790641695555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538734416177219	1	3	7	7	11	11	9	13	12	13	13	15	15	16	16	18	18	18	18	20	19	18	18	21	22	21	23	22	22	23	23	23	24	25	27	25	27	31	28	27	29	27	28	30	34	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	11	13	14	11	19	18	0	11	21	20	22	21	22	24	19	14	26	28	29	20	16	32	42	36	28	36	25	36	35	44	1	1	1	1	2	1	1	3	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	2	1	2	4	1	1	2	3	3	2	2	2	2	2	2	1	2	3
26500	-268.609940661780740	-275.465428612740141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635266170304973	-1	3	8	7	12	10	10	12	12	13	14	15	15	15	16	16	18	20	16	20	18	17	20	20	22	22	23	21	23	23	24	24	26	25	26	26	28	30	28	27	28	29	30	30	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	7	13	21	11	19	14	0	16	21	23	22	21	22	24	20	18	22	32	24	23	16	32	30	36	32	36	35	36	39	44	1	3	1	1	2	1	1	1	1	2	2	2	1	1	1	3	2	1	1	2	1	1	2	1	1	3	3	2	2	2	2	2	1	2	3	4	2	3	2	1	1	2	2	1	2
27000	-259.814482352487516	-266.669970303446917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609744851562628	1	3	5	8	11	11	9	12	13	13	13	14	15	15	17	17	17	17	19	20	19	19	21	21	22	22	24	23	23	24	23	23	25	25	27	26	26	30	28	29	28	29	29	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	7	18	0	16	21	19	22	21	22	24	19	14	22	32	29	23	23	33	23	36	37	36	30	39	36	44	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	5	1	1	1	2	2	2	2	2	1	3	3	2	1	1	3	2	1	3	1	2	1	2	1	2	1
27500	-263.271044233538419	-270.126532184497819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658224285142064	0	3	8	7	11	11	10	12	12	13	13	14	14	15	17	16	17	19	17	20	17	19	20	21	22	22	24	23	22	23	22	23	26	24	28	26	27	31	28	28	30	29	30	31	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	7	16	14	0	16	21	23	22	21	22	24	23	18	22	32	29	25	30	32	25	36	28	36	25	36	41	44	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	4	2	1	1	2	2	1	1	3	2	1	2	2	3	1	1	3	1	2	4	2	2	2	4	2	1	1
28000	-260.524897789693227	-267.380385740652628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622163394244553	1	3	7	7	11	11	11	13	13	12	13	15	15	15	16	15	17	19	18	19	17	19	21	20	22	21	24	22	22	23	23	24	25	24	27	27	27	31	28	28	30	30	31	31	33	0	1	0	0	4	3	3	7	6	6	7	10	9	0	7	7	13	21	11	11	14	0	20	21	23	22	24	22	24	23	18	22	32	24	23	20	28	39	36	32	39	35	39	39	44	1	1	1	1	2	2	2	1	1	1	1	2	1	1	3	2	2	1	3	2	1	1	1	1	1	1	2	2	1	1	2	2	1	3	3	3	2	2	1	2	1	2	2	1	1
28500	-246.431399356639474	-253.286887307598846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669957701016643	1	3	7	7	11	11	10	11	13	12	13	14	14	15	17	16	18	18	18	19	19	19	21	20	20	22	24	21	23	23	22	23	26	24	27	26	27	31	29	28	29	29	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	7	18	0	19	21	19	22	21	22	24	23	18	22	32	29	30	30	32	35	36	37	36	35	39	36	44	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	1	4	1	1	2	1	1	2	3	1	2	1	2	3	1	1	2	2	2	2	1	1	2	1	1	1	2
29000	-272.281725807481848	-279.137213758441249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589495639495465	1	3	7	8	11	11	8	11	13	12	12	15	15	15	18	16	18	17	18	20	18	18	22	20	20	22	24	21	22	24	24	24	26	24	27	25	28	30	28	28	29	29	31	31	35	0	1	0	0	4	7	3	7	6	6	7	10	6	0	11	11	13	14	16	19	18	0	19	21	16	28	21	22	24	20	18	22	26	24	23	19	32	35	36	32	36	30	39	39	36	1	1	1	1	1	2	1	2	1	1	2	1	1	1	3	3	1	1	1	1	1	1	2	1	2	1	3	2	1	2	4	3	1	2	3	2	2	1	1	2	2	2	1	1	3
29500	-261.000432521047458	-267.855920472006858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609061440817301	-1	2	7	6	12	11	10	12	12	12	13	14	15	15	17	15	17	18	17	19	19	18	21	21	21	22	24	22	22	23	23	22	26	24	28	26	27	30	28	28	30	29	30	29	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	7	13	14	11	19	18	0	20	21	11	22	21	22	24	23	14	22	28	24	30	23	32	30	36	28	39	23	39	39	44	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	3	2	1	2	1	1	1	1	2	4	2	2	2	1	2	3	2	2	2	2	2	3	4	1	2	1	3	1	1	3
30000	-267.143071593086688	-273.998559544046088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511943877616492	0	3	7	6	11	11	10	12	12	13	12	15	16	15	17	17	18	20	18	20	17	18	21	21	21	21	25	22	23	23	24	23	24	24	27	26	25	28	28	29	30	30	29	30	33	0	1	0	0	4	7	3	7	6	9	7	10	10	0	7	11	13	14	7	11	14	0	15	21	16	22	21	22	24	23	18	22	28	29	19	23	32	23	36	37	39	30	36	43	44	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	3	1	2	4	4	2	1	2	2	2	2	4	2	2	1	2	2	1	1	6	2	1	2	1	2	1	3	2	1	2
30500	-280.878471084659054	-287.733959035618454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435443782872985	-1	3	7	7	11	10	10	12	12	12	13	14	15	14	17	17	18	19	18	20	18	18	21	22	21	21	25	23	21	23	20	23	25	23	27	27	27	30	28	29	29	30	31	30	33	0	1	0	0	4	3	3	7	6	6	8	9	10	0	11	7	10	14	11	11	14	0	16	29	7	22	21	22	21	19	14	22	32	29	30	25	32	19	35	37	39	35	44	39	44	1	2	1	1	2	2	2	1	1	1	1	2	2	1	2	3	3	1	3	4	1	1	2	1	5	1	4	2	2	2	3	3	1	1	2	3	2	4	1	1	1	2	1	2	2
31000	-253.399692071266799	-260.255180022226170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664794535956546	0	4	8	7	9	10	11	13	12	12	13	13	14	15	18	16	18	16	18	20	19	19	22	22	22	21	24	23	21	23	23	23	25	24	26	25	26	30	28	29	29	29	30	30	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	8	16	18	0	19	29	20	22	21	22	21	20	14	22	28	29	30	19	28	35	35	37	39	35	41	39	39	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	3	1	1	1	3	2	1	1	4	2	1	1	1	3	1	2	1	2	1	2	1	1	3
31500	-268.258298745508455	-275.113786696467855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612515015582315	0	3	7	7	11	11	9	12	12	12	13	15	14	14	16	17	19	18	18	18	19	19	21	22	21	21	24	22	21	24	23	24	24	24	27	26	28	30	28	25	28	28	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	7	12	14	8	7	18	0	20	29	7	22	21	22	21	20	18	28	28	24	30	25	22	42	36	28	36	35	39	39	44	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	4	2	1	2	4	1	1	2	1	6	1	2	2	1	2	2	1	1	2	2	2	4	1	1	2	1	1	1	1	2
32000	-261.814971220683788	-268.670459171643188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527294621746245	0	2	6	6	11	10	10	12	12	11	14	15	15	15	17	18	17	19	17	18	19	18	21	22	21	20	24	23	21	23	23	23	25	25	27	25	26	31	28	29	29	30	31	30	35	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	11	19	14	0	20	29	11	22	18	22	21	23	18	22	32	29	36	23	32	35	36	37	39	36	41	39	44	1	1	1	1	3	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	2	1	3	1	3	1	2	3	1	1	2	2	1	2	1	2	1	3	1	2	1	3	1	1	2
32500	-273.437909423292638	-280.293397374252038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432149769640199	0	2	7	7	10	10	9	11	13	12	13	14	16	14	18	16	18	19	19	19	17	18	22	20	21	21	23	22	23	23	21	22	24	25	26	25	27	30	28	28	30	29	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	16	14	0	11	21	20	22	21	22	21	11	18	22	26	29	23	30	22	8	36	28	39	30	39	39	38	1	2	1	1	2	1	1	2	2	1	2	1	2	1	2	2	1	2	3	2	2	1	5	2	1	2	3	2	3	5	1	3	1	1	2	1	5	9	2	3	1	2	1	1	2
33000	-262.524175162200436	-269.379663113159836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585033323835448	0	2	8	7	10	11	10	13	12	13	13	14	15	14	18	16	18	18	18	20	19	18	22	20	21	22	23	22	23	23	23	23	25	23	27	26	28	30	28	28	29	29	31	30	35	0	1	0	0	4	7	3	7	6	6	7	10	9	0	16	11	13	14	11	16	18	0	25	21	19	22	21	22	24	23	14	22	32	24	20	25	33	19	35	28	39	35	41	36	38	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	2	3	2	1	1	1	1	2	2	1	2	2	1	3	3	1	1	3	3	2	6	1	3	1	1	1	2	2
33500	-272.818920432622065	-279.674408383581465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610389700488359	0	3	8	7	11	10	9	10	12	12	14	15	14	12	18	16	19	16	18	19	19	19	20	20	21	21	25	23	22	24	23	22	25	25	27	26	27	29	28	28	28	30	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	16	18	0	16	21	20	22	21	22	24	19	14	22	28	24	19	23	32	20	35	37	36	19	39	39	44	1	1	1	1	2	1	1	1	1	1	3	2	1	1	2	1	2	2	3	2	2	1	3	1	2	1	2	2	1	3	4	2	1	2	4	3	2	3	1	1	1	6	2	2	1
34000	-273.980788780278885	-280.836276731238286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633133357275342	0	2	7	7	11	11	10	12	13	13	12	14	15	14	16	16	18	18	19	19	19	17	21	20	21	22	23	21	22	23	22	23	25	23	27	27	26	30	28	28	30	29	30	29	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	10	14	16	16	18	0	16	21	20	22	21	22	24	19	18	22	32	24	23	20	26	42	35	33	39	36	39	39	44	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	1	3	1	2	2	3	2	2	2	2	3	1	2	3	5	3	1	1	1	1	1	2	1	1
34500	-270.091262407400450	-276.946750358359850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570112643927742	1	3	8	7	9	10	10	13	13	11	12	15	16	15	18	17	19	19	19	20	18	18	20	21	21	21	23	22	22	23	21	23	24	23	27	26	27	30	28	29	30	29	30	31	35	0	1	0	0	4	3	3	7	6	6	7	10	10	0	16	7	13	14	11	16	14	0	11	21	20	22	24	22	24	16	18	22	32	29	19	19	32	19	36	37	39	35	39	41	44	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	3	2	2	3	3	1	1	3	1	1	2	1	2	1	2	1	2	1	1	5	3	2	5	1	1	1	1	1	1	1
35000	-248.544050560043559	-255.399538511002930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703423282298531	1	3	7	8	12	10	9	13	11	13	13	14	15	15	17	16	18	18	18	19	19	18	21	21	21	21	22	23	22	24	21	23	26	25	27	26	26	30	29	28	30	28	31	30	35	0	1	0	0	4	7	3	7	6	9	7	10	10	0	8	11	13	14	16	11	18	0	19	21	16	22	21	22	24	25	18	22	32	29	30	30	28	35	36	37	39	23	36	39	43	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	1	3	2	1	1
35500	-288.124441158908553	-294.979929109867953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506317954045886	0	2	8	8	12	10	11	13	13	12	13	14	15	15	18	17	18	17	16	19	18	18	22	21	21	20	22	22	22	21	21	23	25	23	27	26	26	30	28	29	29	30	29	29	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	12	14	11	16	18	0	20	21	19	22	21	22	24	20	14	22	28	24	30	30	28	20	23	37	35	35	39	36	39	1	2	1	1	2	2	1	1	1	1	2	2	2	1	3	2	2	1	2	1	1	1	2	1	2	2	2	2	1	1	3	2	1	1	4	3	2	6	4	2	1	2	1	2	3
36000	-278.570264621745991	-285.425752572705392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534433130535558	0	3	6	7	11	11	10	12	13	12	14	14	16	15	16	17	17	17	17	19	19	18	21	21	22	21	23	22	23	24	22	23	24	24	27	27	26	30	26	29	29	30	30	31	34	0	1	0	0	4	7	3	7	6	6	7	9	10	0	7	7	13	14	11	19	18	0	11	21	16	22	21	22	24	20	14	22	32	29	30	39	32	35	16	37	36	16	36	36	39	1	1	1	1	2	1	2	1	1	1	2	1	3	1	2	3	1	2	1	1	1	1	4	1	2	2	1	2	2	1	3	2	1	1	1	1	2	2	5	2	2	4	2	2	2
36500	-253.477635637027930	-260.333123587987302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656272663991731	0	3	8	8	11	12	10	12	13	13	13	15	16	15	16	18	18	19	18	19	19	18	21	21	21	21	24	22	23	24	22	24	26	24	27	26	26	30	28	27	29	28	31	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	10	14	8	16	14	0	20	21	19	22	21	22	24	20	18	22	32	24	36	20	28	35	36	26	36	35	41	39	44	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	2	2	1	2	1	2	1	1	1	2	2	3	2	1	2	2	2	1	1	1	3	2	1	1	3	2	1	1	1	2
37000	-277.024943621562954	-283.880431572522355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667941091984614	0	4	7	8	12	9	9	12	13	13	13	14	16	15	17	18	18	17	19	18	19	19	22	22	21	21	24	23	23	24	23	24	26	25	27	24	27	30	28	26	29	29	30	31	34	0	1	0	0	4	3	3	7	6	6	7	10	12	0	11	8	13	14	20	11	18	0	16	21	19	22	21	26	24	23	14	22	32	24	19	23	22	25	36	32	36	16	39	42	44	1	2	1	1	3	1	1	2	2	2	2	1	2	1	2	3	1	1	1	2	1	1	2	2	1	2	3	2	1	1	3	2	1	2	4	1	3	5	2	1	1	5	1	1	2
