step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-1278.404607820364618	-1285.260095771323904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.055833801978294	-1	3	2	1	3	3	5	4	6	4	5	5	5	5	6	7	6	7	7	7	7	8	7	7	7	8	7	9	10	8	8	9	9	9	10	9	9	9	10	11	10	11	9	11	9	9	11	12	10	11	10	10	11	11	13	11	12	12	13	13	11	11	13	12	13	13	13	12	12	14	13	12	14	13	14	13	15	14	15	15	15	16	14	17	17	18	17	17	16	17	17	19	18	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	3	4	3	3	3	3	3	4	4	4	4	4	4	4	5	4	4	4	5	4	5	6	5	5	5	5	5	6	5	5	5	6	6	6	6	5	6	5	5	6	7	6	6	6	6	6	6	7	6	7	7	7	7	6	6	7	7	7	7	7	7	7	8	7	7	8	7	8	7	8	8	8	8	8	9	8	9	9	10	9	9	9	9	9	10	10	11
500	-429.870489258043960	-436.725977209003361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.215693412229551	-1	3	3	1	3	3	5	5	6	4	4	6	5	5	6	8	5	8	7	8	8	8	7	7	8	9	4	10	10	8	7	9	10	9	9	8	10	10	10	12	10	10	9	10	9	10	11	13	10	12	9	10	12	11	14	12	13	12	13	13	11	10	13	11	13	12	13	12	13	14	13	11	14	14	15	14	15	13	15	16	16	16	15	17	17	18	17	18	16	17	16	19	18	20	0	4	4	1	4	1	2	2	14	3	3	17	5	0	10	3	2	23	11	15	6	12	10	5	12	24	0	31	2	13	10	10	13	14	0	9	23	8	13	33	22	0	11	0	15	31	11	56	13	31	31	36	15	31	51	11	24	17	12	37	13	36	46	22	45	46	19	46	64	34	6	12	39	66	53	66	62	35	76	9	0	42	29	2	29	11	0	7	50	66	66	84	47	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	3	1	2	2	4	1	1	2	2	2	3	1	1	1	2	1	2	2	3	1	3	2	1	1	2	2	3	4	3	4	4	2	3	1	2	3	2	1	4	1	1	3	4	3	2	1	2	1	3	2	1	5	1	2	4	8	5	8	1	6	2	2	3	1	4	1
1000	-294.450538844147616	-301.306026795107016	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.956218875842978	0	3	2	2	4	4	4	3	7	4	5	5	5	5	6	6	6	7	7	8	7	8	7	8	7	7	6	9	10	8	9	9	10	9	11	8	8	9	10	12	11	11	9	11	9	9	11	12	10	12	11	9	11	12	14	11	12	11	13	10	11	11	14	10	13	13	13	12	11	13	13	12	14	12	14	12	15	14	15	14	15	16	13	16	17	18	17	16	15	17	17	19	18	19	0	3	1	1	2	8	3	1	14	3	10	2	3	0	4	7	5	7	15	13	11	16	27	21	12	14	0	9	32	17	17	21	34	9	0	16	21	36	32	29	46	0	21	0	16	37	46	33	52	35	21	9	39	41	83	46	39	46	54	52	29	43	68	24	39	32	50	41	38	46	69	45	48	53	38	29	70	68	70	49	0	59	39	55	75	87	0	59	50	55	59	75	88	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1500	-292.885693520837492	-299.741181471796892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965002050800311	-1	3	3	1	4	2	4	5	7	5	6	5	6	4	6	6	7	7	6	7	6	9	6	7	7	9	6	8	11	9	8	9	9	8	10	9	8	10	11	11	10	11	9	10	9	10	11	10	10	11	8	10	11	11	13	10	12	12	14	13	10	11	14	12	13	14	12	12	11	15	13	10	15	13	13	12	12	15	15	14	15	14	15	18	17	18	17	17	16	17	15	19	18	20	0	4	4	1	2	4	6	3	16	2	10	7	5	0	2	8	5	16	7	8	14	16	5	12	15	20	0	23	35	34	23	25	16	18	0	25	18	31	52	38	51	0	20	0	9	34	22	37	18	72	21	21	52	36	64	16	22	52	68	68	34	35	74	69	67	46	46	22	9	59	39	28	64	42	50	47	50	68	66	58	0	42	60	85	70	90	0	65	59	82	74	84	91	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-303.367561534815422	-310.223049485774823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.860831006003483	-1	4	1	1	4	3	5	5	6	3	6	6	5	5	6	8	7	7	7	7	8	7	7	7	7	8	7	8	9	9	9	10	7	8	10	10	8	9	10	10	11	11	8	11	9	9	11	12	10	11	10	10	10	11	13	12	11	13	14	14	12	10	13	12	13	14	13	11	13	14	12	11	15	13	14	12	15	14	14	15	15	16	14	18	17	17	17	17	16	16	17	19	17	18	0	3	1	1	10	4	6	10	2	3	4	14	3	0	2	9	7	8	9	13	23	15	13	5	13	23	0	7	24	27	27	26	14	18	0	29	19	5	43	24	33	0	22	0	19	8	43	36	38	53	20	16	16	45	42	72	38	62	53	57	32	43	68	49	48	76	56	26	35	64	28	34	78	45	69	57	71	56	46	58	0	60	61	63	81	82	0	89	80	58	80	73	83	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
2500	-296.802835618852782	-303.658323569812183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.943219645548936	-1	4	1	1	3	3	6	4	6	4	5	6	5	5	7	7	6	7	8	7	7	8	7	7	8	8	7	9	9	9	8	9	9	9	10	8	9	9	9	10	10	11	10	11	10	9	11	11	11	9	11	10	11	12	12	11	12	11	12	12	10	10	13	9	12	12	13	11	12	14	14	12	13	14	14	10	12	14	15	14	15	15	14	17	17	18	18	14	15	17	18	19	19	21	0	4	1	1	3	4	13	4	2	6	8	5	6	0	13	17	10	17	12	12	2	24	6	11	11	7	0	27	24	24	10	17	23	16	0	27	36	15	15	10	25	0	37	0	20	12	50	39	34	16	34	64	19	41	22	30	56	36	68	45	22	24	44	15	43	76	48	31	24	46	60	38	69	59	68	46	45	55	63	69	0	74	66	47	71	85	0	53	80	81	84	91	85	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3000	-284.803199305148610	-291.658687256108010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.846779701158399	-1	4	2	1	3	4	5	5	6	4	5	5	4	6	6	7	6	8	7	7	8	7	7	6	8	7	7	8	9	8	8	9	9	10	10	9	9	7	11	10	10	10	9	10	9	10	10	11	10	10	10	10	12	12	14	12	12	13	13	13	10	11	12	12	12	14	14	12	13	14	13	12	14	14	14	12	14	13	15	14	15	16	15	17	18	19	16	17	16	17	18	19	17	21	0	3	1	1	4	4	5	2	2	4	5	10	4	0	10	7	10	17	5	13	23	12	15	13	20	6	0	20	18	7	17	20	17	33	0	18	23	12	45	38	28	0	20	0	20	30	19	31	32	37	25	25	32	47	76	51	51	62	34	57	21	41	37	40	34	76	44	48	48	71	14	44	63	63	76	46	63	76	69	54	0	75	53	70	82	93	0	81	54	48	62	69	66	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	1
3500	-294.855927919716294	-301.711415870675694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900455789885986	0	3	3	1	3	2	5	5	7	5	5	6	6	5	7	8	6	7	6	7	8	9	6	8	7	9	7	10	10	8	8	8	9	10	10	10	8	8	10	11	9	10	9	12	9	8	11	12	10	11	10	10	11	11	13	10	9	12	14	12	11	12	13	12	12	13	13	11	13	14	12	13	14	13	14	12	16	15	16	15	15	15	14	17	17	18	16	18	16	18	16	20	18	20	0	4	4	1	4	1	5	3	11	2	6	2	7	0	14	17	10	8	11	13	7	38	5	23	11	25	0	43	22	19	25	25	16	30	0	16	19	19	16	28	19	0	38	0	31	25	26	45	13	26	41	31	45	41	61	26	15	56	62	41	29	45	65	56	21	76	47	41	35	16	29	60	65	58	62	47	64	39	83	66	0	67	44	60	29	77	0	80	75	89	78	90	77	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1
4000	-383.647531220288784	-390.503019171248184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.895895475270522	0	3	2	2	3	3	3	5	7	3	6	5	5	4	7	7	6	6	6	7	8	8	7	6	8	8	7	8	9	8	7	10	9	9	10	8	8	10	10	12	10	12	10	11	9	9	12	12	10	11	10	10	11	12	14	11	13	11	13	13	11	11	13	12	14	14	14	12	12	13	14	12	14	13	14	13	14	14	15	15	15	15	14	17	17	19	17	17	17	17	16	18	18	20	0	4	1	1	4	4	3	2	8	1	2	7	5	0	4	24	14	14	14	8	17	20	24	8	31	18	0	17	27	24	11	33	24	23	0	24	11	21	45	46	25	0	23	0	16	6	49	62	25	29	26	34	34	38	53	29	53	41	32	50	51	33	61	22	51	76	40	53	38	58	72	41	45	42	54	46	72	44	83	40	0	42	29	71	79	88	0	77	79	79	60	91	90	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
4500	-290.609813239632786	-297.465301190592186	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.971570729306568	0	4	2	1	3	4	6	4	6	5	4	5	5	5	5	7	6	7	8	7	5	8	8	7	7	8	7	9	10	6	8	9	9	8	11	9	10	8	10	12	10	9	9	12	8	9	11	13	10	10	9	9	12	11	14	11	12	12	13	10	12	10	12	11	14	14	13	11	12	15	12	12	15	13	11	13	14	15	15	16	15	15	13	18	16	19	16	16	15	17	17	18	17	21	0	5	1	1	1	3	6	3	6	3	5	4	8	0	11	11	5	11	12	10	6	13	30	13	12	9	0	25	36	2	17	18	24	18	0	27	27	18	45	60	28	0	16	0	11	34	60	60	52	46	26	25	49	60	69	51	49	37	64	26	24	45	35	26	53	76	68	36	64	48	64	75	61	56	34	47	49	55	83	64	0	65	60	88	78	91	0	76	55	89	80	91	87	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
