step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-1370.850205786866127	-1379.901049167317524	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.420092106229487	3	11	14	14	21	21	26	23	32	25	39	29	29	34	30	31	32	29	33	32	40	38	35	31	36	43	46	36	42	41	35	37	34	37	38	43	55	37	39	40	43	44	44	46	40	42	46	47	46	49	43	52	48	52	49	43	49	43	49	43	48	55	48	43	49	43	50	46	54	51	55	46	50	51	50	54	50	52	53	60	58	57	56	62	63	65	68	66	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-468.144480257406769	-477.195323637858110	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998737777321470	4	8	7	12	22	11	22	22	29	18	38	26	27	37	28	31	35	31	27	34	36	29	30	35	35	40	44	32	40	40	29	38	31	34	31	41	54	32	42	40	44	43	40	48	37	27	45	42	47	38	39	53	51	51	47	42	43	44	46	39	49	55	46	39	46	41	51	47	46	50	54	50	54	48	46	53	35	54	52	60	57	56	51	64	62	50	60	60	0	1	1	1	4	1	4	10	7	4	35	8	8	12	12	7	15	5	7	9	31	3	10	16	15	9	17	9	16	34	8	22	5	31	5	11	54	31	38	18	36	51	20	36	22	4	64	23	27	28	9	47	58	47	48	77	51	64	40	35	69	70	39	45	45	26	41	24	41	39	47	21	48	60	26	21	15	59	30	61	78	79	34	62	44	24	52	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-462.934961034657135	-471.985804415108475	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997484045135976	2	13	9	14	19	24	27	21	27	28	32	32	31	23	29	32	32	26	33	31	30	39	34	29	38	41	41	38	43	41	28	32	33	39	32	43	53	34	37	36	44	38	42	46	35	40	49	50	37	46	38	54	42	52	47	41	52	38	42	44	46	58	46	41	50	40	46	46	46	44	43	41	44	53	52	53	51	46	50	51	58	58	58	61	49	61	64	57	0	3	1	3	2	2	5	3	14	4	24	6	31	4	5	10	6	2	10	7	10	9	21	6	8	7	38	8	25	33	5	7	6	31	5	40	46	31	11	35	34	21	34	42	18	15	78	22	31	64	17	61	9	63	56	7	85	19	21	66	34	79	58	23	31	11	39	46	56	11	11	32	28	78	78	36	43	29	59	49	61	57	54	52	59	57	88	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-454.154688175233105	-463.205531555684445	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991854968544700	3	10	10	15	21	24	24	25	31	20	41	19	28	32	27	31	31	31	33	34	42	33	34	29	35	43	49	27	45	37	26	38	28	36	40	40	43	36	41	44	44	37	35	44	40	35	46	45	44	40	45	50	47	54	51	45	38	39	45	45	49	47	51	36	47	38	52	45	55	52	56	46	39	47	48	52	48	48	53	52	58	52	51	61	62	57	65	58	0	1	1	3	1	10	2	12	8	2	38	2	31	7	12	5	10	6	8	8	35	16	33	8	24	14	56	12	39	16	12	18	5	13	19	18	38	18	18	50	20	23	15	43	14	15	24	45	23	14	36	68	73	48	41	45	43	38	42	45	34	58	41	23	38	24	39	23	48	11	63	64	34	68	41	51	59	60	60	72	47	56	44	69	83	55	54	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-451.324290377750913	-460.375133758202253	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996398534151490	1	9	16	9	15	22	27	27	32	20	41	31	30	34	27	31	32	27	31	35	42	34	36	32	30	44	45	36	42	44	37	33	26	37	29	44	51	41	37	35	43	45	44	46	38	42	40	35	45	46	43	49	38	45	51	42	47	36	46	43	46	56	47	38	48	34	52	41	54	49	51	42	49	54	48	52	43	45	55	61	60	55	50	58	60	66	57	62	0	1	2	1	2	10	3	3	35	2	34	7	3	13	5	35	15	4	6	6	7	15	16	8	6	45	34	19	53	45	13	33	6	17	6	64	34	32	13	24	14	20	53	23	19	17	20	24	47	60	64	11	13	29	11	48	38	32	32	16	60	42	46	17	51	6	73	17	70	45	61	39	30	49	30	75	17	34	37	83	76	59	44	74	30	62	59	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-464.409419541227919	-473.460262921679259	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970517310379400	6	12	11	16	17	25	24	22	36	25	40	32	22	32	29	27	26	31	34	28	31	38	34	33	34	31	47	39	39	45	35	37	37	36	40	42	51	39	30	43	31	46	33	48	36	42	49	50	47	44	42	51	44	53	42	34	43	41	49	28	49	48	42	44	51	37	49	46	55	48	56	40	48	47	45	47	51	50	42	60	59	56	59	53	56	56	65	68	0	1	1	3	2	2	5	5	41	13	43	39	4	5	10	13	4	8	60	10	6	21	17	60	6	17	63	39	56	29	10	19	39	15	23	14	64	21	7	45	20	32	10	28	16	23	24	57	33	56	33	46	41	64	24	20	9	66	44	4	26	64	26	66	27	18	9	46	44	79	73	45	32	38	39	38	51	9	25	48	84	65	54	48	59	68	85	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-464.933172866608118	-473.984016247059458	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995882351818911	7	12	14	17	20	20	25	22	34	23	37	31	29	37	26	33	30	28	30	32	36	40	39	25	34	39	44	40	33	36	32	39	31	33	30	39	56	34	41	38	44	42	43	50	38	14	43	42	46	41	42	51	46	39	51	43	51	43	48	38	46	50	52	39	43	25	52	41	54	52	55	46	51	44	53	54	46	53	32	54	46	55	53	61	62	58	65	51	0	1	1	3	3	3	2	4	35	3	34	66	7	29	5	8	5	66	15	15	31	38	66	5	24	38	54	33	10	15	24	18	7	15	10	12	43	33	16	16	38	79	40	27	25	1	30	31	30	14	34	42	33	25	56	45	48	14	36	29	30	47	81	34	79	2	43	33	32	53	50	34	74	32	27	74	36	77	19	59	22	55	81	55	86	52	37	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-453.297316253388033	-462.348159633839373	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997670076804325	1	13	13	16	20	19	23	23	31	25	40	32	29	30	26	32	32	31	34	34	40	34	34	27	37	37	45	40	47	43	36	35	35	38	36	41	53	40	41	39	39	47	44	36	36	40	41	47	41	46	43	44	52	54	51	45	49	45	50	40	48	48	51	43	47	43	50	48	47	47	45	45	48	51	49	49	45	47	55	55	55	55	53	63	66	57	57	51	0	1	1	3	4	3	3	6	10	4	32	8	10	5	4	14	5	8	14	13	32	14	7	5	16	9	31	16	26	18	9	10	13	20	23	32	47	23	19	12	19	30	36	16	20	35	17	36	25	45	35	17	42	59	21	35	16	16	21	20	50	51	28	33	39	35	56	34	34	77	12	33	28	47	43	21	11	52	66	68	50	68	63	55	80	72	67	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-465.902126294966195	-474.952969675417535	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966211320675986	1	11	18	17	24	16	31	16	22	27	42	31	26	28	29	33	28	28	31	37	42	34	33	23	37	41	44	40	34	44	25	41	33	31	39	41	51	35	37	36	44	38	48	44	43	36	48	49	45	44	41	49	50	47	47	41	46	45	47	44	47	51	48	37	51	37	48	42	57	47	54	38	43	51	45	53	50	47	51	58	55	54	56	57	65	66	64	64	0	1	2	8	4	2	18	2	6	5	35	5	9	5	24	18	6	9	18	34	12	7	9	4	10	23	25	38	18	32	4	34	17	8	19	39	44	5	14	7	25	33	22	33	56	12	45	26	35	14	46	26	68	36	30	25	40	32	39	72	35	42	26	22	21	18	39	15	62	42	36	29	38	78	33	57	75	11	50	58	59	48	43	36	80	80	79	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-446.672300063692205	-455.723143444143545	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982375375709605	3	8	11	13	20	17	26	21	31	25	39	29	29	29	31	34	26	26	34	35	36	40	32	32	31	39	50	35	39	39	37	37	36	38	37	42	53	37	41	42	40	46	46	35	39	35	42	47	43	46	43	45	47	50	47	39	45	43	49	36	45	54	51	45	52	44	44	46	51	46	51	41	47	47	49	53	46	54	52	56	47	54	54	51	62	62	62	63	0	1	1	2	4	2	4	1	8	4	25	10	18	18	17	7	8	8	9	13	15	18	7	5	13	9	58	9	9	12	14	25	7	15	9	7	48	13	33	15	28	30	60	25	23	12	32	49	38	46	39	44	41	45	67	23	33	32	50	17	22	81	36	28	59	21	39	36	57	51	77	38	33	41	47	70	11	66	74	63	23	36	31	49	75	53	82	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5000	-457.506381480201355	-466.557224860652695	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989973649010397	2	13	11	17	24	20	23	8	34	18	42	29	25	36	31	31	28	25	22	34	42	36	34	26	38	29	44	36	40	38	30	35	33	38	31	45	48	34	32	30	43	40	47	41	41	30	39	44	46	51	44	45	50	49	46	40	46	39	44	40	50	50	46	40	49	44	49	44	57	48	55	47	51	46	49	55	48	48	49	56	62	56	52	62	63	60	65	52	0	3	1	3	10	10	4	1	26	3	9	19	19	15	5	18	4	4	2	7	38	19	40	2	16	5	42	33	12	9	17	40	18	39	24	34	38	12	12	7	25	10	48	20	31	2	35	32	38	42	25	38	45	11	29	28	48	12	25	39	66	51	42	33	66	34	56	60	50	41	75	30	45	11	48	53	48	14	27	77	72	79	21	50	80	61	80	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
