step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
37500	-64.136241127225006	-70.991729078184377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.986343041012019	0	1	2	2	1	3	3	5	4	5	5	7	8	9	10	8	9	10	11	0	1	1	1	1	5	5	7	0	7	9	11	10	12	14	10	13	17	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-61.415939279917865	-68.271427230877237	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978744639926448	0	1	3	2	2	2	4	5	3	5	6	6	7	9	11	8	9	11	11	0	1	2	1	1	1	3	7	0	3	9	9	10	12	14	13	13	17	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-77.687315023900652	-84.542802974860024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714270557165877	0	2	3	2	2	2	4	4	4	6	5	6	7	10	12	9	9	11	11	0	1	2	1	1	1	2	5	0	2	9	11	3	12	14	10	13	17	12	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	3
39000	-72.195740573778863	-79.051228524738235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751252337863723	0	1	2	2	2	3	3	4	2	5	5	6	7	9	11	10	9	10	11	0	1	1	2	1	5	2	5	0	1	9	11	10	12	12	13	13	13	14	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1
39500	-81.395295866371086	-88.250783817330458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915560328200786	0	1	1	1	2	2	3	4	3	5	5	6	6	9	11	9	7	10	10	0	1	1	1	1	2	2	5	0	3	9	9	7	12	14	17	10	17	14	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1
40000	-83.158879584044683	-90.014367535004055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921577035985947	0	2	2	2	2	3	4	3	4	5	5	7	7	9	10	9	8	10	11	0	1	1	1	1	1	3	3	0	7	9	11	10	12	14	7	13	13	15	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1
40500	-79.123619173412777	-85.979107124372149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730154277383176	0	1	3	3	1	2	3	5	3	6	6	7	5	9	11	10	8	10	11	0	1	2	2	1	2	1	7	0	13	9	11	3	12	12	17	13	10	12	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	2	2
41000	-82.459884814002294	-89.315372764961666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.895644196569842	0	2	1	2	2	2	3	3	3	5	5	7	6	9	10	9	8	10	11	0	3	1	1	1	1	1	5	0	8	9	9	2	12	14	10	10	10	12	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1
41500	-80.792010416145359	-87.647498367104731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765059779583928	0	1	2	2	3	2	4	4	2	6	5	7	7	9	12	8	9	11	11	0	1	1	1	2	1	1	2	0	5	9	11	10	12	12	2	13	13	12	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2
42000	-91.191154198259341	-98.046642149218712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737658923807162	0	1	2	3	2	3	4	3	2	4	5	6	5	9	11	9	8	10	11	0	1	1	3	1	5	1	1	0	5	9	9	3	11	14	13	10	7	14	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	3	2
42500	-75.865872655142923	-82.721360606102294	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862182295819288	0	1	1	3	2	2	3	4	3	6	5	6	7	9	12	10	9	10	11	0	1	1	2	1	3	5	7	0	5	9	9	7	12	14	13	13	17	14	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1
43000	-88.119250040846509	-94.974737991805881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828296208201022	0	1	3	3	1	2	3	5	3	6	4	5	8	7	11	8	10	7	12	0	1	1	2	1	1	1	3	0	5	9	9	18	12	12	10	18	8	14	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	2
43500	-77.353036697011603	-84.208524647970975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746295970602464	0	1	2	2	3	3	3	4	3	6	5	6	8	10	11	8	10	9	9	0	1	2	1	1	1	3	3	0	8	9	11	10	12	14	10	10	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
44000	-98.563272558209448	-105.418760509168820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463384254453032	0	1	2	3	2	3	1	4	3	6	5	6	7	9	11	8	10	8	12	0	1	7	2	7	1	1	2	0	8	9	9	10	12	12	1	3	2	12	1	1	1	1	1	2	1	2	1	1	2	2	1	2	3	3	4	3	3
44500	-85.427540917471063	-92.283028868430435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624457531583071	0	1	2	2	1	2	3	4	3	3	5	7	7	9	10	9	9	10	11	0	1	1	5	1	5	3	5	0	5	9	9	10	12	14	8	5	3	12	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	4	4	2
45000	-74.231977462306673	-81.087465413266045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773879377998577	0	1	2	2	2	2	4	4	3	6	6	5	7	9	11	9	10	10	10	0	1	2	1	1	1	3	5	0	8	9	9	10	12	14	13	10	7	12	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	2
45500	-65.858713897763479	-72.714201848722851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.974602232139498	0	2	1	1	3	2	4	4	4	6	6	6	8	9	11	9	10	10	12	0	3	1	1	2	3	2	5	0	8	9	9	10	12	14	10	13	13	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-95.886850044547444	-102.742337995506816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728629391760855	-1	0	1	2	3	2	1	4	2	4	5	6	7	8	11	8	9	9	12	0	1	2	7	2	3	1	7	0	7	9	9	10	12	14	13	10	10	14	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	3	3	3
46500	-75.261276204705439	-82.116764155664811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822942782788604	-1	1	3	1	2	2	3	4	2	5	6	6	6	9	11	10	8	10	11	0	1	2	1	2	1	2	7	0	8	9	9	10	12	14	17	13	17	14	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1
47000	-79.296673483191512	-86.152161434150884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654752633799879	0	1	2	2	3	3	4	3	3	5	5	6	6	9	12	9	9	10	11	0	1	1	1	3	1	3	2	0	8	9	9	10	12	14	3	10	10	14	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	2	1
47500	-90.330313333300452	-97.185801284259824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759732620081999	0	2	1	3	2	3	4	3	3	4	5	5	7	10	12	9	8	9	11	0	3	1	1	1	1	5	2	0	3	9	9	10	12	14	10	8	8	14	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	3	1	2	1
48000	-67.876690473332275	-74.732178424291646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.893724539890142	-1	0	2	2	1	2	3	4	4	6	5	7	7	9	11	10	8	10	12	0	1	2	2	1	5	3	5	0	8	9	11	10	12	14	17	13	17	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
48500	-72.176352658795295	-79.031840609754667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888624445431365	0	1	2	3	3	2	3	5	4	5	5	7	8	9	11	10	10	10	11	0	1	2	2	2	2	3	4	0	3	9	11	10	12	14	10	13	13	14	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1
49000	-78.425555493727984	-85.281043444687356	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651135951169535	0	1	2	3	2	2	3	5	2	6	5	6	7	8	10	9	8	10	10	0	1	2	2	1	1	3	2	0	5	9	11	6	12	14	17	13	17	14	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1
49500	-83.364089389734929	-90.219577340694300	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724641659499570	0	1	1	2	2	3	4	3	3	5	5	6	6	10	10	9	8	10	11	0	1	1	3	1	3	5	1	0	3	9	9	1	12	12	17	10	16	14	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	2	1	1
50000	-72.651591938158376	-79.507079889117747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.908658943406410	0	2	2	2	1	2	3	3	4	5	5	6	8	9	11	9	7	10	12	0	1	5	1	1	5	1	1	0	7	9	9	17	12	14	10	10	17	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
50500	-86.916244501244563	-93.771732452203935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789216544698858	-1	2	2	2	0	1	1	4	3	5	6	7	5	9	12	9	9	10	11	0	5	1	1	1	1	5	3	0	2	9	11	8	12	19	13	13	13	12	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2
51000	-74.818349783023308	-81.673837733982680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.910648609690459	0	1	2	2	3	2	3	4	3	5	5	7	7	9	10	9	8	10	8	0	1	1	1	6	1	1	3	0	3	9	11	6	12	14	13	10	17	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
51500	-76.202458518734716	-83.057946469694087	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803727613347457	0	1	1	2	3	3	4	4	3	6	6	7	7	10	12	9	9	10	12	0	1	1	2	3	3	5	5	0	7	9	11	7	12	14	13	10	10	14	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2
52000	-69.114456486904842	-75.969944437864214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.964345466782646	-1	1	1	2	1	2	4	4	3	6	5	7	7	9	11	9	9	11	11	0	1	1	2	1	2	3	3	0	7	9	11	10	12	14	13	10	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
52500	-82.802209436189202	-89.657697387148573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683432445959021	0	1	3	3	2	2	3	4	3	6	5	7	7	10	11	10	9	11	11	0	1	5	1	1	2	2	3	0	4	9	11	10	12	14	13	7	3	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2
53000	-91.701722549681392	-98.557210500640764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587019414091130	0	1	2	3	3	2	3	4	3	6	5	6	7	9	12	8	9	11	12	0	1	1	1	2	2	1	3	0	3	9	11	7	12	14	13	7	10	12	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	1	2	4	4
53500	-66.867974695357447	-73.723462646316818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.984440101060094	0	2	2	2	1	2	2	4	3	5	5	6	7	8	10	10	7	9	11	0	1	5	5	1	5	1	2	0	7	9	9	10	12	14	17	10	13	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-83.291804943123651	-90.147292894083023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663345399279963	0	2	2	2	2	3	3	4	2	6	5	6	7	8	10	9	9	10	10	0	1	1	1	1	5	3	2	0	8	9	9	1	12	12	10	10	17	12	1	1	1	1	1	1	1	1	1	1	2	3	3	1	2	2	1	1	2
54500	-60.304308174633121	-67.159796125592493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.929702312700016	0	1	3	2	2	2	3	5	3	5	5	7	7	9	10	9	8	10	11	0	1	5	1	1	1	2	5	0	7	9	11	10	12	14	13	13	17	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-81.550542205183532	-88.406030156142904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758702735878033	0	1	2	3	3	3	4	5	3	4	5	6	6	9	10	8	9	10	10	0	1	1	2	3	3	5	3	0	5	9	11	10	12	12	13	7	5	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	2
55500	-94.066690404432265	-100.922178355391637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771773515960637	0	2	3	1	2	2	4	2	3	6	6	6	6	7	12	9	10	10	11	0	1	2	1	1	1	2	1	0	5	9	9	8	12	12	3	10	10	14	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	4	2	2	2
56000	-89.995319587532805	-96.850807538492177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534677585142265	-1	1	2	1	2	3	3	5	2	6	5	6	6	9	8	10	8	11	11	0	1	2	1	1	5	2	7	0	8	9	9	8	15	12	10	8	8	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	2
56500	-82.837572591097128	-89.693060542056500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795040722424660	0	2	3	3	2	2	2	4	2	4	4	5	6	9	9	9	8	10	11	0	1	2	2	1	1	1	7	0	7	9	9	10	12	12	8	8	8	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1
57000	-82.231128706290178	-89.086616657249550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745277509092860	0	1	2	3	2	2	3	4	2	6	5	6	8	8	11	7	9	10	10	0	1	2	1	2	1	5	3	0	8	9	11	10	12	19	7	13	16	14	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2
57500	-66.243517172102045	-73.099005123061417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841369050403475	0	1	3	2	2	2	3	4	4	5	6	6	7	8	11	10	9	9	10	0	1	2	1	1	2	2	3	0	5	9	9	10	12	14	13	13	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
58000	-81.246364879300799	-88.101852830260171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783798129976528	0	1	1	2	2	1	2	4	2	6	5	7	7	9	12	9	9	11	11	0	1	1	2	1	1	1	7	0	5	9	11	8	12	14	13	13	1	14	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	3	2
58500	-75.187495083667699	-82.042983034627071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844105077315137	0	1	2	2	2	1	4	4	3	6	5	6	7	7	8	8	9	11	12	0	1	1	1	1	1	5	5	0	7	9	9	10	12	14	10	10	13	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
59000	-71.589486782121284	-78.444974733080656	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.909530683830111	0	1	3	2	3	3	2	2	3	5	5	7	8	9	9	9	7	9	11	0	1	2	1	2	1	1	1	0	3	9	11	10	12	12	17	10	17	15	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1
59500	-77.722595449019877	-84.578083399979249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803811563819748	0	1	3	2	2	2	4	4	3	6	5	6	6	9	10	9	10	11	12	0	1	1	1	1	1	3	5	0	3	9	11	8	12	12	13	7	16	14	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1
60000	-82.734867911063233	-89.590355862022605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849145689175747	1	2	2	3	3	2	4	4	2	6	4	7	7	9	8	10	9	10	11	0	1	1	1	3	1	2	2	0	8	9	11	10	15	12	10	5	13	15	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1
60500	-86.651844923681040	-93.507332874640412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567839315051682	-1	1	0	1	2	1	3	5	3	5	5	6	7	9	11	9	9	9	11	0	3	1	1	3	1	5	7	0	3	9	9	8	12	14	13	7	10	14	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	4	2	1
61000	-72.771134620849850	-79.626622571809222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.815874966633783	0	1	2	3	2	2	4	4	3	6	6	7	7	9	12	10	9	11	11	0	1	2	1	2	1	5	3	0	8	9	11	10	12	14	13	8	13	14	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1
61500	-88.910905003681648	-95.766392954641020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677421464379191	-1	1	2	2	2	2	3	4	3	4	4	7	5	8	11	10	9	8	12	0	1	2	2	2	1	2	5	0	5	9	9	10	12	14	7	13	13	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	2	2
62000	-96.855224842911042	-103.710712793870414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741264088414707	-3	1	2	2	2	3	4	5	2	5	5	6	7	9	12	6	8	10	11	0	1	2	2	1	2	2	2	0	5	9	9	10	12	14	3	10	10	12	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	2	1	2	2
62500	-91.500505773102176	-98.355993724061548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610201654548193	-1	1	1	3	2	1	2	3	3	5	6	6	7	9	11	9	9	9	11	0	1	1	3	6	1	2	3	0	7	9	9	10	12	14	6	5	13	12	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	4	4	1	2
63000	-76.312650671821331	-83.168138622780702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827179611214078	0	1	2	2	2	1	3	4	2	6	6	7	6	10	9	8	9	10	11	0	1	1	2	2	1	6	7	0	8	9	11	5	12	12	10	10	13	15	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1
63500	-74.609292793739371	-81.464780744698743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.994580316831793	-1	0	2	3	1	2	2	4	1	5	5	6	8	8	9	9	9	11	10	0	1	5	7	1	5	2	7	0	8	9	11	10	12	14	13	13	17	15	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
64000	-80.425470291160863	-87.280958242120235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782731256427131	0	1	2	3	1	2	3	4	1	6	3	7	8	9	10	8	10	9	11	0	1	1	5	1	2	2	3	0	2	9	11	10	12	14	10	18	10	15	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
64500	-82.472296191165270	-89.327784142124642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.843770892413795	0	1	2	2	3	2	2	3	2	5	5	6	8	10	12	10	10	10	12	0	1	1	1	3	1	2	7	0	8	9	11	10	12	12	13	13	10	14	1	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1	1	2	1
65000	-69.255971859400617	-76.111459810359989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.920791865206215	0	1	2	2	3	2	4	4	3	6	5	7	5	8	10	8	9	10	12	0	1	1	2	2	1	3	5	0	13	9	11	5	12	14	10	10	17	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
65500	-93.384503393802532	-100.239991344761904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540851512534491	0	1	3	2	2	2	4	4	2	6	6	6	7	8	12	9	9	10	11	0	1	1	2	2	2	5	2	0	8	9	9	2	12	12	13	3	7	12	1	1	1	1	1	1	2	2	1	1	3	2	2	1	2	1	3	3	3
66000	-77.580250110687473	-84.435738061646845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585113857470291	0	2	3	1	2	2	4	4	2	4	5	7	7	9	11	9	9	10	11	0	1	2	1	1	1	3	1	0	2	9	11	10	12	14	13	10	13	12	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	2
66500	-72.028876094314356	-78.884364045273728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911350599246248	0	2	3	2	1	2	3	4	3	5	5	7	7	9	11	9	9	9	11	0	1	5	5	1	5	5	2	0	3	9	11	10	12	12	13	8	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2
67000	-64.369183860720611	-71.224671811679983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.973034012725273	0	1	2	3	2	2	4	4	3	6	5	7	7	9	10	10	9	10	11	0	1	1	3	1	1	5	1	0	7	9	11	10	12	14	17	13	13	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
67500	-79.803833660034670	-86.659321610994041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764793604887058	0	2	3	2	1	2	4	3	2	5	5	7	6	9	11	9	9	11	12	0	1	5	5	1	1	1	5	0	3	9	11	10	12	14	13	13	13	15	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1
68000	-80.202701844455859	-87.058189795415231	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703661429768413	0	1	2	2	3	3	4	4	3	5	5	6	7	8	12	9	10	9	12	0	1	1	1	2	2	5	3	0	3	9	11	10	12	14	8	10	13	14	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2
68500	-99.086800132764523	-105.942288083723895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540170965773534	-1	0	1	3	2	3	2	3	1	5	6	6	6	8	9	10	8	10	11	0	1	1	3	2	3	2	7	0	8	9	9	10	12	14	2	10	17	12	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	6	1	1	4
69000	-77.293845059072211	-84.149333010031583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658975505437155	0	2	1	2	3	2	2	3	2	5	5	7	7	10	11	9	9	10	11	0	3	1	1	3	1	1	2	0	8	9	11	10	12	12	10	8	7	14	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	3	1
69500	-82.935750680136763	-89.791238631096135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603387015426968	0	1	2	3	2	2	3	4	2	5	5	6	7	10	9	9	9	10	11	0	1	1	2	1	2	2	3	0	5	9	9	10	12	12	6	10	8	15	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	2	1
70000	-78.885430458095556	-85.740918409054927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704874080597884	-1	1	2	3	3	3	4	4	3	5	5	6	8	9	11	9	7	10	10	0	1	2	2	2	2	3	2	0	5	9	11	17	12	12	17	10	13	14	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1
70500	-79.978105755412543	-86.833593706371914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826425488650749	-1	1	3	3	2	3	2	4	3	5	4	6	7	9	11	10	10	8	11	0	1	2	5	2	2	1	5	0	5	9	11	10	12	14	13	10	13	14	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1
71000	-86.616371565364588	-93.471859516323960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706011491041120	-1	1	2	1	3	2	4	2	3	6	5	6	6	9	11	10	9	10	12	0	1	1	1	2	1	8	2	0	2	9	9	7	12	12	10	13	10	12	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2
71500	-87.488952876868737	-94.344440827828109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619285278841463	0	2	2	1	1	3	3	4	2	5	5	6	8	9	11	9	9	9	11	0	1	1	1	1	1	5	3	0	5	9	9	10	12	12	7	7	10	14	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	2	1
72000	-95.119211921558673	-101.974699872518045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822421692010232	-1	1	2	2	2	1	3	5	1	6	5	4	8	7	11	9	7	11	11	0	1	1	2	1	1	1	4	0	3	9	9	10	12	14	17	10	17	14	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2
72500	-85.958405283561603	-92.813893234520975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871809718528272	-1	1	2	2	1	2	3	4	3	5	6	6	7	10	11	9	9	10	12	0	1	1	2	1	2	5	3	0	2	9	9	10	12	12	13	10	13	14	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2
73000	-77.846551746904908	-84.702039697864279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840091120541111	-1	1	1	2	2	2	4	4	3	5	5	5	8	9	11	9	7	11	12	0	1	1	3	3	2	3	5	0	7	9	9	10	12	12	13	7	16	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2
73500	-81.688674825829935	-88.544162776789307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.843289321068556	0	1	2	3	1	2	3	3	3	4	5	6	7	9	10	10	10	7	12	0	1	2	5	1	2	5	5	0	8	9	11	8	12	14	18	18	10	15	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1
74000	-69.171162524737795	-76.026650475697167	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794093682102648	0	2	1	2	2	1	1	4	3	5	5	6	7	9	11	9	9	10	12	0	3	1	1	7	1	1	7	0	8	9	9	10	12	14	13	13	17	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74500	-94.257902960970966	-101.113390911930338	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614907220068963	-1	1	1	3	1	3	0	3	3	5	5	7	7	9	11	10	9	10	11	0	7	7	7	1	3	1	7	0	8	9	9	10	12	12	17	6	10	14	1	1	1	1	1	1	1	2	1	1	2	2	2	1	3	1	2	2	1
75000	-92.544313827470816	-99.399801778430188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640206362067016	-1	2	3	3	2	1	3	4	4	5	5	6	7	9	11	9	7	9	11	0	1	1	1	1	1	1	5	0	3	9	9	1	12	14	13	8	10	14	1	2	2	1	1	1	2	2	1	1	1	2	3	2	1	1	1	2	1
75500	-86.529041929810276	-93.384529880769648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629794878876431	0	1	3	3	1	3	2	5	1	4	5	6	6	9	11	8	9	8	11	0	1	1	7	1	5	2	3	0	3	9	11	2	12	12	13	16	10	12	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	3
