step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
14000	-288.778823842066174	-297.829667222517514	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998622832813762	-6	2	4	12	10	19	17	26	22	24	36	31	38	35	34	43	45	42	43	44	37	51	39	40	33	48	48	42	40	45	47	38	54	50	49	56	55	50	44	52	52	58	60	67	53	66	50	54	58	62	65	73	73	71	81	98	93	89	0	1	1	5	3	5	5	6	7	4	12	8	15	12	10	15	14	14	13	25	8	17	14	11	10	29	20	12	12	29	18	25	20	20	19	47	45	24	24	20	30	31	26	33	30	48	30	47	40	37	37	36	46	51	52	57	58	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-314.324124736514079	-323.374968116965420	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998723017567259	-6	-2	2	16	12	19	15	2	20	31	34	27	37	32	38	35	42	39	47	46	43	48	43	48	39	53	48	42	48	42	52	45	57	57	38	57	50	49	47	46	48	62	54	60	55	63	60	60	61	65	68	67	74	69	80	93	85	90	0	1	2	5	2	5	3	2	5	12	9	9	10	12	11	12	16	11	35	13	35	13	10	25	13	40	21	12	18	13	19	21	41	22	12	40	13	21	16	25	15	37	21	34	20	32	26	40	27	33	42	38	51	36	54	52	55	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-299.397729190885229	-308.448572571336570	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996705013771040	-3	1	6	15	10	17	13	19	23	31	32	32	36	33	40	36	44	38	48	44	27	52	38	44	42	51	49	42	48	45	47	51	52	53	39	49	54	54	48	49	52	60	60	59	48	64	59	59	60	63	69	77	69	58	78	85	96	91	0	1	2	3	2	5	2	4	6	8	7	9	10	9	12	12	15	12	13	13	9	27	12	35	23	18	18	16	23	28	28	20	36	17	13	28	39	40	13	14	39	22	39	22	23	42	26	26	32	42	50	51	48	38	51	55	58	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-306.710732648985015	-315.761576029436355	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979673433857607	-1	1	9	16	17	20	11	27	21	28	36	32	39	38	39	41	45	45	46	46	33	52	46	45	41	56	50	43	47	35	46	40	56	52	45	56	57	39	50	46	53	54	57	61	59	63	60	58	62	63	69	73	76	74	71	82	88	90	0	1	2	3	3	2	2	6	4	5	12	8	30	30	10	11	28	21	38	13	10	23	16	32	11	20	17	11	14	8	11	8	22	40	32	23	22	21	16	32	39	15	35	17	42	27	33	42	43	40	45	49	52	46	44	55	54	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-295.815456911899446	-304.866300292350786	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994283718214223	1	6	7	7	14	19	9	26	17	27	32	30	35	39	39	41	45	40	38	47	31	49	40	46	36	53	50	43	46	47	46	46	49	55	43	53	55	48	49	51	51	60	57	65	57	63	62	61	61	67	58	74	67	72	73	73	93	100	0	1	1	1	7	9	2	6	2	6	10	6	6	13	12	21	18	11	10	15	8	17	13	25	21	35	15	19	16	18	14	23	16	35	19	18	27	18	16	35	31	41	27	45	38	26	22	26	26	45	40	44	48	44	50	50	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-312.055883365817522	-321.106726746268862	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996986774413060	-5	5	0	11	15	4	17	16	21	28	35	33	38	40	37	48	36	38	42	42	42	38	46	43	43	53	38	44	41	45	50	48	52	55	45	50	54	47	50	48	49	56	55	62	56	66	57	60	60	68	58	75	66	56	84	92	94	93	0	3	1	1	6	3	4	6	7	9	9	10	10	15	12	29	10	10	13	17	17	10	27	12	15	38	12	17	11	27	38	12	24	39	22	23	39	29	35	7	15	26	36	31	16	48	16	42	15	53	39	46	44	36	52	52	56	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-296.622122832730895	-305.672966213182235	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984810949306795	-3	2	4	15	6	15	11	25	23	28	36	32	34	36	39	42	40	38	45	49	38	43	37	41	40	54	46	37	44	47	51	47	57	55	42	51	52	50	50	55	42	59	57	62	52	61	61	61	54	64	66	74	72	64	77	95	87	92	0	1	1	5	3	5	5	6	7	9	8	8	9	10	11	14	12	12	11	27	12	14	8	28	21	41	29	10	15	18	23	25	39	19	21	16	27	22	41	24	15	24	37	42	22	34	26	39	38	48	44	44	48	48	52	57	52	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-304.236481579250380	-313.287324959701721	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981551867898544	1	6	7	9	15	16	15	23	18	23	41	28	29	37	42	33	45	39	50	51	40	48	41	41	35	49	42	23	45	44	48	46	46	49	44	53	57	52	50	47	50	58	45	65	58	59	64	50	58	63	62	75	60	71	81	91	89	97	0	1	1	3	1	2	3	9	4	3	16	8	10	12	16	8	27	16	35	27	16	18	18	14	13	23	21	5	14	21	21	25	11	32	25	29	20	27	32	35	23	39	27	51	22	36	45	30	36	36	45	50	36	50	52	55	55	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-311.050885167137437	-320.101728547588777	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991970549259964	-2	4	7	11	19	16	9	16	23	28	32	32	40	34	38	40	32	41	33	51	36	43	42	33	33	50	44	46	26	37	43	46	55	53	46	52	57	45	53	44	49	56	60	62	57	66	58	49	59	65	53	74	70	76	83	93	86	97	0	1	1	2	7	4	2	4	6	8	29	10	14	12	25	11	10	25	5	31	10	21	14	29	9	23	9	21	5	25	21	30	35	48	16	38	18	15	48	10	27	20	51	39	26	47	26	13	34	26	32	46	33	46	52	57	55	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-309.553482374644830	-318.604325755096170	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996576876437006	-1	4	4	10	16	10	16	24	21	28	37	24	39	31	38	41	45	38	44	49	39	45	34	41	46	52	48	43	46	46	52	47	45	51	34	55	55	56	49	42	49	55	52	50	54	61	58	57	60	59	66	76	68	70	70	100	80	94	0	1	1	3	4	3	6	7	4	8	10	6	10	10	12	18	13	8	14	40	35	13	14	15	15	41	40	18	21	18	19	18	16	13	14	44	26	41	22	18	18	35	25	11	25	42	31	25	38	26	49	55	43	49	46	58	53	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-302.386642524460626	-311.437485904911966	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950540790545017	-1	3	6	10	14	17	13	25	8	28	37	33	39	39	38	43	44	37	48	51	34	52	39	32	41	47	50	44	33	46	43	44	50	49	46	53	58	50	48	49	54	56	48	56	53	68	58	60	59	67	65	70	76	70	85	91	85	96	0	1	1	2	4	2	2	5	1	8	24	6	24	24	24	24	15	10	23	25	8	11	10	10	29	14	32	29	8	11	23	14	17	31	25	40	38	23	13	28	31	40	15	17	31	37	43	20	33	49	37	50	50	42	54	57	50	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-315.213335521410045	-324.264178901861385	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957843151045093	-3	2	5	11	14	17	15	25	23	31	29	33	40	34	41	42	45	41	44	47	41	49	45	49	46	53	49	42	44	44	48	39	52	47	42	35	58	47	45	53	53	58	47	64	44	64	56	60	59	61	66	71	64	64	82	100	92	100	0	1	2	3	2	3	4	9	6	9	4	3	12	8	14	36	15	36	16	32	9	35	35	20	15	28	16	8	14	14	35	8	24	18	36	9	40	28	18	23	22	41	18	26	32	21	24	33	41	28	49	46	26	47	52	57	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-307.448544238663771	-316.499387619115112	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999969883728117	-2	2	7	6	17	12	15	25	23	27	31	27	36	36	36	44	41	38	45	52	42	53	46	46	43	51	49	44	43	45	50	49	49	51	41	55	49	54	52	38	32	54	57	62	49	62	56	52	56	69	65	73	70	67	78	95	89	97	0	1	2	1	6	3	6	5	4	7	10	9	41	41	41	40	15	41	18	27	10	29	35	29	13	40	30	17	40	18	24	23	19	16	11	32	29	32	14	8	10	23	20	48	16	39	28	13	20	54	22	51	39	51	52	57	53	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-300.163576898061592	-309.214420278512932	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996062087580744	-6	2	5	17	15	14	9	23	19	27	37	31	30	32	41	40	44	42	43	47	36	49	46	44	42	54	47	39	43	44	47	50	59	55	47	52	58	53	51	51	47	55	56	55	50	63	61	53	59	69	48	74	73	66	84	94	89	101	0	1	2	6	7	3	2	4	6	9	10	10	5	12	13	10	15	11	13	15	12	27	30	16	16	39	21	10	21	16	19	29	38	31	24	30	48	19	19	41	17	39	36	27	35	37	48	28	31	47	25	44	33	49	53	55	55	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-298.714912124935779	-307.765755505387119	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991501859091810	-5	1	7	12	12	20	17	24	21	32	39	33	30	37	43	37	46	39	44	48	37	46	40	44	41	55	47	39	47	46	49	50	54	52	45	49	56	56	33	50	51	59	61	56	59	54	58	53	56	62	69	67	77	72	83	96	89	97	0	1	2	2	2	3	5	7	4	8	39	13	9	8	23	39	28	8	10	14	12	15	12	25	16	31	16	12	21	21	19	24	27	24	14	28	14	32	8	17	14	38	31	36	37	11	26	20	34	46	45	45	54	45	54	57	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-303.110180177596646	-312.161023558047987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981053333156844	0	4	3	16	11	19	10	21	22	30	38	26	30	36	31	47	41	37	47	50	40	43	40	47	41	41	46	41	38	44	37	44	51	41	46	49	57	53	49	51	51	51	57	63	52	63	59	53	60	65	69	73	71	68	83	101	96	100	0	1	1	5	3	7	2	7	7	6	13	4	12	15	8	18	15	13	17	34	13	18	10	21	13	11	26	15	10	25	10	21	19	31	18	30	41	22	21	25	31	19	35	42	23	43	40	18	41	43	20	50	50	45	53	57	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-309.818064384696413	-318.868907765147753	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995142604707889	-10	6	10	15	4	18	10	26	12	29	35	25	33	33	41	41	45	42	45	48	30	49	34	45	41	53	44	45	40	34	48	48	58	52	46	56	58	53	46	53	47	51	52	65	52	60	61	54	63	61	61	75	64	74	82	84	92	90	0	5	2	3	1	7	5	9	2	12	21	6	10	8	14	13	13	10	23	25	12	27	6	25	21	42	29	23	13	12	19	27	43	16	30	27	38	39	28	35	18	15	19	51	28	40	36	31	40	45	22	53	48	44	54	54	56	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-303.819893070512308	-312.870736450963648	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.940376695430868	-4	2	3	12	15	16	18	23	21	25	40	33	30	35	31	43	44	34	45	43	33	47	35	42	42	43	50	45	46	42	39	45	50	58	47	52	52	45	51	48	48	61	49	61	59	67	62	54	62	56	65	73	74	72	82	102	92	98	0	1	1	3	2	4	3	6	5	7	18	10	8	13	7	14	21	8	26	18	8	31	8	23	13	11	28	11	25	21	14	16	11	33	32	41	24	23	16	30	25	36	30	39	48	47	50	35	34	22	47	51	51	42	54	57	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-305.102983238433865	-314.153826618885205	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956775381708148	-12	-1	6	16	15	20	11	23	18	29	32	31	27	30	41	38	37	42	45	51	36	48	42	49	40	41	44	45	43	42	38	48	56	50	41	56	53	52	50	50	52	48	57	66	55	58	57	53	53	49	66	66	78	72	80	95	91	85	0	1	2	3	3	4	3	4	7	8	8	13	6	8	12	11	13	11	29	15	10	17	17	17	11	12	16	16	11	13	14	27	38	19	12	38	42	22	31	16	19	30	38	45	29	20	42	28	22	29	38	36	51	52	53	57	58	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-313.406546385579475	-322.457389766030815	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992769169076003	-8	2	9	8	17	17	10	14	16	25	33	27	35	31	44	48	44	41	44	45	42	47	38	40	35	49	48	42	38	46	50	40	48	50	40	52	52	48	52	36	51	62	57	59	56	66	64	54	59	65	66	71	73	71	85	94	91	82	0	1	2	1	4	7	2	3	7	6	12	6	12	12	18	21	29	23	13	29	29	21	25	23	5	15	17	40	12	40	33	29	28	30	25	19	22	32	38	11	15	31	19	39	37	47	43	28	48	43	49	48	45	49	54	52	58	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-306.864218499747608	-315.915061880198948	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986501705856921	-1	2	9	9	15	19	14	26	20	23	37	32	36	30	34	38	30	46	41	51	42	42	37	43	42	45	43	39	47	45	48	47	56	50	50	52	56	52	49	49	45	60	53	59	49	61	66	50	59	62	61	65	74	65	81	99	90	96	0	1	2	2	4	7	3	9	4	7	8	10	17	8	14	17	9	22	12	45	23	23	14	28	12	23	11	8	27	11	19	17	26	41	32	11	29	39	24	16	28	39	20	31	26	39	45	21	43	40	40	44	44	42	53	58	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-297.005861500296135	-306.056704880747475	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983097991986727	-4	4	10	11	11	15	14	24	7	28	41	32	37	38	38	37	45	40	48	40	41	52	43	49	40	52	50	36	45	46	48	45	55	44	42	44	59	42	46	45	52	57	52	56	50	63	59	53	47	66	60	71	75	68	84	98	85	96	0	1	2	9	9	4	2	7	2	8	13	8	10	12	12	10	15	12	14	13	16	21	15	38	12	17	13	10	18	18	18	35	45	15	15	16	33	16	15	25	29	24	31	19	23	37	45	38	40	42	48	50	46	37	53	58	53	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-299.993083604766468	-309.043926985217809	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975444810568827	-7	-2	8	15	16	16	12	22	12	31	39	29	41	35	43	39	39	39	50	44	42	43	39	49	38	49	36	43	45	47	52	47	57	47	48	48	59	51	43	47	48	58	50	65	57	64	63	54	61	68	53	74	78	67	86	95	90	99	0	1	2	7	3	3	3	5	3	8	12	8	8	12	18	14	25	12	15	18	25	16	12	25	10	29	12	25	11	15	41	27	32	16	22	14	38	29	25	39	14	41	28	37	41	19	42	41	34	49	29	37	50	46	52	55	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-301.138457740116166	-310.189301120567507	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968469510234046	-3	3	7	12	17	18	13	20	18	24	36	29	37	39	42	41	44	33	45	51	40	41	41	48	47	52	48	46	41	43	48	47	58	46	46	56	57	50	45	48	53	51	55	62	53	68	58	59	57	68	62	72	74	67	84	98	89	92	0	1	2	2	3	7	3	5	4	7	9	6	12	18	18	12	22	12	21	11	13	18	10	17	29	28	15	16	12	11	15	11	28	21	23	40	30	32	21	22	32	31	28	47	29	41	42	42	42	41	17	44	54	51	52	57	46	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-312.697683877088252	-321.748527257539592	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998087992223683	-10	3	7	18	13	16	15	24	21	30	37	28	32	28	41	43	46	42	44	49	39	50	48	42	37	51	48	46	47	40	38	34	55	48	48	53	48	53	42	51	45	57	49	59	55	65	66	58	55	56	56	75	80	62	83	91	91	93	0	1	2	3	3	2	5	3	6	4	32	9	8	8	32	32	21	21	21	17	32	21	24	25	12	17	11	15	18	31	12	12	43	28	21	23	16	28	11	23	30	26	17	33	22	54	44	36	36	29	43	33	54	29	53	55	53	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-302.288682236542002	-311.339525616993342	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997855430374154	0	4	4	13	6	17	14	21	19	26	34	19	32	39	38	38	44	44	48	41	38	50	41	34	44	47	48	46	49	43	51	40	52	50	46	56	58	48	51	51	51	59	53	60	50	65	59	57	57	68	66	65	76	75	83	98	89	90	0	1	1	3	1	1	3	5	7	6	13	7	12	24	13	11	32	20	20	16	8	26	15	10	32	17	25	11	21	24	17	13	16	14	14	30	26	25	19	16	11	36	19	41	19	44	40	39	33	44	42	44	50	46	54	58	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-292.045129944843723	-301.095973325295063	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996085215769673	-4	2	4	8	13	19	7	21	22	26	37	31	34	33	39	37	45	42	47	42	43	51	42	41	29	54	49	48	43	43	44	49	52	42	38	54	54	50	46	47	52	57	56	61	57	59	61	57	62	65	65	64	69	70	74	100	90	98	0	1	2	3	7	7	2	5	5	9	13	10	25	10	12	13	16	11	34	12	11	20	15	11	9	23	29	21	16	13	16	18	39	35	14	38	19	34	21	30	27	33	38	37	37	37	33	39	48	45	46	19	46	50	46	57	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-298.886260540515934	-307.937103920967274	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995477975813853	-6	1	9	14	13	15	17	20	19	24	32	25	38	32	37	43	48	42	38	49	41	51	39	48	33	51	45	42	43	45	38	46	57	50	45	56	53	53	47	47	50	56	50	62	56	69	63	55	56	68	65	72	76	71	83	89	93	95	0	1	2	3	2	3	3	3	5	4	12	7	4	12	25	13	29	15	25	21	13	29	11	31	10	28	19	15	12	13	7	18	32	28	25	41	28	40	23	23	35	41	19	43	35	51	45	24	17	44	39	50	50	47	53	54	53	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-298.000583662267104	-307.051427042718444	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993843588871618	-7	2	5	12	13	18	11	27	17	26	34	29	37	32	43	47	37	42	49	51	35	49	44	42	40	46	49	33	43	44	52	42	55	53	48	52	55	55	50	53	49	61	56	65	47	66	58	59	60	48	68	71	71	61	78	99	88	94	0	1	2	3	3	4	3	6	4	6	10	10	14	10	17	13	14	13	13	25	10	18	13	11	8	32	25	8	21	24	50	13	19	23	8	16	45	18	15	39	29	38	26	49	11	33	36	31	33	18	49	31	49	19	52	58	52	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-311.823559093533106	-320.874402473984446	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986164550989976	-2	3	9	10	15	4	16	26	18	19	32	34	42	34	37	47	44	39	43	47	31	51	43	49	41	50	42	40	46	44	51	40	51	54	49	54	55	49	40	52	41	61	58	67	55	67	62	53	58	61	67	74	79	71	68	91	87	83	0	1	2	2	3	2	2	10	5	7	9	21	32	8	8	25	12	12	12	41	8	18	18	29	11	27	18	21	39	12	19	21	17	18	39	20	17	41	15	24	14	34	34	34	38	47	24	25	31	45	37	54	52	49	48	53	58	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-307.182470148374762	-316.233313528826102	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991480557520559	-1	5	7	10	15	15	14	20	22	31	40	31	38	36	43	47	46	35	44	48	39	41	43	49	31	48	48	40	42	47	48	51	48	56	49	56	50	43	47	44	47	57	57	64	43	70	61	58	56	62	64	61	76	68	75	88	87	99	0	1	1	2	2	4	2	6	5	5	10	5	18	25	14	19	22	10	12	15	10	13	28	45	8	23	38	18	21	22	21	28	22	27	29	16	22	22	28	22	18	27	27	49	18	51	49	32	45	37	36	48	54	47	52	53	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
