step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
22000	-492.904299442909519	-499.759787393868919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526730061433455	-1	1	2	4	7	5	6	7	7	8	8	9	9	10	11	12	13	12	11	13	13	14	15	14	15	11	13	13	15	15	12	15	12	16	15	15	15	16	16	14	18	17	17	16	16	17	18	18	18	19	21	20	18	19	17	18	20	20	20	20	22	22	21	23	25	24	24	22	25	28	26	27	28	28	32	0	1	2	3	6	4	6	0	6	7	9	4	7	10	13	10	13	10	4	13	14	17	21	17	13	12	6	33	13	10	13	9	0	15	21	26	21	17	27	19	31	30	21	14	27	32	22	40	32	45	16	42	35	48	25	45	55	54	47	16	16	22	47	59	61	14	51	59	43	61	60	65	51	65	66	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	4	2	1	1	1	1	2	1	4	1	2	3	2	4	1	1	1	2	1	2	1	1	4	1	3	3	1	1	2	2	2	2	6	2	2	1	1	2	2	1	1	2	4	3	1	2	3	8	2	2	4	4	4	1	2	2	6
22500	-441.401791070747322	-448.257279021706722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697645378724895	-2	1	3	4	6	5	6	5	6	7	6	9	10	11	11	10	13	11	13	10	14	14	13	15	16	12	12	14	15	15	13	15	13	16	16	15	15	16	17	16	17	17	18	16	16	19	17	18	18	19	20	19	19	19	19	19	21	19	20	21	24	19	21	24	25	23	24	22	25	28	27	26	27	29	31	0	1	2	3	4	4	6	0	3	4	4	10	7	16	12	10	18	6	10	9	14	14	14	18	17	13	13	33	22	26	27	27	0	15	14	26	14	23	13	29	31	27	21	16	13	42	44	29	41	45	34	42	38	35	21	45	47	35	47	43	58	14	59	68	67	54	51	44	66	65	65	66	69	60	60	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	2	3	1	2	1	3	2	1	1	1	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	3	2	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	4	1	1	1	2	2	3	2	2	1	1	1	4	8
23000	-428.815688595891970	-435.671176546851370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590567449163302	-1	0	2	4	6	6	6	7	6	8	8	10	9	10	9	13	12	11	11	13	14	14	15	13	15	11	14	13	13	15	10	14	12	15	16	15	13	17	16	14	19	17	17	16	16	19	17	17	18	19	21	18	19	18	18	19	20	20	20	19	23	20	22	24	24	23	25	24	25	26	26	27	28	30	31	0	1	2	3	4	4	4	0	4	7	3	7	9	7	6	15	13	15	10	11	14	14	37	19	13	13	31	33	13	26	11	31	0	16	21	26	14	23	29	17	29	27	21	27	20	32	37	25	27	45	60	27	21	35	47	45	35	14	47	34	58	22	55	59	66	51	60	57	65	65	60	69	70	73	67	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	2	2	2	2	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	1	1	3	2	1	1	1	2	2	2	3	2	2	2	2	1	1	2	3	4	2	2	2	3	2	2	1	1	2	2	1	1	3	1	1	1	4
23500	-438.906036607282886	-445.761524558242286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706033522711955	0	2	3	4	6	5	5	6	7	6	8	8	10	9	10	12	13	12	13	13	12	13	14	14	14	12	13	13	15	15	14	15	12	16	15	15	15	16	16	15	17	18	16	17	17	17	17	17	19	17	20	17	20	20	20	18	19	21	20	18	22	20	21	24	23	22	25	23	25	27	25	26	27	29	31	0	1	2	3	7	2	3	0	7	6	5	4	9	9	12	15	13	7	15	21	9	14	21	26	13	14	13	33	17	26	27	31	0	14	14	26	22	21	13	17	32	31	25	35	39	32	37	40	41	21	16	31	39	44	47	45	47	44	47	35	44	35	55	59	60	34	65	59	65	71	66	69	58	73	65	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	3	2	1	1	2	2	1	1	1	1	1	1	1	4	2	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	3	1	2	2	2	1	1	2	1	1	2	2	1	2	2	3	2	1	1	1	2	1	3	1	3
24000	-454.844006718583898	-461.699494669543299	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546760318023478	0	1	2	4	5	4	7	6	6	6	8	8	10	9	12	13	11	11	11	14	13	13	14	15	16	12	13	14	16	15	12	14	12	15	15	15	15	15	16	16	18	16	17	14	15	18	18	17	18	19	19	20	19	19	18	19	19	20	22	22	23	21	21	22	24	21	23	24	25	27	25	27	26	30	31	0	1	2	3	3	3	3	0	4	6	9	10	9	12	13	12	13	12	14	16	19	14	22	16	12	13	31	33	36	26	17	31	0	21	14	13	16	19	45	12	42	32	21	14	16	42	37	40	35	45	7	42	22	43	37	29	55	44	57	25	43	35	55	57	53	51	62	64	65	60	65	69	67	73	74	1	1	1	1	1	2	3	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	4	2	1	1	1	2	1	1	1	1	2	2	1	2	1	3	1	1	3	3	1	1	2	1	3	2	4	2	3	1	2	2	1	4	2	2	3	2	2	2	3	1	1	1	1	2	1	2	2	3	1
24500	-410.400179633281653	-417.255667584241053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632940338941863	0	1	3	4	7	6	6	6	7	8	7	9	10	10	11	11	13	12	11	12	13	13	15	14	14	12	14	14	15	15	13	15	13	14	15	14	14	17	16	16	17	18	17	15	15	17	16	17	18	19	18	20	19	20	19	19	19	20	21	21	23	22	22	23	25	22	24	23	25	28	26	27	26	30	31	0	1	1	3	6	4	4	0	3	6	4	5	10	10	12	5	19	15	12	13	14	14	16	19	15	13	31	33	15	36	12	27	0	12	15	26	14	23	29	21	27	39	37	14	17	32	37	25	32	25	44	41	21	21	47	45	47	44	57	51	58	58	55	47	60	34	60	63	60	71	60	65	65	73	74	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	1	2	1	4	1	2	3	3	2	2	2	3	1	2	1	1	2	3	2	4	2	1	2	1	2	1	1	3	1
25000	-451.684490067247566	-458.539978018206966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556176602980758	-1	1	2	5	7	6	6	6	6	8	7	9	10	10	12	11	11	12	12	14	14	13	14	12	14	12	13	14	15	15	14	15	13	16	15	15	16	16	17	16	16	17	18	16	16	18	18	18	18	19	20	19	18	19	19	19	21	20	21	21	22	22	21	23	22	23	22	24	25	27	26	23	27	30	32	0	1	2	3	6	3	3	0	3	4	4	2	10	10	10	5	4	3	13	24	14	14	14	7	15	13	15	33	25	17	27	31	0	13	14	26	22	23	18	21	27	32	21	14	25	42	37	40	41	45	53	16	23	44	37	45	37	54	21	39	58	43	47	57	51	37	60	47	72	65	66	60	71	51	74	1	1	1	2	1	2	3	1	2	1	1	3	1	1	2	2	3	5	1	1	2	2	2	4	1	1	1	1	1	2	1	1	1	4	2	2	2	1	4	1	1	1	2	2	1	1	2	1	2	2	1	3	2	2	1	2	3	1	3	2	1	3	1	1	2	3	1	3	2	2	2	1	1	5	1
25500	-465.848752760501895	-472.704240711461296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577447912030087	-1	0	2	4	6	4	7	7	7	6	9	9	9	10	10	12	11	12	11	12	14	13	14	14	16	11	13	14	14	16	12	14	13	14	15	15	15	17	17	15	17	18	17	17	15	18	17	18	18	20	20	20	18	19	20	20	20	20	21	20	23	22	21	22	25	22	24	24	24	28	26	27	26	30	31	0	1	2	3	4	3	10	0	4	4	9	7	9	13	12	15	9	17	4	9	14	17	9	15	32	13	31	33	12	36	19	31	0	18	12	16	14	23	20	15	31	41	29	21	13	32	35	39	31	39	39	42	23	44	47	45	47	44	47	25	22	35	55	47	58	45	66	53	54	69	69	67	65	73	74	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	4	2	2	1	3	2	1	1	1	1	3	1	1	2	1	1	3	2	3	1	3	4	2	1	2	1	3	2	1	1	2	1	3	1	2	1	2	2	2	2	2	2	5	4	1	3	1	3	2	3	2	2	1	2	1	2	1
26000	-437.727570212342187	-444.583058163301587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619704191571836	-1	1	2	5	7	5	6	6	6	7	8	8	10	10	11	11	12	12	12	13	14	14	14	14	16	12	13	14	15	16	12	15	13	16	15	15	15	16	16	15	19	17	17	16	16	19	17	17	19	20	19	19	19	19	20	19	21	20	22	22	22	21	22	23	24	23	23	24	25	27	27	26	26	30	32	0	1	2	3	7	3	6	0	4	6	9	3	9	12	11	10	12	14	10	13	14	6	19	17	36	15	17	33	15	36	13	27	0	7	16	26	19	22	15	16	32	27	37	14	17	32	15	40	34	56	16	34	29	21	37	45	47	47	55	21	58	58	55	59	51	23	21	57	67	69	67	66	66	73	74	1	1	1	2	1	1	1	1	1	1	1	4	1	1	2	2	2	1	3	1	2	4	2	1	1	1	1	1	3	1	1	1	1	6	2	2	2	1	2	2	2	3	1	2	2	2	3	1	2	1	3	2	2	2	1	2	2	1	1	3	1	1	1	1	2	3	4	1	1	2	2	2	2	2	1
26500	-419.790030353769907	-426.645518304729308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758212969579486	0	2	3	5	7	5	6	5	7	7	8	9	10	10	11	13	10	11	13	13	14	14	14	15	14	12	14	14	16	16	12	15	12	15	14	16	16	16	16	15	17	16	17	17	16	18	18	17	18	19	20	18	19	18	19	18	17	20	20	21	23	21	21	20	25	23	25	24	24	27	26	26	27	30	31	0	1	2	2	4	3	3	0	6	4	5	10	10	7	7	7	9	7	17	17	19	14	15	19	14	17	31	33	25	26	17	27	0	19	15	26	35	23	19	13	31	25	25	21	16	41	57	40	41	45	34	42	43	35	47	45	23	44	47	51	54	51	64	37	60	51	66	64	60	65	65	69	65	67	74	1	1	1	1	1	1	2	1	1	1	1	1	2	2	4	3	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	3	1	1	2	2	1	1	2	2	1	1	1	1	2	1
27000	-459.747024463432638	-466.602512414392038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522089219160120	-1	1	3	4	6	5	7	5	7	6	8	9	10	10	10	12	12	12	12	14	13	13	14	14	14	12	12	13	15	16	13	15	11	15	15	15	16	16	16	16	19	16	17	17	16	19	16	17	18	19	20	18	19	18	20	20	18	20	20	21	23	22	20	23	24	23	23	23	25	27	26	26	27	30	32	0	1	2	2	6	3	4	0	3	6	9	3	9	9	3	5	13	7	13	17	14	14	21	17	17	13	9	33	9	25	18	25	0	17	14	26	14	22	22	12	29	31	35	19	12	27	7	13	31	39	34	27	38	22	57	39	37	54	57	21	34	54	47	59	67	51	51	47	66	65	51	45	60	60	74	1	1	1	1	1	1	2	1	3	1	1	3	1	1	2	3	1	3	1	1	2	2	1	1	1	1	3	1	4	2	1	1	1	3	2	2	3	2	1	4	2	1	1	1	4	4	4	2	3	2	2	3	2	2	1	1	1	1	1	3	3	2	2	3	1	2	2	3	1	1	2	3	2	3	1
27500	-436.716599074085764	-443.572087025045164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504517498552089	-1	1	3	4	6	5	6	4	6	7	8	9	10	10	11	12	13	13	12	14	13	14	15	14	14	12	12	14	15	15	14	15	13	14	15	15	15	16	16	14	17	17	18	15	17	19	18	17	18	19	20	19	19	19	17	19	21	20	21	21	23	20	21	23	24	23	24	24	25	27	26	26	27	30	32	0	1	2	3	4	3	4	0	4	3	9	4	9	7	12	12	10	16	7	19	14	21	14	16	17	13	13	33	13	16	27	27	0	19	15	26	14	23	12	12	32	31	14	9	25	42	55	40	41	45	29	32	29	21	37	45	21	37	47	35	51	21	47	55	60	60	19	59	67	67	58	69	60	73	74	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	3	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	3	2	2	1	4	2	1	1	4	4	2	1	1	2	1	1	4	3	2	2	1	1	4	2	1	3	2	3	2	3	2	1	6	1	1	1	2	1	2	2	1
28000	-452.876465551431238	-459.731953502390638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587313430492472	-1	1	2	4	6	6	7	7	7	8	7	10	11	10	10	12	12	11	11	13	14	13	13	14	15	11	14	14	16	15	13	15	13	15	14	16	15	16	17	15	18	17	17	15	15	17	18	18	18	19	20	20	20	19	17	18	20	18	20	21	22	22	21	23	24	23	24	23	25	27	25	27	27	29	32	0	1	2	3	3	4	3	0	6	5	3	3	12	3	6	10	9	7	11	13	22	17	15	18	13	15	13	33	35	26	13	31	0	17	3	13	14	21	35	16	32	31	25	22	12	27	55	29	27	45	34	42	34	43	37	45	55	44	47	34	44	58	57	55	25	39	34	55	51	34	60	69	65	70	74	1	1	1	1	2	1	3	1	1	1	2	3	1	3	3	2	3	2	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	2	7	3	2	1	2	1	2	2	1	1	2	1	1	1	1	2	3	2	3	1	1	2	2	2	1	2	3	2	1	2	4	3	5	3	2	3	2	1	1	1	2
28500	-445.243244078846885	-452.098732029806285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593409563796773	-1	1	2	4	6	5	7	7	6	7	8	10	11	11	9	12	12	10	12	13	11	14	14	13	14	12	12	14	14	15	14	15	13	15	15	16	16	16	15	15	17	17	16	16	16	18	17	18	18	20	19	17	20	18	20	20	20	20	21	21	23	20	21	24	24	21	24	24	25	27	26	26	28	31	32	0	1	2	3	3	3	4	0	4	3	9	11	9	7	2	12	15	7	14	21	6	18	16	13	17	15	13	33	17	26	13	27	0	21	14	26	14	23	11	13	27	13	10	22	25	31	31	17	41	45	43	32	54	44	47	39	47	54	57	14	54	35	47	35	43	51	60	57	67	67	65	69	65	73	74	1	1	1	2	2	1	1	1	1	3	1	1	2	2	3	2	1	2	1	1	3	1	1	1	1	2	1	1	1	1	3	2	1	2	2	2	2	1	3	2	2	2	4	1	1	2	2	3	1	2	2	1	1	2	2	3	2	1	1	5	2	2	2	3	3	1	2	2	1	1	1	1	1	2	1
29000	-425.017850795553784	-431.873338746513184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717332819945192	-1	1	3	4	5	4	6	5	6	8	9	10	10	11	9	11	13	12	12	12	14	13	13	14	14	12	13	14	16	14	13	14	13	14	16	14	15	17	17	15	18	17	17	16	15	18	17	17	18	19	20	18	19	18	19	20	19	20	21	22	23	22	21	23	24	23	24	23	24	26	26	26	27	31	32	0	1	2	3	4	3	6	0	6	4	9	4	10	13	7	3	13	15	11	11	14	16	14	16	17	12	12	33	25	26	15	31	0	19	14	26	12	23	25	18	32	27	44	37	25	27	37	29	31	45	44	27	43	35	47	45	47	54	55	53	62	58	57	59	19	34	29	47	51	60	66	69	70	73	74	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	6	4	3	2	2	2	2	1	1	2	1
29500	-393.136747585291346	-399.992235536250746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602438314091419	-1	0	2	4	7	5	6	5	6	8	8	10	10	11	11	11	12	12	10	12	14	13	15	14	15	11	12	14	14	15	14	15	13	15	15	14	15	16	16	14	17	17	18	16	16	18	17	17	19	19	20	20	19	19	20	19	19	21	21	22	22	21	21	23	24	23	23	23	25	26	26	26	26	30	31	0	1	2	3	6	3	2	0	4	2	9	10	11	10	12	12	19	10	6	7	14	18	22	18	15	10	19	33	17	26	27	27	0	18	22	26	22	23	29	13	32	27	35	22	25	31	37	25	41	17	34	42	44	35	47	45	47	53	57	54	35	44	57	59	43	51	60	59	66	60	67	69	65	73	74	1	1	1	1	1	2	3	1	1	3	1	1	1	1	1	1	1	2	2	3	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	3	2	1	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	2	2	3	1	1	2	2	1	1	1	2	1	1	1	2	1
30000	-472.522263138201254	-479.377751089160654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644755239107011	-1	1	2	5	6	5	7	6	7	7	8	9	9	8	11	11	11	12	13	10	13	12	14	13	13	12	13	14	15	16	14	14	13	15	15	16	15	17	17	14	17	16	17	16	16	18	18	18	18	19	21	19	19	18	16	18	19	20	22	21	23	22	21	24	24	23	25	22	23	27	27	26	28	30	32	0	1	2	3	6	3	6	0	3	4	9	10	4	6	7	10	13	16	18	9	17	14	14	15	17	12	12	33	17	31	22	16	0	16	31	40	16	44	40	13	27	27	19	21	31	31	37	55	27	45	34	40	43	44	12	45	55	19	57	19	54	60	57	59	51	43	66	47	51	65	60	69	51	73	74	1	1	1	2	1	2	1	1	1	1	1	1	2	2	3	2	1	1	1	1	1	2	3	1	1	2	2	1	1	2	2	2	1	2	1	1	2	1	2	4	2	2	2	1	1	2	2	1	2	2	2	2	1	1	3	2	1	3	2	4	2	1	1	1	1	3	1	2	1	2	2	2	3	1	1
30500	-430.937012920660720	-437.792500871620121	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633208777343308	-1	1	2	5	6	6	7	6	6	8	8	9	10	9	10	13	11	12	11	12	13	13	14	14	15	12	13	14	15	14	14	15	12	14	16	16	15	17	14	15	19	17	17	16	15	18	17	17	18	19	19	18	18	19	19	19	21	21	22	21	23	20	21	23	23	24	25	24	26	27	26	25	27	30	32	0	1	2	3	2	3	3	0	3	6	4	4	12	9	10	19	13	7	12	13	14	14	21	16	17	13	17	33	13	26	10	27	0	12	22	26	14	22	15	17	32	27	16	10	39	42	35	17	27	45	43	42	35	44	47	45	37	54	47	12	58	54	47	55	44	51	60	64	72	69	67	65	66	73	73	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	3	1	1	2	2	1	1	2	2	1	2	2	2	3	1	1	2	2	3	3	2	1	2	3	2	2	3	1	1	1	3	2	2	1	1	1	2	2	2	2	1	3	5	1	1	2	2	3	2	2	1	1	1	1	1	2	1	2
31000	-433.577575706714356	-440.433063657673756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521335784659468	-1	1	2	5	7	5	7	6	6	7	8	9	11	11	11	12	13	13	11	13	13	14	13	14	14	12	14	14	15	16	12	13	12	12	15	15	14	15	17	15	18	16	17	17	17	18	18	18	19	19	20	19	20	17	19	20	20	20	21	21	23	21	22	23	24	22	24	22	26	27	26	25	27	29	32	0	1	2	3	6	3	3	0	3	4	10	10	6	12	5	12	12	16	12	13	14	14	14	21	17	13	13	33	7	26	9	7	0	7	21	26	14	23	13	17	29	32	29	14	32	25	7	40	29	39	19	27	35	21	54	50	44	35	55	51	44	58	57	59	51	29	66	57	65	65	67	51	51	73	73	1	1	1	2	1	1	3	1	3	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	5	2	2	3	1	2	1	2	1	1	3	2	1	2	1	3	2	1	5	2	2	1	3	2	2	2	1	1	2	2	1	1	3	1	1	1	2	3	1	1	1	2	1	2	3	1	2
31500	-438.208838654177100	-445.064326605136500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615005924183645	-1	1	2	4	7	6	6	6	6	7	9	9	10	10	11	12	13	11	13	12	13	11	14	15	15	13	13	14	15	15	13	15	12	16	16	16	15	17	16	15	18	17	17	16	16	19	17	17	19	19	20	19	20	18	18	19	21	20	21	21	22	20	22	24	24	22	24	23	24	26	27	25	27	29	30	0	1	2	3	4	3	3	0	3	2	9	5	11	7	12	4	13	12	16	13	22	12	16	12	27	7	13	33	17	26	20	31	0	15	22	26	22	21	17	27	32	31	16	25	26	41	14	40	41	45	43	42	35	44	37	13	53	15	47	34	54	21	55	63	51	58	60	59	51	66	69	51	65	73	74	1	1	1	1	2	2	2	1	2	3	2	1	1	2	1	3	2	1	1	2	2	1	1	2	1	3	2	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	2	1	2	2	1	3	1	2	3	1	5	2	2	2	2	1	1	2	1	2	1	2	2	2	3	1	1	1
32000	-422.864588978701931	-429.720076929661332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592362632550954	-2	0	2	4	6	6	6	5	7	8	9	9	10	10	9	12	11	12	11	14	13	13	15	14	15	12	13	14	16	16	12	15	13	16	15	15	14	16	15	13	17	17	17	16	15	18	17	17	18	19	20	18	19	18	19	19	20	20	21	21	22	22	21	23	24	23	24	24	24	26	25	26	27	27	32	0	1	2	3	3	4	4	0	4	4	7	9	10	3	6	14	13	15	15	14	9	7	22	16	12	14	31	33	17	36	14	31	0	16	21	26	16	22	16	17	27	32	15	35	17	31	22	40	32	25	54	32	35	44	47	45	55	25	57	51	54	14	47	59	60	60	60	64	60	60	67	66	70	72	74	1	1	1	1	2	1	1	1	1	2	1	1	1	4	2	1	1	1	1	2	4	4	1	1	3	1	1	1	3	1	1	2	1	2	1	2	1	1	2	1	2	2	3	1	3	3	2	3	2	2	1	2	2	2	1	2	1	2	1	1	2	5	2	2	2	1	2	1	2	2	1	2	1	1	2
32500	-409.974091482260746	-416.829579433220147	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709913620979243	-1	1	3	5	7	5	5	7	6	7	9	9	10	11	11	13	11	12	13	13	14	14	13	14	15	13	13	14	14	16	12	15	13	16	15	15	15	16	16	15	17	17	17	17	16	19	17	18	17	19	19	17	18	20	20	19	20	18	21	22	23	21	22	24	24	23	24	23	26	26	26	24	28	30	31	0	1	2	3	4	3	3	0	4	7	5	7	9	11	12	15	13	10	17	17	14	14	14	19	16	13	31	33	17	26	11	27	0	16	14	26	14	22	29	20	27	32	14	14	13	32	37	40	32	32	25	32	21	53	47	25	47	22	47	51	44	54	59	59	43	60	60	47	72	67	65	60	60	73	74	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	2	2	1	4	1	1	1	1	1	3	2	4	2	1	1	1	2	2	1	2	1	2	2	2	2	3	2	3	1	1	2	2	1	1	3	1	1	1	1	2	1	1
33000	-483.411575761865038	-490.267063712824438	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516116272372169	-1	0	2	5	6	6	4	5	7	8	9	9	10	11	11	12	11	13	11	13	12	14	15	15	15	12	14	13	14	15	13	15	11	15	16	13	14	16	16	14	18	16	17	17	16	18	18	18	17	19	20	19	18	18	19	20	20	20	22	22	23	22	21	23	25	22	24	24	25	27	27	26	28	30	31	0	1	2	3	4	3	3	0	3	4	6	4	9	10	5	15	9	10	10	6	3	14	20	12	6	13	31	33	12	26	14	27	0	6	14	26	13	23	20	9	32	40	18	14	7	42	37	27	20	29	34	42	21	22	47	24	55	44	57	35	58	58	47	55	51	39	51	57	51	67	69	69	65	73	74	1	1	1	2	1	3	2	1	1	2	1	2	2	2	3	1	2	3	2	3	4	2	1	3	5	1	1	2	2	1	1	1	1	4	2	1	1	1	3	3	2	1	2	2	6	1	2	2	1	3	2	2	3	2	1	3	1	1	2	3	1	1	2	3	3	2	2	2	3	2	2	1	2	1	1
33500	-402.413074565964848	-409.268562516924248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667450998857891	-1	1	2	5	6	4	7	6	7	7	9	8	9	10	11	11	11	12	12	13	13	13	14	14	15	13	13	14	15	15	14	15	13	15	15	15	14	16	14	13	18	16	17	17	16	17	17	17	18	19	19	19	18	19	19	19	19	20	22	21	23	21	21	24	25	22	23	24	25	27	26	27	26	28	30	0	1	2	3	4	3	6	0	6	6	7	7	10	12	13	6	13	12	15	13	14	14	22	13	17	13	17	33	13	26	4	27	0	19	21	16	14	23	17	13	27	27	34	15	31	31	14	40	31	45	29	31	35	53	35	29	44	44	57	51	58	44	55	59	60	51	60	59	67	67	65	69	65	70	74	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	3	2	2	1	1	3	1	4	1	1	2	1	2	2	1	2	2	2	1	1	3	1	2	4	2	2	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2
