step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
10000	-453.743970554103669	-460.599458505063069	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495070485603810	-2	1	3	4	7	5	6	6	6	7	8	10	10	9	11	12	13	12	12	12	14	12	14	15	16	12	14	13	15	15	13	12	12	15	14	14	15	15	17	16	18	16	17	14	16	18	17	18	19	19	20	20	19	19	18	19	20	21	21	22	23	21	20	23	25	24	24	23	25	28	27	26	27	30	32	0	1	2	3	6	4	4	0	6	6	6	6	7	11	6	7	15	4	10	11	13	14	18	10	17	11	31	33	16	36	32	13	0	4	14	26	35	10	19	15	31	31	35	4	13	31	38	42	27	34	19	46	14	47	44	34	47	54	57	12	54	44	47	55	66	51	54	57	67	69	67	69	60	60	74	1	1	1	1	1	1	1	1	1	1	2	3	2	1	3	3	2	3	2	2	1	2	1	4	2	2	1	1	2	1	1	1	1	5	2	1	1	4	3	2	3	2	2	6	3	2	2	1	3	2	3	1	5	1	2	2	2	1	1	6	2	4	2	3	1	2	3	1	1	1	1	1	2	3	1
10500	-442.829960629290611	-449.685448580250011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444719813203924	-1	1	3	4	7	5	7	7	6	6	9	9	10	11	9	12	12	12	12	14	14	14	13	14	14	12	14	13	15	15	12	15	11	14	15	16	15	17	16	14	19	17	18	16	16	19	16	17	19	20	18	19	19	18	18	19	20	20	19	21	24	21	21	23	23	23	24	24	25	27	26	27	25	31	32	0	1	2	2	6	3	3	0	3	3	4	5	9	10	6	12	13	6	7	17	23	16	15	16	16	15	31	33	17	26	13	31	0	19	14	13	14	23	25	13	25	31	22	22	13	32	37	40	32	45	12	42	35	44	47	39	47	51	47	19	62	35	55	57	60	60	51	59	60	60	65	69	65	73	74	1	1	1	2	1	2	2	1	2	2	2	1	1	2	2	1	1	3	2	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	2	3	3	1	1	2	2	2	2	1	2	2	1	2	2	2	4	1	2	1	2	2	2	1	1	3	2	3	2	2	1	1	4	2	1	3	2	2	2	3	1
11000	-407.380059534086115	-414.235547485045515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620241038587896	-1	1	2	4	6	6	6	7	6	8	8	10	10	9	11	13	12	12	12	13	13	13	14	14	15	13	13	14	14	16	12	15	12	13	15	14	15	15	15	16	18	18	17	17	17	18	17	16	16	19	20	20	19	19	20	18	21	20	21	21	23	22	21	24	24	23	25	22	26	27	27	26	26	29	31	0	1	2	3	3	3	4	0	4	7	9	10	9	5	10	7	13	6	10	17	14	15	21	12	15	14	7	33	17	26	13	26	0	10	22	26	21	23	16	25	27	48	35	35	25	32	37	13	27	25	25	27	44	48	47	45	47	25	47	51	53	58	47	59	60	51	60	59	65	67	67	51	51	73	74	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	3	1	3	2	1	2	1	1	2	3	2	3	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	3	1	2	2	1	2	2	2	1	2	1	2	2	2	2	2	1	1	1	1	3	3	2	1
11500	-440.585477707924383	-447.440965658883783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591980132815499	-1	0	2	4	6	4	6	6	7	6	8	9	11	11	11	13	13	12	13	14	10	13	14	14	15	12	14	13	15	15	12	15	12	16	15	16	15	16	16	15	17	16	17	16	17	18	15	18	17	19	19	19	16	19	19	19	20	21	21	21	24	21	22	23	23	23	25	24	25	26	26	25	28	30	31	0	1	2	3	4	3	3	0	6	3	9	7	9	21	4	14	12	14	9	19	7	14	14	12	13	9	31	33	13	26	13	31	0	17	21	26	21	23	13	17	32	32	22	16	17	42	19	40	32	22	34	32	16	9	47	17	47	35	47	44	35	44	59	59	60	60	65	57	54	65	67	66	60	73	74	1	1	1	1	1	1	2	1	1	3	1	1	2	1	2	1	2	1	3	1	2	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	3	1	2	1	1	1	2	2	2	1	1	2	1	4	2	1	2	5	2	4	2	2	3	2	6	2	1	2	1	1	1	2	3	2	1	2	4	1	1
12000	-439.773656173294000	-446.629144124253401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616621196395579	-2	2	3	5	6	5	7	5	6	7	8	9	10	10	10	12	12	13	12	13	13	14	15	14	13	11	14	14	13	15	12	13	12	15	16	15	14	16	16	15	18	17	17	15	16	18	17	16	18	17	20	20	20	18	19	19	21	19	21	21	24	21	21	23	24	23	23	23	26	27	25	25	27	30	30	0	1	2	3	4	3	6	0	6	4	9	10	7	6	10	12	14	19	10	10	14	21	21	20	17	4	32	33	17	20	13	31	0	16	21	26	21	23	29	29	32	32	44	22	29	32	37	17	27	19	15	41	35	35	47	50	47	21	51	51	60	54	55	55	51	60	51	57	65	65	67	51	60	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	2	1	1	2	2	1	2	3	3	4	1	3	2	1	1	2	4	1	1	2	2	1	3	2	1	1	2	1	1	2	2	2	1	2
12500	-438.330098477857916	-445.185586428817317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592600357377969	-1	1	3	5	7	5	7	7	6	6	9	9	10	10	9	10	13	12	12	14	13	12	15	13	15	12	13	13	13	14	13	14	11	15	14	14	15	17	16	16	15	17	17	16	15	19	17	17	18	19	19	20	18	19	18	19	20	21	21	20	23	22	22	24	24	23	22	23	25	28	25	27	27	27	32	0	1	2	3	4	3	3	0	4	3	7	10	9	4	4	6	13	10	12	13	12	14	14	18	13	15	13	33	13	26	16	27	0	21	17	26	19	35	13	29	32	31	22	22	17	42	22	40	39	45	44	42	4	44	37	45	55	54	57	16	58	44	47	59	67	67	51	59	67	67	65	69	51	69	74	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	3	2	1	2	2	2	1	1	2	1	1	2	1	1	7	2	1	2	1	1	1	5	1	3	4	2	1	1	2	2	1	3	1	1	4	1	2
13000	-425.098700305266505	-431.954188256225905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653091114693908	0	1	3	4	6	5	5	6	6	7	8	10	10	9	12	11	12	12	11	13	12	14	14	14	13	11	12	14	16	16	13	15	13	15	15	15	15	16	15	15	18	18	17	16	17	18	17	17	19	19	21	20	20	18	19	19	21	21	21	21	22	22	21	22	25	22	25	22	26	25	26	25	27	29	31	0	1	2	3	3	4	4	0	4	7	9	11	7	4	16	12	12	3	12	17	14	13	19	18	16	13	13	33	39	26	27	27	0	15	21	26	22	22	25	25	31	31	21	21	39	32	22	40	32	45	15	42	21	14	22	45	47	44	55	35	53	44	55	59	60	44	51	59	60	60	61	61	71	73	74	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	4	1	1	1	2	2	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	4	2	2	3	1	2	2	1	2	1	3	1	4	4	3	2	2	2	1	2	1	2	1	1	2	3	2	1	3	2	3	1	1	1	2
13500	-406.236193651641429	-413.091681602600829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699050824597357	0	2	3	4	6	5	7	6	6	8	9	9	10	11	11	12	12	13	10	13	14	13	14	15	16	12	14	14	15	16	13	15	13	13	13	12	15	16	16	16	19	17	16	16	16	19	17	17	19	20	20	18	19	19	18	18	19	20	21	22	24	22	21	24	24	23	24	24	24	28	25	27	27	29	31	0	1	2	3	4	4	5	0	6	7	9	6	10	10	9	15	14	15	10	12	22	14	14	15	12	11	31	33	17	36	13	27	0	12	14	13	22	23	29	29	42	32	35	22	13	42	37	29	42	56	54	42	44	29	37	29	47	44	57	51	58	53	55	59	60	58	60	59	60	72	66	69	69	72	74	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	4	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1	1	2
14000	-445.620066977104386	-452.475554928063787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625971701447162	-1	1	2	4	6	5	7	5	7	7	9	10	11	11	9	12	11	11	11	14	13	14	15	14	14	12	13	14	16	16	12	14	13	15	15	15	15	16	15	15	18	17	17	16	14	18	16	16	17	18	21	19	19	18	19	19	21	20	20	21	23	21	20	23	24	24	24	23	24	25	26	27	28	30	31	0	1	2	3	3	3	4	0	4	6	9	15	10	9	5	4	15	9	12	13	14	21	14	12	17	17	31	33	25	26	17	31	0	12	21	26	14	23	9	25	29	16	16	22	13	42	37	16	27	45	19	27	35	44	47	45	47	54	47	34	35	34	16	59	60	51	60	59	60	60	67	70	70	73	73	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	4	1	2	4	1	3	1	1	2	3	1	2	1	1	2	2	2	6	3	2	1	2	2	3	1	2	2	3	3	2	2	2	2	1	2	2	2	1	1	2	1	2
14500	-436.445082149862856	-443.300570100822256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600739752349637	-1	1	2	4	6	6	7	6	5	7	8	9	11	11	11	13	12	12	12	14	13	12	15	14	14	12	14	13	15	13	12	15	12	15	15	15	15	16	16	15	18	18	17	15	16	18	16	18	17	19	20	20	19	19	19	19	19	18	21	22	22	21	22	22	24	24	24	23	24	26	25	27	27	30	32	0	1	2	2	9	4	9	0	3	9	4	3	11	7	10	7	4	10	7	17	14	7	19	4	13	15	31	33	16	26	15	31	0	7	14	12	22	22	29	25	27	31	44	14	25	32	22	40	25	45	54	41	34	13	14	45	37	37	57	51	16	54	34	59	60	60	60	47	61	60	67	69	60	73	74	1	1	1	1	1	1	1	1	2	1	2	4	2	2	2	3	3	2	2	1	1	2	2	4	2	1	1	1	1	1	1	2	1	4	2	4	2	2	1	1	2	2	1	2	1	2	2	2	2	2	1	1	2	5	3	2	1	2	1	2	4	1	3	1	2	1	1	4	1	2	1	2	2	2	2
15000	-442.067255156595991	-448.922743107555391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556217184079779	-1	1	2	4	6	5	6	4	7	7	8	9	10	10	11	12	13	12	11	12	12	13	13	14	16	12	12	14	15	15	14	15	13	15	16	15	15	16	17	15	18	17	16	16	16	18	18	18	18	19	19	19	19	19	18	20	20	20	21	22	23	20	21	23	25	22	25	23	24	27	26	26	27	30	32	0	1	2	3	4	3	4	0	5	4	6	10	2	12	12	15	19	19	7	13	14	21	13	13	17	11	13	33	17	26	27	27	0	15	21	26	21	13	19	17	45	32	9	22	13	42	14	40	32	39	34	42	22	13	43	17	55	44	57	54	58	43	7	59	66	56	43	59	60	65	65	65	65	73	74	1	1	1	1	2	2	1	1	1	2	2	1	5	1	2	1	1	1	3	1	1	1	1	2	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2	1	1	1	5	2	4	1	4	2	2	1	2	2	2	5	1	3	2	3	1	2	2	2	6	1	2	1	5	1	1	2	1	1	1	2	1
15500	-401.963969453118523	-408.819457404077923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609946847936742	-2	1	2	4	7	5	4	6	6	7	8	9	10	11	10	12	12	11	11	12	13	13	15	13	16	13	13	14	14	16	14	15	13	16	16	16	15	16	16	16	18	17	17	16	17	18	17	18	18	19	19	20	19	19	19	19	20	19	21	20	23	20	21	23	22	23	24	23	25	27	25	25	27	30	32	0	1	2	3	9	4	3	0	3	6	9	10	4	12	6	12	14	12	10	10	14	7	15	13	19	13	13	33	13	26	17	31	0	14	21	26	29	23	29	17	32	32	14	21	25	42	35	40	27	45	34	42	43	44	47	45	47	34	55	34	53	43	55	59	51	51	60	59	65	71	43	51	65	73	74	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	4	2	2	3	1	2	1	2	2	1	1	1	3	1	2	1	1	1	1	2	1	4	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	1	1	1	3	3	2	2	1
16000	-418.710548866111310	-425.566036817070710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584612894529133	-1	1	3	4	7	5	6	5	7	7	9	8	11	11	10	12	10	12	12	13	13	12	14	15	14	12	12	14	13	16	13	14	13	14	14	16	15	16	16	15	17	17	18	16	16	18	17	17	17	19	20	19	18	20	20	18	20	21	21	20	23	22	22	24	25	23	24	22	25	28	26	26	26	30	32	0	1	2	3	2	3	4	0	4	7	10	7	9	3	12	9	10	3	17	18	12	14	14	18	17	13	17	33	12	26	27	17	0	17	10	26	21	23	29	16	31	14	35	22	25	31	37	25	31	45	35	46	22	44	47	45	47	54	57	34	54	54	55	59	66	60	66	47	66	65	60	60	65	71	74	1	1	1	1	3	1	1	1	1	1	1	1	2	3	1	3	1	5	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	3	2	1	1	2	2	2	3	2	2	1	3	1	2	2	2	3	1	3	1	1	1	2	1	1	3	1	1	1	2	1	2	1	3	1	1	3	3	1	2	1
16500	-400.945893471108036	-407.801381422067436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726901586439165	-2	0	2	5	6	5	7	6	7	7	8	9	10	10	11	11	13	12	11	12	13	14	14	15	14	11	14	14	14	15	13	13	12	15	16	16	16	16	16	15	18	16	16	17	16	18	18	17	18	19	21	19	18	20	20	17	19	20	21	21	23	22	21	23	24	23	25	24	25	27	26	26	27	29	32	0	1	2	3	6	3	4	0	4	3	9	7	10	9	12	12	13	19	12	13	12	21	21	31	9	13	32	33	13	26	13	16	0	7	22	26	14	22	17	25	27	27	21	21	17	31	37	25	31	39	44	42	44	43	47	29	47	37	55	35	51	54	47	59	54	60	51	59	66	67	65	69	65	73	74	1	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	3	1	1	3	1	2	2	1	1	1	2	1	1	2	2	2	1	1	3	2	2	2	1	2	1	1	1	3	1	2	1	1	2	2	3	1	2	1	1	1	1	1	2	1	2
17000	-436.163561948629138	-443.019049899588538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562952922101433	-1	0	2	4	7	6	5	5	6	8	9	8	10	11	10	11	10	13	11	13	14	14	14	15	14	12	13	13	15	15	11	15	11	15	14	16	16	17	15	15	17	16	17	17	17	19	17	17	18	20	21	20	19	20	19	16	20	19	21	22	23	22	21	23	24	23	24	24	25	26	27	27	27	29	32	0	1	2	3	7	4	3	0	3	5	7	4	9	12	11	15	10	10	11	17	14	14	14	18	17	17	31	33	17	26	10	31	0	6	14	26	29	21	25	25	27	27	22	21	56	42	35	40	27	56	29	41	19	58	22	25	53	44	47	51	58	54	55	59	54	60	51	55	60	60	67	67	70	73	74	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	3	1	2	1	1	2	1	2	1	1	1	2	1	2	2	1	4	2	2	1	2	1	1	2	2	2	2	1	2	3	1	3	2	3	1	4	1	4	1	1	1	2	1	3	2	1	2	2	1	2	2	2	2	2	2	1	1	2
17500	-461.871946669912404	-468.727434620871804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536429882250736	-1	0	2	4	7	6	4	7	6	8	9	9	11	11	11	11	11	13	11	13	13	13	14	15	15	12	12	14	14	16	14	13	13	15	16	14	15	16	13	14	17	16	17	15	16	18	17	18	16	19	20	20	18	19	19	19	21	18	22	21	23	21	22	23	25	24	25	24	24	24	25	24	26	28	31	0	1	2	3	3	7	3	0	7	1	9	7	9	5	4	6	11	19	11	12	12	26	14	19	17	12	10	33	17	36	27	27	0	19	14	26	15	23	13	10	31	32	15	22	9	42	37	15	27	39	34	42	43	44	47	13	47	14	47	51	54	54	55	35	60	60	60	47	51	60	70	54	72	73	74	1	1	1	1	2	1	1	1	1	5	2	3	3	3	2	3	1	1	1	1	2	1	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	1	3	1	2	2	1	5	1	1	3	2	2	2	2	1	3	2	2	2	3	3	1	2	1	2	3	2	2	1	2	2	2	1	3	1	1	2
18000	-448.698970980829358	-455.554458931788758	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511097171765576	-2	1	3	5	6	5	7	5	6	8	8	8	11	11	11	11	11	13	11	13	14	14	14	14	16	13	14	14	15	16	12	14	13	14	15	15	15	17	17	15	18	17	18	17	16	19	17	17	18	19	20	20	18	18	20	19	20	20	22	20	23	21	20	23	24	23	24	24	25	27	26	27	27	31	30	0	1	2	3	4	3	4	0	6	4	9	4	9	5	4	6	12	14	7	17	4	14	14	13	17	13	31	33	16	15	15	31	0	10	34	26	22	34	25	15	27	32	35	13	13	54	37	40	31	29	16	46	22	16	47	29	47	54	47	34	43	44	47	47	25	60	60	55	67	54	66	69	65	73	66	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	2	1	2	1	6	2	2	2	2	1	1	1	3	3	1	1	1	2	1	1	1	1	1	2	2	2	2	2	3	1	1	2	3	2	4	1	2	4	2	2	1	1	3	3	2	2	1	3	4	2	2	2	1	4	1	2	2	3	2
18500	-430.497985549162422	-437.353473500121822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670748396758495	-2	1	2	3	6	5	7	7	7	5	8	10	9	10	11	13	12	13	13	13	14	13	13	14	14	13	13	14	16	15	13	14	13	16	15	13	15	16	16	16	17	17	16	15	16	19	17	18	19	18	21	19	20	17	19	19	20	20	21	21	20	21	21	22	23	23	25	24	25	28	26	26	27	29	31	0	1	2	3	4	4	4	0	10	4	9	6	9	11	12	15	13	12	15	17	22	15	14	12	31	17	12	33	25	26	13	31	0	19	22	9	22	23	17	17	27	14	16	22	25	42	37	29	41	45	34	42	44	21	47	39	22	15	55	34	22	54	55	59	34	60	60	64	65	51	51	69	71	60	74	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	3	1	1	1	2	2	3	1	1	1	2	1	1	2	1	2	1	2	2	2	2	3	3	1	3	4	2	1	1	4	1	2	1	1	2	2	1	1	5	2
19000	-407.166022736460206	-414.021510687419607	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669461834490837	-2	0	2	5	7	4	6	5	6	7	8	9	11	9	12	11	12	13	11	13	13	13	14	14	16	12	12	14	15	14	13	15	13	14	13	16	15	16	17	16	18	16	18	17	17	18	17	17	19	20	20	19	19	19	19	20	21	20	20	21	23	22	21	21	25	23	24	22	23	27	26	27	26	30	32	0	1	2	3	3	3	6	0	6	4	5	7	9	10	5	12	13	19	4	13	14	14	22	18	17	19	13	33	13	26	27	27	0	11	14	26	15	22	36	15	32	31	34	40	21	32	37	13	41	45	40	42	35	22	47	39	47	54	47	54	58	54	59	47	66	51	60	57	51	65	66	69	67	73	74	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	3	2	2	1	1	1	3	1	2	2	1	2	2	1	2	1	2	2	1	3	2	1	2	2	1	1	1	2	2	1	3	1	2	1	1	1	1	1	2	2	3	1
19500	-424.222646309847903	-431.078134260807303	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616847765152068	-1	1	2	3	5	5	6	7	5	8	9	9	10	11	11	11	12	12	13	14	13	13	14	15	16	11	14	13	14	16	14	15	11	15	15	14	15	16	15	15	19	17	18	16	17	19	16	18	18	19	21	19	17	19	19	19	19	19	21	21	23	21	22	24	24	23	23	23	25	27	26	26	28	30	31	0	1	2	3	4	4	4	0	3	4	9	9	6	11	12	12	11	16	15	17	18	11	22	12	17	13	10	33	13	36	7	31	0	16	21	26	12	21	17	22	32	31	35	21	34	31	37	40	25	45	25	42	21	35	47	45	47	44	55	53	54	54	55	59	67	51	60	57	66	67	67	69	60	73	74	1	1	1	1	1	1	2	1	2	2	1	3	2	2	1	1	1	1	1	1	1	3	1	3	2	1	5	1	2	1	4	1	1	3	1	2	3	2	2	1	1	2	1	2	2	2	1	2	1	1	3	1	2	2	2	1	2	1	1	2	2	1	2	2	1	1	1	1	1	3	1	1	3	1	1
20000	-476.562422841519663	-483.417910792479063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544131448167456	0	1	3	4	6	6	7	6	6	7	8	10	10	11	10	12	11	13	10	13	14	12	14	14	15	13	12	13	14	16	14	13	12	14	15	15	15	16	17	15	18	14	17	16	16	19	17	18	18	19	20	20	20	18	19	19	20	20	21	21	24	22	20	23	23	23	24	22	24	27	26	24	28	30	31	0	1	2	3	3	4	3	0	3	4	9	10	11	12	4	19	4	15	5	11	14	10	12	17	13	15	10	33	12	26	22	22	0	19	14	10	18	23	16	6	27	12	35	14	13	41	19	40	31	39	16	42	44	43	37	40	55	12	57	53	65	58	47	59	60	34	60	47	58	60	60	60	67	73	74	1	1	1	1	1	2	2	1	1	2	1	3	1	1	2	2	3	2	2	3	2	3	2	2	2	1	3	1	2	2	1	1	1	2	2	4	1	1	2	4	2	2	1	2	4	1	3	2	3	1	4	3	1	1	2	3	1	4	1	1	1	2	2	1	2	3	2	2	3	2	2	2	2	1	1
20500	-421.897004935506288	-428.752492886465689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701942698711188	-2	0	2	5	6	4	6	7	7	8	9	7	10	10	11	11	13	12	12	13	14	12	14	14	16	13	14	14	14	15	12	15	13	15	16	15	14	17	17	15	18	15	18	17	16	18	17	18	18	20	20	19	17	19	19	20	21	19	22	22	24	21	21	23	24	21	24	23	24	26	26	27	27	31	32	0	1	2	3	6	3	4	0	5	12	9	6	7	10	9	12	15	15	12	15	22	14	14	18	17	13	13	33	13	26	13	31	0	10	21	29	14	23	17	27	32	27	21	21	19	27	37	40	27	45	43	25	35	44	43	45	55	44	57	66	54	58	55	55	60	17	34	57	60	65	67	60	70	73	74	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	1	1	1	2	1	2	2	2	1	2	1	2	2	1	5	1	1	2	2	2	1	1	1	2	2	3	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	4	4	1	1	1	1	3	1	1	1
21000	-438.538048407575388	-445.393536358534789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590137064002605	-1	1	2	5	7	6	6	6	6	8	8	8	11	10	11	11	11	13	12	13	14	12	15	13	15	12	12	14	16	15	13	15	13	15	16	16	14	16	15	15	18	18	16	16	16	18	17	16	18	18	20	20	20	18	20	20	20	19	21	22	23	21	21	23	23	22	24	22	25	27	26	27	28	30	32	0	1	2	3	9	3	3	0	3	9	4	6	12	9	6	12	12	16	17	7	22	17	22	16	13	13	13	33	25	26	13	31	0	16	22	26	15	15	4	17	45	40	21	22	17	32	37	39	32	39	34	45	54	16	39	50	47	35	54	51	62	58	47	59	60	51	35	57	60	51	67	60	72	65	74	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	2	2	1	1	4	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	3	5	2	1	2	1	2	4	1	2	1	2	1	2	2	1	3	2	1	2	1	1	1	2	2	2	1	1	1	4	1	1	4	1	3	1	4	1
21500	-412.460561868469767	-419.316049819429168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642358659445888	0	1	2	4	6	3	5	7	7	6	9	9	10	11	11	12	13	13	11	13	14	13	14	14	15	13	14	14	15	15	12	14	13	16	15	16	14	16	16	16	19	16	18	16	17	18	16	18	16	20	20	19	19	19	19	17	21	20	20	21	23	22	21	21	23	24	24	23	24	26	26	26	27	29	32	0	1	2	6	6	3	6	0	7	4	9	7	5	6	10	9	14	15	9	14	22	14	22	19	13	16	31	33	17	26	13	31	0	29	14	26	16	14	19	25	49	27	14	21	39	42	35	40	32	25	34	42	44	35	47	25	59	35	55	12	54	58	59	47	51	34	60	57	51	61	67	66	51	66	74	1	1	1	1	2	1	1	1	1	1	1	2	2	4	2	3	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	3	3	1	1	1	3	1	1	1	1	1	1	3	2	2	2	2	2	1	1	2	1	5	2	1	1	2	1	3	1	1	2	2	1	1	3	3	2
