step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
1	-4289.973483590254546	-4288.511401505736103	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.949560188591272	0	4	4	5	6	7	6	8	10	12	12	14	13	15	18	19	20	21	21	22	22	25	26	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	3	4	5	6	6	7	7	8	9	10	10	11	11	11	11	13	13	13
500	-196.503915863161723	-194.866285304845917	-1.637630558315810	0.000010031658709	0.000014487658672	1.444193736245791	0.513356851965900	0	3	5	5	5	8	7	9	10	11	13	14	13	15	15	19	20	21	20	23	23	25	27	25	0	1	1	2	0	4	4	5	8	5	9	10	9	11	10	15	16	16	16	15	15	15	0	21	1	1	2	2	1	2	1	2	1	4	2	2	1	1	3	2	1	1	1	6	6	7	1	1
1000	-161.840749933747816	-160.023999292070982	-1.816750641676822	0.000010078578424	0.000018944985047	1.879727899073379	0.604559420239134	1	2	4	4	7	6	6	8	10	12	13	14	11	14	19	17	21	21	21	22	23	23	26	24	0	1	2	2	0	4	4	5	5	8	8	10	8	11	12	12	16	16	16	19	19	20	0	22	1	1	2	1	1	2	1	1	2	1	3	1	1	1	2	1	2	3	2	1	2	1	1	1
1500	-125.320113591662221	-123.566924864028920	-1.753188727633296	0.000010033755041	0.000017300847066	1.724264444860357	0.830807494789968	0	5	3	5	6	7	6	8	10	11	12	15	13	14	17	19	20	22	21	23	23	25	26	26	0	3	1	3	0	4	4	5	5	8	9	10	9	11	12	15	16	17	16	19	19	20	0	22	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1
2000	-133.568184088633359	-132.119876846693984	-1.448307241939370	0.000010001858636	0.000003378502822	0.337787499840492	0.838315227802158	0	3	4	5	6	7	7	9	10	11	11	14	12	14	16	19	21	21	21	22	22	24	27	25	0	1	2	2	0	4	4	5	5	8	5	10	11	11	12	15	16	16	16	19	19	20	0	22	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1
2500	-124.703066174261949	-123.286934728705987	-1.416131445555963	0.000009928709270	0.000008573150749	0.863470821494128	0.970747979200356	1	3	2	5	7	7	6	9	10	12	11	14	13	14	18	19	20	21	21	23	23	24	26	25	0	3	1	2	0	7	4	5	8	9	8	10	11	11	12	15	16	16	16	19	19	20	0	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
3000	-136.873531197220586	-135.227154450362093	-1.646376746858507	0.000009878751319	0.000014476357068	1.465403531391990	0.640944504321223	0	3	4	6	4	8	5	8	8	12	12	14	13	14	18	20	19	22	20	22	22	24	26	25	0	1	2	7	0	4	1	5	5	9	9	10	11	11	12	17	15	17	17	19	19	20	0	22	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1
3500	-121.637761216435479	-120.032471727286890	-1.605289489148589	0.000010058411565	0.000013734896702	1.365513492174149	0.927224474006642	1	4	3	6	6	6	5	8	10	12	12	14	14	15	17	20	19	21	21	22	23	24	27	25	0	1	1	7	0	7	1	5	8	9	9	10	11	11	12	17	15	17	16	19	19	20	0	22	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-139.183508284080204	-137.818902997760347	-1.364605286319853	0.000011179099679	0.000007100274769	0.635138336041542	0.808448667090345	0	4	3	6	6	8	5	9	10	12	13	14	14	15	17	20	19	21	20	22	22	24	25	25	0	1	1	7	0	4	2	5	8	9	8	10	9	11	12	17	15	17	17	19	19	20	0	22	1	3	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1
4500	-128.844776690220215	-127.360177988615021	-1.484598701605186	0.000010680863150	0.000011334628948	1.061209079144949	0.857622976123750	-1	4	3	6	6	7	5	8	9	12	13	15	14	16	17	20	19	22	21	22	22	24	26	26	0	3	1	7	0	7	2	5	5	9	9	10	11	11	12	17	15	17	17	19	19	20	0	22	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
