step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
5000	-133.455469009027723	-131.829011724827268	-1.626457284200457	0.000012139592230	0.000017202569671	1.417063221307477	0.813963717449053	1	4	4	4	7	8	6	8	11	12	11	14	12	13	16	20	19	21	21	22	23	25	27	26	0	1	1	1	0	7	4	5	5	9	8	10	11	11	12	17	15	17	15	19	19	20	0	22	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1
5500	-120.440269248316469	-118.799796794071071	-1.640472454245397	0.000015825050304	0.000022963536315	1.451087729484637	0.867149155630951	1	3	2	5	6	7	6	8	10	12	12	14	13	16	17	20	19	21	20	23	22	24	26	25	0	1	1	2	0	7	4	5	5	8	9	10	11	11	12	17	15	16	17	21	19	20	0	22	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6000	-123.235966558896720	-121.792577855028995	-1.443388703867721	0.000019539569692	0.000018501803779	0.946889008827698	0.943137619642742	1	3	2	4	5	7	6	8	10	11	12	14	13	15	17	19	20	22	20	23	23	25	27	26	0	1	1	1	0	7	4	5	8	8	8	10	11	11	12	15	16	16	16	19	19	20	0	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
6500	-137.301048081840207	-135.940166705171407	-1.360881376668792	0.000025929419535	0.000014591906273	0.562754837335626	0.642131209005891	1	4	3	5	6	8	7	9	7	11	13	15	12	15	18	20	20	21	20	22	22	25	27	26	0	1	1	2	0	4	4	5	5	9	8	10	8	11	12	12	15	12	15	19	16	20	0	22	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	1	2	2	1	1	1	1	1
7000	-115.965681007896805	-114.469464961686569	-1.496216046210239	0.000055640760107	0.000016543180505	0.297321252863099	0.861808592405413	0	4	3	5	6	8	6	8	9	12	11	14	13	14	18	19	21	21	21	22	22	26	26	26	0	3	1	2	0	4	4	5	5	9	9	10	11	11	12	15	16	16	16	19	19	20	0	20	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2
7500	-130.895530212487898	-129.157852020030333	-1.737678192457560	0.000098858457224	0.000019029606277	0.192493457930820	0.663945239784431	0	5	4	6	6	7	6	8	10	11	13	14	12	16	18	19	19	21	22	22	20	24	25	25	0	3	1	3	0	7	1	5	5	8	8	10	9	9	12	12	15	17	16	15	17	20	0	22	1	1	2	1	1	1	4	1	2	2	2	2	1	2	2	2	1	1	2	2	1	1	1	1
8000	-132.349786524638574	-130.377134570959072	-1.972651953679514	0.000069856702796	0.000009986337487	0.142954606885320	0.680074346149429	1	5	4	5	5	6	7	9	10	13	13	15	14	15	19	19	20	22	21	23	21	25	25	25	0	3	1	3	0	4	4	5	5	8	8	10	11	11	12	12	16	16	16	15	17	20	0	20	1	1	2	1	1	1	1	2	3	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2
8500	-116.731224035149282	-115.369103886387791	-1.362120148761490	0.000064112875261	0.000034284752986	0.534756128880402	0.846685955149776	0	3	4	5	6	7	6	8	9	13	12	15	13	14	17	18	20	22	22	22	19	24	25	25	0	1	1	2	0	4	4	5	8	11	9	10	11	11	12	15	16	17	21	21	16	20	0	22	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1
9000	-127.533939005592075	-125.824121515693548	-1.709817489898525	0.000050547798347	0.000010136180981	0.200526656212729	0.651745415638409	-1	3	5	5	5	7	6	8	10	12	12	14	14	13	18	18	21	22	21	22	20	25	26	26	0	1	2	2	0	4	2	5	5	9	8	9	9	9	12	12	16	17	21	21	15	20	0	22	1	2	1	1	1	1	2	2	3	1	2	2	2	1	2	2	1	1	1	1	2	1	1	1
9500	-118.877367941867661	-117.094104087571722	-1.783263854295937	0.000078312124998	0.000014143380555	0.180602691535995	0.739221929704145	0	4	2	5	6	7	7	9	9	13	12	14	13	16	18	19	20	21	22	23	21	24	27	26	0	3	1	3	0	4	4	5	5	8	9	10	8	11	12	15	16	15	21	21	17	20	0	22	1	1	1	1	1	1	1	2	1	2	2	1	3	1	2	1	1	1	1	1	1	1	1	2
10000	-105.688533412877192	-103.887079558005951	-1.801453854871236	0.000084574347759	0.000014905031543	0.176235843823868	0.816701142966153	1	4	3	5	7	8	6	8	10	12	12	14	14	16	18	19	20	21	22	23	20	24	26	25	0	3	1	3	0	7	4	5	5	9	9	10	11	11	12	15	16	15	21	21	16	20	0	22	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
10500	-113.473387487596739	-111.518325613030683	-1.955061874566063	0.000121245130625	0.000017683079176	0.145845685386120	0.932909777975956	1	4	4	4	6	6	7	9	11	13	12	14	14	15	18	20	19	22	20	21	21	23	26	25	0	1	1	1	0	4	4	5	8	9	8	10	11	11	12	17	15	16	15	19	19	20	0	22	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
11000	-109.260863195647900	-107.438089690868537	-1.822773504779367	0.000098801751166	0.000016930725089	0.171360577005480	0.778226224167481	1	3	3	5	7	7	7	8	10	12	12	14	14	14	17	20	19	22	22	23	21	25	26	26	0	1	1	3	0	4	4	5	5	9	9	10	11	11	12	17	15	16	21	21	17	20	0	22	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
11500	-115.022025999736272	-113.657480510210675	-1.364545489525598	0.000086205995984	0.000044102481775	0.511594133005294	0.839600894224174	1	5	3	5	6	7	7	8	10	12	12	14	13	15	18	19	20	21	22	23	21	24	26	26	0	3	1	3	0	4	4	5	5	9	9	10	9	10	12	15	16	16	21	19	17	20	0	22	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2
12000	-128.964362493938296	-127.545107272624008	-1.419255221314279	0.000111785783091	0.000041545931001	0.371656661984889	0.661251946598002	1	5	3	5	6	7	3	8	11	12	10	14	13	14	19	18	20	21	21	23	23	26	26	25	0	3	1	7	0	7	1	5	8	9	5	10	9	8	12	14	16	17	15	19	19	20	0	20	1	1	1	1	1	3	1	1	2	1	2	1	1	3	3	1	1	1	1	2	1	1	1	1
12500	-111.709657806101944	-110.284638431220458	-1.425019374881492	0.000080793373704	0.000029415668380	0.364085159855879	0.836734619408825	0	4	3	5	6	8	7	8	11	12	13	15	14	15	17	19	20	21	20	22	22	23	26	24	0	1	1	3	0	4	4	5	8	9	9	10	11	11	12	15	15	16	16	19	19	20	0	22	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1
13000	-105.973967976370417	-104.545310646603113	-1.428657329767307	0.000057797315114	0.000020781388852	0.359556301372519	0.801937997921066	1	3	4	5	6	7	6	9	10	12	12	14	14	15	18	19	20	21	21	22	22	23	27	26	0	1	1	2	0	7	4	5	5	8	9	10	11	11	12	15	16	16	16	19	19	20	0	22	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1
13500	-113.648758975027803	-112.155397959212749	-1.493361015815054	0.000107317869083	0.000032128646235	0.299378346864250	0.710244422334600	1	3	4	6	6	8	6	8	11	13	12	14	13	16	17	19	21	21	21	23	20	25	27	25	0	1	1	2	0	4	2	5	8	11	8	11	8	11	12	15	16	16	21	19	16	20	0	20	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1
14000	-106.466629398934217	-105.050743409393718	-1.415885989540505	0.000062017596645	0.000023339260683	0.376332878823345	0.915802842662005	0	4	4	5	7	7	6	9	11	12	12	15	13	15	18	19	20	21	22	23	21	25	26	26	0	1	1	3	0	4	4	5	5	8	9	10	9	11	12	15	16	16	21	21	16	20	0	20	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
14500	-119.188474116100224	-117.259850232748875	-1.928623883351348	0.000068421819453	0.000010289713543	0.150386435581453	0.755562391889995	0	3	4	5	7	7	7	8	10	12	11	15	12	12	17	19	21	22	22	22	20	25	27	26	0	1	1	2	0	4	4	5	8	9	8	10	5	11	12	15	16	17	21	21	12	20	0	22	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1
15000	-126.839033112818782	-125.345863990126688	-1.493169122692092	0.000051279945883	0.000015359262335	0.299517912329548	0.915246329644296	-1	4	3	5	6	6	7	9	10	12	11	15	12	15	16	18	19	19	21	23	23	25	26	26	0	1	1	3	0	3	4	5	8	8	8	10	11	11	12	15	16	16	16	19	17	20	0	22	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
15500	-110.404618069967498	-108.869856669109808	-1.534761400857684	0.000076917993246	0.000020967960068	0.272601496518168	0.879812288082088	0	2	4	5	7	7	6	9	11	12	12	14	13	16	19	17	20	21	21	22	22	25	27	26	0	1	1	3	0	4	4	5	5	8	8	9	9	11	16	12	16	17	17	19	19	20	0	22	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
16000	-123.249419590609293	-121.775139826676494	-1.474279763932805	0.000099126262730	0.000031139441780	0.314139168796471	0.701018724423527	1	3	3	4	6	8	6	9	10	12	12	15	12	15	18	19	20	20	21	23	22	26	26	25	0	1	1	2	0	4	4	5	5	9	5	8	9	13	10	15	16	15	16	19	19	24	0	20	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1
16500	-117.518395826360432	-115.612708476861258	-1.905687349499179	0.000106141472488	0.000016402074767	0.154530311129021	0.779128721421415	1	5	3	5	7	8	6	8	10	12	11	14	14	14	18	20	21	21	20	23	22	25	26	25	0	1	1	3	0	7	4	5	5	8	8	10	9	5	12	15	16	16	15	21	19	20	0	20	1	1	1	1	1	1	1	1	2	2	1	1	2	4	2	1	1	1	1	1	1	1	1	2
17000	-125.705179585136435	-124.081211587833906	-1.623967997302529	0.000112556797722	0.000025897605847	0.230084778268740	0.816106391684952	0	3	4	5	7	6	5	8	10	12	12	14	13	16	17	19	20	22	21	23	22	24	27	26	0	1	1	2	0	4	2	5	5	9	9	8	9	9	12	15	15	17	16	19	19	20	0	22	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	3	1	1	1	1	1	1	1
17500	-126.929691143285723	-125.197795783535497	-1.731895359750225	0.000088500185488	0.000017178696791	0.194109161425590	0.620273259110485	0	3	2	5	7	8	6	8	10	11	12	15	13	14	17	19	21	22	21	22	23	26	27	25	0	3	1	3	0	4	2	5	8	5	8	10	5	11	11	15	16	16	16	15	19	20	0	20	1	1	1	2	1	1	1	1	1	2	2	2	3	1	2	1	1	1	1	2	1	2	1	1
18000	-113.382898411107988	-111.595874476966387	-1.787023934141598	0.000104291681474	0.000018739502879	0.179683581799368	0.789625513748226	1	3	3	5	6	8	6	9	11	12	13	14	12	15	16	19	20	21	21	22	22	24	27	26	0	1	1	2	0	7	4	5	5	8	13	9	8	9	12	15	16	17	16	19	19	20	0	22	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
18500	-122.100894279805672	-120.279487036440614	-1.821407243365054	0.000129092022376	0.000022160652346	0.171665544764563	0.833533213099578	1	5	4	5	6	8	7	9	9	12	12	14	13	15	18	19	21	22	20	22	22	24	26	25	0	1	1	3	0	3	4	5	5	9	8	10	11	9	10	15	16	16	15	19	19	20	0	22	1	2	2	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1
19000	-111.722382951860766	-110.165883953122346	-1.556498998738426	0.000082536884813	0.000021515783346	0.260680826447526	0.890101544815534	1	5	3	5	6	7	6	8	11	12	13	15	13	16	17	19	20	21	22	22	21	24	25	26	0	3	1	3	0	4	4	5	8	5	9	10	9	9	12	15	16	16	21	21	17	20	0	22	1	1	1	1	1	1	1	2	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1
19500	-118.011046678027114	-116.340160705093510	-1.670885972933611	0.000066405069661	0.000014138999135	0.212920477409680	0.610163269837782	0	2	4	3	6	8	6	8	10	12	12	14	14	14	18	19	21	21	21	22	22	24	25	25	0	1	1	1	0	7	3	5	8	8	5	10	11	11	10	15	16	15	15	19	19	20	0	22	1	1	2	2	1	1	1	1	1	2	2	1	1	1	3	1	2	1	2	1	1	1	1	1
20000	-106.089574915163382	-104.666590983284223	-1.422983931879156	0.000085074188580	0.000031196770156	0.366700766436231	0.753249416482564	1	5	3	5	6	7	6	8	10	12	12	14	14	15	19	19	20	21	21	22	23	25	26	26	0	3	1	3	0	7	4	5	5	9	9	10	11	11	12	12	15	16	16	19	19	20	0	22	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1
20500	-113.131108716261338	-111.131022913281441	-2.000085802979902	0.000116433921634	0.000016142170387	0.138638037441009	0.721391284161220	1	4	3	5	6	7	7	8	10	11	12	15	11	14	18	19	20	21	22	23	22	24	26	25	0	1	1	3	0	4	4	5	5	9	9	10	8	11	12	15	16	16	16	21	16	20	0	22	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1
21000	-122.778756658513302	-120.949670864605508	-1.829085793907793	0.000089993369883	0.000015295666945	0.169964375871553	0.695929660839437	1	4	3	5	6	7	6	9	10	12	12	14	12	15	17	19	20	21	21	22	23	24	26	25	0	1	1	2	0	4	4	5	5	8	9	10	8	13	8	15	16	15	16	19	16	20	0	20	1	1	1	1	1	1	1	2	2	2	1	1	2	1	4	1	1	2	1	1	3	1	1	2
21500	-105.823850853389601	-104.457890968591514	-1.365959884798084	0.000057636146506	0.000028935305426	0.502034004351599	0.895437054496326	1	3	4	5	7	7	5	8	10	12	12	15	14	16	18	19	20	20	21	22	22	25	26	26	0	1	2	2	0	4	2	5	8	9	8	10	11	13	12	15	16	16	17	19	19	20	0	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
22000	-101.465717049203121	-99.388297568599313	-2.077419480603811	0.000109780621747	0.000014006801662	0.127589017432717	0.945167935782568	0	4	2	5	6	8	7	8	10	12	12	14	13	15	18	19	20	22	21	22	22	24	26	26	0	3	1	2	0	4	4	5	8	5	9	10	11	11	12	15	16	17	17	19	19	20	0	22	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
22500	-117.660323100384744	-115.200504309512056	-2.459818790872696	0.000104177031172	0.000009303551443	0.089305208049528	0.684686499736400	0	5	3	6	7	6	4	9	10	12	12	14	14	14	18	19	21	21	21	23	23	24	26	26	0	3	1	7	0	7	3	5	5	9	9	10	11	8	12	15	16	15	16	19	19	20	0	21	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
23000	-129.407605998128730	-128.033098252961395	-1.374507745167338	0.000087681231233	0.000040628911921	0.463370682061349	0.593919766673383	1	4	4	6	7	8	5	9	10	12	11	15	12	15	19	19	20	22	21	22	23	25	25	24	0	1	1	3	0	7	1	5	5	9	5	11	8	11	12	12	16	17	17	19	19	24	0	20	1	2	1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1
23500	-109.264401049017025	-107.833019637663114	-1.431381411353916	0.000078298680717	0.000027896242285	0.356279850808534	0.822844088272760	0	3	5	4	6	7	6	8	10	12	12	14	14	15	18	19	21	21	21	23	23	25	27	25	0	1	2	1	0	4	4	5	8	9	9	10	11	11	12	15	16	16	16	19	19	19	0	20	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1
24000	-125.397479222271386	-124.014119943708408	-1.383359278562978	0.000061189957539	0.000026739927130	0.436998622092670	0.561947615520709	0	3	4	5	4	8	6	8	10	12	12	14	13	16	17	20	19	21	19	22	22	25	26	26	0	1	2	3	0	4	4	5	5	8	8	8	11	11	12	17	15	17	15	19	19	20	0	22	1	1	1	1	1	1	1	2	3	2	2	3	1	2	2	1	1	1	1	1	2	2	1	1
24500	-127.086519083177549	-125.248282150743748	-1.838236932433805	0.000060186063243	0.000010109860819	0.167976775251320	0.558226783555069	0	4	4	6	6	7	6	8	8	13	11	14	13	14	18	19	21	21	20	22	22	26	26	26	0	1	1	2	0	2	2	5	5	8	8	10	11	8	12	15	16	15	15	19	19	20	0	20	1	2	2	1	1	2	1	2	2	2	2	1	1	4	2	1	1	1	1	1	2	2	1	2
25000	-136.923357801827677	-135.553522726680626	-1.369835075147060	0.000115205035984	0.000055505410524	0.481796737873467	0.754055707918655	1	3	4	5	5	6	7	7	11	11	12	14	14	16	17	20	18	19	21	23	20	25	27	26	0	1	2	3	0	4	4	5	8	8	8	10	10	12	14	17	15	17	21	21	18	20	0	22	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1
25500	-122.662238520922287	-121.253037892130322	-1.409200628791963	0.000051090248498	0.000019733374045	0.386245411310554	0.861285557845172	0	4	3	6	6	7	7	9	10	13	12	15	13	14	17	19	21	21	20	23	23	25	27	25	0	1	1	2	0	4	4	5	5	8	9	10	9	11	12	15	16	16	15	19	19	21	0	20	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1
26000	-117.760834646683122	-116.279122484441700	-1.481712162241425	0.000066699555985	0.000020554592568	0.308166857550832	0.691860269932831	1	3	2	6	7	7	6	8	10	12	12	14	12	15	18	19	20	20	20	22	23	25	27	25	0	3	1	1	0	4	2	5	5	9	8	10	9	11	12	15	16	15	16	19	19	20	0	21	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1
26500	-121.824439621014946	-120.026795343530182	-1.797644277484759	0.000094830336171	0.000016797682137	0.177134056622824	0.749189441566244	1	3	5	4	6	7	6	8	10	12	12	13	13	15	18	17	19	21	20	23	22	26	27	25	0	1	2	1	0	4	4	5	8	9	5	10	11	11	16	12	12	17	17	19	19	20	0	20	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	3	1	1	2	1	1	1	1
27000	-123.810104600497567	-121.889660379355163	-1.920444221142409	0.000085788353617	0.000013026240238	0.151841592581120	0.715894996002190	1	4	3	5	6	7	7	9	9	11	11	13	13	16	17	19	20	21	20	21	23	24	26	25	0	3	1	1	0	4	2	5	5	5	8	10	9	9	12	15	16	16	16	19	19	20	0	20	1	1	1	2	1	1	2	2	2	2	1	1	2	4	2	1	1	1	1	1	1	2	1	2
27500	-126.513149827799396	-125.152245861364406	-1.360903966434996	0.000053979140738	0.000030298857173	0.561306770714366	0.666133598611470	1	3	4	4	6	7	5	8	11	13	11	13	14	15	16	18	20	22	20	22	23	24	25	26	0	1	1	2	0	7	4	5	5	9	5	9	11	9	9	15	16	17	15	19	19	20	0	22	1	1	1	1	1	1	1	1	3	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1
28000	-109.831350613043384	-108.212976979056876	-1.618373633986502	0.000071238479882	0.000016550511290	0.232325441497594	0.798606251988720	0	3	4	5	6	7	7	8	10	13	12	15	14	14	18	19	21	21	21	22	23	25	27	26	0	1	2	1	0	4	4	5	8	9	8	10	11	11	12	15	16	16	16	19	16	20	0	22	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1
28500	-117.061655195760324	-115.651555258650731	-1.410099937109594	0.000058906720191	0.000022670742375	0.384858337067962	0.778657329121891	0	5	3	4	6	6	6	8	10	11	11	14	13	15	19	18	20	21	21	22	22	24	27	25	0	3	1	3	0	4	4	5	5	9	8	10	11	11	10	12	16	16	16	19	19	20	0	22	1	1	1	1	1	1	1	1	2	1	2	2	1	2	3	2	1	1	2	1	1	1	1	1
29000	-113.262670088747740	-111.559537808672019	-1.703132280075716	0.000083796160189	0.000016973102925	0.202552275505019	0.774013330438823	0	3	5	5	6	7	6	8	10	12	12	14	13	15	18	20	21	22	20	22	23	25	27	26	0	1	2	1	0	4	4	5	8	9	9	10	9	11	12	15	16	16	15	19	19	20	0	22	1	2	1	3	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1
29500	-116.396044612005596	-114.585158372126614	-1.810886239878978	0.000081151023720	0.000014124154724	0.174047770147646	0.813461557712533	0	2	3	5	6	7	6	8	10	12	11	15	13	15	18	19	20	21	21	22	23	23	27	25	0	1	1	3	0	7	4	5	8	9	8	10	9	13	12	15	16	17	17	16	19	20	0	20	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1
30000	-114.590502793300175	-112.867455265500865	-1.723047527799303	0.000101229212857	0.000019904952251	0.196632490649594	0.760239299221813	1	3	5	5	6	7	7	8	10	11	12	15	13	14	18	19	20	21	20	22	22	25	27	26	0	1	2	2	0	4	4	5	8	9	8	10	9	11	11	12	16	17	15	19	19	20	0	22	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1
30500	-129.072083366898681	-127.596324835201671	-1.475758531697009	0.000110198775079	0.000034484108053	0.312926418902860	0.560287134218815	0	5	2	5	6	7	7	9	8	12	12	15	14	15	17	19	20	21	21	23	23	25	26	24	0	1	1	3	0	4	4	5	5	8	8	11	10	10	12	15	16	16	16	19	17	21	0	19	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2
31000	-133.601508323244076	-131.866406497703139	-1.735101825540930	0.000103538868858	0.000020004752767	0.193210076447311	0.740154440341491	1	4	3	4	6	5	5	8	9	12	12	14	14	16	17	18	19	20	21	23	23	24	26	25	0	1	1	3	0	4	4	5	5	8	9	10	8	11	10	15	16	16	17	15	19	19	0	20	1	1	1	1	1	1	1	2	2	2	2	1	3	2	3	1	1	1	1	4	1	1	1	1
