step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-708.378681028476308	-717.429524408927705	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.223299032767286	1	2	1	3	4	4	6	4	4	5	4	7	7	11	8	6	7	7	7	8	6	6	7	6	6	8	7	9	10	9	8	12	9	9	8	10	12	8	9	9	9	11	10	9	10	9	10	9	10	9	10	12	12	12	11	11	11	11	10	10	11	12	11	10	13	12	11	12	15	13	11	12	11	11	15	13	14	19	14	13	20	13	14	14	15	14	17	22	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-296.656313637040739	-305.707157017492079	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.612839883954683	2	2	1	3	5	5	7	4	4	5	5	6	7	12	8	4	7	6	7	9	6	7	5	7	7	9	7	7	10	9	7	10	9	10	8	9	13	9	9	10	9	11	10	9	10	8	10	6	9	9	11	13	12	12	11	11	9	11	6	10	10	12	12	10	13	13	12	11	16	11	12	9	12	12	10	13	15	18	14	13	13	13	11	13	15	14	15	18	3	3	0	1	4	16	11	2	4	2	9	5	21	61	10	1	5	5	9	24	9	6	8	12	8	13	23	48	49	28	11	39	6	33	12	24	43	16	28	8	13	41	15	5	15	19	15	10	18	24	72	24	64	34	33	28	13	15	5	20	15	61	29	72	68	40	56	17	58	32	32	7	32	51	13	42	53	69	42	14	54	44	39	53	48	82	42	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-254.671866239743906	-263.722709620195246	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991988803668246	2	3	1	3	4	5	3	3	5	5	5	6	8	10	9	6	8	8	7	8	7	5	8	6	6	8	8	10	9	9	5	12	10	10	7	5	13	8	8	10	9	11	9	10	9	9	10	9	10	6	7	12	8	13	11	12	12	11	8	10	11	13	11	11	13	12	12	12	16	8	11	10	7	11	14	12	13	18	14	12	20	13	11	15	15	15	14	20	3	1	0	3	2	8	1	3	8	4	8	10	19	51	17	5	19	51	12	51	22	7	6	22	11	25	31	45	73	35	2	64	46	15	24	5	33	73	9	26	39	34	17	29	10	51	51	70	26	11	16	41	21	15	43	46	51	43	6	70	17	42	15	60	17	33	72	55	86	11	48	13	6	26	57	60	63	37	34	14	32	67	13	66	62	68	14	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-266.071055954181588	-275.121899334632928	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992201871754868	2	3	0	3	5	5	7	4	5	5	4	6	8	11	9	6	6	7	8	8	7	5	8	7	6	8	8	9	7	10	8	12	9	10	6	10	13	4	8	9	10	9	8	3	10	9	11	3	9	8	10	12	10	12	7	9	10	11	11	9	11	12	7	11	14	11	12	12	14	13	10	10	12	11	15	12	12	15	14	13	20	13	11	14	16	13	16	18	3	1	0	1	1	4	8	44	4	44	3	2	24	24	6	38	6	25	21	7	22	48	12	10	8	29	25	43	9	29	35	83	23	39	8	7	67	3	21	25	15	50	63	1	33	22	49	3	24	63	63	40	55	20	11	50	63	34	18	25	12	72	8	72	37	34	17	18	54	52	28	43	49	56	82	53	53	14	32	41	88	47	41	20	65	72	84	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-256.896525112923371	-265.947368493374711	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969990504062995	2	3	1	4	4	4	7	5	5	5	5	7	8	12	8	6	8	6	7	8	7	4	7	7	7	8	8	9	10	10	8	13	9	8	6	9	13	7	9	9	8	10	10	9	9	10	7	9	10	8	10	13	12	12	12	11	9	12	11	9	9	10	11	8	12	12	11	12	15	14	11	8	12	11	13	13	14	16	12	13	17	14	15	14	16	13	16	15	3	3	0	2	1	3	8	22	22	22	1	6	7	36	2	10	11	1	10	23	10	1	10	9	8	19	35	50	50	36	21	45	9	25	11	27	74	22	41	31	10	33	61	12	72	50	35	15	27	4	48	27	51	42	42	57	12	29	43	5	34	60	29	10	42	42	39	42	82	65	61	24	56	57	51	58	40	67	50	67	88	49	14	9	83	66	14	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-260.609830071881674	-269.660673452333015	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998160612776792	2	2	1	4	5	4	6	3	4	5	4	7	6	12	8	7	8	7	7	9	7	6	8	4	7	9	6	9	10	8	7	12	9	8	9	11	12	3	7	9	9	12	11	6	8	7	10	9	8	10	11	12	11	9	11	11	12	12	11	11	12	12	9	11	14	9	11	9	14	10	11	12	9	11	15	11	13	19	12	13	14	12	15	10	13	14	16	19	3	3	0	2	1	2	24	3	1	9	38	13	6	53	9	9	10	13	4	25	7	8	27	1	7	44	9	19	48	16	8	51	27	31	22	34	70	3	38	34	27	30	84	9	13	24	54	45	31	68	34	63	30	27	33	68	54	35	47	35	70	39	18	28	71	46	49	16	52	34	21	64	13	30	77	26	61	83	36	42	64	74	67	33	26	82	81	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-250.865293808254364	-259.916137188705704	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992506115462232	2	2	1	4	5	5	7	4	5	6	4	6	7	12	8	7	8	7	8	7	6	5	7	6	7	8	8	9	10	5	9	13	9	10	9	8	12	8	8	4	9	12	9	9	8	9	10	9	10	10	10	12	9	13	12	11	12	10	11	10	12	12	11	9	13	10	11	12	15	13	11	10	10	6	15	13	12	19	11	13	20	12	14	12	14	13	17	21	3	3	0	1	11	2	12	2	4	40	1	11	40	47	12	22	9	8	18	74	30	3	5	5	10	22	16	38	26	11	13	79	36	26	17	16	67	10	7	2	18	46	5	10	30	38	36	7	53	64	46	59	25	59	23	58	79	43	31	13	72	43	64	7	51	21	19	66	65	58	27	39	43	6	34	66	60	79	47	51	83	67	79	19	51	64	85	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-262.404020033655513	-271.454863414106853	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999723402176070	2	2	1	4	5	3	6	4	4	6	5	7	8	12	7	5	7	6	6	8	6	6	7	6	7	5	6	6	10	9	9	11	9	8	6	10	10	6	7	9	9	11	10	7	9	7	9	9	11	7	7	9	11	11	8	7	11	12	10	10	6	11	9	11	9	12	10	13	16	12	8	13	11	12	15	14	12	19	11	13	21	13	13	11	16	12	17	23	3	3	0	2	4	3	9	2	3	4	8	19	22	63	22	8	16	6	26	25	5	9	16	5	19	8	2	4	19	17	18	15	44	24	8	65	13	2	5	23	12	21	40	61	39	24	15	38	40	24	11	25	47	44	22	26	71	57	20	15	6	30	56	50	21	42	17	49	86	37	28	52	52	37	86	29	84	87	12	42	69	42	62	31	74	63	76	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-254.565812738556929	-263.616656119008269	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990079827270171	1	3	0	3	5	5	4	3	5	5	2	6	8	12	9	6	6	8	8	7	7	7	8	6	5	9	7	10	9	9	8	12	8	9	9	10	13	9	8	10	8	12	10	8	10	8	8	10	10	9	11	11	13	12	11	10	12	11	10	9	9	12	11	9	14	13	10	9	16	11	11	12	12	10	14	10	13	13	14	13	18	14	13	8	15	15	16	21	3	11	0	11	8	11	4	1	2	8	3	4	21	33	22	25	5	24	17	10	12	25	25	6	8	20	2	47	6	44	24	61	25	23	20	23	63	23	10	27	12	33	61	20	64	25	24	30	68	17	59	40	45	36	43	38	74	36	33	84	21	59	15	47	70	34	47	12	75	40	23	35	45	15	16	13	42	58	58	32	69	51	55	27	54	14	56	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-243.152942718205395	-252.203786098656735	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998608313838964	2	2	1	3	5	5	6	4	4	6	5	8	6	9	8	6	8	8	7	8	6	6	7	5	6	9	7	9	10	9	7	11	9	10	9	11	10	9	7	9	8	12	11	8	10	7	11	8	11	10	9	12	12	12	11	11	10	12	6	11	10	13	10	11	12	11	9	13	13	13	11	12	12	10	15	13	14	18	13	13	13	11	14	14	11	13	17	20	3	3	0	3	8	8	9	2	1	5	4	19	5	10	7	5	10	7	7	22	11	5	11	9	2	46	13	59	39	17	24	61	21	19	41	51	41	7	24	15	39	36	30	59	48	6	38	19	67	23	20	74	36	56	51	74	18	60	6	38	48	32	15	45	50	31	20	58	47	49	40	64	35	18	76	53	62	58	73	27	43	57	66	72	46	43	80	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
