step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
23000	-863.511681460387081	-870.367169411346481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608679419173807	-3	6	11	1	13	24	22	18	25	20	18	24	27	28	31	33	30	29	32	36	35	32	38	42	46	35	45	42	44	45	46	48	46	49	39	52	52	50	51	52	44	51	54	48	51	57	49	49	56	52	50	56	56	56	50	58	54	64	58	60	62	58	69	58	65	52	67	59	73	61	73	67	70	60	66	53	71	67	66	79	71	66	66	70	66	63	66	72	67	71	68	63	69	74	72	81	77	79	71	84	74	79	95	0	1	4	0	1	8	8	5	10	5	5	7	10	6	13	17	10	8	15	17	11	12	20	22	20	12	24	8	24	28	35	26	29	35	20	44	34	31	48	33	22	9	30	28	28	43	31	26	66	26	33	22	43	45	44	44	42	66	54	42	41	49	32	42	57	0	57	45	62	57	68	66	85	64	42	0	61	59	55	101	62	61	39	65	59	42	76	89	28	86	92	42	86	99	93	92	90	83	89	102	68	101	0	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	3	1	5	1	1	2	2	1	2	1	1	1	1	1	2	2	5	2	2	2	1	1	5	1	3	1	2	1	1	1	2	1	2	1	1	4	1	4	1	2	1	2	2	3	2	2	2	1	1	3	1	2	1	4	1	2	1	2	2	1	2	2	1	3	1	1	3	1	1	1	3	1	2	1	1	4	1	1
23500	-862.616546741124239	-869.472034692083639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642418478875239	-3	5	16	7	15	24	19	21	29	21	27	26	27	29	35	30	29	25	32	39	40	38	36	29	45	40	39	38	38	42	45	44	43	52	45	48	51	50	51	49	50	51	57	50	49	61	56	54	56	53	53	56	52	56	59	53	52	64	58	61	61	62	70	56	70	50	56	59	62	57	67	59	65	61	70	61	66	65	69	80	72	66	62	71	55	66	68	72	69	72	69	63	74	70	72	73	79	71	78	84	81	83	97	0	1	4	0	1	10	5	5	8	7	8	7	6	8	9	10	6	8	9	17	11	24	17	12	28	23	24	11	24	11	26	26	18	31	28	30	32	26	25	30	28	21	30	14	30	56	26	39	66	31	22	22	30	30	28	30	45	66	21	33	85	49	50	40	70	0	57	21	49	57	42	66	85	64	68	0	57	61	54	89	72	68	39	67	44	92	76	42	73	92	86	74	92	73	86	74	92	83	94	102	28	101	0	1	2	1	1	3	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	2	2	1	1	2	2	2	2	4	1	2	2	2	1	2	4	2	1	3	2	2	1	2	2	3	2	2	2	2	2	1	1	2	1	2	3	2	1	1	2	1	2	1	2	1	3	1	2	2	1	2	2	2	1	1	1	1	3	1	1	2	2	1	2	1	6	1	1
24000	-869.925954757167460	-876.781442708126860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640457104404516	1	4	9	4	15	23	20	20	22	17	25	25	27	32	32	33	30	30	32	34	40	38	37	43	46	42	45	40	35	45	41	48	55	48	49	51	51	39	54	52	47	55	56	54	50	61	53	51	56	51	49	61	59	59	48	57	55	63	50	63	54	60	71	61	73	51	63	60	73	58	68	53	68	55	71	55	67	62	67	72	74	67	66	72	66	67	66	72	74	71	68	61	71	65	71	76	75	79	79	76	80	86	95	0	1	4	0	2	1	5	5	10	5	7	7	5	10	18	13	10	7	12	6	11	18	17	22	20	23	8	11	6	13	20	26	40	31	20	21	32	20	48	51	7	21	21	11	30	43	26	31	72	35	6	24	44	44	21	59	36	72	41	44	21	49	50	74	57	0	57	21	62	57	42	66	68	30	85	0	57	42	55	85	58	59	39	57	59	92	76	73	73	86	92	74	92	43	86	64	86	83	68	73	42	100	0	1	1	1	1	2	3	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	3	2	1	2	1	3	2	1	4	1	1	1	1	3	2	1	1	1	1	3	2	2	6	1	1	2	2	1	1	4	2	1	1	1	1	1	2	1	2	2	1	4	1	2	1	2	3	2	1	3	1	1	1	1	1	1	1	2	1	2	3	1	2	3	2	2	1	2	1	2	1	2	2	1	3	1	1	3	1	3	2	1
24500	-903.031510464669736	-909.886998415629137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557068515064285	-1	3	17	9	13	19	22	19	24	13	28	22	29	28	32	33	34	27	29	37	38	31	30	45	42	43	41	42	43	41	37	47	52	44	54	52	47	42	48	52	51	50	52	52	43	61	52	51	53	52	52	56	57	56	58	59	49	63	60	61	63	58	67	63	68	48	65	53	73	59	72	64	60	52	69	59	70	65	69	75	74	64	68	58	66	67	65	72	66	71	68	62	71	65	77	77	77	76	78	80	83	87	95	0	1	4	0	1	10	1	1	5	1	10	5	6	7	7	9	23	9	6	10	16	11	12	22	13	31	13	21	12	21	5	26	24	31	26	45	20	31	31	13	22	28	30	30	20	44	34	39	66	34	24	14	45	28	42	42	45	66	40	33	42	49	50	51	57	0	57	21	66	57	78	49	54	9	82	0	57	42	68	73	66	42	39	57	68	92	76	43	73	86	64	74	92	73	90	93	91	83	21	94	99	100	0	1	1	1	1	2	1	2	4	2	1	2	2	2	2	2	1	1	1	1	5	1	1	1	2	2	1	1	1	2	1	3	1	1	2	2	1	2	2	3	3	3	1	2	2	2	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	2	2	2	1	3	1	2	2	4	2	1	2	1	6	1	1	4	3	3	2	2	1	3	2	3	2	2	3	1	1	2	2	2	1	1	1	2	1	5	1	2	1	1
25000	-895.825809926779357	-902.681297877738757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575388466789138	-1	5	16	6	18	22	21	16	28	19	21	26	24	31	36	37	32	28	33	39	37	35	30	37	36	43	39	43	43	42	43	42	55	48	49	53	51	46	45	47	51	50	52	48	48	52	55	54	54	49	41	54	59	57	55	57	56	62	58	59	57	62	68	63	69	46	65	57	73	60	72	64	67	59	67	54	69	65	68	78	72	57	68	65	58	67	66	67	71	69	69	65	72	72	75	80	76	71	79	82	66	86	85	0	1	4	0	1	7	10	2	6	1	8	2	6	9	6	9	23	10	7	17	18	5	12	6	23	32	5	11	22	14	18	10	14	31	26	30	32	31	20	22	22	30	30	14	24	30	28	39	66	31	22	29	36	30	41	44	45	66	42	33	42	49	50	41	70	0	70	43	49	57	79	66	59	41	82	0	70	59	54	75	58	42	18	57	42	92	76	44	59	92	74	74	92	101	91	64	86	83	94	89	85	100	0	1	1	2	1	2	1	1	2	1	4	1	4	1	1	2	2	1	2	2	2	2	2	1	2	1	1	2	3	2	2	1	2	3	1	2	3	1	1	1	2	2	1	2	2	1	2	2	1	1	1	2	2	2	3	1	2	1	2	1	1	1	2	2	1	2	1	2	1	3	1	1	2	1	1	2	1	2	1	1	2	2	1	4	2	2	1	2	3	2	1	2	1	1	1	2	4	1	1	2	2	2	1	1
25500	-882.805115952275173	-889.660603903234573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582086767946279	-4	7	10	7	13	21	20	22	23	20	24	25	29	32	28	34	33	29	34	35	38	36	37	41	42	44	43	44	46	48	42	49	49	54	46	49	51	49	53	52	50	52	54	44	49	59	58	51	53	53	51	59	59	48	55	60	51	65	57	57	60	62	70	60	72	51	67	58	71	61	73	65	70	57	72	64	71	58	68	77	68	66	66	71	65	62	67	75	66	70	68	69	65	75	72	82	77	73	82	79	82	85	95	0	1	4	0	1	2	2	2	10	5	5	1	10	9	11	12	9	6	15	17	11	8	17	12	20	31	22	21	22	44	14	25	24	31	26	44	35	26	31	33	27	28	30	5	44	43	34	38	66	31	22	22	45	28	44	43	45	66	28	41	42	49	50	22	67	0	70	24	49	57	55	66	78	22	79	0	57	21	42	78	66	68	34	57	42	74	76	79	59	86	52	93	86	73	91	74	64	83	94	89	80	100	0	1	2	1	1	3	2	1	2	1	1	2	4	1	2	1	1	1	2	2	1	2	3	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	1	1	5	1	2	1	1	1	2	1	4	1	1	3	2	1	4	2	1	1	2	2	3	2	1	2	4	4	2	2	3	2	2	1	1	2	3	4	2	2	2	1	3	2	2	1	1	1	1	1	1	1	2	1	5	3	2	2	3	1	1	1
26000	-838.870395432403711	-845.725883383363112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633553091423103	1	7	15	9	14	23	21	21	28	16	26	25	26	24	34	36	30	32	32	37	34	35	38	41	44	46	45	44	43	38	41	45	41	54	47	51	51	46	47	54	48	57	54	49	47	56	57	51	53	50	53	52	57	56	53	58	55	61	57	56	60	62	67	61	73	49	61	61	70	62	61	62	67	59	68	54	70	66	72	76	66	63	62	70	58	66	63	73	72	73	64	70	70	74	75	76	77	77	78	82	82	81	97	0	1	4	0	2	1	10	10	7	1	7	7	14	8	13	21	14	12	2	19	14	8	17	22	20	31	24	21	22	11	10	20	9	26	25	45	31	31	31	52	18	44	44	30	30	30	26	39	66	32	27	24	45	44	21	43	45	66	14	27	85	49	50	41	57	0	57	85	72	57	55	66	42	60	82	0	70	68	71	88	66	44	48	57	60	91	76	59	73	91	64	86	64	89	92	92	92	83	79	94	94	99	0	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	2	3	1	2	2	1	1	2	1	1	2	2	2	3	1	3	2	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1	1	2	2	2	2	2	1	1	2	4	3	1	1	2	2	4	1	1	1	2	2	1	3	1	1	2	1	2	1	2	1	2	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	4	2	1	1	1	1
26500	-860.882767095134454	-867.738255046093855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601888340627656	-1	3	14	10	13	23	20	17	29	17	24	28	20	30	32	35	25	30	28	35	33	36	31	41	43	42	41	43	33	43	45	52	51	53	48	45	46	49	50	47	43	56	56	48	50	57	49	54	52	52	52	57	57	59	52	60	53	63	56	51	62	58	70	58	69	49	65	53	71	56	69	62	69	65	72	62	68	68	72	77	60	65	62	70	61	68	67	74	73	69	63	67	65	65	73	75	77	77	81	83	79	88	92	0	1	4	0	1	13	8	5	8	2	10	7	5	13	19	11	10	13	6	17	11	9	17	22	9	20	29	21	9	21	26	31	40	31	26	21	20	25	31	41	22	21	21	30	36	44	26	39	66	35	9	22	36	59	28	43	36	66	68	41	59	49	50	27	57	0	57	45	49	57	82	66	61	52	82	0	70	68	71	94	66	68	39	57	68	93	76	43	85	93	64	93	91	85	74	92	74	83	89	89	88	100	0	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	2	1	3	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	2	3	1	1	2	1	1	1	2	2	3	2	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	2	1	1	3	3	3	1	1	3	3	1	2	2	2	2	3	2	1	2	3	2	1	1	1	1	2	1	1	1	4	1	2	1	1	1
27000	-845.305718015906223	-852.161205966865623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526859302303539	-2	2	16	10	16	23	22	21	28	17	19	26	26	31	36	32	31	28	33	35	37	36	35	44	41	42	45	46	42	44	44	49	53	49	40	51	50	46	51	45	47	53	54	46	49	57	56	54	55	52	48	55	60	60	57	59	53	64	60	64	64	62	71	62	67	54	66	52	70	58	69	67	67	66	70	60	68	65	72	78	69	61	64	71	65	63	68	72	71	71	58	68	60	69	76	80	79	80	80	77	78	85	96	0	1	4	0	2	8	1	5	2	2	1	5	6	8	19	6	12	8	5	17	11	7	17	22	17	35	22	29	7	19	21	35	41	35	9	44	35	26	31	5	22	28	30	30	30	43	34	39	66	34	27	18	45	68	68	28	45	66	68	12	68	49	50	52	57	0	57	28	49	57	55	66	59	91	82	0	70	54	71	61	66	55	47	57	28	93	76	9	73	92	40	93	91	61	92	74	93	83	75	94	88	100	0	1	1	1	1	1	1	4	1	4	2	2	2	1	2	1	1	1	1	3	1	3	2	1	2	2	1	1	1	3	3	2	2	1	2	1	1	2	1	2	5	2	2	1	1	1	1	1	1	1	1	1	4	2	1	1	2	1	2	1	5	2	2	3	1	2	1	2	1	1	1	2	2	1	1	3	1	2	1	1	1	2	1	2	5	2	2	2	6	1	1	2	2	1	1	2	2	3	3	2	1	2	2	1
27500	-858.595984536669221	-865.451472487628621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582287308922889	1	6	16	8	16	17	19	14	23	20	27	23	25	34	33	31	32	32	31	41	39	37	39	45	45	44	45	43	43	41	41	48	48	52	53	52	54	45	48	51	50	54	55	49	47	61	48	52	56	53	51	52	56	59	57	57	54	61	55	57	55	60	68	62	67	51	68	59	70	61	65	67	67	68	70	59	69	64	71	76	68	65	66	74	65	69	66	64	63	73	70	66	68	73	77	81	77	80	79	81	78	84	93	0	1	4	0	1	8	8	1	7	6	5	8	6	13	19	8	7	12	11	23	14	12	17	7	20	22	18	11	22	11	17	26	22	31	26	45	26	20	38	33	17	47	28	30	30	30	26	39	66	31	24	27	36	61	42	44	45	66	30	27	21	49	50	24	70	0	57	28	49	57	55	66	44	64	89	0	57	61	71	73	66	54	34	57	30	92	76	61	21	93	93	64	92	85	93	74	90	83	73	94	94	100	0	1	1	2	1	3	1	1	2	1	1	2	1	2	1	1	2	3	2	1	1	1	2	1	3	1	2	2	2	2	2	2	1	2	2	2	2	3	1	2	1	3	1	2	1	1	4	1	1	1	2	1	1	1	1	1	2	1	2	3	2	3	2	3	1	1	1	2	2	2	2	1	2	2	1	2	1	2	2	1	3	2	1	1	4	5	1	3	3	4	1	1	1	1	2	1	2	1	3	2	2	1	1	1
28000	-820.369499916231689	-827.224987867191089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618210911573007	-1	2	13	8	16	21	17	23	24	21	27	24	26	28	32	31	30	25	28	39	39	28	38	45	44	46	38	46	42	49	42	48	55	52	51	51	53	47	48	52	46	54	57	46	49	58	53	52	56	45	48	53	59	59	59	59	56	65	61	61	59	62	65	56	71	50	63	57	69	62	70	62	66	62	60	53	67	69	62	80	73	64	65	69	61	68	67	73	72	71	67	65	70	70	76	74	76	74	80	79	78	81	93	0	1	4	0	1	7	2	7	10	7	8	1	6	9	19	13	13	7	9	17	6	7	12	27	23	23	22	21	22	28	20	26	24	39	26	44	26	20	31	24	27	21	30	14	44	44	26	39	66	31	23	51	45	42	21	30	45	66	61	51	42	49	34	24	57	0	57	28	49	57	79	66	46	64	28	0	57	28	42	73	66	68	34	67	68	92	76	55	75	86	74	74	92	28	91	93	93	83	94	94	94	100	0	1	1	1	1	3	1	2	1	1	1	1	4	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	3	1	1	2	1	1	1	2	1	2	1	3	1	1	2	1	3	1	2	2	1	2	1	1	2	2	2	1	2	1	1	3	1	2	3	2	1	3	1	3	1	1	1	3	2	2	1	1	1	2	3	1	1	1	1	2	1	2	1	1
28500	-856.893208821963299	-863.748696772922699	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645730912424984	2	5	16	7	16	19	20	23	27	11	23	28	28	30	31	35	26	31	34	40	40	38	35	44	42	40	44	37	44	45	46	46	53	53	50	51	52	50	48	50	42	52	53	54	48	57	55	53	54	54	51	52	51	56	59	56	56	60	56	64	58	62	65	60	70	51	67	60	65	61	72	65	67	64	67	55	69	68	66	81	67	65	66	69	65	63	62	71	69	69	71	69	65	75	76	79	76	79	78	81	80	81	93	0	1	4	0	1	10	5	2	6	1	5	7	6	9	13	8	5	10	15	23	28	12	17	7	9	18	22	11	41	11	25	26	27	31	20	45	26	31	26	41	22	40	24	30	21	43	26	35	66	26	24	27	30	28	25	30	36	66	30	41	42	49	50	40	57	0	57	21	49	57	82	66	54	64	82	0	70	54	42	82	66	44	39	57	54	64	76	73	73	64	86	93	86	79	90	90	90	83	71	94	89	94	0	1	1	2	1	3	1	1	3	1	2	1	2	1	1	1	2	2	5	1	1	1	2	2	3	4	2	1	2	1	4	1	1	2	1	3	1	2	1	1	1	1	1	1	2	1	1	2	1	1	3	1	2	1	2	2	1	1	2	2	4	2	1	2	2	2	1	2	2	2	2	1	3	2	1	1	1	2	1	3	2	2	2	2	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1
29000	-817.997071466938223	-824.852559417897623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688304572062608	-3	3	13	8	15	21	22	20	26	12	24	27	27	31	31	28	31	28	34	38	37	36	34	42	40	43	43	44	39	47	43	46	50	53	52	51	49	46	50	51	50	55	52	54	53	57	44	53	56	49	55	50	59	58	49	58	55	66	59	61	58	60	71	60	67	51	66	53	71	60	69	66	66	64	64	60	70	67	63	79	66	68	63	73	61	67	67	70	72	72	71	69	75	72	75	74	78	77	79	77	82	88	92	0	1	4	0	1	5	2	5	8	2	5	7	6	7	16	13	9	7	14	23	11	17	17	14	6	10	22	11	22	28	25	26	22	31	26	30	32	26	31	10	24	68	30	43	36	30	14	39	66	26	52	24	45	42	28	68	45	49	52	40	68	49	50	40	57	0	57	52	49	57	55	66	42	40	85	0	57	42	59	89	66	75	39	77	61	64	76	73	73	86	92	86	74	73	92	74	93	83	94	78	99	100	0	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	4	1	2	1	1	1	1	2	2	2	1	1	1	2	5	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	3	1	2	1	2	1	2	2	3	2	1	3	1	1	2	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1
29500	-862.741397340405683	-869.596885291365084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593943850171275	-1	4	14	5	15	18	21	22	23	21	28	24	27	29	33	33	28	32	27	36	38	35	36	44	43	40	41	45	43	45	44	44	52	48	51	47	51	51	50	55	45	50	57	52	47	54	51	38	54	52	47	59	58	59	48	60	53	62	62	63	60	61	68	63	65	52	63	56	70	56	65	61	68	67	67	61	70	62	70	75	68	65	66	73	66	63	67	73	71	69	70	66	74	69	70	80	76	68	79	85	80	81	92	0	1	4	0	1	2	5	1	2	1	9	7	2	9	19	14	9	12	8	17	11	14	17	22	6	23	22	11	27	14	26	26	41	31	26	30	32	31	48	33	27	21	30	30	21	30	26	6	66	32	24	33	45	42	21	30	45	66	11	42	68	49	50	52	57	0	57	30	66	57	54	66	43	64	68	0	70	30	71	89	62	43	39	70	11	25	76	85	75	92	86	86	92	85	92	74	93	83	94	28	94	85	0	1	2	1	1	2	3	1	2	2	3	1	1	2	2	1	1	1	2	1	1	2	1	2	1	4	1	1	3	1	3	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	4	1	3	1	1	1	1	1	3	1	2	4	2	1	2	4	1	2	1	1	2	3	1	2	2	2	1	2	1	2	3	1	1	1	1	3	3	5	3	3	1	1	1	1	1	1	1	1	2	1	1	2	6	2	1	1
30000	-857.359048289205475	-864.214536240164875	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583106552155749	-2	6	13	5	16	19	19	18	26	22	27	26	29	32	36	36	34	28	32	38	37	34	38	36	45	45	43	42	45	48	41	48	48	48	53	46	49	51	52	53	48	47	57	52	51	61	53	49	50	51	53	57	58	60	55	60	59	62	58	65	53	60	70	61	71	45	61	56	66	53	64	63	69	68	64	61	67	66	70	79	67	65	69	71	67	63	66	70	71	71	67	70	72	72	73	83	77	76	83	81	82	87	96	0	1	4	0	2	2	2	2	10	8	7	10	9	10	14	9	10	12	7	10	18	18	16	12	20	31	22	11	27	28	17	31	27	26	32	28	20	34	48	33	20	18	30	30	36	30	17	31	66	34	33	14	45	61	28	44	70	66	21	41	28	49	50	40	70	0	70	28	49	45	46	66	59	64	21	0	57	68	71	89	66	68	39	57	42	64	76	59	59	91	86	86	86	42	91	74	93	83	43	5	89	21	0	1	1	2	1	2	2	3	1	1	1	1	1	1	2	1	2	3	1	3	3	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	4	1	2	2	2	1	3	3	2	2	2	2	2	2	1	2	3	3	1	1	2	2	1	5	1	2	3	1	2	5	1	3	2	3	1	2	2	2	1	1	2	2	4	1	2	1	2	5	9	1	8	1
30500	-873.026906145790349	-879.882394096749749	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564519951111483	1	4	17	10	17	18	12	20	23	18	28	26	25	32	32	35	29	32	34	34	39	34	36	34	44	41	42	39	40	41	44	47	52	53	50	46	51	44	50	53	49	50	52	48	48	58	53	54	55	52	50	58	56	60	57	52	54	62	61	61	60	59	66	56	67	52	65	58	75	61	74	64	69	65	69	59	69	64	68	69	70	65	67	68	65	65	65	74	69	68	67	66	61	70	75	78	76	75	76	79	77	87	97	0	1	4	0	7	2	1	2	8	2	13	5	9	8	7	13	9	6	9	9	11	8	14	6	18	20	24	11	22	11	20	25	51	32	26	30	31	10	26	27	24	28	30	30	30	56	35	39	66	26	27	16	45	21	41	28	45	66	14	51	28	49	35	27	57	0	57	42	62	57	79	66	68	64	82	0	57	61	59	30	58	59	39	57	68	93	76	61	82	93	93	93	64	68	92	74	92	83	80	28	80	94	0	1	1	2	1	1	3	1	2	1	3	1	1	1	2	2	2	1	3	2	1	2	3	1	2	2	2	2	2	1	3	2	1	1	1	1	1	1	3	4	2	2	2	2	1	1	1	1	1	1	2	2	4	1	2	1	2	1	2	5	2	2	1	3	3	2	1	2	1	2	2	1	2	3	1	1	1	2	1	1	3	2	2	2	3	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	8	2	4	1
31000	-882.986043086119139	-889.841531037078539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653718590233426	0	1	12	9	16	14	19	20	29	23	24	23	25	32	28	32	33	26	30	36	33	39	38	42	42	43	45	44	43	42	45	49	49	48	50	52	52	49	48	51	47	50	56	52	48	59	57	48	51	54	50	52	58	61	50	60	50	63	59	61	58	61	68	59	69	48	63	57	72	58	70	67	60	70	68	59	71	68	63	73	67	66	67	72	68	68	65	68	71	69	70	68	56	73	71	81	79	78	78	78	80	85	88	0	1	4	0	6	2	5	5	8	1	6	7	5	19	5	8	13	7	5	17	11	5	20	6	23	20	22	21	17	21	20	26	27	26	26	30	32	31	26	41	22	28	44	24	28	44	34	26	66	32	22	17	36	61	28	44	30	66	28	24	28	49	50	52	57	0	70	42	49	57	79	66	20	86	73	0	67	59	43	89	66	68	39	57	52	93	76	73	85	93	93	93	29	43	92	64	90	83	61	94	94	100	0	1	1	1	1	1	2	1	1	2	4	1	1	1	1	2	1	2	1	3	1	2	3	1	4	2	2	1	2	3	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	4	1	1	2	1	2	3	2	3	2	2	2	1	2	1	1	2	3	2	2	4	3	1	2	1	2	2	2	1	2	1	3	3	2	1	2	2	1	2	2	3	2	3	1	2	2	1	2	2	1	1	1
