step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
15500	-342.540673485247851	-340.918426007013522	-1.622247478234324	0.000169837143249	0.000039193150946	0.230769019052116	0.584976913937155	1	3	3	5	6	6	7	9	6	7	8	9	8	8	7	8	10	8	9	8	10	8	10	9	11	11	11	12	12	12	10	11	11	13	11	12	12	12	14	12	15	14	17	14	14	15	16	18	18	19	21	22	27	0	1	1	2	2	2	2	16	4	6	5	6	2	9	9	10	16	7	22	15	7	2	10	13	19	15	5	27	23	21	18	19	15	22	7	8	31	6	11	18	38	37	34	11	31	42	28	47	46	8	46	50	0	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	3	3	1	2	1	2	2	1	2	3	1	1	3	3	2	2	1	2	2	2	1	2	1	2	5	3	2	1
16000	-303.287562847449522	-301.409416222462937	-1.878146624986563	0.000128801326380	0.000020579843608	0.159779749062573	0.645752223851165	0	3	2	6	4	5	6	6	8	6	9	8	8	8	8	7	10	8	10	9	10	10	9	9	11	11	10	13	11	12	10	11	11	12	12	12	12	12	12	12	14	14	17	14	15	16	15	17	18	20	21	24	27	0	1	1	2	2	2	2	2	4	6	5	6	8	2	8	8	18	7	8	15	16	15	12	16	19	20	11	5	16	18	18	19	20	22	23	24	31	6	27	31	38	37	33	28	40	42	44	47	40	24	49	49	0	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	4	2	2	1	1	1	1	2	2	2	4	1	1	1	1	3	1	2	1	1	1	2	5	1	3	1
16500	-352.530224656438634	-350.794597625682627	-1.735627030756009	0.000150464546420	0.000029049223113	0.193063574136446	0.459041642655323	0	4	2	5	6	5	6	8	7	7	9	9	7	8	6	9	10	8	7	8	10	10	11	9	10	11	10	13	12	11	10	10	10	13	11	11	12	13	13	14	15	14	16	13	15	16	16	17	18	18	22	25	27	0	3	1	2	2	2	2	2	5	6	5	6	2	15	3	20	8	7	15	15	18	20	10	2	19	20	5	27	2	17	18	19	14	22	10	16	18	10	2	4	16	31	9	11	39	31	39	44	45	36	46	40	0	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	3	2	2	2	2	3	1	1	2	1	2	2	1	2	2	4	4	4	2	4	2	1	3	2	2	2	3	2	5	1
17000	-344.556726341621925	-342.858410053061732	-1.698316288560205	0.000180606425596	0.000036850325704	0.204036625955578	0.560710862910062	1	3	3	5	5	5	6	8	7	7	9	8	8	9	7	10	10	9	9	8	9	10	9	9	10	11	10	12	12	12	10	10	11	13	11	11	12	14	12	13	15	15	17	14	13	14	16	18	18	18	22	25	26	0	1	1	1	2	2	2	7	4	6	2	6	6	4	6	8	7	2	15	9	7	20	10	8	19	15	14	18	17	17	4	9	15	4	6	8	18	18	5	17	40	40	7	28	14	18	44	47	42	8	49	40	0	1	2	1	2	1	2	2	1	1	1	3	1	2	2	2	1	2	4	1	1	2	1	1	1	1	2	1	1	1	1	3	2	2	3	2	2	1	3	3	2	1	1	6	1	2	3	1	1	1	6	2	6	1
17500	-342.406777830584474	-340.388367499252354	-2.018410331332106	0.000176941827817	0.000024042368160	0.135877245400636	0.728936216616335	1	4	2	5	6	6	6	5	7	7	10	8	7	9	7	10	10	9	9	10	10	11	11	10	10	10	10	12	12	11	11	10	11	13	12	8	12	12	13	13	15	14	16	15	15	15	16	18	18	19	20	23	27	0	1	1	2	2	2	2	2	4	6	5	6	8	9	2	8	4	1	9	14	36	20	6	7	19	4	5	11	17	18	18	19	9	22	6	8	31	23	28	31	29	35	41	27	31	42	28	47	42	18	37	42	0	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	3	2	1	1	1	1	2	2	1	2	4	1	2	1	2	2	3	4	1
18000	-296.880204751498638	-295.226656115357002	-1.653548636141613	0.000095569749247	0.000020924826726	0.218948222539397	0.714730690106600	0	3	2	5	5	5	6	7	7	7	8	8	8	8	8	8	9	7	9	9	8	10	10	9	10	12	10	12	12	11	10	11	10	13	12	10	11	14	14	13	14	14	16	14	15	15	17	16	18	20	21	23	28	0	1	1	2	2	2	2	7	4	6	5	10	8	9	2	8	7	7	15	7	2	15	6	8	19	15	11	27	24	17	18	19	9	22	23	8	31	23	28	31	21	37	14	11	31	42	44	44	45	41	46	42	0	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	2	1	1	2	1	2	3	2	2	2	2	1	2	1	2	2	3	3	1
18500	-332.746306895364000	-330.802516694456017	-1.943790200907956	0.000172193933175	0.000025441999880	0.147752010834044	0.799430344572942	0	3	1	4	5	4	6	8	7	6	8	9	7	9	6	9	10	9	8	9	10	10	10	9	10	11	10	11	13	11	10	11	11	14	13	10	11	12	12	12	14	14	18	14	16	16	16	18	18	19	22	24	27	0	1	1	2	2	2	2	13	15	6	5	7	7	9	4	8	7	7	9	15	8	20	10	8	19	20	5	11	8	7	7	19	20	22	12	24	11	7	28	37	24	40	34	11	29	42	44	47	45	8	49	51	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	2	1	1	2	1	1	1	2	1	3	2	2	2	2	2	3	1	1	2	1	1	2	1	2	2	1	2	1	1	2	4	1	1	1
19000	-313.741346028464193	-311.971777943441396	-1.769568085022813	0.000129919400241	0.000023908577411	0.184026229852213	0.661545633564963	0	3	2	5	6	5	6	8	8	7	9	6	7	9	7	9	11	9	8	8	9	10	9	6	10	12	10	11	12	12	10	10	11	14	10	12	11	13	13	13	15	15	18	13	14	16	16	17	17	20	22	23	28	0	3	1	2	2	2	4	24	15	6	5	2	24	4	4	2	18	7	4	15	8	20	6	2	19	14	5	27	14	18	18	19	15	22	23	8	31	23	27	18	29	37	33	11	31	37	44	47	42	41	37	46	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	3	2	1	1	1	4	2	2	3	2	1	1	2	5	3	1
19500	-327.453112748672652	-325.761831726027651	-1.691281022644973	0.000152434664288	0.000031438735640	0.206244004846415	0.571230051130578	0	3	3	6	5	5	6	9	7	7	8	8	8	8	8	8	10	8	9	10	10	10	10	10	10	11	11	12	11	12	10	11	10	14	11	12	12	13	13	13	15	14	17	14	16	16	16	17	18	19	21	24	28	0	1	1	2	1	2	2	2	4	6	5	7	4	9	9	7	7	2	7	18	16	15	10	16	19	15	11	11	18	29	18	11	14	33	23	24	31	23	28	17	24	31	20	39	42	42	28	44	45	36	49	51	0	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	2	2	2	3	1	1	2	3	1	2	3	2	1	1
20000	-341.585747818839593	-339.809860448505333	-1.775887370334279	0.000181567701738	0.000033123683712	0.182431585548426	0.710265546329791	1	2	3	5	5	5	7	8	8	7	10	8	8	7	8	9	9	8	9	10	7	10	10	10	11	12	11	12	12	11	10	11	10	13	12	12	11	10	13	13	16	14	14	14	14	15	17	16	19	18	22	23	26	0	1	1	2	2	3	5	7	14	6	15	6	21	4	2	8	2	5	15	9	2	9	10	16	19	20	4	33	17	18	18	19	1	33	33	7	31	6	28	31	24	37	36	28	37	42	44	44	45	16	49	51	0	1	1	1	2	2	1	1	1	1	1	1	2	1	1	3	1	3	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	4	2	1	3	1	2	1	2	3	1	1	2	1	1	1	1	2	3	2	1	1
20500	-316.286582083919029	-314.631215165373931	-1.655366918545088	0.000115457915337	0.000025204439950	0.218299801071091	0.634920483920472	0	1	1	6	5	6	5	6	6	8	9	9	9	8	8	9	11	8	9	10	10	10	10	9	11	11	11	12	12	11	10	11	12	13	13	12	11	13	13	12	15	15	17	13	15	16	16	17	19	20	21	24	27	0	1	1	5	2	7	2	2	2	6	5	6	8	7	4	8	18	8	4	15	5	15	10	7	19	9	5	11	16	24	18	19	26	22	36	16	31	12	28	31	36	37	14	28	31	37	28	44	45	41	46	51	0	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	3	4	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	4	1	2	2	2	2	2	2	2	1	1
21000	-338.562368211046646	-336.641149872308802	-1.921218338737866	0.000181095793841	0.000027472742799	0.151702821012573	0.671989541084324	1	3	2	4	6	5	6	8	8	8	9	7	9	5	7	10	10	8	8	9	8	10	11	9	10	11	11	13	13	12	10	11	10	13	12	10	12	13	14	12	16	14	17	14	15	16	17	17	19	19	20	23	28	0	1	1	2	2	2	2	7	14	12	5	2	8	4	14	14	18	5	14	14	7	15	16	7	19	20	5	27	13	36	18	19	14	22	10	10	31	16	36	31	8	36	33	11	37	42	28	27	40	41	49	46	0	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	2	2	1	2	2	1	1	2	1	2	2	3	2	1	1	2	2	3	2	1	3	1
21500	-318.627045738472134	-317.079458300854128	-1.547587437618009	0.000102166802311	0.000027117052297	0.265419409078611	0.704950401755022	0	2	2	4	6	6	5	6	6	7	9	8	9	7	7	8	10	8	9	8	10	11	10	9	10	12	10	11	12	12	10	8	10	13	13	11	12	14	13	14	15	13	16	14	16	16	16	16	18	19	20	24	28	0	1	1	2	2	7	2	7	4	7	5	6	16	9	9	8	18	8	7	15	8	20	10	8	32	14	5	27	6	17	18	14	14	26	23	13	31	35	28	37	16	37	34	11	40	42	28	44	37	41	42	51	0	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	2	1	3	1	1	1	2	1	1	1	2	1	1	1	2	1	2	3	1	2	3	1	3	2	2	2	1
22000	-328.282566790974784	-326.394212449844815	-1.888354341129960	0.000216028993272	0.000034088859488	0.157797613052138	0.698870036114320	1	3	2	5	6	5	6	7	8	8	9	8	9	8	7	8	10	8	9	9	8	8	11	8	11	11	10	12	13	11	10	11	11	12	13	11	11	12	13	14	14	15	17	14	15	14	16	18	19	20	21	22	26	0	1	1	2	2	2	2	4	8	5	8	7	8	4	4	8	18	7	9	15	5	15	16	8	19	14	5	11	10	8	13	19	9	22	23	13	31	36	11	31	24	40	33	28	31	31	44	44	45	8	37	42	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	2	1	2	1	1	2	2	3	1	3	1	2	2	2	2	2	6	3	3	1
22500	-375.380956882634791	-373.687599399104897	-1.693357483529907	0.000284678820303	0.000058526433946	0.205587594761953	0.647948351308968	0	2	3	5	5	5	5	7	6	7	10	9	9	8	7	10	10	6	8	9	9	10	9	7	11	11	10	12	12	10	9	10	11	14	12	11	8	13	13	11	16	14	17	14	14	15	15	18	18	20	20	25	26	0	1	1	2	2	2	2	7	4	2	12	7	24	9	4	24	18	7	6	15	8	15	10	7	6	20	2	11	30	24	2	14	30	22	23	8	6	23	36	37	29	40	41	39	36	40	39	41	29	24	42	45	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	3	1	4	2	1	2	3	1	1	3	2	2	1	2	2	2	2	2	1	1	2	2	1	1	4	6	3	4	1
23000	-361.100178893444252	-359.611953384590549	-1.488225508853681	0.000186820724811	0.000056638800795	0.303171935833955	0.609136611711692	0	3	2	5	5	6	5	8	7	7	9	8	8	8	7	10	11	9	7	9	9	10	11	9	9	11	10	13	12	11	11	11	11	12	10	11	10	13	13	14	13	15	15	14	16	15	15	16	18	17	21	23	28	0	1	1	1	1	7	2	2	4	6	8	10	7	9	4	24	18	5	4	8	10	14	6	10	19	14	11	27	16	8	18	19	9	5	10	24	7	10	11	31	16	37	34	11	42	31	44	44	45	24	49	42	0	1	1	1	3	3	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	4	1	1	1	1	2	3	2	4	1
23500	-346.833354341742734	-344.624083564470823	-2.209270777271906	0.000272334918832	0.000030454371582	0.111826906783166	0.502053104879151	0	3	2	4	6	4	6	8	6	7	9	9	7	8	7	9	8	9	8	9	9	11	11	10	10	12	10	12	12	11	11	11	10	12	13	11	12	13	13	13	15	13	18	14	15	14	17	18	18	19	21	24	27	0	1	1	1	2	2	2	7	4	2	10	10	7	9	9	14	2	10	7	4	8	33	16	5	19	14	5	11	7	27	18	19	15	33	17	8	24	10	11	31	40	17	26	39	42	18	5	44	18	38	42	49	0	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	2	2	2	1	1	2	1	1	3	2	1	2	2	2	1	2	2	1	1	3	5	2	3	3	3	2	1
24000	-371.083720275725284	-369.322140109810846	-1.761580165914431	0.000194967525937	0.000036279543233	0.186079928226187	0.564324653626258	0	3	3	5	5	5	6	9	7	6	10	7	8	8	7	7	10	7	10	9	10	11	10	9	11	11	9	12	12	9	11	11	12	12	10	12	11	13	11	13	16	14	16	15	14	15	16	14	18	19	22	25	27	0	1	1	2	2	2	2	16	4	2	5	6	16	9	10	10	18	6	14	15	16	20	6	16	19	20	5	30	8	10	18	19	14	14	6	16	18	35	27	31	36	37	34	28	30	42	30	5	42	41	45	46	0	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	3	1	2	1	5	3	1	2	4	3	1
24500	-387.762686930684708	-386.010593071789003	-1.752093858895727	0.000170981182257	0.000032242936349	0.188575935217362	0.567053037905580	0	4	2	4	5	5	7	6	8	7	9	8	9	7	7	10	7	9	9	9	9	10	10	7	10	11	11	13	12	11	11	10	11	13	12	10	10	14	12	13	15	15	18	13	16	14	16	17	18	17	18	23	27	0	1	1	1	2	4	2	2	14	6	5	6	24	2	4	8	4	4	15	2	24	9	11	8	15	14	11	26	2	18	17	14	14	15	6	8	18	10	11	36	16	16	45	27	17	37	39	28	16	36	37	45	0	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	4	1	3	2	2	1	1	2	3	2	1	4	2	3	1	2	2	4	2	1	3	2	2	3	2	1	2	5	2	2	3	4	4	3	3	1
25000	-328.534104186333082	-326.429090080180117	-2.105014106152943	0.000160999064289	0.000019963726935	0.123999024613048	0.768937498353009	0	2	1	5	6	6	5	7	8	6	9	9	9	6	7	10	11	8	9	9	8	10	10	9	10	11	11	13	13	11	8	10	12	14	12	12	11	14	13	13	15	14	17	14	15	15	17	15	18	19	21	24	26	0	1	1	3	2	2	2	14	6	4	5	7	8	2	4	24	18	2	14	15	6	15	10	6	19	20	5	27	24	18	4	19	22	22	12	24	18	35	11	30	36	37	33	27	42	37	48	44	45	36	50	49	0	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	3	1	1	1	2	1	3	1
25500	-331.630662035115847	-329.600416064373292	-2.030245970742578	0.000194713598708	0.000026119526764	0.134143310672380	0.477669397319011	0	2	2	5	5	5	5	8	7	7	8	8	8	8	7	9	10	8	9	9	10	10	10	8	11	11	10	11	13	11	10	11	11	13	11	11	11	13	13	13	15	15	18	14	14	15	16	18	17	18	21	25	28	0	1	1	2	2	2	2	2	4	4	5	7	7	9	4	8	13	7	7	15	18	4	10	7	19	9	5	11	33	17	7	19	14	22	23	8	18	10	28	36	18	37	34	28	18	40	44	47	42	16	46	41	0	1	1	1	2	2	1	2	3	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	3	1	1	1	3	1	2	2	1	2	2	3	1	1	5	2	3	2	3	1	2	1	1	3	3	4	1
26000	-389.463408832434084	-387.616397603193036	-1.847011229241035	0.000226981450219	0.000037703971368	0.166110364225447	0.592600758888307	0	3	2	4	4	5	6	7	7	7	8	9	8	6	8	10	11	8	9	9	10	10	11	8	10	10	8	12	13	10	10	10	11	13	13	11	12	13	12	13	15	14	16	15	16	15	15	17	18	17	21	25	27	0	1	1	2	2	2	4	6	14	1	5	6	2	4	9	10	10	7	14	14	27	13	12	6	9	27	5	4	33	19	11	13	4	22	13	16	17	12	11	31	42	18	15	24	31	37	28	47	17	36	45	45	0	1	2	1	1	1	2	1	1	1	3	2	2	3	1	1	1	2	1	3	1	1	1	1	1	1	1	3	4	1	1	2	1	4	2	1	1	1	2	1	2	1	3	3	3	3	2	2	2	3	3	2	3	1
26500	-374.804480152245276	-373.193794202201104	-1.610685950044181	0.000153707889374	0.000036195285368	0.235480986144305	0.487447559260661	1	3	2	5	5	5	6	8	7	8	9	9	9	9	8	9	9	7	10	9	8	11	11	10	8	11	10	12	11	11	9	11	11	13	11	11	12	12	11	13	15	13	17	15	16	13	17	17	19	18	20	25	27	0	1	1	2	2	2	3	5	4	6	2	6	7	4	9	21	18	6	15	15	6	20	10	16	9	15	7	39	16	17	7	25	15	14	6	5	18	35	11	36	36	8	26	27	42	37	11	28	42	41	49	51	0	1	1	1	1	1	1	4	2	2	1	4	2	1	3	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	2	2	3	2	1	1	1	2	4	3	3	1	1	4	3	3	1	1	3	1
27000	-300.169388664726569	-298.152356562053910	-2.017032102672677	0.000129055436012	0.000017562073807	0.136081627788407	0.653374041901729	0	3	2	5	6	5	5	7	7	7	10	8	8	6	7	9	10	7	9	9	9	11	10	10	11	11	9	12	12	10	10	11	11	13	12	12	12	13	14	13	15	14	16	14	15	16	16	17	19	18	22	25	27	0	1	1	2	2	2	2	7	14	6	5	6	8	4	14	8	18	7	14	15	8	20	6	13	19	15	5	11	16	18	18	19	9	22	23	16	31	6	27	31	36	37	9	28	31	42	44	44	42	8	42	49	0	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	3	1	2	2	1	1	2	2	1	1	2	1	1	2	1	3	3	2	1	1	3	1	3	1	2	2	3	5	5	3	1
27500	-335.171559725179350	-333.483628882348569	-1.687930842830807	0.000131717257440	0.000027306551837	0.207311876725859	0.605538145367153	0	3	2	3	5	5	6	9	7	7	9	9	7	8	8	8	10	8	8	9	9	10	10	9	10	10	10	12	12	9	10	11	11	12	11	11	11	14	14	13	14	14	17	14	15	16	16	17	17	20	19	23	26	0	1	1	1	4	2	2	16	7	6	2	6	2	9	4	7	30	7	4	4	13	7	12	16	19	15	2	27	27	18	18	25	9	15	10	16	18	23	11	31	8	37	9	28	31	42	44	47	40	33	46	46	0	1	3	1	2	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	3	1	2	1	1	1	1	4	1	1	1	1	1	2	2	3	1	2	3	3	2	2	2	6	1	2	1	1	1	3	4	2	4	1
28000	-391.502049992673619	-389.608806648224800	-1.893243344448838	0.000283793838088	0.000044516952805	0.156863704669545	0.611929204897662	0	4	3	6	5	6	6	7	6	8	9	7	8	9	5	9	8	9	8	10	9	10	10	9	10	12	10	12	11	11	11	9	11	13	11	11	12	13	14	14	13	13	16	15	15	16	17	17	17	17	20	23	26	0	1	1	1	2	2	3	7	3	6	5	2	4	17	2	8	7	6	15	4	8	18	24	8	7	20	7	5	18	20	17	9	18	22	6	17	18	24	27	31	20	35	33	38	24	42	44	44	42	35	45	49	0	1	2	2	3	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	3	1	1	1	2	1	2	3	3	2	2	3	1	1	1	2	2	3	2	1	2	1	2	3	3	1
28500	-290.498329293584163	-288.988055265840671	-1.510274027743465	0.000117426756614	0.000033782278682	0.287688084525131	0.699327922133890	0	2	3	5	6	5	6	8	8	7	9	9	9	7	8	9	10	8	9	10	10	10	11	10	8	11	10	12	12	12	10	11	12	13	13	11	12	13	13	14	15	15	16	14	16	16	16	16	19	17	22	24	25	0	1	1	2	2	2	2	7	14	6	5	10	8	4	14	8	18	7	25	15	8	15	10	16	14	20	11	27	8	17	18	19	9	22	23	16	31	23	11	31	29	40	33	11	40	42	44	44	40	7	42	51	0	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	3	2	1	1	2	2	2	1	1	1	2	4	2	2	1
29000	-316.762196647336282	-315.122829201859645	-1.639367445476655	0.000140706150427	0.000031538500735	0.224144436043372	0.594335097822829	0	3	3	4	5	5	7	6	6	8	9	8	9	8	7	7	10	8	7	9	9	10	10	9	11	11	11	11	11	12	10	11	11	13	12	11	11	12	13	12	15	13	16	13	16	15	15	17	18	19	20	24	27	0	1	1	1	2	2	6	2	4	6	5	2	16	9	9	2	18	2	4	15	8	15	10	8	19	20	11	11	24	17	18	19	9	15	23	16	31	23	28	31	21	37	25	27	31	42	44	44	46	41	37	49	0	1	1	2	1	1	2	1	1	1	2	1	3	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	1	1	1	1	2	3	3	1	1	1	1	1	2	2	1	3	1	3	2	2	2	1	2	5	3	1
29500	-347.463072157095667	-345.388578415412042	-2.074493741683603	0.000145051638793	0.000018563677412	0.127979784069409	0.537670496880947	0	2	3	5	5	4	7	9	7	7	9	9	8	9	8	9	11	7	9	8	9	10	9	9	10	11	11	12	13	12	10	11	10	13	12	12	12	12	13	13	15	14	16	14	16	15	17	15	18	19	21	23	26	0	1	1	1	2	2	4	18	4	2	20	10	4	9	9	2	20	2	9	1	7	20	10	4	19	15	11	5	18	18	18	19	9	22	23	13	31	23	11	31	10	37	33	27	31	37	48	11	42	36	42	42	0	1	1	2	4	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	4	1	1	2	2	1	1	1	3	3	2	1	2	1	2	1	1	1	1	2	2	4	2	4	2	3	2	1	3	2	4	3	3	1
30000	-329.873293929684962	-327.802047849418159	-2.071246080266783	0.000203474678193	0.000026129382465	0.128415892813158	0.611799247623103	0	3	2	4	5	5	7	7	6	7	9	9	8	9	8	8	10	8	9	9	9	10	9	10	10	11	10	12	13	11	9	11	10	13	12	10	12	14	14	13	15	14	18	15	15	15	16	16	18	19	20	24	26	0	1	1	2	2	2	2	4	4	6	5	10	8	9	7	8	18	8	8	15	8	15	10	8	19	14	5	11	7	31	2	19	9	22	23	13	18	12	28	33	8	7	14	39	17	2	28	39	38	38	45	51	0	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	2	2	1	1	2	3	1	2	3	3	4	1	2	5	2	1	2	2	2	2	1
30500	-346.633067556817139	-344.591463672610075	-2.041603884207082	0.000205742819494	0.000027263857793	0.132514261541347	0.755370223018219	1	3	3	5	6	6	6	7	6	7	9	9	9	7	8	9	10	8	10	10	10	11	11	9	9	10	11	12	9	11	8	11	10	12	12	10	12	12	14	14	15	14	15	15	15	15	17	16	17	19	20	23	27	0	1	1	2	2	2	2	7	4	6	5	6	8	9	14	8	18	8	25	15	8	33	10	8	9	15	11	27	8	33	7	25	9	22	23	16	18	33	28	18	42	17	34	27	37	30	27	27	45	49	45	40	0	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	3	1	2	3	2	2	1	3	4	1
31000	-372.213011922323290	-370.602907382445949	-1.610104539877361	0.000325787144180	0.000076795636806	0.235723349365479	0.747216085807134	-1	4	2	5	6	5	6	7	7	7	10	9	9	8	8	10	10	8	8	10	9	9	9	10	11	10	11	12	12	10	11	10	11	14	12	9	12	13	12	14	15	14	17	15	14	14	16	16	19	19	21	23	28	0	3	1	3	2	2	2	2	4	6	9	10	9	4	4	36	9	6	7	5	9	9	10	8	15	1	24	11	33	18	18	15	15	14	25	15	26	16	11	37	15	37	34	16	29	31	39	39	40	41	49	49	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	5	1	1	1	2	2	1	2	3	1	1	1	1	1	1	3	1	1	3	1	2	2	2	2	2	1	2	1
31500	-339.637650469751975	-337.808571741459389	-1.829078728292587	0.000158814367522	0.000026993031207	0.169965927064809	0.540218568090025	0	2	2	5	4	5	6	7	7	7	8	8	8	8	6	9	10	8	9	9	9	11	10	9	11	12	10	12	12	11	10	11	11	14	13	11	11	13	11	13	13	14	18	13	14	16	17	16	17	19	20	25	28	0	1	1	2	3	2	2	2	15	2	5	6	8	9	4	7	7	4	9	15	10	15	6	7	19	15	11	11	30	31	8	19	20	20	23	16	10	10	11	31	24	31	33	39	18	42	28	44	40	36	40	42	0	1	1	1	2	1	2	2	2	1	3	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	3	1	2	1	1	2	1	1	3	2	1	2	2	2	2	2	1	3	2	2	1	3	1	2	2	4	6	1
32000	-364.252982546671490	-362.275557922452265	-1.977424624219251	0.000243821531858	0.000034668299044	0.142187192329714	0.592321127534692	0	3	2	6	5	5	6	8	8	7	10	9	7	8	6	9	8	9	9	10	10	10	10	8	10	10	11	11	10	10	10	11	11	12	11	11	12	14	13	13	15	11	17	13	14	14	16	17	18	20	21	24	27	0	1	1	2	2	2	1	15	4	6	7	7	15	2	2	24	13	8	7	10	18	15	2	7	19	7	15	11	7	17	17	19	9	4	10	23	31	27	27	31	36	31	22	11	31	42	44	39	30	16	50	49	0	1	1	1	1	1	1	2	1	1	1	2	1	1	3	2	1	1	1	1	3	1	2	3	1	1	2	2	1	1	1	1	2	1	3	2	1	2	1	1	2	2	1	4	2	2	2	2	2	3	5	1	3	1
