step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-1648.969387168986941	-1658.020230549438338	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.870461762965549	1	2	10	13	6	13	21	20	16	22	27	21	27	35	33	33	34	40	43	44	36	39	38	44	42	40	51	41	42	43	41	45	44	42	48	55	43	50	55	57	56	46	50	46	47	49	53	45	60	51	54	53	52	47	52	55	56	56	49	55	51	48	59	51	54	56	53	53	64	53	58	51	55	50	51	62	56	55	52	57	63	57	56	56	54	58	68	63	59	61	58	66	66	68	68	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-485.059202963419750	-494.110046343871090	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997906435500905	-4	0	8	14	4	11	25	21	16	19	25	19	19	33	32	29	37	40	46	43	34	35	40	46	41	38	48	39	43	40	41	41	44	39	49	52	40	50	55	55	55	38	49	45	44	49	45	46	57	51	53	53	53	49	51	58	56	47	50	56	50	51	60	48	58	59	50	53	66	48	62	52	52	51	46	61	53	55	54	59	59	57	58	53	46	55	66	65	54	56	54	67	52	64	66	0	1	2	5	2	1	13	10	6	4	4	6	4	16	7	13	14	28	33	18	14	8	17	42	21	14	29	16	30	22	22	21	26	21	85	64	17	42	67	44	20	16	31	23	34	75	30	28	43	30	58	45	25	29	25	84	77	25	45	53	30	29	39	26	93	84	85	24	67	26	57	32	42	26	18	79	55	75	74	52	57	27	62	19	23	43	56	53	73	29	27	53	58	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-485.467958419261265	-494.518801799712605	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999917748297295	0	3	11	12	7	12	21	23	16	17	24	19	30	28	32	35	35	44	44	44	36	35	40	46	45	43	50	39	38	36	42	47	44	32	48	52	39	52	53	51	58	50	51	45	49	47	52	46	61	54	54	52	51	46	49	51	50	54	36	48	53	50	51	45	56	55	51	54	58	51	45	53	52	42	46	63	56	42	42	56	64	50	58	53	55	54	63	56	63	65	57	59	65	59	67	0	1	1	2	2	1	10	3	6	3	9	3	11	11	7	34	14	30	37	30	13	11	59	23	74	29	71	15	22	13	59	23	30	7	25	48	30	46	54	75	62	23	18	16	29	79	25	17	88	42	27	75	54	37	75	19	54	56	8	20	57	48	48	13	54	18	18	47	19	20	28	32	24	15	26	43	42	21	15	67	68	78	72	75	78	18	94	67	73	56	70	70	88	52	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-487.984483890267370	-497.035327270718710	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979685870271999	-1	3	9	15	8	14	23	22	20	24	29	19	31	34	27	31	34	24	43	37	32	38	40	37	43	42	49	33	45	47	35	47	42	37	49	50	38	49	50	57	58	45	50	46	47	51	44	42	59	46	50	50	50	41	54	50	55	57	48	53	39	51	59	44	54	53	54	49	64	51	53	50	48	49	40	60	57	55	55	52	56	55	53	53	53	57	63	62	56	58	52	64	59	68	60	0	1	2	2	1	3	4	6	6	9	9	4	15	15	10	18	16	5	22	31	11	21	24	31	61	31	42	8	31	20	13	47	37	18	54	19	21	50	50	85	71	24	33	22	23	29	20	22	70	54	37	34	34	14	52	34	91	80	75	47	16	48	27	20	29	59	38	48	79	29	45	44	26	54	28	78	51	29	42	59	91	47	73	48	29	79	93	89	44	27	29	93	84	51	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-478.220126480677095	-487.270969861128435	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987059265127781	4	6	10	14	7	15	21	16	18	24	20	15	25	35	35	34	32	43	45	44	36	35	38	44	45	40	49	37	42	42	41	45	38	36	45	52	43	52	46	57	60	47	48	48	47	48	54	33	60	49	51	50	48	30	48	55	52	52	49	52	52	41	53	53	54	52	54	45	67	52	60	48	55	53	51	63	49	54	46	55	64	59	51	51	48	56	66	58	58	54	57	66	56	63	68	0	1	5	5	1	2	8	3	3	7	6	3	6	7	13	11	10	33	62	23	13	10	54	23	23	22	20	17	15	48	22	62	54	9	31	44	48	46	31	38	79	28	21	32	37	20	79	10	58	29	62	32	18	11	28	77	43	25	24	20	29	16	32	27	72	18	85	28	41	53	88	18	29	45	30	93	25	29	29	72	40	70	43	43	62	58	41	83	67	46	27	82	55	83	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-490.454919676208988	-499.505763056660328	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996893613806665	-3	5	10	14	3	7	22	23	13	21	29	14	24	35	23	34	35	43	43	42	36	34	41	46	42	37	52	32	30	42	41	45	39	43	34	59	41	41	49	60	56	45	49	49	50	49	47	46	54	49	50	50	52	48	54	53	56	54	45	56	47	52	57	52	50	58	47	53	64	52	50	42	54	50	47	62	57	50	46	54	60	54	59	56	51	57	63	61	61	59	51	64	63	68	66	0	1	6	6	1	2	12	12	3	6	8	6	7	13	12	8	29	26	30	35	11	15	26	23	22	29	25	13	13	26	16	33	15	38	8	48	13	28	42	68	74	22	31	72	34	26	33	20	19	38	18	18	19	19	45	39	71	50	38	44	16	38	44	59	34	73	37	33	68	30	24	33	42	34	19	62	56	20	33	79	61	91	39	51	32	53	86	80	84	82	25	46	67	60	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-485.646844829139809	-494.697688209591149	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992875598686045	0	3	5	11	7	12	17	21	17	18	29	21	29	30	31	33	29	40	36	38	29	33	39	43	33	41	52	37	40	42	41	44	47	41	50	55	37	47	55	48	58	48	50	45	41	51	48	45	62	48	51	53	52	45	50	53	55	50	52	54	53	44	61	52	54	58	56	48	55	53	55	52	57	50	49	55	58	43	41	58	57	57	57	48	58	61	60	53	57	63	62	66	58	64	68	0	1	1	1	2	3	5	10	6	3	10	5	12	8	7	17	7	16	13	16	12	11	16	29	11	25	50	21	11	28	16	25	19	19	30	50	22	54	84	34	60	44	19	31	16	54	37	18	38	62	47	24	48	26	29	75	58	24	26	58	32	23	58	33	38	88	84	48	33	46	55	54	69	78	54	28	56	15	11	74	53	33	72	32	70	69	57	68	55	66	72	49	35	57	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-504.656439961980084	-513.707283342431424	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994130648790143	-1	4	12	8	4	15	12	22	17	25	19	17	30	34	32	28	29	40	41	41	38	39	32	43	37	35	54	37	43	43	39	42	42	45	47	53	47	46	54	58	57	44	54	46	37	48	53	43	53	41	48	45	46	35	46	48	50	51	47	55	52	48	54	50	54	55	53	49	52	52	58	43	54	45	52	66	55	58	52	59	52	56	60	51	45	60	72	60	60	59	61	50	59	66	62	0	1	2	5	1	7	4	5	5	5	4	7	9	10	8	11	6	26	54	16	13	17	12	28	14	16	84	13	54	31	14	15	14	24	50	46	32	28	52	43	49	50	20	50	13	72	62	26	24	45	32	28	24	16	26	29	24	34	19	85	64	20	54	48	35	48	62	33	59	44	75	21	48	32	42	89	81	27	38	92	62	84	69	59	32	67	86	75	41	75	63	22	36	69	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-478.821178074898683	-487.872021455350023	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991127007295257	-4	0	9	14	3	12	20	15	9	22	31	25	26	35	23	36	32	39	44	47	34	40	38	43	45	39	51	41	42	27	41	45	43	41	44	56	41	53	55	49	49	48	52	46	41	47	56	44	58	45	56	48	48	48	52	46	57	56	51	55	49	51	54	52	56	60	55	55	66	52	49	53	56	44	49	61	53	47	49	56	50	51	55	53	55	59	64	60	58	64	56	61	64	68	66	0	1	5	6	1	5	4	9	5	8	15	7	7	11	7	17	7	21	29	24	30	14	12	26	29	21	52	11	14	7	17	18	30	23	18	62	11	22	20	26	33	29	56	37	17	31	62	22	53	22	40	24	31	25	48	48	20	42	37	32	24	22	22	79	72	59	74	75	39	26	32	74	41	22	48	36	56	29	74	81	28	37	79	32	64	39	63	82	38	80	40	73	51	73	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-502.547378189702783	-511.598221570154124	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995275875315592	0	5	10	12	3	15	20	20	16	23	22	9	29	37	28	33	36	42	38	37	35	39	39	41	41	44	48	42	39	39	45	46	47	36	47	48	38	44	55	56	52	46	50	47	41	51	53	43	56	50	48	53	51	46	55	49	57	55	51	56	52	47	60	52	57	41	47	57	58	56	52	52	50	53	55	54	57	58	51	57	61	50	53	56	52	48	65	52	60	58	60	58	63	59	68	0	1	1	5	1	2	6	1	12	7	9	1	11	8	11	7	11	20	16	16	13	13	13	34	37	21	22	15	21	13	34	16	22	11	26	48	21	16	48	53	26	16	29	22	19	27	38	13	52	54	38	32	27	21	50	33	47	43	22	35	32	34	83	35	82	19	28	25	44	71	24	54	14	86	74	18	51	46	27	71	49	29	67	36	32	48	76	67	50	64	52	14	64	52	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
