step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-804.584760059055043	-803.122677974536145	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.071260689624792	-1	1	6	5	7	7	8	8	7	8	7	9	10	10	9	11	10	10	9	11	11	10	10	12	10	12	11	13	12	11	11	13	12	13	15	12	13	13	12	12	12	14	13	14	14	16	15	13	14	14	14	15	14	14	15	14	15	15	14	14	14	14	16	16	15	17	17	16	16	18	16	18	18	19	18	18	19	19	18	21	22	22	22	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	4	5	5	4	5	4	5	6	6	5	6	6	6	5	6	6	6	6	7	6	7	6	7	7	6	6	7	7	7	8	7	7	7	7	7	7	8	7	8	8	9	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	8	9	9	9	9	10	9	10	10	10	10	10	10	10	10	11	12	12	12	13
500	-491.367296667836740	-490.005234837580474	-1.362061830256249	0.000009975699923	0.000006047492380	0.606222363026567	0.221416596063605	-2	1	5	6	7	6	8	9	7	8	7	9	11	10	9	10	11	11	8	12	12	10	10	13	11	12	11	13	10	11	11	13	12	14	14	12	11	12	13	11	11	13	14	14	14	16	14	14	14	15	12	15	14	14	15	13	13	15	13	14	14	13	15	16	15	16	17	17	16	18	16	18	16	19	17	18	19	20	17	21	23	21	22	25	0	1	2	2	3	3	3	9	3	9	3	5	14	0	4	15	6	15	9	25	27	10	12	5	2	19	7	41	19	19	12	16	5	13	26	10	3	23	20	10	3	15	13	62	32	54	5	10	28	15	16	35	26	39	51	11	12	54	33	21	33	27	1	16	28	24	57	57	1	2	41	52	1	75	24	42	1	35	26	78	19	75	19	82	1	2	2	3	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	4	4	2	1	2	1	2	1	2	3	2	2	2	2	1	1	1	3	2	1	1	1	1	3	3	1	2	1	1	1	1	1	3	1	1	1	1	1	1	10	3	1	1	2	3	10	8	3	1	10	1	3	2	9	2	4	1	10	2	9	2
1000	-459.148115501807126	-457.391602958186127	-1.756512543621006	0.000009962146533	0.000017257958933	1.732353451731333	0.645112362844724	-1	1	4	6	7	8	9	7	7	9	8	9	11	10	10	10	10	9	9	12	12	10	11	12	10	12	11	12	13	11	11	12	10	13	15	13	11	13	12	13	13	14	13	15	13	16	14	14	13	13	14	16	14	13	15	14	14	15	13	13	15	15	16	17	15	18	17	16	16	18	16	17	18	18	18	19	19	20	18	21	21	21	23	25	0	1	2	3	4	5	9	4	3	9	9	8	14	0	10	19	4	9	9	14	16	7	10	15	6	13	7	14	21	12	12	10	18	30	28	10	14	37	13	39	12	59	13	47	17	21	59	34	16	15	28	6	32	30	21	16	33	6	25	23	54	48	24	55	60	63	68	20	22	35	37	35	1	38	71	38	67	75	58	76	75	21	74	82	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	4	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	10	2	1	3	1	1	1	1	2	5	2	2
1500	-440.023899330066342	-438.360471216521375	-1.663428113544974	0.000009994465408	0.000015058725897	1.506706490200432	0.793980904751444	-1	2	6	4	8	6	9	6	7	9	8	9	10	8	9	10	11	11	9	10	11	10	10	13	11	11	11	14	12	11	11	12	12	13	15	12	14	13	12	12	13	13	14	13	14	15	13	11	14	14	14	13	14	15	15	14	15	15	15	13	14	15	17	17	15	16	17	17	16	19	16	19	16	20	19	17	19	20	18	21	22	19	22	23	0	1	4	2	6	4	3	4	8	9	6	6	14	0	5	7	6	9	6	3	22	14	5	18	20	7	14	33	26	15	7	22	30	26	60	7	27	31	13	30	22	30	33	13	30	21	16	9	38	41	34	13	36	36	38	21	60	47	40	40	33	52	46	54	37	34	46	73	53	18	27	63	17	77	69	54	67	79	51	77	74	59	27	81	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	3	2	1	2	1	1	1	1	1	2	1	1	2	4	1
2000	-440.937747937654137	-438.390626595743242	-2.547121341910892	0.000009831174539	0.000038415287629	3.907497265682391	0.802349290954592	-1	1	7	5	8	7	9	8	7	8	5	10	10	11	9	10	10	10	10	10	11	10	11	12	10	12	10	13	12	12	11	14	12	13	15	13	13	13	12	13	12	13	11	15	13	17	16	13	15	13	13	15	15	14	16	11	15	15	14	14	14	14	16	15	15	17	17	15	17	19	16	16	18	18	17	19	18	18	17	19	21	23	21	24	0	1	11	2	4	11	5	9	11	9	1	5	6	0	6	10	4	8	7	10	3	8	25	12	8	13	15	7	22	14	7	29	22	14	33	10	14	19	7	18	22	43	13	45	17	61	24	56	51	23	26	37	48	33	48	13	33	39	28	50	30	26	12	51	36	34	72	62	34	58	14	60	64	66	47	63	35	71	59	47	78	40	66	81	1	1	1	2	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	6	2	1
2500	-436.370854721458272	-434.611561325709260	-1.759293395749035	0.000009849711204	0.000017129869073	1.739123992478470	0.715090887110144	-1	2	4	5	8	8	8	8	6	9	6	8	11	11	7	10	10	10	7	11	11	11	10	12	10	13	9	14	12	11	11	13	12	13	15	11	13	13	13	11	13	13	13	15	14	16	14	14	14	13	15	15	15	12	16	15	16	15	14	15	15	14	16	15	14	17	17	16	16	19	17	17	19	19	18	17	18	19	19	22	22	22	22	24	0	1	2	2	4	9	19	9	3	9	2	11	3	0	4	11	12	12	4	8	19	27	7	10	27	24	19	40	10	10	5	10	10	20	18	10	14	20	36	27	54	29	13	43	16	49	31	22	23	18	59	26	50	20	62	39	18	43	50	40	33	42	47	20	50	42	48	45	56	67	27	68	71	57	17	26	61	67	52	76	78	49	62	79	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	3	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	3	1	1	2	3	2	2	1	3	1	2	5	3	2
3000	-369.019259359125670	-367.479612043434315	-1.539647315691347	0.000010121303807	0.000012178476190	1.203251717544780	0.807093527666557	0	2	7	5	7	6	7	9	8	9	8	10	9	9	10	12	10	11	9	11	11	11	10	13	10	13	10	13	13	11	11	13	12	13	16	10	14	13	13	13	12	15	14	14	12	15	16	13	13	14	14	15	14	14	15	15	15	15	15	15	14	14	17	17	15	17	16	17	15	18	16	19	17	19	16	18	19	20	16	21	21	21	23	23	0	1	6	2	4	4	4	7	3	9	5	11	3	0	13	9	7	14	5	7	19	10	5	45	3	31	11	30	9	3	12	30	13	21	30	10	14	45	16	12	36	37	18	49	19	34	31	22	22	45	39	34	33	21	21	43	26	51	44	33	20	8	67	60	48	57	44	52	33	66	52	73	35	73	28	46	75	47	50	64	76	28	80	78	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1
3500	-408.712625496090197	-406.825901840568633	-1.886723655521588	0.000010062539826	0.000020661572835	2.053315881647878	0.849261592472903	0	2	6	4	7	7	8	9	8	9	8	10	11	8	9	10	11	10	9	11	10	11	11	12	11	12	10	14	10	11	11	13	12	12	16	11	12	13	12	13	13	15	13	14	14	16	15	13	14	14	14	15	14	13	16	14	15	16	13	13	14	14	15	15	16	17	17	16	16	18	17	18	18	20	18	17	20	19	16	21	22	21	23	24	0	1	4	2	4	4	3	11	6	9	5	5	15	0	14	6	8	11	9	10	10	19	9	29	19	13	8	24	10	8	11	13	18	7	16	10	14	7	21	11	18	60	30	59	30	62	54	23	33	54	33	41	20	31	43	32	62	53	9	25	54	39	61	22	52	42	56	48	56	76	35	63	64	72	79	57	50	67	40	72	77	62	82	74	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	3	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	2	1	1	3	1	1
4000	-458.826529132391556	-457.453023989806013	-1.373505142585516	0.000010034781752	0.000004685869254	0.466962747157013	0.633808599298145	-1	1	6	5	6	7	8	9	7	8	8	9	9	10	10	11	11	10	10	11	11	11	11	12	11	12	12	13	12	11	10	12	11	14	15	13	14	13	13	13	12	13	14	14	12	15	15	13	14	13	13	16	14	14	15	14	14	15	12	14	14	14	16	16	15	17	17	15	17	17	17	19	17	19	18	18	19	19	18	20	21	23	23	23	0	1	4	1	1	4	9	9	5	9	6	3	11	0	10	31	12	10	11	12	13	6	6	14	4	20	18	21	9	11	12	21	15	42	33	7	21	59	15	6	18	30	32	15	4	44	12	30	20	33	20	56	24	16	61	22	13	36	16	22	38	13	29	61	45	48	58	44	36	64	60	35	63	30	52	39	44	51	12	77	76	66	66	61	1	1	1	3	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	1	2	3	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	3	1	3	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	2	1	2	1	1	1	2	1	1	2	1	4	1	3	2	2	4	1	1	4	3	5
4500	-386.172184095057617	-384.108219020305057	-2.063965074752580	0.000010925202042	0.000027409736856	2.508854001126069	0.746636961102713	-1	1	6	5	7	7	8	9	8	9	8	9	10	10	10	11	9	10	9	11	10	10	10	12	10	12	11	13	12	11	11	13	11	13	13	12	13	14	12	13	12	14	14	15	13	15	15	13	14	14	14	16	14	15	15	14	15	14	14	14	14	14	16	17	16	17	17	16	16	18	15	17	18	19	18	18	19	19	19	21	21	22	22	25	0	1	4	2	3	4	4	5	6	9	5	6	11	0	7	17	4	9	3	8	17	19	10	13	19	21	8	27	20	8	11	23	17	20	20	27	14	26	22	16	30	48	25	27	12	40	31	9	13	20	45	53	23	35	53	36	37	17	36	31	41	14	50	34	50	71	57	27	49	60	24	57	71	67	59	67	64	34	44	64	74	30	75	73	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	3	2	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	3	2	2	1	5	2	2
