step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
23500	-596.154663243987216	-594.426596328941741	-1.728066915045493	0.000137849843027	0.000026907362041	0.195193272986432	0.617652936312924	3	1	4	2	4	3	2	3	4	3	5	4	2	5	4	2	3	4	5	5	5	5	6	5	5	5	5	5	4	8	6	6	6	5	6	5	6	6	7	10	7	7	8	8	7	8	7	10	8	9	6	7	8	8	8	8	9	9	9	9	10	8	11	9	9	8	9	9	6	9	9	10	9	11	9	11	10	11	9	9	11	11	10	11	11	11	11	13	10	12	11	10	11	12	12	13	12	13	12	13	13	13	13	13	13	11	14	13	14	15	17	17	16	18	7	0	7	2	13	7	2	7	4	4	15	4	2	13	13	2	7	8	29	15	9	13	14	13	5	18	18	29	10	11	36	20	34	15	14	5	26	18	15	57	29	51	33	35	35	18	27	46	39	66	20	22	52	35	45	69	18	27	39	23	33	33	36	49	66	37	35	45	36	39	69	64	66	50	52	48	46	36	49	66	50	89	70	48	68	59	43	70	36	48	77	79	80	76	80	93	55	78	72	70	48	106	67	74	85	55	56	99	97	108	93	98	97	109	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	2	1	2	1	1	4	1	2	1	1	1	2	1	2	1	2	3	2	1	3	4	2	3	1	1	2	2	2	1	1	2	1	1	2	1	1	2	3	1	1	2	1	1	1	2	2	3	3	5	2	1	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	5	1	1	2	4	4	3	4
24000	-640.432837190093665	-638.715084575418814	-1.717752614674845	0.000149773026997	0.000029680998312	0.198173188507873	0.555688124595881	3	1	4	2	4	3	2	3	3	3	2	4	3	5	4	4	4	4	5	5	5	5	6	5	5	5	5	5	4	6	6	6	6	6	6	6	6	6	7	10	7	7	8	8	6	8	7	10	7	9	9	8	8	5	7	7	6	9	9	10	10	9	11	8	9	8	9	9	9	9	8	9	10	11	10	11	10	11	10	10	11	10	10	11	9	10	11	13	11	12	11	11	11	12	12	13	12	12	13	13	13	11	13	12	11	13	14	13	15	15	17	17	17	16	7	0	13	2	6	2	2	7	4	4	2	2	11	5	13	11	7	8	29	12	9	13	14	3	17	8	1	29	10	11	27	20	22	20	2	3	26	17	24	62	29	20	32	30	54	56	18	43	3	37	57	33	20	13	35	36	2	27	54	47	43	20	70	49	66	37	45	55	56	56	56	25	50	37	33	61	64	77	72	50	50	17	72	43	55	68	43	58	58	87	49	79	80	43	80	80	59	72	92	72	61	44	59	80	55	102	98	79	106	108	80	88	109	106	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	4	1	1	2	2	1	2	2	2	1	1	1	1	1	3	2	2	2	3	2	1	1	4	3	3	1	2	4	1	1	1	2	2	1	2	2	1	4	1	4	4	1	2	1	1	1	2	3	1	2	1	1	1	3	2	1	2	1	1	2	2	1	3	2	1	2	2	3	2	2	2	1	2	2	1	1	5	3	2	2
24500	-578.811245259239286	-577.171232194852109	-1.640013064387190	0.000102246970686	0.000022893336834	0.223902348206203	0.573434925868792	3	1	3	2	4	4	2	3	4	3	3	3	4	4	2	4	4	4	5	4	4	4	6	5	5	5	5	5	4	8	6	6	6	6	6	6	6	6	6	10	6	7	8	8	7	7	7	9	8	9	9	6	8	8	8	8	9	7	9	10	9	8	12	9	9	8	9	9	7	9	9	10	10	11	9	11	10	12	10	10	10	11	10	11	11	11	10	13	11	12	11	11	11	11	12	13	12	13	15	12	12	13	12	13	12	13	14	13	15	15	16	15	17	18	7	0	7	2	2	11	2	7	4	4	15	4	15	15	2	11	7	8	29	2	12	15	15	15	17	8	3	29	10	58	3	20	20	7	5	17	26	18	22	58	9	32	52	5	35	25	18	20	31	66	42	20	33	35	45	69	38	34	55	57	34	20	72	49	66	37	44	55	31	31	69	46	50	37	33	87	49	72	70	50	50	71	70	48	55	59	62	72	72	75	77	79	80	62	93	80	68	71	108	70	48	59	68	95	68	85	72	92	103	108	104	88	103	106	1	1	1	1	3	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	2	2	2	1	2	1	2	2	1	2	3	1	1	2	5	2	1	2	2	2	2	1	1	3	1	1	1	2	3	1	1	1	2	1	1	1	3	2	3	1	4	3	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	3	2	3	1	3	2	4	2	1	3	2	3	2	2	2	3	2	2	3
25000	-602.231553866205331	-600.744128497974884	-1.487425368230493	0.000138125118940	0.000041958848343	0.303774206060588	0.762319540575791	3	1	4	2	4	3	2	3	4	3	2	4	4	5	3	4	4	4	5	5	5	4	6	5	5	5	5	5	4	7	6	6	6	6	6	6	6	6	7	8	6	7	8	8	7	8	7	10	8	7	9	7	8	8	8	8	9	9	9	10	10	9	11	9	9	9	9	9	7	9	9	10	10	11	8	11	8	11	10	10	11	11	10	11	11	12	10	13	11	11	11	11	11	12	12	12	12	13	15	11	13	13	12	13	10	12	13	12	15	15	17	17	16	15	7	0	1	2	15	2	2	7	10	4	2	10	15	22	11	6	1	8	29	11	9	15	13	13	17	8	8	29	10	23	17	20	9	20	20	20	18	25	24	39	28	32	33	35	13	25	26	62	36	37	42	33	33	35	23	69	31	30	45	57	58	52	72	46	50	50	45	55	3	31	69	46	65	50	33	62	31	49	64	66	66	70	70	48	55	85	62	100	56	61	72	79	80	58	66	80	105	100	89	49	84	68	44	95	67	105	49	92	105	108	95	98	109	105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	3	2	2	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	3	1	2	1	1	2	1	1	2	3	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	4	2	2	2	3	1	1	2	3	1	2	2	4	3	1	2
25500	-610.126205926935086	-608.616573944325523	-1.509631982609561	0.000123984353517	0.000035721277691	0.288111174334653	0.624895464594805	3	1	4	2	4	2	2	3	4	3	5	4	4	5	4	3	4	4	5	5	5	5	6	5	4	5	5	5	4	8	6	6	6	6	6	6	6	6	7	9	7	7	7	8	6	7	7	10	7	8	9	8	8	8	7	7	9	9	9	10	8	9	12	9	9	9	9	9	9	9	9	10	10	10	9	11	10	11	10	10	11	11	10	11	11	11	11	12	9	12	11	11	11	12	11	13	12	13	15	12	12	13	13	13	10	13	14	13	13	15	17	16	16	17	7	0	1	2	2	2	2	7	4	4	13	4	2	5	2	6	7	8	29	12	9	17	5	2	1	8	18	29	10	46	3	24	20	20	15	25	26	13	3	44	29	20	33	11	15	15	11	75	36	37	42	43	43	13	45	24	47	15	44	47	33	61	78	49	50	50	44	45	36	56	56	49	50	50	52	75	49	89	49	66	66	77	89	48	55	55	75	58	36	75	77	72	80	62	80	95	105	78	79	58	84	97	54	95	35	97	72	77	85	108	104	107	106	106	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	4	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	3	2	1	2	1	2	2	1	1	2	1	1	1	4	1	2	2	4	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	3	2	2	1	2	1	1	1	3	3	1	3	3	2	1	1	1	1	1	2	2	1	2	3	1	1	2	2	2	1	2	3	2	2	2	2	3	2
26000	-786.386524692882517	-784.772723628697804	-1.613801064184659	0.000277300623348	0.000064941427655	0.234191423269153	0.536306017860410	3	1	4	2	4	4	2	3	3	3	5	4	4	5	4	4	4	4	5	5	4	5	6	5	5	5	5	5	5	8	6	6	6	6	6	5	6	6	7	10	7	7	8	8	7	7	6	8	8	6	9	8	8	8	7	7	9	9	9	9	10	6	10	9	7	9	9	8	9	9	9	7	10	8	9	9	10	12	10	10	11	11	10	10	10	12	11	13	11	12	11	11	10	11	12	13	11	12	12	13	13	13	11	11	13	13	14	13	15	15	17	15	17	18	7	0	8	2	8	2	2	7	4	4	16	9	9	5	8	1	7	8	10	2	4	13	22	17	1	18	12	17	17	62	7	36	17	11	5	1	26	19	23	23	28	21	6	35	13	25	27	62	36	19	32	38	72	11	17	31	47	45	55	18	52	11	69	46	31	36	35	5	56	17	6	6	60	50	45	30	52	25	31	74	80	77	69	62	43	67	36	49	58	94	79	77	50	62	104	95	54	57	89	18	61	59	55	40	23	67	18	92	49	107	107	82	78	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	3	2	2	3	2	3	2	1	1	2	1	1	2	1	2	2	1	2	2	2	3	2	1	1	2	1	1	3	2	2	2	3	2	1	1	2	1	2	7	2	2	1	1	1	2	2	2	5	4	2	1	1	1	2	3	1	1	3	1	1	4	2	3	2	1	6	1	5	2	4	1	3	4	5	4
26500	-813.092749825662736	-811.469792666154717	-1.622957159507994	0.000305092981672	0.000070319741665	0.230486264481708	0.525550181689639	3	1	3	2	4	4	2	3	4	3	5	4	4	3	4	3	4	4	4	4	5	5	6	5	5	5	5	5	5	8	5	6	6	6	6	6	6	6	7	10	7	6	7	7	6	8	6	10	8	9	9	7	8	8	8	8	9	9	9	10	10	8	12	9	9	8	7	9	9	9	8	9	9	11	10	11	10	10	10	10	10	11	10	11	11	12	11	13	9	12	10	10	11	10	12	13	12	12	14	13	13	13	12	13	13	13	12	13	15	14	17	17	17	17	7	0	7	2	2	2	2	7	2	4	4	10	2	2	2	2	16	14	10	16	13	5	27	16	15	16	12	16	19	12	17	20	14	12	24	31	31	24	32	2	29	13	42	35	11	38	18	14	36	11	71	42	11	52	45	36	66	30	44	53	62	43	92	66	49	31	7	55	25	33	2	7	3	34	42	62	25	37	36	50	50	89	49	94	68	93	46	98	36	67	33	71	32	49	80	60	30	79	64	107	84	71	55	53	54	22	82	77	104	3	80	88	109	48	1	1	1	1	2	1	1	1	3	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	1	1	6	2	2	1	1	1	2	2	6	2	2	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	2	3	1	2	3	4	5	4	2	3	2	3	2	3	1	1	2	2	1	2	1	2	1	2	2	3	2	5	2	1	3	2	2	2	1	1	3	2	4	3	6	1	1	1	5	7	2	2	2
27000	-798.821288975988409	-797.166731975403763	-1.654557000584633	0.000249057327222	0.000054440978456	0.218588142190182	0.397978585385305	3	1	4	2	3	4	2	3	4	3	4	3	2	4	3	3	3	4	5	5	5	4	6	5	5	5	4	5	4	7	6	6	6	6	6	6	6	5	7	10	7	7	5	8	7	8	7	10	8	9	8	8	7	8	8	8	8	8	9	10	10	6	12	9	9	7	9	7	9	9	9	10	9	9	10	11	10	11	10	10	11	11	10	11	11	12	8	12	11	12	11	11	11	12	12	12	12	12	15	12	13	13	11	12	11	13	14	12	15	14	17	16	17	18	7	0	1	2	13	2	2	7	5	4	17	4	2	2	13	13	7	16	29	11	14	15	15	5	17	14	8	14	10	27	14	14	22	16	22	7	38	27	15	35	19	20	14	22	14	30	2	53	30	23	23	43	24	6	35	3	38	42	39	56	14	16	46	49	36	26	5	24	16	30	25	23	31	27	71	33	14	47	70	26	77	44	31	62	39	35	30	30	44	69	3	80	37	77	36	81	55	76	77	56	48	54	40	56	35	68	23	92	54	91	96	70	67	88	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	3	2	2	1	3	2	4	1	1	3	3	2	2	1	3	2	1	6	3	1	3	1	1	2	3	2	3	3	1	2	2	3	2	4	1	2	2	5	1	4	2	4	2	2	4	1	3	5	2	1	4	1	3	3	3	3	3	1	5	2	2	4	1	3	2	4	1	2	1	4	3	1	4	1	3	3	3	6	1	4	2	5	3	6	4
27500	-827.249184426706620	-825.680119054657098	-1.569065372049573	0.000343612739910	0.000087386210693	0.254315980007799	0.530622818183685	3	1	4	2	4	4	2	3	4	3	5	4	4	5	3	3	4	4	5	4	4	3	6	5	5	5	5	5	4	8	6	6	5	6	6	6	6	5	7	9	7	7	7	8	7	8	7	10	8	8	8	7	8	8	7	8	8	9	9	10	10	9	12	9	9	9	9	7	9	8	9	10	10	9	10	11	10	11	9	9	11	10	10	10	9	12	11	13	11	12	11	11	11	12	10	13	9	12	15	13	12	13	13	11	13	13	14	13	14	13	17	15	16	18	7	0	10	2	22	16	2	7	2	4	21	15	22	20	2	2	8	8	29	2	15	2	11	20	1	9	18	15	10	25	15	33	9	2	5	25	26	20	24	44	35	33	11	52	23	34	35	59	5	34	3	22	15	3	22	47	26	33	14	20	39	32	70	43	52	3	30	24	3	31	14	62	2	55	49	58	58	74	53	37	37	31	66	43	68	45	69	30	62	52	11	58	56	73	34	58	43	92	106	40	73	104	63	64	52	44	58	49	91	66	93	72	56	102	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	2	1	1	1	2	1	1	2	1	1	4	2	2	3	3	3	4	1	3	3	3	4	2	3	3	2	2	3	1	1	3	2	3	1	5	2	2	2	1	2	1	2	4	3	1	2	2	3	2	4	2	5	5	2	2	2	2	3	2	1	2	3	2	2	1	2	2	4	2	4	2	2	3	4	3	4
28000	-845.084815590569860	-843.573844546011401	-1.510971044558492	0.000274345860057	0.000078800498144	0.287230498493786	0.458351169362196	3	1	4	2	4	4	2	3	4	3	5	4	4	2	3	3	4	4	5	5	5	5	6	4	5	5	5	5	4	7	6	5	6	6	6	6	5	6	6	7	7	7	8	8	7	8	7	10	8	8	9	8	8	7	8	8	9	9	9	9	10	9	11	8	7	9	7	6	9	9	9	10	10	10	9	11	9	9	9	10	10	8	10	11	11	12	11	12	11	12	11	11	10	12	12	13	11	10	12	13	13	13	13	13	13	13	14	10	15	15	16	17	15	18	7	0	1	2	2	2	2	7	16	4	10	4	15	2	14	2	7	8	6	2	9	24	27	8	24	5	16	29	10	16	37	5	17	27	22	25	8	1	27	37	5	34	30	35	15	16	26	71	36	31	42	13	26	13	15	3	40	9	40	47	31	32	31	27	38	46	27	20	43	17	3	25	77	47	11	56	36	30	25	54	44	23	11	62	70	30	30	25	56	75	37	36	38	98	37	93	23	6	25	20	48	68	39	71	99	68	38	49	67	97	99	110	105	59	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	4	1	1	2	1	1	1	2	3	1	2	1	1	1	2	3	3	1	1	2	1	2	1	2	3	4	3	1	4	2	2	2	3	5	2	1	1	1	1	1	5	5	2	1	1	1	2	3	2	4	3	2	2	3	2	2	3	3	4	1	3	3	3	2	2	5	2	4	3	6	5	2	6	6	1	1	6	4	2	5	4	3	2	2	7
28500	-843.398304589889790	-841.859903829207269	-1.538400760682518	0.000367334220780	0.000099370431144	0.270517761545547	0.462162901380571	3	1	4	2	4	4	2	3	4	3	3	3	3	5	4	4	4	4	5	5	5	5	6	5	4	5	5	5	4	7	5	6	5	5	4	6	6	6	7	10	4	7	8	6	7	8	7	10	8	9	9	8	8	8	8	8	6	9	9	9	10	9	12	9	9	8	8	9	8	8	6	9	10	10	10	11	10	12	10	10	10	10	10	8	11	12	10	13	11	10	11	11	11	12	12	13	12	12	15	13	12	13	10	13	13	13	11	13	14	15	15	17	17	17	7	0	10	2	13	1	2	7	12	4	4	4	2	18	11	2	7	8	4	11	17	5	26	15	1	5	16	16	4	32	41	34	9	11	13	26	20	25	3	69	2	20	34	24	2	41	37	69	42	54	54	2	33	22	44	18	1	57	30	47	5	69	49	36	66	26	44	20	3	36	25	49	30	2	20	39	84	36	68	3	68	50	7	33	103	103	69	59	69	58	70	38	25	41	81	83	52	30	79	7	53	85	58	37	92	83	49	30	38	61	81	110	98	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	3	2	2	1	4	2	1	2	1	1	1	5	2	3	2	3	1	3	1	1	4	1	3	3	1	1	1	3	3	1	1	1	2	8	4	4	2	4	1	4	1	1	5	3	1	2	2	2	2	1	2	4	4	4	2	3	3	4	3	9	3	2	1	3	2	2	2	4	7	5	3	1	5	8
29000	-801.536025981687544	-799.970979492508491	-1.565046489179096	0.000312873015008	0.000080193459969	0.256313124246877	0.438220494583934	3	1	4	2	4	4	2	3	3	3	5	4	4	4	4	3	4	4	5	3	5	3	6	5	4	5	5	5	5	8	6	4	6	6	6	6	6	6	7	10	7	7	8	6	7	8	7	10	8	7	9	7	8	8	8	8	9	9	9	10	10	9	12	8	7	9	9	9	6	9	8	9	10	11	9	11	10	12	10	10	11	9	8	11	10	12	9	10	10	9	11	10	9	12	12	13	12	13	15	13	13	13	13	12	13	13	14	13	14	15	17	17	17	16	7	0	16	2	8	20	2	7	4	4	14	4	22	22	22	2	1	8	20	2	12	7	11	20	7	18	18	10	7	39	32	2	29	2	14	17	18	32	38	51	10	32	33	32	36	32	37	52	17	16	34	33	33	42	14	17	26	11	30	44	51	30	41	36	20	49	45	54	20	30	14	35	25	89	33	33	69	58	58	71	37	31	12	34	83	85	34	31	11	53	89	25	18	32	60	73	68	89	71	78	31	60	87	81	68	54	36	94	71	108	80	73	44	94	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	3	1	2	2	1	2	2	2	2	1	1	1	2	3	2	2	1	2	1	1	3	3	2	1	2	1	4	1	4	1	1	3	1	1	4	1	4	1	1	1	2	1	3	3	3	1	3	2	1	2	1	2	3	3	4	3	2	2	3	2	2	1	1	3	3	6	1	3	1	2	5	1	5	2	1	1	2	3	4	1	4	1	4	6	7	3
29500	-817.113846075356264	-815.557232994791548	-1.556613080564741	0.000371694973526	0.000096871671019	0.260621417878674	0.518170240225133	3	1	4	2	4	2	2	3	4	3	5	3	4	4	3	3	4	4	4	5	4	5	6	5	5	4	5	5	5	8	6	4	6	6	6	6	6	6	7	9	6	7	8	8	7	8	7	8	7	9	9	7	8	8	8	8	6	9	8	10	10	9	11	9	9	9	8	9	9	9	9	10	10	11	9	11	9	12	10	9	10	11	10	11	11	12	11	13	11	11	11	9	11	12	11	12	12	13	12	10	12	13	13	13	12	13	14	13	12	15	17	16	17	18	7	0	16	2	7	2	2	7	4	4	21	4	1	8	6	6	16	16	15	32	4	5	5	14	17	15	18	19	19	35	16	2	11	15	24	25	7	5	27	47	19	33	52	45	35	23	18	16	8	8	47	37	47	47	11	1	32	52	2	1	53	42	13	31	27	39	37	47	25	18	11	48	1	62	30	59	59	85	30	26	71	50	38	34	44	45	56	27	48	56	71	39	50	52	38	93	65	38	69	48	90	44	48	18	30	97	89	94	83	18	93	55	98	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	2	1	1	1	1	1	1	1	2	3	4	3	1	1	1	1	3	3	1	2	4	6	2	2	4	3	3	2	2	2	2	4	2	2	5	2	1	2	1	1	2	4	1	2	3	2	3	5	3	4	2	2	2	1	1	4	3	1	1	5	2	1	1	3	3	3	3	1	2	1	2	8	2	2	4	4
30000	-853.896165881676666	-852.300302079000176	-1.595863802676474	0.000297858458049	0.000072031516000	0.241831360009754	0.450226147115830	3	1	4	2	4	3	2	3	3	3	3	4	3	5	4	4	4	4	4	5	3	2	5	5	5	5	5	4	5	8	6	6	5	5	5	6	6	6	6	10	7	7	8	8	7	8	7	10	7	9	8	8	7	8	8	8	9	6	8	9	9	7	12	9	9	9	9	9	9	9	9	10	10	11	9	11	10	12	8	10	11	9	8	11	11	12	11	13	8	12	11	11	11	11	11	12	12	11	14	13	13	11	12	10	13	11	14	11	15	15	15	16	16	18	7	0	22	2	1	2	2	7	4	4	7	11	22	15	22	11	6	6	6	3	4	2	9	5	6	15	18	11	19	58	33	25	11	2	15	8	3	27	33	23	6	34	25	47	5	27	8	59	7	27	47	36	33	27	35	27	14	11	33	18	46	34	104	62	54	26	23	89	3	25	79	31	89	13	20	48	31	91	25	1	43	6	37	44	35	67	57	25	34	43	66	36	38	77	69	60	14	18	64	83	54	72	50	26	82	72	71	77	74	49	27	79	110	44	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	3	2	1	1	3	1	2	2	1	3	3	3	2	5	4	1	2	1	3	2	1	3	1	3	3	1	2	1	2	1	3	3	1	3	2	1	3	1	5	4	1	4	1	3	6	2	6	2	2	4	3	2	8	2	3	2	4	4	1	2	3	5	5	4	3	3	1	3	3	2	1	4	1	3	8	9	2	1	8
30500	-843.621003737315050	-842.026481083397812	-1.594522653917249	0.000341212098592	0.000082718087063	0.242424249914004	0.488322053484539	3	1	4	3	2	3	2	3	4	3	5	2	3	4	3	4	4	4	5	4	4	5	6	4	5	5	5	5	4	8	6	5	5	6	6	6	6	5	6	10	7	7	8	7	7	8	7	10	7	9	9	7	8	8	7	8	9	9	9	10	10	9	10	8	9	8	9	9	8	9	8	10	10	11	10	11	9	11	9	10	11	11	10	11	11	11	11	13	11	12	10	8	10	12	9	10	11	12	15	13	13	12	13	13	11	11	14	13	14	15	17	17	15	16	7	0	1	12	2	2	2	7	4	12	9	2	5	15	2	5	7	5	29	2	4	15	19	5	3	16	18	29	6	44	27	6	6	16	15	25	22	15	1	11	22	20	3	34	15	38	27	23	31	15	64	38	20	13	11	38	43	64	23	36	30	20	30	17	23	26	55	66	33	64	42	8	31	47	35	64	23	23	27	31	59	31	70	35	1	68	34	54	48	64	54	49	37	93	46	65	67	83	78	70	87	44	40	96	67	15	78	82	103	43	102	34	35	74	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	3	1	1	2	1	3	2	2	4	1	3	2	1	2	1	5	1	2	3	4	1	2	1	1	2	4	1	5	1	3	2	3	2	1	3	1	1	3	4	4	2	1	2	3	4	2	1	3	1	4	5	1	2	4	1	3	1	1	3	2	1	1	1	1	3	3	2	3	3	3	2	3	3	2	1	4	3	5	5	3
