step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-6306.363121130416403	-6313.218609081375689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.322520659404066	0	3	4	6	9	8	10	10	9	12	12	11	11	13	11	13	16	14	14	14	15	13	14	14	15	15	16	15	15	15	16	17	17	17	17	17	18	19	19	18	17	17	18	18	19	20	20	20	19	21	23	19	20	20	21	21	21	21	22	21	22	22	23	23	23	23	23	25	25	26	26	27	27	26	29	28	29	29	28	29	30	31	32	30	32	32	32	33	33	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	5	4	5	5	5	6	6	6	6	7	6	7	8	7	7	7	8	7	7	7	8	8	8	8	8	8	8	9	9	9	9	9	9	10	10	9	9	9	9	9	10	10	10	10	10	11	12	10	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12	13	13	13	13	14	14	13	15	14	15	15	14	15	15	16	16	15	16	16	16	17	17	18
500	-957.366738144828673	-964.222226095788074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.178314843555351	1	3	5	6	9	8	10	10	6	11	12	10	12	10	8	13	13	11	15	14	14	13	14	15	16	15	17	15	15	12	17	18	17	18	17	18	17	18	16	17	16	14	18	16	19	20	21	19	19	21	24	19	20	21	21	21	22	20	23	22	22	22	23	24	23	23	23	26	25	26	26	27	28	26	30	28	30	30	29	30	31	31	33	31	32	33	33	33	33	36	0	1	2	0	4	4	4	6	0	12	6	4	8	9	0	10	15	9	18	9	7	15	30	11	7	30	28	18	22	7	6	4	5	5	18	28	10	9	9	18	42	30	0	0	14	18	40	24	35	9	14	26	41	44	14	9	55	9	39	30	18	30	20	30	42	52	30	0	30	50	17	60	42	17	58	68	58	42	17	39	65	39	52	58	70	42	38	30	0	18	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	4	3	2	3	2	2	2	2	2	1	1	2	1	2	6	5	4	3	3	1	3	9	7	3	1	2	1	1	5	5	3	2	1	10	9	2	3	3	5	8	1	11	4	7	8	5	5	5	6	2	8	1	10	2	8	3	10	9	8	1	6	8	13	9	6	11	11	10	4	12	11	16	1	12
1000	-745.268821316503704	-752.124309267463104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.302200683878927	0	3	5	7	10	9	10	11	6	12	12	12	12	13	10	13	16	14	14	13	15	13	14	14	16	14	16	14	15	15	17	18	17	18	17	17	19	17	18	18	18	17	18	18	17	20	20	20	19	22	23	19	20	20	21	21	20	21	22	21	22	19	24	24	23	22	24	25	25	23	27	27	27	26	30	28	30	29	29	29	31	31	32	31	31	32	32	34	34	36	0	1	2	0	4	4	4	6	0	7	6	7	8	9	0	4	15	9	14	9	26	15	10	6	10	10	18	14	22	26	11	11	24	25	18	14	16	9	14	14	30	30	0	0	14	14	28	24	27	18	18	30	41	44	45	40	40	9	36	42	14	30	56	41	30	42	62	0	60	50	70	67	65	38	38	70	68	67	38	70	73	38	81	68	70	65	38	66	0	58	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	4	4	4	1	4	1	2	2	2	2	1	2	1	1	1	3	4	2	1	2	2	4	8	4	2	2	1	1	1	3	4	3	3	2	5	7	2	1	1	2	2	1	7	2	3	6	2	2	2	4	4	4	1	3	1	3	2	2	7	9	3	3	3	11	3	2	10	1	5	4	5	8	10	1	9
1500	-650.162984134778867	-657.018472085738267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446896474898133	1	3	4	6	10	8	7	10	10	11	12	12	12	13	11	11	17	13	14	14	16	12	15	14	14	12	17	15	16	14	16	17	16	17	15	16	18	19	19	17	17	18	15	18	18	20	20	21	20	22	24	18	20	20	20	22	21	20	21	20	22	20	23	24	23	24	23	22	26	26	27	27	27	25	30	28	30	29	27	30	30	32	32	31	31	32	32	34	34	35	0	1	2	0	4	4	4	6	0	7	6	5	8	9	0	7	29	9	18	14	26	15	16	6	10	10	35	20	22	26	11	24	11	25	18	18	10	18	28	18	30	30	0	0	36	36	36	33	35	36	61	26	41	44	28	20	14	18	47	30	55	21	39	67	62	60	53	0	65	68	68	64	69	56	76	70	71	65	14	76	69	74	81	71	80	67	85	69	0	56	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	3	1	2	1	1	2	1	2	3	2	1	1	1	2	1	3	1	2	2	1	2	4	3	2	2	2	2	1	1	1	2	2	3	3	5	1	3	1	1	3	4	3	4	1	2	1	2	3	1	2	2	2	1	2	2	4	1	1	2	2	1	2	3	10	1	3	5	1	2	1	6	1	4	1	9
2000	-541.584550664577137	-548.440038615536537	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551304990214418	0	3	5	6	9	8	10	9	8	12	11	11	11	13	11	14	16	13	14	14	16	13	13	14	16	13	17	16	16	15	14	18	18	16	16	17	18	20	18	17	18	18	18	17	18	20	20	20	19	21	24	20	20	19	21	20	21	21	23	21	22	23	24	24	24	23	23	24	25	25	26	28	27	25	29	28	28	29	28	30	31	31	32	29	33	33	29	33	34	35	0	1	2	0	4	4	5	6	0	7	6	5	8	9	0	10	22	9	14	18	26	15	10	6	16	10	35	20	22	26	11	11	24	10	14	28	25	28	28	20	30	30	0	0	36	36	36	33	27	46	38	30	21	44	28	28	40	45	47	41	56	21	50	21	41	41	60	0	66	68	74	64	69	68	70	68	74	73	68	87	78	79	81	74	80	78	70	81	0	55	1	2	1	1	2	1	1	1	1	2	2	2	2	3	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	4	2	2	2	1	1	3	2	1	2	2	1	1	1	2	2	1	1	1	2	3	2	2	4	2	2	2	1	1	1	4	2	2	3	3	1	1	1	1	1	2	1	1	3	3	1	1	4	1	2	2	1	2	2	3	2	1	1	7
2500	-501.806826363717619	-508.662314314677019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656328756940794	0	3	5	6	9	9	9	10	9	12	12	12	12	13	11	14	16	15	14	14	14	13	13	14	16	13	16	16	15	15	16	18	17	17	18	17	18	19	19	16	18	18	18	19	19	20	19	20	19	22	22	19	17	20	22	21	21	21	21	21	23	20	22	24	23	24	23	25	25	26	27	27	27	26	30	29	30	29	28	29	29	32	32	31	32	33	32	33	33	35	0	1	2	0	4	4	4	6	0	7	8	5	8	9	0	10	22	20	14	14	26	15	10	11	16	10	20	20	22	21	24	6	24	10	27	20	25	28	28	20	30	30	0	0	36	47	28	33	27	39	39	30	30	44	47	39	39	45	47	41	56	30	39	67	60	62	42	0	67	68	74	67	69	68	70	70	74	73	74	70	73	77	81	79	70	73	70	81	0	59	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	3	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	3	1	1	2	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	3	3	2	2	1	5
3000	-508.925187026800700	-515.780674977760100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608887110383624	1	3	5	6	8	7	10	10	9	12	12	12	12	13	11	14	17	14	14	14	15	13	14	14	15	14	16	16	15	15	16	17	17	18	18	17	19	20	18	17	17	17	18	18	18	21	18	19	19	20	23	19	20	20	20	22	22	20	22	21	23	22	22	24	22	24	23	24	26	26	26	27	27	25	30	27	29	29	28	29	30	31	31	31	32	32	33	34	33	35	0	1	2	0	4	4	4	6	0	4	6	7	8	9	0	7	29	14	14	9	26	15	10	10	10	10	14	18	22	26	10	11	11	10	27	28	34	40	28	20	30	30	0	0	36	20	14	31	27	39	63	41	30	44	18	39	40	36	45	53	55	41	39	67	41	65	65	0	64	68	74	67	69	68	70	70	74	73	74	76	69	77	78	74	80	81	85	86	0	46	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	3	3	2	2	1	1	2	2	1	2	2	3	2	2	1	2	2	3	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	3	2	1	1	1	1	6
3500	-504.778352748709267	-511.633840699668667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621661584567273	0	2	4	6	8	8	9	10	10	11	12	10	11	12	11	11	17	15	14	15	16	13	14	14	15	14	16	15	15	15	16	18	15	17	18	16	19	20	19	19	18	18	18	18	20	20	21	19	20	22	23	19	20	19	18	22	21	20	23	22	22	22	23	22	24	23	24	25	25	26	27	26	27	26	29	29	29	29	28	29	30	31	31	29	31	32	32	34	33	35	0	1	2	0	4	4	4	6	0	5	6	7	8	9	0	7	29	14	14	14	30	15	10	6	16	16	28	14	22	26	11	33	24	10	20	14	25	28	20	20	30	30	0	0	20	36	36	33	35	39	61	30	41	44	28	46	55	36	55	42	55	53	28	42	60	42	62	0	64	68	74	67	69	68	70	70	74	69	74	70	78	77	78	74	75	81	75	86	0	47	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	3	2	2	2	1	2	1	2	1	1	2	2	1	2	2	2	2	1	4	2	1	3	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	1	1	6
4000	-495.426118938072705	-502.281606889032105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608765470850766	1	3	5	6	8	8	10	10	10	11	13	12	12	13	10	13	17	14	15	15	15	13	15	14	16	13	15	16	16	15	17	17	16	17	17	17	18	20	20	17	18	17	18	18	19	20	20	20	20	22	23	20	20	20	22	19	21	21	22	21	22	23	23	22	23	23	24	24	26	26	27	27	27	26	30	29	28	29	28	28	30	32	32	30	32	32	31	33	32	36	0	1	2	0	4	4	5	6	0	5	6	7	8	9	0	7	22	9	14	9	26	15	10	6	16	10	14	18	22	26	33	24	24	16	27	28	10	18	56	28	30	30	0	0	36	20	20	33	20	56	61	30	41	44	46	28	20	20	46	30	39	30	39	60	53	52	60	0	65	68	74	67	69	68	70	70	74	73	74	70	78	77	78	79	76	81	80	86	0	20	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	2	1	3	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	3	3	1	1	2	1	1	1	1	2	3	2	2	2	1	2	1	1	2	1	3	2	2	3	1	4	1	1	2	2	2	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	1	9
4500	-492.945117587375989	-499.800605538335390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672809305151857	0	2	4	5	9	7	10	9	8	12	12	11	11	12	11	14	17	15	15	14	14	13	13	13	14	16	16	16	16	16	16	18	17	17	18	18	17	19	20	18	18	17	17	18	20	19	17	20	20	20	23	19	20	20	22	21	22	21	23	21	23	22	23	23	23	23	23	25	26	26	27	27	27	26	29	28	28	28	28	29	30	29	32	29	33	32	32	34	33	35	0	1	2	0	4	4	4	6	0	7	6	5	8	9	0	10	29	20	14	14	7	15	7	11	10	21	14	18	22	21	11	33	24	16	27	47	25	18	46	20	30	30	0	0	46	14	20	33	35	28	50	42	30	44	36	28	39	36	55	52	50	53	50	60	60	41	60	0	67	68	74	67	65	68	70	70	74	73	74	76	78	77	78	79	80	81	75	86	0	50	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	8
