step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82
5000	-420.007247788895825	-429.058091169347165	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997211726483662	-2	2	5	9	9	17	30	23	32	24	33	34	33	24	17	34	16	28	30	39	29	45	38	42	51	42	39	42	44	42	38	38	39	38	42	51	41	46	44	49	54	50	47	49	49	42	44	43	56	44	51	53	53	54	58	66	57	52	37	58	54	62	64	67	65	70	80	67	75	73	81	80	72	81	100	85	97	90	79	94	96	90	0	1	2	1	1	4	10	15	14	17	18	14	10	15	5	19	5	14	14	9	10	9	16	11	38	20	7	18	16	23	16	19	13	16	33	39	16	23	32	28	38	27	37	48	26	16	32	27	45	34	50	50	23	46	42	60	22	44	17	53	44	53	49	54	60	68	69	52	66	62	69	69	64	79	80	74	80	76	64	78	78	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-435.448784126656562	-444.499627507107903	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978464363995096	-3	4	6	11	10	16	36	20	24	21	30	32	28	29	27	19	27	32	32	33	29	38	37	37	53	39	42	30	47	38	41	36	45	43	42	46	45	40	47	48	48	51	47	46	44	43	46	44	49	49	62	49	51	33	53	58	56	58	54	60	52	59	56	73	65	75	79	68	77	70	76	79	68	85	92	90	99	91	90	92	95	98	0	1	1	1	3	4	28	4	10	3	10	17	8	10	8	6	16	10	11	13	17	21	13	19	44	18	14	10	30	11	21	18	7	14	32	30	12	18	26	26	26	38	38	7	24	31	30	20	30	46	44	45	38	17	43	41	50	55	44	59	27	47	41	65	51	73	69	59	73	42	65	71	43	67	74	72	79	79	72	72	80	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-433.312366465123830	-442.363209845575170	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.942561654091524	-1	4	8	8	12	15	31	23	29	17	22	32	29	30	23	25	27	24	34	30	18	41	34	41	55	43	40	34	46	40	42	39	44	42	39	51	44	39	47	50	46	48	56	45	48	49	45	49	54	51	61	48	54	54	58	63	60	51	58	59	55	63	59	69	65	76	78	69	73	67	78	72	81	91	96	85	100	92	90	94	91	97	0	1	2	2	4	5	6	5	18	3	6	18	16	21	6	8	8	10	15	16	6	28	17	11	41	19	13	20	24	7	35	28	30	9	28	26	23	19	38	27	14	30	46	35	30	30	38	34	24	52	54	44	27	26	31	49	49	33	42	26	39	53	48	62	60	63	69	62	49	60	69	61	64	72	67	66	79	73	71	74	67	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-441.841545763064460	-450.892389143515800	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996760051835557	0	3	5	9	6	17	34	19	29	16	33	25	33	25	19	26	25	26	31	31	28	33	37	38	52	41	36	42	48	37	37	35	45	42	38	46	42	39	49	44	47	40	48	47	45	43	50	52	54	52	54	52	52	51	45	65	45	57	52	60	58	65	46	73	64	73	77	68	81	70	78	78	75	83	91	88	102	95	74	85	95	95	0	1	2	3	1	3	9	10	18	4	16	4	12	15	2	6	15	6	12	17	18	21	9	20	41	24	20	19	19	21	18	19	7	35	22	42	27	7	63	24	28	12	41	34	34	35	11	46	42	63	23	63	44	31	28	58	7	57	41	43	49	43	42	65	49	68	70	39	79	62	64	68	68	67	72	73	78	74	68	69	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-427.098717258316128	-436.149560638767468	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995878831992226	-2	2	4	5	13	15	29	20	31	17	32	25	33	31	24	22	27	26	34	40	31	38	37	40	52	40	37	34	45	45	46	42	40	37	43	49	34	46	43	48	49	51	51	47	41	49	46	38	46	48	61	50	51	40	56	67	54	59	54	61	53	64	61	61	68	79	78	70	73	70	80	81	77	86	94	89	90	91	86	94	96	95	0	1	1	1	1	5	16	6	15	5	7	5	18	8	10	5	16	10	21	12	17	9	13	9	34	9	16	18	34	37	34	23	21	21	11	48	15	28	48	35	26	32	31	33	28	30	20	37	24	32	58	33	32	21	41	62	53	36	46	33	47	42	59	61	60	69	70	63	56	65	65	69	65	72	74	71	67	73	71	76	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-424.762544655313604	-433.813388035764945	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.953164415668765	1	4	5	10	14	16	31	23	31	19	24	33	28	29	25	32	28	26	23	33	32	40	39	39	47	45	43	41	45	44	40	39	42	39	36	48	43	42	48	52	52	43	51	51	47	44	52	45	51	45	61	52	50	52	49	65	55	57	54	56	50	67	58	67	61	78	71	71	83	77	82	74	79	83	98	84	93	93	94	82	95	101	0	1	1	1	3	4	11	10	15	3	10	6	11	19	5	15	10	8	10	13	11	7	9	13	27	38	22	35	12	34	21	19	12	9	21	26	9	15	50	29	48	35	36	25	48	32	36	38	26	32	30	45	42	26	23	55	46	59	25	45	42	63	49	43	59	72	51	56	66	56	70	67	72	72	79	67	80	74	76	73	66	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-423.452272722371617	-432.503116102822958	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969252978173019	-2	3	6	11	10	15	32	20	29	22	32	33	25	26	27	30	22	26	30	39	28	39	36	40	49	37	41	41	46	43	38	40	43	43	42	51	40	45	45	48	51	47	51	37	47	39	48	38	37	52	50	51	51	49	48	64	54	54	50	56	57	60	54	71	62	76	76	70	79	73	78	78	75	82	95	88	98	96	83	90	85	100	0	1	1	3	3	5	13	5	10	4	15	14	4	8	4	10	3	5	18	7	6	12	7	18	26	12	48	31	30	11	14	44	46	20	7	47	44	32	27	34	39	24	34	16	48	44	33	15	12	30	38	30	42	44	33	61	41	54	22	59	59	40	42	62	60	70	68	53	64	68	64	68	68	73	81	69	76	81	67	72	71	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-433.881934332520075	-442.932777712971415	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987537193068713	-5	2	4	7	9	19	34	18	31	24	31	24	34	27	23	34	26	31	31	32	32	42	37	39	54	44	40	28	43	45	41	41	45	35	36	49	40	45	48	50	51	50	55	44	42	45	48	48	52	45	62	48	49	42	59	58	58	50	53	56	57	67	63	70	65	63	78	69	79	67	77	77	82	90	91	87	102	88	93	90	85	97	0	1	2	3	3	5	14	3	14	8	14	8	11	12	6	15	12	28	14	28	28	14	18	11	45	24	7	8	24	7	27	11	24	11	9	16	14	7	44	45	37	30	59	7	28	20	26	54	32	31	56	54	32	11	41	50	41	30	48	40	41	63	60	62	56	33	43	55	70	60	64	64	71	76	72	72	82	67	81	71	67	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-437.722484440360233	-446.773327820811573	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986344444560013	-5	1	9	12	8	17	29	20	31	20	18	25	31	23	23	29	27	26	18	35	30	40	36	39	52	32	42	37	45	37	46	39	42	44	39	45	40	44	40	48	49	52	42	46	46	50	54	46	50	40	50	54	54	50	55	60	59	55	56	61	55	68	61	69	65	64	77	70	79	69	77	72	80	78	105	87	84	94	94	91	92	93	0	1	1	5	1	4	15	6	8	11	5	10	15	4	19	17	6	5	3	12	15	13	15	23	29	12	24	13	20	7	27	21	28	23	16	37	28	35	23	36	23	39	26	27	33	45	41	37	27	20	50	33	40	29	48	49	49	51	45	52	25	63	41	58	57	42	64	66	62	60	62	65	72	62	79	74	67	68	81	76	76	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-445.326169478287227	-454.377012858738567	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988905501542165	-3	4	7	7	12	16	35	20	30	21	15	30	34	27	27	30	27	24	34	36	26	41	37	29	52	37	32	40	41	40	41	37	37	43	38	50	47	44	44	42	51	48	52	40	47	44	47	43	54	37	62	50	49	43	54	65	54	49	43	61	48	70	61	72	67	73	61	70	78	72	79	79	79	82	95	88	100	90	86	93	92	94	0	1	1	1	2	3	24	4	10	3	5	15	12	3	6	10	8	10	16	18	11	12	13	17	38	14	6	19	13	16	19	18	12	35	12	58	54	30	33	50	50	29	46	27	35	44	40	33	42	17	25	59	26	44	22	57	48	27	23	41	44	65	49	51	60	67	41	56	58	65	70	56	64	71	76	74	82	69	72	74	78	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-424.316591186854794	-433.367434567306134	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999098247828475	-4	2	7	13	10	14	33	14	23	21	23	29	30	31	23	26	25	28	32	36	27	41	39	38	53	36	43	36	46	47	38	41	39	35	43	45	39	47	42	52	49	48	51	49	37	44	35	46	52	54	60	46	53	55	50	62	60	51	55	53	55	69	60	69	57	72	70	62	76	75	76	74	79	86	86	85	96	92	80	94	92	95	0	1	2	3	2	3	12	3	8	5	4	16	17	11	8	15	10	11	9	18	15	19	28	16	52	21	20	21	31	33	9	26	14	11	33	20	28	23	28	35	48	23	52	35	14	47	17	32	38	55	55	28	36	36	23	59	60	37	44	27	38	65	42	56	49	65	50	42	72	62	66	56	64	70	73	73	76	74	69	76	79	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-445.625108863226330	-454.675952243677671	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.952229168623716	-2	4	7	11	11	19	34	21	27	21	29	33	32	24	29	23	29	27	30	38	30	35	34	41	49	38	36	44	41	43	35	39	43	40	38	44	41	43	46	50	50	44	46	46	38	39	50	46	57	53	64	52	52	55	43	66	59	56	51	54	53	67	52	73	60	80	71	69	81	75	81	84	78	83	101	86	98	77	93	88	75	95	0	1	2	1	1	5	15	4	5	5	16	9	9	3	16	6	8	16	9	9	6	17	9	7	24	22	11	18	21	17	10	9	45	21	18	21	16	31	45	30	55	15	7	7	17	12	28	46	53	23	53	32	28	53	27	52	58	25	42	44	55	58	44	56	63	64	62	53	78	56	67	69	81	66	82	70	80	67	74	74	68	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-448.368897922127871	-457.419741302579212	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999860005386542	-1	6	7	13	16	11	34	20	28	17	26	27	37	27	24	30	22	26	35	40	34	38	41	41	51	41	39	32	48	45	29	40	45	37	44	49	38	50	45	42	52	45	49	49	45	46	51	51	52	52	57	45	55	44	56	67	60	56	57	58	57	67	59	66	66	77	75	72	74	78	82	82	80	90	103	87	86	94	88	97	86	94	0	1	1	3	6	3	9	10	5	1	10	18	31	8	5	11	10	17	5	12	6	11	37	18	33	7	31	11	26	22	2	12	22	21	20	13	28	20	32	28	35	20	42	30	28	32	27	26	45	45	50	28	38	19	26	57	51	38	41	44	26	63	59	58	41	67	68	60	64	69	60	66	68	76	81	66	73	76	73	78	71	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-435.696325105664073	-444.747168486115413	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977043190304359	-2	1	5	8	12	14	31	24	31	20	31	28	23	27	22	29	26	27	35	39	32	41	43	33	50	40	42	43	46	39	44	38	42	43	41	46	44	34	36	51	50	45	53	41	48	49	46	38	54	54	56	54	47	55	59	67	59	56	46	42	52	64	55	69	64	75	82	67	76	71	76	74	70	81	102	87	92	85	83	95	95	94	0	1	2	2	3	4	18	10	13	6	10	8	6	6	6	10	15	10	8	14	18	21	48	17	36	11	39	38	34	9	35	8	32	16	39	30	39	7	7	42	28	44	27	32	42	39	60	11	25	36	47	37	31	31	54	51	42	47	20	7	59	51	30	58	50	55	71	55	70	62	40	65	65	70	76	66	76	73	69	77	78	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-429.105801900718859	-438.156645281170199	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979805628641078	-5	1	7	12	10	20	33	23	28	19	30	28	34	29	27	17	26	22	31	33	27	39	32	39	52	38	43	42	48	42	45	36	46	29	41	50	35	35	38	48	51	51	56	50	45	45	42	43	57	53	59	50	57	50	51	59	57	54	50	58	50	59	53	72	60	77	77	70	78	66	79	83	73	88	103	80	98	94	89	94	93	98	0	1	2	3	3	4	17	4	6	3	17	18	15	8	18	4	5	16	6	12	6	14	8	23	28	37	37	38	32	39	28	8	30	16	7	24	19	15	11	46	38	35	36	48	30	28	32	20	30	44	44	27	29	31	30	36	44	27	33	58	45	31	59	49	58	68	73	31	73	63	73	67	70	66	82	73	78	74	71	79	71	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-449.222596787908856	-458.273440168360196	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999852643767294	-1	4	9	10	14	17	34	24	25	21	21	28	26	31	23	17	16	29	35	34	28	40	40	39	50	43	42	35	43	41	42	30	40	41	39	46	46	33	42	50	52	29	47	48	48	49	44	48	50	46	55	49	55	50	52	67	60	58	57	54	52	53	62	67	60	80	77	66	81	72	84	75	71	92	100	88	93	90	90	91	85	95	0	1	2	1	3	3	13	10	15	16	3	15	5	12	6	5	2	15	42	9	11	32	32	19	22	22	12	14	20	32	20	10	19	38	28	29	35	42	28	47	43	11	29	27	14	20	22	36	35	24	55	39	47	33	23	51	44	44	40	37	47	36	52	57	36	70	73	60	56	51	73	64	57	72	79	72	71	66	69	64	66	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-441.113855780845995	-450.164699161297335	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981456539367527	-3	5	7	11	16	16	35	18	28	24	30	31	30	29	28	28	31	27	33	38	30	43	36	36	53	38	41	37	43	32	37	31	43	40	44	51	37	47	47	46	44	36	44	47	42	49	46	47	50	43	58	48	50	50	58	66	59	55	55	53	58	67	56	78	58	74	74	62	80	75	81	77	77	89	92	86	92	94	81	92	87	95	0	1	1	2	2	4	14	4	10	4	10	9	10	10	6	6	18	4	17	19	16	42	15	30	47	32	7	13	27	16	17	16	24	19	12	20	24	17	50	7	42	11	9	7	26	23	30	29	47	37	59	45	45	50	60	65	60	54	45	50	48	55	46	55	36	65	56	46	62	56	66	62	70	73	76	73	74	80	73	74	64	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-434.205838317364282	-443.256681697815623	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968960045731358	-5	4	1	9	11	19	37	18	25	22	29	32	29	29	25	31	28	27	34	33	31	44	38	37	55	39	42	38	44	45	36	37	43	41	44	53	45	48	47	49	53	46	50	49	47	43	38	47	42	54	63	55	53	53	50	59	51	52	55	61	56	63	64	70	58	74	81	61	73	66	81	80	77	84	95	79	100	85	89	98	96	99	0	1	1	2	3	5	21	2	8	8	6	11	9	10	8	18	10	6	17	13	13	34	21	21	39	14	28	12	32	21	14	21	31	19	17	18	23	46	20	23	39	28	29	27	32	32	18	34	28	39	44	29	39	55	35	34	40	35	49	59	43	56	25	62	38	62	68	25	65	52	69	64	69	67	74	60	81	71	67	74	74	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-432.463144151020629	-441.513987531471969	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999885978919643	-2	2	4	3	13	17	29	21	33	22	30	33	35	21	21	31	27	32	26	35	24	43	30	41	55	42	39	43	45	47	40	38	42	37	35	49	38	49	43	48	53	50	55	49	43	43	43	39	56	46	56	46	50	51	50	57	48	55	50	58	53	63	52	76	62	66	79	64	80	74	84	74	72	77	88	84	95	87	90	98	91	102	0	1	1	1	4	3	10	6	17	5	21	6	23	5	5	17	8	19	15	23	6	31	21	16	44	13	13	27	9	26	16	17	23	23	7	27	18	24	34	48	47	46	53	26	34	12	37	19	40	37	30	34	29	57	34	57	20	22	7	44	30	51	59	70	42	65	72	43	73	62	66	68	66	73	67	69	75	73	67	81	67	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-434.643988799903582	-443.694832180354922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999414474191059	-5	4	4	11	11	9	31	16	26	22	32	29	35	26	25	27	24	31	31	32	32	42	36	39	50	37	43	41	46	47	41	37	37	43	43	52	36	46	44	42	45	51	54	46	46	49	45	51	56	52	58	48	51	54	53	61	50	56	54	58	57	69	56	67	62	74	83	63	83	76	69	76	73	81	96	87	101	83	86	91	91	92	0	1	1	3	2	2	10	5	10	4	5	9	7	10	5	15	8	16	17	16	12	33	18	7	37	18	37	33	37	41	18	20	12	13	18	26	13	27	23	18	33	38	30	24	32	45	23	30	53	45	25	40	27	48	46	59	23	44	53	35	40	68	50	51	55	62	62	55	59	66	58	71	62	62	81	74	75	72	74	67	79	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-416.664027969090000	-425.714871349541340	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998114524857457	-2	1	6	9	13	19	28	19	28	16	24	22	27	26	24	27	23	31	31	32	28	41	34	40	53	34	41	39	42	38	38	36	43	44	37	50	33	47	39	47	48	51	50	49	44	48	53	45	55	52	62	40	54	49	53	62	52	48	53	57	58	68	61	73	65	75	76	62	68	71	79	81	79	91	96	86	101	82	88	92	98	92	0	1	2	2	4	5	8	5	11	1	10	10	6	8	6	14	8	14	7	14	10	23	18	35	43	21	20	23	28	7	18	11	24	32	12	48	6	22	32	29	29	38	48	48	31	29	38	24	38	46	47	31	44	29	54	25	33	24	54	59	38	68	57	68	63	56	69	49	63	62	64	66	66	78	80	73	74	70	72	72	75	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-437.624011572455288	-446.674854952906628	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994400984570780	-1	5	6	13	8	22	32	21	25	15	32	30	29	29	26	25	26	30	33	35	34	34	38	38	52	38	43	38	35	42	41	42	44	45	34	49	43	47	48	52	53	45	55	47	36	36	50	50	52	47	61	48	51	49	54	60	58	57	40	57	57	66	60	77	58	75	78	54	77	71	77	68	78	84	100	81	99	95	92	98	89	92	0	1	1	5	1	4	8	5	10	2	15	17	16	16	4	6	6	6	14	16	9	14	13	35	54	46	13	18	9	7	21	22	32	28	18	20	45	30	24	38	37	59	41	24	18	12	32	44	33	32	58	23	27	35	59	61	53	55	7	33	26	56	43	70	53	63	62	50	70	63	72	58	70	66	81	67	76	74	73	79	66	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
