step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17
81000	-54.680485476717053	-52.965452141227885	-1.715033335489168	0.000000418253848	0.000000682437992	1.631635895664094	0.830826196697434	-1	4	7	9	10	12	14	14	16	19	16	17	18	18	18	19	21	0	1	2	3	3	5	6	6	8	9	8	8	9	12	11	9	14	1	2	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1
81500	-61.082804276341378	-59.688750675607629	-1.394053600733746	0.000007561255439	0.000005946150675	0.786397275361807	0.695360925919495	-2	3	7	9	9	11	15	12	15	17	15	16	19	17	19	20	21	0	1	2	3	3	5	3	6	8	11	8	11	14	11	14	10	16	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1
82000	-53.405458401511581	-51.780179446728475	-1.625278954783109	0.000001105749886	0.000001563750725	1.414199310169350	0.822704941000718	0	3	8	10	10	12	14	12	15	18	17	17	18	16	19	20	22	0	1	2	3	3	4	8	5	6	9	14	7	9	7	12	10	15	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1
82500	-44.365451869837813	-42.365184040044241	-2.000267829793573	0.000001249778871	0.000002927230161	2.342198470525653	0.843303289575218	0	3	7	10	9	12	15	14	15	19	16	17	20	17	18	20	20	0	1	2	5	3	5	6	6	8	12	9	9	14	9	11	15	15	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83000	-53.876514431499345	-51.517534642561074	-2.358979788938273	0.000000005748074	0.000000019153662	3.332187451433223	0.864417636220911	0	4	9	10	8	12	14	11	15	20	17	18	19	17	19	20	21	0	1	5	3	2	5	6	3	7	12	9	14	11	9	12	9	15	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
83500	-52.839677786935070	-51.336371146082293	-1.503306640852780	0.000002684125448	0.000002980564672	1.110441642868747	0.947245559683531	-2	3	8	7	10	13	14	13	15	18	16	17	19	17	17	20	19	0	1	4	2	3	5	6	5	6	14	7	7	14	9	7	12	10	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84000	-65.775842031074731	-63.593904278984191	-2.181937752090545	0.000000640218158	0.000001810157093	2.827406675505791	0.541660656483453	0	4	7	9	10	12	13	12	16	19	17	16	20	18	19	20	21	0	1	2	3	3	4	6	5	5	11	6	7	9	12	12	14	14	1	3	2	1	1	1	1	1	3	1	3	2	1	1	2	1	2
84500	-62.704582473695254	-60.944098449075547	-1.760484024619711	0.000000514639224	0.000000896513700	1.742023649483494	0.560346721787908	0	3	7	10	10	12	14	11	15	18	16	17	19	17	18	21	21	0	1	2	3	3	8	6	4	7	12	7	9	7	6	11	10	15	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	3	1
85000	-56.241623046756487	-53.466785622125030	-2.774837424631458	0.000003724645254	0.000000259340176	0.069628154809361	0.936570682347579	-1	3	8	10	6	13	14	12	16	18	16	18	20	15	18	20	21	0	1	5	3	2	8	6	4	14	9	6	11	10	7	7	9	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
85500	-45.655347497005749	-44.294509922577419	-1.360837574428334	0.000001095478755	0.000000621604967	0.567427678664862	0.877949999479373	0	4	8	9	10	12	14	12	15	20	16	17	19	17	18	20	20	0	1	2	3	4	5	8	4	6	15	7	9	14	11	11	13	13	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
86000	-59.835071899825031	-58.220965996792593	-1.614105903032438	0.000006836874115	0.000009482828412	1.387012288390816	0.931827863064983	0	3	8	10	9	12	14	14	16	19	16	17	18	16	19	21	22	0	1	2	3	3	4	6	4	6	12	8	11	7	6	7	10	16	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1
86500	-47.829968001940898	-46.135211703419223	-1.694756298521674	0.000000976675258	0.000001545618037	1.582530144037265	0.898386256871382	0	3	6	9	10	13	15	13	16	19	16	17	19	18	18	19	21	0	1	2	3	4	5	8	4	7	15	7	9	9	11	11	12	16	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
87000	-54.294252155495812	-52.933092312328981	-1.361159843166834	0.000002767628354	0.000001628231739	0.588312999875408	0.643463666309999	-1	3	8	6	9	12	14	13	15	20	16	17	19	18	18	20	21	0	1	4	2	3	4	6	5	7	13	7	7	15	12	11	15	11	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
87500	-50.148202212361326	-48.624204836394647	-1.523997375966681	0.000000985610937	0.000001146912224	1.163656146252840	0.755285235216814	-1	4	8	9	10	12	14	12	15	18	17	17	20	16	19	19	21	0	1	2	3	4	4	8	5	8	14	9	9	10	9	10	10	13	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1
88000	-60.377938561821416	-57.652178269624244	-2.725760292197175	0.000000316383915	0.000001421888277	4.494186358327173	0.695400241654006	0	3	8	6	9	11	13	14	15	19	16	17	18	16	18	19	22	0	1	4	2	4	5	3	5	8	12	8	8	11	8	11	14	16	1	1	1	2	2	1	2	3	1	1	1	1	1	1	1	1	2
88500	-54.676967416350649	-53.143620264220147	-1.533347152130503	0.000001361249584	0.000001616306993	1.187370054424817	0.903116330749532	-1	3	7	8	8	11	15	13	16	20	16	18	20	17	17	18	22	0	1	2	3	3	5	8	6	8	12	8	7	12	7	7	7	10	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
89000	-63.400264413829518	-61.521072488593035	-1.879191925236486	0.000004048466212	0.000008236545341	2.034485385315648	0.585171917288351	0	3	8	9	10	13	14	13	15	19	15	17	18	18	18	20	21	0	1	2	3	4	5	5	5	4	14	8	9	6	12	11	8	16	1	1	3	1	1	2	2	1	3	1	1	1	2	1	2	2	1
89500	-52.577618400073305	-51.137075003025629	-1.440543397047678	0.000000828332516	0.000000777444065	0.938565189783848	0.852754711335129	0	2	7	9	10	12	13	14	15	18	16	16	19	17	18	21	20	0	1	2	3	3	4	3	7	8	11	8	9	14	11	12	10	10	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
90000	-54.835092475407819	-52.192917826213410	-2.642174649194409	0.000001184057809	0.000004990299679	4.214574358364436	0.719194405138081	-1	4	8	9	10	12	15	13	15	19	14	17	20	16	18	20	21	0	1	2	3	3	5	8	5	11	12	6	9	10	8	6	15	14	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2
90500	-59.690985306192665	-57.589188796299034	-2.101796509893634	0.000000017288804	0.000000045116154	2.609559024384506	0.729016590397854	-1	4	7	10	9	13	14	12	15	19	15	17	19	17	18	21	21	0	1	2	2	2	4	6	5	7	15	6	6	15	5	9	10	13	1	2	2	2	2	1	1	1	1	1	1	2	1	3	1	1	1
91000	-63.012673312241041	-61.564889646728211	-1.447783665512829	0.000000944179011	0.000000319432043	0.338317246170657	0.584340785269774	-1	3	6	8	9	11	14	13	16	19	16	17	19	17	18	20	21	0	1	1	3	3	5	5	6	4	11	8	11	12	11	8	12	9	1	2	3	1	2	1	2	1	4	1	2	1	2	1	2	1	2
91500	-56.464795174716855	-54.407778649279877	-2.057016525436977	0.000000158611202	0.000000395021208	2.490500060515215	0.703220951905429	0	3	8	9	9	12	14	13	16	19	16	16	18	17	18	19	21	0	1	2	1	3	5	6	3	7	15	7	7	9	9	12	12	16	1	1	2	4	1	1	1	3	1	1	2	1	1	1	1	2	1
92000	-48.231110508578659	-45.731859977780125	-2.499250530798532	0.000000278599035	0.000001046726014	3.757105670468171	0.891747639868993	0	3	7	9	10	12	15	14	16	17	16	18	19	18	18	20	22	0	1	2	3	4	4	8	6	8	8	6	11	10	11	9	14	16	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
92500	-62.222696231596771	-60.704457396008038	-1.518238835588729	0.000006967635274	0.000008005501098	1.148955245633212	0.639544151770699	-1	4	8	9	9	11	12	13	15	19	15	18	18	17	18	19	22	0	1	2	3	3	5	6	5	6	14	8	14	8	9	7	14	10	1	3	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1
93000	-52.780035116920047	-50.974912116679960	-1.805123000240084	0.000002976673526	0.000005510272860	1.851151230197253	0.994030768311345	-1	3	7	9	9	12	15	14	14	19	15	17	19	17	18	20	21	0	1	2	3	3	3	9	6	6	11	6	8	14	11	7	12	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
93500	-51.880268111007922	-50.515582256731570	-1.364685854276354	0.000001089721947	0.000000556371984	0.510563254463718	0.760893108583035	-2	3	8	10	9	12	14	14	16	19	17	17	20	18	19	20	21	0	1	2	3	3	4	3	6	6	11	9	9	15	12	9	14	15	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1
94000	-53.510985286373248	-51.607652077562634	-1.903333208810613	0.000001112712078	0.000002331107238	2.094977922625938	0.851686700267452	0	3	8	9	10	13	14	14	15	20	16	16	19	18	18	21	22	0	1	2	3	3	5	5	6	6	11	9	9	15	12	12	13	13	1	1	3	1	1	2	2	1	1	2	1	1	1	1	1	1	1
94500	-71.003298839653539	-69.253060720345019	-1.750238119308521	0.000000872812306	0.000001498694471	1.717086778672380	0.416848017369939	0	4	8	9	10	12	14	13	14	18	15	17	19	16	17	20	21	0	1	2	2	3	5	6	5	6	14	6	7	11	7	7	9	13	1	2	1	3	1	1	1	2	1	1	2	1	3	1	1	6	1
95000	-50.434914054356703	-48.701014412383003	-1.733899641973697	0.000001509469631	0.000002531969005	1.677389828193250	0.670752983796448	-1	4	7	9	10	12	14	14	15	19	17	17	19	17	18	20	21	0	1	2	3	4	5	6	5	6	11	7	8	14	7	7	15	10	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
95500	-57.204953545263230	-54.061852360020062	-3.143101185243170	0.000000831601620	0.000005018325466	6.034530651607021	0.885391168949673	0	4	7	10	9	11	15	13	13	19	14	17	20	17	18	20	22	0	1	2	5	3	4	6	6	6	15	9	7	14	7	14	10	16	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1
96000	-59.747398029743735	-58.332591796938814	-1.414806232804923	0.000001009740323	0.000000381554957	0.377874338662876	0.636656737441870	-1	4	6	10	9	12	14	14	16	17	15	17	19	17	19	21	22	0	1	2	3	2	4	2	6	8	11	6	9	14	6	14	15	16	1	2	1	2	2	1	4	1	1	1	2	1	1	2	1	1	1
96500	-58.707062711364692	-56.789347314541345	-1.917715396823346	0.000003051582070	0.000006503558220	2.131208687951669	0.747809021060648	0	2	8	10	9	11	14	12	14	18	16	17	17	18	18	20	21	0	1	2	5	3	5	8	6	6	12	7	9	9	13	7	14	13	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2
97000	-55.383077217265246	-53.871335698449322	-1.511741518815924	0.000001288767842	0.000001459234746	1.132271226928008	0.822964301906342	-1	4	6	9	8	10	14	12	15	19	16	17	18	17	18	20	19	0	1	2	5	3	5	8	4	7	14	7	8	11	8	14	15	15	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
97500	-57.395167845691752	-55.803949751920037	-1.591218093771718	0.000006183017528	0.000001508029831	0.243898682851816	0.780186724036773	-1	4	7	9	9	13	13	12	15	18	16	16	20	17	19	20	22	0	1	2	3	3	4	5	3	6	11	8	7	10	9	11	10	10	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2
98000	-57.728284025083106	-53.903596540694878	-3.824687484388225	0.000001011000961	0.000009237274289	9.136761139962887	0.813652380435349	-1	3	8	9	10	12	14	11	15	20	17	17	19	18	18	21	20	0	1	2	3	3	8	6	5	7	14	8	9	11	9	11	14	15	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
98500	-53.587738066971966	-52.039873374458423	-1.547864692513541	0.000000357436215	0.000000437452364	1.223861335132112	0.927126624565903	0	4	7	10	9	11	14	13	15	17	16	16	19	17	17	20	21	0	1	2	5	3	5	8	4	7	12	9	7	11	12	11	11	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
99000	-65.018955585167603	-61.683791034542487	-3.335164550625111	0.000000482878930	0.000003298331283	6.830555399170501	0.642793223811897	-2	4	8	10	7	13	12	13	15	19	17	17	20	17	17	20	21	0	1	5	3	2	3	4	5	8	14	9	3	9	9	9	15	16	1	3	1	1	1	2	1	3	1	1	1	3	2	1	1	2	1
99500	-52.614002521711789	-50.899611097292699	-1.714391424419092	0.000002742216296	0.000004470033145	1.630080439076307	0.853250397072260	0	3	9	9	8	13	13	11	15	18	16	17	19	17	18	20	22	0	1	5	5	2	8	8	4	7	12	9	9	9	6	14	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
100000	-56.311331640241612	-54.946425417713115	-1.364906222528498	0.000000173795020	0.000000110853700	0.637841634710499	0.693506097491813	0	3	9	10	7	11	14	14	15	19	16	17	18	17	18	20	21	0	1	5	3	2	4	6	6	8	12	8	7	14	9	9	14	16	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1
