step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
32500	-211.641381320280004	-209.258008981075790	-2.383372339204219	0.000451359334455	0.000043042365744	0.095361638627905	0.379087186597263	4	8	12	14	11	11	13	13	15	17	18	18	18	20	22	19	20	24	24	26	28	30	38	0	0	2	2	2	2	2	2	6	2	9	5	4	3	14	10	13	14	15	11	10	4	22	1	1	2	3	2	2	3	3	2	4	1	4	2	4	1	1	1	2	1	4	5	6	3
33000	-227.855220686732224	-225.798581650251691	-2.056639036480521	0.000382395192278	0.000049867576989	0.130408483150543	0.450549488426963	3	6	14	12	14	12	11	13	15	16	19	19	18	17	22	21	21	23	24	26	29	32	37	0	0	4	2	4	2	2	2	8	2	5	8	8	8	11	13	5	16	17	18	10	10	14	1	1	1	3	1	3	2	4	1	6	2	2	2	2	3	2	3	1	2	2	6	7	8
33500	-227.028200064101554	-224.603770481926063	-2.424429582175501	0.000558141063886	0.000051367126848	0.092032516816929	0.373071504207540	3	8	12	14	14	12	13	15	15	16	18	15	18	19	22	21	22	22	22	24	28	31	39	0	0	2	6	2	2	2	6	3	2	4	3	5	9	9	6	9	5	11	7	10	5	20	1	1	2	1	3	2	2	1	3	4	1	1	2	2	4	6	3	3	2	4	3	8	5
34000	-213.947833571703882	-212.202427961045260	-1.745405610658609	0.000448497547301	0.000085382430503	0.190374353252080	0.460398172061972	3	8	13	13	14	12	14	14	15	16	18	19	18	20	21	21	21	24	23	25	30	31	36	0	0	6	2	6	2	2	4	7	6	3	8	4	12	7	6	12	13	10	12	18	15	21	1	1	1	2	1	2	3	1	1	1	2	2	3	1	3	4	1	3	4	2	2	5	4
34500	-209.363666409046630	-207.284170464531371	-2.079495944515257	0.000672917750584	0.000085671101888	0.127312887515999	0.672746878831419	0	8	13	13	11	12	14	14	16	15	18	18	18	19	21	21	20	24	24	23	30	32	38	0	0	5	5	2	2	5	6	6	5	3	9	10	9	13	8	14	15	20	12	9	16	16	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	3	1	1	1	2	5	6	5
35000	-211.301381497076193	-209.030938834881994	-2.270442662194194	0.000750685029683	0.000079241870699	0.105559412490965	0.275707769191261	3	8	12	13	12	13	13	15	14	16	18	17	18	19	21	21	22	23	23	26	29	32	38	0	0	2	5	2	2	2	4	5	9	10	4	10	10	10	14	12	14	14	16	15	15	15	1	1	2	1	1	2	3	1	2	1	1	2	1	2	2	1	3	2	2	2	4	6	6
35500	-207.807529087506083	-205.892392279876191	-1.915136807629880	0.000364493378835	0.000055694245831	0.152799060463153	0.244916848086488	1	7	14	13	13	11	13	14	15	16	18	19	18	17	21	21	21	25	24	26	26	32	37	0	0	2	2	2	2	2	7	6	2	6	6	5	3	7	11	12	7	5	12	15	18	21	1	1	3	3	4	1	2	1	2	4	3	3	3	1	5	1	2	7	6	3	3	3	7
36000	-203.975711097766066	-201.836678279605707	-2.139032818160350	0.000461864418150	0.000055330463194	0.119798064149249	0.282571051322936	2	8	13	13	13	12	13	15	15	17	19	19	18	19	20	21	21	24	23	26	30	33	37	0	0	2	2	2	2	2	4	2	2	5	3	9	7	11	5	9	10	3	13	7	20	4	1	1	2	3	2	2	3	1	4	4	2	3	1	3	1	4	3	4	5	5	7	3	13
36500	-202.821050700702443	-200.924481593202529	-1.896569107499909	0.000567074768797	0.000088596360693	0.156234002230253	0.386060650314791	3	7	13	13	11	13	13	15	15	17	19	18	19	19	21	22	21	25	23	26	29	31	39	0	0	2	2	2	2	5	2	5	9	7	8	12	7	13	13	10	7	5	17	4	4	14	1	1	3	3	2	3	1	3	2	1	3	1	1	3	1	1	2	6	6	2	10	10	10
37000	-214.104870687326098	-211.988267291938769	-2.116603395387328	0.000453377145136	0.000055557260442	0.122540937580044	0.410431413423039	1	8	14	13	12	12	14	14	16	15	19	18	18	20	19	21	22	24	23	27	29	31	38	0	0	2	2	2	2	2	6	7	5	3	6	5	12	10	7	13	5	14	19	17	17	22	1	1	2	2	1	2	3	1	1	2	2	3	3	1	2	4	3	5	2	2	5	2	3
37500	-210.724649553692927	-208.875297420038436	-1.849352133654502	0.000448549473904	0.000074288209500	0.165618764086382	0.337905311889069	3	8	13	12	13	13	14	15	15	15	17	18	17	20	22	21	20	23	22	25	29	33	38	0	0	4	2	4	2	4	4	5	5	3	2	6	5	6	9	5	10	6	16	19	17	21	1	1	1	2	1	2	1	2	1	1	2	4	2	4	3	3	4	5	6	3	3	9	4
38000	-190.173493457526149	-188.021344896132376	-2.152148561393786	0.000431847610779	0.000051061894572	0.118240539711176	0.222824065834660	4	8	14	14	13	13	12	14	15	16	18	19	18	20	21	20	22	24	24	26	29	32	37	0	0	2	7	2	2	2	7	7	2	2	5	6	5	2	13	7	13	6	3	14	15	11	1	1	3	1	2	3	2	1	2	5	5	2	2	5	7	1	5	3	5	6	5	6	9
38500	-210.868425861665742	-208.712762268236190	-2.155663593429553	0.000620878450430	0.000073157330963	0.117828748787533	0.359940433668143	3	8	14	11	13	10	14	14	16	16	18	17	18	20	20	22	21	24	22	26	28	33	39	0	0	4	2	6	2	4	6	3	6	6	3	12	10	7	13	8	14	10	13	17	10	20	1	1	2	1	3	1	2	2	1	3	4	2	1	2	2	3	3	3	2	4	3	9	9
39000	-223.608253706158195	-221.454803788160120	-2.153449917998070	0.000417118168415	0.000049256571016	0.118087809992062	0.283607643964196	3	8	14	11	14	13	13	14	15	16	17	16	18	20	22	21	21	23	23	26	30	32	37	0	0	6	2	2	4	2	6	4	2	2	2	2	13	5	2	4	5	10	19	7	5	17	1	1	1	1	4	1	4	1	2	5	6	4	5	1	4	5	6	3	3	2	7	10	4
39500	-231.800343064998287	-229.958398872443752	-1.841944192554535	0.000434256361881	0.000072600528695	0.167183569587249	0.489818037625394	3	7	12	14	13	12	10	14	15	16	18	17	17	19	20	21	21	25	23	25	28	33	38	0	0	2	7	3	2	2	3	6	5	3	6	10	12	3	12	10	11	13	17	11	20	22	1	1	2	3	1	3	1	1	1	3	3	2	1	1	2	2	4	2	4	2	4	3	3
40000	-257.257008420028569	-255.332604526000637	-1.924403894027933	0.000901909550770	0.000136309288727	0.151134100543757	0.418769839538387	2	8	13	13	12	12	14	13	16	16	16	16	17	20	21	21	21	24	23	26	30	31	38	0	0	2	2	2	2	2	6	7	8	8	5	9	10	9	6	14	9	7	15	9	10	10	1	1	2	3	2	2	2	1	1	2	1	2	1	1	2	4	1	3	3	2	8	6	11
40500	-228.681567514226799	-226.774849535542216	-1.906717978684574	0.000637853688617	0.000098446217125	0.154339810025805	0.264717841362246	3	8	12	14	13	12	14	15	15	17	18	18	19	20	20	18	19	24	22	25	29	33	38	0	0	2	6	2	2	2	7	4	8	8	5	10	17	17	2	9	8	5	11	12	7	6	1	1	3	1	2	2	3	1	1	1	1	3	1	1	1	6	2	5	4	4	5	9	12
41000	-205.352748523342797	-203.419731494989094	-1.933017028353704	0.000585678304973	0.000087626227351	0.149614944940585	0.335757393985383	3	8	14	13	14	12	13	14	14	16	18	17	18	19	22	22	21	25	23	26	28	32	38	0	0	2	6	2	2	2	6	6	4	6	2	10	4	8	8	13	10	11	14	20	14	20	1	1	3	1	2	2	2	1	2	1	3	4	2	3	3	3	1	4	3	5	1	8	5
41500	-200.931720710513076	-198.161552154449481	-2.770168556063591	0.000338060848456	0.000023620451276	0.069870413518162	0.464875528582098	4	7	13	14	13	12	14	14	15	16	17	18	17	19	22	21	21	24	23	27	29	32	38	0	0	2	2	2	2	2	6	3	4	3	4	4	3	13	6	12	15	13	15	4	19	22	1	1	3	3	4	2	4	1	1	1	1	2	1	3	3	4	2	1	3	2	8	3	3
42000	-217.949814372644539	-215.834251696843978	-2.115562675800569	0.000467510142913	0.000057349802811	0.122670713523298	0.329863505666339	3	7	13	12	13	13	12	14	16	15	19	18	17	18	21	21	21	24	23	25	28	32	37	0	0	2	2	2	2	2	4	7	2	10	10	4	5	10	7	13	16	17	19	5	3	6	1	1	3	2	2	3	2	1	2	3	1	2	3	3	3	4	3	2	1	1	5	10	9
42500	-226.846931352706520	-224.939526658833131	-1.907404693873391	0.000504830338870	0.000077851455527	0.154213107914822	0.685582119508430	3	8	14	13	14	12	13	15	15	16	18	17	17	18	21	21	21	25	20	23	29	31	38	0	0	7	2	2	2	2	5	7	2	10	8	5	10	5	19	14	19	13	15	18	18	18	1	1	1	2	4	2	2	1	2	2	1	1	2	1	2	1	2	4	1	1	2	3	8
43000	-207.968158901507849	-206.143110011670132	-1.825048889837727	0.000329381962199	0.000056276515022	0.170854878167148	0.465015491649132	2	7	14	13	13	11	14	14	15	16	18	17	18	18	20	19	21	23	23	27	29	32	38	0	0	2	6	2	2	2	6	6	3	5	6	3	6	14	10	16	7	11	19	18	18	21	1	1	3	1	4	2	4	2	2	1	2	2	1	4	1	2	1	5	3	2	2	6	3
43500	-186.238822552549181	-183.888169706976839	-2.350652845572347	0.000458466442395	0.000044999006906	0.098151146398621	0.309680796764515	2	8	14	13	14	12	13	14	16	14	18	18	18	19	21	21	21	25	23	27	29	32	38	0	0	2	2	2	2	2	4	3	2	4	10	7	2	11	10	11	5	10	12	18	3	21	1	1	3	2	4	2	2	1	1	3	2	2	2	5	1	3	2	6	5	4	2	9	5
44000	-212.363259591701421	-210.163361005074421	-2.199898586626988	0.000521205430425	0.000058812804894	0.112839969541846	0.338523628781163	2	8	13	12	12	12	13	14	15	15	18	18	17	19	21	19	22	24	24	26	29	32	36	0	0	2	2	2	2	2	2	6	2	4	5	6	13	7	10	14	14	8	16	12	19	20	1	1	2	3	2	3	3	2	2	3	4	4	3	2	4	2	2	3	5	4	7	6	3
44500	-206.400676244373159	-203.965246690743470	-2.435429553629690	0.000389318653062	0.000035494635322	0.091171165426507	0.273163305915948	3	7	10	12	13	11	13	15	16	16	19	19	17	19	21	18	20	23	23	26	29	32	38	0	0	2	3	3	2	2	3	2	3	6	7	3	10	11	7	13	10	9	10	20	9	21	1	1	2	1	1	2	3	4	4	3	5	2	3	2	1	3	1	2	5	5	1	7	5
45000	-250.796752932085212	-249.078924178128091	-1.717828753957117	0.000377654304823	0.000074832528087	0.198150867422561	0.388947050776736	3	8	14	13	13	12	11	15	15	17	18	18	19	18	21	22	21	25	24	26	29	31	37	0	0	2	2	2	7	2	4	2	5	5	6	10	6	10	13	14	19	16	19	1	14	21	1	1	4	3	2	1	2	1	2	2	3	3	1	3	2	1	2	1	1	1	11	8	3
45500	-200.326297121348347	-198.420682391166167	-1.905614730182166	0.000364738672835	0.000056368082167	0.154543749716826	0.312197384073723	3	7	12	14	14	13	12	15	15	15	17	18	19	20	22	22	19	25	23	26	28	32	39	0	0	2	2	2	2	2	5	6	2	3	5	10	5	4	7	11	13	4	3	20	14	21	1	1	2	3	3	4	3	1	1	3	2	2	3	5	5	5	1	4	4	6	1	5	8
46000	-197.674832435589025	-195.200635188883666	-2.474197246705371	0.000405626260797	0.000035789447694	0.088232570602321	0.361013897804301	3	6	12	13	14	10	13	14	15	17	15	15	19	20	21	21	21	23	23	26	30	31	38	0	0	2	2	2	2	2	6	6	12	6	4	12	4	11	13	10	6	13	6	20	18	21	1	1	2	3	5	2	2	3	2	1	3	2	2	4	4	1	3	7	2	6	2	4	4
46500	-232.652534775684018	-230.193226746737707	-2.459308028946307	0.000389321881324	0.000034783449371	0.089343679458733	0.366387260300762	3	8	13	13	12	12	13	15	16	15	18	19	18	17	20	20	21	22	23	24	30	32	38	0	0	2	2	2	2	2	4	7	3	3	6	3	3	3	3	13	6	9	12	18	12	22	1	1	2	3	2	2	3	1	2	1	2	2	3	1	4	4	1	5	5	2	6	7	3
47000	-207.909016917360930	-204.941232000206838	-2.967784917154089	0.000478182753877	0.000028979011871	0.060602377722756	0.368710929087654	3	8	13	14	13	12	14	15	16	17	19	17	17	20	21	22	21	25	23	26	29	32	38	0	0	2	2	2	2	2	5	6	2	12	4	6	6	7	13	12	4	10	13	19	10	21	1	1	3	3	3	2	2	1	1	4	1	2	3	2	4	2	1	5	3	4	3	7	5
47500	-201.531453600363164	-199.401237495997378	-2.130216104365774	0.000513500318376	0.000062063746827	0.120864086361297	0.240516239543507	2	8	13	13	14	11	13	15	16	17	18	18	18	17	22	22	21	24	21	27	28	31	39	0	0	2	2	7	2	2	2	7	9	7	7	3	2	14	4	13	15	11	4	3	20	20	1	1	3	3	1	2	1	4	2	1	2	3	3	3	2	5	1	1	2	6	7	2	6
48000	-198.830542337058091	-196.928304612294369	-1.902237724763719	0.000441758375800	0.000068548076254	0.155170971303403	0.380123513387189	2	7	14	12	13	12	13	14	14	16	18	18	16	19	20	22	22	25	24	26	28	32	39	0	0	7	2	2	2	4	4	6	7	3	6	5	3	2	5	5	14	4	11	15	20	22	1	1	1	3	2	2	1	1	1	2	2	2	2	2	5	3	4	3	4	4	3	2	3
48500	-191.193879072800627	-189.132071383760433	-2.061807689040186	0.000448125024890	0.000058120707377	0.129697526691448	0.285783680495415	1	8	12	14	13	12	12	14	16	16	19	17	18	18	21	22	22	22	23	26	29	33	39	0	0	2	6	2	2	2	7	5	8	6	8	10	6	13	10	14	14	7	3	20	19	21	1	1	2	1	3	1	2	1	2	1	4	2	1	4	2	3	2	2	7	6	1	5	5
49000	-209.245292248849182	-207.509799829260146	-1.735492419589028	0.000329869756360	0.000063698213668	0.193101102600509	0.359956137668637	2	7	13	13	12	12	13	15	15	17	17	15	19	19	20	21	22	24	23	26	28	32	39	0	0	2	2	2	2	2	3	7	4	7	4	2	11	6	7	11	10	8	17	13	18	22	1	1	3	3	2	3	3	2	1	1	2	1	6	1	3	4	3	4	4	2	3	4	3
49500	-214.249772630647669	-212.473717054248567	-1.776055576399097	0.000312317491735	0.000056963429445	0.182389494511549	0.403778203587240	4	8	12	14	13	13	14	14	15	16	17	17	18	20	20	21	22	23	22	27	28	33	39	0	0	2	3	2	2	2	2	3	8	5	6	5	11	6	13	12	6	7	3	19	20	21	1	1	2	1	2	4	4	4	2	1	2	3	3	1	3	1	2	6	3	7	3	2	7
50000	-209.974043916741778	-208.072152759376451	-1.901891157365325	0.000427575497380	0.000066374936740	0.155235594992820	0.446616715777069	3	8	14	14	13	12	13	15	15	16	18	16	19	18	22	21	21	24	23	23	30	33	38	0	0	2	6	2	2	2	5	5	2	7	3	3	7	10	12	13	14	10	13	6	19	19	1	1	2	1	3	2	1	1	1	4	2	1	2	2	4	2	1	2	5	2	10	5	7
50500	-211.097212456702579	-209.350763666029081	-1.746448790673497	0.000368958948406	0.000070136033200	0.190091698557026	0.308462436234870	2	6	13	14	14	13	12	15	15	17	18	16	16	17	18	21	21	24	23	26	29	32	38	0	0	2	3	2	2	2	2	6	2	12	7	7	7	8	12	11	3	13	6	10	8	18	1	1	3	1	4	3	3	5	1	6	1	2	2	2	1	2	1	7	4	6	8	8	7
51000	-200.613968594843442	-198.528905822196663	-2.085062772646773	0.000287459281283	0.000036385877112	0.126577499774796	0.355216550199517	2	7	13	12	13	13	12	15	15	16	18	18	17	18	20	21	20	25	23	27	29	31	38	0	0	7	2	2	2	2	6	6	3	2	6	2	6	4	4	4	12	5	15	11	11	22	1	1	1	4	3	3	2	1	1	2	6	2	4	2	3	5	4	3	4	3	6	7	3
51500	-218.243564361764669	-215.933373850156386	-2.310190511608274	0.000364753102404	0.000037125219315	0.101781778057118	0.317305822552748	2	6	14	12	13	12	13	14	16	16	18	18	19	17	21	21	22	22	24	27	29	31	39	0	0	2	2	2	2	2	4	7	3	5	6	10	7	7	10	11	12	17	16	7	20	22	1	1	3	4	3	3	3	1	1	1	3	3	2	2	4	2	2	2	2	4	7	3	5
52000	-208.577331876069366	-205.872980739435405	-2.704351136633948	0.000504942474350	0.000037074191307	0.073422603941351	0.389474512764793	4	8	13	12	12	11	12	14	16	15	17	18	17	18	21	21	19	25	23	27	29	32	39	0	0	2	2	2	2	2	6	6	3	10	3	7	5	13	11	13	10	3	2	7	20	22	1	1	2	2	2	2	2	1	2	1	2	3	2	2	2	2	1	4	5	8	9	3	3
52500	-197.403467890866921	-194.822502097291249	-2.580965793575673	0.000444939328058	0.000035972994973	0.080849214048727	0.418400086304727	1	8	13	13	12	13	13	15	15	16	17	17	18	19	21	19	22	24	24	26	30	33	38	0	0	2	5	2	2	2	2	4	6	10	7	3	12	13	5	12	7	3	15	8	19	22	1	1	2	1	2	2	2	5	1	1	1	2	2	1	2	2	3	5	6	1	9	2	2
53000	-215.546105593394344	-213.359605859493968	-2.186499733900376	0.000373847777417	0.000042736145285	0.114314295459797	0.292121115476565	3	6	13	13	13	13	14	14	15	16	16	18	18	19	18	21	22	24	24	25	30	32	37	0	0	2	2	2	2	2	6	3	5	5	7	6	3	2	13	11	14	7	16	15	15	19	1	1	3	4	3	3	3	1	1	1	2	3	2	4	6	2	3	2	4	2	7	8	3
53500	-208.559618698397060	-206.416959037860039	-2.142659660537031	0.000596503816240	0.000071201093036	0.119364019303114	0.449763695935862	3	8	14	13	12	11	13	15	15	17	17	19	18	19	20	21	21	23	23	27	30	33	37	0	0	7	6	2	2	2	4	5	6	3	3	3	7	8	10	15	13	7	10	10	15	19	1	1	1	1	2	1	1	2	2	3	1	3	2	3	3	1	1	2	4	4	7	8	8
54000	-202.054818690174272	-200.145383719503542	-1.909434970670739	0.000373265066788	0.000057422942603	0.153839584018005	0.301629706203363	3	6	13	13	13	12	13	14	16	15	19	18	18	18	20	20	21	23	24	27	30	33	38	0	0	2	2	2	2	2	4	2	4	2	4	2	5	3	4	14	3	9	12	13	11	11	1	1	4	3	3	3	5	1	5	1	6	2	6	2	3	3	1	5	3	6	5	8	8
54500	-215.202625924625778	-212.474903567248361	-2.727722357377417	0.000424296753077	0.000030605036374	0.072131205699811	0.252943112278995	4	7	12	13	13	12	12	14	15	16	16	18	18	18	21	22	22	24	24	27	30	32	38	0	0	2	3	2	2	2	2	6	4	2	6	7	3	8	10	14	10	10	16	3	5	5	1	1	2	1	4	3	2	3	2	2	5	3	3	2	3	2	2	4	4	2	9	12	12
55000	-184.636670551937669	-182.961280367322047	-1.675390184615621	0.000285694677060	0.000060398429767	0.211409013246607	0.312220556942074	4	8	13	13	14	13	14	15	15	15	17	19	18	18	22	20	21	23	23	26	27	33	37	0	0	2	2	2	2	2	7	7	2	7	10	7	3	12	14	2	13	12	15	17	17	21	1	1	2	2	3	3	2	1	1	4	2	1	2	3	2	1	7	2	2	3	3	5	5
55500	-209.247612694292769	-207.324382442204097	-1.923230252088685	0.000568287912813	0.000086006509085	0.151343196197273	0.356882022068546	2	7	14	12	13	13	13	15	14	17	17	19	19	19	20	22	20	24	22	26	30	33	39	0	0	5	2	4	4	4	6	2	6	6	10	2	6	7	7	9	11	14	19	16	10	14	1	1	1	2	1	1	1	1	3	2	3	1	5	4	4	5	2	4	2	2	5	6	8
56000	-182.974554532292331	-180.945870648343515	-2.028683883948808	0.000268898351124	0.000036131872992	0.134370005769413	0.375324138951463	3	7	13	13	11	12	14	15	16	17	19	18	18	19	22	21	21	24	22	26	28	30	38	0	0	5	2	2	2	4	5	6	3	4	4	5	10	6	13	11	6	16	12	15	21	22	1	1	1	3	2	4	1	2	2	2	3	2	3	1	6	1	1	6	1	4	3	2	5
56500	-187.532915497843504	-185.880734818218087	-1.652180679625427	0.000326303882931	0.000071603685236	0.219438655134762	0.480799935280931	4	7	11	13	13	11	13	14	16	15	17	18	17	19	21	20	21	23	22	26	30	31	39	0	0	2	3	3	2	3	6	2	3	7	9	10	5	16	12	14	13	16	7	20	20	22	1	1	2	1	2	3	2	1	5	2	2	1	1	2	1	1	1	4	1	8	3	3	4
57000	-198.908003751311668	-197.095366703107032	-1.812637048204631	0.000324650676712	0.000056374660317	0.173647136324907	0.501501877187336	4	7	12	13	13	12	12	15	15	16	18	18	19	20	22	22	21	24	23	26	30	30	38	0	0	2	2	2	2	2	5	3	4	10	6	7	3	5	17	3	14	16	17	14	15	22	1	1	2	3	2	3	2	1	2	1	1	3	3	5	6	1	5	2	1	1	6	5	5
57500	-213.966400965417051	-211.791487007286776	-2.174913958130269	0.000318689164886	0.000036845084756	0.115614488398252	0.485448537050751	2	8	14	11	13	12	13	13	15	17	18	17	18	19	19	21	21	24	24	26	28	32	37	0	0	4	2	2	2	2	4	5	3	5	5	12	7	6	12	15	15	16	19	6	6	22	1	1	2	2	2	3	2	1	1	2	1	1	1	2	4	1	1	2	2	1	10	6	3
58000	-253.888348082795602	-251.704927751380524	-2.183420331415079	0.000504093064883	0.000057798075717	0.114657549851638	0.265531371793868	3	8	12	13	12	11	14	15	16	15	17	18	16	19	20	19	19	23	23	25	30	32	39	0	0	2	3	2	2	2	4	4	3	5	11	6	5	5	13	5	14	16	10	17	13	20	1	1	2	1	2	1	4	1	1	1	3	1	2	2	5	2	3	2	2	4	9	5	6
58500	-222.259828463047057	-219.899965767419985	-2.359862695627082	0.000444672776120	0.000043290307242	0.097353176462739	0.323365180757159	2	8	12	14	14	12	13	13	15	14	18	17	19	19	20	21	20	23	24	26	29	33	38	0	0	2	3	8	2	2	6	3	2	5	7	7	4	11	11	4	10	13	13	11	10	18	1	1	3	1	1	2	2	1	2	4	2	2	3	2	1	2	3	6	2	4	5	10	8
59000	-205.834826862064659	-203.606640714664763	-2.228186147399892	0.000475012189232	0.000052168897265	0.109826439083461	0.341928976399822	4	7	13	14	11	12	13	15	15	16	18	17	18	20	21	20	21	24	24	26	30	32	39	0	0	2	2	2	2	5	7	3	5	5	5	10	7	16	13	13	11	4	11	6	12	11	1	1	2	3	2	4	1	1	1	2	4	5	1	4	1	1	1	4	5	4	9	8	12
59500	-211.402800747708909	-209.058786964992464	-2.344013782716435	0.000611340366361	0.000060359320027	0.098732757312687	0.347390041959742	3	8	13	13	14	13	12	14	15	16	19	19	19	20	21	21	21	25	23	26	29	32	39	0	0	2	2	3	2	2	3	7	5	5	3	7	12	8	5	12	17	11	11	15	6	20	1	1	2	3	1	3	2	1	2	1	2	4	3	1	4	5	2	2	2	4	5	8	9
60000	-216.528471218203720	-214.413945281272106	-2.114525936931621	0.000350246519735	0.000043010349279	0.122800218862999	0.347459252321946	3	7	13	14	13	12	12	14	16	16	18	18	16	19	22	21	22	24	23	27	27	31	38	0	0	2	6	2	2	2	6	6	7	7	13	5	6	6	5	11	3	12	5	17	6	21	1	1	3	1	4	2	2	1	2	2	3	1	1	2	5	4	3	5	2	6	2	6	7
60500	-230.307843504053665	-228.336153630355255	-1.971689873698400	0.000414526798197	0.000059322999513	0.143110167474912	0.411258404314860	4	8	13	13	11	12	14	13	14	16	18	17	18	20	20	21	22	24	22	26	29	31	37	0	0	2	2	2	2	2	5	6	3	5	8	6	12	4	11	16	14	13	12	16	15	22	1	1	2	2	2	3	3	1	1	1	4	2	3	2	3	2	1	2	2	5	5	5	4
61000	-215.564911710275339	-213.327906515076961	-2.237005195198388	0.000406762780339	0.000044301896331	0.108913348202649	0.424651306540904	3	7	12	14	13	12	13	15	13	17	18	17	19	19	20	19	21	23	23	26	29	32	39	0	0	2	2	2	2	2	3	6	6	10	7	4	10	6	6	11	12	3	4	7	13	22	1	1	3	3	2	2	3	1	1	2	1	2	3	1	3	3	1	3	5	5	8	6	4
61500	-215.790876086730577	-213.366999945985611	-2.423876140744978	0.000425111360397	0.000039142632852	0.092076186380464	0.338847043092239	3	6	13	13	13	12	13	14	15	17	19	18	18	19	20	21	21	23	22	26	29	31	37	0	0	2	2	2	2	2	3	2	2	3	4	3	3	6	3	2	13	14	14	17	16	12	1	1	2	4	4	2	4	1	6	6	4	3	3	3	5	5	7	2	1	3	4	4	8
62000	-196.624158738939514	-194.612612367360811	-2.011546371578711	0.000273135067444	0.000037392280151	0.136900327374569	0.330892703874555	4	8	13	13	12	13	13	15	15	15	18	18	19	19	21	21	20	24	23	26	28	33	39	0	0	2	2	2	2	2	3	3	4	2	3	5	6	3	11	2	17	11	12	11	11	21	1	1	3	2	2	3	2	1	1	1	6	3	4	2	4	1	6	3	3	5	6	8	5
62500	-221.414197045570177	-219.433287933816644	-1.980909111753538	0.000605017750318	0.000085689495343	0.141631374116551	0.332133343311791	3	7	14	14	12	11	11	14	16	16	18	18	18	19	22	20	20	24	24	24	29	33	38	0	0	5	2	7	2	2	2	6	5	5	4	10	3	2	3	4	4	13	11	6	8	20	1	1	1	3	1	2	2	5	2	2	2	2	1	2	7	3	4	5	4	3	11	9	7
63000	-210.445488213607689	-208.271672027356004	-2.173816186251672	0.000363083446873	0.000042022889626	0.115738929956490	0.377444383671498	3	8	13	12	14	12	14	14	15	15	19	17	19	20	22	22	21	24	21	26	29	32	39	0	0	2	2	2	2	4	6	5	2	4	3	8	10	7	5	4	3	6	13	16	16	22	1	1	3	3	3	3	1	1	1	4	4	2	2	2	4	4	5	7	4	3	3	4	3
63500	-205.035710540262443	-203.200691908849109	-1.835018631413326	0.000287847365775	0.000048551483248	0.168670931268766	0.449291558852560	3	7	12	13	14	11	13	13	16	17	17	19	19	18	19	21	21	24	22	23	29	33	39	0	0	2	3	2	2	2	6	8	6	8	8	5	3	6	10	11	5	15	15	18	21	21	1	1	3	1	4	2	3	2	2	4	2	3	2	2	3	3	3	6	2	1	2	2	4
64000	-213.255193208673518	-211.274317565538524	-1.980875643134998	0.000557157864631	0.000078913998538	0.141636694996591	0.387407776145349	3	7	14	13	14	12	13	15	16	15	17	18	18	19	21	20	21	25	23	26	29	32	39	0	0	2	2	2	2	2	6	7	2	2	7	9	7	10	5	7	12	4	15	4	3	18	1	1	4	3	3	2	2	1	2	3	4	1	1	2	2	2	4	4	5	2	8	9	4
64500	-214.519036543131648	-212.300946576579150	-2.218089966552511	0.000396725387499	0.000043991671613	0.110886958583132	0.191732844854125	2	7	13	12	14	11	13	14	15	17	19	18	17	20	21	20	21	24	23	27	29	32	38	0	0	2	2	4	2	2	2	3	4	2	5	6	3	11	5	13	3	10	11	8	7	21	1	1	2	3	2	2	5	5	1	2	6	2	3	3	1	3	2	5	2	3	6	10	6
65000	-196.131186875094869	-194.142448142620850	-1.988738732474012	0.000613228244515	0.000086094778002	0.140395976167738	0.330496154354914	4	8	14	12	13	12	14	15	15	15	18	18	18	19	20	20	21	23	23	25	29	32	39	0	0	2	2	4	2	5	4	2	4	5	9	2	7	8	5	15	11	17	5	16	11	20	1	1	3	2	1	2	1	2	3	1	3	2	6	3	2	4	1	2	1	6	3	7	8
65500	-195.657723874425045	-193.477843096821829	-2.179880777603217	0.000526206498244	0.000060542251028	0.115054168335180	0.455730920074770	3	7	14	11	13	13	14	14	15	16	18	19	15	19	20	21	22	24	23	26	27	32	39	0	0	4	2	2	2	4	4	3	7	3	8	6	3	13	14	14	16	7	3	12	20	22	1	1	2	2	3	3	1	1	1	1	1	3	1	2	2	1	2	2	3	5	3	2	3
