step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
25500	-199.780501406385923	-197.610235665759632	-2.170265740626302	0.000154934300273	0.000017994518787	0.116142898990125	0.351510078892404	0	1	1	4	6	4	4	6	7	9	12	14	12	17	16	16	15	15	17	19	18	20	22	20	21	23	24	24	25	27	28	0	1	1	3	2	2	0	2	7	6	9	5	1	5	4	17	9	8	15	19	1	13	20	8	16	19	8	15	26	29	26	1	1	1	2	3	1	1	3	1	3	3	5	6	4	7	1	4	5	1	1	7	6	2	7	2	3	10	3	1	1	3
26000	-210.298329303702786	-208.433381177758747	-1.864948125944052	0.000262373610626	0.000042611960477	0.162409475461541	0.256251932843449	1	2	2	4	4	6	5	8	7	7	13	12	13	18	17	15	17	19	18	18	19	21	22	19	21	24	26	24	25	25	28	0	1	1	3	2	1	0	3	2	2	3	8	7	9	13	3	16	9	16	15	5	6	21	6	19	17	10	19	8	14	26	1	1	1	2	1	2	1	3	2	3	5	2	4	7	2	5	1	6	1	1	7	5	2	6	2	4	10	4	8	3	2
26500	-178.687903660928100	-176.758660401539800	-1.929243259388292	0.000249296644143	0.000037463612729	0.150277244436161	0.507208631752071	0	2	2	4	5	5	7	7	7	10	13	13	13	19	17	16	18	19	18	19	16	20	21	21	23	23	25	23	25	26	28	0	1	1	3	2	4	0	5	6	5	7	8	9	4	21	12	11	9	21	19	12	5	20	9	22	23	8	17	28	15	26	1	1	1	1	1	1	1	2	1	3	3	5	4	8	1	1	2	6	1	1	2	6	1	7	1	1	6	2	1	4	2
27000	-199.766774381636907	-197.888017577241698	-1.878756804395214	0.000211974065799	0.000033843783200	0.159660018181774	0.310309925214161	0	2	3	5	5	5	6	8	7	8	13	12	13	18	16	16	18	19	18	18	17	19	21	20	22	24	26	23	26	26	29	0	1	1	3	2	1	0	2	6	3	4	10	7	10	1	13	11	5	16	15	4	9	19	4	18	28	12	9	15	23	23	1	1	1	1	2	3	1	3	1	3	3	3	3	4	7	2	3	6	1	1	6	4	2	6	2	1	5	7	4	2	3
27500	-185.712106405098496	-183.491749652376086	-2.220356752722419	0.000176934108451	0.000019577302756	0.110647420822717	0.329412348206283	-2	0	1	5	5	4	6	7	7	9	14	13	14	18	17	16	17	18	17	19	18	21	21	20	21	23	24	24	25	27	28	0	1	1	3	2	2	0	5	2	5	8	8	1	10	16	10	8	8	13	19	16	9	19	9	21	23	18	14	24	29	26	1	1	1	2	1	2	1	2	3	1	3	2	7	4	1	4	5	5	1	1	1	7	2	8	1	1	3	4	3	1	3
28000	-187.430816090097579	-185.102244659164683	-2.328571430932887	0.000182446960675	0.000018264165514	0.100106712913655	0.343131833237639	0	2	3	3	6	5	6	7	7	9	14	13	12	19	17	16	18	18	19	18	15	18	21	21	23	23	25	23	25	26	28	0	1	1	2	4	3	0	2	6	8	13	7	4	6	21	13	15	4	20	11	12	8	20	5	17	19	6	23	14	23	28	1	1	2	1	1	1	1	3	1	1	2	4	6	8	1	2	1	9	1	1	1	6	2	8	2	2	8	1	2	2	3
28500	-195.265362199702821	-193.680247361002927	-1.585114838699903	0.000143196832199	0.000035322926064	0.246673934901011	0.355399374232240	-1	1	2	5	6	5	7	5	7	9	13	12	12	18	17	15	16	18	19	18	17	18	21	21	22	23	25	24	26	27	29	0	1	2	3	8	2	0	2	4	6	12	5	1	12	16	13	12	12	20	17	13	3	19	10	15	20	10	25	28	15	26	1	1	1	2	1	2	1	1	1	3	1	3	8	4	1	1	2	3	1	1	3	6	1	6	3	3	7	1	1	3	3
29000	-201.871920499521707	-199.964578941462179	-1.907341558059518	0.000237660853107	0.000036653185441	0.154224749097107	0.348339076427671	-1	2	1	5	4	6	6	5	7	10	13	11	13	18	17	16	18	19	18	19	17	20	20	20	23	24	25	23	25	26	27	0	1	1	2	2	8	0	5	5	9	12	2	3	10	12	5	13	9	11	11	4	3	21	6	17	23	6	22	16	18	26	1	2	1	2	1	1	1	1	1	2	1	5	5	3	3	7	3	6	3	3	6	10	1	8	3	3	10	2	4	3	2
29500	-215.593882790951767	-213.938921534401430	-1.654961256550335	0.000269656966122	0.000058904979937	0.218444124713817	0.343676969580168	0	2	1	2	5	5	7	7	7	9	14	13	13	19	16	16	16	17	16	18	18	19	22	20	21	24	25	22	25	25	28	0	1	1	3	2	1	0	3	4	3	9	2	7	5	11	8	7	5	12	16	19	4	25	4	20	23	6	11	11	11	25	1	1	1	1	2	3	1	3	3	5	2	3	3	7	1	4	4	7	1	1	1	8	1	11	1	1	10	4	5	5	3
30000	-195.460621827150845	-193.864574961088096	-1.596046866062738	0.000242306636957	0.000058577793220	0.241750675737431	0.341734393855238	0	2	3	4	5	5	6	7	8	10	12	14	14	18	18	16	17	18	18	19	17	20	20	20	22	24	26	22	25	26	28	0	1	2	3	2	2	0	1	4	2	8	6	11	10	12	13	16	2	11	15	7	3	15	10	19	19	10	23	23	26	26	1	1	1	1	2	2	1	3	2	3	2	5	1	4	1	1	1	8	2	1	6	7	1	4	2	3	7	1	3	1	2
30500	-206.108630278220858	-204.203391167201517	-1.905239111019334	0.000168444429840	0.000026043747984	0.154613292992601	0.396769018070368	0	2	2	5	5	6	7	5	7	8	14	13	13	18	14	16	17	17	16	18	17	20	21	18	23	24	25	23	24	26	29	0	1	1	3	3	5	0	2	8	2	4	9	10	6	6	15	6	12	13	19	11	9	19	4	19	23	18	19	28	28	26	1	2	1	1	1	1	1	1	1	3	4	3	4	4	4	2	5	2	2	1	1	8	2	7	4	3	4	3	1	2	3
31000	-262.128039302844797	-260.566794618804067	-1.561244684040735	0.000265898010402	0.000068664226935	0.258235203907313	0.420644480414514	-1	2	2	3	5	6	5	7	8	10	13	11	14	18	16	17	16	15	18	17	18	21	19	20	21	24	26	23	25	26	29	0	1	1	2	2	2	0	5	5	8	10	8	10	17	13	17	12	10	11	9	13	9	17	12	15	11	12	25	28	23	19	1	3	1	1	2	2	1	1	2	2	2	2	2	1	1	1	3	1	3	4	2	5	2	5	3	3	7	1	1	2	5
31500	-204.011376725317092	-202.140087682290556	-1.871289043026535	0.000258990941163	0.000041732889034	0.161136481633361	0.335461626838505	0	2	2	3	4	5	6	7	5	8	11	13	13	17	16	17	17	19	16	19	19	21	20	21	22	22	25	24	25	27	29	0	1	1	2	2	3	0	2	5	5	10	9	1	11	7	12	13	6	13	19	16	8	20	8	14	20	9	9	28	27	26	1	1	1	1	1	2	1	3	1	2	2	4	5	5	4	2	2	8	1	2	1	8	1	8	2	2	11	10	1	1	4
32000	-202.908437201239195	-200.874971457461612	-2.033465743777591	0.000285352901352	0.000038145428548	0.133678082008398	0.432422835543912	1	2	2	4	6	5	7	6	8	9	11	13	13	19	17	17	18	16	18	17	19	21	21	18	23	23	24	22	24	26	29	0	1	1	3	1	3	0	2	4	3	8	10	6	5	6	13	12	6	16	13	16	2	19	3	22	19	13	10	28	29	26	1	1	1	2	2	1	1	1	2	4	3	2	3	6	6	2	2	5	1	1	1	9	2	9	1	3	5	8	1	1	3
32500	-213.580358247921822	-211.897726434089918	-1.682631813831904	0.000309349597638	0.000064661365295	0.209023595921790	0.234280115976211	0	3	2	4	5	5	6	6	8	10	11	14	12	18	16	16	18	17	19	18	18	18	21	21	22	22	25	22	24	26	27	0	1	1	2	1	4	0	1	5	1	1	7	9	2	10	12	9	4	15	12	2	9	16	2	14	16	8	23	23	20	26	1	2	1	1	2	1	1	2	2	4	6	5	2	6	4	1	6	6	2	2	7	4	3	7	2	3	10	1	2	3	3
33000	-209.222495465925761	-207.010543927132971	-2.211951538792800	0.000144207682390	0.000016084901282	0.111539836265622	0.418245657663686	0	2	2	4	5	3	6	7	8	9	11	14	12	18	16	16	18	18	17	16	19	20	22	19	22	22	25	20	25	26	29	0	1	1	3	4	2	0	2	8	4	8	10	11	10	7	8	19	16	20	13	9	10	19	10	14	20	14	9	18	27	26	1	1	2	1	1	1	1	3	1	2	1	2	1	4	4	4	1	1	1	3	5	5	3	4	2	3	3	7	3	1	5
33500	-193.386495914899456	-191.042871302037270	-2.343624612862174	0.000296791692649	0.000029313230470	0.098767018065606	0.353685073708457	0	3	3	5	6	5	6	7	7	10	13	14	13	18	17	16	16	18	18	17	18	19	21	19	23	23	23	22	25	26	28	0	1	1	3	2	2	0	1	7	3	10	7	10	5	11	12	12	4	20	12	16	5	21	4	15	20	13	15	27	27	28	1	1	1	1	1	2	1	3	1	4	1	4	1	5	2	1	1	7	1	1	1	5	2	7	3	2	4	2	1	2	4
34000	-199.339963328873722	-197.447575271232125	-1.892388057641583	0.000347086314719	0.000054501705409	0.157026373838786	0.296472780894826	0	3	2	5	5	6	6	8	7	9	12	13	12	17	17	16	16	18	19	18	18	21	21	20	23	24	25	23	25	27	27	0	1	1	3	2	5	0	2	4	1	8	8	4	3	4	10	12	2	15	17	10	8	19	4	22	25	8	21	25	15	26	1	2	1	2	1	1	1	3	1	5	2	3	3	7	6	4	1	6	1	1	3	6	1	7	1	1	8	2	1	6	1
34500	-211.631709769082477	-209.641248546163780	-1.990461222918699	0.000254456363302	0.000035656123124	0.140126671079298	0.472101114817792	1	2	3	3	5	4	6	8	7	10	14	13	13	18	17	15	16	18	18	18	19	20	21	20	20	23	25	24	24	27	28	0	1	1	1	2	1	0	3	7	5	8	5	2	5	13	12	6	10	13	16	18	16	19	8	20	23	15	10	18	27	26	1	1	1	1	1	1	1	3	1	2	3	2	5	7	1	1	6	4	2	3	1	4	1	6	1	1	4	8	3	1	2
35000	-198.648123371770509	-195.090345916154149	-3.557777455616366	0.000177483149048	0.000007360843100	0.041473475874184	0.465851841020980	-1	2	3	4	6	5	6	7	7	10	12	12	12	18	16	14	18	18	17	19	18	19	21	20	22	24	22	21	26	27	26	0	1	1	3	2	4	0	2	3	3	4	10	10	3	3	5	7	8	15	19	19	8	19	6	21	20	15	22	23	24	26	1	1	3	1	2	1	1	2	2	3	3	1	1	6	5	4	5	4	1	1	1	5	2	7	2	3	3	1	2	3	1
35500	-191.819527571820657	-189.695650801286831	-2.123876770533818	0.000316548205129	0.000038505002333	0.121640248497783	0.372005404387408	1	3	3	5	5	5	6	8	7	9	13	14	14	19	16	15	17	18	17	18	18	19	20	20	22	20	26	24	25	26	28	0	1	1	1	1	3	0	5	2	5	6	10	11	6	12	12	13	4	11	13	15	8	20	4	13	20	11	26	12	12	26	1	1	1	2	2	1	1	1	2	2	4	2	1	6	1	1	1	7	2	2	1	5	1	7	4	1	7	2	7	6	4
36000	-225.003857263077606	-222.932947767799504	-2.070909495278090	0.000344841297515	0.000044298738181	0.128461232747451	0.458732182332900	0	2	3	4	6	6	7	7	7	9	13	13	13	19	15	17	16	18	19	18	19	19	22	20	22	21	25	22	26	26	27	0	1	1	1	1	1	0	1	4	4	2	5	10	3	13	15	15	10	16	8	3	6	19	3	26	15	10	22	26	17	19	1	1	1	1	4	2	1	4	1	3	4	2	3	7	1	1	1	3	1	6	8	6	2	6	1	2	7	1	3	5	4
36500	-191.686388969834695	-189.891377169598940	-1.795011800235766	0.000208536342516	0.000037069360435	0.177759713186299	0.324725628576519	0	2	2	5	3	5	7	7	7	9	14	13	12	18	17	16	16	19	19	18	18	21	21	20	23	23	26	23	25	26	28	0	1	1	2	2	5	0	5	2	6	13	5	10	9	11	12	7	11	20	12	1	6	19	4	10	19	11	8	21	28	26	1	1	1	1	1	1	1	2	2	2	1	4	2	5	2	1	4	3	1	2	9	8	1	7	7	2	5	9	4	1	2
37000	-212.808524871354592	-211.032926711721586	-1.775598159633001	0.000242198729573	0.000044202236661	0.182503998839283	0.468410121040844	0	2	3	4	5	6	6	7	7	9	13	14	14	18	18	16	15	19	18	18	18	18	22	18	23	24	26	23	25	27	26	0	1	1	2	1	1	0	3	1	5	3	10	7	9	13	12	13	5	13	17	7	5	19	10	23	23	5	23	25	21	20	1	1	1	2	3	4	1	2	3	2	4	2	5	4	3	1	1	6	3	2	6	4	2	4	1	1	10	1	1	4	3
37500	-182.525156793215928	-180.668676940600193	-1.856479852615729	0.000151608780420	0.000024884760059	0.164137987191081	0.519295628424499	-1	1	3	4	5	5	6	7	7	10	12	14	13	17	17	16	18	18	16	19	19	21	22	21	22	24	24	23	25	25	26	0	1	2	1	2	3	0	2	6	4	10	6	7	6	12	12	19	10	12	19	15	8	20	5	22	23	18	22	24	22	23	1	1	1	2	2	1	1	3	1	3	1	4	4	5	1	2	1	3	1	1	1	6	1	7	1	1	3	1	3	2	1
38000	-188.137680344808814	-186.505673648108910	-1.632006696699904	0.000129393495734	0.000029365002524	0.226943420592445	0.428459011197297	1	2	3	4	5	5	7	6	6	9	12	13	13	18	17	15	17	18	17	19	18	20	21	21	21	23	26	22	26	26	28	0	1	1	3	2	2	0	6	4	3	9	3	10	10	12	1	5	10	11	19	19	8	20	18	20	23	14	18	25	25	23	1	1	1	1	1	1	1	1	1	3	2	5	2	3	2	6	4	4	2	1	1	6	2	2	1	1	5	2	2	2	3
38500	-203.920389915125611	-202.015835454235599	-1.904554460890015	0.000229351274346	0.000035489860578	0.154740193527052	0.434593639295511	0	3	2	4	6	5	6	6	7	10	13	14	13	18	16	13	17	17	18	19	18	21	20	20	23	23	24	22	24	26	29	0	1	1	2	6	2	0	2	7	2	7	13	2	8	5	9	13	10	17	19	15	3	11	8	15	19	17	23	21	22	28	1	1	1	1	1	1	1	2	1	3	3	1	6	5	5	2	1	3	1	1	1	8	4	7	3	2	5	1	4	2	3
39000	-242.179292194417854	-239.682972662596399	-2.496319531821466	0.000143141079666	0.000012398945753	0.086620457118309	0.395666051438346	0	2	3	4	5	6	6	8	6	8	14	13	11	18	17	14	18	18	18	19	18	19	21	21	23	23	25	23	25	25	27	0	1	2	2	3	1	0	5	3	2	10	8	7	13	10	8	13	11	16	19	11	9	19	10	20	20	14	18	13	24	26	1	1	1	1	1	3	1	2	2	4	3	2	3	4	5	4	3	2	2	1	2	6	2	6	2	1	4	2	5	1	3
39500	-191.567820712366512	-189.257341322499514	-2.310479389867009	0.000277078981949	0.000028194202568	0.101755111013688	0.367048173671741	0	2	3	4	5	5	7	8	7	10	13	13	12	19	17	17	18	18	19	18	19	20	20	18	21	23	24	22	26	25	28	0	1	2	2	2	4	0	3	1	2	13	10	10	8	11	10	15	6	20	16	16	2	20	8	20	22	8	8	22	27	26	1	1	1	1	1	1	1	3	2	4	1	2	1	6	2	3	1	5	1	1	1	8	1	4	1	2	9	6	3	1	3
40000	-204.558059527683440	-202.750696955854124	-1.807362571829309	0.000263301875937	0.000046040774162	0.174859271312747	0.311138265380659	-1	2	2	3	4	5	6	6	7	10	13	13	10	18	17	15	18	18	19	19	18	20	22	20	22	21	25	24	26	26	29	0	1	1	1	1	4	0	2	6	5	7	2	8	2	12	11	16	8	16	15	15	4	14	8	22	19	6	26	26	25	23	1	1	2	2	3	1	1	3	2	3	4	5	2	8	2	1	2	5	2	1	1	8	1	6	1	1	10	2	3	1	3
40500	-187.011980219895179	-185.308148055338194	-1.703832164556983	0.000197929788462	0.000040048782808	0.202338329764684	0.366356980775031	0	2	2	4	6	6	7	6	6	9	13	13	13	18	16	16	17	18	17	19	19	21	21	20	23	24	25	23	26	26	29	0	1	1	3	2	2	0	2	4	2	7	10	10	10	13	5	16	10	16	19	16	5	19	3	17	23	18	14	27	14	26	1	1	1	1	2	2	1	2	1	4	2	2	1	6	1	4	1	3	1	1	1	7	2	10	4	2	5	3	1	4	2
41000	-194.484638609866323	-192.616347781005317	-1.868290828861008	0.000228760266819	0.000036998806989	0.161736159444742	0.519347275845935	0	2	3	4	4	5	6	7	8	9	13	14	14	19	16	15	16	18	15	18	18	17	21	19	19	22	24	22	25	26	28	0	1	2	2	2	2	0	5	3	4	4	11	10	13	12	7	12	9	11	19	16	10	20	5	15	19	14	17	26	29	23	1	1	1	1	1	2	1	2	2	2	4	1	3	2	1	4	1	5	2	1	1	5	2	8	2	4	2	3	2	1	3
41500	-213.784007654257607	-211.682436446338045	-2.101571207919572	0.000284894910677	0.000035451674597	0.124437725170945	0.351770888835647	1	3	3	5	6	6	6	7	7	10	14	13	12	19	16	15	18	19	18	19	18	20	20	19	22	23	25	23	26	27	29	0	1	1	2	4	1	0	3	4	8	4	10	5	6	12	13	10	9	15	19	12	10	14	10	11	23	9	20	25	28	29	1	1	1	1	1	3	1	2	1	1	4	2	2	7	1	2	4	6	2	1	1	5	1	7	4	1	9	2	2	3	2
42000	-213.710154304414431	-211.697556920766402	-2.012597383648019	0.000233193522666	0.000031887541084	0.136742825099875	0.333141272066017	0	1	2	4	6	5	7	7	6	10	13	14	13	16	16	15	18	19	18	17	18	20	21	21	22	23	24	23	26	26	29	0	1	1	2	6	3	0	4	3	3	10	5	10	8	16	9	14	9	16	16	16	4	13	6	21	19	8	20	9	24	20	1	1	1	2	1	2	1	2	3	6	2	3	2	5	1	5	1	6	2	1	1	7	3	10	2	2	10	3	8	2	6
42500	-195.283112086802930	-193.068724459872527	-2.214387626930410	0.000250055728407	0.000027826200528	0.111279996284337	0.340597028543273	1	3	3	4	5	3	6	5	7	9	13	13	13	18	18	16	17	17	17	18	19	20	20	21	22	24	25	24	25	26	27	0	1	1	1	2	1	0	3	6	2	10	2	3	9	19	11	11	8	11	17	18	2	20	9	17	23	11	25	19	28	19	1	1	1	2	1	1	1	1	2	3	2	5	5	5	1	2	3	5	3	1	1	7	1	8	3	2	6	1	4	1	4
43000	-219.859590621035977	-217.743804267151148	-2.115786353884829	0.000349929940073	0.000042916388394	0.122642802113210	0.291017787087953	0	3	3	5	6	5	6	7	7	10	13	13	12	18	17	15	18	17	18	18	19	20	21	20	21	23	23	20	24	27	29	0	1	1	2	1	3	0	2	7	2	7	10	1	5	12	11	7	8	16	15	17	5	19	11	13	19	6	18	11	28	23	1	1	1	1	3	1	1	2	1	4	3	1	5	4	2	2	5	7	1	1	1	9	1	4	3	2	8	2	5	3	4
43500	-229.759911600969104	-227.899569887750232	-1.860341713218864	0.000318152790190	0.000051968868374	0.163345631331902	0.367736405284591	-1	3	2	4	5	5	7	7	6	9	11	13	13	18	17	15	15	17	17	16	18	18	22	21	22	24	25	23	23	27	29	0	1	1	3	2	2	0	2	2	5	2	9	5	5	16	8	5	17	20	11	17	8	19	18	7	25	9	22	25	29	19	1	2	2	1	1	1	1	1	1	2	2	4	5	6	1	2	4	1	1	2	2	3	4	3	9	1	11	3	1	2	6
44000	-231.641949272220472	-230.104854073776437	-1.537095198444045	0.000279005453999	0.000075683285760	0.271260954491860	0.325873226395119	-1	1	3	2	6	5	6	6	7	10	13	14	14	15	17	16	16	18	19	18	18	20	20	21	22	23	26	23	26	27	28	0	1	4	1	1	2	0	2	5	1	10	7	7	5	14	5	12	2	13	10	14	1	18	3	19	21	14	24	25	29	25	1	1	1	2	3	2	1	2	1	5	1	4	4	3	1	3	1	8	2	4	2	8	1	9	2	3	6	1	1	1	2
44500	-202.743773467523283	-200.529089455531476	-2.214684011991813	0.000234243802122	0.000026059259822	0.111248449632503	0.310453356399434	0	2	2	4	4	5	5	6	8	9	14	13	13	18	14	16	17	18	17	19	17	21	22	20	23	24	23	23	25	26	27	0	1	1	3	1	3	0	2	3	3	1	5	7	5	13	5	9	9	11	19	15	8	20	9	21	25	10	7	11	19	30	1	1	1	1	2	1	1	2	3	3	7	3	5	6	1	6	4	6	1	1	1	7	1	5	3	1	6	11	5	5	1
45000	-209.417791120920612	-206.971115911680272	-2.446675209240352	0.000382293631691	0.000034522410775	0.090303389629095	0.520386959206431	0	2	2	4	4	5	5	5	7	10	13	13	12	16	16	16	16	17	19	19	18	20	21	20	20	23	26	24	26	26	28	0	1	1	2	1	3	0	2	7	5	13	10	10	8	13	9	11	10	21	15	15	18	19	3	10	23	18	24	25	19	23	1	1	1	1	3	1	1	1	1	2	1	2	1	3	2	3	1	3	1	1	2	2	1	8	5	1	4	2	3	4	5
45500	-189.546680982216401	-188.008466387179709	-1.538214595036705	0.000180457407122	0.000048836005141	0.270623444721772	0.505075782955603	0	2	1	5	5	6	5	7	7	9	14	13	14	17	17	16	16	17	17	18	19	21	21	20	23	24	26	22	25	24	29	0	1	1	3	2	3	0	5	6	8	12	8	5	10	12	11	13	6	17	19	15	5	20	8	28	19	24	19	20	11	26	1	1	1	2	2	3	1	2	1	2	1	3	5	4	1	1	1	5	1	1	1	8	1	5	1	4	4	2	3	5	2
46000	-223.538421360857996	-222.168554638626119	-1.369866722231874	0.000204691735396	0.000098590766520	0.481654847127904	0.386450853798636	0	2	2	3	5	6	5	5	7	9	14	10	13	18	17	15	17	17	17	18	18	20	20	20	23	22	24	23	25	26	28	0	1	1	1	2	7	0	3	3	3	6	7	12	9	11	6	16	10	11	19	15	16	19	10	24	20	18	21	20	14	28	1	1	1	2	2	1	1	2	2	4	4	2	1	7	1	2	1	4	1	1	1	2	2	6	1	3	2	2	3	4	2
46500	-177.681710297945443	-175.712954797176366	-1.968755500769090	0.000231148298240	0.000033189761102	0.143586439330756	0.468491116299971	0	2	3	4	5	5	6	7	7	10	13	14	13	18	18	16	17	16	17	18	17	20	21	21	23	24	26	24	25	26	28	0	1	2	3	2	3	0	3	5	2	10	11	5	5	12	12	11	9	11	19	16	9	20	18	22	20	24	14	26	29	29	1	1	1	1	2	1	1	2	1	5	1	1	4	6	3	1	1	3	2	1	1	7	2	2	1	2	3	3	1	1	1
47000	-198.326671268765097	-196.208503492066313	-2.118167776698774	0.000181815434674	0.000022244443497	0.122346287801938	0.475639313579258	-1	2	2	4	4	5	6	7	8	7	14	12	13	18	17	15	17	18	18	17	17	20	19	19	22	22	25	24	25	27	27	0	1	1	2	2	4	0	2	7	2	5	10	7	8	11	13	16	10	20	13	12	6	19	15	13	20	6	15	19	18	26	1	1	2	1	1	1	1	2	1	3	5	3	4	5	2	2	1	4	1	3	2	6	1	1	4	2	8	3	3	4	2
47500	-211.900444971895098	-209.793273370584586	-2.107171601310501	0.000305008824396	0.000037737343731	0.123725416158674	0.369635849519473	-1	1	3	5	5	6	4	7	7	9	12	12	14	16	16	14	16	18	17	19	18	20	21	21	23	23	25	23	25	27	29	0	1	2	3	2	7	0	2	3	8	4	2	7	10	13	11	13	8	12	13	17	10	17	16	14	23	22	14	22	25	30	1	1	1	1	2	1	1	2	2	1	4	5	5	5	1	1	1	6	2	2	2	4	3	4	3	1	2	4	3	2	1
48000	-194.310743755539562	-192.308220306400358	-2.002523449139191	0.000301301436174	0.000041659530743	0.138265290972723	0.326984565484665	1	3	3	4	5	6	6	7	7	9	13	12	12	19	17	16	18	17	19	19	17	20	20	20	21	23	25	23	25	26	27	0	1	1	1	2	5	0	2	5	2	6	6	10	8	11	12	13	2	21	12	8	5	15	9	14	19	10	18	22	26	26	1	1	1	1	1	1	1	2	1	4	5	3	1	6	2	2	3	8	1	4	5	9	1	4	1	2	8	2	2	1	2
48500	-195.148638148255060	-192.986363825296081	-2.162274322958981	0.000292923696909	0.000034289827289	0.117060612203183	0.374523262344057	0	2	2	5	6	5	7	7	7	10	14	13	12	18	14	15	17	19	18	18	17	21	21	21	22	24	25	24	24	26	28	0	1	1	3	1	2	0	2	6	1	13	1	10	6	13	13	16	4	12	16	16	2	18	8	23	23	5	17	18	29	26	1	1	1	1	4	1	1	2	1	5	1	6	1	5	1	2	1	7	3	3	1	9	1	7	1	2	8	3	1	1	2
49000	-204.679011113862344	-202.932246006928665	-1.746765106933676	0.000325734099997	0.000061891482117	0.190006149547456	0.382511499331393	0	1	2	4	5	6	7	7	7	9	12	12	13	18	18	16	17	17	18	19	19	21	22	20	21	23	26	23	25	25	28	0	1	1	2	2	5	0	1	6	5	8	6	8	4	7	12	16	10	16	11	11	10	19	8	15	23	18	24	28	9	26	1	1	1	1	2	1	1	3	1	2	5	3	4	7	5	2	1	4	1	5	3	6	2	7	2	1	5	1	2	11	3
49500	-194.899206714673340	-193.189238785260073	-1.709967929413274	0.000281751474993	0.000056485966761	0.200481529910119	0.294340417068007	0	3	3	5	5	6	6	7	7	10	13	13	12	18	18	15	18	19	19	17	19	20	22	21	22	23	25	23	25	27	28	0	1	1	2	1	2	0	5	3	4	10	2	10	3	5	8	16	8	20	12	6	3	19	4	22	19	5	25	19	27	21	1	2	1	1	2	2	1	1	2	2	1	5	1	8	6	4	1	6	1	2	5	10	2	8	1	2	10	1	3	1	4
50000	-224.188542687217620	-222.535272205438076	-1.653270481779530	0.000265767951549	0.000058215875321	0.219047763215487	0.352318141148063	0	2	3	3	4	5	4	7	7	8	13	12	13	18	17	17	15	17	17	18	18	19	21	19	22	23	24	23	26	25	27	0	1	1	2	2	3	0	2	6	3	12	5	10	4	5	11	10	13	12	9	11	8	19	10	10	15	18	24	25	5	23	1	1	1	1	2	1	1	3	1	2	1	4	2	6	6	3	3	3	1	5	3	7	2	7	7	3	3	3	2	12	2
50500	-190.381558821439910	-188.679361779260290	-1.702197042179609	0.000173199064580	0.000035131501039	0.202838861306514	0.563900734074292	1	2	3	4	6	6	7	7	8	9	13	13	14	17	14	16	18	19	17	18	18	20	22	20	21	24	26	24	23	27	28	0	1	1	2	2	4	0	2	1	3	7	2	12	5	11	12	19	10	13	19	11	16	19	16	14	23	24	18	17	29	26	1	1	1	1	2	1	1	4	4	3	3	5	1	5	1	2	1	5	1	1	3	2	1	2	1	1	3	3	2	2	2
51000	-198.511109044670604	-196.581345024035585	-1.929764020635025	0.000265813477658	0.000039921342181	0.150185545643345	0.388425007874207	0	2	2	4	5	5	4	7	7	10	13	14	12	18	18	15	18	17	18	19	19	20	22	20	23	22	25	21	24	26	28	0	1	1	2	2	7	0	1	4	2	13	11	10	3	11	13	18	4	16	19	11	4	20	8	15	19	10	17	13	25	26	1	1	1	1	1	1	1	3	1	3	1	1	1	6	2	2	1	7	2	1	3	6	1	5	4	2	4	1	6	1	2
51500	-179.016206292086622	-177.096872949402240	-1.919333342684391	0.000185501281466	0.000028203823196	0.152041123235803	0.477654781524806	0	2	3	4	4	6	7	7	6	8	12	11	14	18	15	17	17	19	19	18	19	20	21	19	21	23	24	23	25	26	28	0	1	1	2	2	3	0	3	3	8	7	9	11	8	11	12	3	10	20	17	17	10	19	8	19	20	18	16	26	28	23	1	1	1	1	1	1	1	2	2	1	2	3	1	6	1	3	9	4	1	1	1	6	1	6	1	3	4	2	1	2	3
