step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
5000	-270.344055801243258	-268.883335216428748	-1.460720584814512	0.000010739121725	0.000003499737807	0.325886780731893	0.882760378605748	0	1	5	4	4	4	3	6	7	6	7	6	9	9	8	8	12	10	10	10	12	12	12	12	10	11	13	12	12	12	12	14	13	11	13	14	14	13	12	13	14	15	14	16	16	16	16	17	15	16	16	20	18	17	18	18	18	19	18	19	20	19	21	19	20	22	21	20	21	22	22	23	25	26	26	28	29	30	31	33	32	34	33	34	36	35	37	38	40	0	1	7	2	2	2	2	4	4	7	12	3	10	11	12	4	7	16	15	9	34	16	20	18	16	20	39	20	20	15	26	21	39	13	34	29	39	22	25	19	21	28	21	33	42	37	36	41	30	31	49	56	45	41	54	46	49	48	54	54	60	48	60	42	62	68	65	57	58	65	63	67	64	67	70	75	73	77	77	81	78	79	81	81	81	83	85	86	85	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-244.380502768972690	-242.789480044300319	-1.591022724672380	0.000008880878659	0.000002166814184	0.243986464258423	0.914189542716092	1	2	6	4	4	5	3	5	7	6	7	6	7	9	7	8	9	9	10	11	13	13	14	14	10	12	10	12	13	15	12	14	11	12	12	14	14	14	13	14	14	15	15	16	16	15	16	16	15	15	16	19	16	17	18	18	18	18	19	18	20	20	20	19	19	22	18	21	21	22	24	24	25	25	24	28	28	30	30	32	32	34	33	32	38	35	37	36	38	0	1	4	2	2	2	2	7	6	7	6	4	5	11	2	11	9	6	17	18	19	20	22	26	16	27	9	20	35	20	27	21	18	17	20	39	26	26	33	34	39	29	36	46	39	32	42	46	31	24	40	56	23	42	48	46	48	43	42	30	57	55	54	56	45	62	23	64	59	62	66	68	66	72	66	73	75	76	77	78	78	81	84	78	87	84	86	83	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
6000	-252.846413890504493	-251.472683730658332	-1.373730159846148	0.000006284674277	0.000002929551278	0.466142102020738	0.937488092703911	1	2	5	3	4	4	3	7	8	5	8	6	9	7	9	9	11	9	10	11	12	11	13	12	11	12	12	13	13	13	12	15	11	12	13	12	13	11	13	14	14	15	15	15	15	15	16	17	15	16	15	20	16	17	17	18	16	18	18	19	19	21	21	20	19	23	20	21	21	22	25	25	26	25	24	29	27	30	31	33	33	35	34	34	37	35	37	39	40	0	1	5	2	4	4	1	6	8	5	3	6	9	12	9	9	15	14	13	16	33	16	38	20	13	11	20	24	38	20	16	23	13	18	20	18	21	18	25	21	29	30	34	31	36	37	37	46	40	29	37	43	38	32	46	55	40	57	45	58	54	48	52	61	55	52	56	67	52	64	66	62	63	75	58	73	72	77	77	79	79	80	81	81	82	84	86	85	87	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-238.018938365468813	-236.554691725634626	-1.464246639834188	0.000004457283898	0.000001438439336	0.322716562166644	0.983090436813619	0	1	5	4	3	5	4	6	7	5	5	6	8	8	9	8	11	9	10	9	12	11	14	14	11	11	13	13	12	15	13	13	13	11	13	13	13	14	13	12	14	16	16	17	16	17	16	16	15	15	15	17	18	15	18	20	17	18	18	19	20	21	18	20	19	19	20	22	22	21	23	24	25	26	26	29	27	30	32	34	34	34	33	35	37	35	37	37	39	0	1	4	2	1	5	5	4	6	7	5	7	12	7	9	12	3	13	18	16	16	20	35	21	18	13	25	34	22	33	22	21	20	16	34	17	34	33	34	26	25	39	38	50	27	50	38	35	35	27	37	50	45	32	57	65	30	47	57	44	58	61	43	44	44	51	46	62	56	57	70	56	72	69	73	75	74	77	76	79	79	78	79	83	86	79	86	81	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-241.372812355704156	-239.668473782345444	-1.704338573358703	0.000004479195695	0.000000905620824	0.202183803889547	0.890572411726880	0	2	6	5	4	4	5	6	7	5	8	7	8	8	8	9	11	9	10	11	11	12	14	14	11	13	12	12	13	14	13	15	11	12	11	13	13	14	13	13	13	15	15	17	15	17	17	16	15	16	16	19	17	14	16	20	17	18	19	19	20	20	20	19	20	22	17	21	22	23	24	25	26	25	26	28	29	29	31	33	33	32	33	34	38	35	37	38	40	0	1	4	5	2	2	6	4	4	2	9	10	8	8	7	9	13	12	3	16	8	25	19	40	10	28	18	21	15	34	20	40	18	11	16	21	17	40	25	27	3	31	54	55	37	45	43	43	39	32	26	67	51	34	34	64	32	67	53	44	58	59	52	53	44	61	38	52	52	62	62	69	71	70	71	75	75	76	76	82	82	77	79	82	86	83	81	86	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
7500	-246.758371906843024	-244.896190020801470	-1.862181886041546	0.000000655763552	0.000001306342334	1.992093537647248	0.880029104113487	1	2	4	5	5	4	4	5	7	6	8	7	8	9	8	8	11	9	11	11	12	13	14	13	11	12	13	12	14	15	13	14	12	11	12	11	13	14	13	13	13	16	15	17	16	16	17	16	15	15	17	18	17	16	17	20	15	19	20	19	19	20	20	21	21	22	18	20	21	21	24	23	23	25	24	29	28	31	31	33	31	33	33	33	37	35	38	38	40	0	1	2	3	7	2	2	2	4	3	12	6	12	9	12	9	16	11	14	14	14	20	19	18	14	11	19	25	28	22	20	28	14	18	14	18	25	27	19	34	25	23	24	41	23	49	30	30	24	22	30	43	42	35	43	51	31	44	67	44	57	58	47	62	52	63	27	47	68	55	66	64	66	73	64	77	66	76	76	79	76	79	81	81	83	81	82	86	87	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1
8000	-263.616536316223858	-261.700367020659996	-1.916169295563883	0.000000043500614	0.000000092539150	2.127306746864464	0.851505646087189	1	2	5	4	5	5	3	7	7	6	7	4	9	9	8	8	11	10	10	11	12	13	12	13	11	12	12	13	14	14	12	14	12	11	13	13	14	13	14	13	12	15	15	16	15	16	15	17	16	15	14	19	17	16	18	20	17	17	19	19	21	19	21	20	18	22	19	22	22	22	23	24	23	26	26	28	28	30	31	33	33	32	31	33	37	35	38	37	40	0	1	7	1	7	2	1	10	6	12	10	1	11	8	3	5	16	16	16	19	18	18	18	17	15	16	25	34	34	27	19	41	14	18	19	23	33	34	28	20	34	36	29	50	23	41	24	42	51	39	21	40	51	31	44	52	26	42	55	49	43	44	62	52	49	64	54	67	67	52	64	66	64	72	69	75	74	77	77	83	79	76	78	83	86	84	88	86	88	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
8500	-270.345918403350254	-268.939615888674211	-1.406302514676043	0.000000052890685	0.000000020671836	0.390840774035200	0.763571313262132	0	2	6	4	3	5	4	6	6	5	7	7	8	8	8	8	11	10	10	9	13	11	13	13	11	11	12	13	13	14	13	15	13	13	12	14	14	12	13	13	15	14	15	16	17	16	16	16	15	15	16	19	15	15	17	21	17	19	19	19	19	18	18	19	19	22	20	21	21	22	24	23	26	25	25	29	28	31	31	33	34	33	33	35	37	35	38	39	41	0	1	2	2	1	5	1	6	4	2	6	7	9	9	8	6	20	11	16	16	35	18	27	22	10	13	19	19	25	39	27	29	14	17	19	27	27	19	35	25	29	18	21	42	40	21	36	30	21	24	39	28	37	28	48	51	50	55	45	55	55	57	39	30	55	61	63	65	60	52	59	42	71	70	72	77	74	77	77	78	71	76	78	83	84	79	85	85	88	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	2	6	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1
9000	-232.519130291804970	-231.158268916040782	-1.360861375764187	0.000000714384745	0.000000410957201	0.575260325832947	0.900646283373588	-1	1	5	3	4	5	3	6	7	5	7	6	8	9	8	8	10	8	10	10	13	12	14	13	11	13	12	13	14	14	12	15	12	12	13	12	11	13	14	12	14	15	15	16	17	16	16	17	16	15	16	18	18	16	18	19	17	18	20	19	20	20	20	20	21	22	21	21	22	22	24	25	24	26	24	29	28	31	31	33	34	35	32	34	37	34	36	39	40	0	1	4	2	4	4	2	7	6	4	3	6	3	9	6	3	18	9	15	15	25	19	16	25	14	25	25	36	26	40	25	35	17	20	22	13	20	27	27	15	36	33	38	28	41	23	29	46	32	19	32	42	32	26	51	52	30	45	51	47	45	58	60	55	58	59	58	58	62	61	70	68	65	71	70	77	74	77	76	83	80	81	76	83	84	80	86	87	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-216.451052694100298	-214.590323355755061	-1.860729338345245	0.000001523186330	0.000003028828682	1.988482053905631	0.939421818425016	1	2	6	4	5	4	4	6	8	5	8	6	9	8	8	7	11	8	10	9	11	13	14	13	11	12	13	12	14	14	11	14	12	10	12	12	13	13	14	13	14	16	16	16	16	16	15	16	15	15	16	19	18	16	18	20	17	18	20	18	20	20	21	20	20	22	20	21	20	22	24	23	25	26	22	28	29	30	32	34	33	35	34	34	37	35	37	37	39	0	1	4	2	6	2	1	6	5	7	16	7	14	3	5	4	34	8	20	16	34	25	21	31	15	20	33	20	31	24	20	26	34	13	31	21	20	21	40	26	26	41	23	30	23	27	31	40	22	32	41	55	32	32	46	58	50	51	55	43	58	57	47	60	60	65	60	69	60	67	72	70	63	71	65	74	76	77	78	79	78	83	79	79	86	81	84	86	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-203.789446544052652	-201.351347442452663	-2.438099101599991	0.000000088403799	0.000000315515034	3.569021203534793	0.997611801097317	1	2	6	3	5	4	4	7	8	5	7	7	8	9	8	8	11	10	10	10	12	12	13	13	8	12	11	12	13	15	13	14	12	10	12	14	13	13	14	12	14	15	15	16	17	17	17	17	16	14	16	19	17	16	18	19	18	19	19	19	19	20	18	20	20	23	19	21	21	22	24	24	26	25	25	28	28	30	31	34	34	33	32	34	38	36	37	38	40	0	1	4	1	4	4	2	10	3	2	5	10	3	9	11	3	14	15	9	16	19	20	27	27	12	18	19	18	17	24	21	37	19	12	34	28	35	26	26	15	31	39	24	32	42	43	43	33	41	21	42	44	49	50	47	47	43	47	53	55	43	57	53	52	47	64	49	47	56	64	68	70	75	66	72	75	74	76	78	83	83	79	76	79	87	80	80	86	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-242.729669294027019	-241.072843642814945	-1.656825651212082	0.000000331953204	0.000000494849046	1.490719294429474	0.940995416287156	0	1	6	4	3	5	5	5	7	3	6	5	9	7	8	9	9	10	11	9	11	10	13	12	8	13	12	12	14	14	12	14	12	12	13	14	14	14	14	13	15	15	16	17	17	17	16	15	16	15	16	18	16	16	18	20	18	18	20	19	19	19	20	19	20	22	20	21	22	22	24	22	25	26	24	25	28	30	30	33	33	31	32	34	37	35	38	39	40	0	1	4	2	1	5	10	10	3	2	8	5	3	11	14	9	11	17	16	14	16	16	24	19	6	19	19	22	28	31	18	26	19	13	16	34	33	28	34	19	29	26	23	42	41	53	39	28	39	38	38	54	34	30	43	55	19	44	58	45	52	47	55	46	64	68	54	61	65	63	68	64	69	71	65	56	74	77	77	83	82	77	78	81	80	84	85	87	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-242.858542013767135	-241.451070574293283	-1.407471439473841	0.000000218406614	0.000000182295331	0.834660305517834	0.949348414703697	0	2	4	4	3	5	4	7	7	5	7	6	9	9	9	7	11	8	11	9	13	11	14	14	10	10	11	10	14	15	12	15	12	10	12	13	11	13	13	12	14	15	15	16	15	15	16	16	16	14	17	19	18	17	18	19	17	18	18	18	20	20	21	21	20	22	20	21	22	22	25	22	25	26	25	29	28	31	31	32	33	34	34	33	36	35	37	38	39	0	1	2	5	1	2	5	3	10	7	6	3	18	9	11	10	28	12	20	18	22	26	22	36	14	7	25	8	38	35	20	25	34	18	25	33	20	31	17	28	40	39	24	37	29	41	29	21	24	27	46	55	48	46	47	44	49	45	32	48	54	59	59	67	60	68	53	65	51	68	69	62	69	73	68	77	74	77	76	78	80	79	78	78	82	82	86	86	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-240.909898722091725	-239.539061437389108	-1.370837284702625	0.000000170870141	0.000000116189968	0.679989890990837	0.913870495354013	1	2	5	4	4	4	4	6	6	5	7	6	8	9	8	8	11	10	9	10	11	13	13	13	10	13	12	12	13	15	13	15	12	13	13	14	12	14	14	14	14	15	15	16	16	16	15	16	15	16	17	19	16	16	18	20	16	17	19	18	21	21	20	20	20	22	17	21	22	22	24	24	24	25	25	28	28	30	30	33	33	34	33	35	37	35	36	38	40	0	1	2	2	2	1	2	3	3	5	10	4	9	16	9	8	19	15	13	15	25	17	27	28	16	27	18	15	17	24	17	34	18	17	28	11	25	27	23	22	37	15	33	35	24	24	28	35	36	24	50	54	24	31	67	53	34	43	46	57	64	56	31	67	60	64	32	52	61	60	65	68	65	71	73	75	74	77	77	79	79	81	79	83	84	82	81	82	85	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-273.770293446745825	-272.014289570955498	-1.756003875790351	0.000000023871016	0.000000041323481	1.731115288540287	0.774567274945131	1	2	5	4	4	3	4	4	7	5	6	6	9	8	8	7	11	9	10	9	13	12	14	13	11	13	13	11	12	13	10	15	12	12	10	13	13	11	14	13	14	16	15	16	17	16	14	16	15	15	16	19	18	16	18	20	17	18	17	18	21	20	21	19	19	23	20	21	20	22	23	24	25	25	25	27	28	30	30	33	33	35	32	34	38	36	37	38	40	0	1	7	2	1	1	2	2	7	1	10	5	10	11	11	8	20	16	14	15	34	15	29	17	20	17	28	9	19	38	12	40	28	19	13	28	29	15	30	17	35	39	22	47	30	39	30	26	30	47	35	58	51	24	39	64	39	59	47	24	52	65	53	44	13	70	55	53	53	58	61	63	68	70	56	69	74	73	77	78	78	83	79	81	86	84	82	82	87	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	1	2	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	4	2	2	1	1	2	1	1	1	1	1	1	1	1
12500	-276.087353319503336	-274.699180219538960	-1.388173099964380	0.000002043736253	0.000001559838040	0.763228639629305	0.819875115561973	1	2	6	5	4	4	4	6	8	6	6	7	8	6	9	9	11	9	9	9	12	11	14	14	11	12	11	12	14	15	12	14	12	12	12	14	13	13	14	13	14	15	15	17	16	16	15	16	16	13	17	18	18	14	18	21	18	19	20	18	19	21	19	19	19	22	21	21	21	21	23	22	25	24	25	27	28	30	32	33	32	34	32	35	37	34	37	38	40	0	1	6	5	2	2	2	5	8	5	5	1	7	7	11	10	16	10	11	8	18	16	38	26	19	18	8	17	38	40	3	21	27	15	20	31	18	21	34	25	37	21	39	30	29	24	31	25	36	34	47	49	45	31	30	61	29	60	61	39	23	59	51	60	36	70	58	48	49	61	56	61	74	69	56	71	76	77	78	83	78	83	78	83	83	81	86	86	88	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1
13000	-240.695767388724704	-237.986594262460017	-2.709173126264676	0.000000056195126	0.000000249392316	4.437970557893591	0.972936539338181	1	2	5	5	4	2	5	6	6	6	7	6	8	9	8	7	12	9	10	10	12	12	13	13	11	12	12	12	13	14	12	15	11	12	11	13	13	14	14	14	14	16	16	16	15	17	16	16	14	14	17	18	18	16	18	19	18	18	20	19	19	17	21	21	20	23	19	22	20	22	24	22	25	25	26	28	28	30	32	32	33	34	34	33	37	35	38	37	41	0	1	1	5	2	1	5	5	7	6	3	4	16	16	12	7	35	8	13	14	25	33	35	25	19	18	33	20	33	31	33	21	13	13	14	22	17	21	17	13	23	39	17	30	39	48	29	39	22	22	32	54	43	50	48	54	62	54	55	54	42	47	56	56	56	68	52	61	32	69	70	56	71	66	73	74	71	77	76	78	78	80	84	80	83	82	88	86	85	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
13500	-216.721550709224118	-215.351985401441397	-1.369565307782708	0.000000310701215	0.000000208832518	0.672132930770919	0.986009061737827	1	2	6	4	5	3	5	6	7	5	8	6	9	9	7	7	10	10	11	11	12	13	12	12	11	13	12	11	13	15	13	14	13	12	11	14	13	13	11	14	15	14	15	16	16	16	16	16	14	16	17	18	17	16	16	17	17	19	19	18	20	20	20	20	21	22	21	22	21	23	25	25	26	25	25	28	27	31	30	34	33	34	32	34	36	35	36	38	41	0	1	4	2	6	2	4	6	5	6	3	2	11	15	12	12	11	11	13	14	25	39	13	19	13	35	17	13	39	38	28	29	28	20	18	37	28	28	14	37	38	34	37	41	33	49	36	37	20	27	42	45	43	40	31	41	45	54	51	47	52	53	53	53	64	64	59	65	63	69	69	68	71	70	66	71	75	79	76	83	83	83	79	83	80	80	86	87	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
14000	-239.758262931393574	-238.240095648136332	-1.518167283257229	0.000000292000162	0.000000082521654	0.282608248185184	0.931072138102622	1	2	5	4	4	5	3	6	7	5	7	6	8	7	9	8	11	9	11	10	12	11	12	14	11	11	11	12	13	14	12	14	10	12	12	14	12	13	13	13	14	15	15	15	17	17	14	15	16	15	16	20	17	16	17	19	18	18	18	19	21	20	20	21	20	22	19	20	22	22	24	23	26	25	24	28	28	28	31	33	34	33	33	35	37	35	38	39	40	0	1	7	1	7	5	1	5	6	7	4	6	10	7	11	9	15	16	15	16	18	18	17	28	13	15	16	20	26	31	13	34	6	33	27	38	26	23	28	19	39	25	24	40	30	32	26	21	29	32	47	46	24	36	44	48	46	49	44	44	62	60	59	68	59	63	49	57	62	52	61	52	72	72	66	71	73	66	78	79	79	79	79	83	82	80	81	87	85	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1
14500	-238.840607923667704	-237.478180762643234	-1.362427161024472	0.000000074791360	0.000000045732270	0.611464609400819	0.908411118912429	0	1	5	5	3	4	2	7	6	6	7	6	8	8	8	8	9	9	10	10	13	12	13	11	11	12	13	12	13	14	12	14	11	12	13	13	11	13	13	13	14	15	15	16	17	16	16	17	14	15	17	18	17	16	18	19	17	18	19	18	19	19	18	20	20	21	21	19	21	22	24	23	25	25	24	29	27	31	31	33	33	35	33	34	37	36	36	38	40	0	1	5	5	2	7	1	12	7	4	3	5	4	12	9	3	15	11	16	13	33	20	24	14	18	17	34	20	34	22	24	34	18	24	25	19	13	33	24	31	38	26	27	39	41	41	26	47	11	38	30	54	54	43	53	60	40	57	58	46	53	45	57	57	52	59	63	43	65	63	69	69	72	67	69	77	73	76	76	76	78	78	78	80	82	80	78	84	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
