step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-2679.618569572802244	-2686.474057523761530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.165400764670284	1	1	1	2	2	4	3	3	4	5	6	5	6	6	6	6	6	7	8	8	7	7	8	8	11	9	8	8	8	9	8	9	10	10	9	11	9	11	10	11	10	11	10	10	10	10	10	10	10	10	11	11	11	11	11	11	12	11	12	13	11	11	11	14	13	13	12	13	12	12	12	12	12	12	12	13	13	13	14	14	13	13	15	13	15	14	14	14	14	15	16	16	16	16	16	15	15	16	15	16	16	16	16	17	17	17	18	18	19	19	19	20	21	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	3	4	4	4	4	4	5	6	6	5	5	6	6	8	6	6	6	6	6	6	6	7	7	6	8	6	8	7	8	7	8	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	9	8	8	8	10	9	9	8	9	8	8	8	8	8	8	8	9	9	9	10	10	9	9	11	9	11	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	13	13	13	13	13	14	15
500	-984.613468880039363	-991.468956830998764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.216818920157120	1	0	1	1	2	3	1	2	4	4	3	5	6	3	5	5	6	4	8	5	6	6	8	7	8	8	5	8	7	9	8	9	10	10	9	11	9	10	9	11	7	8	10	10	10	7	10	10	10	10	11	8	11	11	11	11	12	11	12	13	11	11	11	13	13	13	12	13	12	12	12	12	12	12	12	12	12	13	14	14	13	12	14	13	15	14	14	14	14	15	16	15	16	16	16	15	15	16	15	16	16	16	16	16	17	17	18	18	19	19	19	20	21	2	0	2	2	3	3	2	4	6	8	7	9	16	7	14	8	10	11	27	11	15	10	9	11	14	27	18	11	14	21	15	13	18	25	16	28	26	21	31	13	22	15	26	20	21	18	27	26	24	15	45	10	32	22	33	4	61	34	48	34	27	42	27	69	44	69	26	21	18	26	24	14	49	63	36	39	18	11	14	44	11	39	63	14	19	11	25	72	25	15	14	75	69	14	27	11	39	30	14	11	46	39	11	36	68	31	89	36	100	69	0	72	28	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	2	1	2	2	1	2	4	2	5	2	1	3	2	2	2	3	3	1	3	3	1	4	1	4	1	2	2	3	3	3	4	2	2	5	1	3	2	5	1	10	1	1	2	2	4	3	5	1	3	1	3	6	5	1	5	5	1	1	1	2	6	9	9	4	8	2	3	9	5	6	5	1	4	8	9	3	4	9	9	9	6	5	8	11	7	6	11	5	4	6	3	6	3	5	1	7	12
1000	-870.009179028112385	-876.864666979071785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406277440076788	0	-2	1	2	2	4	3	3	3	5	6	5	6	5	4	6	6	7	7	8	5	7	8	8	11	7	8	8	8	9	8	9	9	9	9	10	9	11	10	10	9	10	10	10	9	10	10	10	10	7	9	8	11	10	11	11	11	11	12	13	11	11	11	12	11	13	9	13	12	12	12	12	12	10	12	13	13	13	12	13	13	11	15	13	15	14	13	12	14	15	16	16	16	16	16	15	14	13	15	16	16	16	16	17	17	17	18	17	18	19	19	20	20	2	0	1	2	1	8	5	1	3	8	14	6	10	4	7	8	4	7	14	19	7	10	12	19	42	8	14	26	21	21	50	52	20	19	17	67	20	45	50	13	22	26	67	27	21	33	51	20	51	21	11	16	32	52	42	20	20	42	20	72	14	36	49	43	44	34	19	50	48	57	58	57	62	33	27	31	69	34	61	65	63	50	73	69	57	63	64	26	49	50	30	86	83	33	27	89	82	39	39	48	78	68	26	101	98	97	26	88	68	101	0	78	40	1	1	1	3	2	1	1	3	2	2	1	1	1	2	1	3	4	3	2	1	2	1	2	1	1	4	3	1	3	3	1	1	1	2	1	1	1	2	3	3	1	3	1	2	3	1	1	2	1	1	2	2	1	1	1	3	1	1	3	1	5	1	1	2	1	1	2	5	2	1	1	1	1	1	2	3	1	4	1	2	1	2	3	1	4	2	1	3	3	6	6	2	1	7	6	1	2	2	3	4	1	1	8	1	4	2	9	4	4	2	1	7	9
1500	-733.679769161440049	-740.535257112399449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519589978074661	1	0	1	1	2	3	3	2	4	4	4	5	5	5	6	5	6	7	8	8	7	7	7	6	11	9	8	8	8	9	8	8	10	10	9	11	9	11	10	10	10	10	10	10	9	10	9	9	9	9	11	11	11	11	11	11	12	11	12	12	11	11	11	13	11	13	11	13	12	12	12	12	12	12	12	13	13	12	13	14	13	13	14	13	15	13	14	14	14	15	16	16	16	16	15	13	15	15	15	16	16	16	16	17	17	17	18	18	19	19	19	20	21	2	0	2	2	3	3	4	4	6	4	7	9	8	11	11	8	16	14	11	18	15	16	12	14	11	19	14	14	21	21	21	16	20	48	16	26	20	29	50	16	32	19	27	19	21	24	20	19	19	31	26	22	22	40	28	28	51	24	58	34	49	19	49	43	44	57	11	50	55	51	33	47	61	28	51	39	51	33	43	65	14	50	62	67	18	49	79	72	96	50	86	63	36	64	81	33	76	39	50	67	95	99	76	95	76	103	72	101	92	101	0	25	58	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	2	1	1	2	1	1	2	2	1	6	1	2	3	1	2	1	2	2	1	2	2	1	2	1	3	1	1	2	2	1	4	1	1	1	1	2	3	4	1	3	3	1	4	1	2	2	3	2	3	1	1	5	3	1	1	1	3	1	2	1	2	1	2	2	3	6	2	2	2	4	2	1	1	1	4	3	2	2	3	1	1	1	3	5	4	1	1	2	2	3	1	5	2	2	2	1	7	6
2000	-747.203608298854874	-754.059096249814274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583864671549564	1	0	1	1	2	4	3	3	3	4	4	5	5	6	5	6	6	7	8	8	6	7	7	8	9	9	7	7	8	9	8	9	10	9	8	11	9	10	10	11	10	11	10	10	9	10	10	10	9	9	11	11	10	11	11	11	10	11	12	13	11	11	10	14	11	13	12	13	12	12	12	12	12	11	12	13	13	13	13	14	11	13	15	13	15	14	13	14	13	15	16	15	16	15	15	15	14	15	15	16	16	16	16	16	17	17	18	18	18	19	19	19	21	2	0	2	2	3	3	4	4	3	8	7	6	10	11	11	13	13	14	28	14	15	16	12	14	19	19	11	11	21	21	21	35	45	20	22	19	20	21	50	35	22	14	20	28	21	49	26	34	28	31	24	35	16	32	18	14	37	28	58	37	63	19	11	79	44	34	63	39	19	51	20	48	81	38	47	39	69	63	43	44	27	50	78	69	81	61	43	77	62	50	84	60	85	87	81	89	50	82	39	85	95	90	99	95	99	90	100	101	100	95	0	6	81	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	4	1	2	3	3	1	2	3	1	1	1	2	1	3	2	2	2	3	2	1	3	1	1	1	2	3	1	1	3	2	3	1	1	1	1	1	1	1	3	1	2	3	4	4	3	2	1	2	3	1	1	1	3	3	2	1	2	3	2	4	1	3	1	1	1	1	1	2	1	1	2	1	3	1	11	3
2500	-770.308598495287356	-777.164086446246756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561821570945222	1	0	1	2	2	3	3	3	4	5	4	5	6	6	6	6	6	6	8	8	7	4	8	7	11	6	8	7	8	9	8	9	9	9	9	11	9	8	10	9	10	9	10	10	10	9	10	10	9	9	11	10	11	11	10	11	12	11	12	13	10	11	11	13	12	13	12	13	12	10	10	12	12	12	12	13	13	13	14	12	13	13	15	13	12	14	12	14	14	14	16	15	16	15	15	15	13	16	14	16	16	16	14	16	17	17	18	18	19	19	19	19	19	2	0	2	1	3	3	4	4	6	8	7	9	22	11	11	22	22	11	11	11	15	8	12	18	42	11	18	26	21	14	15	22	19	20	13	19	28	21	50	22	13	27	46	46	21	18	33	34	20	31	20	35	32	41	46	27	51	27	36	48	49	49	61	87	44	34	63	50	49	20	46	51	61	27	61	39	62	61	87	44	63	50	62	67	49	24	43	69	61	76	84	75	67	87	86	89	39	99	50	51	86	68	97	88	99	82	33	101	107	95	0	17	100	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	2	2	3	1	1	2	1	2	2	2	1	1	3	2	3	1	1	2	2	2	1	1	5	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	2	3	1	2	2	2	1	3	1	2	3	4	2	1	1	2	2	2	4	2	2	1	1	3	1	7	1	1	3	1	9	2
3000	-749.256991789611220	-756.112479740570620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551589262647298	1	0	1	1	2	2	3	3	3	5	4	5	5	6	6	6	6	7	8	8	7	7	8	8	10	9	8	7	8	8	7	8	10	9	9	11	8	9	10	11	10	8	10	9	10	10	10	9	10	9	10	9	10	10	11	11	12	11	12	13	11	11	9	14	12	13	12	13	12	12	12	12	12	12	10	12	10	13	14	14	13	12	15	13	15	13	13	14	14	15	16	16	16	15	16	15	14	16	14	15	16	16	16	16	17	16	18	18	19	19	19	19	21	2	0	2	2	3	3	4	4	6	4	7	9	8	11	7	13	13	11	18	28	15	13	12	11	42	19	14	11	21	15	14	16	20	19	22	25	11	30	50	35	32	14	27	28	30	20	20	11	63	31	37	22	32	32	25	33	14	48	28	36	26	49	19	87	44	33	49	39	26	47	33	37	62	27	63	50	19	63	87	65	49	39	73	67	81	51	43	81	70	68	84	83	81	87	88	89	50	68	68	78	88	97	99	88	50	90	78	101	107	101	0	22	74	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	2	1	1	1	2	2	4	2	1	1	3	1	2	1	2	2	1	2	1	3	1	1	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	4	1	3	1	1	1	1	1	1	1	2	3	2	2	2	1	1	4	1	3	1	4	1	2	2	1	2	1	2	3	2	1	2	2	3	1	2	1	2	1	4	3	1	2	2	2	2	2	5	1	2	2	1	2	1	5	7
3500	-714.944633075774959	-721.800121026734359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543854539004788	1	0	1	1	2	3	3	3	4	2	4	5	6	6	6	4	6	7	7	8	7	7	8	8	10	9	8	8	7	9	8	7	10	9	9	9	9	11	10	9	9	11	10	10	10	10	9	10	10	9	10	11	11	11	10	11	11	11	11	12	10	10	11	14	12	13	11	13	12	12	12	11	12	12	12	13	12	13	13	12	13	13	15	13	15	14	14	14	14	13	16	15	16	16	16	15	15	16	14	15	16	16	16	17	17	16	18	18	16	19	19	20	21	2	0	2	2	3	3	4	10	6	4	7	9	10	11	11	10	16	11	11	18	15	13	12	11	18	27	11	14	15	21	21	13	20	19	17	27	28	45	50	22	32	25	18	27	21	47	20	36	36	31	26	41	16	41	20	46	18	33	33	27	28	19	49	60	44	20	49	50	61	57	72	34	62	57	28	39	36	33	77	44	67	39	81	53	60	51	60	51	60	31	88	75	86	87	77	26	76	68	82	86	88	82	97	88	39	76	66	95	60	101	0	53	53	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	3	1	1	1	3	2	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	2	2	1	3	1	2	1	1	1	1	1	1	2	6	2	2	1	2	1	1	4	1	1	1	2	2	5	1	3	2	1	1	2	2	1	3	2	3	3	1	2	2	3	2	1	2	2	1	4	1	2	1	3	1	2	2	5	1	2	1	1	1	3	1	2	6	3	4	2	2	2	1	5	5
4000	-767.812207576268406	-774.667695527227806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569777725799195	1	0	1	1	2	3	2	3	3	2	4	5	6	6	6	5	6	7	8	8	7	6	8	8	11	9	8	8	8	8	8	9	10	7	9	11	9	10	10	11	10	11	10	10	9	9	10	10	10	9	10	10	10	11	11	11	12	11	11	13	11	11	11	14	13	13	12	13	12	12	12	12	12	12	12	13	11	13	12	13	13	13	15	13	15	14	14	14	14	14	15	16	16	16	16	13	15	16	15	16	16	15	16	17	17	16	18	18	18	19	18	19	20	2	0	2	2	3	3	4	10	3	4	7	9	16	11	11	10	16	11	15	34	15	16	9	18	49	27	18	34	15	21	21	22	20	14	22	26	20	30	50	35	16	46	20	19	30	18	20	34	27	31	26	35	32	41	19	20	46	18	28	70	49	27	49	60	44	28	49	39	58	58	47	33	19	47	14	39	51	49	19	44	51	39	81	46	57	67	79	73	14	39	84	75	86	87	67	59	68	97	68	26	81	76	90	101	39	82	100	95	78	108	0	89	65	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	3	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	3	1	1	2	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	3	2	2	3	3	1	1	2	1	1	3	2	2	2	1	1	2	2	3	1	3	2	1	3	4	2	1	2	2	1	1	2	1	2	7	3	2	2	1	2	3	1	1	1	2	3	3	2	2	1	5	3	2	2	3	1	1	4	3
4500	-651.216285551804049	-658.071773502763449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605602137087313	1	0	1	1	2	3	3	3	4	2	4	5	4	6	5	6	6	6	8	8	7	7	8	7	11	9	7	8	8	9	8	7	10	9	9	9	8	11	10	9	9	11	10	10	10	10	10	10	10	9	11	8	10	10	11	11	12	11	11	13	11	11	9	12	13	13	12	13	12	12	12	12	12	12	12	13	13	13	13	12	13	13	15	13	14	14	13	14	14	15	15	15	16	16	16	15	15	16	14	15	16	16	16	17	17	17	18	17	19	19	19	20	20	2	0	2	2	3	3	4	10	6	4	7	9	8	11	11	13	13	7	18	27	15	13	12	7	19	19	11	27	21	21	21	16	20	24	32	11	27	21	50	32	22	46	27	36	30	36	11	34	63	31	26	17	32	13	36	27	28	46	20	46	63	24	19	43	44	67	11	50	26	36	58	20	47	18	56	50	62	62	64	44	49	50	73	67	59	81	64	47	56	68	84	77	86	79	88	62	99	90	68	34	81	82	97	95	98	82	72	101	72	101	0	100	111	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	3	1	1	2	2	3	2	2	1	2	1	1	2	1	1	2	2	2	2	1	3	1	2	2	1	2	1	1	1	4	1	1	1	1	2	2	3	1	4	1	1	2	2	2	3	1	1	3	1	5	2	1	2	1	3	1	2	1	3	1	2	1	1	1	3	1	1	2	1	1	3	3	2	1	2	2	1	2	4	1	1	1	5	3	3	1	1	1	3	5	1	4	2	1	5	1
