"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"669ec7d656","seq-0.75-fixedMu",92,0.333333333333333,0.172083333333333,0.515285326086957,0.775339673913043,1,1,1,1,0.454775040002356,1138
