step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-10559.823250078070487	-10566.678738029029773	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706349848487931	1	3	11	10	15	22	15	21	21	23	26	21	32	25	23	23	27	30	34	27	30	31	37	36	32	35	34	30	32	37	34	37	41	43	38	37	42	37	45	39	39	40	46	43	41	44	41	43	46	43	44	45	45	51	48	51	51	49	53	54	63	54	56	55	58	56	61	60	66	64	67	66	67	66	65	71	69	67	70	65	68	73	68	69	73	77	79	75	76	78	80	86	82	87	94	84	87	91	95	91	97	92	93	93	99	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	3	4	4	4	4	4	5	4	4	4	5	5	6	5	5	5	6	6	5	6	6	5	5	6	6	6	7	7	6	6	7	6	8	7	7	7	8	7	7	7	7	7	8	7	7	8	8	9	8	9	9	8	9	9	11	9	9	9	10	9	10	10	11	11	11	11	11	11	11	12	12	11	12	11	11	12	11	12	12	13	13	13	13	13	13	14	14	15	16	14	15	15	16	15	16	15	16	16	17
500	-1156.519536305893780	-1163.375024256853067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.279544701716786	2	0	10	11	14	20	14	20	20	23	29	17	33	20	19	15	24	24	32	28	23	18	34	34	31	35	35	30	33	27	33	30	40	35	35	38	37	32	47	36	36	41	46	41	41	42	33	43	48	42	38	39	45	44	46	50	48	50	51	55	62	49	52	55	55	54	62	51	68	61	62	65	61	67	60	70	71	69	70	66	68	66	69	68	75	77	74	68	77	75	80	85	79	88	87	83	88	92	94	93	99	91	94	93	95	0	0	2	1	2	3	3	12	5	3	6	5	8	3	5	3	15	3	3	8	16	0	10	22	3	18	38	17	8	16	21	11	24	21	22	31	23	17	20	30	16	24	19	9	32	21	30	22	50	31	47	37	47	46	47	34	32	54	53	9	47	34	55	57	34	19	63	9	41	56	14	56	56	34	0	56	41	41	16	47	30	63	63	63	16	41	63	40	34	81	34	46	0	79	30	88	88	48	58	58	9	54	21	21	50	1	1	2	1	2	2	1	2	1	3	2	1	2	2	1	1	1	2	4	2	2	1	2	3	2	2	1	1	2	2	2	1	2	4	2	1	1	1	2	2	4	1	2	3	2	3	1	6	2	3	2	1	2	1	2	3	5	1	1	4	5	4	1	2	3	4	2	7	5	2	11	3	2	5	1	2	10	8	9	5	8	2	4	4	13	9	3	5	9	2	11	13	1	2	8	2	3	12	9	9	16	7	16	14	10
1000	-970.890131897789388	-977.745619848748788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.332005357864392	3	-2	12	11	12	19	14	18	23	20	16	22	32	23	23	21	24	24	32	29	27	27	37	38	34	36	29	31	30	35	31	31	41	31	38	36	38	38	42	35	32	41	46	42	43	37	29	43	46	42	42	40	38	44	43	42	46	47	48	52	63	52	56	54	54	53	61	59	66	62	69	65	70	59	59	72	71	66	65	60	68	70	61	65	69	79	77	73	77	74	79	86	71	85	94	81	84	93	91	88	93	90	91	90	99	0	0	2	1	2	3	3	5	6	3	3	8	20	11	5	3	3	6	14	8	16	0	18	22	6	32	15	15	8	16	18	3	35	16	22	32	31	27	20	16	47	35	37	23	26	21	21	22	41	21	47	18	41	30	47	47	36	54	47	25	74	21	55	57	56	57	51	58	83	51	26	74	80	63	0	63	67	74	21	63	51	83	63	56	62	79	77	68	70	85	51	56	0	88	94	91	96	48	96	97	50	97	16	30	79	1	1	3	2	3	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	2	2	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	3	1	1	2	1	4	2	4	2	3	1	1	2	3	2	1	3	3	1	4	1	2	2	1	2	2	1	3	9	2	2	2	1	2	2	1	6	1	6	2	1	4	3	2	2	2	2	1	10	10	1	2	2	1	1	11	1	1	9	2	11	10	8
1500	-931.008632492764377	-937.864120443723777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488424438836337	-1	3	10	8	11	18	15	23	23	23	25	21	33	23	21	21	27	23	35	25	30	25	39	33	29	29	32	29	32	35	34	40	41	40	34	37	38	38	47	42	32	39	47	38	36	42	41	41	43	37	43	46	40	53	50	51	48	49	51	50	61	53	53	52	58	52	62	62	65	58	68	63	66	64	58	72	67	70	61	62	69	70	64	72	72	75	80	66	74	80	80	87	82	86	95	84	80	93	95	90	94	93	91	93	95	0	0	2	1	2	3	3	12	6	6	18	5	8	6	5	3	15	3	18	8	16	0	9	22	18	11	17	15	20	16	25	6	35	41	22	26	31	27	12	21	16	24	6	18	26	50	50	24	41	18	21	23	41	21	47	51	36	21	47	40	55	58	56	36	51	36	63	30	56	63	64	63	72	70	0	63	72	72	46	70	67	63	70	70	60	84	84	79	82	85	56	89	0	85	103	97	88	48	96	97	79	94	88	51	54	1	1	1	2	2	2	1	1	1	1	1	3	2	2	2	1	2	2	3	1	2	1	3	2	1	1	1	1	1	2	1	3	1	1	2	1	1	1	4	3	2	1	5	2	1	1	1	2	2	3	4	1	2	3	2	1	1	2	2	2	3	1	1	2	2	3	2	5	4	1	3	2	1	1	1	3	1	1	4	1	1	2	1	2	3	1	1	1	1	1	5	4	1	2	1	1	3	9	1	2	7	1	6	10	7
2000	-890.520324830735490	-897.375812781694890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528025077117182	2	2	9	10	14	18	14	22	17	22	26	23	33	22	21	22	26	31	32	27	26	31	37	35	29	33	32	30	33	38	34	31	35	44	39	36	43	35	47	35	40	42	46	39	42	46	40	40	44	42	36	44	46	51	46	47	47	47	53	47	63	52	57	54	59	58	57	59	61	62	69	50	67	65	66	73	68	67	66	64	71	68	64	70	74	72	80	70	76	80	75	82	69	83	90	79	81	90	95	86	95	89	96	89	98	0	0	2	1	2	3	3	5	3	3	10	5	12	3	5	9	15	6	11	8	10	0	6	22	6	32	15	17	8	21	6	11	22	50	22	11	31	17	20	21	16	33	37	19	26	34	21	22	41	21	16	25	49	46	51	51	36	21	55	10	63	40	72	57	47	64	72	54	72	72	66	56	80	69	0	74	72	67	54	70	50	67	67	67	68	63	69	50	80	85	69	91	0	90	100	88	85	93	96	97	85	100	97	58	97	1	1	1	1	2	2	1	1	2	3	1	2	2	2	1	2	1	2	1	1	1	1	5	2	2	1	2	1	2	1	2	1	1	1	2	2	2	2	3	1	2	2	1	1	2	1	3	2	1	2	3	2	1	1	2	1	3	2	1	3	1	3	2	1	3	2	2	2	2	2	2	1	1	1	1	1	3	2	3	1	3	2	2	3	1	2	1	5	2	2	3	1	1	1	1	2	2	7	3	1	4	1	2	7	2
2500	-874.153633028896706	-881.009120979856107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597909330822043	-3	0	13	11	16	22	11	22	22	25	21	21	34	26	19	24	27	31	32	25	30	26	29	35	33	35	30	24	32	36	29	30	35	42	37	38	41	39	44	39	40	39	38	45	36	42	32	41	41	44	42	45	46	52	45	44	42	46	49	53	64	49	58	50	56	57	57	62	59	63	63	51	66	65	64	69	67	67	72	65	66	73	59	64	72	71	67	71	77	75	78	84	67	85	90	83	80	90	96	93	97	93	91	95	100	0	0	7	1	2	7	2	5	3	6	7	5	20	7	5	9	15	14	11	8	16	0	3	22	31	19	28	15	20	21	3	11	22	30	22	26	25	27	29	21	16	33	11	31	32	40	16	22	41	21	47	31	49	58	47	47	36	50	55	37	63	30	72	57	56	64	72	21	72	72	64	56	83	72	0	80	67	74	68	72	51	76	72	72	88	74	84	54	81	40	76	89	0	96	94	68	58	93	97	96	95	90	96	88	102	1	1	1	2	3	2	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	2	2	3	2	3	1	3	3	1	1	1	2	1	2	2	2	1	1	2	2	1	1	1	2	2	2	2	2	1	2	2	4	2	2	1	1	1	3	1	1	1	1	2	2	4	1	2	2	1	1	1	2	2	4	2	1	1	1	1	2	4	5	2	2	2	4	2	3	1
3000	-838.203484137868145	-845.058972088827545	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582023704690384	3	3	9	6	11	19	16	21	15	24	21	16	34	24	22	25	25	28	32	25	30	23	33	35	25	34	33	28	32	32	35	38	39	41	39	37	44	37	45	41	38	42	38	38	40	44	33	43	47	34	39	45	43	46	45	47	48	50	54	51	62	51	59	55	59	58	59	60	64	64	65	53	68	62	59	66	68	65	70	64	68	76	70	66	64	69	81	76	78	77	70	87	73	85	93	86	86	91	96	91	95	92	93	95	99	0	0	2	1	2	9	3	12	3	3	3	5	8	11	5	3	15	6	14	8	16	0	25	22	6	14	28	17	20	21	6	14	22	41	22	31	43	27	29	30	31	33	31	23	26	34	21	24	41	21	47	43	16	50	47	55	36	54	47	43	67	30	56	57	56	64	72	58	72	67	66	56	70	72	0	67	76	67	40	74	84	67	77	72	58	76	74	85	80	58	67	89	0	88	94	88	79	93	94	97	100	88	96	88	100	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	3	1	2	2	1	1	1	2	2	1	1	1	2	2	1	4	3	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	2	1	2	1	1	2	3	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	4	1	1	3	1	2	2	1	2	2	3	4	2	2	1	2	1	2	2	5	2	2	1	3	2	2	1
3500	-849.409262234348489	-856.264750185307889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592207675706374	-2	1	10	4	15	22	16	18	18	18	26	23	33	25	18	23	24	29	32	24	30	26	34	38	29	35	35	32	26	39	37	37	41	35	37	39	42	33	40	30	37	40	39	41	38	44	38	40	46	39	41	46	46	50	48	48	45	49	50	50	60	53	53	49	55	52	60	60	67	65	65	63	67	58	61	70	66	63	72	57	63	69	60	67	70	77	78	75	76	76	80	82	80	82	95	86	82	91	92	91	97	88	94	87	100	0	0	2	1	2	3	3	5	3	3	3	8	8	7	5	9	15	6	14	8	16	0	18	22	7	19	17	17	20	16	18	26	35	40	22	26	23	17	29	16	21	22	25	6	26	34	40	22	34	16	47	43	41	21	51	49	36	30	47	52	63	58	55	36	56	64	56	30	61	74	64	63	83	63	0	63	61	61	62	56	51	63	63	78	68	82	74	79	80	50	69	89	0	88	104	94	79	93	96	97	103	97	88	94	103	1	1	2	1	2	1	2	1	2	2	3	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	2	3	3	3	1	1	2	5	1	1	1	2	2	1	2	1	1	2	1	1	3	4	1	2	2	2	1	1	1	2	1	1	3	2	2	2	2	1	2	1	2	1	3	5	2	2	1	2	2	1	3	3	1	2	1	1	3	1	1
4000	-847.507849277451101	-854.363337228410501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623960278765350	-1	4	13	10	13	19	17	17	18	19	16	19	32	26	23	25	30	24	31	26	28	27	27	36	31	36	30	29	27	32	35	38	38	42	35	39	34	38	45	36	41	38	47	35	38	31	33	45	44	41	44	41	46	49	45	50	51	46	51	51	48	54	55	49	57	54	63	54	67	57	69	66	57	63	65	70	63	67	68	62	67	73	68	65	69	72	78	76	73	73	78	86	75	86	93	79	83	93	96	89	84	94	93	89	98	0	0	2	1	2	3	5	5	3	3	3	5	8	11	5	9	15	6	11	8	16	0	3	22	6	11	15	15	8	21	25	26	22	46	22	26	23	27	13	9	21	22	37	25	26	16	46	42	41	30	47	31	49	58	47	55	36	50	47	52	51	30	56	26	61	64	63	58	63	61	66	63	63	70	0	61	63	84	54	73	51	74	63	63	62	72	82	85	80	85	84	89	0	79	88	79	85	93	103	97	96	97	96	96	94	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	3	2	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	3	2	1	4	1	2	2	2	2	2	2	2	3	2	1	2	1	4	1	1	3	1	3	1	2	2	3	1	1	2	1	1	2	2	1	3	2	1	3	3	1	2	1	2	2	2	1
4500	-838.394170235978322	-845.249658186937722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611955951444497	0	2	12	12	14	15	13	20	17	24	28	22	31	18	22	22	30	27	27	27	29	25	32	37	31	32	33	30	32	33	33	34	38	45	33	36	44	36	44	40	37	38	38	38	42	42	36	39	38	41	44	41	44	51	46	52	51	41	51	46	63	45	55	49	56	51	61	54	64	61	58	67	63	65	64	74	67	65	70	65	63	72	65	66	68	73	73	74	76	78	79	82	80	83	92	81	83	91	96	93	91	90	95	86	98	0	0	2	1	2	3	3	5	6	6	14	8	12	6	5	9	15	6	9	8	16	0	18	22	18	14	17	15	20	16	11	11	22	46	22	18	43	27	20	21	21	35	18	31	36	49	21	22	30	40	47	25	41	58	47	51	64	41	51	43	67	50	56	36	55	64	63	21	63	63	66	56	56	70	0	84	70	70	68	70	46	77	63	63	50	84	67	79	80	79	74	91	0	88	97	68	88	93	102	104	94	96	102	97	94	1	1	1	2	2	1	1	1	1	3	2	1	1	1	1	2	2	2	1	1	2	1	1	2	1	3	1	2	1	2	1	1	2	1	2	2	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	4	2	1	2	3	2	1	1	1	1	1	2	1	3	1	2	2	4	2	2	1	3	2	2	1	1	2	2	5	1	2	1	2	1	2	1	1	2
