step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
1	-4035.860184648353879	-4042.715672599313166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713895107669652	0	3	5	8	8	8	8	12	10	13	15	13	14	14	15	15	16	17	17	18	19	20	20	20	22	24	26	25	26	26	26	28	31	34	34	33	37	36	38	37	39	37	38	38	38	38	39	38	38	39	39	40	38	39	40	39	42	41	40	40	40	40	41	41	41	41	41	41	40	41	41	43	42	43	43	44	43	44	44	44	44	44	44	46	45	44	46	46	45	46	47	48	47	47	48	51	49	48	51	55	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	4	6	5	7	8	7	7	7	8	8	8	9	9	9	10	10	10	10	11	12	13	13	13	13	13	14	16	17	17	17	19	18	19	19	20	19	19	19	19	19	20	19	19	20	20	20	19	20	20	20	21	21	20	20	20	20	21	21	21	21	21	21	20	21	21	22	21	22	22	22	22	22	22	22	22	22	22	23	23	22	23	23	23	23	24	24	24	24	24	26	25	24	26	28
500	-959.727636260798249	-966.583124211757649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.171138484575774	-2	3	5	8	8	7	8	11	9	14	14	13	13	15	16	15	17	16	17	16	20	18	20	19	23	24	25	24	26	26	25	27	32	34	33	34	36	34	38	37	38	37	39	38	39	39	39	38	37	39	40	41	39	39	40	40	42	42	40	39	40	40	41	42	42	41	42	40	41	42	41	43	43	43	42	45	44	45	44	45	44	44	43	47	45	44	45	47	45	44	46	48	47	47	49	51	49	48	52	55	0	1	2	2	1	2	6	5	5	8	13	5	6	13	1	12	9	14	20	7	15	20	11	14	20	8	26	24	16	11	4	16	32	14	30	32	7	28	30	35	35	10	19	36	4	29	31	3	29	11	21	25	23	25	16	38	7	21	4	44	32	6	60	18	32	17	48	12	1	20	27	25	26	10	3	36	19	28	5	15	31	29	6	1	11	19	9	23	16	16	19	15	19	22	28	15	23	32	13	11	1	2	1	3	5	2	1	2	1	2	1	3	3	2	8	1	4	1	1	4	2	1	3	2	4	6	1	2	6	6	9	6	1	11	3	5	12	5	6	2	4	14	12	2	14	6	6	15	6	16	13	10	9	8	12	3	14	13	15	1	7	19	1	13	10	11	1	17	24	16	12	11	10	20	16	9	17	9	26	13	13	9	21	25	15	13	16	12	18	17	16	17	16	16	13	18	17	14	24	19
1000	-788.845590429586650	-795.701078380546051	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.136262704922090	1	2	5	6	8	7	7	11	10	12	16	14	14	15	14	15	16	17	17	17	19	21	20	19	22	24	26	23	26	26	26	28	30	34	34	31	38	35	39	37	36	37	38	39	38	38	40	37	39	40	38	37	39	40	40	37	42	41	41	39	40	40	41	41	42	42	41	41	39	40	41	44	43	44	44	45	44	45	45	41	45	45	44	46	45	44	46	46	45	45	48	48	47	46	48	52	50	49	51	55	0	1	1	1	6	4	3	5	2	1	16	4	8	15	10	10	9	16	4	13	6	17	19	18	14	14	16	24	26	6	20	29	32	31	25	32	26	11	56	35	35	26	33	40	23	33	52	8	20	25	27	33	28	52	12	29	26	50	24	42	36	3	48	19	36	27	40	23	1	51	36	30	19	34	26	60	32	51	20	25	29	34	22	2	30	36	22	27	31	31	26	16	55	69	29	11	19	35	25	25	1	1	2	3	1	1	1	2	4	5	1	5	2	1	2	2	2	2	6	2	6	2	2	2	4	4	5	2	1	9	5	1	1	6	6	2	9	9	2	1	1	6	4	2	9	4	2	15	10	8	8	3	7	1	14	6	10	1	11	1	7	21	2	12	7	7	3	10	22	1	5	10	12	7	11	2	8	3	23	11	11	5	12	24	8	7	13	10	11	13	12	19	4	4	12	17	16	11	17	17
1500	-712.062633377947691	-718.918121328907091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.203928649711289	0	3	6	9	9	9	7	12	10	13	15	13	14	14	15	15	16	17	16	18	19	20	21	21	21	22	26	24	25	26	26	27	31	33	33	34	35	36	38	38	39	37	37	38	39	37	39	37	38	39	40	40	39	38	37	39	43	42	39	41	40	40	41	41	42	40	41	42	39	41	42	43	43	43	43	45	44	44	45	44	43	43	44	46	46	45	46	46	45	46	47	48	47	46	49	51	48	49	52	55	0	1	2	3	1	2	3	2	5	4	10	5	12	8	13	10	16	11	12	13	16	20	2	10	3	12	9	24	21	7	22	31	27	32	15	34	22	29	55	43	44	31	27	55	42	38	44	8	32	37	40	33	39	46	3	24	30	46	24	56	30	23	53	11	55	30	59	44	2	39	60	30	18	30	32	65	44	56	22	25	27	42	11	2	28	65	16	30	67	26	59	33	75	49	40	3	30	49	40	87	1	1	1	2	5	2	1	6	1	2	1	2	1	1	1	1	1	1	1	2	2	1	9	4	7	5	7	1	3	10	2	1	2	2	8	1	9	5	1	1	1	7	5	1	1	1	1	14	5	2	1	5	1	1	18	8	7	2	9	1	8	11	1	12	3	6	2	1	15	2	1	8	12	9	8	2	4	2	20	10	9	3	15	20	9	2	15	12	2	12	6	9	2	4	5	21	13	8	5	3
2000	-598.833262921880760	-605.688750872840160	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.274892148823380	-2	3	6	8	9	8	9	13	10	14	16	12	13	15	15	15	16	16	17	17	19	20	20	20	21	22	26	25	25	26	25	29	31	34	34	32	36	36	39	37	40	37	37	38	37	38	38	37	38	40	40	40	39	38	38	39	42	41	41	40	40	40	42	41	41	42	40	39	40	41	41	43	43	43	43	45	43	44	44	44	44	44	44	46	45	43	47	46	45	43	47	48	46	45	48	51	49	49	51	55	0	1	1	2	3	2	6	2	3	5	15	9	9	8	9	8	14	15	16	17	20	15	12	20	18	14	25	25	20	23	26	29	32	36	36	32	33	29	34	27	44	30	34	35	35	37	42	26	34	48	39	32	48	45	30	45	37	67	69	47	46	30	47	12	43	48	48	44	31	40	56	70	9	39	21	65	67	72	30	26	32	52	9	17	29	61	36	28	69	31	89	82	69	43	81	23	26	82	69	72	1	2	4	3	2	3	1	6	3	2	1	2	1	1	3	1	1	1	1	1	1	3	4	2	2	3	2	2	6	3	1	2	1	1	1	2	2	6	3	5	1	5	2	2	1	1	1	9	2	2	1	5	1	1	7	1	4	1	1	1	1	8	2	13	1	3	2	1	8	2	2	1	18	2	12	2	2	1	12	12	7	3	15	17	8	1	8	10	2	9	1	2	3	5	2	18	13	3	6	6
2500	-549.981799105482082	-556.837287056441482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.398384864939960	-1	2	4	6	9	7	7	12	10	13	15	14	15	15	16	12	16	16	18	18	19	21	20	20	22	24	26	24	24	26	24	29	31	34	35	33	38	35	39	37	38	36	37	38	36	37	39	38	37	39	39	39	36	39	39	39	42	41	40	38	40	40	41	41	41	41	42	41	40	40	42	42	42	43	44	44	42	44	44	45	44	45	44	46	46	42	46	46	45	46	47	49	48	46	48	50	49	49	51	55	0	1	1	3	7	4	1	6	4	5	16	5	10	10	14	7	11	9	14	8	20	19	9	12	21	23	23	24	25	18	23	30	32	32	32	27	45	36	40	38	43	14	38	46	32	42	49	40	34	37	37	44	20	37	41	60	59	45	56	40	49	60	60	12	37	56	44	52	24	44	48	68	13	66	47	65	59	66	57	55	48	65	14	27	29	53	74	75	59	57	86	63	66	59	94	14	31	83	62	92	1	1	2	1	1	1	4	3	2	3	1	3	2	1	1	3	1	3	1	3	1	1	6	3	2	2	5	2	1	5	2	1	1	2	2	5	1	1	1	1	1	10	1	1	3	1	1	1	2	1	1	1	8	1	1	1	1	2	1	1	1	1	2	14	1	1	2	1	10	1	2	1	13	1	2	2	1	1	1	3	3	3	13	10	11	3	1	1	2	1	3	5	4	3	1	17	14	2	6	3
3000	-491.464258096888159	-498.319746047847559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436295877204047	0	3	5	9	7	8	9	12	10	14	16	13	14	14	15	16	17	17	17	17	19	20	21	19	23	24	25	25	26	26	26	28	31	34	34	33	36	36	38	38	39	37	39	39	38	36	40	37	39	39	40	40	37	40	39	38	43	42	41	41	40	40	42	41	42	40	41	40	39	41	39	43	41	44	43	45	43	44	43	44	45	44	44	46	45	45	46	47	45	46	48	49	47	45	47	50	50	49	50	55	0	1	2	2	2	2	5	9	1	8	13	4	4	12	4	13	14	15	11	13	8	18	19	14	6	22	23	24	26	27	28	28	32	33	33	32	35	34	36	42	45	46	53	39	46	33	48	46	53	46	56	46	33	56	48	46	63	49	55	56	42	39	44	36	36	42	66	45	23	44	36	51	55	71	45	49	64	64	48	61	60	67	29	33	74	44	75	83	57	85	95	86	89	64	94	25	31	75	83	88	1	1	1	3	2	3	1	1	5	1	1	3	2	1	2	1	1	1	1	1	3	1	2	3	7	2	2	4	1	1	1	2	1	1	2	3	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	2	3	1	1	1	1	1	1	2	2	1	1	3	4	2	1	1	8	1	3	1	1	2	2	4	1	1	2	2	2	1	9	7	1	2	2	2	2	1	1	3	1	2	1	13	12	3	3	3
3500	-416.301528634938677	-423.157016585898077	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647081704994018	1	3	5	8	9	9	7	11	11	13	15	13	14	14	15	15	16	17	17	18	19	20	21	20	22	25	27	25	26	25	27	28	30	34	34	33	36	37	39	38	39	37	37	37	38	38	38	39	38	40	40	41	38	39	41	40	42	40	40	39	39	41	41	42	40	42	42	41	40	39	41	43	42	42	43	44	43	45	44	44	44	45	45	46	45	44	47	45	45	46	47	48	46	46	49	51	49	49	52	52	0	1	1	7	4	4	3	5	6	9	12	9	6	9	12	10	11	16	11	14	20	18	21	20	9	24	26	23	26	25	28	29	32	33	27	32	35	36	44	35	38	34	37	37	37	37	38	44	44	61	39	49	28	42	53	54	56	49	53	38	38	41	49	41	60	50	70	58	47	44	60	52	58	60	63	65	57	69	64	73	67	64	72	66	75	73	79	54	75	49	88	90	57	64	94	81	91	94	96	48	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	5	2	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	2	1	1	2	3	1	5	1	1	3	2	1	5	1	2	1	4
4000	-434.286463684500177	-441.141951635459577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717459956182705	0	3	6	8	8	7	8	13	10	13	16	14	14	15	16	15	16	17	17	19	19	18	20	21	23	25	26	24	26	26	27	29	30	34	34	33	38	36	39	36	40	37	39	38	38	39	39	38	39	38	39	41	37	40	40	39	42	41	40	40	40	39	41	40	42	42	41	42	38	41	40	43	42	43	44	43	44	45	44	45	45	45	45	47	45	44	47	45	45	46	47	45	48	46	48	51	48	49	51	56	0	1	2	6	3	3	6	9	7	9	12	4	8	13	13	10	12	16	16	12	18	15	22	21	17	28	28	25	24	25	30	30	29	36	30	32	53	35	38	34	40	38	37	38	40	53	44	40	45	40	53	44	34	44	56	50	70	39	48	50	53	36	43	45	50	54	47	44	35	44	53	39	40	56	73	63	68	76	58	86	64	52	71	79	44	54	89	72	75	82	74	73	89	72	50	79	92	94	81	99	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	3	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	4	2	1	1	1	1	2	1	2	1	6	3	2	2	2	2
4500	-413.464787932384922	-420.320275883344323	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807420906964095	0	2	4	6	8	8	9	11	10	13	15	14	15	14	15	15	16	17	18	18	19	19	17	21	21	24	26	24	26	26	26	28	31	34	35	34	36	35	38	38	40	38	39	38	38	37	39	37	38	39	39	41	38	40	40	39	42	41	40	40	41	40	40	40	41	42	42	41	40	40	42	42	42	43	43	45	43	44	42	44	45	43	43	44	43	44	47	46	45	46	48	48	47	47	48	50	49	49	50	54	0	1	2	3	3	4	6	6	6	8	10	6	12	10	8	10	15	13	17	13	17	18	15	14	22	25	26	25	26	28	26	29	32	33	36	33	38	36	46	38	42	37	48	37	38	36	44	38	35	42	48	56	35	39	39	42	56	51	39	53	59	44	47	50	43	49	63	41	48	44	42	61	44	55	64	62	58	85	64	72	77	57	64	73	73	56	76	82	56	89	90	77	39	73	62	87	83	95	92	93	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	3	2	2	1	2	1	1	3
