step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
5000	-266.303987772766334	-264.290553458374575	-2.013434314391763	0.000010377484587	0.000024660624718	2.376358597456584	0.351633607520475	0	6	8	10	9	9	10	13	11	12	14	15	17	17	18	20	20	21	22	23	25	25	25	24	25	29	0	1	2	2	2	0	6	4	5	2	7	6	4	12	2	15	2	15	7	16	20	18	15	15	19	25	1	3	1	2	1	1	1	2	1	3	3	5	3	1	6	1	6	2	7	2	1	2	4	3	1	2
5500	-255.777735556862382	-253.672775154575959	-2.104960402286421	0.000015301656677	0.000040060373568	2.618041589441978	0.289613901867121	-1	6	7	8	9	10	11	12	11	13	13	15	15	17	19	20	21	21	21	22	26	25	24	26	27	27	0	1	2	2	2	0	6	4	2	2	7	6	8	12	2	15	5	15	6	16	16	18	15	15	19	19	1	2	1	1	1	1	1	2	2	4	1	2	1	1	9	1	7	1	3	1	3	4	3	3	2	2
6000	-214.871456976539349	-213.403378741349769	-1.468078235189572	0.000029030474239	0.000029510984018	1.016551909387977	0.357176874111946	0	7	8	9	9	9	11	12	11	13	12	14	17	17	16	19	21	20	22	21	26	24	24	26	26	28	0	1	2	2	2	0	6	4	2	2	7	6	8	12	2	15	2	15	6	16	16	18	15	15	19	25	1	3	1	1	1	1	2	2	2	2	1	2	2	2	3	2	7	2	7	1	5	2	4	5	2	1
6500	-222.077926952513508	-220.602419492613592	-1.475507459899925	0.000064026581812	0.000066382307589	1.036792933657382	0.519502025156279	1	6	7	9	9	9	11	13	11	14	13	14	16	17	18	20	21	21	21	22	26	24	24	24	25	28	0	1	2	2	2	0	6	4	2	2	7	7	8	12	13	15	9	15	14	15	15	18	15	15	19	25	1	3	1	2	2	1	1	2	4	4	1	1	2	2	1	1	7	2	2	2	6	2	3	3	2	2
7000	-212.187342524256565	-210.815661153410929	-1.371681370845643	0.000151974236113	0.000072029846292	0.473960903729792	0.366000098524345	0	6	7	9	10	9	11	12	11	14	14	15	16	17	19	18	21	20	22	23	27	24	23	25	26	28	0	1	2	2	3	0	6	4	2	3	7	6	8	7	5	3	15	13	14	13	15	18	16	23	19	25	1	2	1	1	1	1	1	2	2	4	2	3	2	3	6	7	2	2	3	3	3	2	2	1	2	1
7500	-199.446267702565308	-197.921994166429755	-1.524273536135549	0.000160801242216	0.000044835406604	0.278825001511319	0.398081015454002	0	6	7	10	9	9	11	12	12	13	13	15	17	15	18	21	22	21	21	22	25	23	23	22	26	29	0	1	2	3	1	0	6	4	2	5	7	6	10	6	13	5	5	15	14	15	16	18	16	16	19	19	1	3	1	2	4	1	1	1	3	2	1	3	2	3	1	5	7	2	3	2	2	1	1	1	3	3
8000	-193.576699669138492	-192.025569876075878	-1.551129793062625	0.000218649755016	0.000057616901850	0.263512309197908	0.531341091111128	0	5	7	9	9	9	10	13	12	13	13	16	16	18	19	20	22	21	21	22	24	22	24	25	25	27	0	1	2	3	3	0	6	3	2	2	7	6	4	6	8	4	16	15	14	15	20	18	15	18	19	25	1	2	1	2	1	1	1	3	3	2	2	4	2	4	2	7	1	1	1	1	1	1	3	2	2	1
8500	-201.505717156035047	-200.120701180185023	-1.385015975850018	0.000231226350731	0.000100081879486	0.432830770236642	0.528127854249718	-1	5	6	8	9	8	10	12	10	14	13	16	16	18	18	21	21	22	21	22	26	24	25	25	27	29	0	1	2	3	4	0	6	4	5	3	7	11	10	12	13	15	13	8	14	10	23	16	16	16	19	25	1	3	1	1	1	1	1	2	1	3	2	1	1	2	1	2	2	4	2	3	1	2	2	2	3	2
9000	-203.566452746051226	-202.160931495867231	-1.405521250183998	0.000144378604241	0.000056612874995	0.392114020582563	0.322303598097193	1	6	8	9	8	9	11	12	12	13	12	16	13	18	18	20	22	20	22	22	24	24	25	25	27	29	0	1	2	3	1	0	6	4	3	8	7	6	3	7	8	15	13	5	14	16	20	2	15	15	19	25	1	4	2	1	3	1	1	3	2	1	1	3	3	3	3	1	4	6	2	1	1	8	3	4	3	1
9500	-208.046766140691147	-206.670780553236483	-1.375985587454672	0.000187778441969	0.000086069182843	0.458354973770180	0.327382527851938	1	6	7	9	8	8	11	11	11	14	14	15	15	17	18	21	21	20	21	23	26	23	23	24	26	28	0	1	1	2	3	0	6	5	4	8	6	11	8	11	13	15	2	2	7	18	16	2	15	15	14	14	1	2	3	2	1	1	2	1	1	2	3	1	2	2	1	2	7	7	5	1	2	9	2	3	5	5
10000	-213.225895000551333	-211.701938407931493	-1.523956592619846	0.000179686214724	0.000050135754987	0.279018371353864	0.359687565398368	0	5	8	9	7	9	11	13	11	13	13	16	16	17	19	21	18	21	22	22	26	23	24	24	25	28	0	1	2	3	1	0	6	4	2	9	7	11	9	6	9	2	5	15	12	17	23	15	5	17	19	12	1	2	2	1	4	1	1	2	3	1	1	1	2	3	4	8	6	1	2	2	1	2	6	5	2	6
10500	-204.506155539681885	-203.055486950846159	-1.450668588835737	0.000172209816218	0.000057763981961	0.335427928728770	0.475760301479167	1	7	6	7	9	8	10	12	10	14	13	15	16	18	19	21	21	22	21	21	24	24	24	26	26	27	0	3	1	1	1	0	6	9	4	4	7	6	8	6	4	15	2	17	14	15	17	15	17	23	19	12	1	1	2	3	5	1	2	1	2	3	1	4	2	4	5	1	7	1	1	1	1	2	1	1	2	5
11000	-209.427940486754068	-207.977740650876399	-1.450199835877680	0.000111320022722	0.000037391564032	0.335892529646979	0.393885255625109	-1	6	7	9	8	9	10	12	10	14	13	15	15	18	18	19	21	20	22	22	27	24	25	25	26	28	0	1	2	3	1	0	6	4	2	5	7	6	4	6	13	15	2	5	12	16	18	15	18	17	19	19	1	3	1	1	3	1	1	2	1	3	2	2	3	4	2	1	8	8	4	2	4	3	2	2	2	2
11500	-198.581330371871900	-197.183884606439989	-1.397445765431911	0.000079088743920	0.000032130753664	0.406262030112052	0.462254563285322	0	6	8	10	8	9	11	13	11	13	13	14	17	17	18	21	22	20	22	22	27	25	24	24	27	29	0	1	2	3	2	0	6	4	2	4	7	6	8	12	5	15	15	15	14	15	16	18	15	15	19	19	1	2	1	1	1	1	1	2	3	2	1	3	2	1	7	2	2	2	2	2	3	3	2	3	2	3
12000	-202.919060782926294	-201.427836965211071	-1.491223817715235	0.000175966332646	0.000052955696723	0.300942208244281	0.438370217992367	0	7	5	9	8	10	11	13	11	13	13	15	17	16	18	20	20	21	22	22	26	24	24	26	26	27	0	1	1	5	3	0	6	9	5	3	7	6	4	6	9	15	13	15	14	16	20	18	18	15	19	6	1	2	3	1	1	1	1	1	1	3	1	2	2	3	3	1	1	2	4	1	1	1	2	4	2	9
12500	-216.554323563658784	-215.182105412131904	-1.372218151526874	0.000166296340204	0.000078464076435	0.471832851755811	0.376739965596668	0	6	7	10	9	9	10	11	11	13	12	15	16	17	17	20	21	20	21	21	26	25	23	25	24	25	0	1	1	1	2	0	6	5	5	8	7	7	5	11	5	15	15	15	12	2	15	18	16	4	19	19	1	3	3	5	1	1	1	1	1	1	1	2	3	2	5	3	2	1	3	7	3	2	1	6	2	2
13000	-210.906866783457787	-209.516545446212717	-1.390321337245057	0.000183583161356	0.000077215416100	0.420601843492642	0.411548365321953	0	5	7	10	10	8	11	12	12	13	13	16	16	16	18	21	21	20	21	21	27	24	25	24	26	28	0	1	1	1	2	0	6	5	5	2	7	6	5	7	10	15	13	10	14	10	24	15	20	18	12	25	1	2	5	4	1	1	2	1	1	5	1	3	4	3	4	2	2	3	3	4	2	2	2	3	5	1
13500	-206.912167474827157	-205.543408523539625	-1.368758951287521	0.000158120430234	0.000076973980321	0.486806038960135	0.489633648386608	-1	7	6	8	9	9	10	12	11	11	13	15	16	16	18	20	18	21	21	21	26	24	23	25	23	27	0	1	1	3	3	0	6	4	5	3	7	7	3	6	8	13	5	17	12	16	20	18	15	23	14	14	1	4	3	1	2	1	1	2	1	3	2	3	4	4	2	2	4	1	3	1	2	2	3	1	4	5
14000	-226.388983939287783	-224.974494331929577	-1.414489607358212	0.000257021161462	0.000097238938365	0.378330476024789	0.392771582731312	1	6	7	10	9	9	11	12	11	14	13	14	17	18	18	20	22	21	21	22	23	23	24	26	26	27	0	1	1	1	3	0	6	5	5	8	6	11	5	6	5	13	15	13	12	13	15	10	20	16	11	14	1	2	2	3	1	1	1	3	1	2	3	1	3	5	5	1	2	2	5	2	2	5	1	3	7	6
14500	-205.305930080075314	-203.565885331319180	-1.740044748756143	0.000166342886856	0.000031911166993	0.191839684857164	0.594167690589755	1	5	7	9	10	9	10	12	12	14	12	14	16	18	18	20	22	21	21	22	25	25	25	24	27	28	0	1	1	3	4	0	6	4	2	8	7	11	9	12	9	15	15	15	14	4	16	18	24	15	19	12	1	2	3	1	1	1	1	1	3	1	2	1	2	2	3	1	3	2	1	6	2	3	1	3	3	6
15000	-203.809243477018299	-202.171547402451239	-1.637696074567065	0.000280747838302	0.000063104724139	0.224773677762669	0.490046463791909	1	6	7	9	10	9	10	11	12	13	13	15	16	17	17	19	22	21	21	22	25	24	24	23	26	29	0	1	1	1	1	0	6	2	8	8	7	6	9	11	13	15	16	15	6	8	15	20	24	18	14	25	1	2	3	4	4	1	1	3	1	1	2	3	2	3	1	2	2	2	6	6	4	1	1	1	2	2
15500	-210.298310819488876	-208.835425106594442	-1.462885712894438	0.000197076582815	0.000063839014079	0.323929982787049	0.449051599983370	1	6	7	10	8	8	9	13	11	13	14	16	16	15	19	18	20	20	20	22	25	24	23	25	26	28	0	1	1	5	3	0	6	9	5	2	7	11	3	7	2	13	5	3	12	16	2	17	17	23	19	25	1	3	3	1	1	1	1	1	2	4	2	1	5	3	6	1	7	6	2	1	9	2	1	1	2	1
16000	-195.717651049804431	-194.339932098951380	-1.377718950853061	0.000173112861705	0.000078392116873	0.452838201050422	0.566307375206713	1	6	6	10	8	9	10	12	11	14	13	14	16	16	18	20	21	20	21	21	27	24	22	25	26	28	0	1	1	5	3	0	6	5	2	8	7	6	4	11	13	15	18	3	12	16	20	18	15	15	19	25	1	2	4	1	1	1	1	3	4	1	2	2	2	1	1	1	1	5	3	1	2	2	2	3	3	1
16500	-198.427025040841784	-196.967563152772613	-1.459461888069171	0.000195438139814	0.000063916013964	0.327039614809639	0.424872788493360	1	6	8	8	9	8	10	12	11	13	14	16	16	17	17	20	22	21	21	22	26	25	25	25	25	29	0	1	1	2	4	0	6	4	5	2	7	6	9	7	8	8	3	15	14	18	17	18	15	16	19	19	1	2	3	1	1	1	1	2	1	2	2	5	1	3	3	5	6	2	2	1	2	2	4	2	2	4
17000	-216.059665612683631	-214.562423566016236	-1.497242046667405	0.000209681473683	0.000062189582569	0.296590735830242	0.454995406275074	1	5	7	8	9	8	11	12	12	12	12	16	15	17	18	20	21	22	20	23	27	24	24	25	26	29	0	1	1	2	2	0	6	1	2	5	7	6	10	7	13	13	3	17	12	17	5	16	13	16	19	25	1	2	2	2	2	1	2	5	2	2	1	4	2	3	1	2	6	1	2	1	11	2	4	3	3	2
17500	-216.160147753960899	-214.654750153630118	-1.505397600330774	0.000208682887376	0.000060714314336	0.290940551470307	0.360395375405889	0	6	7	10	9	10	11	12	12	12	13	14	17	17	19	19	22	22	20	23	26	23	24	25	26	28	0	1	1	1	1	0	6	5	4	2	7	6	9	6	13	10	13	5	12	15	18	15	16	23	14	25	1	4	4	3	4	1	1	1	2	2	1	2	3	4	2	4	3	6	3	2	1	2	3	1	2	2
18000	-213.464865973219560	-211.984323511724114	-1.480542461495436	0.000212306271668	0.000065621074940	0.309086841500550	0.449885374052213	1	6	8	10	8	9	11	13	10	14	14	15	15	18	19	20	21	21	22	22	26	25	25	25	27	28	0	1	2	3	1	0	6	4	5	2	7	7	2	6	13	13	9	5	12	2	17	17	17	17	19	25	1	3	1	1	4	1	1	2	1	4	1	1	4	4	3	2	5	5	4	8	2	2	2	2	2	1
18500	-203.479360006163603	-201.991942947238499	-1.487417058925103	0.000201512532215	0.000061215573112	0.303780476773339	0.358908184827366	1	7	6	9	9	9	11	12	10	14	13	16	17	16	17	19	21	20	21	22	26	24	24	25	26	29	0	3	1	1	2	0	6	5	2	8	7	6	10	6	2	15	15	15	12	16	16	18	16	18	12	25	1	1	3	3	1	1	1	2	2	1	2	4	2	3	5	1	2	2	2	3	3	2	4	2	4	2
19000	-207.408328504717417	-205.914819505167799	-1.493508999549616	0.000184813953796	0.000055309425427	0.299270830429216	0.330895921846027	0	7	8	9	10	8	11	12	11	14	14	16	17	17	18	20	20	21	21	22	25	24	25	26	26	28	0	1	1	2	4	0	6	4	5	2	7	7	10	6	8	8	2	10	14	18	16	15	17	8	19	25	1	3	4	1	1	1	1	2	1	4	2	3	2	4	3	3	7	3	2	1	3	3	3	10	2	1
19500	-217.731072932320473	-216.244171650369168	-1.486901281951301	0.000209984015837	0.000063870916107	0.304170371503847	0.329517606462149	0	6	7	9	8	9	11	13	12	12	14	16	17	18	17	20	21	21	22	22	26	25	25	25	27	28	0	1	2	1	1	0	6	10	2	5	6	11	9	12	9	15	4	13	11	4	22	18	15	4	11	11	1	2	1	5	4	1	1	1	3	2	3	1	3	2	2	2	5	1	4	7	1	3	6	7	4	6
20000	-208.376009936749625	-206.843453615912125	-1.532556320837513	0.000174406915852	0.000047767008531	0.273882536694755	0.333048867514016	1	6	7	9	9	8	11	12	10	13	13	15	15	16	17	20	21	22	19	22	25	24	23	26	27	28	0	1	1	1	3	0	6	3	5	4	7	7	10	6	4	15	8	2	12	15	16	15	2	17	14	19	1	3	3	4	1	1	2	2	1	2	2	2	1	4	4	1	5	8	2	2	2	4	6	2	6	5
20500	-195.464003755229044	-194.079552292555150	-1.384451462673886	0.000160349476849	0.000069628549708	0.434229977399713	0.481617003723308	1	5	6	9	8	9	11	12	12	13	13	15	16	18	18	20	21	21	20	22	27	24	23	25	27	29	0	1	1	1	3	0	6	2	3	4	7	11	10	7	4	15	4	15	14	17	16	17	17	23	19	19	1	2	2	4	1	1	1	4	3	2	1	1	1	4	4	1	7	2	1	1	3	1	1	1	6	4
21000	-192.111188722043437	-190.701928922365425	-1.409259799678025	0.000205982860979	0.000079541023116	0.386153599081910	0.600334450137503	1	7	7	8	10	9	11	12	12	14	13	14	17	17	18	21	21	21	20	21	25	24	24	25	26	28	0	1	1	1	3	0	6	5	5	3	7	6	5	12	8	15	13	15	12	13	20	18	16	23	19	25	1	3	3	4	1	1	1	1	1	4	1	2	3	1	2	2	3	1	3	2	1	1	2	1	3	2
21500	-198.780431515110308	-197.353047068911621	-1.427384446198679	0.000189461635011	0.000068418451698	0.361120348686569	0.405637468911210	-1	5	7	9	9	8	10	13	10	13	14	15	16	17	18	21	21	22	21	22	26	24	24	25	26	27	0	1	2	3	3	0	6	9	5	3	7	6	8	11	3	15	13	15	12	16	20	15	15	16	12	14	1	3	1	1	1	1	1	1	1	3	2	3	2	2	4	2	2	2	4	1	3	3	3	2	6	4
22000	-196.081330791881186	-194.606656324104250	-1.474674467776941	0.000219794155231	0.000068974535699	0.313814239630135	0.537302840318986	0	5	8	9	9	10	11	12	11	14	13	16	16	17	18	20	22	22	19	21	26	24	25	25	26	29	0	1	2	1	3	0	6	3	5	8	7	7	3	6	5	13	15	13	6	13	20	18	16	18	14	25	1	3	1	3	1	1	1	2	1	1	1	1	3	3	5	2	2	2	4	1	3	1	2	1	4	2
22500	-201.986696838529042	-200.494963135228090	-1.491733703300942	0.000144309541332	0.000043374715975	0.300567208343302	0.451910090487973	-1	5	8	9	10	8	10	12	11	12	14	14	17	18	19	20	22	21	20	22	25	24	25	25	25	29	0	1	2	3	1	0	6	4	3	5	7	6	9	12	8	2	16	15	12	2	15	18	20	16	19	19	1	3	2	1	6	1	1	2	2	1	2	3	3	2	4	7	1	1	2	8	2	1	1	3	3	4
23000	-201.823457070971756	-200.229046643733881	-1.594410427237873	0.000156329480662	0.000037905835380	0.242474005667749	0.404439465711784	0	6	6	9	10	9	11	12	11	12	13	15	16	18	19	20	22	21	21	21	26	24	25	26	26	29	0	1	1	3	4	0	6	5	5	2	7	11	4	12	4	3	16	15	14	2	2	18	15	16	19	19	1	3	3	2	1	1	1	1	1	3	1	1	4	1	5	7	1	1	2	8	10	1	2	3	3	4
23500	-203.777849985836980	-202.303012914818908	-1.474837071018085	0.000148794101684	0.000046673829403	0.313680642412088	0.460808320722463	0	7	8	9	10	9	10	12	12	12	14	14	15	18	19	20	21	22	20	23	25	23	24	25	26	27	0	1	2	3	4	0	6	2	2	4	7	6	1	6	8	15	13	9	14	16	16	15	15	18	19	19	1	4	1	1	1	1	1	2	2	1	2	2	6	4	3	1	3	3	1	1	3	2	2	1	3	3
24000	-214.238264795300722	-212.681330468758659	-1.556934326542074	0.000223742189942	0.000058274613972	0.260454293339384	0.475596418550807	0	6	8	8	10	9	10	12	11	11	14	15	16	18	17	21	19	21	21	20	26	24	23	24	26	28	0	1	1	2	4	0	6	10	5	4	7	11	8	6	8	5	8	15	6	13	24	16	20	18	19	25	1	4	4	1	2	1	1	1	1	2	2	1	2	4	2	5	3	3	4	2	1	2	1	2	2	1
24500	-212.756745197385328	-211.231576933927869	-1.525168263457451	0.000143470726104	0.000039925155753	0.278280850991686	0.287164653812893	-1	6	8	7	10	8	9	12	10	13	12	16	16	17	19	20	21	20	22	23	26	24	24	25	27	28	0	1	1	1	4	0	6	5	3	2	7	7	5	6	5	2	2	3	12	17	20	15	16	22	19	25	1	4	4	4	2	1	1	2	1	4	1	3	3	6	4	7	7	7	3	2	2	3	2	1	3	1
25000	-205.921408885748548	-204.451067348972742	-1.470341536775807	0.000250219306019	0.000079427492567	0.317431511702666	0.591243452343036	1	3	8	9	8	9	10	12	11	14	13	15	17	18	19	19	19	21	21	21	26	23	24	25	27	29	0	1	2	2	1	0	6	5	3	8	7	11	10	7	13	13	9	16	12	17	24	18	15	15	19	25	1	1	2	3	4	1	1	1	1	2	1	1	2	3	1	1	3	1	3	1	1	1	3	3	3	2
25500	-217.703267495093627	-216.317547360924209	-1.385720134169429	0.000214063049646	0.000092285646722	0.431114322976159	0.380714407053050	0	6	8	9	8	9	10	12	12	11	14	15	16	17	19	20	21	21	20	23	26	24	23	24	27	28	0	1	1	2	1	0	6	2	10	2	7	6	9	6	9	15	8	5	12	16	23	17	13	13	14	12	1	2	4	2	4	1	1	4	1	2	2	3	2	3	3	1	4	6	3	2	1	2	3	3	7	3
26000	-201.223421267776928	-199.753707652253553	-1.469713615523361	0.000213160935216	0.000067777739863	0.317965108353262	0.437788770126865	0	7	7	10	10	9	11	12	11	12	13	16	15	18	18	21	21	20	21	22	26	24	23	25	26	29	0	1	1	1	3	0	6	1	5	2	7	6	9	6	13	15	8	15	12	4	16	18	20	13	19	25	1	3	4	6	1	1	1	4	1	2	1	3	2	6	2	1	4	1	1	5	3	3	1	5	2	1
26500	-216.235026899271929	-214.633310277987306	-1.601716621284610	0.000195562301819	0.000046794195780	0.239280246472773	0.497016242676299	0	7	7	9	10	9	11	12	10	14	13	15	16	17	19	20	21	21	21	23	27	25	25	26	26	26	0	1	1	1	3	0	6	5	3	2	7	6	10	7	10	10	4	10	14	10	17	18	17	20	14	14	1	5	3	3	2	1	1	1	2	4	1	2	2	3	2	3	6	3	3	3	4	2	2	2	5	3
27000	-191.802844824792999	-190.364302496215942	-1.438542328577060	0.000206814307820	0.000071990110932	0.348090573090216	0.411134054562706	1	6	7	9	9	9	10	12	12	14	13	15	14	17	18	21	20	21	22	22	27	22	24	24	26	28	0	1	1	3	3	0	6	4	5	4	7	6	9	7	10	15	8	15	14	15	15	18	16	16	19	25	1	3	3	1	1	1	1	2	2	3	1	2	1	5	2	2	3	2	2	2	4	1	2	2	2	1
27500	-186.164928907611738	-184.699066276772527	-1.465862630839214	0.000176256939673	0.000056629923951	0.321291882499876	0.428129204384871	1	5	7	9	9	8	10	12	12	13	13	16	15	17	19	20	21	21	20	22	26	24	24	25	26	28	0	1	1	3	3	0	6	4	5	3	7	7	8	7	5	15	15	15	14	13	16	18	20	20	19	25	1	2	3	1	1	1	2	2	1	2	2	5	2	4	4	1	1	1	1	4	3	2	1	2	3	1
28000	-195.712568359933499	-194.308899427756927	-1.403668932176572	0.000194045593796	0.000076685856074	0.395195039339537	0.478144167479678	1	5	7	10	9	9	10	12	11	13	12	14	14	18	19	21	22	20	21	22	26	24	25	26	27	28	0	1	1	5	2	0	6	4	5	5	7	11	4	12	8	15	2	15	12	16	15	17	17	17	19	14	1	2	3	1	2	1	1	1	1	2	1	1	2	2	3	1	8	1	4	1	3	1	1	2	3	4
28500	-196.663825879214130	-195.175130211759807	-1.488695667454323	0.000200510390378	0.000060718452560	0.302819482052232	0.565576049719346	1	5	7	9	9	8	10	12	12	13	12	13	17	15	18	20	21	21	22	22	25	25	25	24	25	29	0	1	2	3	3	0	6	4	5	8	7	6	4	7	8	13	15	13	14	13	24	18	15	8	19	25	1	2	1	1	1	1	1	2	2	1	1	3	3	2	2	2	2	2	4	3	1	2	4	7	1	2
29000	-208.212761904081702	-206.784555613632079	-1.428206290449618	0.000184109498915	0.000066299311752	0.360108045171899	0.361420254392023	0	6	7	8	8	9	11	13	12	12	14	15	16	18	19	20	21	22	21	22	26	24	23	26	27	28	0	1	1	1	3	0	6	5	5	2	7	6	5	7	13	4	13	15	12	15	23	18	10	2	19	19	1	3	3	6	1	1	1	2	2	3	1	3	3	5	1	6	3	1	2	2	2	1	6	9	4	3
