step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
38000	-433.150372865859538	-431.439326935839517	-1.711045930020012	0.000112799010684	0.000022577708981	0.200158750015988	0.408308475928313	2	3	5	4	4	6	8	7	8	7	10	10	8	11	12	12	12	12	10	14	13	12	16	14	14	15	17	15	17	15	17	14	15	17	16	17	16	19	17	17	18	19	18	18	19	18	17	21	19	21	19	19	22	21	22	21	23	23	25	26	28	29	0	1	2	2	0	4	5	6	8	5	7	6	5	12	12	19	13	11	7	19	16	13	18	19	16	17	28	16	24	19	33	10	19	30	19	35	24	29	30	28	24	47	24	29	46	35	17	35	47	26	26	32	47	49	31	30	53	56	48	48	0	14	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	3	1	1	2	1	3	2	2	1	1	1	1	3	3	2	4	3	1	3	1	1	1	2	1	2	1	2	1	1	2	3	2	1	4	2	4	2	1	1	4	1	1	1	2	1	12
38500	-412.253860131012971	-410.435904244097571	-1.817955886915388	0.000137716926926	0.000023747959836	0.172440384531594	0.610187616478584	1	3	2	3	4	4	8	7	8	8	10	9	9	11	12	13	11	10	11	14	12	14	16	13	15	15	17	13	17	16	16	15	15	16	16	17	17	18	18	17	16	18	17	19	19	18	19	19	21	22	21	20	21	22	21	23	23	26	25	25	27	31	0	3	1	3	0	4	5	6	8	5	7	9	7	8	12	13	13	7	7	17	17	24	18	19	16	16	25	19	7	22	22	13	24	16	22	31	26	20	33	31	16	43	24	26	35	20	27	20	44	55	45	46	30	49	27	48	46	46	46	56	0	6	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	2	1	1	2	3	1	1	3	1	1	1	1	1	3	2	2	3	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	3	1	2	2	2	3	2	1	1	12
39000	-400.801630504115906	-399.209684254315050	-1.591946249800881	0.000145342245443	0.000035401318801	0.243572119675964	0.598623668283340	1	3	2	3	4	5	9	7	8	6	10	10	8	9	12	12	11	11	11	15	13	14	15	13	15	15	18	14	17	16	15	15	17	16	17	17	18	17	19	19	18	19	18	18	19	19	16	21	21	22	18	19	22	22	21	23	23	25	25	25	30	31	0	3	1	3	0	4	10	6	6	5	5	9	10	8	9	11	13	7	13	21	13	16	10	7	16	24	24	19	47	31	24	28	47	28	31	22	19	28	30	33	33	33	21	20	35	20	22	45	41	40	20	20	47	41	37	48	26	57	56	56	0	3	1	1	1	1	1	1	2	1	2	1	3	1	1	1	2	1	1	1	2	2	2	1	4	2	1	2	2	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	3	1	1	1	2	1	2	1	1	2	2	2	1	1	4	1	1	2	1	11
39500	-409.143958568297649	-407.270930590609680	-1.873027977687945	0.000159226805176	0.000025602157176	0.160790497224675	0.565140602727655	1	2	4	4	3	3	8	5	7	7	10	9	9	11	11	12	10	12	10	14	13	14	15	13	15	15	17	15	17	17	16	14	16	16	16	17	19	18	18	18	19	18	17	17	19	19	19	20	20	22	20	21	21	20	22	21	23	27	24	25	30	30	0	1	2	6	0	2	10	6	6	5	7	9	7	8	12	13	13	11	10	11	19	19	18	13	16	16	25	16	24	22	21	13	21	20	19	31	43	26	24	26	27	27	28	21	30	36	33	35	27	29	35	35	30	40	27	45	53	39	39	56	0	44	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	3	2	2	2	2	2	2	1	1	2	2	1	4	2	1	3	1	1	2	2	2	1	1	1	3	1	1	2	2	1	3	3	2	2	1	3	1	1	5	3	2	1	8
40000	-401.601421811472903	-399.890996836995726	-1.710424974477200	0.000180218599505	0.000036105815138	0.200344555095427	0.624929314374593	1	2	4	4	4	3	8	6	8	7	11	9	8	7	12	12	12	12	11	15	9	13	13	13	15	16	18	15	18	17	16	15	17	17	16	18	18	19	17	19	19	18	17	17	18	19	18	21	20	21	20	20	21	20	22	22	22	27	23	25	28	30	0	1	2	6	0	2	5	6	8	5	5	14	5	4	12	19	13	7	13	24	7	19	18	16	24	21	32	19	20	35	32	24	32	20	17	30	19	16	22	33	33	34	32	20	39	36	25	30	28	25	45	46	10	27	34	30	30	57	37	48	0	2	1	1	1	1	1	1	2	1	1	3	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	3	4	2	1	1	1	1	1	1	1	1	2	3	2	1	1	7	1	3	2	2	3	2	2	1	12
40500	-400.855078448440793	-399.116270231735143	-1.738808216705633	0.000116430392016	0.000022375680091	0.192180750262948	0.558067037147249	1	2	4	4	2	3	8	7	6	7	9	9	8	9	11	12	11	13	11	14	13	14	16	10	14	14	18	14	17	18	16	16	16	16	17	17	19	18	19	17	19	20	17	19	19	18	18	21	21	21	20	21	21	21	23	23	23	25	25	27	29	30	0	1	2	6	0	2	10	6	6	5	10	8	5	6	12	19	10	10	24	19	19	17	18	13	16	24	43	16	19	24	22	19	20	28	33	20	28	13	30	33	40	25	34	28	35	28	40	22	47	37	45	46	39	41	50	46	53	39	48	56	0	3	1	1	1	1	1	1	1	2	2	2	1	1	2	3	1	1	2	2	1	2	1	2	1	1	1	3	1	2	4	4	2	2	1	1	1	1	2	4	1	1	1	3	1	2	1	2	1	3	2	1	1	2	1	2	2	3	1	2	2	2	1	12
41000	-408.017331535385949	-406.325090983318091	-1.692240552067842	0.000143174540149	0.000029485388150	0.205940163103008	0.475664603559692	1	2	4	4	5	3	9	7	7	7	9	10	9	10	11	13	11	13	11	14	12	13	15	14	14	15	17	14	18	17	15	15	15	16	17	16	18	17	19	19	17	20	17	18	19	19	18	20	19	22	20	20	21	21	23	23	24	27	23	25	29	31	0	1	2	6	0	2	5	4	6	5	10	9	10	9	8	19	7	11	13	19	17	13	18	19	19	16	26	21	34	24	20	5	22	21	33	22	34	32	20	47	36	43	24	20	36	27	41	31	41	37	22	25	36	47	49	45	53	56	48	48	0	14	1	1	1	1	1	1	3	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	1	4	1	1	1	2	1	1	2	1	1	2	2	2	2	2	1	3	2	2	3	4	2	2	2	2	1	1	2	2	1	12
41500	-413.664907951004409	-411.706136337233545	-1.958771613770865	0.000190507082923	0.000027666884225	0.145227588394250	0.485471334432395	0	2	4	4	4	3	7	8	6	8	11	9	8	10	10	12	10	13	11	14	12	13	15	13	16	16	16	15	18	16	15	15	16	16	16	18	18	19	19	18	17	19	19	19	20	18	18	21	21	20	20	20	21	21	23	22	23	26	25	26	29	28	0	1	2	6	0	2	5	6	3	5	13	9	7	8	12	19	13	11	13	13	7	19	11	19	20	22	11	21	28	22	22	24	16	24	31	32	34	26	30	22	19	34	41	28	35	33	34	26	27	36	26	46	39	40	33	36	30	37	53	48	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	3	2	1	2	1	1	1	3	1	2	2	1	1	2	1	1	1	1	2	2	2	3	2	1	2	2	1	1	3	3	1	1	1	1	1	4	2	3	3	3	3	1	14
42000	-410.652139270565385	-409.085353579836010	-1.566785690729390	0.000141321254997	0.000036099742410	0.255444535998877	0.428166124767076	1	2	4	4	4	3	9	7	8	7	10	9	9	10	11	12	12	12	11	14	13	13	15	14	15	15	17	15	18	16	16	16	16	16	16	16	18	18	18	17	19	20	18	19	17	19	18	22	20	22	20	20	21	22	20	22	22	27	23	25	30	31	0	1	2	6	0	2	10	6	6	5	10	8	10	4	9	19	7	11	13	10	19	7	18	7	24	16	10	19	30	22	28	24	13	17	19	19	7	22	35	16	24	43	34	22	30	27	28	16	37	55	35	35	31	49	37	32	53	60	56	59	0	1	1	1	1	1	1	1	1	2	3	2	2	1	1	3	2	1	2	1	1	3	1	3	2	2	1	2	4	2	1	2	1	2	3	2	2	3	4	3	1	3	2	2	1	3	1	1	1	4	1	1	2	2	3	1	1	2	1	1	1	1	1	14
42500	-407.554386226907980	-405.929011158904984	-1.625375068003018	0.000163079848423	0.000037431449677	0.229528357053892	0.479271736664976	1	2	5	4	4	5	8	7	7	7	11	10	8	9	12	12	12	12	11	14	12	14	14	13	16	15	17	14	17	17	16	16	17	17	15	16	19	19	17	18	17	19	19	19	20	19	19	22	20	21	19	21	21	21	22	22	22	26	25	27	29	30	0	1	1	2	0	4	5	6	6	5	7	14	10	8	9	13	10	7	7	24	7	16	18	19	24	20	20	21	19	35	22	24	19	22	22	22	24	25	20	32	20	39	25	26	35	33	40	32	41	43	35	46	33	41	51	34	53	45	48	59	0	14	1	1	3	1	1	1	2	1	1	2	1	1	1	1	2	3	3	2	2	1	2	1	1	1	2	1	2	1	4	1	1	2	2	3	1	1	3	2	2	1	1	1	1	2	2	1	1	2	2	1	3	1	2	3	2	4	1	2	2	1	1	13
43000	-355.436126903668878	-353.699077990167211	-1.737048913501682	0.000134159581165	0.000025848260897	0.192668020225363	0.596971990102834	1	3	5	4	5	5	8	7	7	7	11	9	9	10	12	11	11	13	11	15	13	13	15	13	15	15	18	15	17	17	17	15	17	16	16	16	18	19	18	17	18	19	18	19	19	19	18	21	20	22	18	21	21	21	20	22	22	27	25	26	29	30	0	1	2	2	0	4	10	6	6	5	10	9	10	4	12	13	13	10	13	19	17	16	18	19	19	16	21	19	28	17	28	19	20	26	25	25	26	29	35	20	20	34	30	20	35	36	32	39	26	27	35	30	45	27	43	24	30	59	48	56	0	14	1	1	2	1	1	1	1	1	1	1	1	1	1	5	2	1	1	3	1	2	1	2	1	1	2	2	2	2	1	3	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	2	1	2	1	4	2	1	2	2	1	11
43500	-403.952146315533696	-402.442964438832519	-1.509181876701194	0.000124777634235	0.000035986955024	0.288408697960444	0.533372525440477	1	2	5	3	3	5	8	7	8	7	11	8	9	9	11	13	11	13	10	14	12	13	16	13	15	13	17	12	17	17	16	15	16	17	15	16	19	18	17	19	17	19	19	18	19	20	18	21	19	22	21	19	21	21	22	23	24	25	26	25	28	29	0	1	2	2	0	4	5	4	4	5	7	6	10	6	12	19	10	10	13	26	17	19	18	19	26	19	25	19	28	26	26	24	32	32	22	19	27	29	36	33	16	34	32	20	35	45	20	41	41	24	20	36	22	49	30	40	53	48	48	56	0	3	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	2	1	4	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	3	1	2	2	2	1	2	2	1	4	4	2	4	2	2	2	2	2	3	1	1	8
44000	-372.136506283951519	-370.533408430934230	-1.603097853017281	0.000132708343101	0.000031675707638	0.238686633395741	0.653890425951540	2	3	5	4	4	6	9	7	7	7	10	9	8	11	11	12	10	12	11	15	11	14	14	13	15	15	17	13	18	18	16	15	16	16	17	17	18	19	17	17	18	19	17	17	20	18	18	21	21	22	20	20	22	20	22	22	23	26	25	27	29	29	0	1	2	2	0	4	10	6	6	5	10	9	10	9	8	19	13	11	11	28	17	24	11	13	16	13	34	19	16	39	26	19	16	32	22	34	28	37	20	28	27	34	32	20	35	36	28	32	54	33	39	46	30	47	41	45	30	59	56	56	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	3	2	3	1	1	3	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	3	3	1	3	2	1	2	1	3	1	3	1	2	3	1	9
44500	-386.758147380384401	-384.833830073301215	-1.924317307083168	0.000113252000485	0.000017117984327	0.151149509530685	0.545185208812506	0	2	4	3	4	5	9	8	7	6	10	8	8	10	11	11	12	12	12	13	12	13	14	14	14	15	15	15	17	17	17	15	16	15	16	17	17	18	18	19	17	19	19	18	18	19	18	21	18	22	20	18	21	20	22	21	24	26	25	25	29	28	0	1	2	2	0	4	10	6	6	5	13	9	10	6	12	7	10	11	13	16	10	17	18	7	20	16	16	16	28	34	22	16	16	16	19	35	20	26	35	47	26	26	37	32	31	36	37	30	33	42	35	36	51	49	43	45	53	30	48	48	0	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	3	1	1	2	3	1	1	2	1	2	2	2	1	1	2	2	2	3	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	5	2	2	1	12
45000	-417.297254772696022	-415.549874634239188	-1.747380138456820	0.000154526272867	0.000029335271066	0.189840022162400	0.463782746160858	1	3	5	4	4	5	9	8	7	8	11	8	9	11	12	13	11	12	11	15	13	13	15	13	14	16	17	15	17	17	17	15	15	16	16	17	18	18	18	17	19	19	19	18	19	19	18	20	19	22	20	21	21	21	23	24	24	25	25	26	29	27	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	13	13	11	13	7	19	13	18	13	10	19	22	19	28	35	25	11	13	7	33	19	32	32	30	32	27	24	20	20	35	32	32	39	32	42	39	35	26	42	40	42	53	30	48	57	0	4	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	3	1	1	2	3	1	2	1	2	3	4	2	2	1	1	1	2	3	4	1	2	2	2	1	1	1	3	1	2	2	2	3	1	2	1	1	3	3	1	3	3	2	4	2	1	1	9
45500	-413.225578441021810	-411.581475599827058	-1.644102841194733	0.000120186309835	0.000026727185231	0.222381278431821	0.629422825625439	2	3	4	4	4	5	8	8	6	7	10	10	9	10	12	12	12	12	12	13	12	12	15	13	16	16	17	14	18	15	16	14	17	17	16	17	18	17	18	17	19	20	18	18	19	19	18	21	19	22	21	20	22	21	23	24	23	25	24	27	27	30	0	1	2	2	0	4	5	6	6	5	13	8	10	8	12	13	10	11	7	16	11	13	18	16	21	24	20	24	26	22	30	7	24	28	30	28	26	17	31	32	27	34	36	36	35	26	32	36	27	47	30	36	36	49	42	39	48	53	25	55	0	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	3	1	1	2	2	1	2	2	3	1	1	2	1	3	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	3	1	3	2	2	3	1	2	5	2	1	11
46000	-390.346654877857134	-388.527078060109375	-1.819576817747746	0.000089260609436	0.000015359580346	0.172075683140151	0.499602961071869	1	2	4	3	4	5	7	6	7	8	9	9	9	11	12	12	11	12	11	14	10	13	16	14	15	15	16	15	17	17	16	14	16	16	17	16	18	19	19	19	18	20	19	18	20	19	18	20	20	21	20	21	21	19	22	22	21	26	25	27	29	30	0	1	2	2	0	4	5	6	6	5	7	9	7	6	12	10	10	7	7	10	13	16	18	19	32	17	13	10	26	31	22	19	16	32	22	22	24	29	31	47	33	16	27	24	35	28	34	31	54	26	35	46	39	20	43	20	39	39	31	48	0	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	3	1	1	2	2	1	3	3	4	1	1	3	2	2	2	2	2	2	1	2	1	1	4	1	2	2	2	1	3	1	3	1	1	1	2	2	4	1	4	4	3	1	13
46500	-445.876387984126040	-443.816318569138559	-2.060069414987501	0.000130532205107	0.000016960819848	0.129935902288007	0.481103457686739	1	2	4	4	3	5	9	7	6	8	10	10	8	10	12	11	11	13	10	14	13	13	15	12	16	16	15	13	17	17	15	16	16	17	17	17	19	18	18	18	18	19	19	18	19	20	19	22	19	22	20	20	21	22	22	23	24	26	24	26	30	29	0	1	2	2	0	4	5	6	6	5	10	9	5	8	12	10	7	11	10	16	11	7	10	7	22	19	22	10	13	22	24	16	27	24	27	31	33	27	16	30	26	31	24	26	20	35	32	46	34	28	27	37	30	26	25	35	56	39	46	22	0	2	1	1	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	2	2	1	1	2	3	2	2	4	2	3	3	2	2	2	1	3	1	1	2	1	3	1	1	2	2	2	3	2	2	2	1	4	3	1	2	3	3	4	1	4	4	6	1	14
47000	-413.720524607410482	-411.995475728386793	-1.725048879023676	0.000176913039563	0.000034684895291	0.196056183178746	0.482677149649348	2	3	5	4	5	5	9	6	7	7	11	9	8	10	11	12	11	12	11	14	13	14	14	12	14	16	16	14	17	18	16	15	16	16	13	18	18	19	18	18	18	17	18	19	19	20	18	21	21	23	20	20	22	22	22	23	23	26	26	27	29	29	0	1	2	2	0	4	10	6	6	5	10	9	10	6	12	19	13	11	13	19	17	17	18	19	24	19	28	16	22	22	22	24	16	22	24	20	42	26	16	25	28	28	28	26	43	36	16	30	32	30	32	45	19	17	27	19	45	36	47	59	0	1	1	1	2	1	1	1	1	1	2	1	2	1	1	3	1	1	2	1	1	2	2	1	1	1	1	4	1	1	2	3	1	2	2	1	1	2	1	2	2	1	2	2	2	1	1	1	3	1	3	2	3	1	5	5	3	6	2	4	3	1	1	14
47500	-388.310251130717177	-386.582878309236435	-1.727372821480737	0.000135146212983	0.000026406363871	0.195391075250899	0.634964489749816	0	3	5	4	5	5	9	7	7	7	11	10	9	10	11	13	12	10	11	13	13	14	16	14	16	16	15	15	17	18	15	15	16	16	16	18	17	18	19	19	17	19	18	16	18	18	19	21	19	23	19	20	21	21	22	23	23	27	24	24	30	28	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	19	19	10	7	17	17	20	18	7	20	32	19	19	26	35	20	16	16	28	22	26	32	28	36	33	27	43	24	27	33	20	33	51	41	55	20	46	39	49	47	53	40	48	31	40	0	3	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2	3	4	3	1	8
48000	-400.525396213109047	-398.914511775619474	-1.610884437489556	0.000133921397922	0.000031524878434	0.235398367428032	0.612368607974918	1	2	3	3	3	6	9	5	7	6	8	8	8	11	11	13	10	13	11	15	13	13	16	14	16	14	17	13	16	17	15	14	15	17	15	17	16	18	18	17	19	18	19	18	19	19	18	21	20	23	19	19	22	21	21	23	24	27	25	27	28	30	0	1	2	2	0	4	5	4	8	5	10	6	10	4	12	19	13	10	13	28	19	19	10	22	19	19	28	19	26	31	32	19	22	24	22	35	28	25	26	33	40	28	28	28	22	25	40	39	25	55	34	42	45	41	42	48	53	59	48	59	0	1	1	1	1	1	1	1	3	1	2	2	1	1	1	3	1	1	1	3	2	1	1	2	4	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	3	2	2	1	2	3	1	1	1	2	1	2	1	1	1	2	1	1	11
48500	-362.128959230832209	-360.227598957388125	-1.901360273444072	0.000111404479172	0.000017304979142	0.155334680170571	0.590311806879564	1	2	4	4	3	5	8	7	7	6	10	9	9	11	11	12	12	12	12	15	12	14	14	13	15	15	16	14	18	18	16	15	17	16	16	17	19	17	19	19	18	19	18	17	19	19	18	21	20	23	21	20	21	21	21	23	23	27	24	24	29	29	0	1	2	2	0	4	10	6	6	5	10	9	10	8	12	11	13	11	11	13	11	17	18	11	19	19	19	16	20	35	16	13	34	24	22	22	27	28	35	41	32	34	16	20	35	22	33	35	41	55	45	46	39	49	20	30	53	59	48	56	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	3	1	1	1	2	2	2	2	1	2	1	3	3	1	2	1	2	1	1	3	1	2	2	3	1	2	2	1	3	1	1	2	1	1	1	3	3	1	1	2	1	1	12
49000	-392.889269060566562	-391.099814334105645	-1.789454726460918	0.000142829468799	0.000025579906070	0.179094036304306	0.626756668664750	1	3	4	4	4	5	8	7	7	8	10	10	9	9	11	12	10	11	10	14	12	14	13	13	15	15	17	15	17	17	15	14	13	16	14	17	19	18	18	18	18	19	19	18	19	18	18	19	21	22	19	21	20	21	23	23	22	27	25	27	29	30	0	1	2	2	0	4	5	6	6	5	5	9	10	3	9	19	7	11	13	16	17	19	18	19	20	16	16	19	20	32	35	19	19	32	21	22	27	28	30	27	27	34	34	32	35	36	33	40	41	42	35	36	47	27	42	45	53	59	45	56	0	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	2	1	3	1	2	2	2	2	1	1	2	2	1	1	3	2	1	11
49500	-458.026886927393264	-456.355072528210485	-1.671814399182780	0.000178702076629	0.000037993339419	0.212607151163975	0.491464093242081	2	3	4	4	4	5	9	8	7	8	10	9	8	10	11	12	11	11	11	15	12	14	15	14	15	15	17	12	18	18	15	16	16	14	17	17	18	17	16	18	15	19	17	19	19	20	17	21	21	23	20	19	21	20	22	23	23	25	25	25	29	29	0	1	2	2	0	3	5	4	6	5	10	3	5	3	9	11	11	11	10	16	13	17	10	7	5	17	20	10	38	25	10	20	17	10	20	41	27	31	16	39	28	20	20	32	20	47	17	16	26	21	35	33	42	20	37	13	53	39	25	48	0	1	1	1	1	1	1	1	3	2	1	1	1	2	1	5	1	2	1	1	2	1	2	1	4	2	4	2	1	2	1	2	4	1	3	3	2	1	1	1	2	2	2	2	1	1	2	2	3	3	2	5	1	2	1	3	1	6	1	5	5	3	1	10
50000	-417.737974584492463	-415.860906625944324	-1.877067958548127	0.000178065619514	0.000028489039069	0.159991800474160	0.607342888720686	1	4	3	4	4	5	9	8	7	7	10	9	9	10	12	12	11	12	10	15	13	14	15	13	13	15	15	14	17	16	16	16	16	16	17	17	18	18	18	18	15	19	17	17	18	20	18	21	18	22	19	20	20	21	23	24	23	26	25	26	30	31	0	3	1	3	0	4	10	6	4	5	5	9	5	6	12	19	19	11	7	25	19	11	13	19	17	16	21	10	16	41	22	19	16	19	22	27	34	24	11	33	13	16	32	32	35	36	32	16	33	41	41	47	39	40	41	30	42	59	45	59	0	39	1	1	1	1	1	1	1	2	1	2	3	1	2	1	2	1	1	1	1	1	2	1	2	2	1	2	1	3	2	1	1	2	1	2	1	1	1	2	5	1	3	4	1	1	1	2	2	4	1	4	1	1	1	1	5	3	1	1	3	1	1	5
50500	-431.280880596909242	-429.412225233687423	-1.868655363221827	0.000206539941438	0.000033389873730	0.161663034748826	0.550537494673878	0	3	2	3	4	5	8	8	7	8	10	10	8	10	11	13	11	11	11	14	13	12	15	13	16	14	15	15	17	17	16	15	16	16	15	17	18	18	19	19	19	19	17	18	19	19	18	22	20	22	20	21	22	21	23	24	24	27	24	24	28	31	0	3	1	3	0	4	5	6	6	5	7	8	5	3	12	17	7	7	13	21	7	13	10	13	28	17	21	26	16	35	16	19	28	28	7	35	16	29	30	22	31	34	20	27	35	16	33	26	41	51	37	30	36	24	50	27	26	48	43	39	0	57	1	1	1	1	1	1	2	2	1	3	1	1	1	3	1	2	1	2	1	1	2	2	4	2	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	3	1	1	2	2	2	3	1	4	1	1	2	1	2	3	1	4	5	2	3	3	1	4
51000	-419.087347564252980	-417.226195897676917	-1.861151666576088	0.000175358037969	0.000028614981271	0.163180322969850	0.616107138819078	2	3	5	4	5	5	8	6	7	7	11	8	7	10	11	11	12	13	12	14	12	13	15	13	15	14	16	14	17	18	15	15	16	17	16	18	18	16	17	18	19	20	17	19	19	19	17	21	19	20	20	21	21	22	22	24	23	24	26	25	28	27	0	1	2	2	0	4	10	6	8	5	10	6	5	6	12	13	7	11	10	24	13	19	11	21	24	13	10	24	26	39	22	24	20	24	28	33	43	26	25	20	32	24	20	26	35	43	33	30	32	25	31	34	50	51	40	50	48	52	48	35	0	3	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	3	1	3	1	3	1	1	3	5	1	2	1	1	1	1	2	1	1	1	1	1	3	1	4	2	1	1	1	1	1	2	3	2	2	1	1	1	2	1	2	3	3	1	10
51500	-424.637219734080816	-422.800140844796147	-1.837078889284655	0.000124546511551	0.000020951955731	0.168225954063605	0.469726132063402	1	3	4	4	4	5	9	6	8	7	9	9	8	10	11	12	12	13	10	14	13	14	14	12	15	15	15	15	17	15	17	15	16	17	16	18	18	17	19	17	17	19	17	19	19	18	17	20	19	21	19	21	21	21	23	21	22	27	25	26	29	29	0	1	2	2	0	4	10	4	6	5	5	9	10	4	12	11	19	7	11	19	10	24	18	19	16	24	13	10	32	20	22	16	16	21	32	35	27	27	30	20	27	26	25	20	25	35	7	42	20	20	40	28	39	49	27	32	56	59	53	47	0	3	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	2	1	2	1	2	3	1	1	1	1	2	3	4	1	1	2	2	3	1	1	1	2	2	2	2	1	2	2	2	3	2	4	1	1	3	1	2	1	1	4	2	1	1	3	4	1	12
52000	-411.978272335715928	-410.265802086396434	-1.712470249319470	0.000126382500570	0.000025242860783	0.199733829199413	0.556965029973121	0	2	4	3	4	5	7	8	6	8	10	9	8	11	11	13	11	12	11	15	12	14	16	14	14	15	16	14	15	18	16	16	17	15	16	17	18	18	18	17	19	19	18	19	20	20	16	21	20	23	21	21	21	21	21	22	22	26	25	27	30	28	0	1	1	2	0	4	5	6	6	5	5	9	5	6	12	19	13	10	11	11	11	19	18	19	16	16	16	19	28	22	22	13	24	13	20	26	27	34	22	27	33	24	33	32	35	22	11	28	41	48	28	34	39	49	25	34	45	56	48	56	0	1	1	1	1	1	1	1	2	2	1	2	3	2	2	4	1	1	1	2	1	3	1	1	3	2	1	1	1	2	1	2	1	3	2	4	1	1	1	1	1	1	1	2	1	2	2	3	2	4	1	2	2	3	2	1	4	4	2	2	2	2	1	13
