step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14
39000	-85.639283354166992	-92.494771305126363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672312260115823	3	4	5	5	7	7	4	9	8	10	11	12	13	17	0	1	1	1	4	1	1	6	5	6	5	5	11	13	1	1	1	1	1	2	1	1	1	1	2	2	1	2
39500	-98.914107196100673	-105.769595147060045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677304823233623	3	6	4	5	7	6	5	6	8	11	12	11	14	16	0	1	1	1	4	1	1	1	2	5	5	5	12	12	1	2	1	1	1	1	1	2	1	3	3	3	2	2
40000	-88.001176357401164	-94.856664308360536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667833050830388	2	4	5	5	7	6	6	8	6	10	10	12	15	17	0	1	1	1	4	2	2	1	4	2	5	5	12	13	1	1	1	2	1	1	1	2	1	3	2	3	2	1
40500	-100.048380366466603	-106.903868317425975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776143902370273	3	5	4	4	8	5	6	8	6	10	10	12	14	17	0	1	1	1	2	1	1	2	4	7	4	5	12	13	1	1	1	1	3	1	1	2	1	1	2	2	1	1
41000	-80.612225428442670	-87.467713379402042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799474381820577	3	5	5	5	7	6	6	7	8	9	9	12	15	18	0	1	1	1	4	2	1	2	5	7	5	5	12	13	1	1	1	1	1	1	2	1	1	1	1	2	1	2
41500	-85.404906833089413	-92.260394784048785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591442576210917	3	5	5	4	7	5	5	7	9	9	11	12	15	17	0	1	1	1	4	1	1	1	5	2	5	9	12	13	1	1	1	1	1	1	2	2	2	2	2	1	2	1
42000	-93.376618457852487	-100.232106408811859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592689438928597	2	4	3	4	8	6	6	7	8	9	12	12	14	18	0	1	1	1	6	1	1	7	4	2	5	5	12	13	1	1	1	1	1	2	2	1	3	2	2	2	1	2
42500	-80.171502565658542	-87.026990516617914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569972598100181	3	5	4	5	7	7	5	8	8	9	11	12	15	18	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	2	1	2	1	2	2	2	1	1
43000	-84.009017622042492	-90.864505573001864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.935264394309902	3	4	4	5	7	5	5	8	9	10	10	11	14	17	0	1	1	1	4	2	2	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	2	1	2	1	2
43500	-86.447654798865287	-93.303142749824659	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816384064059263	3	5	5	4	7	6	5	8	9	10	10	12	14	17	0	1	1	1	4	2	1	2	5	1	1	11	11	13	1	1	1	1	2	1	1	2	1	3	4	1	2	1
44000	-82.115064148439771	-88.970552099399143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750638879179246	3	5	5	5	7	6	5	8	8	10	11	11	14	18	0	1	1	1	4	2	1	2	5	1	5	5	12	13	1	1	1	1	2	1	1	2	1	3	1	2	2	1
44500	-81.507281009621323	-88.362768960580695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726151786131973	3	5	5	5	6	5	5	7	9	10	11	12	14	17	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	2	3	2	2	1	2
45000	-84.007593152672200	-90.863081103631572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543755286157659	3	4	5	5	7	6	5	8	8	10	11	11	14	17	0	1	2	1	1	1	1	6	5	2	5	5	12	13	1	1	1	1	2	2	1	1	1	2	1	2	2	2
45500	-79.469716390631191	-86.325204341590563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700238892444759	3	5	5	5	7	7	5	9	8	10	11	13	15	17	0	1	1	1	4	7	1	2	5	2	5	11	12	13	1	1	1	1	1	1	1	2	1	2	3	1	1	1
46000	-89.104222589151064	-95.959710540110436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770070636074295	2	4	3	4	7	6	6	7	8	10	11	12	14	18	0	1	1	1	4	1	2	1	5	7	5	11	12	13	1	1	1	1	1	1	1	2	1	2	1	1	1	2
46500	-85.082475087932792	-91.937963038892164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514349213287381	3	5	4	5	7	5	6	8	9	10	10	12	14	17	0	1	1	1	4	1	2	1	5	2	4	5	12	12	1	1	1	1	1	1	1	2	1	3	2	3	1	2
47000	-80.305639504501428	-87.161127455460800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668082038519067	3	5	5	5	7	6	6	7	8	9	11	11	15	17	0	1	1	1	1	2	2	2	5	2	5	5	12	13	1	1	1	1	3	1	1	1	1	2	2	2	2	1
47500	-87.980685647437383	-94.836173598396755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603502744240889	2	6	4	4	6	6	5	7	7	11	9	12	14	17	0	1	1	1	4	1	1	7	5	2	5	11	12	12	1	2	1	1	1	1	2	1	1	2	2	3	1	2
48000	-92.206616299066241	-99.062104250025612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576636606869716	3	5	4	5	7	6	6	8	9	10	10	12	15	17	0	1	1	1	2	2	2	1	5	2	4	4	12	13	1	1	1	2	2	1	1	3	1	2	3	3	2	2
48500	-95.284063923690127	-102.139551874649499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709633550634486	2	4	4	5	7	4	6	7	9	7	10	11	13	18	0	1	1	1	4	1	1	7	5	2	7	5	12	13	1	1	1	2	1	1	2	1	1	1	2	2	1	3
49000	-87.002472797502548	-93.857960748461920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660195292853394	3	4	4	5	8	6	5	9	9	8	11	13	14	16	0	1	1	2	4	1	1	2	5	1	5	11	12	13	1	1	1	1	1	2	1	2	1	3	1	1	1	1
49500	-80.798382851009322	-87.653870801968694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747379333287459	4	5	5	5	7	7	6	8	8	9	12	12	14	17	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	2	2	2	1	2
50000	-82.362889059124925	-89.218377010084296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677300054120136	2	4	5	4	7	6	5	8	8	10	11	12	14	17	0	1	1	1	4	2	1	2	5	2	5	9	12	13	1	1	1	1	2	1	1	2	1	2	2	2	1	1
50500	-86.478428304162378	-93.333916255121750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634812957668156	2	4	3	4	6	7	5	8	8	9	11	12	14	17	0	1	1	1	4	2	1	2	5	1	5	5	12	13	1	1	1	1	1	2	2	2	1	2	2	2	1	1
51000	-90.197664369345588	-97.053152320304960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536972357549876	1	5	5	4	6	7	4	7	8	10	11	13	14	17	0	1	1	1	4	2	1	2	5	2	5	5	12	13	1	1	2	2	1	1	2	1	1	2	2	4	1	2
51500	-77.706893762598710	-84.562381713558082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733372207231364	3	5	5	5	7	6	6	8	9	10	10	12	15	17	0	1	1	1	4	1	1	2	5	2	5	11	12	13	1	1	1	1	1	1	1	1	1	3	2	1	1	1
52000	-93.096319315331016	-99.951807266290388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643601929810778	2	6	4	4	7	7	5	7	9	10	10	11	14	16	0	1	1	1	4	1	1	1	5	5	5	5	12	13	1	2	1	2	2	1	1	2	2	1	2	2	1	1
52500	-85.266692426001171	-92.122180376960543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824280685778716	3	5	4	5	7	7	6	9	8	10	11	12	14	17	0	1	1	1	4	1	3	2	5	2	5	5	12	13	1	1	1	1	1	2	1	2	1	3	2	2	1	2
53000	-82.677209816908800	-89.532697767868171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840075304295402	3	4	5	5	7	6	6	8	9	10	10	12	14	17	0	1	1	1	2	1	2	2	5	2	5	5	12	13	1	1	1	1	1	1	1	2	1	2	2	2	1	1
53500	-85.092449487612811	-91.947937438572183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647324899698422	3	4	5	5	7	6	5	8	9	8	12	12	14	18	0	1	1	2	4	1	2	1	5	1	5	5	12	13	1	1	1	1	2	1	1	2	1	2	2	2	1	2
54000	-76.498894598808860	-83.354382549768232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841553709579711	2	6	3	4	7	6	5	8	9	11	10	12	14	16	0	1	1	1	2	1	1	2	5	2	5	5	12	13	1	2	1	1	1	2	1	1	1	2	1	2	1	1
54500	-80.604160398530624	-87.459648349489996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532048611620109	3	5	4	4	7	7	5	9	8	10	11	12	14	18	0	1	1	1	4	2	1	2	5	1	5	5	12	13	1	1	1	1	2	1	1	2	1	3	2	3	1	3
55000	-77.546947467761768	-84.402435418721140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696954413812410	3	5	4	5	7	6	6	9	8	9	11	12	14	16	0	1	1	1	4	2	1	2	5	2	5	11	12	13	1	1	1	1	1	1	2	2	1	2	2	1	1	1
55500	-75.234060993220794	-82.089548944180166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733374639370584	2	6	4	4	7	7	5	9	8	10	11	12	14	15	0	1	1	1	2	2	1	2	5	2	5	11	12	13	1	2	1	1	1	1	2	1	1	2	2	1	1	1
56000	-92.052017495362520	-98.907505446321892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806292981369929	2	4	4	5	8	7	5	9	9	10	9	11	14	17	0	1	1	2	4	2	1	1	5	1	5	5	12	13	1	1	1	1	2	1	2	2	1	4	1	1	2	2
56500	-77.869031170297035	-84.724519121256407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784238826310223	3	6	5	5	8	6	5	8	9	7	11	11	14	16	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	2	1	1	1	2	1	1	1	1	1	2	2	1
57000	-80.434775595865744	-87.290263546825116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593792246737139	3	5	4	5	7	6	6	8	8	9	10	12	14	16	0	1	1	1	4	1	1	2	5	1	5	11	12	13	1	1	1	1	1	2	1	1	1	2	2	1	1	1
57500	-78.190253808471468	-85.045741759430840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766984133928559	3	5	5	4	8	6	5	8	9	9	10	11	15	17	0	1	1	1	4	2	1	2	5	2	5	5	12	13	1	1	1	1	2	1	1	1	1	2	1	2	3	1
58000	-82.606896449170961	-89.462384400130333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.825272017609137	3	6	4	4	6	6	5	8	9	10	10	13	14	17	0	1	1	1	4	1	1	2	5	2	5	11	12	13	1	1	1	1	1	2	1	1	2	2	2	2	1	2
58500	-85.935293740911234	-92.790781691870606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613594115761866	3	6	4	5	8	6	5	8	9	9	11	11	14	18	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	3	1	1	1	2	1	2	1	2
59000	-82.690435075183316	-89.545923026142688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868493010088104	3	5	5	4	8	6	4	8	9	8	11	12	15	17	0	1	1	1	4	1	1	1	5	1	5	5	12	13	1	1	1	1	2	2	1	2	1	2	1	2	1	1
59500	-85.423436175407730	-92.278924126367102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698974253075545	3	5	4	5	7	7	6	8	9	11	10	10	15	18	0	1	1	1	4	2	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	4	1	2	2	2
60000	-79.147664926469702	-86.003152877429073	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.950113855449753	2	6	4	3	7	7	5	8	8	8	10	12	14	17	0	1	1	1	4	2	1	2	5	2	5	11	12	13	1	2	1	1	2	1	1	1	1	1	2	2	1	1
60500	-79.763149911800880	-86.618637862760252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642766857495242	2	5	5	4	7	6	6	8	9	10	11	13	15	17	0	1	1	1	2	1	1	7	5	2	5	5	12	13	1	2	2	1	1	2	2	1	1	3	2	3	1	1
61000	-89.831525956234216	-96.687013907193588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656712951913134	2	5	4	3	6	7	6	8	8	9	9	12	15	18	0	1	1	1	4	2	1	5	5	2	5	11	12	13	1	2	1	1	1	1	1	1	1	2	2	2	2	2
61500	-81.365809373332453	-88.221297324291825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661182473399259	2	4	4	4	7	6	6	8	9	9	11	12	15	17	0	1	1	1	4	2	2	2	5	2	5	5	12	13	1	1	1	1	1	1	1	2	1	2	3	3	2	1
62000	-81.921360858918945	-88.776848809878317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553565515155670	3	5	4	5	7	6	5	7	9	10	11	12	15	18	0	1	1	1	2	1	1	1	5	2	5	5	12	13	1	1	1	1	1	2	1	2	1	2	2	2	1	1
62500	-85.045262981014019	-91.900750931973391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814689654334514	3	6	5	4	7	7	5	8	8	10	11	11	15	18	0	1	1	1	4	2	1	1	5	5	5	5	12	13	1	2	1	1	2	1	1	2	1	2	2	2	1	2
63000	-91.658125731856913	-98.513613682816285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635111829807602	2	4	4	4	8	6	6	9	9	11	11	12	14	17	0	1	1	1	4	2	1	1	5	2	5	5	12	13	1	1	1	1	1	2	2	3	1	5	2	2	1	2
63500	-92.629605023782901	-99.485092974742273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466475295370364	3	4	5	5	6	7	6	8	9	10	11	12	14	17	0	1	1	1	4	1	1	2	5	2	5	9	12	11	1	1	1	1	1	2	2	2	2	2	3	2	1	3
64000	-86.497415885924596	-93.352903836883968	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546520957430473	2	4	4	4	8	6	5	8	9	10	11	11	15	18	0	1	1	1	4	2	1	2	5	2	5	5	5	13	1	1	1	1	2	1	2	1	1	3	2	1	4	2
64500	-87.386331443941927	-94.241819394901299	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710299709714767	3	6	5	5	7	6	5	8	8	11	12	11	13	18	0	1	1	1	4	1	1	6	5	7	5	5	12	13	1	1	1	1	1	2	1	1	1	3	2	2	1	2
65000	-81.960338996384309	-88.815826947343680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892274148612390	3	5	4	5	7	4	6	8	8	9	10	11	13	16	0	1	1	1	4	1	1	2	5	2	5	11	12	13	1	1	1	1	1	1	1	1	1	2	1	1	1	1
65500	-82.760136454904412	-89.615624405863784	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555915660666080	3	5	5	5	7	6	4	8	8	10	11	12	14	18	0	1	1	1	4	1	1	2	5	1	5	5	12	12	1	1	1	1	1	1	1	2	1	4	2	3	1	2
66000	-85.709451294145182	-92.564939245104554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878066193409842	2	4	5	3	6	7	5	7	8	10	11	12	14	16	0	1	1	1	4	2	1	2	5	7	5	11	12	13	1	1	1	1	1	1	2	2	1	2	2	1	1	1
66500	-79.665820449575563	-86.521308400534934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740841684602713	3	5	5	4	7	6	6	8	9	9	10	11	15	17	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	2	1	2	1	2	2	1
67000	-87.741232873232164	-94.596720824191536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651540731312098	3	4	4	5	7	6	5	8	9	10	11	11	13	16	0	1	1	1	4	4	2	1	5	2	5	5	12	13	1	1	1	2	1	1	1	3	1	2	2	2	1	2
67500	-82.468963115859921	-89.324451066819293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692077493753187	3	5	4	5	6	4	5	7	8	9	12	12	14	17	0	1	1	1	4	1	1	2	5	2	5	5	12	12	1	1	1	1	1	1	1	1	1	2	2	3	1	2
68000	-81.916739568516334	-88.772227519475706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696069574430814	3	5	4	5	6	6	5	8	8	11	11	11	14	16	0	1	1	1	4	2	1	1	5	2	5	5	12	13	1	1	1	1	1	1	1	2	1	2	2	3	1	1
68500	-83.706237198822095	-90.561725149781466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735309112781601	2	4	5	4	7	6	4	8	8	10	12	12	14	17	0	1	1	1	4	1	1	2	5	2	5	5	12	12	1	1	1	1	2	2	1	2	1	3	2	3	1	2
69000	-87.696095172793306	-94.551583123752678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482223468375025	1	4	4	5	7	6	5	8	9	8	11	11	14	18	0	1	1	2	4	1	1	1	5	2	5	5	12	13	1	2	1	1	2	2	2	4	1	2	2	2	2	2
69500	-81.021190451921115	-87.876678402880486	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591932441803047	2	5	5	4	7	4	3	8	8	7	11	12	14	16	0	1	1	1	4	1	1	2	5	2	5	11	12	13	1	2	1	1	2	1	1	1	1	1	2	1	1	1
70000	-82.291090281720741	-89.146578232680113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560547330417808	3	5	5	5	7	7	6	8	8	10	12	12	14	17	0	1	1	1	1	2	1	2	5	2	5	5	12	13	1	1	1	1	3	1	1	2	1	2	2	2	1	1
70500	-95.081026876671217	-101.936514827630589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608696349917503	2	4	5	4	8	6	5	9	8	10	12	10	14	18	0	1	1	1	6	1	1	7	7	6	5	5	12	13	1	1	2	1	1	3	2	3	1	2	2	1	2	2
71000	-87.790507538740840	-94.645995489700212	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494019518313747	3	5	5	4	7	5	6	8	8	10	10	12	15	16	0	1	1	1	4	1	1	2	5	2	5	11	12	12	1	1	1	1	1	1	1	2	1	3	2	1	2	2
71500	-83.544296171357530	-90.399784122316902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849168392078869	3	6	4	4	7	6	5	8	8	8	12	13	14	16	0	1	1	1	4	1	1	2	5	1	5	11	12	13	1	1	1	1	2	1	1	1	1	2	2	1	1	2
72000	-88.244272913889517	-95.099760864848889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551183834991255	2	4	4	4	6	6	4	7	7	9	10	12	13	16	0	1	1	1	4	2	1	1	5	2	5	5	12	12	1	1	1	1	1	1	1	2	1	2	2	2	1	2
72500	-76.997217086638216	-83.852705037597588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818095464299833	3	5	5	5	6	6	5	7	8	10	11	13	15	17	0	1	1	1	2	2	1	2	5	1	5	11	12	13	1	1	1	1	1	1	1	1	1	3	2	1	1	1
73000	-87.478610829431773	-94.334098780391145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748613372923254	2	4	5	4	7	6	4	9	9	9	11	11	13	17	0	1	1	1	4	2	1	3	5	2	5	5	12	13	1	1	3	1	1	1	1	2	1	2	1	2	1	2
73500	-85.866247975578446	-92.721735926537818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682057397872206	3	5	5	5	7	6	5	7	8	9	12	10	14	17	0	1	1	1	4	1	1	1	5	6	5	5	12	13	1	1	1	1	1	2	1	2	1	2	2	1	1	2
74000	-88.271725059587737	-95.127213010547109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688276572202442	3	5	4	5	8	6	5	8	9	10	10	11	13	16	0	1	1	1	4	1	1	2	4	1	5	5	12	13	1	2	1	2	1	1	1	2	1	3	1	1	1	2
74500	-89.625729298429576	-96.481217249388948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674956678785124	3	5	4	5	7	5	5	7	9	8	9	12	13	18	0	1	1	1	1	1	1	1	5	1	5	5	12	12	1	1	1	2	2	1	1	2	1	2	1	2	1	2
75000	-83.127775619116306	-89.983263570075678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750612808914436	3	5	5	4	7	7	6	8	9	10	10	12	14	16	0	1	1	1	4	2	1	1	5	7	5	5	12	13	1	1	1	1	2	2	2	2	1	1	2	2	1	1
75500	-84.937830418433023	-91.793318369392395	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829041050398322	3	5	5	5	7	5	5	8	9	9	11	9	14	16	0	1	1	1	4	1	1	1	5	5	5	5	12	13	1	1	1	1	2	1	1	2	2	1	2	1	2	1
76000	-82.927615923760271	-89.783103874719643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848858025930934	3	5	5	4	7	6	5	7	9	9	12	11	14	16	0	1	1	1	4	2	1	1	5	8	5	5	12	13	1	1	1	1	1	1	1	2	1	1	2	2	1	1
76500	-82.975985873538633	-89.831473824498005	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684924096722394	3	4	5	4	7	7	6	8	8	9	11	12	14	18	0	1	1	1	4	1	2	5	5	1	5	5	12	13	1	1	1	1	2	2	1	1	1	3	1	2	1	2
77000	-74.189665443489829	-81.045153394449201	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702162507759249	3	5	5	4	8	7	5	8	9	10	11	12	14	17	0	1	1	1	4	2	1	2	5	5	5	5	12	13	1	1	1	1	2	1	1	1	1	1	2	2	1	1
77500	-84.536611967585188	-91.392099918544560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.882533902990592	3	5	5	4	7	7	6	7	8	10	10	11	14	16	0	1	1	1	2	2	2	2	5	1	5	5	12	13	1	1	1	1	1	1	1	1	1	2	1	3	2	1
78000	-81.633693124850623	-88.489181075809995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.874499347692209	3	5	5	5	8	7	5	8	9	8	12	13	15	16	0	1	1	1	4	2	1	2	5	2	5	11	12	13	1	1	1	1	1	1	1	1	1	2	1	1	1	1
78500	-87.319805404706770	-94.175293355666142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586469680920860	3	5	4	5	7	6	5	9	7	11	11	12	13	18	0	1	1	1	4	2	1	1	4	2	5	5	12	12	1	1	1	1	1	1	1	2	1	3	2	2	1	3
79000	-83.793135562264780	-90.648623513224152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859242230233838	3	4	4	5	7	6	5	6	9	10	11	12	15	18	0	1	1	1	4	2	2	2	5	2	5	11	11	13	1	1	1	1	1	1	1	1	1	3	3	1	2	1
79500	-76.534665691888932	-83.390153642848304	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.934630063047752	3	5	4	4	7	6	5	7	8	9	11	12	14	16	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	1	2	2	1	1
80000	-83.085924419088130	-89.941412370047502	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595595290120032	3	6	5	5	7	6	6	8	8	10	12	11	15	17	0	1	1	1	4	1	1	1	5	2	5	5	12	13	1	1	1	1	1	2	2	3	1	2	3	2	2	1
80500	-83.597614840634080	-90.453102791593452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837822946652866	4	6	5	5	6	6	6	8	9	8	11	11	14	16	0	1	1	1	4	1	1	2	5	1	5	5	12	13	1	1	1	1	1	1	1	1	1	1	2	2	2	1
81000	-91.837380211409098	-98.692868162368470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716454453982558	2	4	4	5	7	6	6	8	9	10	11	11	14	17	0	1	1	1	2	2	2	4	5	2	5	4	12	13	1	1	1	2	1	1	1	1	1	2	1	2	1	3
81500	-89.089434009381549	-95.944921960340920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658744924446789	2	4	4	4	7	6	5	7	9	11	11	12	14	18	0	1	1	1	4	2	1	2	5	2	5	9	12	13	1	1	1	1	1	1	1	1	2	3	3	2	2	2
82000	-83.540694884831851	-90.396182835791222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847192331926367	3	5	4	5	7	6	5	8	8	7	11	12	13	17	0	1	1	1	4	2	1	2	5	1	5	11	12	13	1	1	1	1	2	1	1	1	1	2	1	1	1	2
82500	-83.375244606725346	-90.230732557684718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806549660736192	3	4	5	5	7	5	6	8	8	9	11	12	14	17	0	1	2	2	4	1	2	2	5	2	5	11	12	12	1	1	1	1	1	1	1	2	1	2	2	1	1	2
83000	-79.962984520620353	-86.818472471579724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726039231878765	3	5	5	4	7	5	5	6	8	9	11	12	14	17	0	1	1	1	4	1	1	2	5	5	5	11	12	13	1	1	1	1	2	2	1	1	1	1	2	1	1	1
83500	-93.296534803674049	-100.152022754633421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633530310108446	2	5	4	5	7	7	5	8	8	11	10	11	14	17	0	1	1	1	2	1	1	2	2	2	5	5	12	13	1	1	1	1	1	2	1	2	2	2	2	2	2	2
84000	-77.420298072583037	-84.275786023542409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868970112666058	3	5	5	4	8	6	5	8	9	10	11	11	15	17	0	1	1	1	2	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	2	1	1	2	1
84500	-84.257632782834349	-91.113120733793721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869318150428046	3	6	4	4	6	6	5	9	8	11	11	13	15	16	0	1	1	1	4	1	1	2	5	2	2	11	12	13	1	1	1	1	1	2	1	1	1	2	2	1	1	1
85000	-91.418010136432997	-98.273498087392369	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646675909397677	3	6	5	5	7	4	4	8	9	10	11	12	13	16	0	1	1	1	4	1	1	4	5	2	9	5	12	13	1	1	1	2	1	1	1	1	2	2	1	2	1	2
85500	-96.202325347308118	-103.057813298267490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752573230269707	1	5	4	4	6	7	6	8	7	10	12	11	14	17	0	1	1	1	2	1	2	2	5	6	5	4	11	13	1	3	2	2	1	3	1	2	1	2	2	3	1	1
