step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
11000	-375.543066830802331	-373.176116123148120	-2.366950707654230	0.000110128093681	0.000010654446544	0.096745945448553	0.681132356910714	0	1	2	4	2	5	6	6	8	8	8	9	10	8	10	9	12	10	10	9	11	11	12	11	10	11	13	14	11	12	13	12	14	17	14	14	16	16	16	16	18	18	16	19	17	17	19	18	20	20	22	21	20	21	22	22	23	24	24	26	26	27	28	30	30	32	33	32	30	32	33	37	0	1	2	2	2	5	4	4	6	7	7	7	11	8	6	4	9	10	11	7	7	16	12	16	9	0	21	22	0	26	22	29	30	27	16	31	36	30	35	27	37	0	0	41	29	27	37	46	41	0	41	49	44	42	49	52	52	56	56	59	59	59	60	62	60	62	62	62	62	69	69	71	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	3
11500	-384.282607659188272	-382.267423258545080	-2.015184400643213	0.000103004623759	0.000014045344875	0.136356450447726	0.676089439869981	-1	1	2	3	5	6	7	7	7	7	9	8	9	8	8	9	12	10	10	10	11	11	11	12	11	11	13	12	10	12	14	14	13	17	14	13	14	15	16	14	17	18	17	19	18	17	18	19	19	19	22	21	20	23	22	23	22	24	25	28	26	27	28	30	29	31	33	33	32	33	35	37	0	1	2	2	4	2	4	5	5	6	7	7	12	6	5	15	11	10	11	7	7	16	7	16	15	0	21	16	0	26	36	29	26	40	28	28	36	30	35	21	37	0	0	37	26	13	37	21	41	0	53	44	49	50	49	52	52	56	56	59	59	59	59	60	61	65	64	64	66	66	66	71	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	3	4	2	3	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1
12000	-363.275614508392891	-360.765460088241809	-2.510154420151105	0.000109189083465	0.000009350416237	0.085635083109503	0.744354345373249	0	2	3	3	4	5	6	7	6	8	9	9	8	9	7	8	12	10	11	8	10	10	10	10	10	9	12	12	12	12	15	13	13	17	15	14	16	16	16	16	18	18	16	17	18	16	18	19	20	20	21	21	19	22	20	23	22	24	25	27	26	26	29	30	29	33	33	31	32	32	35	36	0	1	2	2	2	5	4	6	6	7	7	7	7	8	9	9	25	10	11	7	7	16	13	16	9	0	21	22	0	26	36	29	30	46	28	28	36	30	28	12	44	0	0	31	33	21	37	34	44	0	41	37	37	50	44	52	52	56	56	62	59	59	60	62	59	70	68	64	64	64	69	66	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1
12500	-413.702060270140692	-411.747963254874207	-1.954097015266461	0.000110777189560	0.000016174266460	0.146007192677065	0.543474691876060	-1	0	2	2	4	5	7	7	6	8	10	9	9	9	10	8	11	10	9	9	10	11	11	12	11	10	12	13	11	13	13	13	14	15	14	14	16	16	17	16	17	18	18	18	18	16	18	19	19	20	21	21	21	22	21	24	23	24	23	28	25	29	27	30	28	31	33	30	31	33	33	38	0	1	2	2	2	5	5	6	6	7	19	7	7	8	5	5	9	10	5	7	7	16	13	16	12	0	21	22	0	26	22	29	30	27	31	28	31	30	28	12	37	0	0	36	38	21	37	27	37	0	37	44	41	42	44	52	44	51	52	58	58	58	57	59	56	65	59	65	65	64	65	71	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	3	2	3	1	3	2	1	2	2	2	2	2	2	3	2	1	2	1	3	2	5	2	2	4	1	2	1	3	2
13000	-350.503710685225656	-348.424863710736531	-2.078846974489110	0.000103861983698	0.000013231921268	0.127399080947007	0.727914550020689	-1	1	3	4	3	5	7	8	7	9	9	9	9	9	9	9	11	8	11	10	10	11	11	12	10	9	11	13	11	12	14	13	14	15	14	15	16	17	16	15	17	18	17	18	18	16	18	19	19	19	21	20	20	23	21	24	21	24	25	27	25	28	28	30	30	33	33	32	31	32	35	37	0	1	2	2	2	5	4	6	6	18	18	18	7	6	9	8	15	7	11	12	12	16	13	16	8	0	21	22	0	26	22	29	30	27	22	28	31	33	31	21	37	0	0	37	33	27	41	34	41	0	41	49	44	50	49	52	44	52	56	59	58	59	60	62	59	69	64	62	62	62	66	66	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	2	3	1	3	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	2
13500	-359.788705726016076	-358.007819366201431	-1.780886359814671	0.000105733025410	0.000019157596930	0.181188392703817	0.764052875663455	-1	1	3	4	5	6	6	8	7	9	9	8	9	7	9	9	11	7	10	11	11	10	11	11	9	9	12	12	10	11	14	14	13	15	14	15	16	15	16	16	17	17	17	19	18	16	18	19	19	20	21	21	20	23	21	23	22	24	25	26	26	28	29	30	29	31	33	31	32	33	33	36	0	1	2	2	2	4	4	6	5	18	18	7	7	6	8	9	9	7	11	12	4	16	13	16	5	0	21	16	0	26	28	33	30	21	28	31	31	30	35	27	37	0	0	41	38	27	41	46	37	0	41	49	37	50	49	52	52	56	56	59	59	59	59	62	59	62	64	65	66	66	62	69	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2
14000	-373.023444719038196	-370.734841054855451	-2.288603664182755	0.000100371952976	0.000010419236641	0.103806255947850	0.730503030642755	-1	1	3	3	5	5	7	7	7	8	9	10	9	8	9	9	11	10	11	11	10	12	11	11	9	9	13	13	10	12	15	14	14	16	15	14	17	17	15	16	17	18	15	19	18	17	19	18	19	20	21	21	20	23	22	23	23	24	24	27	26	29	28	31	29	32	33	33	30	32	34	37	0	1	2	2	4	2	4	6	5	7	7	7	7	6	9	14	9	10	21	12	13	16	13	16	9	0	21	22	0	26	36	29	30	13	22	22	22	33	28	19	36	0	0	41	38	27	41	40	41	0	37	49	49	50	53	52	52	56	56	59	59	59	60	60	61	65	63	64	65	69	69	71	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	3	2	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	3	1	2	2	2	3	1	1	1	2	1
14500	-380.343036644887377	-378.306027533294582	-2.037009111592801	0.000100304612909	0.000013357489012	0.133169239423149	0.667494838547196	-1	1	2	3	3	5	7	7	7	8	9	9	10	8	9	8	12	10	11	10	10	11	9	11	9	10	12	13	10	13	14	13	13	17	13	13	16	16	17	16	17	18	17	19	17	17	19	20	18	20	21	20	20	23	21	23	23	25	25	28	26	28	28	30	28	31	34	30	31	30	35	36	0	1	2	2	2	5	4	5	6	7	7	7	23	8	8	8	9	10	11	7	7	16	7	16	9	0	21	22	0	26	36	29	26	27	22	22	36	30	35	27	37	0	0	37	38	13	37	46	37	0	37	47	47	42	47	52	51	56	56	59	59	59	59	63	59	62	64	62	62	65	69	69	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	2	1	3	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	4
15000	-360.394440203548641	-358.395661348231613	-1.998778855317019	0.000111136195431	0.000015429993024	0.138838593168515	0.703124998065836	-2	1	2	3	4	5	6	9	7	8	9	9	8	8	9	7	11	10	10	10	11	11	11	11	10	11	13	13	11	12	15	13	14	16	14	14	16	17	17	16	17	18	18	19	19	17	19	19	19	20	21	21	19	22	18	23	22	24	24	28	26	28	28	30	28	32	33	30	31	32	35	37	0	1	2	2	2	2	6	14	5	7	10	7	7	6	9	5	9	10	11	7	20	16	11	16	6	0	19	22	0	26	36	29	26	21	28	22	31	30	35	27	37	0	0	41	33	27	41	27	55	0	37	49	37	42	37	52	51	56	56	59	59	59	59	59	59	64	64	65	65	62	66	71	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2	1	1
15500	-351.358829067558759	-349.577118092166188	-1.781710975392543	0.000092321758140	0.000016708839045	0.180984844547488	0.765203047684624	-1	2	3	4	4	5	6	8	8	8	9	9	9	9	9	9	12	10	11	10	10	10	11	12	10	10	13	12	11	12	15	13	14	14	15	14	16	14	14	17	17	18	17	18	18	15	18	19	19	20	21	21	19	22	21	23	23	25	25	28	26	28	28	31	30	33	33	32	32	32	35	37	0	1	2	2	2	5	4	6	6	7	7	7	7	8	6	5	15	10	11	7	13	16	12	16	9	0	21	22	0	26	36	29	30	27	39	28	31	30	28	34	37	0	0	41	38	11	37	34	31	0	41	49	37	50	49	52	52	56	56	59	59	59	59	59	63	69	65	62	65	65	69	71	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	2	1	2	1	1	1	1	1	1	2	1	2	1	3	1	1	1	2	1	1	1	1
16000	-372.108685092660949	-369.593963519617887	-2.514721573043065	0.000124153939991	0.000010592013527	0.085313551285463	0.778154934013390	-1	1	2	4	4	5	7	9	7	8	9	8	9	7	10	8	11	10	9	10	9	10	11	11	10	10	12	12	12	13	15	13	14	16	14	13	16	16	16	17	17	19	18	18	18	17	18	17	19	20	21	21	21	23	21	23	22	24	24	26	25	28	28	29	29	31	33	32	31	32	32	37	0	1	2	2	2	2	5	14	6	4	10	7	7	5	8	14	15	7	12	7	7	16	10	16	9	0	21	22	0	26	36	29	30	11	22	28	28	33	35	21	37	0	0	41	38	23	41	27	41	0	41	49	49	42	49	52	52	56	56	59	59	59	60	59	59	59	64	65	65	65	69	71	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	2	2	1	3	1	1	1	1	1	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	3	3	1	1	1	1	3
16500	-393.071177645038802	-390.735665452596720	-2.335512192442092	0.000104303536092	0.000010376686757	0.099485474277355	0.677838218353943	-1	1	3	3	3	6	7	7	6	7	10	8	9	7	9	8	11	9	10	11	10	10	11	11	10	11	12	12	11	12	14	13	13	15	15	15	16	17	17	16	18	18	18	18	19	17	18	19	18	20	20	21	20	22	22	22	22	24	25	26	25	28	28	30	30	32	33	32	33	33	35	37	0	1	2	2	2	5	4	2	5	6	8	10	10	5	9	6	15	10	7	13	12	16	13	16	6	0	21	22	0	26	28	29	30	21	28	31	31	33	28	23	37	0	0	36	38	7	37	34	37	0	37	51	44	42	37	52	52	56	56	59	52	59	60	60	59	62	62	59	62	66	66	66	1	1	1	1	1	2	2	3	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	3	3	2	1	1	1	2	1	5	1	2	2	1	2	1	2	2	2	1	1	1	2	1	2	2	1	2	2	2	3	2	2	1	1	3
17000	-405.874651195677075	-403.716267107530371	-2.158384088146704	0.000125150093284	0.000014706593424	0.117511645721733	0.753239070429441	-1	1	3	4	3	5	7	5	7	9	9	9	9	8	9	8	11	8	11	10	11	11	11	11	9	11	12	12	11	13	14	12	14	16	14	13	16	16	16	16	17	19	17	19	19	15	19	18	19	20	20	21	20	23	21	23	23	23	24	26	25	27	28	31	29	32	34	33	32	31	34	38	0	1	2	2	2	5	4	5	6	7	7	7	7	8	5	4	9	4	14	7	12	16	13	16	9	0	21	22	0	32	36	29	30	21	28	28	31	33	35	19	37	0	0	37	33	20	41	27	41	0	37	44	49	42	41	52	52	55	56	59	52	52	61	62	56	62	64	69	65	62	70	66	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	2	3	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	4	1	1	2	1	1	2	3	1	1	1	1	1	2	3	2	1	2	2	2	1	2	2	1	3
17500	-379.615940949764308	-377.372645309093798	-2.243295640670495	0.000111656739409	0.000012089016902	0.108269478099065	0.664264607819704	-1	0	2	2	4	5	6	8	7	8	9	7	8	9	9	9	11	9	11	9	10	11	11	12	9	10	12	13	11	12	15	12	13	17	15	12	16	16	16	17	17	18	16	18	18	17	18	19	19	20	21	21	20	22	19	23	23	24	25	26	25	29	28	31	29	32	33	33	32	32	34	37	0	1	2	2	2	5	5	6	5	7	12	4	7	8	9	9	15	12	21	12	7	16	13	22	9	0	21	16	0	26	36	29	30	18	28	22	28	33	22	27	37	0	0	37	38	27	31	34	41	0	37	44	49	50	41	52	52	56	58	59	56	59	60	62	56	65	65	64	56	65	66	71	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	3	2	1	1	1	2	3	1	1	1	1	2	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	1	5	2	1	2
18000	-375.751021332305413	-373.539218822344822	-2.211802509960609	0.000098419462308	0.000010979258296	0.111555763855916	0.746418329522734	-1	2	3	3	4	6	6	8	7	9	9	7	9	8	10	8	11	10	11	11	9	10	11	11	9	10	11	13	11	12	15	14	13	16	14	14	17	16	16	16	16	18	17	18	18	18	18	19	20	20	21	21	19	22	20	23	22	25	26	27	25	29	28	30	29	33	33	31	32	31	35	38	0	1	2	2	2	5	4	2	6	12	12	7	7	7	8	6	9	10	11	12	12	16	13	16	9	0	21	22	0	26	36	29	30	27	28	28	41	30	35	21	36	0	0	37	38	27	41	10	41	0	37	49	44	42	44	52	52	56	56	58	56	60	59	60	59	60	65	65	60	62	66	71	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	4	1	1	1	1	2	3	1	4	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	3	2	2	2	1	1	1
18500	-418.574334739616233	-416.503056438488500	-2.071278301127744	0.000148673330058	0.000019091373333	0.128411553880440	0.635839939913217	0	1	3	3	5	5	6	8	7	7	8	8	10	7	9	7	12	9	10	11	10	11	11	10	10	11	12	14	12	12	13	14	14	16	14	15	16	14	15	14	17	18	16	19	19	17	19	19	19	20	20	21	20	22	21	24	22	23	25	26	25	28	28	31	29	31	34	31	33	30	34	38	0	1	2	2	3	4	4	6	6	5	7	7	12	6	9	5	14	12	14	12	12	24	21	16	9	0	12	24	0	26	22	29	30	11	22	31	36	30	31	19	37	0	0	37	30	19	37	13	41	0	41	47	44	42	44	52	44	51	55	61	55	60	60	59	59	65	64	65	65	65	69	69	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	4	1	2	2	1	1	1	2	2	1	2	2	1	1	1	1	1	4	2	1	1	1	1	3	1	1	1	2	4	3	2	3	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2
19000	-376.558279427871980	-374.428472246713909	-2.129807181158050	0.000106279641995	0.000012850686753	0.120913907044410	0.784961076183731	0	1	3	3	5	6	8	7	7	8	9	9	10	9	9	8	11	9	10	11	10	11	9	11	9	11	12	13	11	13	14	14	14	17	14	15	16	16	15	14	18	18	18	19	17	17	18	16	19	21	20	21	20	22	22	22	22	24	24	26	26	29	29	28	28	31	33	30	33	31	35	37	0	1	2	2	2	5	5	6	6	5	5	10	23	8	5	5	15	10	11	12	12	16	7	16	9	0	21	22	0	26	28	29	30	13	28	31	31	33	35	27	37	0	0	41	30	27	37	40	47	0	44	49	49	50	49	52	51	56	56	59	59	56	60	59	61	65	68	62	66	65	69	69	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	4	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	2	2	2
19500	-389.599135531099648	-386.536568415906231	-3.062567115193403	0.000110774681333	0.000006289843788	0.056780518003319	0.513615581806514	-1	1	3	4	5	5	7	8	8	8	9	8	10	7	9	8	11	9	10	10	11	11	10	10	11	11	13	13	11	12	14	13	14	15	14	13	15	17	16	16	18	18	17	19	18	16	18	19	19	17	20	21	20	23	22	23	22	24	25	28	26	27	29	30	29	32	33	31	30	33	35	37	0	1	2	2	2	2	6	14	5	7	7	7	7	6	6	6	9	10	12	12	7	16	7	16	9	0	21	22	0	26	36	29	30	7	22	22	36	30	35	21	37	0	0	37	38	27	37	10	37	0	37	51	41	50	41	52	51	56	56	58	56	59	60	59	56	64	59	61	62	65	69	69	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	4	2	1	1	2	1	2	2	1	1	2	1	2	2	5	2	1	2	1	1	2	2	1	1	1	1	2	2	1	1	3	4	1	4	2	2	2	2	3
20000	-363.224087220982085	-361.269732506879109	-1.954354714102995	0.000096192890272	0.000014040701561	0.145964026257785	0.717414625117752	-3	1	2	3	5	4	6	8	6	8	9	10	9	9	8	8	11	9	9	9	11	11	11	11	10	11	12	13	11	13	15	13	14	17	13	14	16	17	17	16	17	17	16	18	18	17	18	19	18	20	21	20	21	21	21	24	22	24	25	28	26	28	29	29	29	31	33	32	32	33	34	37	0	1	2	2	2	2	2	9	6	7	7	7	7	5	5	5	9	10	7	7	20	16	12	16	14	0	21	22	0	26	36	29	29	27	22	28	31	30	35	27	37	0	0	37	33	27	41	21	41	0	37	49	49	42	49	57	52	52	56	59	59	59	60	60	59	62	64	64	65	66	69	71	1	2	1	1	2	1	2	1	1	1	2	2	2	3	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	2
20500	-358.732192888682732	-356.761721448912624	-1.970471439770083	0.000100839649890	0.000014451087975	0.143307597660757	0.746063291370876	0	1	3	4	4	5	7	8	7	8	9	9	10	8	10	9	11	10	10	10	10	11	12	11	10	11	11	13	8	13	12	11	14	17	15	14	16	16	17	17	17	17	16	18	18	17	18	19	20	20	21	21	20	22	22	23	23	24	25	27	26	29	29	30	28	30	33	33	32	33	34	37	0	1	2	2	2	5	5	6	6	7	7	10	12	6	9	9	15	10	11	12	7	16	13	16	14	0	21	22	0	26	22	29	30	21	22	31	31	33	28	12	35	0	0	41	38	20	37	34	44	0	39	49	41	42	44	52	52	56	56	59	59	65	60	65	61	65	62	64	66	66	69	71	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	4	2	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1
21000	-361.168381930219539	-359.255874828892559	-1.912507101327008	0.000086349691652	0.000013235456921	0.153277408035390	0.722386258916370	-1	1	2	4	4	5	7	6	7	8	10	9	9	9	9	9	12	9	11	11	10	11	10	12	10	11	13	12	10	13	13	14	14	15	14	15	15	16	15	16	18	18	17	18	19	17	19	17	19	20	21	21	20	23	21	24	23	25	25	27	26	28	26	30	29	31	34	33	32	33	34	37	0	1	2	2	2	5	4	6	6	7	12	7	7	6	9	9	25	10	11	12	7	16	7	16	6	0	21	22	0	26	28	29	30	27	28	31	31	33	35	27	37	0	0	37	38	10	44	27	41	0	44	44	44	42	49	52	52	52	52	59	59	56	59	62	62	62	64	65	64	66	69	71	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	4	1	2	1	1	2	1	1	2	1	1	1	3	2	2	1	2	1	1	1	1	2	2	1	1	1	2
21500	-386.746232607946240	-384.427447993152100	-2.318784614794160	0.000096159382042	0.000009711437020	0.100993130511854	0.628626118137729	0	2	3	4	4	6	7	8	7	7	9	9	10	8	10	8	12	10	11	9	11	11	12	12	10	11	12	13	11	12	14	13	14	16	14	15	16	15	16	16	17	18	17	17	18	18	19	18	19	20	21	20	21	22	21	23	21	25	24	26	26	27	28	30	29	32	33	33	32	33	33	37	0	1	2	2	2	5	2	6	6	2	10	7	10	6	6	7	9	12	11	10	12	16	13	22	8	0	21	22	0	26	22	29	30	21	22	28	36	33	35	21	37	0	0	37	38	20	37	34	37	0	37	41	41	42	44	53	52	52	56	59	56	59	62	56	59	65	69	65	64	69	64	65	1	1	1	1	1	2	3	1	1	3	1	1	2	1	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	2	4	1	1	1	1	3	2	2	2	2	1	1	2	1	1	2	2	1	4	2	1	1	3	1	1	1	4
22000	-341.093948501326281	-339.025873163203983	-2.068075338122316	0.000074223036282	0.000009563198366	0.128844073821429	0.817668928643126	-1	1	2	3	4	5	6	8	7	8	9	9	9	9	9	8	11	9	10	10	11	11	11	11	10	10	12	12	12	12	15	13	13	15	14	13	15	16	15	16	18	18	17	17	19	17	18	20	19	19	21	20	20	21	22	23	23	25	25	27	26	27	29	31	29	32	33	32	30	32	35	37	0	1	2	2	2	5	4	6	6	7	7	7	7	8	9	5	9	10	11	11	7	16	13	16	9	0	21	16	0	26	36	29	30	21	28	28	36	30	35	27	37	0	0	37	38	40	37	34	41	0	47	41	49	42	53	52	52	56	56	59	59	59	60	65	62	65	64	64	62	69	69	71	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1
22500	-386.865598730442628	-384.394281770757175	-2.471316959685464	0.000125873150215	0.000011132957609	0.088445848779890	0.688145948348843	-1	2	3	4	4	5	6	7	7	9	9	7	9	7	9	7	11	10	11	9	11	11	12	11	11	11	12	13	11	12	14	12	13	17	15	13	15	16	16	15	17	19	16	18	18	17	18	20	19	20	20	22	20	21	20	24	20	25	26	28	26	28	28	31	29	31	33	31	33	33	34	36	0	1	2	2	2	5	4	6	6	7	7	7	7	6	9	6	6	10	7	12	20	16	13	16	14	0	21	22	0	26	22	29	30	27	22	22	36	33	31	27	37	0	0	41	30	27	31	40	44	0	49	57	49	42	47	52	49	52	52	59	56	61	59	60	60	62	66	65	66	64	65	71	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	3	2	2	1	2	1	1	1	1	1	1	3	2	2	2	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	1	1	2	1
23000	-375.779938814362254	-374.142996774435858	-1.636942039926416	0.000094455798661	0.000021258104899	0.225058759760015	0.755550496950362	-1	1	2	4	4	5	6	9	7	8	9	8	10	7	8	8	10	9	11	11	10	10	12	10	9	11	13	12	9	12	14	12	13	14	14	13	15	16	17	16	17	18	17	17	19	18	18	19	19	20	21	21	20	22	21	23	23	25	25	27	26	28	26	29	29	30	32	32	31	33	34	37	0	1	2	2	2	4	4	6	4	7	7	7	12	6	9	9	9	10	25	10	7	16	13	16	6	0	21	22	0	26	36	29	30	21	28	28	36	30	35	23	28	0	0	37	38	27	37	27	41	0	44	41	49	50	49	51	49	56	57	63	59	59	59	59	59	62	62	64	66	66	69	71	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	1	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1	1	2	2
