step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-608.941334464832494	-607.479252380313596	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.455683300649212	0	2	3	2	3	4	4	4	5	5	4	5	5	6	7	7	8	6	6	7	6	8	8	7	8	10	10	9	10	8	10	12	9	9	10	11	10	11	11	10	10	10	12	12	12	12	13	12	14	11	12	13	13	14	13	12	12	14	13	12	15	14	13	15	15	14	15	15	15	16	14	14	16	14	16	16	17	17	16	16	16	15	15	17	17	16	17	17	18	18	17	18	18	18	18	20	19	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	3	2	3	3	3	4	4	4	3	3	4	3	4	4	4	4	5	5	5	5	4	5	6	5	5	5	6	5	6	6	5	5	5	6	6	6	6	7	6	7	6	6	7	7	7	7	6	6	7	7	6	8	7	7	8	8	7	8	8	8	8	7	7	8	7	8	8	9	9	8	8	8	8	8	9	9	8	9	9	9	9	9	9	9	9	9	10	10	11	11
500	-462.957473668847626	-460.676648895232347	-2.280824773615277	0.000009975169711	0.000030974823673	3.105192650408597	0.397715768558633	1	2	4	2	4	4	4	3	5	4	4	5	5	6	6	7	8	5	6	7	7	5	9	6	6	10	10	9	10	7	10	12	8	9	8	11	11	11	12	10	10	11	12	12	11	13	13	12	14	12	12	12	12	14	12	12	12	14	12	13	16	14	14	16	16	14	13	14	15	16	14	14	16	14	16	17	18	17	17	14	16	14	16	17	16	15	18	17	18	18	17	18	19	18	18	20	20	21	20	0	1	4	1	4	4	4	1	8	1	4	5	7	3	5	6	30	5	1	12	18	3	1	1	18	23	33	30	34	15	2	31	1	14	3	13	27	26	33	16	21	33	38	34	27	42	19	4	37	24	31	8	4	46	4	42	15	20	41	15	34	33	31	16	17	51	3	14	48	38	23	33	18	30	66	58	65	60	19	33	68	44	22	15	74	44	27	60	41	86	39	38	47	54	31	85	51	76	80	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	2	2	1	1	2	2	1	1	4	1	3	2	2	3	1	1	2	2	2	1	1	1	1	1	3	5	1	3	1	4	4	1	6	1	3	5	1	3	2	3	1	4	4	1	2	4	2	3	3	3	5	2	1	2	1	2	7	2	1	1	4	6	1	1	4	2	4	1	3	3	4	1	5	2	3	2	4
1000	-504.568820683847434	-502.786048833346626	-1.782771850500786	0.000009952000135	0.000017877804984	1.796403209547723	0.559463839577392	1	2	3	2	4	4	5	4	5	5	5	5	6	6	8	7	8	7	7	7	6	9	7	8	9	10	10	9	11	8	10	12	10	8	9	11	9	12	11	11	10	8	12	11	13	10	13	12	15	12	13	11	14	15	13	12	13	15	13	12	15	13	14	16	15	15	14	15	14	16	14	12	17	13	15	16	17	17	15	17	17	14	14	17	17	16	17	17	18	18	16	17	18	19	18	19	19	22	22	0	1	4	1	1	2	5	4	3	4	8	6	12	2	21	6	13	9	13	8	11	19	11	4	21	19	42	11	16	2	35	21	30	13	15	25	11	12	5	14	16	11	34	18	60	3	20	20	57	39	60	15	1	46	36	17	43	50	27	22	6	44	39	58	33	47	25	50	56	14	43	41	71	5	83	23	62	62	82	16	1	4	31	58	83	72	47	39	32	82	54	45	73	66	51	23	54	73	89	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	4	1	2	1	2	2	4	1	3	1	2	1	1	2	4	3	3	1	2	1	2	1	4	2	4	1	1	1	1	4	2	1	3	1	2	2	1	5	1	2	1	2	1	2	3	1	5	1	1	1	4	1	3	2	2	1	4	6	6	1	1	1	2	3	2	3	2	1	2	1	2	2	5	2	2	2
1500	-669.476208804779162	-667.885631660548484	-1.590577144230628	0.000009942244155	0.000013218455826	1.329524362951366	0.545227654414305	0	2	2	3	4	4	4	4	5	5	4	5	6	5	6	5	8	6	7	7	7	8	9	8	8	11	11	10	9	9	10	13	10	6	11	12	10	10	11	11	10	9	13	12	11	13	13	12	15	11	12	13	13	13	13	12	12	15	13	12	16	14	14	14	16	14	15	15	14	17	14	15	16	13	17	16	17	17	16	16	17	15	16	15	18	15	17	16	18	18	15	18	18	18	18	19	18	21	19	0	1	1	2	2	1	4	4	3	4	2	11	16	8	6	7	34	2	12	15	11	18	11	9	12	28	38	21	17	20	20	45	8	5	19	14	25	29	4	30	14	4	2	31	19	57	31	19	35	41	29	28	41	6	26	24	41	57	29	38	36	54	37	50	58	41	27	60	45	50	42	6	50	41	68	62	58	35	66	45	57	57	69	29	58	39	43	63	75	82	32	37	81	67	73	26	45	75	92	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1	1	1	2	1	1	2	1	3	1	3	4	1	1	3	1	3	4	5	1	2	1	1	3	2	1	1	2	1	4	1	1	1	2	2	1	2	1	1	1	1	3	3	2	1	3	2	5	3	3	1	1	1	2	1	3	1	1	2	2	2	4	2	1	1	2	1	2	1	1	2	3	4	2	1
2000	-566.705247784384028	-564.528736470212834	-2.176511314171181	0.000009961493335	0.000028016259529	2.812455782147853	0.473779730591260	1	2	4	3	3	3	4	5	5	6	3	4	4	7	8	7	8	6	6	8	6	8	7	7	8	11	9	9	10	8	10	13	9	8	10	12	11	10	11	11	10	9	13	12	12	13	12	12	14	11	10	13	13	15	13	13	11	14	13	11	16	15	14	16	15	13	13	14	16	17	14	14	15	14	16	16	17	16	17	17	17	14	15	18	18	17	16	16	19	17	17	19	19	18	19	20	20	20	18	0	1	2	1	2	1	1	4	1	6	1	6	2	12	23	5	10	7	11	18	4	21	11	10	2	20	12	21	30	10	2	21	20	7	22	20	27	34	17	3	42	11	11	39	31	31	28	27	57	9	24	40	11	71	30	37	7	16	26	14	14	30	57	55	32	60	28	42	44	82	51	11	51	28	60	58	12	1	58	38	31	1	33	49	67	46	31	71	80	83	61	17	99	83	64	89	26	69	53	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	3	1	3	2	1	1	4	4	1	2	1	3	1	1	2	3	1	3	4	1	1	1	1	1	2	2	3	1	5	1	3	1	3	2	1	2	4	3	1	1	1	1	2	3	2	1	2	6	2	3	3	1	6	4	1	4	4	3	5	3	2	2	3	1	1	1	1	6	1	1	1	1	6	2	2
2500	-548.132541285442699	-546.091999571251904	-2.040541714190753	0.000010098406342	0.000024712379832	2.447156412075745	0.513596110220986	0	2	4	2	4	4	4	4	4	4	4	5	3	6	8	7	9	7	7	5	6	7	8	8	8	10	10	10	10	9	9	12	7	8	10	12	11	11	11	11	11	9	13	12	11	12	13	12	15	10	13	13	13	15	12	13	13	14	12	13	13	15	13	16	15	14	14	15	16	16	13	15	16	15	15	17	17	18	16	17	15	14	15	16	17	16	18	16	18	18	17	18	18	18	17	19	18	21	19	0	1	4	1	2	4	13	2	4	1	4	13	1	10	22	13	33	8	5	9	2	9	13	14	7	8	22	22	15	14	24	22	12	19	11	21	24	29	33	14	17	13	24	29	31	42	16	12	4	25	35	35	18	29	34	38	28	26	1	39	1	28	26	38	59	28	50	48	21	83	45	59	67	59	67	49	60	52	34	54	16	33	41	28	56	37	44	39	81	61	68	59	23	62	65	83	17	60	64	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	3	1	2	1	2	3	1	2	1	1	1	1	1	1	2	3	1	1	2	2	2	3	3	1	1	2	2	2	6	1	2	2	2	3	2	1	1	3	6	1	6	2	1	2	2	2	3	2	5	1	1	2	1	2	1	1	3	4	4	1	4	2	1	4	3	2	3	2	3	2	1	3	6	1	1	2	4	4	1
3000	-627.345313683381505	-625.240958321564676	-2.104355361816829	0.000010022654674	0.000026223461233	2.616418711971693	0.541158191767372	1	2	3	3	3	5	4	4	5	6	3	6	6	6	8	8	6	6	6	7	6	9	7	7	9	10	9	8	10	8	10	11	9	9	10	8	10	11	12	10	10	8	12	12	11	12	13	12	14	12	13	14	12	14	13	11	11	14	13	11	13	14	12	16	16	13	13	15	15	16	14	13	15	13	17	16	15	17	16	17	17	15	15	17	16	14	18	16	16	17	17	18	19	19	19	19	16	21	21	0	1	1	2	1	11	3	3	3	3	2	4	11	6	24	12	6	5	7	7	4	10	5	6	14	9	15	7	33	19	3	33	3	20	13	13	36	24	27	33	20	13	45	14	27	27	1	27	42	21	44	41	29	74	22	20	36	51	27	42	45	56	24	82	49	32	57	43	61	67	45	5	55	8	39	54	28	14	52	69	23	5	57	29	86	44	70	39	58	61	73	39	51	33	68	84	27	93	77	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	4	1	3	1	3	1	1	3	2	1	1	1	1	3	1	1	5	2	3	3	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	4	1	4	2	1	2	7	1	1	4	5	2	2	1	1	1	1	1	2	1	2	3	4	2	1	4	1	3
3500	-519.449341314274534	-516.897655566173285	-2.551685748101286	0.000009990916910	0.000039184215884	3.921983961725462	0.487722932421591	0	2	3	2	4	5	4	4	4	5	5	6	5	6	7	8	7	7	7	7	5	9	7	6	9	10	10	9	10	8	11	11	10	10	9	12	11	12	10	9	10	11	11	12	12	12	13	9	14	12	11	13	13	14	12	12	11	13	13	12	15	14	12	15	15	14	16	16	14	15	14	13	15	11	16	16	17	17	16	17	16	16	14	16	18	16	18	18	18	17	17	18	18	19	18	20	19	22	22	0	1	1	1	3	2	1	1	4	3	3	5	9	9	24	6	10	14	13	10	3	23	3	5	14	11	15	30	28	12	29	40	22	16	4	35	33	29	1	30	22	8	17	29	33	16	29	1	45	40	41	74	28	19	48	3	35	38	31	31	58	21	37	57	41	57	44	57	47	83	31	39	26	30	32	20	73	11	24	49	63	37	60	40	77	5	75	69	55	61	57	46	78	61	64	63	54	92	97	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	2	3	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	4	2	1	1	2	1	3	1	3	1	1	2	4	2	5	1	1	1	1	2	4	1	2	4	1	3	2	1	1	2	2	1	2	2	4	1	5	5	2	2	2	1	4	1	10	1	2	4	1	3	2	1	2	2	3	3	1	2
4000	-633.284437654410908	-631.317542564237897	-1.966895090173068	0.000010114277588	0.000022820413834	2.256257417953189	0.608437603020502	0	1	3	3	3	5	3	4	4	6	5	5	5	7	7	6	9	6	6	7	6	9	8	6	9	10	9	10	9	9	10	12	8	8	11	11	11	11	11	9	10	9	12	12	12	12	13	12	14	11	11	13	13	13	13	13	13	13	13	12	12	14	12	16	16	15	16	15	15	16	15	14	17	15	15	16	16	17	15	17	16	13	16	18	17	16	17	16	18	18	17	18	18	19	18	20	19	21	21	0	1	2	2	2	5	1	5	1	4	3	4	7	19	12	3	33	3	5	13	9	23	18	5	24	40	19	23	18	4	19	25	3	6	17	26	30	11	24	10	17	1	8	34	14	24	20	24	43	41	40	30	27	50	22	33	30	51	46	27	28	33	28	55	69	23	43	39	43	75	37	24	79	72	37	51	56	49	48	64	37	40	35	24	79	39	86	66	56	78	35	70	70	64	71	57	69	42	97	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	3	2	1	2	2	1	1	1	3	1	2	1	3	4	2	4	2	4	4	1	1	1	2	2	1	1	3	2	1	1	1	1	3	2	1	1	5	3	1	1	1	2	5	1	1	2	2	1	2	2	1	3	2	4	6	1	2	1	1	2	1	3	1	2	1	1	3	2	5	1
4500	-498.912687904471227	-496.640303266721048	-2.272384637750157	0.000011727553404	0.000036133527850	3.081079795904569	0.545096445580408	1	2	4	3	4	4	3	3	5	5	3	6	4	7	7	7	9	6	6	7	5	8	8	6	7	10	11	7	11	9	11	13	9	9	9	11	10	12	12	10	9	10	13	12	12	12	14	10	14	10	13	12	13	15	14	13	13	15	14	12	15	14	13	14	15	14	13	15	15	17	13	13	16	14	17	16	18	18	14	16	17	14	16	18	17	17	17	16	19	17	17	17	15	18	18	19	18	21	21	0	1	7	2	11	11	1	1	5	8	2	5	2	6	3	5	28	9	2	10	4	12	1	10	24	5	20	1	35	12	22	8	23	24	3	8	8	41	35	22	28	22	17	30	22	50	5	8	38	12	5	19	1	43	60	41	31	57	51	48	22	38	17	31	26	56	37	42	51	57	24	17	79	46	51	93	83	90	38	79	64	17	51	71	62	37	38	39	93	46	68	40	27	80	87	80	38	51	88	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	3	2	3	1	1	1	5	1	1	2	3	4	1	2	1	2	1	2	1	2	1	5	3	1	1	4	2	7	1	1	2	1	2	1	1	3	1	1	2	3	1	2	2	1	2	3	1	1	1	2	1	1	1	1	1	1	2	2	3	1	2	3	2	1	3	1	4	2	1	1	1	2	5	3
