step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-7481.624226903987619	-7480.162144819469177	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.914376817343914	0	2	4	4	5	5	6	8	10	9	10	10	9	10	11	11	11	11	13	12	12	13	16	12	13	14	14	14	15	14	15	14	14	15	17	16	16	15	16	16	17	17	17	17	18	17	17	17	19	19	19	19	19	19	18	18	19	18	18	18	19	20	20	20	20	20	22	22	21	21	22	22	21	21	23	22	21	23	21	22	23	22	23	23	23	25	22	25	25	24	26	25	24	24	25	25	26	26	25	26	26	26	26	27	28	29	29	31	31	32	33	33	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	5	5	5	5	5	5	6	6	6	6	7	6	6	7	8	6	7	7	7	7	8	7	8	7	7	8	9	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10	10	10	9	9	10	9	9	9	10	10	10	10	10	10	11	11	11	11	11	11	11	11	12	11	11	12	11	11	12	11	12	12	12	13	11	13	13	12	13	13	12	12	13	13	13	13	13	13	13	13	13	14	14	15	15	16	16	16	17	17	18
500	-1496.230081075308362	-1494.544327212690405	-1.685753862617926	0.000010017522095	0.000015634760968	1.560741350925404	0.256396360246749	0	2	4	3	6	5	6	8	10	10	10	10	8	9	10	12	10	9	13	11	11	14	17	13	13	14	11	12	16	15	14	15	15	12	17	13	15	12	13	17	14	14	15	17	17	17	17	17	19	19	18	16	18	19	19	18	20	18	18	19	20	21	20	20	21	20	23	21	22	21	23	23	22	21	23	21	22	24	21	22	23	23	23	24	23	25	23	26	26	24	27	25	24	25	25	25	26	25	26	27	27	26	26	27	28	29	30	31	32	33	34	34	36	0	1	2	2	3	4	4	6	13	6	8	13	7	13	6	11	14	13	14	17	12	15	22	15	16	18	18	18	20	21	21	21	24	27	18	28	20	21	21	21	34	36	42	37	38	21	37	38	39	42	28	38	39	39	31	43	42	20	17	48	34	43	48	59	60	38	52	39	55	42	28	63	34	55	41	41	42	38	38	39	38	52	39	43	43	43	63	38	39	41	39	42	45	52	38	34	80	43	38	52	36	48	82	43	53	46	34	41	41	90	76	34	96	1	2	1	1	1	2	2	2	2	3	1	1	1	1	3	1	1	1	2	1	1	2	2	2	1	2	2	1	3	2	2	2	1	1	7	1	3	1	1	3	2	1	1	1	2	2	2	2	3	3	2	2	4	5	4	1	3	5	6	2	5	3	3	1	1	4	3	4	3	4	8	1	6	1	5	3	6	8	4	5	7	4	5	6	7	8	3	10	10	9	9	7	4	5	6	12	2	7	10	6	9	3	2	10	8	8	15	13	12	7	10	19	10
1000	-1127.086099247040693	-1125.656650356668706	-1.429448890371902	0.000010083803208	0.000009129342569	0.905347157297563	0.315989891480671	1	2	5	4	6	5	5	9	10	8	9	10	7	11	11	11	12	12	13	13	11	13	16	13	13	15	14	15	16	13	16	15	14	12	16	14	16	14	14	17	14	17	15	17	18	17	17	16	20	19	19	17	19	19	17	19	19	18	19	19	18	21	20	18	20	20	22	21	21	21	22	22	20	21	24	22	21	23	21	23	23	22	21	24	22	26	22	23	25	25	26	24	23	24	25	22	26	26	25	26	27	26	27	27	29	29	29	32	32	33	34	34	35	0	1	2	2	2	4	4	6	13	6	6	13	7	12	11	11	14	9	14	17	13	11	11	16	11	18	18	18	20	21	21	30	24	12	27	18	20	21	21	21	34	36	36	37	38	38	37	38	39	36	28	32	39	39	21	43	42	37	37	46	41	57	52	37	48	52	45	53	55	43	57	31	41	55	96	61	43	48	45	53	52	65	55	50	36	57	63	48	55	61	39	43	79	48	65	34	68	71	38	95	85	81	82	43	53	95	41	96	61	107	96	34	96	1	1	2	1	2	1	1	2	2	2	3	2	1	1	1	1	1	1	1	1	2	2	4	1	2	3	1	2	2	1	3	2	1	1	2	1	2	3	1	3	1	2	1	1	3	2	1	2	3	3	2	1	3	5	2	2	2	1	2	2	3	1	1	2	2	2	2	1	3	3	3	2	3	2	1	2	4	3	2	3	3	1	2	3	5	6	1	5	4	5	8	6	2	4	3	9	2	2	9	1	4	2	3	10	6	2	12	9	10	3	8	18	9
1500	-973.117177643969512	-971.605214212481087	-1.511963431488464	0.000010032741561	0.000011365519671	1.132842862741916	0.491696855504230	0	2	4	4	4	6	6	8	11	9	8	10	9	8	9	11	11	11	13	12	12	13	16	11	14	14	14	13	14	15	15	14	13	13	18	15	15	14	14	16	14	18	16	17	16	17	18	18	19	19	19	19	19	20	18	19	17	18	17	18	17	20	20	19	20	21	22	22	21	20	23	22	21	22	23	23	22	23	22	23	23	22	22	22	22	25	22	25	24	24	26	25	25	23	24	23	26	26	26	26	26	26	27	26	28	30	30	32	32	32	33	34	36	0	1	2	2	2	4	4	6	12	8	6	13	14	7	11	11	14	13	9	17	13	15	15	15	8	18	12	18	20	21	21	21	24	18	27	28	20	21	13	32	34	36	36	20	38	45	37	38	39	43	28	38	39	39	39	42	43	44	37	46	41	57	48	44	45	48	48	53	55	43	43	60	61	55	61	61	62	63	66	68	45	65	69	57	62	71	63	38	69	61	39	70	79	52	82	41	68	92	63	95	85	94	95	57	54	95	61	96	61	107	96	61	96	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	2	2	1	1	2	2	1	1	1	2	2	2	1	2	1	1	3	1	3	2	1	2	2	2	1	3	3	2	5	2	1	1	1	1	1	3	2	1	1	2	2	2	2	2	2	3	2	2	2	3	3	1	2	1	1	4	2	1	3	1	1	1	6	1	4	7	3	2	2	1	8	2	1	4	1	2	2	2	5	4	2	10	7	10	2	8	16	9
2000	-912.701887943273391	-910.929252254775861	-1.772635688497525	0.000009971040310	0.000017665171990	1.771647836329844	0.509155680582490	1	3	4	4	5	5	6	7	11	9	9	8	9	10	10	11	11	11	13	13	11	12	16	13	13	15	14	14	16	14	14	15	15	15	18	15	16	15	15	16	16	17	17	17	18	16	17	17	19	19	16	18	18	19	18	19	20	18	18	18	17	21	20	21	21	21	22	23	21	21	23	22	21	22	21	22	21	22	22	21	22	22	24	23	23	24	21	25	25	24	26	25	25	23	25	22	26	26	24	26	27	26	26	26	28	29	30	31	31	32	34	33	35	0	1	2	2	2	2	4	6	12	6	8	7	12	12	11	15	14	13	14	17	13	15	22	16	16	9	18	18	20	21	21	21	15	27	27	28	17	30	9	30	34	36	36	37	38	38	37	38	39	43	28	46	39	39	39	43	43	37	37	46	41	42	38	44	45	48	38	80	55	43	36	60	61	55	61	61	43	48	66	53	52	65	69	70	70	62	48	63	74	61	53	43	79	81	82	61	80	71	67	95	85	81	95	92	68	103	61	96	90	107	96	61	90	1	1	1	1	2	1	1	2	2	3	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	3	1	3	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	1	2	1	1	1	1	3	2	2	1	2	4	2	1	1	4	2	2	2	1	1	2	3	1	1	3	1	2	1	1	1	2	2	2	4	4	4	2	1	1	2	3	2	1	1	2	2	1	1	2	1	10	7	6	1	8	16	8
2500	-843.447058934325014	-841.693401877461611	-1.753657056863363	0.000010158894993	0.000017528197743	1.725403969122490	0.593931407485160	0	2	3	4	5	6	5	8	10	9	10	11	8	10	11	12	12	11	13	13	10	12	16	12	14	13	14	14	15	14	13	14	15	16	18	16	16	15	15	13	17	17	17	17	18	17	18	18	20	19	19	19	20	19	18	19	18	19	19	19	18	20	20	19	20	20	22	22	20	21	21	22	21	21	22	21	22	22	22	21	23	23	23	23	23	25	21	25	23	24	26	24	25	24	25	24	26	26	26	27	24	27	27	25	28	29	30	31	32	32	32	34	35	0	1	2	3	3	4	4	6	13	6	6	21	7	13	8	15	9	7	14	17	13	15	22	15	16	18	18	18	20	21	21	21	24	27	27	18	20	31	31	21	34	36	36	37	31	38	37	38	39	43	28	38	39	39	39	43	43	44	44	46	41	43	48	44	45	48	45	80	55	57	43	45	61	55	61	61	50	63	66	53	46	65	69	70	70	92	45	72	74	75	49	71	79	81	82	61	68	104	48	95	85	94	95	71	97	103	61	96	96	107	96	61	107	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	4	2	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	3	1	1	2	2	2	3	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	2	3	2	1	2	2	1	1	3	2	2	1	1	1	2	2	1	1	3	3	2	1	1	2	2	1	3	1	1	2	1	2	1	2	10	4	6	1	5	14	4
3000	-805.234765304625626	-803.668140019557086	-1.566625285068497	0.000010208952591	0.000012970824149	1.270534272018419	0.619026869839936	1	2	5	4	4	6	6	8	11	9	9	10	9	8	11	11	11	11	13	13	11	13	17	13	13	14	15	15	15	14	14	15	14	14	18	15	15	15	15	17	17	17	17	17	19	18	17	18	20	19	20	19	20	19	18	18	18	18	19	17	19	19	19	20	21	19	23	21	21	21	22	22	21	20	23	21	22	23	20	22	22	22	23	23	23	25	22	26	26	25	26	26	24	24	24	24	26	25	26	26	27	27	26	27	27	29	30	32	31	32	34	34	36	0	1	2	2	2	4	4	6	13	6	8	13	7	7	11	11	14	13	14	17	13	11	22	16	16	18	18	18	20	21	21	21	24	18	27	18	17	31	31	21	34	36	36	37	38	60	37	38	39	43	28	38	39	39	39	43	43	44	37	30	41	36	38	44	45	38	48	54	55	62	57	60	61	55	73	61	62	63	66	68	52	65	69	70	70	43	63	67	74	96	80	57	79	81	82	75	80	71	45	95	85	81	95	98	91	103	61	96	96	107	96	61	111	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	2	2	2	2	1	1	3	2	1	1	1	2	1	1	2	4	1	2	2	3	2	2	1	1	1	2	2	1	2	2	1	1	2	3	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	3	1	2	2	1	2	3	2	1	1	1	2	2	3	1	1	2	1	1	1	2	10	4	5	1	5	11	1
3500	-762.764733353643010	-760.984669576526812	-1.780063777116177	0.000010572895536	0.000018923211314	1.789785139691966	0.625513239988086	1	2	3	3	5	5	6	8	10	9	8	8	10	10	10	10	11	11	13	12	12	13	16	12	13	14	13	15	16	15	15	14	14	15	17	16	14	16	15	15	17	18	17	15	19	18	16	17	19	19	19	19	20	19	18	19	20	19	17	17	18	19	20	20	20	21	22	22	21	22	22	20	22	21	20	21	22	23	22	23	23	23	23	24	24	24	22	25	24	24	26	25	25	25	25	23	26	25	25	27	27	27	26	27	28	30	30	31	32	33	32	33	35	0	1	2	2	3	4	4	6	12	8	6	4	12	12	8	11	14	9	14	17	12	10	11	16	16	18	18	18	20	32	21	21	24	27	27	28	20	31	21	21	34	36	36	37	38	60	37	38	39	43	28	38	39	39	39	43	43	37	44	38	41	43	48	44	48	45	48	53	55	57	57	46	61	55	61	61	57	63	66	68	52	65	69	71	70	71	45	48	74	96	68	57	66	81	82	75	80	57	67	95	85	94	95	98	91	103	75	96	107	108	96	75	112	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	5	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	3	2	1	3	1	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	2	4	2	1	2	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	8	4	2	1	4	9	1
4000	-727.136468611050077	-725.555967720324702	-1.580500890725321	0.000011486750041	0.000014987642774	1.304776609593941	0.633091654399140	0	2	4	4	5	5	5	8	11	9	10	8	9	10	12	10	11	12	13	13	13	14	16	12	13	15	14	14	15	15	15	14	14	15	17	15	16	16	16	16	17	18	16	17	19	18	17	17	20	20	18	19	18	19	18	18	19	18	19	19	19	20	21	20	20	20	22	22	21	21	22	23	22	22	21	21	22	23	22	22	23	22	24	23	22	26	22	25	26	25	26	24	25	24	23	24	26	25	26	27	27	26	27	27	28	28	30	30	31	31	34	33	35	0	1	2	2	3	4	4	6	13	6	8	7	12	12	11	8	14	12	14	17	13	15	22	16	16	18	13	18	20	21	32	21	24	18	34	27	29	31	31	30	34	36	36	37	38	38	29	38	39	43	28	38	39	39	39	43	43	44	44	38	41	42	48	44	46	46	52	53	55	57	43	46	61	55	61	61	62	63	66	54	52	65	69	70	57	57	63	67	74	96	68	71	79	81	82	75	53	57	88	95	85	94	95	98	91	103	75	96	107	107	96	75	107	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	3	1	2	1	1	1	2	2	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	1	2	2	1	1	3	2	2	2	1	2	1	1	1	2	2	1	2	1	2	3	1	2	3	1	2	1	2	1	1	1	3	3	1	2	2	1	2	1	1	1	5	2	1	1	5	7	2
4500	-709.947572214031084	-708.552438330273503	-1.395133883757587	0.000012459314109	0.000009849021130	0.790494648704128	0.601441815328812	0	2	4	4	5	6	5	9	11	9	11	7	9	10	9	11	11	11	12	12	10	12	16	12	14	14	13	15	16	12	15	15	14	15	18	16	16	16	16	17	18	18	17	18	19	17	17	18	20	20	19	18	20	19	19	18	19	18	18	18	19	20	18	21	20	20	22	22	20	21	21	23	21	21	22	22	21	23	21	22	22	21	23	23	23	24	22	25	25	25	25	26	25	25	25	24	27	25	25	26	26	27	27	28	29	30	30	29	31	32	33	32	36	0	1	2	2	3	4	4	6	13	6	15	7	12	12	6	15	14	14	14	17	13	15	16	16	16	18	18	18	20	21	30	21	24	27	27	28	20	30	31	30	34	36	36	37	38	38	37	38	39	43	28	38	39	39	39	36	43	37	29	46	41	43	38	44	48	45	38	53	55	43	43	45	61	55	61	61	62	48	66	54	52	65	69	70	70	71	63	78	74	96	80	86	79	81	82	75	80	71	67	95	85	94	95	98	97	103	90	96	107	107	108	108	112	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	2	2	1	3	1	2	2	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	4	2	2	1	2	2	2	2	1	1	3	2	1	1	2	3	2
