step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-5289.543677515111995	-5288.081595430593552	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.421979181641005	1	2	3	3	2	3	4	4	5	5	8	6	6	8	8	9	8	8	9	9	9	9	9	10	11	11	10	11	10	14	12	12	14	14	13	14	13	16	15	15	14	14	14	14	14	15	14	14	15	16	16	16	15	15	15	17	16	16	17	16	18	16	18	16	16	16	16	17	17	17	17	17	17	18	17	17	18	18	18	18	18	18	18	18	18	20	19	19	19	20	19	20	21	21	20	21	20	20	21	22	22	23	22	23	24	24	25	26	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	3	3	3	6	4	4	6	6	6	6	6	6	6	6	6	6	7	8	8	7	8	7	10	8	8	10	10	9	10	9	11	11	11	10	10	10	10	10	11	10	10	11	11	11	11	11	11	11	12	11	11	12	11	13	11	13	11	11	11	11	12	12	12	12	12	12	13	12	12	13	13	13	13	13	13	13	13	13	14	13	13	13	14	13	14	15	15	14	15	14	14	15	16	16	16	16	16	17	17	18	18	18
500	-1788.413176213051202	-1785.381647104810327	-3.031529108240869	0.000009990822891	0.000055930061831	5.598143660508493	0.164460013726296	1	2	3	3	2	2	4	4	5	3	8	5	5	7	5	9	7	7	7	8	9	6	8	10	11	11	10	8	9	14	10	11	13	13	10	14	13	13	15	15	14	13	13	13	13	15	14	14	15	16	14	16	15	15	15	17	16	16	17	16	18	16	18	14	16	16	16	15	17	17	17	17	17	18	17	16	18	18	17	18	17	18	18	18	18	19	19	19	19	19	18	20	20	20	20	21	20	20	21	22	22	23	22	23	24	24	25	25	26	0	1	2	2	1	1	5	6	3	6	8	10	10	12	10	12	13	12	9	10	12	15	10	16	9	19	10	22	20	9	28	0	19	15	28	45	23	1	35	26	25	15	28	28	32	45	1	1	28	12	9	35	35	15	38	32	22	19	28	35	12	22	28	23	31	28	35	32	20	28	15	31	28	31	12	31	34	9	23	9	20	12	20	15	49	28	43	15	28	20	71	28	15	43	20	22	12	42	10	44	20	28	20	20	70	39	64	0	0	1	1	1	1	1	1	2	2	2	1	3	2	2	2	2	4	1	2	2	5	1	1	5	1	5	3	7	2	1	9	2	1	5	5	2	1	5	6	2	4	3	6	4	4	2	2	7	7	5	11	8	4	3	7	1	4	6	6	7	6	10	8	9	6	5	6	6	4	7	9	12	4	8	7	11	5	5	13	7	11	7	12	9	11	2	9	6	13	10	9	1	10	12	7	11	15	11	6	14	8	11	15	10	15	6	9	11	1	1
1000	-1117.794513140211620	-1115.914217159628151	-1.880295980583565	0.000009989378956	0.000020350795797	2.037243344879509	0.230661309182305	1	2	3	3	2	2	4	4	5	3	8	6	6	7	5	9	8	8	7	9	9	6	7	10	11	11	10	8	10	11	9	11	12	14	12	14	13	16	15	15	14	13	12	13	14	15	14	14	15	16	16	15	15	15	15	17	15	16	17	16	18	16	16	16	16	16	15	17	17	17	17	16	17	18	17	16	18	18	18	18	18	18	16	18	17	20	18	19	19	20	19	20	20	21	19	21	20	20	20	22	22	23	22	23	24	23	24	26	25	0	1	2	2	1	1	5	6	3	6	8	10	10	15	10	23	13	14	9	10	14	10	13	23	9	19	12	15	16	9	28	0	19	35	31	37	32	47	35	33	33	35	31	28	32	37	37	37	28	35	9	34	34	31	48	47	28	19	31	28	35	43	44	42	53	20	20	37	32	15	15	57	22	49	31	42	76	9	69	19	65	15	57	28	49	20	70	15	28	28	82	35	28	49	22	28	71	57	28	98	49	22	28	28	98	82	71	0	0	1	1	1	1	1	1	2	2	2	1	4	3	2	2	2	2	2	1	1	6	2	2	1	3	6	4	3	2	1	6	1	1	4	2	2	1	2	2	2	2	2	1	3	4	2	2	1	1	7	4	7	1	1	5	1	3	3	6	5	6	5	3	3	2	1	6	6	4	4	8	11	1	8	3	5	2	2	11	1	11	2	12	1	9	1	8	1	13	10	8	1	8	11	5	11	13	3	4	11	2	7	12	10	12	4	3	5	1	1
1500	-977.851072926374059	-975.841395578429456	-2.009677347944606	0.000010042252369	0.000023765957120	2.366596281927662	0.315448266670382	1	2	3	3	2	2	4	4	5	4	8	6	6	7	6	8	8	8	8	9	8	9	7	10	11	11	10	8	10	14	9	11	12	14	10	14	13	16	15	15	14	12	13	14	13	15	14	14	15	15	16	16	14	15	15	17	13	16	17	16	18	14	18	16	16	16	16	17	17	17	16	17	17	18	16	17	18	18	18	18	18	18	17	17	18	18	19	19	19	18	19	20	20	18	20	19	19	20	21	22	22	23	21	23	24	22	24	24	26	0	1	2	2	1	1	5	6	3	6	8	10	10	12	10	23	13	10	9	12	14	15	13	13	9	19	21	15	23	33	28	0	9	42	31	45	32	47	44	30	33	28	28	35	32	45	45	45	15	35	9	34	43	28	48	47	35	19	65	49	44	35	75	50	53	43	28	47	47	28	31	62	15	75	49	42	66	19	38	9	42	57	71	31	49	73	57	22	28	71	82	61	31	83	31	28	82	71	43	103	71	22	82	50	103	93	101	0	0	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	3	3	2	1	2	1	3	5	1	2	2	3	2	1	1	5	2	1	1	2	2	1	1	2	2	2	2	2	1	1	1	6	5	9	2	1	5	1	2	2	6	1	1	3	3	2	1	2	3	6	2	3	8	4	2	10	2	1	5	2	10	2	10	3	5	1	6	2	1	3	9	11	2	1	1	10	1	11	9	1	3	8	1	4	10	3	8	2	2	2	1	1
2000	-867.312782083079924	-865.374220859343154	-1.938561223736793	0.000010129847206	0.000022123475846	2.183989096361509	0.401911230679758	1	2	3	3	2	3	4	4	5	4	7	6	6	6	7	9	8	8	6	9	9	9	8	10	11	9	10	9	10	13	10	10	13	13	10	14	12	16	15	14	14	14	11	14	14	12	14	11	14	16	14	16	14	15	15	17	14	16	17	16	18	14	18	16	16	15	15	17	17	17	16	17	17	18	17	17	18	18	18	18	18	17	18	18	18	20	18	18	19	19	19	20	21	21	20	21	20	20	21	22	22	23	22	23	24	23	25	26	25	0	1	2	2	1	2	5	6	3	6	8	10	10	10	12	23	13	14	9	12	18	15	13	16	26	19	21	15	23	26	28	0	19	43	28	37	32	47	31	33	33	43	35	35	32	32	32	32	28	49	26	43	34	44	48	47	35	41	43	62	42	31	75	39	53	53	31	37	38	35	57	57	31	75	62	66	66	19	47	26	34	71	71	22	60	63	57	31	28	82	71	61	28	83	31	43	90	90	31	96	94	71	98	71	103	70	101	0	0	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	2	1	3	1	2	2	1	2	3	1	2	2	4	1	1	5	2	1	2	2	2	4	1	1	3	1	3	2	1	4	1	3	1	4	5	1	1	2	3	2	2	2	2	3	4	1	1	2	1	5	2	1	6	2	3	5	1	2	2	3	10	2	8	2	1	2	5	1	2	2	7	9	2	1	2	9	3	9	8	1	1	6	1	1	5	2	7	2	2	2	1	1
2500	-710.164863416600156	-708.490653962578335	-1.674209454021838	0.000010291071858	0.000015774185093	1.532802929524398	0.626504708643280	1	2	3	3	2	3	4	4	5	4	6	6	6	7	8	8	8	8	9	9	9	9	9	10	11	11	10	10	10	12	12	10	13	14	12	14	12	16	13	15	14	13	14	13	12	15	14	13	15	15	16	15	15	15	15	17	15	16	16	15	18	13	18	16	16	15	16	16	17	17	16	17	17	18	17	17	18	17	17	18	18	17	18	18	18	20	19	18	19	19	19	20	21	21	20	20	20	20	19	21	22	22	22	21	24	24	24	26	26	0	1	2	2	1	2	5	6	3	6	8	10	10	12	12	13	13	12	9	12	14	15	16	23	19	19	21	22	16	26	10	0	30	42	28	37	32	47	22	33	33	15	28	31	32	37	45	37	62	39	41	42	34	44	48	47	42	41	42	31	75	31	75	50	53	42	44	32	68	57	39	57	60	75	49	66	66	19	45	33	59	71	71	49	75	63	72	62	53	82	82	85	71	83	63	35	90	90	75	96	94	96	100	96	103	93	101	0	0	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	3	2	2	1	1	1	2	2	1	1	1	1	5	1	1	1	2	2	2	2	1	2	1	3	1	1	2	2	2	1	2	2	2	2	1	1	1	2	1	2	3	1	1	1	1	1	1	2	3	4	1	1	2	2	2	1	2	2	2	7	2	4	2	1	1	2	1	2	1	4	4	2	2	1	2	2	1	7	1	1	2	1	1	2	1	1	2	1	2	1	1
3000	-635.276113808951209	-633.473245934868146	-1.802867874083066	0.000010379454654	0.000019156495454	1.845616758586524	0.592368412374724	1	2	3	3	2	3	4	4	5	4	8	6	6	7	8	7	8	8	9	9	9	9	9	10	11	11	10	10	10	13	12	11	13	14	13	14	13	16	15	15	14	14	12	14	14	14	13	14	15	15	16	16	15	15	15	16	15	16	15	15	17	13	18	16	16	16	16	16	17	16	16	17	17	18	17	17	18	18	18	18	18	17	18	18	18	20	19	18	18	19	19	20	21	21	20	20	20	20	20	21	22	23	22	22	24	23	25	26	26	0	1	2	2	1	2	5	6	3	6	8	10	10	12	12	13	13	12	9	12	14	15	16	16	19	19	21	15	23	26	28	0	26	35	31	37	32	47	62	33	33	43	28	35	32	32	32	37	62	62	41	59	31	44	48	47	34	41	43	62	62	28	61	50	53	53	54	32	68	57	57	59	60	49	49	66	66	9	68	58	65	71	71	61	61	63	70	49	53	82	82	85	72	83	63	82	90	90	63	96	94	100	100	100	103	93	101	0	0	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	2	2	2	1	2	3	1	1	1	2	1	2	2	1	2	1	1	1	2	2	2	2	1	2	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	3	2	3	2	1	1	1	1	1	4	1	1	1	2	2	3	2	1	2	8	1	2	2	1	2	1	1	2	3	2	3	2	2	1	1	2	2	3	1	1	2	1	1	2	1	1	2	2	2	1	1
3500	-585.798386356256628	-584.224234562527272	-1.574151793729312	0.000010591633022	0.000013654031970	1.289133785243695	0.662683102402924	1	2	3	3	2	3	4	4	5	5	6	6	6	7	7	8	7	8	9	9	8	9	9	10	11	11	10	11	9	14	12	12	13	14	13	14	13	16	14	15	14	14	12	13	13	13	14	14	15	15	16	16	15	15	15	17	15	16	17	16	17	14	18	16	16	15	16	17	17	17	16	17	17	17	17	17	18	15	18	18	18	17	17	18	18	20	19	18	19	19	18	20	21	21	20	20	20	20	21	21	22	23	22	23	24	24	25	26	26	0	1	2	2	1	2	5	6	3	6	8	10	10	10	10	13	13	14	9	10	14	15	16	16	19	19	21	15	16	26	28	0	26	43	31	32	32	47	28	41	33	43	28	28	32	32	45	45	62	39	78	42	42	44	48	47	28	41	43	62	49	31	49	50	53	34	54	47	38	57	57	57	60	60	49	66	66	19	68	41	65	71	71	62	75	63	70	75	77	82	82	75	72	83	63	82	82	90	63	98	94	100	100	100	103	93	101	0	0	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	4	1	1	2	1	2	2	2	2	4	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	3	2	2	2	2	2	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	4	1	3	2	1	1	2	1	2	2	1	1	1	1	3	3	2	1	2	1	1	2	1	1	2	1	1	2	2	2	1	1
4000	-575.459159301520685	-573.798293451318159	-1.660865850202571	0.000010976176540	0.000016469784821	1.500502908359227	0.623862225238628	1	2	3	3	2	3	3	4	4	4	8	6	6	8	8	8	8	8	9	9	9	9	9	10	10	11	10	11	10	14	11	11	13	14	13	14	13	16	15	15	14	12	12	14	13	15	14	14	15	15	16	16	13	15	15	17	15	16	17	15	16	13	18	16	16	15	16	17	17	16	16	17	17	18	17	16	18	15	18	17	17	18	18	18	18	20	19	18	19	20	19	20	21	20	20	20	20	20	21	21	22	23	22	23	24	24	25	26	26	0	1	2	2	1	2	5	6	3	6	8	10	10	12	12	13	13	12	9	14	14	15	16	23	19	19	21	15	16	26	22	0	26	43	28	37	32	47	28	33	33	31	31	35	32	37	37	45	62	31	78	34	42	44	48	47	28	41	43	62	62	28	75	50	53	53	54	46	38	57	57	57	60	61	62	66	76	41	68	41	65	71	71	61	61	63	70	61	77	82	82	85	72	83	63	82	82	82	63	98	94	100	100	100	103	93	101	0	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	4	1	1	1	1	1	1	1	1	3	1	2	2	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	4	2	2	2	3	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	2	2	2	1	1	2	1	2	4	2	1	2	2	2	2	1	2	2	1	2	2	3	3	1	1
4500	-594.079159494771716	-592.250925563332316	-1.828233931439353	0.000011880000996	0.000022667268828	1.908019101663118	0.663640490785421	1	2	3	3	2	3	4	4	4	4	8	6	6	8	7	8	8	7	9	9	9	9	9	10	11	11	10	11	10	14	12	11	13	14	13	14	13	15	15	15	14	14	12	14	14	15	14	14	14	16	16	15	15	15	15	17	15	16	16	16	17	13	18	16	16	15	16	17	17	17	16	17	17	18	17	17	18	15	18	17	18	18	18	17	18	20	19	19	18	17	19	20	21	21	20	21	20	20	21	21	22	23	22	23	24	24	25	26	26	0	1	2	2	1	2	5	6	3	6	8	10	10	12	12	13	12	10	9	10	14	15	16	16	19	19	21	22	23	33	28	0	26	43	15	37	32	47	31	33	33	43	28	31	37	37	37	37	62	35	78	35	49	35	48	47	35	41	42	49	49	28	75	35	53	42	54	37	38	57	57	57	60	49	49	66	66	41	68	41	53	71	71	28	49	63	70	35	76	71	82	84	72	83	63	90	82	82	63	98	94	100	100	100	103	93	101	0	0	1	1	1	1	1	1	2	1	1	1	3	2	2	2	1	1	1	2	2	3	1	2	1	2	1	2	1	1	1	1	1	1	2	2	4	1	2	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	1	3	1	1	1	3	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	5	1	2	1	3	1	1	1	1	3	3	1	2	2	2	2	1	1	2	1	1	2	3	2	1	1
