step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
24500	-412.653901306602449	-411.043096838458894	-1.610804468143570	0.000211357966506	0.000049760354068	0.235431646557509	0.577900581386421	1	3	7	5	4	6	7	7	7	6	9	8	11	9	8	10	12	7	11	9	12	10	9	9	10	10	12	13	12	13	13	13	14	12	12	13	14	13	15	14	14	15	15	17	14	16	18	17	16	16	15	16	18	17	16	19	20	18	18	18	17	20	20	20	21	20	18	19	20	19	21	19	20	20	21	19	20	23	19	22	22	22	22	19	20	23	20	22	21	21	21	25	23	24	26	22	25	26	24	25	26	28	0	1	5	5	2	2	10	6	6	2	12	9	20	6	3	12	26	2	14	9	25	15	8	9	15	4	22	34	11	2	19	34	11	18	26	11	35	22	38	34	1	32	11	34	34	28	55	43	22	28	25	41	45	43	11	13	53	42	44	33	30	46	61	30	32	60	42	11	70	53	57	51	46	72	12	61	79	57	47	74	74	62	71	61	79	80	49	70	47	44	72	58	48	57	93	87	86	91	65	71	0	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	2	3	1	2	1	1	1	1	5	1	2	3	1	2	1	1	3	1	4	1	1	1	4	4	1	2	1	2	2	2	1	2	4	1	1	5	1	1	1	2	2	1	8	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	3	2	1	1	1	1	1	2	1	2
25000	-448.851172084090024	-447.051700661181656	-1.799471422908393	0.000143363299088	0.000025332610370	0.176702200152043	0.449098850327904	1	2	7	4	3	6	7	6	7	7	9	9	11	10	9	10	11	7	11	10	11	12	11	10	9	10	11	13	11	12	13	13	13	9	13	12	14	14	13	16	14	14	15	16	13	15	16	18	16	15	15	15	17	17	16	19	20	18	18	17	19	21	19	18	20	21	20	19	20	18	19	19	19	21	23	20	17	22	19	20	23	21	22	20	22	22	22	22	21	21	19	25	24	23	25	23	24	25	24	25	25	29	0	1	2	5	2	4	6	4	8	2	4	3	18	1	6	25	11	1	11	25	7	27	3	3	3	18	12	17	9	7	29	21	5	2	19	20	29	28	13	19	21	16	21	46	7	25	41	38	38	15	38	28	50	38	9	11	60	51	19	55	40	49	46	77	21	14	58	60	40	7	41	53	1	50	52	68	42	49	44	43	66	45	80	63	68	39	64	64	46	70	48	13	91	76	74	89	85	66	74	85	0	42	1	1	3	1	1	1	1	2	1	3	2	1	3	5	2	1	1	3	2	1	3	1	1	2	1	2	1	1	2	3	1	1	4	3	1	1	2	1	2	2	1	2	2	1	2	3	1	3	1	3	1	1	1	1	5	4	2	2	2	1	1	3	2	1	4	4	1	2	2	6	2	1	7	3	5	1	2	4	2	2	1	3	1	1	2	4	2	2	2	2	1	6	2	2	2	1	2	1	2	2	1	5
25500	-415.946130277546160	-414.529819406135573	-1.416310871410603	0.000207223251518	0.000077860443414	0.375732176981533	0.602641995601535	0	2	6	4	3	5	7	7	7	6	9	8	12	8	9	10	11	9	9	9	10	12	10	8	11	11	12	13	13	13	14	13	14	12	12	12	15	14	14	14	13	15	14	17	14	15	17	16	16	16	15	16	17	17	17	18	20	18	18	17	18	19	18	16	19	21	19	19	19	18	20	20	19	19	20	20	19	22	19	21	23	20	22	20	22	21	21	23	23	21	21	25	24	23	25	24	24	24	24	25	25	29	0	1	6	2	1	5	4	5	4	5	9	7	11	3	9	15	11	8	10	7	14	26	15	5	9	11	18	36	3	13	22	15	7	20	24	20	36	22	30	14	25	17	18	36	35	22	52	32	31	45	30	33	51	40	37	48	53	11	6	31	49	18	20	17	13	45	48	45	49	33	55	73	22	55	40	58	53	72	44	74	66	70	77	58	90	65	60	63	86	40	47	63	72	85	88	78	78	44	67	63	0	95	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	4	1	1	2	4	1	2	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	5	5	2	1	5	4	2	4	3	3	4	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	4	1	1	1	1	1	3	2	4	1	1
26000	-477.159021251480226	-475.491249789021822	-1.667771462458398	0.000238239600820	0.000050978129308	0.213978402972371	0.411867530453015	1	2	6	4	3	6	7	6	8	6	10	10	12	10	10	10	12	9	10	9	9	11	12	9	10	11	13	13	11	12	13	13	13	12	13	14	15	15	14	16	14	14	15	17	14	14	17	17	14	15	14	15	16	17	16	16	20	19	18	17	17	21	19	19	19	19	20	20	19	19	20	19	20	20	20	20	19	23	19	21	22	21	22	20	24	23	21	23	22	21	21	26	24	22	26	23	25	26	24	26	27	28	0	1	5	5	1	4	10	4	3	4	8	18	14	20	9	24	12	7	3	7	10	15	19	1	9	19	5	29	5	19	23	13	7	7	4	1	46	51	14	42	24	9	1	16	21	18	53	17	23	33	35	1	4	13	7	17	59	52	19	46	50	35	59	48	12	19	63	20	28	20	41	54	6	41	9	56	43	44	50	58	61	61	55	55	34	67	15	91	51	9	75	82	62	57	99	57	96	91	84	27	0	19	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	5	1	3	1	1	1	3	2	6	6	1	1	2	1	2	3	5	3	3	2	1	2	1	1	1	6	5	2	3	3	1	2	6	1	1	4	1	1	4	5	1	5	4	5	2	1	6	2	5	2	2	4	1	1	2	2	3	2	5	1	3	1	4	6	1	2	1	1	1	1	1	2	2	6	1	7
26500	-440.486945800425019	-439.026866260705106	-1.460079539719911	0.000169900602737	0.000055467872586	0.326472488576767	0.573854446737743	1	2	6	4	3	5	7	7	8	7	9	9	10	8	7	11	11	10	10	9	12	10	12	9	10	11	11	12	13	12	14	12	12	12	13	13	14	12	14	16	13	13	15	15	15	16	18	17	14	16	15	15	17	17	16	18	21	18	17	18	19	21	19	19	19	19	20	19	19	18	21	17	19	18	23	20	18	22	19	21	21	21	21	19	22	22	21	23	22	22	21	27	22	23	24	22	25	24	23	24	25	29	0	1	4	1	1	1	5	4	8	6	14	10	9	2	2	18	18	24	14	7	18	14	18	3	20	7	6	18	3	25	34	18	7	13	23	6	11	22	35	35	38	19	32	42	26	22	44	19	33	18	49	33	51	40	35	40	72	23	25	19	59	55	47	47	21	23	74	44	49	52	64	43	38	32	68	69	40	65	42	66	64	70	84	59	77	84	76	91	68	60	63	71	54	63	93	61	88	83	63	96	0	67	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	2	1	1	3	2	1	1	1	1	2	2	1	2	3	1	3	1	3	1	1	1	1	2	1	1	3	3	4	1	2	1	1	3	3	1	2	2	2	1	1	4	3	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	4	1	2	2	2	1	2	1	1	2	1	1	5
27000	-428.242177993761231	-426.758168900274541	-1.484009093486702	0.000226188574528	0.000069299886491	0.306381021393629	0.491949849025904	0	2	7	4	1	5	5	7	7	5	9	9	11	9	9	8	11	9	10	9	10	10	10	10	10	11	12	14	12	12	13	13	14	12	13	14	15	15	14	15	12	12	15	17	15	15	17	18	14	16	15	16	18	17	16	19	21	18	18	17	17	20	18	18	19	21	20	19	19	18	19	18	17	20	21	19	18	22	20	21	22	22	21	20	24	20	22	23	22	19	22	27	22	24	25	23	23	24	23	25	25	28	0	1	2	2	1	4	2	6	5	1	6	7	18	4	9	5	22	9	7	4	15	11	16	3	16	23	5	30	17	19	29	30	7	16	17	25	16	12	30	35	23	2	35	33	36	42	38	60	41	14	29	19	13	31	37	38	76	38	20	40	13	45	49	61	37	11	51	7	45	51	73	49	37	55	71	33	61	44	58	86	70	55	84	48	47	51	75	36	68	52	75	4	84	32	73	80	27	81	79	96	0	83	1	1	3	1	1	1	1	1	4	4	1	2	1	2	1	3	1	1	2	2	1	1	2	1	1	1	6	1	1	1	1	1	5	3	1	3	3	3	1	1	1	5	1	1	1	2	1	1	1	3	2	2	2	2	1	2	1	1	4	1	3	2	2	1	1	8	4	7	2	1	1	2	1	2	2	3	1	3	1	1	2	3	1	1	3	2	1	3	1	1	1	12	1	4	3	1	5	1	2	1	1	5
27500	-467.797970924990068	-465.696046239012446	-2.101924685977640	0.000217935871134	0.000027109602227	0.124392565966807	0.456230367296286	0	2	7	4	4	6	5	6	7	6	10	9	11	9	9	10	11	9	10	9	12	11	11	9	11	11	12	13	10	10	13	14	14	12	11	12	15	15	15	16	14	13	15	16	14	13	18	18	15	17	15	15	18	17	16	18	20	17	19	17	18	20	19	19	19	21	19	17	20	19	20	19	20	19	19	19	19	22	17	22	22	22	23	20	23	23	22	22	22	22	21	27	23	24	24	24	25	25	23	24	27	29	0	1	7	2	1	5	5	7	10	5	12	9	24	9	5	9	18	7	24	7	8	14	20	5	29	1	24	20	6	4	12	27	13	2	8	15	21	5	17	8	4	9	7	33	34	3	43	17	3	42	36	6	21	39	20	18	55	28	31	55	38	38	79	39	20	27	8	13	63	54	64	33	24	60	38	50	40	76	30	38	84	48	48	52	90	74	50	73	72	77	34	23	61	48	61	66	50	47	90	70	0	86	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	3	1	1	3	1	5	2	2	1	2	2	1	2	4	2	2	2	7	2	5	4	3	4	1	1	2	2	3	5	2	1	4	4	1	4	5	1	1	4	1	2	3	1	2	5	5	6	2	1	1	1	2	6	1	2	1	2	1	3	3	1	3	2	3	1	1	3	1	1	1	5	11	2	3	2	1	4	3	1	2	1	2
28000	-436.932044828839139	-435.359882883791840	-1.572161945047312	0.000257880730593	0.000065192447745	0.252800771870863	0.498570569870982	0	2	7	5	3	5	6	7	7	6	7	8	11	9	8	9	11	9	11	8	11	11	11	10	10	11	12	13	12	12	11	12	15	13	12	13	15	13	15	16	14	15	16	16	13	14	17	16	14	17	15	16	16	17	17	18	20	16	18	18	18	21	18	18	18	21	19	20	19	19	19	20	19	19	22	19	19	21	18	22	23	19	22	21	24	23	21	22	22	20	22	26	24	23	26	24	23	25	24	25	25	29	0	1	6	1	1	2	6	5	10	5	6	7	10	7	4	11	16	12	20	5	4	15	14	7	4	18	21	30	7	11	3	21	23	16	16	18	31	17	35	41	36	38	25	25	17	18	49	18	45	44	28	25	46	52	11	3	39	42	23	54	28	60	51	48	50	79	56	41	53	53	53	56	7	52	11	33	55	19	37	50	65	79	50	77	91	67	76	42	58	12	76	18	76	61	62	97	58	67	90	84	0	52	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	3	2	2	1	2	3	1	2	2	1	2	1	1	1	4	4	1	3	1	4	1	1	1	3	1	1	5	3	3	1	6	1	2	1	1	1	1	2	1	3	1	2	1	1	6	1	5	2	1	5	2	2	2	1	3	1	1	1	1	3	3	4	1	7	2	3	2	1	3	3	3	2	1	5
28500	-456.845155363703839	-455.376980993726306	-1.468174369977505	0.000150157847198	0.000047942924259	0.319283508344519	0.566137386187497	1	3	6	5	3	5	6	7	7	6	10	9	10	8	9	10	11	8	10	8	9	11	11	9	11	12	13	14	12	12	13	13	13	12	11	13	14	15	14	15	13	13	15	16	14	16	18	18	15	15	16	16	18	17	16	18	17	17	18	18	18	20	19	20	21	20	19	19	19	18	21	19	19	17	21	19	18	22	20	22	23	20	21	18	23	21	20	23	22	21	22	26	22	23	26	23	24	23	24	25	26	30	0	1	1	2	1	2	4	4	6	1	9	2	10	4	7	15	24	2	3	10	9	13	12	5	13	19	22	22	4	6	35	13	19	19	7	17	27	25	32	19	20	11	31	41	24	40	39	55	39	37	49	38	74	50	4	23	21	42	12	36	55	20	40	70	22	21	74	12	70	54	57	49	49	37	74	70	37	59	54	82	71	30	47	74	47	35	55	71	76	19	52	50	60	40	80	62	59	86	88	80	0	31	1	1	2	1	1	1	1	1	1	2	1	3	3	2	1	1	1	2	2	1	2	1	1	4	1	1	1	1	2	2	1	1	1	2	3	1	1	2	1	3	1	2	1	2	3	1	2	1	1	1	1	1	1	1	4	4	3	2	3	1	1	4	2	1	5	4	1	6	1	1	2	2	1	2	3	1	2	2	1	1	2	4	2	1	2	5	2	1	2	5	3	4	1	3	2	1	3	1	1	2	1	9
29000	-417.678665041331101	-416.155896231935969	-1.522768809395153	0.000253193411604	0.000070829824590	0.279745922855243	0.601900074300397	0	2	7	4	4	6	6	7	8	6	9	10	11	9	10	9	11	8	10	9	11	12	11	9	11	11	12	12	11	12	13	13	13	12	11	14	14	15	14	15	15	14	15	16	14	16	18	18	16	17	14	16	17	18	16	17	18	17	17	17	19	19	19	18	18	19	19	19	20	18	20	19	18	20	23	19	20	22	19	20	22	21	21	21	24	23	22	20	22	21	22	25	24	23	25	22	24	26	23	25	26	29	0	1	5	2	1	4	5	7	6	4	4	9	3	7	18	7	9	7	24	8	20	19	3	3	14	9	16	9	19	20	35	17	28	12	19	27	13	34	13	36	11	30	37	45	31	13	53	33	36	40	17	30	46	58	22	31	56	31	36	43	49	42	11	50	39	37	57	21	17	44	31	53	51	42	7	40	57	80	52	61	90	70	79	54	86	65	67	73	59	56	50	13	99	90	86	54	73	91	58	89	0	49	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	3	2	1	1	2	4	1	2	3	1	4	4	2	3	1	2	3	11	2	1	1	2	1	1	2	1	1	1	3	2	1	2	2	2	6	1	2	1	2	3	2	3	1	1	4
29500	-436.301072678216372	-433.869758964716596	-2.431313713499757	0.000198027525604	0.000018117932384	0.091491989957377	0.433586155578963	0	3	6	5	3	5	7	5	6	7	10	9	11	9	10	11	11	9	10	9	12	11	11	9	9	11	11	12	12	13	13	12	15	13	12	14	14	14	14	14	15	15	16	16	13	15	18	17	15	16	16	17	17	17	17	17	20	19	18	17	19	19	20	19	20	19	19	19	19	17	20	20	19	21	22	18	18	22	18	21	21	21	21	21	23	22	21	22	20	20	21	25	23	23	26	21	25	24	24	25	26	30	0	1	5	5	1	2	4	1	4	4	18	8	25	3	25	15	20	2	14	4	19	25	19	5	7	4	20	7	7	9	23	25	9	15	22	19	12	32	4	14	28	17	4	40	18	9	45	19	32	42	37	39	44	50	12	45	36	9	20	36	46	3	44	48	52	7	33	39	70	39	41	68	21	64	5	36	38	96	51	89	49	71	64	63	86	63	66	28	56	61	73	25	72	91	83	70	86	90	63	85	0	97	1	2	1	2	1	1	2	3	1	1	1	2	1	2	1	1	1	3	1	3	1	1	1	3	1	4	1	3	3	3	1	2	4	1	1	2	2	1	3	2	2	2	5	1	3	5	3	3	1	1	1	1	1	1	3	2	2	8	5	2	2	6	2	1	1	4	2	4	1	1	3	1	4	1	11	2	2	1	1	1	2	1	1	1	1	1	1	6	1	1	1	10	1	1	2	2	1	3	2	1	1	2
30000	-445.132362743305407	-443.369075485980602	-1.763287257324829	0.000165850066859	0.000030787975888	0.185637404137301	0.699391608360866	1	3	6	4	4	5	7	6	7	6	8	9	12	8	9	11	10	8	11	9	11	11	11	10	11	11	13	14	12	12	13	12	14	12	12	13	14	15	14	15	15	15	15	16	14	15	18	16	16	17	14	16	18	17	16	18	21	17	19	18	18	19	19	20	19	21	20	20	20	18	20	19	19	20	22	20	19	20	19	21	22	22	22	21	23	22	20	21	23	20	21	26	23	24	25	23	24	23	22	25	26	30	0	1	1	2	1	2	1	2	10	5	5	11	8	9	3	15	12	10	20	18	15	24	9	20	20	6	20	22	20	17	16	16	13	7	19	13	18	28	35	51	37	31	36	38	34	27	36	30	51	14	17	28	41	36	21	37	68	40	43	39	26	36	58	35	40	52	60	39	70	41	70	47	70	52	54	77	56	59	28	61	40	90	69	35	70	90	39	73	66	38	67	54	72	65	86	71	82	46	69	97	0	16	1	1	2	1	1	1	4	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	2	2	2	1	1	2	1	2	3	1	4	2	2	1	3	1	1	1	1	1	2	2	1	1	1	3	1	3	1	1	5	3	1	3	1	1	3	1	5	2	3	1	2	1	4	1	1	1	9
30500	-421.933187178120193	-420.106258465325254	-1.826928712794911	0.000308620806388	0.000052601067451	0.170439148502919	0.476893877017760	1	3	6	4	4	6	6	6	8	6	9	10	11	8	8	11	11	7	10	10	12	12	12	10	9	11	11	14	12	11	13	13	13	12	12	14	14	14	14	15	14	13	15	15	14	14	18	17	14	16	15	15	17	18	15	19	20	19	18	16	18	20	19	19	21	21	20	19	18	17	20	18	19	20	22	19	20	23	19	21	22	20	22	19	23	23	22	22	22	21	21	27	23	24	26	24	24	24	24	24	26	30	0	1	2	1	1	4	2	4	10	4	7	15	11	2	6	19	19	5	18	3	20	2	12	3	18	3	25	23	12	11	17	29	3	18	13	21	22	42	9	42	25	22	6	36	42	19	50	49	29	9	46	24	40	16	21	50	64	70	41	55	37	28	32	28	54	64	47	42	20	50	35	45	9	41	36	48	79	36	48	61	82	59	82	49	65	44	71	62	74	68	76	98	68	65	87	64	67	89	88	70	0	17	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	4	2	2	1	3	1	1	2	1	1	1	4	2	1	1	1	1	3	1	2	1	4	1	1	2	1	1	1	3	1	3	1	3	1	2	1	1	2	1	1	2	3	2	2	1	1	4	4	1	3	2	6	3	5	1	1	4	1	1	1	1	1	3	1	4	1	1	1	1	1	1	3	1	2	2	3	1	1	4	1	10
31000	-473.462766374903708	-471.606804822619267	-1.855961552284469	0.000190318467697	0.000031258829461	0.164244856734304	0.562089229425362	1	3	7	4	4	6	7	6	7	6	7	10	12	7	10	11	10	9	10	8	12	12	9	10	9	11	12	13	11	10	12	14	14	13	13	13	15	13	15	14	14	13	15	16	14	14	18	18	15	17	15	17	16	16	15	18	20	18	15	17	16	18	19	20	17	19	19	18	18	19	19	19	20	20	22	19	19	23	18	21	22	21	23	20	23	22	21	21	22	21	21	25	24	23	25	23	25	23	23	25	26	29	0	1	4	2	1	1	10	5	6	4	6	3	29	2	6	15	10	10	20	10	24	26	20	25	6	18	4	18	12	6	15	19	25	25	27	8	28	26	40	22	11	3	31	32	16	3	60	41	13	43	31	34	37	46	31	6	62	36	6	35	33	55	13	69	4	21	53	4	44	47	49	52	40	77	66	50	61	88	36	58	35	15	53	63	14	88	70	76	54	53	72	98	86	82	54	49	64	52	81	78	0	99	1	1	1	1	2	4	1	1	1	1	1	2	1	2	3	1	3	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2	4	1	1	2	1	1	1	1	4	2	1	1	2	4	1	2	2	1	2	2	1	1	2	6	1	4	3	2	1	1	3	1	6	3	1	6	1	1	2	1	3	1	1	1	1	1	3	1	4	5	2	1	9	1	1	1	4	3	1	1	1	1	4	5	3	3	1	1	1	3
31500	-446.939060439954517	-445.396222535769141	-1.542837904185391	0.000154631896456	0.000041445537545	0.268027092045719	0.525495780197477	0	3	7	5	4	6	6	5	8	6	10	10	10	8	8	10	11	9	10	8	11	12	12	10	9	11	13	13	13	11	12	11	14	12	12	13	15	15	15	15	14	15	15	17	13	15	18	16	16	16	15	16	17	18	14	18	20	19	18	17	16	19	18	19	21	20	18	19	19	17	20	18	19	20	21	19	18	22	19	22	22	21	22	19	23	21	21	22	22	21	21	27	24	22	26	23	24	26	25	25	25	27	0	1	7	1	2	5	4	2	10	5	14	18	14	10	7	14	18	3	8	6	7	16	13	9	9	7	12	35	12	6	17	24	35	6	12	19	29	29	13	20	21	24	35	28	16	11	61	17	21	41	27	19	28	40	1	36	38	4	52	37	42	7	61	67	71	40	41	51	48	39	5	43	5	60	46	46	43	91	47	57	66	63	43	27	89	47	51	91	76	73	64	85	60	44	90	73	94	86	81	94	0	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	4	2	1	1	3	1	1	1	2	1	1	1	1	2	2	2	3	1	2	1	1	1	3	2	1	1	3	2	1	8	4	3	6	2	1	1	5	1	1	1	2	3	2	2	1	6	3	8	1	3	2	2	1	1	1	1	1	3	3	1	1	2	1	1	1	1	2	4	3	3	3	1	2	1	1	1	7
32000	-448.213597180684303	-445.901036021003847	-2.312561159680480	0.000296664223771	0.000030130186852	0.101563263911865	0.633873464967930	1	3	6	4	4	5	5	7	8	6	9	10	11	9	10	9	12	10	11	10	11	11	11	10	11	11	12	12	13	12	12	14	14	12	12	14	13	14	13	15	14	13	14	16	14	14	17	17	15	16	15	16	17	17	16	18	21	19	18	17	17	19	18	19	19	19	19	19	20	19	21	20	20	20	22	18	19	23	19	21	21	21	22	21	20	22	21	23	20	20	21	26	24	22	25	24	23	25	24	25	27	28	0	1	7	1	2	2	2	4	3	5	9	14	14	3	11	10	23	11	6	9	24	10	12	7	9	9	11	13	9	26	21	30	12	18	20	31	17	23	35	42	31	30	3	39	13	18	36	41	14	43	19	32	25	51	11	35	66	52	44	30	12	50	41	76	21	20	37	21	44	55	58	61	44	48	28	54	34	94	16	65	64	64	74	67	23	60	47	77	48	44	62	85	86	89	54	78	89	99	71	90	0	80	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	3	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	3	1	1	3	1	2	1	3	1	3	2	1	2	2	2	3	1	1	1	6	2	3	3	2	2	1	1	2	1	4	1	4	1	6	1	1	1	1	1	4	2	2	2	2	2	1	4	1	1	3	1	1	1	1	2	1	2
32500	-447.689720584925851	-445.619943228217039	-2.069777356708828	0.000272011262267	0.000034984438766	0.128613934860111	0.572022972451191	-1	2	6	5	4	5	7	6	7	7	8	9	11	8	7	9	11	10	10	10	12	10	11	8	10	12	12	12	12	12	14	13	14	11	11	14	14	14	12	14	13	14	15	17	14	14	17	18	16	17	15	16	16	18	16	19	21	17	19	17	19	18	20	20	19	21	19	18	18	19	20	20	19	21	22	18	19	22	18	20	21	20	22	20	23	21	22	23	22	22	21	25	23	23	25	20	25	24	24	26	25	30	0	1	4	2	2	5	8	1	2	3	5	11	16	10	5	10	11	2	14	14	17	11	24	4	4	4	3	10	4	22	19	27	22	9	15	30	12	26	25	26	18	26	39	53	17	3	51	58	31	28	34	36	33	55	17	17	45	18	51	49	48	5	48	50	13	6	47	28	60	76	49	43	44	44	36	36	79	72	42	79	72	58	57	65	89	70	71	74	82	54	34	96	66	48	85	69	78	96	64	99	0	65	1	3	1	2	1	1	1	3	2	1	2	1	2	1	1	1	1	5	1	1	1	1	1	1	3	2	3	2	3	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	1	1	3	5	3	3	2	1	1	6	1	2	3	7	1	4	1	1	2	3	2	2	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	2	1	3	1	1	1	2	1	1	1	5
