step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
42500	-399.093926764205889	-397.343941622703710	-1.749985141502199	0.000355039799426	0.000067152030120	0.189139443601743	0.322909149377232	0	2	4	5	3	5	7	5	7	7	6	6	8	9	7	9	6	10	9	6	9	10	12	11	13	11	12	13	15	10	13	12	13	14	13	13	15	15	16	16	16	17	16	15	17	17	17	18	21	20	22	21	22	23	25	30	28	30	30	33	32	0	1	2	1	1	2	11	1	3	8	1	1	11	10	5	7	3	2	3	0	9	17	0	19	26	19	10	7	26	16	27	21	11	18	30	4	0	24	13	33	28	15	9	0	15	21	21	47	0	35	22	46	31	25	47	19	54	57	15	28	12	1	1	2	2	2	2	1	3	2	1	4	3	1	1	2	1	1	3	2	1	1	3	1	1	1	1	3	3	3	1	1	2	3	2	2	4	1	2	4	2	1	4	4	1	5	3	5	1	1	3	5	1	4	4	4	10	2	1	11	13	12
43000	-386.673629736873238	-384.904243929597385	-1.769385807275865	0.000215916629936	0.000039744338952	0.184072616192169	0.354772870180850	-1	2	3	3	4	5	5	5	6	7	6	7	9	7	7	9	7	11	10	8	9	9	11	10	12	11	13	14	14	12	14	13	14	15	12	15	16	15	15	16	17	16	15	15	15	16	18	19	20	20	22	20	23	23	26	29	28	30	31	31	32	0	1	2	1	4	4	5	3	2	11	2	11	11	4	11	17	8	14	2	0	6	10	0	16	2	5	14	22	2	16	5	16	7	27	23	30	0	25	25	8	13	9	32	0	26	45	32	27	0	37	5	40	23	31	32	36	52	56	24	58	27	1	2	1	3	1	1	1	1	3	1	2	1	1	2	1	1	1	2	5	1	2	1	1	1	4	4	4	3	6	1	4	2	3	1	1	2	1	1	1	5	2	6	1	1	2	1	3	4	1	3	10	2	6	4	5	7	5	1	10	1	11
43500	-391.181714409311894	-389.595909752283717	-1.585804657028173	0.000226076513839	0.000055695486810	0.246356801349015	0.402086609897040	0	2	4	2	3	6	7	6	6	6	6	5	9	7	7	8	8	9	9	9	9	9	12	11	14	12	12	12	14	13	13	14	14	15	12	14	16	15	15	16	15	16	15	15	17	18	18	18	20	20	19	22	21	23	25	29	27	30	32	33	34	0	1	4	1	1	3	10	1	5	3	4	4	5	3	11	15	10	14	12	0	6	4	0	18	21	5	17	17	4	28	16	23	35	35	3	18	0	27	25	16	13	7	27	0	28	3	40	34	0	37	45	39	45	29	45	16	47	48	3	59	21	1	1	1	1	1	1	1	2	2	2	2	2	4	2	1	1	1	1	2	1	2	3	1	1	3	4	1	1	6	1	2	1	1	1	4	2	1	2	1	5	3	5	1	1	3	7	1	1	1	2	1	2	2	5	4	11	4	6	12	1	9
44000	-395.011507528386687	-393.304770541573646	-1.706736986813068	0.000295834076628	0.000059597280043	0.201455088347210	0.369528327029903	-1	3	4	5	3	6	6	5	7	7	7	5	9	7	8	10	8	10	9	9	9	9	12	10	11	11	11	13	12	13	13	15	13	15	14	14	15	14	16	16	16	13	15	15	16	16	17	18	20	19	22	21	23	23	26	30	28	30	31	30	34	0	1	2	1	1	4	4	1	4	6	1	1	9	3	2	10	14	17	4	0	2	3	0	21	5	17	20	24	11	27	26	14	20	42	29	18	0	13	27	33	9	18	26	0	13	22	24	40	0	37	35	44	45	42	39	45	55	46	43	55	36	1	2	1	3	2	1	1	3	1	1	3	3	1	1	2	2	1	1	1	1	3	2	1	1	4	1	2	2	3	1	1	5	2	1	1	1	1	3	3	1	3	1	2	1	3	3	4	1	1	2	4	3	3	5	4	8	1	8	11	2	13
44500	-386.910647048174212	-385.338038806666077	-1.572608241508149	0.000386035229609	0.000097506342056	0.252584050824742	0.473229323560500	0	3	4	4	4	5	6	4	6	7	7	3	7	9	8	8	5	10	10	9	8	9	11	10	13	12	11	14	13	12	14	14	14	14	13	15	15	16	16	16	16	15	15	14	16	16	17	18	20	20	21	21	22	24	26	29	29	30	29	31	33	0	1	1	1	2	1	12	1	8	8	17	1	1	12	9	17	2	22	14	0	6	17	0	7	18	11	20	24	18	19	27	15	10	5	5	26	0	35	33	30	30	7	35	0	21	43	36	37	0	37	22	44	36	3	32	29	53	39	29	57	26	1	1	2	3	1	2	1	2	1	1	1	1	3	3	1	3	1	1	1	1	1	1	1	3	3	2	1	1	1	1	1	4	4	4	4	1	1	1	1	2	1	4	1	1	5	1	1	1	1	3	6	3	3	8	6	7	3	4	6	1	6
45000	-393.386431854740351	-391.576911522441208	-1.809520332299119	0.000282028021597	0.000049174832473	0.174361512711958	0.316146405199600	0	2	3	4	2	5	6	6	6	6	5	7	8	8	7	9	7	9	10	9	9	8	13	9	13	11	12	14	13	13	12	14	15	15	12	14	16	15	14	15	15	17	14	14	16	17	17	19	19	20	21	21	22	24	26	30	29	30	31	30	32	0	1	2	1	1	2	2	11	3	2	4	1	6	2	11	14	3	17	5	0	7	9	0	7	10	16	20	16	18	8	16	31	13	44	24	15	0	44	21	14	24	14	14	0	10	28	40	41	0	37	11	7	48	24	17	16	45	39	9	55	42	1	1	1	2	1	2	2	1	1	2	1	4	2	3	1	1	1	1	5	1	1	1	1	1	4	1	2	2	1	2	1	1	3	1	2	4	1	1	3	3	3	5	2	1	5	2	1	1	1	2	6	5	2	10	7	11	5	10	13	2	5
45500	-390.713441169009627	-389.236218434629563	-1.477222734380050	0.000183800208484	0.000057297481169	0.311737846445083	0.439464839767919	-1	2	3	6	3	5	7	6	6	6	6	6	8	8	8	9	7	9	8	9	10	9	12	10	13	12	10	13	14	12	14	12	14	15	12	14	15	16	13	14	16	17	15	13	15	16	17	18	20	20	20	20	22	21	26	29	27	30	30	31	33	0	1	2	5	2	3	10	2	1	5	3	2	8	8	11	8	3	17	2	0	13	12	0	8	17	4	15	15	26	9	1	27	35	35	13	15	0	35	35	24	40	29	39	0	25	39	39	35	0	37	42	42	45	10	53	36	52	31	27	55	7	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	3	1	3	1	1	2	1	1	3	3	1	3	1	3	7	2	1	1	2	3	1	2	1	1	1	1	2	1	1	1	3	3	1	3	1	1	4	9	2	5	4	12	9	2	11
46000	-381.906183647289822	-380.186828929629371	-1.719354717660472	0.000263521640026	0.000052099425536	0.197704543472174	0.468279331281665	0	3	2	4	4	5	7	5	6	7	6	5	9	8	7	10	7	10	9	8	9	9	12	10	13	12	12	14	14	12	13	14	14	15	13	14	16	16	15	14	16	17	15	16	16	18	17	19	18	20	20	21	22	22	25	27	27	31	29	33	30	0	1	1	3	2	4	6	1	2	2	3	1	4	12	8	9	1	8	2	0	9	6	0	14	17	12	15	21	24	15	17	23	16	23	20	26	0	26	20	21	18	22	30	0	29	20	25	36	0	49	29	47	50	51	51	10	48	46	45	61	4	1	1	1	1	1	1	1	2	2	2	3	2	3	1	1	2	4	3	3	1	2	2	1	1	3	3	2	3	2	3	3	1	2	2	4	1	1	2	4	3	3	4	1	1	2	5	2	4	1	1	2	2	1	1	3	9	2	7	8	1	11
46500	-399.294817169072189	-397.354899531560761	-1.939917637511450	0.000171797121017	0.000025497611266	0.148416988102295	0.423870788041262	-1	2	3	6	3	5	6	4	7	6	7	6	9	9	7	9	7	11	10	8	8	9	12	9	13	10	11	12	13	12	12	15	14	12	14	14	15	16	15	16	16	16	15	15	14	17	16	19	20	18	21	21	22	24	26	29	28	30	29	32	34	0	1	1	8	2	3	2	2	5	6	5	2	8	8	1	4	5	22	3	0	8	17	0	10	12	11	4	4	31	17	26	4	26	24	34	6	0	12	34	37	44	21	36	0	27	32	10	22	0	37	19	48	38	48	25	43	50	57	9	58	24	1	2	2	2	1	1	2	1	1	1	2	2	3	2	3	2	2	1	3	1	2	1	1	2	4	2	1	3	1	3	2	4	3	2	1	4	1	7	1	1	1	3	1	1	1	1	4	5	1	1	5	1	5	4	5	7	5	1	11	2	8
47000	-404.243223081993733	-402.637020869819196	-1.606202212174512	0.000205829778627	0.000048856567765	0.237363942628512	0.355872220720959	-1	2	3	5	3	5	6	5	7	6	6	5	9	8	8	8	8	10	9	7	8	9	12	10	13	11	12	14	13	12	13	14	14	13	14	14	16	16	15	13	17	16	15	13	16	15	18	19	20	19	21	21	22	24	25	29	28	29	31	33	33	0	1	1	1	2	5	2	1	3	2	2	3	17	5	10	7	5	14	3	0	5	5	0	9	11	13	17	22	3	16	14	23	7	15	18	3	0	46	25	15	43	8	6	0	15	19	36	42	0	37	11	29	50	19	28	14	40	53	45	58	40	1	2	2	3	1	1	3	2	2	2	2	1	1	3	1	1	2	2	3	1	3	4	1	1	4	1	1	2	5	2	2	1	4	2	2	7	1	1	1	3	1	7	6	1	5	2	2	2	1	2	6	3	2	8	5	9	7	3	8	3	9
47500	-390.920153181608271	-389.026095309970344	-1.894057871637934	0.000200017863018	0.000031344612413	0.156709065578902	0.433974320163689	0	2	3	6	4	4	7	6	7	7	5	6	9	8	8	9	7	10	9	8	8	10	11	11	13	9	12	14	12	13	14	15	14	13	13	11	15	14	16	13	16	16	15	15	15	18	18	18	19	20	21	22	23	22	27	29	29	29	30	31	33	0	1	2	2	3	2	3	11	11	5	2	2	9	8	10	14	2	5	17	0	12	21	0	19	10	9	10	11	1	22	34	38	25	4	23	13	0	21	20	27	31	15	30	0	13	16	37	22	0	49	4	48	51	4	48	21	55	52	42	58	33	1	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	4	1	2	4	7	2	1	1	1	4	1	1	1	4	6	1	1	4	1	1	2	4	1	3	1	1	8	2	1	6	3	11	2	4	7	1	9
48000	-412.040016243305843	-410.373676820471530	-1.666339422834334	0.000199685558079	0.000042826243152	0.214468405043990	0.323517598995980	-2	1	3	4	4	5	6	5	7	5	7	6	9	8	7	8	7	7	9	9	8	8	12	10	14	11	13	14	15	12	14	14	14	15	13	14	16	15	16	15	15	16	16	15	16	18	18	18	19	20	21	21	23	22	26	29	27	31	32	31	34	0	1	1	1	3	3	4	1	8	3	5	5	7	3	6	7	1	3	3	0	7	10	0	11	2	5	26	17	9	20	11	23	19	35	4	2	0	17	28	20	11	9	44	0	26	41	34	31	0	49	45	49	51	14	53	47	13	41	47	57	53	1	2	3	2	1	1	1	3	1	1	3	1	1	3	1	1	3	2	3	1	1	2	1	2	6	3	1	5	5	2	3	1	2	1	5	6	1	4	1	3	3	5	1	1	3	1	1	2	1	1	4	1	2	7	2	6	9	10	6	3	5
48500	-374.919720674298105	-373.378675686647057	-1.541044987651073	0.000360653377917	0.000097025507513	0.269027031087978	0.497292905902801	-1	3	4	5	3	5	6	4	6	7	7	6	9	8	8	9	7	10	10	8	10	9	12	10	14	11	12	13	14	12	12	12	14	14	13	13	15	15	15	15	17	15	16	16	16	18	16	18	19	19	21	21	22	23	26	30	28	30	31	32	33	0	1	2	1	1	5	4	1	8	9	5	8	12	1	3	7	8	8	17	0	14	12	0	20	8	11	17	21	32	21	18	17	30	23	16	18	0	23	27	27	44	36	29	0	36	35	42	45	0	44	36	49	50	42	50	40	55	30	43	57	58	1	2	1	2	2	2	1	3	1	1	2	1	2	4	1	1	2	3	1	1	1	2	1	1	5	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	1	2	4	4	5	1	7	7	1	2
49000	-401.224087760353996	-399.574422035024952	-1.649665725329040	0.000339760206251	0.000074864870693	0.220346200984011	0.305303853649622	-2	2	3	4	3	3	6	5	6	7	6	6	8	8	6	10	5	9	8	8	8	10	11	11	14	11	13	14	13	12	11	15	14	12	13	13	15	14	15	16	16	17	16	13	15	17	17	17	21	20	20	21	22	22	27	29	27	29	30	33	34	0	1	2	3	1	2	17	4	17	1	4	2	15	11	5	14	4	4	2	0	4	8	0	1	11	14	1	35	13	22	14	22	24	31	30	26	0	19	34	28	34	5	16	0	7	39	17	36	0	44	11	41	25	36	13	31	53	32	36	57	58	1	2	1	1	3	1	1	1	1	3	1	3	1	1	1	1	1	2	3	1	2	3	1	6	5	2	7	1	2	1	2	3	1	1	1	1	1	3	2	1	2	8	2	1	3	1	6	2	1	4	7	3	4	4	9	8	2	8	10	2	3
49500	-392.421321881627478	-390.737280978296724	-1.684040903330744	0.000258607223061	0.000053936591456	0.208565680486197	0.447863280173072	0	2	4	6	4	6	5	4	6	6	7	5	8	7	8	9	6	10	9	9	9	10	13	11	13	11	10	12	15	11	14	14	14	15	13	13	14	15	15	16	16	17	14	14	17	17	18	18	19	20	21	21	21	24	27	28	28	30	28	30	33	0	1	2	5	2	3	1	2	5	5	8	2	17	17	5	11	5	11	6	0	3	17	0	19	27	11	5	16	26	12	36	11	36	26	4	10	0	28	43	10	28	26	8	0	25	29	41	44	0	49	45	32	45	36	13	11	50	40	13	55	9	1	1	1	1	2	2	3	1	1	1	1	2	1	1	3	1	1	1	1	1	3	2	1	1	2	1	2	2	2	3	1	2	1	2	4	4	1	2	1	3	2	3	5	1	2	1	1	2	1	1	2	3	2	7	10	11	2	7	11	1	12
50000	-421.129505099087453	-419.509375502155763	-1.620129596931714	0.000342496593674	0.000079328101529	0.231617198517846	0.391045553507272	0	2	3	4	3	6	7	6	5	4	7	5	8	9	8	9	8	9	10	8	9	9	11	10	13	10	12	13	14	12	14	12	15	15	13	13	14	14	14	16	15	15	16	15	17	18	17	18	19	18	21	21	21	24	26	28	28	31	32	31	33	0	1	1	1	1	10	5	4	5	2	12	1	12	8	12	15	4	11	4	0	7	5	0	15	22	4	22	19	2	26	28	4	36	19	19	15	0	35	26	4	15	3	26	0	2	25	42	45	0	7	11	45	32	25	51	25	55	52	28	56	27	1	1	2	3	1	1	2	1	1	1	1	2	1	2	2	1	2	1	3	1	1	2	1	1	2	2	2	2	8	1	1	3	1	2	2	3	1	1	2	5	4	3	2	1	6	3	1	1	1	5	4	2	4	5	2	6	1	4	8	1	9
50500	-381.271189942748833	-379.627568696440335	-1.643621246308470	0.000192342137988	0.000042807528443	0.222559283634991	0.320558698053174	-2	2	4	5	3	6	6	4	6	5	6	7	7	8	7	9	6	11	10	6	9	9	10	10	14	11	12	14	14	12	12	14	14	14	13	15	15	15	14	15	16	16	15	15	16	17	18	18	18	19	21	22	23	23	25	28	28	31	32	33	33	0	1	2	1	2	3	8	1	2	1	3	3	9	7	11	17	5	24	6	0	4	2	0	14	17	4	21	18	9	23	23	31	22	18	26	8	0	32	3	31	29	8	15	0	21	18	6	20	0	49	29	37	10	26	52	35	53	39	42	47	45	1	1	1	3	1	1	1	3	2	5	1	2	1	1	1	1	2	1	2	1	3	3	1	1	4	3	1	2	4	1	1	1	2	2	1	6	1	1	6	2	1	6	4	1	4	2	6	7	1	1	3	5	7	7	1	6	2	12	8	7	9
51000	-393.655685166323678	-391.886472029007962	-1.769213137315690	0.000210309280778	0.000038721425069	0.184116577859246	0.301811382356874	-1	2	2	5	3	6	7	4	6	6	6	4	8	8	7	9	7	10	10	7	9	7	12	10	13	10	13	13	15	11	13	15	13	14	13	14	16	15	16	15	17	17	14	15	15	17	17	18	20	19	21	19	22	23	26	29	28	30	30	32	32	0	1	1	2	3	5	12	2	5	4	1	1	9	8	4	13	11	12	15	0	7	4	0	14	12	8	9	12	7	10	26	9	3	22	17	24	0	26	34	19	39	15	14	0	26	10	25	39	0	37	19	43	48	18	52	29	29	46	7	53	31	1	2	2	1	1	1	1	1	2	1	3	2	1	2	1	1	1	3	2	1	2	1	1	1	6	2	4	5	4	3	1	4	7	3	3	2	1	3	1	3	1	6	2	1	2	5	2	1	1	2	7	3	2	7	3	6	7	6	10	6	11
51500	-490.652843356756478	-489.004705066022041	-1.648138290734416	0.000199856393526	0.000044148509175	0.220901160058356	0.420174109857929	0	2	3	5	3	5	7	5	6	6	6	6	9	7	7	9	7	10	9	9	8	9	11	10	13	11	12	13	13	12	13	14	15	14	13	15	16	15	14	16	15	16	15	14	16	16	16	16	20	19	22	20	22	22	26	29	28	30	31	33	33	0	1	1	2	2	3	9	2	5	6	8	2	8	2	6	14	4	16	12	0	8	17	0	4	18	21	18	2	26	8	20	35	9	31	20	8	0	21	17	32	29	32	13	0	15	30	39	18	0	37	13	22	44	45	39	7	54	32	35	55	15	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	2	2	2	1	6	1	4	1	1	5	1	2	6	1	4	2	1	1	1	3	1	5	2	2	2	1	1	5	6	2	2	7	11	3	6	8	6	12
52000	-420.376593649131394	-418.649592097421873	-1.727001551709495	0.000268086229711	0.000052410064016	0.195497038668215	0.317052626308494	-1	3	4	5	0	5	7	5	6	7	6	6	8	7	7	10	6	11	9	8	10	9	13	10	13	11	12	13	15	13	10	14	14	14	13	14	14	14	15	16	15	17	16	16	15	17	14	17	20	18	22	21	23	23	25	28	27	30	30	32	33	0	5	2	5	1	2	3	1	2	9	2	4	9	1	8	7	1	4	12	0	2	17	0	15	14	4	16	20	7	26	13	6	18	8	22	11	0	14	30	18	10	29	24	0	26	4	10	38	0	37	22	33	18	2	25	35	40	7	42	53	25	1	2	1	2	1	2	1	3	1	1	2	1	1	4	1	1	2	4	2	1	3	1	1	1	3	3	1	3	4	2	1	5	3	5	2	5	1	3	1	2	5	2	3	1	2	6	3	1	1	2	7	4	7	9	6	8	4	12	8	8	11
52500	-429.730765793223554	-427.983873578333487	-1.746892214890069	0.000222294666545	0.000042229716468	0.189971793403242	0.369838356432502	0	3	2	5	2	5	6	4	7	6	7	7	9	8	7	10	8	10	9	8	10	9	12	10	11	11	12	14	14	11	12	13	15	14	13	14	15	14	16	15	16	15	14	16	16	17	17	18	19	18	20	20	23	23	26	30	28	30	30	33	33	0	3	1	1	1	2	2	3	6	8	3	5	15	2	2	14	12	2	6	0	20	11	0	14	9	8	1	27	4	21	18	8	16	30	27	11	0	14	36	43	16	6	22	0	17	33	42	45	0	37	41	17	50	32	49	52	43	9	4	27	33	1	1	1	2	1	1	2	1	1	1	2	2	2	3	2	1	1	5	3	1	2	1	1	1	3	4	7	1	6	1	1	5	2	2	1	4	1	3	1	1	4	4	2	1	4	1	1	1	1	1	2	8	2	3	2	8	5	5	14	10	9
53000	-413.527860509026709	-411.666791315462206	-1.861069193564532	0.000251702972080	0.000041077205581	0.163197141621859	0.473584482158537	-1	2	4	4	3	5	7	6	6	7	6	6	9	9	8	9	5	10	10	6	10	10	12	9	12	10	13	11	13	12	12	14	15	13	13	14	16	16	15	15	17	17	16	14	16	17	18	18	19	19	21	21	21	24	26	29	28	30	30	33	32	0	1	5	1	2	5	17	17	6	20	5	6	7	12	9	9	5	15	12	0	15	5	0	15	8	11	30	14	6	18	24	29	21	21	23	24	0	36	36	35	40	26	7	0	5	31	37	25	0	47	42	15	18	36	53	22	53	52	43	52	41	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	4	2	1	1	5	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	6	2	1	2	1	1	2	7	7	5	2	8	3	5	5	7	7
53500	-383.031737674763690	-381.389772449665998	-1.641965225097709	0.000261898407204	0.000058448817441	0.223173626999077	0.488360277575931	-1	2	3	5	4	5	7	6	6	5	4	6	8	7	6	9	6	11	9	8	10	10	12	10	13	12	12	14	14	11	14	14	13	13	13	13	16	14	15	15	16	17	14	15	15	17	18	18	20	19	21	19	23	23	25	29	28	31	31	33	33	0	1	2	3	2	3	10	1	10	5	2	4	12	2	2	10	11	19	14	0	20	17	0	7	27	11	18	26	13	15	19	19	26	27	18	6	0	26	27	18	32	5	16	0	22	40	37	41	0	44	12	42	46	42	14	11	55	53	25	55	54	1	1	1	1	1	1	1	3	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	2	1	3	1	1	4	3	2	2	1	1	1	4	1	1	2	2	1	4	3	1	1	1	1	1	1	3	5	1	2	3	6	13	2	3	8	6	5
54000	-362.801286431690812	-361.016356836982652	-1.784929594708141	0.000281318418932	0.000050692014533	0.180194438477929	0.441504188206342	0	2	3	4	4	4	6	6	6	5	7	7	8	8	8	9	6	10	9	7	10	8	12	9	12	12	10	13	14	12	13	15	14	14	13	14	16	16	16	15	17	15	15	15	15	17	18	18	20	19	22	20	23	22	26	29	28	30	30	32	33	0	1	2	1	1	1	1	4	4	3	9	5	2	2	2	20	3	14	3	0	7	1	0	20	18	19	13	14	12	18	21	35	30	15	24	15	0	26	22	34	44	28	27	0	6	25	39	39	0	41	29	45	29	25	52	6	55	48	25	56	46	1	1	1	2	1	2	3	1	1	1	1	1	3	3	3	1	1	1	2	1	2	3	1	1	1	1	1	2	3	1	2	1	1	4	2	2	1	2	4	1	1	2	2	1	5	2	1	1	1	1	5	2	5	6	3	11	1	7	6	2	9
54500	-424.328080991128274	-422.714868521445396	-1.613212469682861	0.000291734773536	0.000068392529865	0.234433931326765	0.525268314399806	0	3	4	4	2	5	6	5	7	6	4	7	7	6	7	9	7	9	10	9	9	9	9	10	11	9	11	13	14	12	13	14	14	11	12	13	14	16	16	13	17	16	16	15	14	16	18	17	20	18	21	22	21	23	26	30	28	30	32	32	32	0	5	5	2	1	4	3	4	3	11	1	8	14	8	3	10	4	10	5	0	3	2	0	22	10	2	23	13	9	20	22	35	24	12	19	22	0	31	33	6	44	22	37	0	2	29	36	37	0	31	4	31	43	38	48	42	53	38	54	56	51	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	5	1	2	3	1	1	2	3	1	3	4	1	2	1	2	1	1	2	1	1	1	4	1	2	1	1	4	1	2	1	1	2	6	3	2	2	4	8	3	7	4	1	6
55000	-413.314370523037724	-411.723598726178466	-1.590771796859281	0.000267232305841	0.000065231221421	0.244099309833970	0.403999943726738	-1	2	3	5	3	4	6	5	6	6	6	6	9	9	7	10	8	11	10	6	10	7	11	10	13	11	13	13	14	11	13	14	15	14	12	14	14	15	15	16	17	16	15	15	16	17	17	19	21	19	20	21	23	24	26	29	28	31	30	32	33	0	1	2	1	1	2	2	6	3	6	2	8	15	22	4	6	3	1	13	0	22	4	0	7	11	17	30	5	17	13	18	23	30	20	10	14	0	28	31	33	18	26	23	0	26	34	25	28	0	47	45	44	41	9	54	51	54	28	42	55	18	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	4	3	6	1	1	1	1	1	2	4	2	1	3	3	1	1	2	2	4	3	2	1	1	1	1	3	2	2	1	4	2	1	4	1	1	2	5	2	8	1	4	2	13	6	2	9
55500	-407.794844724134009	-406.165938327241065	-1.628906396892929	0.000227867095180	0.000051986569809	0.228144260002292	0.343665203137881	-1	3	3	5	4	6	6	5	6	6	5	7	8	8	7	9	7	10	9	8	9	10	11	11	13	11	12	13	11	11	13	14	14	15	13	14	15	15	15	16	17	16	16	15	17	17	17	19	18	19	22	21	20	22	26	30	27	31	31	31	34	0	1	1	3	3	5	1	1	4	1	3	3	10	2	4	6	7	2	3	0	2	6	0	19	22	8	10	23	11	21	18	25	22	3	29	26	0	25	26	31	30	29	28	0	7	27	31	36	0	49	4	40	45	18	47	31	41	39	11	57	2	1	2	2	2	1	1	3	2	1	4	1	2	1	5	1	1	1	3	2	1	3	2	1	1	1	2	3	1	3	1	2	1	2	6	1	1	1	1	2	2	3	3	1	1	5	3	3	2	1	1	10	4	2	5	4	6	6	11	12	2	18
56000	-395.249457915477592	-393.487103752335884	-1.762354163141736	0.000254626275938	0.000047329687770	0.185879040156584	0.311628007244522	0	2	3	5	4	4	7	6	7	6	6	7	8	8	8	9	6	11	10	8	9	8	12	10	14	11	12	14	15	12	14	14	15	14	13	14	15	15	15	15	16	15	16	13	14	17	17	18	21	20	21	21	23	23	27	29	29	29	30	31	33	0	1	2	1	1	1	8	6	8	3	1	5	11	2	11	10	4	17	6	0	8	3	0	13	5	8	15	30	2	13	35	20	21	4	17	3	0	9	8	12	30	27	34	0	5	39	45	37	0	44	21	19	49	7	42	18	54	25	18	57	26	1	1	1	2	2	2	1	1	1	1	3	2	1	3	1	2	1	4	2	1	2	3	1	1	7	3	2	2	5	2	1	3	3	4	4	4	1	5	5	3	2	1	2	1	5	1	1	1	1	4	5	5	1	7	5	8	3	4	9	1	11
56500	-374.604770510265325	-372.867684143049985	-1.737086367215349	0.000243235489644	0.000046861171029	0.192657622031776	0.395872849794705	-1	1	3	5	3	5	7	6	6	7	6	4	8	8	8	10	6	10	10	9	8	6	12	10	13	9	11	12	13	13	14	15	14	15	14	13	15	16	14	15	16	17	16	14	17	16	17	18	20	20	22	21	22	23	26	28	29	29	30	30	34	0	1	1	2	1	2	22	12	4	2	12	1	9	22	22	21	2	14	8	0	4	12	0	7	11	3	21	24	13	20	19	30	23	17	28	9	0	32	29	25	24	3	37	0	29	36	29	11	0	37	11	27	32	21	48	6	54	52	29	55	40	1	1	2	2	3	2	1	1	1	3	1	3	1	1	1	1	2	1	3	1	1	1	1	1	4	2	1	1	2	2	2	1	1	6	1	3	1	1	1	1	3	5	1	1	2	2	3	6	1	2	8	4	3	6	4	10	2	4	10	2	9
