step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-861.833779309513488	-870.884622689964885	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.493700000007248	-4	4	0	9	8	3	9	3	7	6	9	11	13	10	9	9	11	17	12	13	12	10	11	19	8	11	13	16	23	15	14	15	7	10	10	10	13	15	23	12	17	12	16	13	16	27	20	15	30	20	19	14	22	22	21	17	24	26	22	23	26	26	25	28	22	26	27	26	23	25	31	27	27	28	30	35	31	30	31	32	34	40	49	38	39	46	45	54	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-451.754366047815495	-460.805209428266835	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988619122935837	-3	3	1	10	10	0	7	5	5	3	8	4	15	8	13	9	10	18	15	9	12	10	8	23	8	10	13	13	22	18	17	10	11	12	11	4	13	16	24	7	20	9	13	11	15	27	22	14	28	21	20	11	20	25	15	19	22	17	21	22	20	28	19	29	18	26	20	25	23	27	27	22	29	30	26	35	32	17	30	29	33	40	29	41	32	44	33	55	0	6	1	12	8	1	10	1	1	1	6	3	14	3	32	6	11	7	32	12	8	6	3	34	10	12	9	9	13	9	7	36	3	11	36	1	25	5	61	1	44	10	17	11	32	21	52	20	63	48	55	36	78	29	8	16	42	26	37	5	37	45	23	67	11	53	38	41	4	69	30	18	59	50	44	79	54	42	24	13	73	83	54	59	29	70	83	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-455.189182244324854	-464.240025624776194	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976608446273934	-6	4	4	2	11	3	5	1	7	9	9	12	12	12	11	9	10	15	13	14	10	9	13	15	10	4	12	16	21	17	8	12	3	9	9	14	12	14	25	5	16	8	12	14	19	23	11	11	31	14	21	12	22	14	18	21	23	28	20	24	27	17	27	25	23	26	23	25	20	28	29	20	26	22	30	33	29	22	34	27	33	40	46	35	39	42	41	51	0	1	8	1	2	1	1	1	6	2	40	3	3	42	8	26	1	11	10	33	33	3	16	40	8	1	8	34	5	40	2	4	8	3	4	42	25	9	24	6	34	2	6	2	22	52	31	7	45	25	18	21	19	22	44	28	18	59	48	12	74	36	78	48	12	28	22	44	41	67	53	23	56	11	63	23	30	44	72	53	70	76	61	66	70	79	79	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-461.297231957585439	-470.348075338036779	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986296790469224	-5	2	-2	3	4	2	13	-1	6	9	8	12	17	9	8	6	13	17	13	10	12	9	5	15	12	12	10	15	18	17	17	11	8	10	12	3	4	17	19	10	20	12	13	13	15	25	20	8	24	20	16	12	18	13	23	20	25	30	25	21	25	27	26	21	22	19	22	25	26	28	27	24	27	22	26	30	29	16	27	22	35	36	42	38	38	48	34	34	0	1	1	3	3	8	15	1	2	9	4	23	27	2	6	36	33	5	27	36	5	3	2	14	40	16	4	11	15	35	22	5	2	36	33	3	8	27	45	3	11	14	5	9	2	52	26	23	18	43	37	6	35	9	52	24	39	41	74	53	56	41	39	17	34	18	35	25	66	13	47	31	72	38	74	61	56	14	43	17	71	56	76	77	57	84	70	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-468.401299859471408	-477.452143239922748	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997635659891097	-9	6	-2	8	8	1	8	2	4	8	3	10	14	9	12	12	12	14	11	7	10	6	15	21	8	6	15	17	23	6	15	18	8	11	13	9	14	14	15	4	18	-2	5	12	16	30	21	16	26	13	17	11	18	10	15	19	21	20	20	22	21	26	29	21	18	24	20	26	22	18	29	22	28	29	25	35	27	21	27	27	22	35	24	35	40	29	43	49	0	40	1	6	11	1	8	42	8	8	3	9	4	8	20	7	30	36	8	8	9	40	12	39	11	11	17	14	5	8	4	34	11	30	33	2	14	30	33	6	22	1	1	30	14	83	23	22	53	10	13	30	20	14	52	44	35	13	44	11	19	81	69	50	18	31	18	78	35	4	52	48	15	24	61	73	81	37	53	61	33	49	51	71	84	32	71	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-475.857493334207049	-484.908336714658390	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976826189054575	-6	-1	1	10	6	4	10	1	7	9	1	15	15	5	11	9	12	9	12	17	15	9	9	20	8	11	14	15	21	20	7	15	8	14	8	7	9	17	25	6	15	6	13	15	17	26	18	20	25	17	16	18	11	25	22	14	28	16	20	19	22	28	22	16	23	13	31	27	12	20	32	29	24	31	17	35	30	34	35	32	34	42	48	41	22	47	39	50	0	1	2	40	3	1	11	1	6	11	2	16	22	3	33	6	11	40	22	56	11	11	5	23	11	3	25	53	41	47	2	16	11	16	11	8	6	66	75	11	42	2	4	33	43	44	58	64	24	19	26	21	3	51	58	42	51	26	19	13	28	47	22	40	50	3	50	63	10	53	38	54	19	54	43	62	39	68	64	24	61	76	87	81	51	82	85	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-457.442063388505005	-466.492906768956345	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997429825983555	-4	6	0	9	9	1	7	4	5	0	11	14	14	11	5	8	6	19	13	9	11	11	15	22	7	13	14	13	25	7	17	16	5	12	5	2	11	4	25	15	17	11	19	13	14	25	24	15	32	20	17	10	23	24	11	19	24	20	22	21	26	22	21	25	15	20	23	25	20	20	31	19	27	27	28	33	30	31	31	26	31	30	47	37	26	38	49	52	0	6	1	6	15	1	15	36	6	1	6	30	44	6	3	9	36	51	25	8	16	17	42	56	6	30	14	2	56	38	48	7	10	25	6	1	3	6	19	42	37	8	28	35	17	41	32	10	39	51	35	8	32	51	9	44	5	48	11	23	72	18	11	69	5	21	23	69	27	48	47	34	52	60	46	66	45	85	29	58	19	80	49	79	47	49	84	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-457.444479447579283	-466.495322828030623	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964769032645781	-2	3	3	7	5	0	8	1	6	5	11	10	9	9	10	11	10	2	14	14	9	14	13	16	10	7	16	20	24	7	13	17	9	12	7	13	4	15	23	10	17	10	14	14	14	31	17	16	28	11	17	15	26	23	16	21	24	20	22	25	26	21	27	19	17	27	24	28	19	18	32	29	29	30	27	31	30	29	31	29	35	43	41	26	39	36	40	49	0	6	1	1	1	1	18	1	2	8	4	3	5	37	3	18	18	1	21	35	35	5	12	42	1	2	13	48	50	3	33	50	10	37	6	33	6	9	55	5	22	8	14	4	21	66	11	10	69	5	37	21	28	55	16	23	27	51	70	17	48	20	52	25	13	64	65	28	16	43	49	64	69	66	65	75	50	84	62	61	75	68	53	38	74	46	52	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-447.103124971556383	-456.153968352007723	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978598769248586	-4	4	2	10	4	0	7	1	6	1	10	9	12	10	11	7	8	20	5	16	13	12	15	15	4	14	13	15	25	15	10	14	9	8	12	13	0	16	25	12	19	11	15	13	16	25	16	16	24	18	18	11	26	23	20	16	18	17	19	22	26	27	27	27	26	27	20	22	24	29	24	19	27	26	30	35	31	25	30	31	33	34	43	36	40	45	39	51	0	6	37	16	37	1	3	1	8	1	17	5	16	7	10	3	10	9	8	12	19	14	31	15	10	19	52	3	27	17	37	10	2	37	9	12	1	40	67	16	36	25	19	34	22	35	15	21	23	15	27	2	48	13	36	27	23	34	12	20	60	54	39	67	68	18	52	51	45	61	41	12	43	30	53	63	49	47	73	32	75	80	84	62	78	76	61	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-447.921376771234407	-456.972220151685747	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996364473516425	-8	3	-2	-1	9	2	7	7	4	7	13	0	13	10	9	5	10	10	15	18	10	8	8	19	3	8	6	14	20	18	14	10	5	13	11	8	15	15	20	14	15	8	13	14	16	27	17	13	24	19	13	14	18	21	20	17	25	19	23	19	22	26	24	30	11	23	29	23	16	22	26	19	26	27	31	33	25	31	32	32	32	38	42	38	27	45	40	52	0	12	1	1	10	1	6	3	12	4	16	1	8	16	6	6	33	33	11	48	7	25	2	32	3	3	6	35	56	40	8	27	4	9	7	3	17	7	52	2	23	9	36	5	13	77	10	36	41	51	7	32	35	48	11	22	52	40	54	42	31	40	51	77	9	29	50	31	32	34	68	42	53	55	61	50	29	57	55	46	55	67	64	70	39	84	85	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
