step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-4792.841459782234779	-4791.379377697716336	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.175008330421467	-1	0	1	3	4	6	4	5	6	5	7	6	8	10	8	11	10	10	10	9	10	10	11	10	11	11	11	12	12	12	12	13	13	13	15	14	14	14	13	14	13	15	15	15	17	17	16	20	18	17	19	20	20	20	21	22	21	25	22	23	24	26	25	25	25	25	26	27	26	26	26	27	27	27	27	27	28	27	29	29	31	28	29	31	31	31	34	38	40	41	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	3	4	3	4	4	5	6	5	6	6	6	6	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	8	8	8	8	7	8	7	8	8	8	9	9	9	11	10	9	10	11	11	11	11	12	11	13	12	12	13	14	13	13	13	13	14	14	14	14	14	14	14	14	14	14	15	14	15	15	16	15	15	16	16	16	18	20	21	21
500	-1904.826963870266582	-1901.327635580256356	-3.499328290010124	0.000009975842987	0.000075397778340	7.558035790634589	0.136128421223716	-2	0	0	2	3	3	4	3	7	5	8	6	8	7	7	12	11	10	7	8	8	9	9	7	11	11	12	12	12	10	11	12	13	13	16	13	15	14	13	15	13	16	12	14	17	17	15	19	15	17	18	17	20	21	21	22	21	25	23	24	25	26	26	26	25	25	27	28	27	27	26	28	27	28	28	28	29	28	29	29	31	28	28	31	32	31	35	39	41	42	0	1	1	2	2	3	4	4	12	0	6	8	6	5	6	19	14	19	8	24	14	14	6	5	20	21	19	19	14	23	21	14	6	21	21	30	26	39	23	23	31	17	20	3	27	29	6	20	6	22	47	24	24	49	24	24	47	20	24	24	24	44	43	52	24	52	24	43	24	24	44	24	24	44	43	43	43	24	52	47	43	43	43	24	24	52	43	44	49	49	1	1	1	1	1	2	1	1	1	1	3	2	3	2	2	5	2	1	3	1	1	1	3	2	2	2	2	4	3	1	2	3	6	3	4	2	2	1	3	4	1	3	2	6	3	3	4	5	9	6	2	7	6	4	6	7	5	11	10	8	10	8	10	6	9	3	14	13	13	11	8	11	14	8	12	11	13	14	11	7	14	10	14	11	16	12	18	20	18	17
1000	-1623.113805421432744	-1620.285702029421145	-2.828103392011625	0.000009960421279	0.000048300055585	4.849198064254916	0.193608377437555	-2	0	1	3	4	4	3	4	7	6	8	6	7	7	6	11	10	10	7	10	9	10	11	7	11	12	12	11	12	11	12	13	13	13	16	15	14	14	13	14	14	15	12	15	16	16	16	21	18	17	20	17	21	21	18	22	22	25	19	23	25	26	26	25	25	26	26	27	27	27	26	26	28	27	28	28	29	28	30	29	32	29	30	31	32	32	35	39	40	42	0	1	1	2	2	3	2	4	12	0	6	8	6	5	6	19	14	19	8	24	14	14	6	7	20	21	18	19	22	6	21	14	15	26	21	30	31	39	23	39	34	29	24	6	27	14	23	20	23	32	47	25	43	49	24	59	47	43	24	24	24	47	55	52	52	59	24	52	43	24	47	52	43	47	52	59	55	43	55	57	55	59	59	55	52	59	59	44	55	46	1	1	2	1	2	2	2	1	1	1	3	1	2	2	1	2	2	2	2	2	1	2	4	2	1	2	1	3	1	4	2	3	4	1	4	1	1	1	2	1	1	2	3	7	2	5	4	5	5	3	3	3	4	3	8	2	3	7	7	8	11	7	6	4	5	3	12	5	12	11	6	5	12	6	10	7	9	10	9	3	12	8	6	6	13	9	12	16	13	16
1500	-1455.496609081444149	-1452.915890577312894	-2.580718504131168	0.000009925841922	0.000039849632288	4.014735737269661	0.323081361930780	-1	0	0	4	3	6	4	5	6	6	8	7	9	9	8	11	11	10	9	10	10	10	11	7	11	11	11	13	13	12	13	13	14	13	16	14	13	14	12	14	14	16	16	14	18	18	14	20	17	15	20	17	20	21	20	23	19	25	20	21	23	27	25	25	25	25	25	28	27	27	27	28	28	28	28	27	28	27	29	30	31	27	30	31	32	32	35	38	40	41	0	1	1	2	2	3	2	4	8	0	6	9	6	5	6	19	14	19	8	24	14	14	6	5	20	21	18	19	17	15	21	22	23	26	21	30	26	39	6	39	34	22	20	6	27	22	6	20	44	14	47	24	43	49	20	52	47	60	24	59	24	57	59	60	59	61	24	67	52	65	57	64	52	57	67	55	60	59	52	57	24	64	66	79	66	67	59	44	81	67	1	1	1	2	1	3	2	1	1	1	1	1	1	4	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	2	2	2	1	3	1	1	1	4	1	1	2	4	4	3	4	4	4	1	2	3	4	3	3	5	3	2	2	7	1	9	6	3	2	3	2	12	2	6	2	4	2	10	4	3	5	4	6	9	5	13	1	4	1	6	4	12	16	6	11
2000	-1359.862451581681171	-1357.578604670333334	-2.283846911347785	0.000010052787128	0.000031302824889	3.113845393249045	0.378496838012814	-2	0	1	2	3	6	4	4	6	4	8	7	9	10	9	11	10	10	9	9	10	8	11	7	12	12	12	12	12	12	12	13	13	14	16	14	15	14	12	13	13	16	15	16	17	17	16	19	18	18	19	17	21	21	20	23	21	26	19	22	23	26	26	25	23	25	26	26	25	26	26	28	27	28	27	28	27	27	30	29	31	29	30	31	32	29	34	39	40	42	0	1	1	2	2	3	4	4	8	0	6	9	6	2	6	19	22	19	8	24	22	5	6	5	24	21	18	19	22	6	21	29	6	26	26	30	21	23	23	39	26	14	24	38	27	32	38	43	38	42	47	24	48	49	52	59	51	64	24	59	60	57	59	59	59	59	24	66	60	61	57	58	52	57	66	67	65	59	52	57	59	64	67	86	66	67	59	14	87	67	1	1	1	1	2	2	1	1	1	1	1	1	2	4	1	1	2	1	3	2	1	3	3	1	2	2	1	2	2	4	2	1	3	1	3	1	3	2	1	1	1	4	2	1	2	2	1	4	2	1	2	4	1	2	3	2	1	1	7	1	1	2	2	3	2	3	11	1	2	2	2	1	8	4	1	2	2	4	9	4	9	2	2	1	6	1	12	15	5	10
2500	-1145.584963577285635	-1143.311739699617192	-2.273223877668492	0.000010303765567	0.000031771393275	3.083474004555520	0.417722375455138	-1	1	1	3	4	6	4	5	7	6	8	7	8	10	9	12	10	11	9	10	10	7	10	8	11	12	12	12	11	12	12	13	13	11	14	15	15	13	13	14	13	16	15	15	17	16	15	17	17	17	19	20	21	21	21	23	21	24	20	23	24	27	24	25	26	25	23	28	26	27	26	26	26	27	27	26	28	28	30	30	31	29	29	31	29	31	35	38	40	38	0	1	1	2	2	3	4	2	8	0	6	8	6	22	6	19	22	19	12	24	22	5	11	5	20	21	18	19	22	6	21	29	15	21	21	30	21	23	6	6	34	32	20	38	27	14	38	24	38	46	47	43	48	49	52	52	51	60	20	59	60	71	59	58	61	67	25	67	61	61	57	58	60	57	66	67	65	61	48	62	59	68	67	83	66	83	67	40	88	40	1	2	1	1	2	3	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	2	2	3	2	1	2	1	2	1	4	3	3	5	1	2	2	1	2	2	1	5	2	1	4	2	3	2	1	2	1	1	5	2	1	1	2	1	1	2	8	3	1	2	3	2	2	3	2	1	1	3	11	2	8	1	3	1	2	1	12	14	1	9
3000	-1081.357051485129659	-1079.117108941542483	-2.239942543587166	0.000010736726218	0.000032093202852	2.989105077386340	0.477368833411815	-2	0	2	2	4	6	5	4	6	6	7	7	8	10	8	11	9	10	7	10	9	7	10	9	11	12	12	12	12	13	12	13	14	13	15	15	14	13	13	14	14	15	15	15	18	17	17	17	17	17	19	19	20	21	22	21	21	25	21	22	24	26	26	25	25	25	23	28	26	26	25	27	26	27	28	26	28	28	30	29	31	27	30	32	32	32	35	38	40	38	0	1	1	2	1	3	4	4	8	0	6	9	6	22	6	19	22	19	8	24	22	5	3	22	24	21	18	19	22	6	21	29	15	31	21	30	31	23	6	39	34	22	20	38	27	32	38	20	38	29	38	48	48	49	52	52	51	59	52	59	60	71	59	59	60	67	52	67	61	61	57	59	61	62	66	67	65	61	52	62	59	67	67	83	75	83	67	23	90	30	1	1	2	1	3	3	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	4	2	1	2	1	2	2	5	2	1	3	1	3	2	1	2	4	1	1	4	3	2	2	2	1	3	3	3	4	2	2	2	2	1	1	2	1	1	1	1	3	2	2	1	3	2	1	2	2	2	1	1	2	2	2	2	9	2	9	2	2	1	2	1	9	15	1	7
3500	-1079.082742256622623	-1076.589990224060784	-2.492752032561792	0.000011409777431	0.000042637256637	3.736905202165855	0.489522393917197	-2	0	0	3	4	5	5	4	5	3	8	7	8	10	9	12	9	10	9	10	9	8	11	9	12	11	11	12	12	11	12	12	13	13	16	12	14	12	13	14	14	14	15	15	17	17	17	19	18	17	19	21	19	20	22	23	22	25	21	23	24	26	26	26	25	25	23	28	26	26	25	27	28	27	27	27	27	28	30	28	31	27	29	31	31	31	35	37	40	39	0	1	1	2	2	3	4	4	8	0	6	9	6	22	6	19	22	19	12	24	22	5	15	22	24	21	18	19	14	6	21	14	15	21	37	30	31	15	6	39	31	29	24	38	27	29	38	25	39	14	47	48	43	49	52	52	47	59	48	59	60	57	59	58	60	67	59	82	61	61	57	58	70	71	66	67	65	70	59	47	66	67	67	83	75	79	67	30	90	46	1	1	1	2	2	3	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	4	2	1	2	2	2	1	1	1	3	1	1	2	3	1	2	3	3	3	2	4	1	2	2	1	1	1	3	2	1	1	1	2	4	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	7	5	4	2	3	1	2	1	9	15	1	9
4000	-1101.631231235701762	-1099.427813872564457	-2.203417363137357	0.000012962071203	0.000037419949998	2.886880453828602	0.527326886089705	-1	1	1	3	4	5	5	4	7	6	8	6	9	11	9	11	11	11	9	10	9	7	11	9	11	11	12	13	13	10	12	13	13	12	16	15	14	15	13	14	13	15	15	16	17	16	17	20	18	17	20	20	20	20	22	22	22	26	21	23	24	26	25	25	25	25	24	27	27	27	26	27	27	28	28	27	27	27	30	27	31	26	29	32	32	32	35	39	40	38	0	1	1	2	2	3	4	4	12	0	6	8	6	22	6	19	22	19	8	24	22	5	11	22	24	21	18	19	14	6	21	17	15	26	34	30	26	39	23	39	21	32	24	38	27	14	38	43	38	42	47	43	43	49	52	52	51	59	52	59	60	57	59	59	60	67	59	64	61	61	57	59	61	62	66	82	60	61	67	57	66	67	82	83	75	79	82	30	90	42	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	4	1	1	2	1	1	1	1	1	2	2	3	2	1	2	1	3	2	2	1	1	1	2	1	3	1	3	3	1	2	2	1	2	2	2	1	1	2	2	2	1	1	1	2	3	2	1	1	1	1	2	2	2	2	2	1	2	1	3	1	5	2	4	1	2	2	2	1	7	18	1	8
4500	-941.508893173142269	-939.391226364042950	-2.117666809099267	0.000015897785317	0.000042164167199	2.652203835888956	0.574908404349247	-2	0	1	2	4	6	4	5	7	6	7	6	8	11	9	11	11	10	9	10	9	7	11	9	11	11	12	13	13	13	12	13	14	12	15	14	14	14	12	14	14	15	16	15	15	17	16	20	19	18	20	20	21	21	21	22	21	24	21	23	24	25	25	25	25	25	25	27	26	26	25	28	28	27	27	28	28	27	29	29	31	28	29	32	31	31	34	38	41	39	0	1	1	2	2	3	4	4	12	0	6	8	6	22	6	19	22	19	8	24	22	5	6	22	24	21	18	19	14	6	21	14	23	26	21	30	31	39	23	39	34	32	24	38	27	32	38	20	38	42	47	43	43	49	52	52	47	59	52	59	60	57	59	59	60	58	58	58	61	61	57	59	61	71	66	67	65	61	67	74	75	67	82	83	75	83	86	30	90	30	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	3	1	1	1	1	2	1	4	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	2	1	4	3	2	2	1	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	2	2	3	2	1	1	2	1	1	3	1	2	2	1	2	2	1	2	16	2	7
