step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
24500	-597.426396057901798	-604.281884008861198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635255904783148	0	2	1	3	4	3	5	4	6	5	7	5	7	7	8	6	6	7	7	7	6	7	9	10	10	9	9	11	8	11	8	10	9	11	10	9	12	11	13	10	12	13	14	13	13	12	15	14	17	16	14	15	14	16	16	17	17	16	16	18	18	19	18	19	17	19	17	19	18	20	19	19	21	23	22	22	24	26	28	28	26	28	32	32	33	34	34	33	33	34	33	35	33	36	38	36	34	35	38	42	0	1	1	1	1	1	2	6	4	4	7	4	6	2	9	10	10	16	17	21	7	2	31	22	15	31	31	11	16	20	17	29	15	22	26	21	35	20	35	11	7	10	46	32	40	17	42	41	47	39	42	44	26	43	41	55	35	51	51	49	57	54	45	67	53	56	59	56	56	56	65	65	48	69	69	70	76	77	77	78	77	77	78	82	80	83	88	83	84	83	83	74	83	0	89	89	0	65	84	65	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	2	3	4	2	3	1	4	1	1	1	2	1	1	2	1	2	1	3	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	2	2	1	1	1	2	1	1	2	3	2	2	1	1	1	1	1	1	5	1	1	3	1	1	9	2	15
25000	-616.361163028793044	-623.216650979752444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529273134561543	0	2	1	1	3	2	4	4	6	5	6	6	6	6	7	7	6	8	7	7	7	8	8	10	8	9	9	10	10	10	9	10	10	12	11	12	13	12	13	11	13	15	13	14	12	13	13	14	16	16	14	15	15	16	16	18	16	17	17	17	18	17	16	18	18	19	19	19	21	19	20	17	21	23	23	21	24	27	28	28	27	29	32	33	34	36	34	34	35	35	33	35	35	36	40	35	35	36	39	43	0	1	1	1	1	1	3	6	5	4	8	7	8	6	9	2	10	17	17	11	11	7	7	18	9	19	23	12	19	12	16	16	15	7	17	11	27	32	27	21	8	19	29	32	29	23	29	14	16	27	29	44	46	53	41	55	35	51	51	43	60	45	29	51	49	55	59	55	68	56	59	55	66	69	68	72	76	77	77	78	77	81	78	79	91	88	83	83	79	83	83	87	83	0	91	84	0	63	84	62	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	3	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	2	2	4	3	3	2	1	2	2	4	3	1	2	1	2	1	4	4	2	2	1	1	1	2	1	2	2	1	1	1	1	4	3	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	1	1	1	3	1	1	6	3	15
25500	-634.831860799763035	-641.687348750722435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570473679818467	-1	0	1	3	4	3	3	4	5	5	5	7	5	6	7	6	6	8	7	7	7	9	8	11	10	9	10	10	8	9	9	9	10	12	11	12	12	13	12	13	14	14	13	13	12	12	14	13	15	16	14	15	15	17	15	17	17	18	16	17	17	19	18	17	19	18	18	18	19	19	21	18	20	24	23	22	24	26	28	28	26	30	32	32	34	35	34	33	34	34	34	36	33	37	39	36	35	37	38	42	0	1	1	1	6	2	1	7	4	4	8	9	6	8	9	10	10	14	10	11	11	3	17	11	15	21	31	18	1	21	12	12	9	22	31	28	31	39	23	11	18	44	19	32	35	27	29	14	43	35	43	3	24	44	40	41	50	42	51	49	43	54	54	51	58	41	61	56	55	55	53	55	66	40	68	69	76	73	77	78	74	77	82	82	84	88	88	83	84	83	83	91	83	0	96	89	0	74	84	81	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1	1	1	3	1	1	2	1	2	1	1	2	1	3	4	3	1	3	3	1	1	3	2	1	2	1	7	2	2	1	2	1	2	1	1	2	1	1	2	1	2	1	1	3	1	4	1	1	6	2	1	1	3	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	2	8
26000	-676.378108688751013	-683.233596639710413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514730809672032	-1	0	0	2	3	1	4	4	5	5	7	6	5	7	7	7	6	7	7	8	6	8	8	11	10	8	10	10	10	10	10	10	10	11	11	13	13	12	12	12	13	14	13	13	13	14	15	14	16	15	14	16	16	17	17	17	15	17	17	17	18	20	18	19	18	17	19	19	20	19	21	19	22	23	22	22	25	27	24	28	28	30	31	32	33	35	33	35	35	34	33	36	34	37	39	35	35	38	38	42	0	1	1	2	2	2	5	6	4	4	6	7	1	6	9	10	10	21	10	21	8	14	17	12	15	21	10	6	4	8	10	12	9	3	27	30	24	27	23	30	30	19	26	32	30	39	29	24	16	23	29	44	35	42	48	48	46	51	42	43	43	52	50	59	40	48	59	41	53	56	60	60	69	69	56	41	79	77	76	79	69	79	82	82	77	93	83	83	84	83	83	93	83	0	90	84	0	81	81	65	1	1	1	1	1	1	1	1	1	1	3	1	3	4	1	1	1	1	1	1	1	1	1	3	2	1	1	5	4	2	3	2	2	6	1	1	1	1	3	1	3	3	3	3	2	2	3	1	5	4	2	1	4	2	2	1	1	1	2	2	2	1	1	2	4	1	2	3	2	1	2	1	1	1	3	5	1	1	1	3	3	2	1	1	3	1	1	2	1	1	1	1	2	1	2	1	1	7	5	10
26500	-619.464381054707360	-626.319869005666760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562881797137888	-1	1	0	2	2	3	4	2	6	5	7	6	6	7	7	6	7	8	6	8	6	8	9	10	11	8	8	10	8	10	10	9	8	11	10	12	12	12	12	12	12	15	11	14	12	14	15	14	16	16	14	15	14	17	16	16	15	17	16	18	18	20	18	19	18	19	18	19	18	20	20	19	21	23	22	23	25	25	24	28	27	31	32	33	33	35	33	34	34	34	34	35	34	36	39	35	35	37	38	39	0	1	1	2	2	8	2	2	4	4	21	6	7	7	7	10	10	13	7	12	2	7	27	17	15	16	17	18	10	18	27	19	15	12	27	11	27	30	35	12	28	19	7	32	18	37	24	41	47	46	29	32	37	51	48	41	23	51	42	51	46	67	39	59	56	56	59	48	41	61	64	60	69	70	70	69	79	65	76	76	77	80	82	82	78	88	83	83	84	83	83	93	83	0	98	84	0	42	84	42	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	3	2	2	2	3	1	3	3	4	2	1	2	1	1	1	2	3	1	2	1	2	2	1	1	2	2	1	3	2	1	3	1	2	3	1	1	1	1	1	1	3	1	3	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	8	2	9
27000	-668.559313571949360	-675.414801522908760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533784693302771	-1	2	1	3	3	4	3	3	6	5	5	7	7	6	7	6	7	8	8	7	7	7	8	11	9	10	7	10	8	9	9	10	9	11	10	12	13	12	12	12	13	14	13	12	12	13	15	15	16	17	13	15	15	17	17	16	14	16	18	17	17	18	19	19	19	18	19	17	19	19	21	19	22	24	22	23	25	26	27	27	27	30	33	34	31	35	34	35	33	35	33	32	34	36	40	35	35	36	38	43	0	3	1	1	1	8	1	2	7	2	8	11	6	8	9	4	10	13	4	14	11	2	27	30	15	23	10	6	10	11	27	29	15	22	23	20	18	24	31	28	30	43	16	29	26	26	29	41	32	38	16	44	51	42	48	41	24	51	60	43	53	48	60	60	42	55	54	56	68	28	42	53	66	75	66	73	76	50	76	76	76	81	82	89	80	83	82	91	82	83	92	82	81	0	85	85	0	26	89	98	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	3	1	1	3	1	1	1	1	1	3	2	2	1	2	1	2	1	2	2	1	1	1	2	1	4	2	1	2	4	1	2	2	3	2	1	1	1	2	3	2	1	2	1	2	1	2	2	1	1	1	1	4	3	3	2	1	2	1	1	3	2	3	2	1	2	1	2	1	2	1	2	1	1	1	3	1	5	2	1	10	2	4
27500	-578.836871804877660	-585.692359755837060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580110858765882	-2	0	0	2	3	2	5	3	6	4	7	6	7	6	8	6	7	7	5	8	4	7	9	9	10	9	10	9	8	10	7	9	9	11	9	13	13	12	12	12	14	15	12	14	13	13	15	13	16	16	14	15	15	18	16	18	16	17	17	18	18	19	18	19	17	18	20	19	20	19	20	19	20	22	22	22	24	26	27	27	25	30	31	33	33	35	34	33	32	35	33	36	35	36	40	35	34	37	38	42	0	1	1	2	6	2	6	2	2	4	7	6	21	6	9	10	12	9	10	12	8	2	31	14	15	11	31	7	19	11	19	22	15	22	31	12	23	29	31	11	48	16	29	32	26	35	29	13	43	51	10	32	45	49	48	55	39	49	49	49	45	57	57	49	48	41	42	55	56	48	47	63	65	69	69	66	76	77	77	78	70	78	78	89	83	88	88	83	82	88	83	82	83	0	99	84	0	51	92	98	1	1	1	1	1	1	1	2	3	1	1	2	2	3	1	1	1	1	1	1	1	3	1	2	1	1	1	2	2	2	1	1	1	2	1	4	2	2	2	2	1	3	2	3	1	1	3	3	2	1	6	2	1	1	2	1	2	1	1	1	2	1	1	1	3	2	3	2	1	4	2	1	2	1	2	2	1	1	2	1	4	3	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	10	2	3
28000	-640.107979818590479	-646.963467769549879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554810823729252	-1	1	1	1	3	4	5	3	4	3	5	5	4	6	8	7	8	8	7	7	6	9	7	10	10	9	10	10	9	8	9	9	7	11	10	13	12	13	13	12	14	14	13	12	13	12	15	13	17	16	14	15	14	17	15	17	17	17	17	17	19	19	19	19	18	19	18	18	19	19	21	19	21	23	22	22	24	26	27	28	28	29	32	34	34	35	33	34	33	35	33	35	35	36	39	36	35	35	38	43	0	1	1	1	2	8	10	1	4	2	8	10	2	13	33	10	7	19	10	21	11	3	5	16	15	16	23	14	19	20	23	12	13	22	17	6	24	46	31	13	48	26	29	32	17	23	51	14	18	38	26	32	25	42	48	48	50	42	43	43	55	59	51	59	59	56	51	56	56	68	47	55	66	55	70	66	76	62	76	79	77	77	79	89	91	88	83	83	82	88	83	89	85	0	85	92	0	61	82	98	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	2	1	1	5	1	1	2	3	1	2	2	2	3	2	1	3	4	1	2	3	2	1	1	2	1	2	2	2	2	2	1	1	1	1	2	1	1	1	3	2	1	2	1	2	1	2	3	1	2	3	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	4	4	4
28500	-619.628589252017150	-626.484077202976550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541345389934692	-1	2	0	2	2	2	2	3	5	5	7	4	6	6	6	5	7	5	8	8	6	8	8	11	10	9	10	11	9	10	9	8	7	12	10	12	11	13	13	11	14	14	13	13	12	13	15	13	15	17	14	15	16	18	16	18	15	16	18	17	17	19	17	20	18	18	20	19	21	20	21	20	22	24	23	22	25	26	27	29	28	30	32	34	33	35	34	33	31	35	34	35	35	37	38	36	34	36	38	40	0	3	1	3	1	3	1	5	7	4	21	6	6	12	9	7	16	6	17	18	8	13	18	27	15	32	26	6	10	21	23	12	9	22	31	21	35	24	24	20	48	10	29	32	31	37	42	28	26	57	19	44	52	29	48	48	27	29	51	43	58	61	57	61	58	55	59	66	68	55	58	68	56	70	69	56	76	69	77	76	65	73	80	89	80	83	83	83	82	83	88	83	87	0	96	89	0	81	92	81	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	5	2	2	1	2	1	2	1	2	1	1	1	1	1	3	2	2	2	1	1	1	2	1	2	1	1	4	3	3	3	3	2	1	1	1	1	2	1	1	1	1	1	2	3	1	2	2	2	3	2	2	1	2	5	2	2	2	2	2	1	1	1	2	1	1	1	1	1	3	1	2	1	4
29000	-601.619863991066609	-608.475351942026009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710500640617092	-1	1	0	1	1	4	4	2	3	5	6	7	6	5	7	6	7	6	6	7	7	8	8	11	11	10	9	10	8	10	9	7	8	11	10	12	12	12	12	11	13	15	12	12	12	13	14	14	15	15	15	15	15	16	15	17	16	17	18	18	16	18	17	19	17	18	17	16	21	18	20	19	21	22	23	23	24	27	26	28	28	29	33	32	33	35	32	34	31	35	34	35	34	36	38	35	34	37	38	42	0	3	1	1	1	8	4	2	2	4	6	11	6	8	9	10	10	14	10	2	13	3	17	33	15	20	23	6	10	20	23	10	2	22	23	21	31	18	35	20	12	37	10	16	35	37	29	20	43	35	29	44	44	47	41	41	27	47	42	54	48	58	31	67	49	68	53	41	56	56	42	66	68	68	73	69	76	79	77	76	76	76	87	89	78	87	82	87	82	88	83	88	87	0	93	84	0	97	96	97	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	4	1	1	2	2	1	3	2	1	1	1	3	1	2	2	2	2	2	2	2	1	2	2	1	1	2	3	1	2	4	1	1	1	1	2	3	2	1	1	1	1	3	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	3	3	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	5
29500	-610.331203634851931	-617.186691585811332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626495522969564	-1	1	1	3	4	3	4	4	5	4	7	6	5	6	7	6	8	8	7	7	6	8	7	10	11	9	9	9	8	9	10	9	9	11	10	11	12	12	12	12	13	15	11	12	11	14	15	15	14	15	14	15	16	18	16	16	15	16	17	18	19	19	18	19	17	18	17	19	18	17	17	19	21	23	23	23	24	26	27	29	27	30	32	33	32	34	34	35	34	34	33	36	35	35	38	35	36	37	39	42	0	1	1	2	6	1	4	6	4	2	21	3	8	8	9	4	12	14	10	21	8	3	16	30	15	19	23	14	10	21	23	19	15	22	26	24	31	27	27	20	45	51	26	32	15	27	51	18	26	27	6	44	46	67	26	48	27	51	49	52	42	70	38	65	47	56	42	56	55	48	49	54	56	68	56	73	51	74	77	77	74	79	82	85	82	83	79	83	85	83	82	83	86	0	97	84	0	97	89	26	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	4	3	4	4	2	1	1	2	1	2	1	2	2	1	1	3	1	1	1	1	2	1	1	2	1	3	2	3	1	3	1	2	3	1	2	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	2	11
30000	-561.933994887212748	-568.789482838172148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611850212951419	-1	1	1	1	3	3	3	3	5	5	7	5	6	7	7	6	8	7	7	7	5	8	8	10	9	10	10	9	10	10	8	9	9	12	10	12	13	12	12	12	13	15	13	12	11	12	14	14	16	15	14	14	14	17	16	17	16	17	17	17	18	20	17	18	17	18	20	19	20	20	19	20	20	24	22	22	24	24	27	29	27	31	31	33	33	35	33	32	35	33	33	35	35	37	39	35	35	37	38	43	0	1	1	1	2	2	2	2	2	5	21	5	6	13	9	10	16	6	16	21	8	7	12	17	2	25	23	20	19	11	4	18	15	22	23	20	46	29	27	11	2	29	26	32	19	27	38	26	43	27	43	44	36	12	6	55	50	43	29	43	41	66	23	54	53	41	64	56	68	68	58	51	68	75	69	55	76	76	76	76	72	80	79	82	82	90	88	79	84	83	83	87	88	0	98	84	0	97	89	81	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	4	1	1	1	2	1	4	1	1	2	1	3	1	1	1	2	6	2	1	2	1	1	1	2	2	2	1	1	1	5	5	1	1	2	2	2	3	1	3	1	1	3	1	1	1	1	1	3	1	1	1	3	1	1	3	4	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	8
30500	-577.281473871417802	-584.136961822377202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547309063846445	-1	2	0	3	2	3	3	4	5	6	5	6	7	5	7	6	7	6	6	7	7	8	8	10	9	10	10	10	8	11	6	10	10	12	11	11	12	13	13	12	13	15	13	13	13	14	15	15	17	16	14	15	15	16	16	18	16	17	17	18	18	19	19	19	17	19	19	19	21	18	21	18	21	23	22	23	25	25	27	28	27	30	33	32	34	34	33	31	34	35	33	35	34	36	40	35	35	37	38	42	0	1	1	5	1	2	1	6	2	7	8	6	18	8	9	4	19	3	2	2	11	2	31	23	15	2	23	14	19	21	7	29	15	22	23	28	35	19	35	20	30	29	19	32	12	37	51	41	42	27	29	44	38	26	48	48	27	54	54	49	49	56	58	54	55	48	42	65	62	28	67	52	41	48	62	62	76	66	78	77	75	79	88	82	84	88	88	76	84	83	88	77	88	0	94	89	0	97	89	54	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	3	1	1	1	5	1	2	1	2	1	1	1	2	1	1	1	4	1	4	1	2	3	1	4	2	1	1	1	3	3	1	2	4	1	1	2	1	1	1	1	1	1	2	1	2	3	1	1	4	1	1	4	4	1	3	1	3	1	2	4	1	1	1	1	2	1	5	1	1	1	5	2	1	2	1	1	1	2	10
31000	-650.149039743193725	-657.004527694153126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545129524064414	-1	1	1	1	4	3	5	3	6	4	4	5	6	5	7	6	7	7	6	8	6	8	8	10	11	10	9	9	10	11	9	10	8	12	10	11	10	11	12	13	12	14	14	14	12	14	14	15	15	17	14	15	16	17	16	16	15	16	17	16	17	17	17	18	17	18	19	19	20	19	21	19	20	23	23	22	24	26	26	26	28	31	34	33	33	35	34	32	34	35	33	35	35	37	39	35	34	37	38	40	0	1	1	1	3	2	6	2	1	4	8	6	12	8	9	10	19	14	2	21	11	2	17	9	33	15	23	12	17	28	10	17	18	22	23	8	23	16	31	26	14	18	19	32	36	26	38	38	38	57	29	44	40	47	41	41	35	51	49	49	53	57	38	36	58	55	61	66	55	45	67	49	66	73	55	70	76	77	77	70	78	78	88	82	82	88	88	81	84	88	88	91	88	0	92	84	0	97	85	53	1	1	2	1	1	1	1	1	4	2	1	1	1	1	1	1	1	2	2	1	1	3	1	2	2	2	1	2	1	1	2	2	1	3	1	3	1	3	1	2	3	4	5	1	1	2	2	2	2	1	2	1	2	2	2	2	2	1	1	1	1	1	3	3	1	1	1	1	2	5	1	2	1	1	3	2	1	1	1	2	1	3	1	1	1	2	2	1	1	2	1	2	2	1	3	1	1	2	3	8
31500	-622.083064861809021	-628.938552812768421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576173716734796	-1	1	1	2	3	4	5	3	3	4	5	6	7	6	7	6	6	6	7	7	6	8	8	8	10	9	9	10	9	8	9	10	9	11	11	12	12	10	13	12	12	14	13	12	12	14	15	14	16	15	14	14	16	17	15	16	16	18	18	18	19	17	18	19	18	18	19	19	21	20	20	20	21	24	21	23	24	25	28	28	26	30	33	33	34	36	32	31	35	34	33	35	33	36	40	36	34	37	37	41	0	1	1	2	1	8	8	3	4	4	8	4	8	6	9	10	10	7	10	11	11	5	17	7	33	6	12	14	19	8	23	7	15	5	23	20	23	24	31	20	14	29	38	32	33	37	43	36	43	39	16	45	39	49	36	55	23	42	54	49	16	52	43	51	56	48	59	56	55	55	58	49	66	76	56	41	69	76	77	77	76	76	88	82	79	92	88	78	84	83	88	93	88	0	99	85	0	97	89	81	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	3	2	2	2	2	2	2	3	3	1	1	1	1	1	1	2	1	3	1	2	1	2	1	3	2	1	1	6	2	3	2	1	1	1	2	4	2	1	2	2	1	2	5	2	1	2	2	1	3	1	1	3	1	1	3	1	1	1	1	2	1	1	1	1	2	1	7
32000	-583.432670430530038	-590.288158381489438	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602568993795928	-2	2	0	3	4	4	4	3	4	5	6	7	6	6	7	5	7	7	6	7	5	7	9	10	10	9	9	9	10	11	9	10	7	12	11	11	12	12	12	10	14	14	12	14	12	13	15	13	17	17	15	15	16	17	17	17	16	16	17	15	18	19	17	19	18	19	20	19	20	18	20	20	22	24	21	21	23	26	27	29	26	30	33	33	33	35	33	32	34	34	34	36	35	37	39	35	36	38	37	42	0	1	1	1	2	8	2	1	4	4	21	14	8	21	9	2	10	16	10	11	6	2	16	14	15	9	8	6	10	13	17	19	9	22	31	21	31	40	31	11	48	32	29	32	29	37	42	28	60	39	42	44	52	51	48	48	37	51	51	43	58	53	51	59	58	56	64	56	68	56	59	62	56	68	68	38	76	69	77	79	74	79	88	82	80	83	88	82	84	88	83	89	88	0	93	84	0	97	84	38	1	2	1	2	1	1	1	3	1	2	1	1	2	1	1	2	1	1	1	1	1	3	3	2	2	2	4	2	2	3	1	2	1	2	1	6	2	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	5	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	11
32500	-558.389492023909838	-565.244979974869239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609714181613376	-1	2	0	2	3	4	2	3	5	5	5	7	6	6	8	7	7	7	7	7	7	7	8	9	7	9	10	9	9	11	9	10	9	11	11	10	13	13	13	11	14	14	13	13	12	13	14	14	14	16	12	15	15	17	17	17	17	18	17	17	18	19	18	20	17	18	18	19	21	20	19	20	20	23	23	23	24	26	27	29	28	30	33	32	33	35	34	32	33	34	33	35	34	36	38	34	35	38	39	40	0	3	1	1	2	2	3	2	4	4	8	8	6	6	25	10	10	6	10	11	11	7	16	22	9	21	23	14	16	24	23	29	25	22	23	11	23	29	35	11	6	29	29	32	22	27	29	36	26	53	19	32	38	42	48	48	50	59	42	43	54	57	38	59	52	56	59	55	68	56	59	68	66	69	68	72	76	64	77	79	64	79	88	82	77	83	88	77	84	83	88	87	88	0	88	84	0	97	95	41	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	3	5	2	2	2	3	1	3	3	3	1	3	2	1	2	1	2	1	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	2	1	1	5	1	1	2	1	1	1	1	1	1	3	1	1	1	1	11
33000	-588.266622840079208	-595.122110791038608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630331827355758	-1	1	1	2	3	3	3	4	5	5	7	5	6	6	7	4	7	8	8	8	5	8	8	10	9	9	10	8	10	10	9	7	9	12	10	12	11	11	12	12	14	14	12	14	11	14	14	15	16	14	15	13	15	16	16	18	16	18	17	17	18	19	18	19	16	19	18	20	20	20	20	17	21	21	22	22	24	26	28	28	28	30	32	32	32	35	33	34	34	34	33	34	34	36	38	35	32	36	36	42	0	1	1	2	2	2	3	6	2	2	21	5	6	8	9	2	10	14	12	21	8	3	17	20	15	9	31	6	16	28	23	10	15	22	23	21	31	22	35	20	16	29	29	32	25	39	29	24	43	35	19	16	52	43	48	55	31	42	49	47	65	59	57	59	34	56	52	56	56	56	64	57	66	70	68	48	76	77	77	77	78	78	79	82	82	82	83	83	84	83	83	97	85	0	99	84	0	97	89	92	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	4	1	1	1	1	1	2	3	1	1	1	1	3	1	3	1	1	1	2	3	2	1	5	1	1	2	3	2	2	3	3	1	2	1	1	4	3	1	2	1	1	1	1	2	1	4	1	1	2	1	1	1	1	2	3	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	3	1	8
