step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-533.726191332193707	-540.581679283153107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.094198048681735	1	0	2	3	3	4	4	5	7	7	6	7	6	7	9	9	8	7	8	8	7	8	10	9	10	9	10	9	9	9	10	11	10	10	10	10	12	9	11	10	11	12	11	10	11	12	11	11	13	12	11	12	12	13	13	13	14	13	13	13	13	14	14	14	14	14	14	16	14	14	15	16	16	16	17	17	19	17	17	17	18	19	18	19	19	20	21	19	22	20	21	21	22	22	21	21	23	23	24	28	29	31	33	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	3	4	4	3	4	3	4	5	5	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	6	5	6	6	6	5	6	6	6	6	7	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	8	8	8	8	9	9	10	9	9	9	9	10	9	10	10	10	11	10	11	10	11	11	11	11	11	11	12	12	12	14	15	16	17
500	-522.342822883281656	-529.198310834241056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.238299609552737	2	0	3	4	3	5	4	5	7	7	6	7	6	6	9	9	7	5	8	9	7	9	11	10	11	9	11	9	9	9	9	11	11	10	10	9	12	8	10	9	10	12	11	10	11	11	12	10	12	12	12	11	13	13	14	13	13	14	13	13	13	15	13	14	15	15	12	16	13	15	16	16	17	15	17	16	19	14	17	17	18	18	18	19	20	20	20	19	23	20	21	21	22	21	22	22	23	24	24	29	29	29	32	2	0	1	3	1	4	1	3	5	5	4	5	4	1	6	13	6	3	13	19	18	1	39	16	28	14	30	17	21	7	8	18	2	5	15	12	41	18	10	10	22	6	3	9	10	1	26	3	34	52	35	26	9	30	22	41	47	2	45	49	10	13	3	60	15	29	16	67	13	49	55	43	54	17	76	64	66	39	41	24	6	1	65	41	59	27	63	68	88	14	37	34	23	62	59	58	80	19	78	96	20	97	27	2	1	1	1	1	1	1	1	2	2	1	3	1	2	2	2	1	1	1	1	1	4	1	1	1	2	1	1	1	3	2	3	7	4	1	1	1	2	1	2	1	3	4	2	2	5	1	3	1	1	2	1	3	3	2	2	1	8	1	1	2	3	5	1	4	4	2	2	3	2	1	2	3	5	1	1	2	2	4	3	5	10	2	3	4	6	3	2	2	4	4	4	4	2	6	4	3	8	9	4	9	4	12
1000	-440.395796974603456	-447.251284925562857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.398063757324197	2	0	3	3	4	5	4	5	6	7	7	8	7	7	9	9	9	8	7	8	7	8	10	9	11	10	10	9	10	9	10	12	10	9	9	9	13	10	10	9	9	12	11	11	10	12	11	12	14	11	11	12	12	13	14	12	14	13	11	13	14	15	14	14	13	14	14	16	14	13	15	17	16	16	18	18	19	17	16	17	17	20	18	19	19	20	21	19	23	20	21	21	23	21	21	21	23	23	22	28	29	32	33	2	0	2	1	4	7	2	4	3	3	3	21	9	8	9	10	19	7	6	6	3	9	14	22	24	11	20	19	40	19	18	31	28	20	6	4	33	8	36	2	2	11	35	40	30	41	35	30	45	31	16	29	39	40	16	44	53	48	1	17	51	8	46	36	53	14	32	32	60	46	58	68	28	14	48	71	31	40	56	58	48	41	73	41	75	55	62	81	94	76	43	85	32	40	66	49	84	78	37	88	16	93	101	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	1	5	5	2	1	1	1	2	2	1	3	1	1	1	1	2	2	1	1	1	5	2	2	5	1	2	1	4	1	2	1	1	1	1	2	5	3	2	5	3	3	1	3	4	1	5	1	3	2	1	1	1	5	1	5	6	3	3	2	2	5	3	10	5	2
1500	-379.134212554848375	-385.989700505807775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560235390207574	1	0	2	4	3	4	3	4	7	8	6	6	6	7	10	8	7	7	8	8	8	5	11	9	11	9	10	9	10	9	9	11	10	11	10	11	13	9	10	10	11	11	12	10	11	12	11	12	13	13	11	12	12	13	12	12	15	14	12	13	14	14	14	14	14	14	13	16	14	14	16	16	16	15	17	17	19	18	17	18	17	18	19	18	20	21	21	20	23	18	22	21	21	21	21	19	23	23	21	28	30	32	32	2	0	2	2	2	2	2	1	6	8	8	7	4	5	17	11	22	12	11	14	17	8	19	18	26	18	31	16	10	9	10	24	11	16	26	22	18	20	8	14	30	28	51	20	31	44	18	27	10	34	39	23	15	39	29	39	25	22	33	36	27	18	14	49	45	56	21	34	15	47	32	62	61	37	31	57	42	79	66	54	42	68	82	72	65	83	72	57	78	74	88	77	77	77	80	75	87	88	83	83	97	89	100	1	1	1	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	4	3	1	3	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	2	4	1	1	3	4	3	1	3	1	2	2	2	2	3	1	1	1	4	1	4	1	1	2	3	1	1	1	3	1	3	3	3	2	1	1	2	1	1	1	1	2	1	6	4	5	3
2000	-400.603017792472144	-407.458505743431544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686889895029107	2	1	3	4	4	4	5	6	7	7	6	7	6	7	9	10	9	8	9	8	7	8	11	9	10	8	11	6	9	10	10	10	10	11	10	11	11	9	12	11	12	13	11	10	11	13	11	12	14	13	11	12	12	13	14	13	13	13	13	13	12	13	15	14	15	13	12	14	13	14	15	17	13	16	17	16	19	17	17	16	16	19	17	20	19	21	19	19	22	19	20	19	21	23	21	22	22	22	24	27	28	30	34	2	0	2	2	3	1	6	5	6	13	6	11	4	3	10	22	26	7	13	10	28	28	31	11	38	8	19	6	20	20	9	15	22	21	9	17	38	18	18	21	35	47	19	38	20	35	35	25	38	37	19	24	15	25	22	5	37	38	22	24	10	27	66	34	56	51	32	23	30	32	62	76	47	10	64	55	71	66	65	63	66	62	49	72	72	88	63	72	48	78	82	76	91	68	88	72	84	83	22	94	100	90	97	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	4	4	1	2	4	2	1	1	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	1	2	4	1	1	1	1	2	1	5	1	1	2	1	3	1	3	1	2	8	2	1	4	5
2500	-419.294153487262179	-426.149641438221579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609225497190441	2	0	1	4	4	4	5	5	6	8	6	7	6	7	9	9	8	7	7	8	7	8	10	9	10	9	10	10	9	8	9	12	10	8	9	10	12	9	10	10	11	13	12	10	11	10	11	12	12	12	9	12	12	13	11	14	13	13	14	12	12	14	14	15	14	13	14	16	15	15	14	16	16	15	16	18	19	16	17	17	19	19	18	19	20	18	20	20	21	20	21	19	21	22	21	21	23	23	25	27	29	31	34	2	0	2	2	3	1	4	5	5	5	5	7	5	11	18	18	12	5	8	6	3	7	34	19	13	18	31	11	19	13	13	23	30	13	8	6	46	12	17	14	24	27	30	17	40	1	33	23	40	47	13	36	34	51	25	27	36	29	37	40	44	42	41	57	37	24	49	64	67	42	52	54	51	2	56	73	66	49	72	32	70	4	55	59	39	71	70	76	84	83	72	79	73	96	48	92	94	93	96	98	100	76	101	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	3	1	1	2	1	1	1	3	3	1	3	1	3	2	1	1	1	2	1	1	2	1	1	1	1	1	1	3	5	2	1	3	2	1	1	2	6	3	2	4	3	2	1	1	1	2	1	1	1	4	1	1	1	2	2	1	6	3
3000	-419.324417798864488	-426.179905749823888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591786404841714	1	-1	3	3	4	5	4	6	7	8	7	6	5	7	9	8	9	7	8	7	8	8	9	10	11	7	10	9	9	9	10	12	9	11	11	10	13	8	10	10	11	12	11	9	12	12	11	11	13	10	11	12	12	14	13	13	13	14	12	13	13	14	15	15	14	14	14	16	13	15	14	16	16	16	16	17	19	17	16	17	17	16	19	18	20	20	22	17	20	20	22	21	23	23	21	20	23	24	24	28	29	31	32	2	0	2	1	2	3	4	5	12	8	7	7	4	8	22	8	11	6	12	6	12	1	6	14	7	8	10	22	10	20	13	31	22	33	26	33	47	18	1	9	17	16	28	11	21	22	5	16	50	22	15	48	35	46	44	30	43	18	6	43	43	23	52	52	53	32	27	71	43	56	50	49	70	52	48	65	67	56	65	70	25	45	52	32	78	84	81	33	70	73	92	77	92	92	89	60	87	90	90	82	100	94	102	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	4	1	1	3	1	1	2	2	3	2	1	1	1	1	1	1	2	2	2	4	3	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2	2	1	1	2	2	3	4	1	1	3	3	3	2	1	1	1	1	1	3	1	1	2	5	1	4	1
3500	-367.241969047314171	-374.097456998273572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795990365994174	1	0	2	3	3	4	5	6	7	7	6	8	7	8	9	8	9	5	8	8	8	8	11	9	10	9	10	7	10	9	11	12	11	11	11	11	12	9	9	10	10	12	10	10	12	12	11	11	13	13	11	11	12	14	13	12	14	14	11	12	13	14	13	13	14	13	15	16	14	13	15	15	14	17	16	15	19	17	17	17	18	19	19	19	20	20	20	19	23	20	22	21	22	22	21	21	24	22	24	28	29	31	33	2	0	2	1	3	1	6	3	8	6	6	28	6	10	21	3	20	4	28	2	5	5	19	13	28	9	16	6	19	19	26	35	15	27	18	28	15	13	19	22	15	29	15	14	59	21	21	28	35	20	21	20	48	63	48	38	42	10	43	40	44	32	52	52	45	51	23	67	46	42	57	49	37	48	32	70	56	31	57	69	73	24	80	80	88	81	81	80	98	73	84	88	83	86	82	84	92	85	75	95	100	101	102	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	3	2	1	2	6	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	5	4	1	1	1
4000	-437.235402553408903	-444.090890504368303	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572427599853250	2	0	3	3	3	4	3	5	7	8	6	7	6	5	9	9	9	8	7	5	7	9	10	9	10	8	11	10	10	10	10	11	11	7	11	11	13	7	11	11	12	12	12	11	10	12	11	12	12	13	12	12	13	13	14	14	13	12	12	13	13	14	14	15	15	12	13	16	14	14	15	16	17	16	17	17	19	18	17	18	18	18	17	20	20	19	20	18	20	20	22	21	23	22	21	21	24	23	24	27	29	32	34	2	0	2	1	1	1	2	1	20	13	8	11	3	7	5	19	19	8	20	5	4	34	6	12	11	1	16	15	10	10	17	15	22	20	8	11	47	3	15	17	18	10	40	22	9	12	18	15	13	47	28	33	40	36	50	27	40	25	18	40	28	67	42	69	63	12	58	60	61	61	57	52	65	22	71	43	28	27	59	33	1	41	16	68	88	74	81	9	80	73	50	84	89	87	85	58	92	92	89	94	100	101	102	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	3	1	3	1	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	4	1	1	3	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	5	5	2	3	7	3	4	1	1	2	1	4	2	1	4	1	2	1	1	4	1	1	3	2	1	2	1
4500	-367.699534601120774	-374.555022552080175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745634711675007	2	0	1	3	3	4	5	5	7	7	6	6	6	7	8	9	8	8	8	8	8	8	10	9	9	9	11	10	10	9	9	11	11	11	10	10	13	9	11	11	9	11	11	10	11	11	11	10	12	12	12	13	12	13	13	11	14	12	12	13	14	15	14	15	13	14	15	16	14	15	14	17	16	17	15	18	19	18	16	17	18	18	18	19	19	20	21	19	22	19	21	21	22	20	21	21	22	24	23	26	29	31	32	2	0	2	2	1	3	1	5	6	8	1	4	5	13	12	15	12	13	12	12	12	13	22	14	9	9	9	19	41	9	10	20	41	31	24	9	40	13	25	31	11	30	26	22	16	31	19	19	13	48	9	33	30	29	12	13	35	28	35	16	50	16	47	50	34	45	43	53	59	56	50	62	61	38	59	27	26	62	71	67	26	67	38	72	80	78	73	72	88	70	81	88	94	72	68	86	92	91	95	77	100	100	100	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	3	2	2	1	1	2	1	4	2	2	1	2	3	1	1	2	1	1	1	4	1	3	3	1	1	1	4	1	3	1	1	1	3	1	1	1	2	1	1	2	2	1	1	2	1	3	1	2	3
