step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
14500	-242.848166755432146	-241.372440752698054	-1.475726002734100	0.000064705725371	0.000020249848394	0.312952961696105	0.609040898046522	-1	0	2	2	2	5	4	5	6	5	6	6	7	7	10	8	5	7	9	8	8	8	8	9	8	8	9	9	10	10	10	10	10	10	11	12	12	13	13	13	13	13	14	16	15	15	16	17	16	16	20	17	17	17	19	21	20	0	1	1	2	2	0	0	4	0	0	0	17	7	6	21	9	7	17	13	13	11	18	17	23	18	12	13	7	21	24	22	25	23	23	32	31	35	35	35	31	35	37	36	46	39	42	46	44	46	45	45	47	45	50	54	55	55	1	1	2	2	1	1	1	3	1	1	1	1	2	2	2	2	1	2	2	1	2	1	2	1	1	2	2	4	2	1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1
15000	-276.426574867805300	-274.198352309009806	-2.228222558795500	0.000086381490148	0.000009486643635	0.109822643933223	0.634154974184241	0	1	1	2	3	6	3	6	6	6	4	6	7	6	10	8	4	6	9	8	8	8	7	9	8	7	9	10	10	7	10	8	9	10	11	12	12	13	13	13	13	14	13	16	15	15	15	17	16	17	19	17	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	17	7	11	14	11	7	17	13	18	11	13	17	32	23	17	18	19	16	18	23	18	32	13	34	31	35	37	37	31	35	35	31	42	42	42	41	45	47	47	46	47	42	50	50	55	51	1	1	1	1	2	1	1	2	1	1	1	2	2	1	4	4	1	2	2	2	1	1	3	1	1	2	2	1	2	1	2	2	1	2	1	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	4	2	2	1	1	2	1
15500	-258.142970156665115	-256.647193701602191	-1.495776455062896	0.000060781866734	0.000018090849982	0.297635642902619	0.526896835386600	0	1	2	2	3	6	4	6	6	6	5	6	7	7	10	7	5	8	8	8	8	8	8	8	8	8	9	7	9	10	10	10	9	11	11	11	12	13	10	13	13	14	14	16	15	13	15	17	17	16	20	17	16	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	17	7	6	6	9	7	17	28	13	14	17	17	17	12	12	13	7	21	12	26	22	12	30	39	31	39	35	33	31	35	46	36	38	46	37	41	45	45	46	49	47	45	50	50	55	51	1	1	2	1	1	1	1	4	1	1	1	1	2	1	2	1	1	3	1	1	1	2	3	3	1	2	1	2	1	4	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1	2	2	2	3	2	2	1	2	2	2	1
16000	-238.723017020951630	-236.872402449604635	-1.850614571347002	0.000066762078220	0.000011039425962	0.165354738142289	0.665396855319195	0	1	1	2	3	6	4	6	6	6	4	6	6	7	10	8	7	8	8	8	8	7	5	9	8	7	9	9	10	10	10	9	8	11	12	12	11	13	13	13	13	14	14	16	15	15	16	17	17	16	20	17	16	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	23	7	6	11	9	12	13	13	13	9	12	7	17	17	23	19	13	21	32	32	17	26	12	37	31	33	35	35	36	37	39	31	45	39	41	42	53	53	45	45	47	41	50	54	55	55	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	2	1	2	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	1	3	1	2	1	1	1	1	1	2	1	3	1	1	2	1
16500	-248.506903191295180	-246.848545794191608	-1.658357397103563	0.000055899959068	0.000012143810192	0.217241844076728	0.656097985217699	0	1	1	2	3	6	4	6	6	6	6	6	7	7	9	8	7	8	9	8	8	8	5	8	8	8	8	9	10	9	10	10	9	11	12	12	11	13	13	13	13	14	13	15	14	14	17	17	17	15	20	16	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	23	7	6	10	11	23	23	20	13	6	17	7	23	17	12	13	13	6	24	26	24	26	18	37	31	33	35	35	31	37	39	31	42	38	37	52	44	50	41	46	46	41	50	54	55	55	1	1	1	1	2	1	1	4	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	2	2	1	1	2	2	1	2	1	1	2	1	2	2	2	5	2	2	3	1	2	1
17000	-259.345760067289916	-256.915788969741413	-2.429971097548512	0.000077013638302	0.000007054219994	0.091597022937350	0.631302609222332	0	1	2	2	3	6	4	6	5	6	6	6	6	7	9	8	7	7	8	8	8	8	5	8	7	8	9	10	10	9	10	9	9	10	10	12	12	13	12	12	13	14	14	16	15	15	17	16	17	17	19	15	16	18	19	20	21	0	1	2	2	2	0	0	4	0	0	0	23	7	6	14	6	12	23	13	13	14	17	7	18	23	17	19	19	10	26	24	13	23	22	24	31	35	33	35	31	35	41	31	41	42	42	52	45	53	45	44	41	46	50	54	55	54	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	3	1	2	2	2	1	1	2	2	2	2	2	2	1	2	3	1	1	2	1	1	2	3	1	1	1	1	1	3
17500	-283.068057689479986	-281.287464358305783	-1.780593331174196	0.000085436473104	0.000015486285786	0.181260827177533	0.589873586647411	0	1	2	2	3	6	3	5	6	6	5	6	7	7	10	8	7	7	9	7	8	8	5	8	7	8	9	9	10	10	10	10	10	11	12	12	12	13	11	12	12	14	13	16	13	15	17	15	14	17	20	15	17	18	19	20	20	0	1	1	2	2	0	0	2	0	0	0	7	7	6	10	6	12	23	18	7	9	12	7	17	12	18	13	23	14	22	23	24	24	17	30	31	33	39	30	31	39	45	40	42	37	45	52	37	38	46	37	45	35	46	54	55	50	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	2	2	4	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	5	1	2	2	1	1	3
18000	-253.473148534906898	-252.096562531330648	-1.376586003576258	0.000058003160685	0.000026472776730	0.456402313548275	0.631234803813826	0	1	2	2	3	5	4	3	6	6	6	6	7	7	8	8	6	7	9	8	8	8	5	8	8	8	9	10	10	10	10	9	10	10	12	12	11	13	13	11	13	14	12	16	15	15	16	17	17	17	19	17	14	18	19	21	20	0	1	1	2	3	0	0	4	0	0	0	23	7	6	9	6	23	17	20	7	11	12	7	12	18	12	13	27	6	23	26	12	24	17	37	31	33	37	37	34	37	41	31	46	42	42	42	38	46	46	49	47	41	50	50	55	54	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	3	2	1	2	2	1	2	1	2	2	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2
18500	-254.721612245485346	-252.937701880897606	-1.783910364587745	0.000083639501507	0.000015092249091	0.180444034444683	0.605189897354422	0	1	2	2	3	6	4	6	5	4	6	6	6	7	9	7	7	8	9	7	8	8	8	9	8	7	9	10	9	10	10	10	10	11	12	12	11	13	13	13	13	14	14	16	15	14	16	17	17	16	20	17	16	18	19	21	19	0	1	2	2	4	0	0	4	0	0	0	7	7	11	14	9	13	17	13	7	14	12	17	18	12	12	13	27	11	18	17	18	23	24	37	31	33	34	37	31	35	33	36	42	39	37	38	44	35	45	45	45	42	49	50	55	54	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	2	1	1	3	2	1	2	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2	1	4	2	2	2	3	1	1	3	1	2	1	2	1	1	2	1
19000	-268.272132168194162	-266.490691819287747	-1.781440348906415	0.000069671154096	0.000012614073838	0.181051598788253	0.628435239525812	0	1	2	2	2	6	3	5	6	6	6	6	7	7	10	8	5	8	9	8	8	7	8	7	7	8	9	10	10	10	10	7	9	11	12	12	11	13	13	13	13	14	14	16	15	15	17	17	16	17	20	15	17	18	19	20	18	0	1	1	2	2	0	0	2	0	0	0	17	7	6	14	11	7	32	24	13	14	17	13	12	17	12	13	13	11	17	23	12	17	26	34	31	28	34	37	36	37	41	31	46	42	42	52	35	41	46	42	39	49	50	54	55	49	1	1	2	1	1	1	1	2	1	1	1	1	3	1	2	1	2	1	2	1	1	1	1	1	2	2	2	2	2	4	2	1	4	3	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	1	4	2	1	1	1	1	1
19500	-229.808057454615010	-227.591308640968663	-2.216748813646341	0.000078382885501	0.000008702779322	0.111029075623338	0.729228954668128	0	1	2	2	3	6	5	3	6	4	6	6	7	7	9	8	7	8	9	8	8	8	8	9	8	7	8	10	10	9	10	10	10	11	12	12	11	13	13	12	13	14	14	16	15	15	16	15	17	16	20	17	17	18	19	20	21	0	1	1	2	4	0	0	4	0	0	0	7	7	11	16	11	12	13	13	13	6	17	12	17	12	12	13	30	11	17	30	23	24	32	37	31	33	35	35	31	37	38	36	46	42	42	42	42	42	42	46	47	39	50	54	55	50	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	4	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	3	1	1	1	4
20000	-219.928821840933352	-218.341487726732765	-1.587334114200587	0.000084248164088	0.000020696137211	0.245656833416865	0.838660823719468	0	1	2	2	3	6	5	3	6	6	6	6	7	7	10	8	7	8	9	8	8	8	7	8	8	7	7	10	7	8	10	9	10	11	12	12	11	13	12	12	13	14	14	16	15	15	16	17	17	17	18	17	17	18	19	21	21	0	1	2	2	3	0	0	4	0	0	0	7	7	6	11	14	12	17	13	13	14	12	12	23	17	12	7	19	9	23	13	24	32	32	37	31	33	37	37	31	39	38	31	42	42	42	42	44	39	44	46	47	47	50	54	55	54	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	3
20500	-235.896738450093778	-234.354207049227227	-1.542531400866554	0.000072777068060	0.000019518621924	0.268197420485730	0.523373050510884	0	1	2	2	3	6	4	5	6	6	4	6	7	6	9	8	7	7	8	8	8	8	8	9	8	8	9	10	10	9	10	9	10	11	11	12	12	13	13	13	13	14	13	16	15	15	16	17	16	17	20	17	17	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	7	7	11	6	9	12	12	13	13	6	17	18	23	17	18	13	13	14	23	23	22	32	23	33	31	35	35	35	31	35	41	31	42	42	42	41	44	45	41	38	47	46	50	54	50	55	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	4	1	1	1	1	2	1	2	1	2	2	3	2	1	2	1	1	1	1	1	1	3	4	1	2	1	1	2	1
21000	-271.286444895926991	-269.681594480275123	-1.604850415651872	0.000059805299090	0.000014229951591	0.237937972175812	0.596487772171793	0	1	2	2	3	6	4	6	6	6	6	6	7	7	9	7	5	8	8	8	8	8	8	7	8	8	9	10	7	9	10	10	9	11	10	12	12	12	13	13	13	13	14	16	15	15	16	17	17	16	17	17	16	18	19	21	21	0	1	1	2	2	0	0	2	0	0	0	17	7	11	9	6	7	12	13	13	14	17	12	17	24	24	19	13	11	17	23	12	12	17	23	31	35	35	38	31	38	35	36	46	37	39	45	42	38	42	46	47	42	38	50	51	55	1	1	2	1	2	1	1	4	1	1	1	1	2	1	2	1	1	2	1	1	1	3	2	2	1	1	1	2	1	3	2	3	2	2	1	2	2	2	1	2	1	3	2	1	2	2	1	4	4	2	2	1	2	4	3	1	1
21500	-250.093069226924854	-248.602347996465625	-1.490721230459235	0.000080068304548	0.000024125622485	0.301313017940457	0.632013008762514	0	1	2	2	3	6	3	5	6	6	5	6	7	7	10	8	7	5	8	7	7	7	8	9	7	8	9	10	9	10	10	10	10	11	11	12	12	13	13	11	13	14	13	16	15	15	16	17	17	17	20	17	17	16	19	20	21	0	1	2	2	2	0	0	5	0	0	0	18	7	6	6	6	12	7	20	18	9	12	12	23	18	17	13	7	9	23	24	13	17	24	30	31	35	35	35	31	35	38	31	38	42	42	46	44	44	54	41	47	46	41	54	55	54	1	1	1	1	2	1	1	2	1	1	1	1	3	1	3	2	1	2	1	1	1	1	2	1	1	1	2	4	2	2	1	3	2	2	1	1	1	2	2	1	2	1	3	2	1	1	1	1	1	1	5	1	2	2	2	1	3
22000	-247.658408928638579	-245.853059718731600	-1.805349209906983	0.000060085715092	0.000010534593569	0.175326091277586	0.550537389373270	0	1	2	2	3	6	4	6	5	6	6	6	7	7	9	8	7	5	9	8	8	8	8	8	8	8	9	10	10	10	10	9	9	11	11	12	12	13	13	13	13	14	14	16	14	15	16	17	14	15	20	15	16	17	19	20	21	0	1	1	2	3	0	0	2	0	0	0	18	7	6	9	14	18	7	24	17	10	12	18	12	17	12	13	20	16	32	23	12	23	24	32	31	35	37	37	31	35	35	40	45	37	42	52	44	38	42	46	42	42	46	54	55	54	1	1	2	1	1	1	1	4	1	1	1	1	2	1	2	1	2	1	1	1	1	2	3	2	1	2	2	2	2	1	2	3	1	3	2	2	1	1	1	2	2	3	1	2	2	1	1	1	1	1	3	1	2	2	1	1	2
22500	-233.810956929066521	-232.407006239636132	-1.403950689430400	0.000060007380286	0.000023686147909	0.394720579301259	0.698695186790644	0	1	2	2	2	6	4	5	6	6	6	6	7	7	8	8	7	5	9	8	8	8	7	9	8	8	9	10	9	10	10	8	10	11	12	12	12	13	13	13	11	14	13	16	15	15	17	17	17	17	20	16	17	18	19	21	20	0	1	2	2	2	0	0	4	0	0	0	18	7	11	11	14	18	7	13	13	11	23	12	22	18	23	13	13	21	17	17	23	24	24	41	31	41	35	41	31	33	41	34	42	41	38	52	42	46	46	42	45	42	50	54	55	54	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	2	3	1	2	2	2	2	2	1	1	1	2	4	1	1	1	1	2	2
23000	-258.058445540726268	-256.543648312997618	-1.514797227728638	0.000065362936072	0.000018612102455	0.284750098037359	0.659223957650515	0	1	1	2	3	6	4	6	6	6	4	6	7	7	10	7	7	5	8	8	8	8	7	9	8	8	9	10	10	9	10	9	10	11	12	12	12	13	11	12	13	14	13	16	15	13	15	17	17	17	20	17	17	18	19	21	20	0	1	1	2	4	0	0	4	0	0	0	18	7	6	9	9	18	7	13	17	6	12	12	18	17	12	13	20	14	23	22	25	32	22	17	31	39	39	24	31	37	41	36	45	42	35	35	44	38	46	46	38	38	50	50	51	54	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	1	1	1	3	4	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	5	3	1	1	2	1	2
23500	-244.431669948948041	-242.922560356688280	-1.509109592259759	0.000080711153574	0.000023281660846	0.288456549252156	0.683231092056760	0	1	1	2	2	5	3	5	6	6	6	6	7	7	10	8	7	5	9	8	8	7	8	9	7	8	9	10	10	10	10	10	10	9	12	12	12	13	13	13	11	14	14	15	15	15	17	17	16	16	19	15	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	18	18	6	21	9	12	7	22	22	11	18	17	12	18	22	13	19	11	34	24	17	18	17	41	31	41	37	35	31	30	41	36	42	42	42	52	46	45	45	45	42	49	50	54	54	54	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	2	2	1	2	2	1	2	1	1	2	1	1	1	1	2	4	2	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	3	2
24000	-270.269867615007058	-268.837562698907391	-1.432304916099663	0.000066547370929	0.000023636971935	0.355190169115110	0.637773713455508	-1	0	2	2	3	6	4	6	6	6	5	6	5	7	8	8	7	5	9	7	7	8	8	9	8	8	8	10	10	10	10	10	9	10	12	12	11	13	13	13	10	14	14	16	15	15	17	17	17	16	19	14	17	18	19	21	21	0	1	2	2	3	0	0	4	0	0	0	18	7	11	6	6	18	7	7	13	6	12	12	18	17	18	13	13	16	23	26	17	26	25	41	31	41	41	37	31	33	37	31	35	39	24	52	44	45	45	46	38	45	50	54	55	55	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	3	1	1	2	2	2	1	3	2	2	1	1	2	1	1	2	2	2	1	2	2	2	1	2	3	2	2	3	2	1	1	1	1	1	2	2	1	1	1
24500	-252.250134769360130	-250.682403889283705	-1.567730880076415	0.000083456554805	0.000021279356692	0.254975259183002	0.755668335146487	0	1	1	2	3	6	4	6	6	4	6	6	6	7	9	8	7	5	9	8	8	8	8	6	8	8	8	8	9	8	10	10	10	11	12	12	11	13	13	13	13	14	14	16	15	14	15	17	17	17	19	17	17	18	19	21	20	0	1	1	2	1	0	0	4	0	0	0	18	7	6	11	6	18	7	28	17	14	18	24	18	17	18	13	13	21	12	30	17	17	23	37	32	32	37	37	36	37	35	40	45	46	39	41	44	38	45	49	42	45	50	50	57	54	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	2	3	2	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1
25000	-256.076784563043873	-253.358515776029094	-2.718268787014778	0.000079197629865	0.000005753666249	0.072649475229659	0.565161134915147	0	1	1	2	3	6	4	5	6	6	5	5	7	7	8	8	7	8	9	8	8	7	7	9	8	8	9	10	10	10	10	10	10	9	12	12	11	13	13	12	13	14	14	15	15	14	17	14	16	17	19	16	17	18	19	20	21	0	1	1	2	2	0	0	4	0	0	0	7	7	11	6	11	12	22	13	22	10	12	12	13	22	12	13	17	16	34	24	18	19	22	37	31	33	37	37	31	37	35	31	38	42	35	52	38	46	46	35	45	49	50	50	50	50	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	2	2	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	2	1	1	1	3	6	1	1	1	2	2	3
25500	-271.407538392116010	-269.964165303221193	-1.443373088894831	0.000072066006763	0.000024709898017	0.342878690337293	0.668808010601700	0	1	2	2	3	4	5	4	5	6	6	6	7	7	9	8	7	8	9	8	7	8	8	9	8	8	9	10	10	10	9	10	10	9	12	12	9	13	13	13	13	14	14	16	15	15	17	17	17	14	19	15	17	18	18	21	20	0	1	1	2	2	0	0	4	0	0	0	7	7	11	14	9	12	12	13	13	6	17	12	12	17	13	13	7	16	34	23	34	18	18	37	31	7	32	18	36	37	35	40	39	42	41	52	39	46	38	35	38	35	46	49	57	54	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	3	1	1	1	2	2	1	1	1	2	1	2	2	1	3	4	1	2	1	1	2	1	2	2	2	2	1	5	1	4	2	1	1	2
26000	-244.358294078755591	-242.894560038259129	-1.463734040496460	0.000058100323198	0.000018776404955	0.323172125756785	0.753308321444434	0	1	2	2	2	6	5	6	4	6	6	6	7	7	8	8	7	8	8	8	8	8	7	8	7	8	9	7	9	8	9	10	9	11	12	11	12	13	13	13	13	14	14	16	13	15	15	17	17	17	18	17	16	18	19	21	21	0	1	1	2	2	0	0	2	0	0	0	7	7	11	11	6	12	23	13	28	6	12	12	17	12	23	13	7	14	23	18	17	30	22	34	31	33	37	35	36	35	45	36	42	37	45	42	44	45	46	50	47	46	44	54	50	55	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	3	2	1	2	1	1	3	2	1	2	1	2	1	2	2
26500	-245.261585855899568	-243.630259412257772	-1.631326443641800	0.000054992337835	0.000012494576530	0.227205771230024	0.585904171904994	0	1	2	2	3	6	5	4	6	4	5	6	7	7	10	8	7	8	9	8	8	8	7	9	8	7	9	10	10	8	10	10	9	8	12	11	11	13	10	13	13	14	14	16	14	15	15	17	16	17	20	17	17	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	7	7	9	9	6	12	12	20	13	6	23	12	18	17	12	13	13	21	17	33	17	13	12	39	31	39	37	33	36	37	38	31	45	37	42	45	44	38	46	54	47	49	41	50	54	55	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	3	2	2	2	1	1	2	1	2	2	1	4	2	2	1	1	1	2	1	2	2	1	4	2	2	2
27000	-243.592266222710549	-242.055698766567730	-1.536567456142815	0.000074146441758	0.000020135410474	0.271562734451236	0.693553735397217	0	1	2	2	3	6	5	6	5	6	6	6	7	7	9	8	7	8	9	8	8	8	8	9	8	8	8	10	10	10	10	8	10	11	11	12	12	12	13	13	13	13	13	16	14	15	17	17	17	15	19	16	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	7	7	11	9	6	12	17	13	13	14	17	12	18	12	12	13	13	9	32	23	12	26	18	33	31	35	33	38	31	35	37	23	45	42	42	52	44	50	41	54	45	46	50	46	54	54	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	2	3	2	1	1	1	3	1	2	1	2	1	2	2	1	3	2	1	2	1	1	2	2	1	2	1	3	2	2	2
27500	-272.970904656992445	-271.589523750646549	-1.381380906345880	0.000065836278948	0.000029115308932	0.442238069919219	0.571363774036223	0	1	2	2	2	6	4	5	5	6	6	5	7	7	9	7	7	7	9	8	8	8	8	9	8	8	9	9	10	9	10	7	10	10	11	12	12	13	12	13	13	14	14	15	14	15	17	17	17	16	19	14	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	7	7	9	16	6	12	12	7	13	6	12	32	23	12	18	13	32	9	23	18	12	17	23	33	31	35	35	35	31	37	39	25	41	37	41	52	44	35	38	49	38	39	50	54	54	55	1	1	2	1	1	1	1	3	1	1	1	1	2	2	2	1	2	2	2	1	2	2	1	1	3	1	2	2	3	1	2	2	2	2	1	2	1	1	1	3	1	2	3	2	2	1	2	2	3	1	2	1	2	2	1	2	1
28000	-266.666973242687845	-265.019649762794074	-1.647323479893746	0.000073427000021	0.000016241933434	0.221198379735677	0.641517342448121	0	1	2	2	3	4	5	6	6	5	6	6	7	7	9	8	7	8	9	8	8	8	8	9	8	8	9	10	10	10	10	10	9	9	11	12	12	13	12	13	13	14	13	16	15	14	16	17	16	16	18	17	17	17	18	20	21	0	1	1	2	2	0	0	4	0	0	0	7	7	9	14	6	12	12	23	13	9	13	12	22	12	17	20	18	15	33	13	34	13	17	33	31	35	35	35	31	39	39	31	38	37	41	42	30	37	45	49	47	42	50	49	55	54	1	1	2	1	2	1	1	3	1	1	1	1	2	1	2	3	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	2	2	1	2	3	3	1	1	1	3	1	1	2	2
28500	-211.024559992437531	-209.401510331054624	-1.623049661382918	0.000080384911978	0.000018524659812	0.230449463167105	0.731072661041369	0	1	2	2	3	6	5	5	6	5	6	6	6	7	10	8	7	7	9	7	8	8	7	9	8	8	8	10	9	8	10	9	9	11	12	12	12	13	11	13	13	14	12	16	15	15	16	17	17	17	18	17	17	18	19	21	21	0	1	2	2	4	0	0	4	0	0	0	7	7	6	16	14	12	12	13	13	14	23	12	22	23	17	13	27	9	23	24	18	30	24	39	31	39	37	33	31	37	41	31	45	41	42	45	44	42	46	49	47	45	50	54	55	54	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	2	1
29000	-248.847259917215979	-247.341497685364374	-1.505762231851593	0.000074923465286	0.000021779816444	0.290694195212461	0.687020588236829	0	1	1	2	3	6	4	5	6	3	4	6	7	7	10	8	7	8	9	5	8	8	8	8	7	8	9	10	10	9	10	9	10	10	12	12	12	11	11	13	13	13	14	16	15	15	16	17	17	17	20	17	17	17	19	21	21	0	1	1	2	4	0	0	2	0	0	0	7	7	9	14	6	12	17	18	7	14	12	17	17	12	12	13	19	16	18	13	12	23	18	38	31	39	33	33	36	37	37	40	46	35	42	42	44	42	45	53	47	42	42	50	55	50	1	1	1	1	1	1	1	3	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	3	2	2	2	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	2	2	1	2	3	2	2	1
29500	-276.467786750202151	-274.876559648517400	-1.591227101684735	0.000078820658175	0.000019223935826	0.243894637160382	0.594674258446611	0	1	1	2	3	6	4	6	6	6	6	6	6	7	10	8	7	8	9	8	8	8	8	8	8	8	9	10	9	10	10	9	8	10	12	12	12	10	13	13	13	14	14	15	15	15	17	16	16	17	20	17	17	18	19	20	20	0	1	1	2	4	0	0	4	0	0	0	7	7	11	11	11	12	12	13	13	11	12	17	17	12	13	20	32	9	13	22	24	17	32	38	31	38	23	38	31	35	35	36	39	35	35	35	35	46	44	45	46	46	46	50	50	54	1	1	1	1	1	1	1	3	1	1	1	2	2	1	2	2	1	2	3	2	2	1	1	1	2	2	1	1	2	4	2	1	1	1	2	2	2	2	2	3	1	2	2	2	1	1	3	3	1	2	2	2	2	1	2	2	1
