step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-990.159378836210863	-999.210222216662260	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.168817271416042	0	1	6	5	5	7	7	9	11	9	11	8	9	8	9	9	16	13	10	10	11	12	10	10	10	10	10	11	14	14	11	13	11	13	15	11	13	13	13	14	13	12	16	12	13	14	14	13	13	13	17	17	17	14	14	15	16	16	14	17	14	15	17	16	19	17	15	18	18	18	17	17	18	19	18	19	18	18	18	18	18	20	18	20	26	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-316.151883467758296	-325.202726848209636	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.513008409347315	-1	1	3	4	5	5	6	10	12	7	12	7	9	8	9	9	14	13	10	10	11	11	11	11	11	11	8	10	13	14	12	12	12	14	15	11	13	10	12	15	13	13	17	12	14	13	14	14	13	13	14	18	13	14	14	16	17	16	15	16	15	15	16	16	19	17	16	18	17	13	18	18	19	18	18	18	18	18	19	19	17	19	19	21	23	27	0	1	2	1	3	4	3	14	28	6	19	5	14	12	6	12	39	44	15	5	15	28	27	27	15	8	4	7	24	24	27	21	23	18	46	14	24	27	28	51	31	16	61	26	32	19	44	49	11	26	39	40	33	11	14	36	49	41	11	49	49	50	10	34	72	55	40	60	44	21	41	67	29	47	61	51	64	40	75	68	62	57	77	79	68	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-276.976699930912332	-286.027543311363672	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983204036240155	1	2	6	5	2	7	8	8	11	10	11	9	9	9	8	9	16	13	10	11	11	10	11	8	9	10	11	11	15	14	11	10	11	13	15	10	12	14	14	15	13	13	16	12	11	14	13	12	13	8	15	17	17	13	14	16	13	15	14	16	15	16	17	14	20	17	16	15	16	16	17	12	17	18	14	13	19	17	17	18	18	19	17	21	23	23	0	1	1	2	1	3	1	3	36	15	25	5	3	50	3	8	57	36	12	36	25	25	10	6	24	24	13	25	47	34	50	15	24	24	59	15	21	14	27	22	37	14	41	9	22	76	23	36	9	3	57	41	76	14	20	45	32	47	6	39	38	38	58	44	67	51	64	18	57	40	37	25	60	67	76	26	74	60	59	73	69	67	61	67	73	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-247.988188304631478	-257.039031685082819	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980026857298858	1	2	7	6	4	8	8	9	11	10	9	8	9	8	10	10	17	13	11	11	11	12	9	9	11	10	11	11	14	13	12	12	11	14	15	11	13	14	14	13	13	13	14	13	12	15	13	13	13	12	15	12	18	12	14	13	14	13	14	18	14	14	13	15	18	17	15	18	18	18	16	18	17	15	19	19	16	16	17	18	16	19	14	20	25	28	0	1	4	5	2	4	4	3	16	24	4	3	7	2	8	14	74	23	15	8	13	19	14	3	13	13	14	26	27	33	20	19	7	40	50	23	27	16	40	21	54	36	49	50	9	48	28	32	24	19	39	25	46	23	36	52	54	36	18	81	50	52	21	38	78	43	61	43	78	81	57	77	59	57	67	53	57	41	74	17	67	79	10	53	65	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-244.253317168045612	-253.304160548496952	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985647268613613	0	2	5	6	4	8	6	9	12	9	11	8	8	9	8	9	16	13	10	11	11	13	7	8	9	10	9	12	14	15	10	13	12	14	16	10	14	13	13	14	12	10	16	13	13	15	14	12	11	13	15	16	17	13	14	15	16	16	14	16	15	13	16	11	17	18	14	16	18	19	17	17	19	19	19	20	18	18	16	17	18	20	17	19	22	26	0	1	2	2	1	23	2	15	6	12	27	7	4	15	23	7	55	28	10	36	6	33	3	23	15	16	23	21	50	45	13	31	49	33	29	27	64	21	21	33	19	13	39	36	33	45	49	42	27	28	37	22	63	33	44	29	34	59	44	67	38	26	33	25	56	80	45	62	63	65	39	46	77	80	72	66	58	53	9	34	60	46	43	71	47	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-260.513194741246707	-269.564038121698047	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995781864984818	1	2	3	5	6	5	8	9	12	10	10	9	9	7	7	8	15	14	11	10	12	12	7	11	9	10	10	12	14	14	8	14	12	13	15	11	12	14	12	13	13	13	16	11	10	14	12	9	13	13	16	18	15	14	14	15	16	15	15	17	14	15	17	8	19	13	15	18	19	18	15	18	17	19	19	19	15	18	16	18	18	21	17	20	25	27	0	1	1	3	3	1	5	23	20	7	7	16	4	5	5	14	29	33	20	14	27	7	6	15	31	12	5	10	40	47	6	40	44	37	20	11	11	33	36	36	9	27	42	10	14	36	36	14	37	39	21	63	30	22	34	38	67	55	30	46	44	24	43	15	57	24	18	59	18	35	46	51	54	68	58	70	55	63	62	60	46	62	56	53	63	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-272.318867767827783	-281.369711148279123	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980343959234786	0	1	7	3	5	8	8	8	12	9	11	5	9	9	9	6	15	14	11	10	12	12	7	11	10	11	10	12	14	13	11	14	11	11	14	12	14	12	14	15	12	10	16	13	12	15	14	13	12	13	17	16	15	13	15	15	15	16	13	18	14	12	11	16	16	17	15	18	18	14	14	17	15	18	16	20	17	16	17	16	18	12	16	19	21	20	0	1	12	1	4	3	16	16	11	16	27	1	23	7	6	5	70	62	25	10	15	31	12	13	15	42	6	19	41	15	20	15	14	7	54	24	9	13	49	44	24	12	46	28	24	9	11	20	20	24	70	53	50	27	47	70	29	18	14	34	9	27	25	21	48	49	70	51	66	62	21	70	32	56	29	51	73	63	61	71	64	10	18	72	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-255.205008919839315	-264.255852300290655	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993682491166102	0	2	7	4	5	8	6	8	10	10	9	8	9	9	10	6	14	12	11	10	12	12	11	8	9	11	11	12	13	12	12	12	12	13	15	11	13	14	14	13	13	13	16	13	14	15	14	13	13	14	18	17	13	14	10	9	17	17	14	16	14	15	15	15	19	18	14	17	18	14	17	17	14	20	16	19	19	15	19	18	18	21	17	19	24	25	0	1	5	2	2	3	4	16	6	11	6	16	7	12	12	4	18	27	56	25	36	10	12	16	7	56	11	15	30	27	9	7	26	26	41	8	36	32	53	30	18	55	39	33	41	61	23	19	10	31	35	17	33	34	25	7	60	20	20	53	48	67	39	40	17	71	19	63	71	20	39	63	22	77	50	78	52	73	58	61	60	76	61	52	80	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-266.413936913792043	-275.464780294243383	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993333723142836	1	2	7	3	5	8	7	9	12	8	11	8	9	7	8	9	16	14	10	9	11	11	11	11	10	11	6	12	14	13	11	10	11	14	13	12	10	13	12	14	12	13	11	13	14	2	15	14	13	11	16	17	15	15	13	16	12	17	14	15	14	16	17	17	19	18	14	18	14	15	17	16	16	18	18	19	17	19	17	19	19	20	12	19	22	27	0	1	27	1	4	46	4	15	32	3	13	7	27	5	27	7	49	49	7	3	25	16	5	16	10	12	1	11	9	11	8	3	7	22	22	37	20	39	21	83	11	57	13	43	49	1	59	42	13	13	45	54	23	40	83	29	8	54	44	42	9	40	47	17	70	72	83	53	23	44	62	48	21	51	52	51	17	51	56	77	75	66	31	70	74	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-253.790390993243363	-262.841234373694704	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999242905766044	0	2	7	5	6	7	6	9	9	9	8	8	7	7	9	9	16	11	8	10	12	13	10	9	9	10	11	12	15	15	11	14	12	14	13	10	13	14	14	12	14	11	14	13	13	15	15	11	14	12	15	14	16	15	12	15	13	14	14	16	12	16	18	16	19	17	15	19	19	19	16	16	18	20	18	20	16	19	17	17	17	19	17	19	23	25	0	1	4	2	4	4	4	14	11	11	13	7	7	5	11	14	58	9	6	11	11	31	16	14	14	11	23	48	58	10	10	44	15	3	28	10	31	50	18	23	35	24	37	10	19	28	43	20	21	26	39	33	58	23	26	55	31	22	35	61	9	43	77	47	64	45	58	36	66	60	34	45	77	73	77	73	67	64	58	53	47	81	54	80	74	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
