step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
1	-13776.131197733420777	-13774.669115648901425	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.216130442122032	1	1	5	5	8	7	9	10	10	12	12	12	14	14	16	16	16	16	16	16	15	18	18	17	18	20	19	19	20	22	20	20	20	22	20	22	22	23	23	21	23	22	23	23	23	24	24	26	25	26	24	26	25	25	26	25	26	27	26	26	27	28	27	30	28	28	29	28	30	29	28	29	30	29	31	30	30	30	31	31	32	32	33	32	33	33	34	36	37	36	37	38	37	40	41	40	41	41	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	3	4	5	5	6	6	6	7	7	8	8	8	8	8	8	7	9	9	8	9	10	9	9	10	11	10	10	10	11	10	11	11	11	11	10	11	11	11	11	11	12	12	13	12	13	12	13	12	12	13	12	13	13	13	13	13	14	13	15	14	14	14	14	15	14	14	14	15	14	15	15	15	15	15	15	16	16	16	16	16	16	17	18	18	18	18	19	18	20	20	20	20	20
500	-1678.152519131023155	-1675.421469392811332	-2.731049738211906	0.000010004864372	0.000045143844530	4.512189556207447	0.128273359539952	1	0	5	5	7	5	9	11	8	9	11	13	14	13	16	13	17	16	14	16	15	18	15	17	18	19	19	19	18	22	19	17	20	22	20	22	19	24	23	21	24	22	24	21	20	21	24	26	26	27	23	25	25	25	26	25	26	28	26	27	28	29	28	31	29	29	29	28	31	30	29	30	31	30	31	31	31	31	31	32	33	33	34	32	34	34	35	37	37	37	37	39	37	41	42	40	42	42	0	0	2	1	3	0	3	10	6	9	10	9	8	10	11	9	12	8	8	9	16	13	9	12	19	16	17	20	23	12	14	20	25	16	20	28	23	16	32	32	26	31	23	23	32	23	35	20	45	13	23	44	39	23	23	23	44	45	10	44	23	40	37	9	45	23	23	20	23	45	23	32	23	23	23	32	44	23	23	23	32	37	32	23	32	23	32	23	46	45	40	23	45	46	23	32	32	46	1	1	2	2	2	1	2	1	2	1	1	2	2	3	3	3	2	2	1	3	2	2	5	2	2	2	1	2	2	4	4	1	2	4	2	2	2	6	4	2	3	2	6	4	3	6	2	7	4	11	5	3	1	9	6	6	2	5	13	5	9	5	5	19	5	12	10	8	14	8	9	12	10	8	9	8	6	14	13	9	10	10	13	16	13	14	16	18	14	15	13	23	12	16	16	18	17	15
1000	-1251.620879464012660	-1249.190627838542241	-2.430251625470512	0.000010002861354	0.000035462205052	3.545206096252083	0.205260940213025	1	1	5	5	8	7	8	11	9	12	13	13	13	14	15	16	16	16	16	15	15	17	17	15	19	20	19	16	19	22	20	17	20	21	21	22	19	24	20	20	23	23	23	20	20	21	24	27	26	25	23	24	24	26	23	25	25	28	27	26	28	28	26	30	29	29	27	28	31	30	28	29	30	30	32	30	31	31	31	31	33	33	32	33	34	34	35	37	37	36	37	39	38	41	42	41	42	42	0	0	2	1	3	0	3	9	6	9	10	9	8	13	11	13	14	8	10	9	10	12	20	12	19	10	9	20	20	24	16	28	19	16	29	28	23	41	32	32	31	31	29	37	32	39	35	44	39	13	23	44	45	37	45	51	44	46	28	36	44	45	52	10	67	44	45	37	39	46	52	40	51	56	45	53	63	52	39	43	45	37	45	37	46	66	45	39	46	32	46	32	45	40	72	46	46	46	1	1	4	2	2	1	2	1	1	2	1	2	2	1	1	3	1	3	2	3	2	2	2	1	2	3	3	1	2	4	2	1	2	3	1	3	1	1	2	2	2	3	2	1	2	1	2	5	3	7	3	2	2	6	1	1	2	3	9	2	3	4	1	11	1	9	3	6	10	4	3	5	4	3	7	4	3	5	7	6	5	8	7	9	11	2	11	13	12	12	13	21	13	14	10	17	12	13
1500	-942.707767206611265	-940.695478496461988	-2.012288710149295	0.000009997566211	0.000023728028908	2.373380521462782	0.311467189003492	0	2	5	5	9	7	9	10	9	11	12	12	13	15	16	15	16	16	15	16	16	18	18	18	18	20	19	19	20	22	19	17	20	22	20	23	19	23	20	21	23	22	23	21	23	21	24	26	25	26	22	26	26	26	25	26	25	25	27	26	26	26	28	31	28	28	29	29	31	30	29	30	31	27	30	31	30	30	31	32	30	32	33	32	34	32	34	36	37	37	38	37	37	41	42	41	41	41	0	1	2	1	3	0	3	9	6	9	8	8	8	10	11	10	12	10	8	13	16	17	14	12	19	16	17	23	23	24	16	20	19	16	20	28	20	42	32	32	31	31	51	37	40	39	43	44	39	42	29	44	45	44	45	29	44	46	57	57	44	55	52	74	62	37	45	52	46	46	66	62	51	56	55	62	63	63	46	47	65	44	72	63	46	78	53	46	58	62	58	20	81	58	83	58	58	58	1	1	1	3	2	1	2	1	1	1	1	1	2	2	2	2	2	3	3	3	1	2	2	3	2	3	2	1	1	2	2	1	2	4	2	2	2	1	2	2	2	2	1	1	1	1	1	3	2	2	2	2	2	3	1	2	2	4	1	1	3	1	1	2	1	7	3	1	7	4	1	2	4	1	4	3	2	1	6	5	2	7	2	2	11	1	6	10	9	6	12	15	4	11	6	15	11	11
2000	-866.803382588540444	-864.841636453620254	-1.961746134920216	0.000009967199823	0.000022357206189	2.243077954218295	0.373095008866877	1	2	5	6	8	6	9	10	9	12	12	12	14	13	16	15	16	16	16	16	16	15	19	17	18	21	20	19	18	20	20	20	20	22	20	22	21	24	23	22	23	22	22	22	22	21	25	26	25	27	21	26	25	25	23	25	26	24	27	27	27	27	27	30	29	29	29	29	27	29	29	30	30	27	30	30	31	31	32	31	33	32	34	32	34	33	33	37	37	35	38	39	38	41	42	41	42	41	0	1	2	1	3	0	3	9	6	8	8	9	14	10	11	10	12	14	13	14	16	12	20	17	13	16	17	20	20	24	16	20	19	16	29	28	28	42	32	32	31	31	51	37	32	32	43	44	39	42	29	44	55	44	45	51	44	46	44	52	48	55	52	74	62	63	55	44	46	69	57	62	51	56	45	62	63	63	58	51	67	77	75	63	46	78	55	46	69	87	58	53	83	58	87	58	69	58	1	1	1	3	2	1	2	1	1	2	2	2	1	1	3	1	2	2	1	2	1	1	2	1	2	3	2	1	1	1	2	1	2	5	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	2	2	3	3	1	1	2	1	2	1	2	3	4	3	1	2	1	6	1	4	2	2	3	4	5	2	1	2	2	10	2	7	10	6	1	10	13	2	11	7	14	9	11
2500	-804.721551376200523	-802.769408476821809	-1.952142899378746	0.000010021252873	0.000022232678881	2.218552826008536	0.418947929377738	1	2	6	5	7	8	9	11	10	12	12	13	14	14	17	15	16	17	17	16	16	19	19	18	18	20	18	19	20	21	19	20	20	22	21	22	20	23	22	22	23	21	24	23	23	23	23	24	24	27	24	25	26	25	27	26	26	26	26	26	28	25	27	31	29	28	29	28	27	30	28	29	30	28	31	29	29	31	31	31	32	31	34	31	34	33	34	37	38	36	38	38	37	41	42	41	41	42	0	1	2	1	3	0	3	9	6	8	9	9	10	9	11	8	12	8	9	13	16	12	20	17	18	16	17	20	23	17	16	28	25	16	29	28	28	42	32	32	42	31	29	37	40	28	29	44	39	42	47	37	45	44	45	43	44	46	44	52	44	45	52	74	62	57	55	57	46	58	63	55	43	56	62	62	63	63	58	43	62	63	81	63	58	77	81	46	69	87	46	62	83	69	90	69	69	58	1	1	2	2	1	1	2	1	1	1	1	2	1	2	3	1	2	4	4	1	1	3	2	1	1	2	1	3	1	2	2	1	1	4	1	2	1	2	1	2	2	2	3	1	1	2	1	1	1	4	1	2	3	1	2	2	3	2	1	1	3	1	1	2	1	2	1	2	2	2	1	1	2	1	3	2	2	2	4	5	3	1	1	2	6	2	2	7	5	1	9	8	2	8	4	13	7	11
3000	-705.199867410231718	-703.232038163586367	-1.967829246645408	0.000010035657840	0.000022667046351	2.258650774426490	0.502627332230034	1	2	6	3	9	7	10	10	8	12	13	12	14	14	16	15	16	15	17	15	15	16	17	18	19	21	17	19	21	22	19	20	21	22	20	21	21	23	23	22	22	20	24	23	23	24	22	26	24	27	24	25	25	25	26	26	27	27	27	25	26	27	27	31	29	28	30	28	30	29	29	30	30	29	31	31	30	30	31	32	32	32	33	33	33	33	34	37	37	36	37	39	37	40	41	41	42	41	0	1	2	1	3	0	3	9	6	8	8	9	8	9	11	14	14	13	14	14	10	13	20	12	19	16	17	20	35	24	16	28	19	16	23	28	28	42	40	32	31	31	47	37	40	39	35	52	39	38	47	44	45	44	45	47	52	46	52	44	44	55	44	74	62	57	55	44	70	58	63	62	43	56	62	62	66	66	69	47	72	78	81	66	58	82	76	70	69	87	58	90	83	79	90	58	91	79	1	1	2	1	1	1	2	1	1	2	2	2	1	3	1	1	1	1	1	1	2	1	2	2	2	2	1	3	1	2	2	1	2	3	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	2	1	3	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	5	2	1	1	2	3	1	2	4	3	1	6	2	2	5	3	8	3	8
3500	-679.871307414183661	-678.297554491373262	-1.573752922810416	0.000010137944088	0.000013059189303	1.288149667137276	0.530832455445674	1	2	5	6	8	8	8	11	10	13	13	13	13	14	16	16	16	16	16	16	15	18	19	18	18	19	17	19	20	22	21	20	19	21	21	22	21	23	23	22	24	23	23	23	22	24	22	26	25	26	25	25	25	25	26	25	27	27	27	26	26	27	25	31	28	28	29	26	29	29	27	30	29	29	31	30	30	30	31	31	32	32	33	32	33	34	34	35	37	36	37	38	37	40	41	41	42	42	0	1	2	1	3	0	3	9	6	8	9	8	9	8	11	13	10	13	14	10	9	12	20	17	19	16	12	20	23	24	26	13	19	26	29	28	28	31	32	32	38	31	47	37	32	39	35	44	39	38	47	44	45	44	45	43	44	46	44	52	52	53	44	74	62	63	55	44	58	58	63	62	43	56	62	55	63	48	58	73	62	66	76	77	79	82	76	79	88	87	69	90	83	91	90	85	91	69	1	1	1	2	2	1	1	1	2	1	2	1	3	2	2	2	1	2	1	1	2	4	2	1	2	2	1	2	1	2	1	3	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	3	2	4	2	1	2	2	1	1	2	1	2	3	1	2	6	2	2	1	2	5	4	8
4000	-652.689963504689558	-651.169407680941504	-1.520555823748066	0.000011236281084	0.000012976551356	1.154879560166811	0.617713899977542	0	2	5	6	9	7	8	10	9	12	11	13	15	12	16	17	16	13	16	16	15	18	19	18	19	18	20	19	20	21	19	20	21	22	19	22	22	22	23	22	23	22	23	23	24	25	22	26	25	26	25	26	26	25	27	26	26	28	27	26	28	28	27	30	29	28	30	29	31	29	29	30	30	28	32	31	30	31	32	32	32	32	33	31	34	33	35	36	38	36	37	37	38	40	40	40	41	40	0	1	2	1	3	0	3	9	6	8	9	14	8	9	11	8	12	8	9	9	8	12	20	17	19	16	17	20	35	24	26	28	19	16	20	23	28	31	40	32	31	31	47	37	32	39	35	44	39	42	43	44	45	44	45	43	44	46	44	44	48	55	44	74	62	63	55	60	58	58	48	62	51	56	62	62	57	66	69	73	62	66	62	63	79	82	83	79	88	87	69	87	83	88	90	91	88	79	1	1	2	2	3	1	2	1	1	1	1	1	2	1	2	2	2	1	3	3	2	2	2	1	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	1	2	1	2	2	1	2	1	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	1	2	1	2	2	3	1	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	4	1	2	3	2	3	3	6
4500	-597.431838291996428	-595.698498802157587	-1.733339489838887	0.000012759564267	0.000021385414724	1.676030174482145	0.583314409934601	0	2	6	6	8	7	9	10	9	12	13	12	14	14	17	16	16	16	17	16	16	18	18	17	19	20	20	18	21	23	21	20	21	22	18	22	21	23	22	21	23	23	22	23	23	24	25	25	25	26	25	27	26	26	25	25	26	27	26	26	28	26	27	30	29	28	29	27	29	30	29	29	30	28	30	30	30	30	31	31	31	32	33	33	33	33	35	36	37	36	36	39	36	39	41	40	40	41	0	1	2	1	3	0	3	9	6	9	9	9	9	9	11	14	12	13	14	14	14	13	20	14	19	16	17	20	35	24	26	28	19	16	20	28	28	31	32	32	31	31	29	37	40	39	43	44	39	38	43	44	45	48	45	29	44	46	44	48	52	55	48	74	62	63	55	57	58	58	66	53	47	56	62	62	63	63	69	73	62	77	62	66	79	82	83	79	88	87	79	90	83	88	90	91	85	91	1	1	2	2	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	2	3	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	1	1	2	1	3	2	2	1	1	2	1	1	3	2	1	1	2	3	3	3
