step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
26500	-187.443363421151787	-194.298851372111159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541848162890946	4	10	20	19	22	20	22	21	21	24	23	23	25	25	29	28	28	32	33	32	31	36	38	41	45	45	43	45	48	50	0	0	2	2	4	4	8	6	3	4	9	7	8	6	16	7	11	17	20	14	17	16	0	22	24	24	22	24	24	26	1	1	5	4	1	1	1	1	1	3	1	1	2	2	1	3	2	2	1	4	1	3	1	2	2	2	4	2	3	2
27000	-201.246395292426541	-208.101883243385913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421023097440634	2	10	20	19	22	20	21	22	22	23	22	25	23	27	30	27	27	31	31	33	34	38	38	41	44	45	43	47	48	50	0	0	2	2	3	4	4	6	3	4	3	7	6	7	7	6	11	17	16	19	17	3	0	22	24	24	24	24	26	29	1	1	4	5	1	1	1	1	2	3	2	1	1	4	5	3	2	2	2	1	3	10	1	1	1	2	1	3	2	1
27500	-199.099568025556152	-205.955055976515524	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.395483666796772	4	7	20	18	20	20	21	22	22	23	23	24	25	27	29	28	29	33	33	30	34	38	39	40	45	44	43	47	46	50	0	0	2	2	4	4	4	6	3	8	9	3	3	13	16	8	11	17	16	3	18	16	0	14	26	24	24	26	26	29	1	1	5	5	1	1	1	1	1	1	1	2	2	1	1	3	3	2	2	5	1	6	1	5	1	2	1	2	1	2
28000	-204.856309218736897	-211.711797169696268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.341790845599852	3	10	19	19	21	21	22	21	22	23	24	25	24	27	28	29	28	32	31	34	34	37	38	41	44	44	43	46	48	50	0	0	2	2	4	3	3	2	3	4	3	3	8	12	8	12	9	17	16	8	18	16	0	16	27	22	24	26	26	28	1	1	3	5	2	1	1	4	1	2	2	3	1	1	4	3	2	3	1	8	1	4	1	5	1	2	1	1	2	1
28500	-186.382917499783389	-193.238405450742761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420179309628802	3	10	19	16	22	20	22	21	22	23	24	24	23	25	29	28	28	32	31	33	34	36	39	41	44	44	43	47	47	50	0	0	2	2	4	4	3	4	3	3	9	8	6	7	8	6	11	4	16	13	18	16	0	22	24	24	24	26	26	29	1	1	5	3	2	2	2	4	1	2	1	2	2	1	4	3	2	8	2	6	1	3	1	3	2	1	1	2	1	2
29000	-167.227035611961924	-174.082523562921295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673040831598399	2	10	19	19	21	21	22	20	22	23	24	23	24	26	29	29	27	32	32	33	34	37	37	41	44	44	43	46	48	51	0	0	2	2	3	8	8	3	4	6	9	7	8	6	14	14	11	17	14	16	18	19	0	22	24	24	24	24	28	29	1	1	3	4	1	1	1	1	1	1	1	1	2	3	2	2	2	3	3	2	1	2	1	2	1	1	1	2	1	1
29500	-198.622065246330322	-205.477553197289694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544308846526459	3	10	19	19	20	21	22	20	21	22	24	24	25	26	29	27	28	32	33	33	35	38	38	42	45	45	43	47	49	51	0	0	2	2	3	8	8	3	4	6	9	4	7	6	14	6	4	11	16	13	17	16	0	22	27	24	22	25	26	29	1	1	3	5	1	1	2	1	1	1	2	2	2	2	2	3	4	4	2	3	3	8	1	3	1	2	3	1	2	1
30000	-189.342263299946438	-196.197751250905810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449516014781538	4	9	19	20	22	21	23	20	23	23	23	24	24	26	28	28	28	32	32	33	35	37	37	41	44	45	43	46	48	50	0	0	2	2	4	3	6	3	3	6	3	7	8	6	7	14	9	17	6	13	17	14	0	19	24	22	24	25	28	29	1	1	4	4	1	1	1	1	2	1	2	1	1	4	2	1	3	2	4	3	3	5	1	3	2	4	1	1	1	1
30500	-181.526060433028874	-188.381548383988246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649015161742625	4	9	19	17	21	20	23	22	22	24	23	24	24	25	30	28	28	31	32	33	34	35	38	41	43	43	43	47	49	51	0	0	4	2	3	3	6	6	3	8	9	7	8	10	16	8	11	17	16	13	18	16	0	22	22	24	24	26	26	29	1	1	1	4	1	1	1	1	2	1	1	1	1	1	2	3	2	2	2	4	1	3	1	2	3	1	1	1	3	1
31000	-195.029057502011341	-201.884545452970713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536165816814166	4	9	21	19	20	20	22	22	22	23	22	25	24	26	30	28	29	31	30	34	34	37	37	41	45	43	44	48	48	50	0	0	4	2	4	4	6	6	4	4	3	7	8	6	16	6	9	17	8	8	18	20	0	22	26	24	24	26	26	29	1	1	1	5	1	1	1	2	2	2	1	1	2	4	1	4	3	1	3	5	2	1	1	2	1	1	2	3	2	2
31500	-189.963023745333516	-196.818511696292887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537941545350043	2	10	20	17	21	20	22	21	21	24	22	25	24	27	29	28	28	32	30	32	31	37	38	41	42	43	44	47	48	50	0	0	4	2	3	4	6	6	4	7	9	7	8	8	12	14	11	17	16	13	17	14	0	22	22	25	25	26	26	29	1	1	1	3	1	2	1	1	2	1	1	2	2	3	3	1	3	1	1	4	2	4	1	3	3	1	1	1	2	1
32000	-177.696866265506202	-184.552354216465574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561383600622416	2	9	21	19	21	20	23	22	21	23	24	24	24	26	30	28	29	32	32	33	33	37	39	42	44	44	43	46	49	51	0	0	4	2	4	4	4	6	4	6	9	7	8	6	7	14	11	4	16	16	17	20	0	22	27	24	24	26	28	29	1	1	1	4	1	1	2	2	1	2	2	1	1	3	3	1	2	6	2	3	2	3	1	3	1	1	1	1	1	2
32500	-184.374020464545737	-191.229508415505109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606478610166695	3	9	21	19	22	20	22	21	23	23	21	24	24	26	28	28	29	32	31	32	34	38	39	41	45	44	43	47	48	50	0	0	4	2	3	4	8	6	11	6	4	7	10	8	7	14	9	17	16	13	17	19	0	22	26	24	22	27	26	29	1	1	1	7	1	1	1	1	1	2	1	1	1	2	2	1	3	2	2	2	3	4	1	2	1	1	3	2	1	1
33000	-184.192693404219341	-191.048181355178713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545574584694534	2	10	19	17	21	20	23	22	22	24	24	25	24	25	29	29	28	31	32	33	35	38	37	42	44	43	43	47	49	49	0	0	4	2	3	4	8	6	4	6	9	7	6	6	14	14	11	11	16	13	18	20	0	22	27	24	22	26	28	28	1	1	1	3	1	2	1	1	3	3	1	1	2	2	2	2	2	3	2	5	2	2	1	3	1	1	3	2	1	2
33500	-194.914637082286220	-201.770125033245591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520395650408416	2	10	20	19	21	20	22	22	23	23	22	24	25	25	29	28	28	31	31	34	34	38	39	41	44	45	42	47	48	51	0	0	4	2	3	4	6	6	11	6	4	7	7	6	7	13	11	17	16	16	17	19	0	20	27	24	22	26	28	29	1	1	1	4	1	1	1	1	1	2	2	1	1	2	2	1	3	2	1	2	2	3	1	3	2	2	2	1	1	1
34000	-211.635231865500771	-218.490719816460143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612016879407263	3	9	20	18	20	21	22	20	20	23	23	24	22	26	29	28	29	33	32	34	33	37	38	42	43	43	41	47	49	50	0	0	4	2	4	8	8	4	4	6	3	7	8	12	14	10	9	17	16	16	17	16	0	14	22	22	22	26	28	26	1	1	1	5	1	1	1	1	1	1	1	1	1	1	2	3	4	2	2	4	2	4	1	8	4	3	2	2	1	5
34500	-183.563693073551804	-190.419181024511175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536112918448114	2	10	19	18	21	20	22	21	22	23	24	24	24	27	30	28	27	32	32	32	34	38	38	40	45	44	43	47	48	51	0	0	4	2	3	4	4	6	4	8	9	7	7	6	7	8	9	11	14	14	18	19	0	16	26	22	22	25	28	29	1	1	1	3	1	1	2	1	2	1	1	1	1	4	4	4	3	4	2	3	1	3	1	4	1	4	1	1	1	2
35000	-179.509759385345205	-186.365247336304577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626778709786279	4	8	20	18	21	20	22	21	22	22	24	23	24	26	29	28	28	32	32	33	34	37	39	41	44	43	42	47	49	51	0	0	4	2	4	4	4	6	3	4	9	7	7	6	7	14	9	11	16	13	17	19	0	22	27	24	24	26	26	28	1	1	1	5	1	1	2	1	1	2	1	1	2	2	3	1	3	3	2	4	3	2	1	2	1	2	1	2	2	2
35500	-199.230811030027695	-206.086298980987067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506606872737533	4	10	21	17	21	21	23	22	22	23	23	24	25	26	30	26	28	32	32	33	34	37	38	41	44	44	43	47	49	51	0	0	4	2	4	4	3	6	4	6	9	6	6	8	8	8	11	11	14	14	17	20	0	22	27	24	22	24	25	26	1	1	2	3	3	2	1	1	2	1	1	2	2	2	4	2	3	5	3	2	3	2	1	3	1	1	3	3	2	3
36000	-190.538286116805438	-197.393774067764809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511296474421295	4	10	21	19	22	20	23	21	23	22	22	25	24	25	29	29	29	33	31	34	32	37	39	41	45	45	43	47	48	48	0	0	4	2	4	4	6	6	11	4	4	4	8	8	7	12	11	17	16	14	17	20	0	22	27	24	24	24	26	26	1	1	1	5	1	1	2	1	1	2	1	3	2	2	2	2	3	2	1	4	1	1	1	1	2	2	1	2	1	3
36500	-192.645322743524531	-199.500810694483903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531550277770577	3	8	20	19	22	20	23	22	22	24	24	23	24	26	29	29	28	32	32	30	32	38	39	41	45	43	43	47	48	51	0	0	4	2	3	4	6	6	4	4	9	4	8	4	14	8	9	9	14	16	4	16	0	22	27	24	22	26	28	29	1	1	1	7	1	1	2	1	1	3	1	2	1	4	1	4	3	6	2	1	6	3	1	1	1	1	2	2	1	2
37000	-191.711229199255058	-198.566717150214430	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421518787936917	3	9	20	19	21	20	22	22	22	24	23	25	24	26	29	29	28	32	32	33	33	36	38	40	45	43	42	46	48	50	0	0	4	2	4	4	6	6	4	7	9	7	4	10	12	6	9	17	16	13	4	16	0	16	27	22	22	26	28	29	1	1	1	5	1	1	1	1	2	1	1	2	2	1	1	4	3	2	1	3	6	2	1	6	1	2	2	1	1	2
37500	-198.437599894811967	-205.293087845771339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408706141378879	4	9	20	18	20	20	23	22	22	23	24	24	23	26	27	27	29	30	33	33	34	36	36	40	44	44	42	47	48	50	0	0	4	2	4	4	6	6	4	4	9	7	4	6	7	10	9	11	16	13	4	16	0	22	24	24	24	26	26	26	1	1	1	5	1	2	2	1	2	2	1	1	3	3	2	2	3	3	3	4	10	4	1	2	3	2	1	2	2	2
38000	-197.766713219467505	-204.622201170426877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552895368445769	4	10	21	19	20	20	22	22	23	24	24	24	23	25	29	27	29	32	33	32	35	38	38	41	45	45	42	46	48	50	0	0	4	2	4	4	6	6	4	4	9	7	8	8	14	10	4	11	6	16	18	19	0	22	27	24	24	22	28	29	1	1	1	4	1	1	1	1	2	2	1	1	1	2	3	1	5	3	5	2	3	1	1	1	1	2	1	5	1	1
38500	-204.009199870003897	-210.864687820963269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494721106826403	2	9	20	18	20	20	22	22	22	24	24	24	24	25	29	28	28	33	30	31	35	37	39	41	44	43	42	47	49	50	0	0	4	2	4	4	4	6	4	8	9	7	8	8	7	7	11	17	4	13	4	19	0	22	24	19	24	25	22	28	1	1	1	5	1	1	2	1	2	1	2	1	1	1	3	2	3	2	4	4	9	4	1	3	1	6	1	1	6	2
39000	-190.541932990286398	-197.397420941245770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444694695525739	4	10	20	18	21	20	22	21	23	23	24	24	24	26	30	28	28	31	33	33	35	36	39	40	44	44	43	47	48	51	0	0	4	2	3	4	6	6	3	4	9	7	10	6	7	8	9	17	16	13	11	20	0	22	22	24	22	25	26	26	1	1	1	4	1	1	1	1	2	3	1	1	1	3	4	3	2	2	2	5	7	2	1	2	3	2	2	1	2	3
39500	-185.057351852985732	-191.912839803945104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509298770203424	3	8	20	18	22	20	21	21	22	21	24	24	23	27	30	28	27	32	33	34	34	37	38	41	42	43	43	46	48	49	0	0	4	2	4	4	4	6	4	6	9	7	6	8	16	8	4	11	16	16	17	19	0	22	22	24	25	26	28	29	1	1	1	5	2	1	2	1	2	1	1	2	1	2	1	3	5	4	3	5	4	2	1	2	3	1	1	2	1	1
40000	-195.592138275322611	-202.447626226281983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464145094615287	4	9	20	18	22	21	22	22	23	23	24	24	25	27	27	27	28	32	33	32	34	36	38	41	45	42	43	47	47	50	0	0	4	2	3	4	4	6	4	4	9	7	4	8	7	6	9	9	16	13	18	14	0	22	27	22	26	25	26	29	1	1	1	5	1	1	1	1	3	2	1	1	2	2	3	2	2	5	3	3	1	4	1	4	1	3	1	1	2	2
40500	-215.600763101700409	-222.456251052659780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486617726507030	3	9	19	17	21	20	22	21	20	23	24	25	24	27	29	28	27	32	33	32	33	37	38	41	45	44	44	46	48	51	0	0	4	2	4	4	6	4	3	8	9	6	4	8	14	10	11	17	16	16	11	14	0	16	24	22	22	22	27	26	1	1	1	3	3	2	1	2	1	1	3	2	3	3	1	3	1	2	2	2	2	5	1	6	1	4	3	4	2	3
41000	-195.823716869563725	-202.679204820523097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383384864902751	3	9	20	19	22	20	22	20	22	23	24	25	22	26	28	27	27	32	32	33	34	37	38	39	44	44	43	46	48	50	0	0	4	2	3	4	4	4	4	6	9	7	6	6	14	8	11	11	14	13	18	16	0	16	27	22	22	20	26	29	1	1	1	4	1	1	1	1	2	1	1	2	1	2	1	4	2	6	3	5	1	6	1	7	1	4	3	7	2	1
41500	-203.870598038645483	-210.726085989604854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.362666678068403	3	10	21	19	21	20	22	21	22	23	24	24	25	26	29	29	27	31	33	33	34	37	37	40	44	42	42	46	46	50	0	0	4	2	2	4	8	6	4	6	9	7	5	8	14	10	11	9	4	16	18	19	0	14	26	22	22	25	26	26	1	1	1	4	6	1	1	1	2	3	2	1	2	2	2	3	2	4	6	2	2	2	1	6	2	3	2	1	2	3
42000	-202.467646221212675	-209.323134172172047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.375987470769849	2	9	21	19	21	20	23	21	22	23	24	25	24	26	29	29	29	33	33	33	35	38	39	41	44	45	43	47	46	50	0	0	4	2	6	2	8	4	6	8	9	7	8	8	6	7	11	11	16	4	18	8	0	16	27	25	22	26	26	28	1	1	1	5	1	4	1	1	1	1	1	1	2	2	4	3	2	6	1	6	1	11	1	7	1	1	2	1	1	2
42500	-214.174286614057166	-221.029774565016538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.377446110397094	1	9	19	18	22	20	22	21	23	23	23	24	24	26	29	28	27	32	32	34	34	37	38	40	44	45	41	47	49	51	0	0	4	2	4	2	4	4	8	8	3	7	7	8	7	6	3	9	14	14	18	6	0	6	27	25	22	27	26	29	1	1	1	5	1	5	2	2	2	1	2	1	1	3	4	4	4	4	3	5	1	8	1	8	2	1	2	2	2	1
43000	-202.014784880396178	-208.870272831355550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.330373267178383	4	10	20	19	22	19	22	21	21	23	24	23	24	24	29	28	29	32	33	33	35	37	38	42	43	44	43	48	49	51	0	0	4	2	3	2	4	4	4	6	9	6	4	7	7	10	6	4	16	14	18	20	0	22	20	24	24	26	26	24	1	1	1	4	1	4	2	1	1	2	2	2	3	2	4	2	4	7	2	5	2	2	1	4	4	1	1	2	3	4
43500	-184.925851404257088	-191.781339355216460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423096816861326	3	9	20	18	22	20	21	22	21	23	23	24	24	26	29	28	28	32	32	32	35	37	39	40	41	45	43	48	47	50	0	0	4	2	4	4	4	6	4	8	9	7	7	7	16	6	11	11	14	14	17	16	0	22	22	24	25	26	26	29	1	1	1	4	3	1	2	1	2	1	2	1	1	3	1	5	2	4	2	2	4	3	1	2	2	3	1	2	1	2
44000	-179.969692345852195	-186.825180296811567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502225167273161	3	9	20	18	22	20	22	22	22	23	24	25	24	26	29	28	28	32	33	31	33	37	39	41	44	45	43	47	48	49	0	0	4	2	3	4	4	6	4	7	9	7	10	8	14	13	11	17	16	16	17	16	0	22	27	24	24	26	26	26	1	1	1	4	2	1	2	1	2	1	1	3	1	2	1	2	2	2	3	2	3	3	1	2	1	2	1	1	2	3
44500	-205.943257618389282	-212.798745569348654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654566591808796	2	10	20	18	21	20	23	19	23	22	24	23	24	26	28	29	28	32	32	33	33	38	39	42	41	44	43	47	47	50	0	0	4	2	4	8	8	4	4	8	9	4	8	8	6	14	11	17	16	14	17	19	0	22	22	24	24	26	26	28	1	1	1	3	2	1	2	1	2	2	1	2	3	3	4	1	1	1	1	3	2	3	1	3	2	1	1	2	2	2
45000	-214.807671799168531	-221.663159750127903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635936415321422	3	10	20	18	22	21	23	20	22	21	20	24	22	24	28	28	27	30	33	33	35	38	38	41	44	43	43	47	48	50	0	0	4	2	4	8	6	4	11	8	4	4	6	6	6	17	4	17	16	16	18	14	0	22	27	24	22	24	28	29	1	1	1	4	2	1	1	2	1	1	1	2	1	1	2	1	3	1	2	3	3	5	1	1	1	1	3	2	1	1
45500	-197.859313739880463	-204.714801690839835	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448413884872648	3	10	19	17	22	19	21	20	22	22	23	23	24	26	28	27	28	33	32	32	34	38	38	41	44	44	43	46	46	51	0	0	4	2	3	4	6	6	4	6	9	7	6	8	7	7	11	17	14	16	4	20	0	22	27	24	22	26	26	29	1	1	1	2	1	1	1	1	3	1	1	1	2	3	5	3	3	3	2	3	8	3	1	2	1	2	2	1	1	2
46000	-184.562626459440025	-191.418114410399397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512472306765012	3	9	19	18	22	19	22	20	22	22	24	23	24	27	30	28	28	32	32	32	33	37	38	41	45	45	44	47	48	51	0	0	4	2	3	4	8	6	4	6	9	7	8	13	14	8	11	17	16	13	4	20	0	22	24	24	24	26	28	29	1	1	1	4	2	1	1	1	2	1	1	1	2	1	1	4	3	2	1	4	8	3	1	2	2	2	1	1	1	2
46500	-177.469872124518844	-184.325360075478216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627982132723094	3	10	21	19	21	20	23	22	21	23	24	24	24	26	29	28	28	32	33	33	33	37	39	41	43	45	43	47	48	51	0	0	4	2	4	4	6	6	4	4	9	7	6	10	7	14	9	4	16	13	18	19	0	22	22	25	22	26	24	29	1	1	1	5	1	1	1	1	1	2	2	1	2	1	3	1	3	5	2	4	1	2	1	2	2	1	2	1	3	2
47000	-183.420920035273838	-190.276407986233210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542223796249862	3	8	21	19	22	21	23	22	22	23	24	24	23	25	27	28	28	32	32	33	35	37	39	41	43	43	43	47	49	51	0	0	4	2	4	4	8	6	4	8	9	7	8	6	4	14	11	17	16	13	17	16	0	22	24	24	24	24	28	29	1	1	1	5	1	2	1	1	2	1	1	1	1	2	4	2	2	2	3	5	3	4	1	1	1	1	1	3	1	2
47500	-186.615026183235557	-193.470514134194929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543093831107122	3	10	20	18	21	20	22	21	23	23	24	22	25	26	29	28	28	32	31	33	34	36	38	42	44	44	44	47	48	51	0	0	2	2	3	4	8	6	4	6	9	3	6	6	14	14	3	9	16	14	17	16	0	22	24	24	24	26	26	29	1	1	5	3	1	1	1	1	3	2	1	1	2	2	1	1	5	5	2	4	4	3	1	3	1	1	1	1	3	2
48000	-184.283288972096074	-191.138776923055445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460202493525950	3	10	20	18	21	21	21	22	22	23	23	23	25	26	28	29	28	32	32	33	35	37	38	41	44	44	43	47	48	50	0	0	4	2	4	4	4	6	4	8	9	7	6	8	7	8	9	17	7	13	19	19	0	22	24	24	24	24	28	29	1	1	1	5	1	2	2	1	2	1	1	1	2	2	4	4	2	1	5	3	2	2	1	2	1	1	1	3	1	2
48500	-178.664330535460266	-185.519818486419638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521465515194030	3	9	20	19	21	20	22	21	23	23	24	24	25	26	29	28	29	33	32	33	33	37	39	42	44	44	44	46	48	51	0	0	4	2	4	4	6	6	4	6	9	7	8	7	7	10	9	17	16	13	17	16	0	22	24	24	22	26	24	29	1	1	1	5	1	1	1	1	2	2	1	1	2	2	3	1	3	2	2	5	2	5	1	2	1	1	4	1	2	2
49000	-186.716875641645004	-193.572363592604376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601135287237511	3	10	19	18	21	20	21	21	22	24	24	24	24	27	29	28	28	31	32	33	33	37	38	41	43	44	43	46	48	50	0	0	4	2	2	4	6	6	5	8	9	5	6	6	14	8	11	17	8	16	17	19	0	22	22	24	24	24	28	29	1	1	1	3	5	1	1	1	1	2	2	1	2	3	2	5	2	2	5	2	2	2	1	2	2	1	1	3	1	2
49500	-180.434664946719295	-187.290152897678666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530558207838810	2	9	20	19	21	20	23	21	22	24	21	25	24	24	30	28	29	33	33	33	34	38	39	41	44	43	42	47	47	50	0	0	4	2	4	4	4	6	11	6	4	7	8	6	16	8	9	17	16	16	17	20	0	22	26	22	24	26	26	29	1	1	1	5	1	1	2	1	1	2	1	1	1	2	1	4	2	1	3	2	2	2	1	2	1	2	1	2	2	2
50000	-182.220732558996389	-189.076220509955760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467079403823157	4	9	21	19	21	20	23	22	21	23	22	24	24	27	29	26	28	31	32	33	35	37	37	41	44	44	43	47	48	50	0	0	4	2	4	4	8	6	4	6	9	7	7	7	7	6	11	17	14	16	17	20	0	22	27	24	24	26	26	29	1	1	1	6	1	1	1	1	1	2	1	1	1	3	3	3	3	1	3	4	4	2	1	3	1	1	1	2	1	2
50500	-183.220999938531179	-190.076487889490551	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492346645841544	3	7	19	18	21	20	22	20	21	24	23	24	24	26	28	28	28	32	33	32	32	37	38	41	45	45	43	47	49	51	0	0	4	2	4	3	6	4	4	6	9	8	8	8	14	14	9	17	16	13	17	20	0	22	27	24	24	26	28	29	1	1	1	4	2	1	1	2	1	1	1	2	2	4	1	1	3	2	2	4	2	3	1	2	1	1	2	1	1	2
51000	-190.980386584847253	-197.835874535806624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457749253812254	4	9	20	19	21	20	23	21	22	24	23	25	24	26	29	26	27	31	33	33	34	38	37	41	45	44	42	47	48	49	0	0	4	2	3	4	4	6	4	6	9	10	8	8	13	8	9	17	14	14	17	20	0	22	27	24	22	26	24	28	1	1	1	5	1	1	2	1	2	2	1	1	2	3	2	3	4	2	3	4	3	3	1	2	1	2	2	1	4	1
51500	-175.825903633173141	-182.681391584132513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565880523184699	3	9	20	19	21	21	22	22	22	24	23	24	25	26	28	29	28	31	32	33	33	36	38	41	44	45	43	46	49	51	0	0	4	2	4	4	6	6	4	8	9	7	6	8	7	6	9	17	14	16	17	16	0	22	27	24	22	25	26	26	1	1	1	4	1	1	1	1	2	1	1	1	2	2	2	5	3	1	3	2	2	4	1	2	1	2	2	1	2	2
52000	-196.287655071597044	-203.143143022556416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478166278059797	4	9	20	19	21	20	22	21	22	23	24	25	24	27	29	29	28	33	31	32	35	37	38	42	44	44	43	48	49	50	0	0	4	2	4	4	6	6	4	8	9	7	8	8	14	7	14	17	8	4	17	16	0	22	24	24	22	26	28	28	1	1	1	5	1	1	1	1	2	1	2	2	2	3	1	5	1	2	5	5	3	5	1	3	1	1	4	2	1	2
52500	-183.802993156918234	-190.658481107877606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579019825227050	3	9	20	18	21	21	23	20	23	24	23	24	24	26	30	28	29	32	32	33	34	36	37	41	44	43	43	47	48	51	0	0	4	2	3	8	6	4	4	6	5	7	9	13	7	7	11	17	16	16	18	16	0	22	26	24	24	25	28	29	1	1	1	4	1	1	2	1	3	2	1	1	1	1	3	3	3	2	2	2	1	4	1	2	1	1	2	1	1	2
53000	-192.250425427907544	-199.105913378866916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488012262154896	4	10	21	19	22	20	22	22	23	23	24	24	24	26	29	28	28	33	31	33	34	36	38	41	44	43	42	47	48	50	0	0	4	2	4	4	6	6	5	3	9	7	8	6	7	6	9	17	14	14	17	19	0	22	26	24	22	26	26	28	1	1	1	5	2	1	1	1	1	1	1	2	2	2	3	4	3	3	3	3	4	3	1	3	1	1	4	2	4	2
53500	-196.203222192512413	-203.058710143471785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548329751746611	2	9	20	19	21	20	22	21	23	24	22	25	23	27	29	29	29	32	33	34	33	38	37	41	45	44	43	45	48	51	0	0	2	2	4	4	4	6	11	13	4	7	6	6	14	14	11	17	16	14	4	19	0	22	27	24	22	22	25	29	1	1	6	5	1	1	2	1	1	1	2	1	1	5	1	1	3	2	3	3	7	3	1	2	1	1	2	4	2	2
