step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
1	-2215.332463602034295	-2222.187951552993582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.222356547885591	0	1	2	4	3	6	6	7	6	7	7	6	6	8	7	7	8	9	10	8	9	10	8	10	9	10	10	10	10	10	10	11	11	12	10	11	10	11	12	12	11	13	12	11	12	13	12	13	12	14	12	12	13	13	13	13	16	14	15	13	15	13	14	14	15	15	15	15	16	17	16	18	16	17	19	19	19	19	20	20	21	21	24	21	23	24	25	26	27	29	29	32	36	36	37	38	38	39	40	40	42	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	3	4	4	3	3	4	4	4	4	5	5	4	5	5	4	5	5	5	5	5	5	5	5	6	6	6	5	6	5	6	6	6	6	7	6	6	6	7	6	7	6	7	6	6	7	7	7	7	8	7	8	7	8	7	7	7	8	8	8	8	8	9	8	9	8	9	10	10	10	10	10	10	11	11	12	11	12	12	13	13	14	15	15	16	18	18	19	19	19	20	20	20	21
500	-726.173796907447013	-733.029284858406413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.304181647389932	0	1	3	5	4	6	7	7	6	7	7	6	6	8	7	6	8	8	10	7	9	11	9	9	10	9	11	11	10	11	9	11	11	12	10	12	9	12	12	11	9	13	13	10	13	13	12	14	11	13	13	13	13	13	14	12	15	14	16	13	15	12	13	14	15	16	15	15	13	18	16	18	16	14	19	19	20	17	20	19	21	21	23	21	23	25	25	26	28	29	29	33	37	35	38	38	39	40	40	41	41	0	1	1	2	1	5	6	2	3	6	4	3	3	9	3	3	8	7	7	9	9	8	13	10	17	6	31	41	41	0	0	8	41	19	14	29	18	29	8	12	17	11	29	24	9	28	7	3	24	41	17	7	21	5	36	37	23	36	43	41	48	41	25	31	14	26	31	51	7	69	23	38	19	37	41	0	35	52	75	56	72	69	79	74	58	59	56	74	39	80	80	81	84	75	90	84	82	87	77	87	88	1	1	2	1	1	1	1	3	2	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	3	1	3	2	1	3	1	2	5	1	2	3	3	3	5	1	2	2	2	1	2	1	1	2	2	2	4	4	1	3	4	3	3	2	2	4	1	5	2	1	3	2	6	1	5	7	4	8	6	9	5	7	9	9	8	6	11	10	11	11	10	7
1000	-623.334874764103574	-630.190362715062975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438678526051860	-1	0	2	4	4	6	5	8	6	7	6	6	7	8	7	8	8	7	11	8	10	9	8	10	9	10	11	11	11	10	10	10	12	12	10	12	10	11	13	11	10	13	12	12	12	13	11	13	13	14	12	12	13	13	13	11	16	13	14	13	15	13	15	15	15	16	14	15	17	18	15	18	16	17	18	20	20	20	21	20	22	22	23	21	21	24	26	26	28	29	29	32	36	35	37	38	37	39	41	41	42	0	1	1	3	1	3	3	15	7	9	3	5	12	18	7	11	9	9	24	7	15	15	12	20	10	20	1	41	24	0	0	23	25	23	4	41	14	41	6	17	23	56	29	41	22	7	12	24	36	48	14	8	37	33	13	41	18	29	47	29	53	43	29	37	59	34	30	51	53	58	40	46	35	56	50	0	71	41	62	74	80	80	71	49	56	46	84	73	87	82	74	87	85	33	88	82	75	85	81	91	78	1	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	5	1	1	1	1	1	1	2	2	1	1	1	3	2	1	1	1	1	2	4	3	1	1	1	2	2	1	1	3	1	4	1	1	1	1	1	2	2	1	2	2	1	2	4	2	3	4	3	2	1	2	4	3	1	1	1	4	3	6	4	3	5	1	3	8	3	9	10	7	10	9	10	8	5	9
1500	-650.493802047759232	-657.349289998718632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396531257797456	0	1	2	4	3	3	6	8	6	6	7	6	7	9	4	7	8	9	11	9	9	10	9	10	9	8	9	10	10	10	10	12	11	12	10	11	10	11	13	12	9	13	13	10	11	13	11	13	12	14	11	13	14	13	13	11	15	15	16	14	16	14	15	13	13	15	15	16	17	17	17	19	16	17	19	20	18	18	20	20	21	22	24	21	24	24	25	27	26	30	29	32	37	36	37	38	37	40	38	40	42	0	1	2	1	2	2	15	7	15	15	3	1	10	11	3	5	11	13	13	9	16	23	6	8	16	16	16	26	41	0	0	44	27	24	6	41	25	29	33	37	16	31	44	26	30	32	4	51	56	33	8	34	36	38	20	10	16	4	48	64	42	43	43	44	45	35	32	35	66	57	16	38	39	56	22	0	71	55	38	74	74	80	29	64	56	68	82	74	84	88	84	90	90	72	92	74	87	85	84	88	99	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	2	2	1	1	1	1	3	1	1	2	1	1	3	1	2	3	4	5	2	1	1	1	1	1	1	3	1	4	2	1	3	4	1	3	4	1	1	3	5	1	2	1	6	4	8	4	1	8	2	1	6	1	5	9	3	11	5	10	8	7	3
2000	-644.643202790667942	-651.498690741627343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454933045819577	0	1	3	4	2	7	6	6	6	6	7	7	7	8	8	8	7	8	10	8	10	9	9	11	10	9	10	11	9	10	11	10	11	12	9	11	10	11	13	12	11	14	12	11	11	12	13	14	11	15	13	11	14	13	11	14	15	14	16	13	15	13	15	15	15	15	15	16	16	17	16	16	16	17	18	20	20	20	20	21	20	22	23	22	24	24	26	26	27	29	28	33	36	36	38	36	38	39	40	39	43	0	1	2	5	1	10	3	1	4	4	3	5	10	6	9	3	1	10	18	2	16	4	1	27	16	12	35	29	10	0	0	20	16	52	10	14	26	27	45	31	29	51	29	29	23	41	28	54	27	40	35	37	54	55	16	49	34	62	49	29	34	43	60	58	19	8	47	22	53	47	40	33	46	49	22	0	68	71	65	81	74	56	66	56	56	79	82	84	85	89	80	90	92	79	93	74	93	85	87	85	99	1	1	1	1	1	1	2	3	1	1	2	2	1	1	1	2	4	1	1	4	1	3	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	4	1	1	1	2	2	2	1	3	2	1	1	1	1	4	4	1	5	1	1	2	2	2	3	4	1	3	2	2	1	2	2	4	4	7	2	1	3	2	1	4	1	2	7	1	10	1	9	7	6	1
2500	-721.735166661761468	-728.590654612720868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537060283701370	0	1	2	5	3	7	6	7	6	7	7	4	7	8	6	8	9	9	9	8	10	10	8	10	9	10	11	10	11	10	9	10	12	12	11	11	10	11	12	13	12	14	12	10	11	12	13	14	12	15	12	13	13	11	13	13	17	14	14	13	13	14	14	13	15	15	15	15	14	16	17	17	15	17	19	19	19	18	17	18	20	22	24	22	23	24	25	26	26	29	28	30	35	33	37	39	37	40	41	39	41	0	1	1	1	2	3	12	5	2	9	3	3	7	5	5	6	20	13	11	4	20	23	3	19	8	14	7	18	44	0	0	25	45	23	14	14	11	44	10	29	28	43	44	20	37	30	35	32	18	47	37	49	34	37	21	49	19	49	37	33	26	43	51	20	37	27	62	52	13	41	20	42	38	42	68	0	79	43	48	59	80	74	77	74	79	84	83	87	86	83	87	90	85	86	93	90	93	89	93	93	96	1	1	1	3	1	2	1	2	3	1	2	1	1	3	1	1	1	1	1	2	1	1	3	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	3	2	2	1	2	4	2	6	2	2	2	2	1	2	3	1	1	1	3	2	3	4	1	1	1	1	3	3	1	5	4	1	4	1	12	4	2	1
3000	-629.119399166895164	-635.974887117854564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573610185034484	-1	1	3	5	4	6	7	7	5	6	7	6	6	7	7	8	7	10	10	7	9	9	7	11	8	11	10	10	9	10	10	12	10	10	9	12	9	11	13	13	10	13	12	11	12	11	13	13	12	14	12	12	13	13	13	13	17	15	15	13	15	13	14	13	14	15	16	14	16	17	17	18	17	18	20	19	18	19	21	20	21	21	25	21	22	24	25	26	27	29	29	32	37	35	38	39	38	37	40	39	42	0	1	2	3	1	5	4	6	3	2	4	2	5	9	9	11	4	16	10	13	15	11	9	19	14	11	10	17	17	0	0	34	17	23	3	46	8	29	25	11	29	24	44	29	46	21	51	20	41	36	12	16	24	43	46	36	18	40	43	44	44	41	36	37	49	42	61	51	65	58	67	53	40	45	59	0	42	44	42	56	80	80	50	74	47	57	85	85	87	88	82	87	85	92	94	74	93	85	94	93	100	1	1	1	1	2	1	1	1	1	2	1	3	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	4	1	2	1	2	2	1	1	1	1	1	1	1	3	1	1	3	2	1	1	1	1	4	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	4	2	1	1	3	4	3	1	1	5	2	4	3	1	2	1	1	5	3	7	2	1	9	1	8	2	1	3
3500	-557.076933697471077	-563.932421648430477	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685200287207893	-1	2	3	4	3	6	6	4	7	8	8	6	6	9	7	7	8	10	10	8	10	10	8	8	9	9	8	11	9	10	10	12	11	11	11	11	11	11	13	11	11	13	13	10	12	12	13	14	12	15	13	11	14	13	14	14	16	13	15	12	15	14	14	13	15	16	15	15	15	17	15	19	16	17	18	19	18	19	21	20	20	21	25	22	24	25	25	26	26	28	29	32	36	34	37	38	36	39	40	39	41	0	1	1	3	1	3	4	3	6	9	3	8	8	24	6	6	12	3	24	16	15	29	16	6	17	9	7	29	12	0	0	23	31	24	21	29	30	44	18	14	29	36	45	17	12	44	60	32	28	46	26	25	47	37	42	36	42	60	43	44	35	32	37	41	64	7	37	42	58	61	32	46	56	56	34	0	45	68	78	74	74	80	84	81	82	79	85	85	86	85	81	90	92	92	97	94	94	94	96	93	97	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	6	2	1	1	1	1	4	1	1	4	1	3	2	1	2	2	1	1	1	2	1	1	1	1	2	5	2	3	1	1	3	1	4	1	2	2
4000	-525.783775555143507	-532.639263506102907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622304290284474	0	1	3	5	3	4	6	8	7	8	8	6	7	7	6	6	8	9	9	8	9	9	8	10	9	9	10	10	9	10	8	12	11	12	9	11	11	12	12	12	10	13	11	11	13	13	12	13	12	14	11	13	11	12	13	13	13	14	15	13	15	12	15	14	15	14	14	15	16	17	17	17	16	17	18	18	19	19	20	20	21	20	24	22	23	25	25	27	28	30	29	33	37	35	37	38	39	39	41	41	43	0	1	1	3	2	5	3	13	15	2	7	6	16	4	3	3	12	4	13	15	15	4	15	8	10	17	22	29	12	0	0	51	30	21	11	14	19	44	25	41	29	19	29	29	10	37	9	51	36	60	12	22	21	23	44	49	37	47	53	32	37	53	25	44	47	34	43	51	66	63	64	67	38	56	69	0	71	71	78	74	74	74	81	81	82	74	85	87	88	85	85	90	91	90	90	92	96	95	95	97	99	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	3	2	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	2	2	2	2	1	2	3	1	1	1	3	5	1	4	2	3	2	1	1	2	1	1
4500	-458.325325299599228	-465.180813250558629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789484768762519	0	1	3	5	4	6	7	6	6	6	5	7	7	7	8	8	9	9	11	8	9	10	7	10	10	8	11	9	11	11	11	12	11	12	10	10	10	12	10	12	12	13	12	10	12	13	12	12	12	14	13	13	12	12	13	13	14	14	15	11	15	12	14	14	14	16	12	15	16	17	16	18	16	16	19	20	19	18	20	19	22	21	23	21	24	24	26	27	25	29	29	33	37	35	38	37	36	39	40	41	43	0	1	2	3	2	4	10	2	3	2	3	10	4	8	9	8	10	7	12	10	6	10	4	15	20	23	37	12	44	0	0	39	35	22	21	28	13	44	23	39	44	60	44	28	26	45	39	35	36	27	17	29	29	27	33	49	34	38	41	37	50	44	48	52	32	57	24	51	68	50	19	54	49	56	71	0	71	71	78	74	80	80	84	80	82	77	85	87	83	88	88	90	90	92	94	97	94	95	96	98	99	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	5	1	2	1	1	1	1	1	1
