step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-1688.848666298293892	-1697.899509678745289	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.674179547920840	0	14	20	22	22	32	23	29	43	32	36	43	38	64	38	37	35	37	40	43	45	39	41	40	44	42	41	47	45	47	42	42	50	44	47	43	54	42	40	42	48	44	60	45	46	44	47	42	50	45	50	48	47	52	48	47	56	47	47	49	50	50	45	48	53	49	51	47	48	59	50	60	52	53	51	56	57	64	59	56	61	62	72	60	57	66	62	65	63	74	64	69	65	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-470.079191469992054	-479.130034850443394	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995188765772292	0	6	23	20	19	34	25	32	42	34	39	33	41	54	37	30	30	33	40	43	45	39	43	44	40	44	41	44	46	46	41	43	51	38	42	42	51	36	40	40	46	44	56	47	48	38	43	38	46	35	47	52	47	51	49	39	53	45	48	49	43	50	43	49	53	50	53	47	48	58	53	54	52	47	50	53	54	61	62	47	64	58	70	50	54	63	59	59	57	70	61	65	59	0	1	4	2	2	4	4	17	18	16	18	3	34	21	16	7	7	4	8	15	11	15	15	15	8	11	17	34	22	56	6	16	51	18	46	46	31	16	15	46	31	38	37	31	36	16	6	18	13	16	35	47	9	21	49	18	49	27	36	40	22	26	56	39	30	22	74	20	26	52	74	19	63	32	24	48	49	77	70	39	91	33	93	20	69	70	67	41	85	81	57	75	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-485.257269123231424	-494.308112503682764	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999067402249949	3	12	17	22	24	36	25	14	43	32	28	45	37	58	37	35	30	38	38	40	45	37	43	31	46	39	36	41	41	48	44	41	52	47	46	29	49	42	38	36	47	42	62	44	45	46	48	45	46	42	50	46	43	49	43	49	57	49	51	39	44	48	44	49	55	52	50	50	50	57	42	59	54	51	50	51	57	64	62	58	58	53	69	60	47	57	64	65	63	70	62	69	65	0	1	2	8	3	11	3	2	28	36	4	27	24	37	24	5	5	24	7	13	50	16	15	7	38	16	10	16	7	29	18	6	61	9	6	7	9	10	7	24	28	27	21	39	6	16	44	6	13	27	25	20	60	49	13	48	18	40	31	16	60	26	22	12	54	50	85	25	4	75	15	85	55	25	20	48	22	70	33	74	37	50	93	31	9	59	81	70	14	87	57	14	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-489.700040842855230	-498.750884223306571	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989310249049815	3	13	23	18	16	24	24	30	46	33	35	42	31	63	35	37	37	28	43	40	44	30	37	40	41	29	36	48	46	47	34	38	48	42	39	39	55	44	35	45	40	41	48	49	39	39	44	45	51	47	51	44	43	55	51	35	59	41	47	44	44	51	47	50	55	37	48	44	40	55	53	59	42	49	50	52	56	65	59	55	56	64	72	63	59	68	57	59	61	76	65	64	63	0	1	5	2	2	4	5	6	73	26	3	27	2	87	22	18	8	6	66	27	69	7	26	15	23	6	18	35	17	39	3	56	23	36	26	15	62	20	7	34	8	15	21	73	8	26	25	25	34	40	19	45	26	75	41	26	51	39	25	15	17	40	16	42	28	22	45	73	18	44	61	29	45	36	47	69	74	81	37	38	40	54	14	64	59	79	50	54	81	72	87	80	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-497.647318603113604	-506.698161983564944	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993056212573911	-1	16	10	26	26	31	22	32	44	33	38	41	35	63	38	37	34	40	38	40	42	28	41	44	45	46	43	50	46	45	42	35	52	39	46	30	56	41	44	34	49	33	56	48	47	36	44	41	51	43	50	46	47	44	49	49	49	45	50	48	51	53	48	48	52	38	49	45	48	58	44	55	54	51	51	52	53	62	61	59	57	64	72	60	59	48	55	58	61	60	67	62	56	0	3	1	7	7	4	2	5	12	5	8	22	5	86	32	36	7	22	42	19	46	2	19	13	16	8	20	25	40	46	40	22	48	6	32	4	48	6	48	22	54	22	30	9	66	7	40	32	20	18	19	50	21	10	21	16	27	23	30	9	63	64	9	25	63	4	46	48	18	41	8	68	46	25	58	15	52	61	70	86	76	70	90	43	41	16	51	86	87	64	82	74	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-497.527232713807393	-506.578076094258734	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999909123103335	-4	12	14	26	20	29	23	24	41	25	38	40	41	65	33	37	33	38	34	43	47	31	34	38	46	40	45	50	48	45	41	44	47	45	41	44	51	41	35	36	49	45	56	40	48	41	50	40	42	44	42	50	45	37	50	46	55	47	48	54	52	45	44	49	51	49	45	44	49	62	48	54	53	52	52	51	53	65	60	54	60	58	72	59	60	60	50	54	62	72	61	55	63	0	1	2	3	2	8	3	3	40	3	17	15	11	88	4	4	4	17	4	40	44	5	8	17	9	15	16	54	32	26	22	9	20	31	19	17	42	16	7	23	46	16	47	19	38	54	27	4	16	35	7	20	44	19	25	35	66	49	18	69	58	51	40	39	53	51	12	38	42	73	51	34	24	68	68	17	49	74	80	59	61	59	33	57	38	72	44	34	86	70	49	52	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-497.199479527927338	-506.250322908378678	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995985203441137	2	12	24	22	18	27	16	30	44	35	35	32	37	65	29	36	36	33	30	40	45	39	42	36	41	46	41	44	41	48	37	37	36	45	49	47	58	42	33	44	39	38	53	40	35	43	45	41	49	44	48	44	51	52	36	48	51	47	42	52	49	50	46	41	43	49	41	42	52	58	48	59	47	49	52	54	42	64	50	53	64	59	71	59	56	61	63	68	56	71	63	56	65	0	1	5	7	2	3	2	4	27	3	19	8	19	72	5	8	19	19	6	15	17	12	8	12	11	27	41	31	55	29	8	6	6	39	46	32	21	15	19	22	33	15	65	18	3	16	17	16	21	22	22	29	71	50	3	28	27	42	13	67	23	34	65	18	12	44	24	16	77	54	68	63	38	68	49	52	13	86	46	66	76	89	93	53	30	58	34	84	80	82	69	71	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-501.735591641886174	-510.786435022337514	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988904031568959	1	7	18	22	25	26	15	29	43	31	39	36	38	59	32	35	31	28	33	44	44	40	40	33	42	34	44	47	45	47	37	42	44	45	46	42	52	36	41	43	50	36	42	39	42	44	43	36	33	34	48	44	39	45	47	45	55	51	50	50	48	49	42	42	52	49	51	43	48	60	47	55	50	53	53	56	51	66	51	58	53	60	60	59	48	66	58	53	57	66	68	59	59	0	1	7	7	3	4	2	6	53	3	42	10	38	35	5	4	3	3	18	48	44	42	48	3	26	6	24	40	45	40	24	16	8	39	13	38	33	8	17	53	56	10	48	24	12	44	13	24	10	6	31	44	48	13	48	64	79	34	15	29	48	53	17	42	54	34	27	24	31	66	32	19	46	30	69	79	30	80	45	62	40	51	58	74	52	79	37	61	73	83	65	58	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-495.954558776114823	-505.005402156566163	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997602639230262	2	16	12	23	23	32	25	27	37	30	36	41	40	59	35	38	29	37	30	37	45	38	40	39	42	45	34	50	42	37	41	31	50	40	41	39	51	42	39	40	43	41	50	45	43	47	46	33	46	48	40	47	43	44	46	52	50	41	44	49	43	54	43	30	54	49	48	49	43	58	49	60	51	49	49	51	55	57	62	50	62	59	75	59	46	56	63	63	61	78	54	68	60	0	1	1	2	2	8	2	5	19	7	27	16	6	46	17	5	5	19	5	27	39	17	19	19	11	41	5	58	9	17	19	4	41	30	36	15	25	24	27	48	32	15	34	22	36	40	12	8	41	40	27	38	39	39	24	29	59	16	39	23	30	34	48	5	45	21	38	42	9	65	29	62	45	54	18	61	80	73	93	41	44	56	92	77	34	69	84	72	37	83	66	38	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-476.053578187126789	-485.104421567578129	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991357700718877	4	15	14	24	25	31	24	26	39	31	37	45	36	64	33	38	33	36	37	43	37	38	36	40	44	45	41	52	43	36	37	39	45	45	48	44	50	41	35	41	41	41	50	44	40	43	46	43	46	47	42	50	51	52	51	51	50	47	44	44	48	49	39	49	48	50	53	45	45	54	51	58	53	55	50	47	58	54	55	59	51	60	68	52	59	63	60	65	63	72	61	70	64	0	1	1	2	3	5	3	2	5	4	15	22	4	77	5	15	5	5	6	27	6	15	6	30	27	23	39	51	23	5	10	18	30	31	48	17	44	22	6	23	23	32	26	19	6	15	9	21	40	18	63	38	68	29	31	76	48	27	9	23	44	63	13	45	27	29	51	22	22	46	33	55	26	50	32	24	43	29	34	84	58	78	93	12	12	67	56	77	38	88	53	89	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
