"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"6cedac89f9","zuper",93,0.782608695652174,0.71773097826087,3.51478494623656,NA,1,1,0.0104576338111746
