step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-2349.595393654486088	-2356.450881605445375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.940886004036576	2	3	2	4	5	5	7	5	7	7	7	8	8	9	8	10	9	10	9	8	10	10	12	11	9	11	10	11	11	11	13	11	11	11	13	12	12	12	14	13	12	14	13	13	13	12	13	12	14	13	13	12	14	14	13	14	15	15	15	16	15	15	15	16	16	16	16	19	17	17	18	16	18	18	18	19	19	18	18	20	19	20	20	20	22	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	3	3	3	4	3	4	4	4	4	3	4	4	5	5	4	5	4	5	5	5	6	5	5	5	6	5	5	5	6	6	5	6	6	6	6	5	6	5	6	6	6	5	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	9	8	8	8	7	8	8	8	9	9	8	8	9	9	9	9	9	10
500	-597.029400535268906	-603.884888486228306	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446625167502296	1	2	0	4	5	5	7	5	6	7	6	9	9	9	7	10	9	10	9	8	8	10	11	11	9	11	7	11	11	11	14	11	11	12	14	13	12	11	12	14	12	15	12	14	12	12	14	12	14	11	13	13	14	15	13	13	15	15	15	17	15	13	14	16	14	17	15	19	18	18	16	16	18	18	19	20	19	18	19	21	19	21	21	20	21	3	3	0	3	2	1	6	3	6	8	6	20	8	8	2	27	9	9	10	7	8	10	13	15	9	12	6	19	20	5	24	15	21	16	9	23	23	5	20	25	16	29	24	15	24	24	45	21	33	18	17	13	43	33	16	50	32	32	48	53	45	24	43	45	0	24	41	56	39	29	43	45	65	12	59	50	65	65	42	6	18	56	39	20	56	1	1	1	2	1	2	1	2	1	1	1	1	2	2	3	2	2	2	1	1	2	2	1	2	2	2	1	1	2	3	2	2	2	1	3	1	1	3	4	2	1	2	1	4	1	1	1	2	2	1	2	2	2	3	1	1	2	2	2	2	2	1	1	2	1	3	2	3	3	4	2	2	2	4	2	3	3	2	3	9	8	8	5	6	5
1000	-497.431014028507491	-504.286501979466891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626412783803831	2	3	1	4	6	5	7	5	7	7	8	8	9	10	7	11	8	11	7	9	9	11	13	9	9	10	11	11	11	10	14	12	11	9	13	12	13	13	14	12	13	13	13	14	13	12	11	12	14	12	13	11	15	14	14	15	15	14	16	16	15	15	15	15	14	16	16	19	16	17	17	16	18	18	18	18	19	18	18	19	19	21	21	20	23	3	3	0	2	3	1	1	3	6	8	6	7	5	8	3	7	9	9	5	12	8	10	52	15	17	20	34	19	20	24	32	30	21	7	18	52	14	24	20	17	29	29	32	45	24	47	30	33	33	9	18	14	38	48	16	50	43	24	49	45	30	38	46	46	0	58	41	56	39	39	58	31	65	70	21	50	65	65	69	20	50	50	79	79	50	1	1	1	1	2	2	2	2	1	1	2	1	1	2	3	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	3	1	1	2	1	1	2	1	2	1	1	5	1	2	1	1	1	1	2	1	2	2	1	2	1	3	3	3	2	1	5	3	8	2	2	6
1500	-520.723352288824799	-527.578840239784199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580101025123052	2	2	1	4	6	4	6	5	7	8	6	9	9	9	8	7	8	9	9	8	10	11	12	10	10	11	9	11	10	11	12	11	11	12	13	13	11	12	14	13	13	15	13	14	13	12	13	13	14	12	14	10	15	15	14	15	16	14	15	16	15	15	15	16	15	16	16	19	18	17	18	16	19	18	17	20	20	18	19	19	17	20	21	21	23	3	3	0	3	3	1	6	3	6	8	6	20	8	8	5	7	9	9	1	7	8	13	14	19	17	12	16	19	7	15	24	15	5	7	18	23	14	15	12	25	29	39	30	24	38	24	30	33	33	9	35	5	30	21	34	50	43	32	48	61	45	32	45	45	0	63	41	56	39	39	43	58	65	39	21	81	78	65	69	12	56	18	79	79	50	1	1	1	2	2	1	1	2	2	1	2	1	2	3	1	1	1	1	5	1	2	2	1	1	2	1	1	1	2	2	1	2	2	3	2	1	2	2	2	2	2	1	1	2	1	1	1	1	2	2	1	2	2	3	1	3	2	1	1	1	2	2	1	1	1	1	2	2	2	1	2	1	2	2	3	2	1	2	1	6	1	7	1	2	5
2000	-494.236466826672881	-501.091954777632282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633288405817410	2	3	1	5	5	5	7	5	7	7	6	8	9	10	9	10	9	10	9	9	8	10	13	11	10	11	11	10	12	11	14	12	10	11	12	13	11	12	14	11	12	14	13	14	14	12	14	11	14	11	14	12	14	13	13	14	15	16	16	16	16	15	13	17	16	16	16	20	16	17	18	15	18	18	19	19	19	19	18	21	18	20	21	21	22	3	3	0	3	2	1	11	3	6	8	1	6	21	19	5	7	9	9	5	12	8	10	37	15	17	20	16	5	34	10	32	24	21	6	9	52	14	24	20	18	12	16	38	43	24	24	24	33	33	9	35	37	24	33	34	50	43	31	21	53	38	45	24	24	0	45	41	56	39	69	57	45	65	70	59	81	65	65	69	39	56	56	39	79	56	1	1	1	2	1	2	1	1	1	2	2	2	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	3	2	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	1	2	1	1	3	1	2	1	1	3	1	1	2	4	2	1	2	1	1	1	2	1	2	2	1	2	1	5	4	2	5
2500	-474.106303343947673	-480.961791294907073	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596350376181449	2	3	0	4	5	5	7	6	7	8	7	8	8	9	8	9	9	10	9	9	10	10	13	10	10	12	11	9	11	11	13	12	10	11	11	13	10	12	14	14	12	14	13	12	14	12	14	12	14	13	14	12	14	14	13	14	15	15	15	17	15	15	15	15	15	16	16	20	17	17	18	16	17	19	17	18	19	19	18	20	20	21	18	20	22	3	3	0	2	4	1	6	5	6	8	6	7	2	13	8	7	9	9	10	12	13	10	37	15	17	20	16	8	7	24	30	15	5	16	18	52	13	24	20	18	12	29	38	15	30	15	44	21	33	18	35	37	30	33	16	50	43	31	48	53	24	24	30	38	0	32	41	56	39	39	24	53	65	39	49	50	73	65	39	39	50	56	39	83	56	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	3	2	2	2	1	2	2	2	1	1	2	2	3	1	2	2	2	1	1	1	2	1	2	2	2	1	1	2	2	3	1	1	4	1	2	3	2	3	1	2	3	3	4	4	2	1	4
3000	-461.854851225336972	-468.710339176296372	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698012066535732	3	4	1	5	5	5	7	6	7	6	8	8	9	10	8	9	8	10	10	9	9	11	13	12	10	10	10	11	11	10	14	11	11	10	13	13	11	12	14	14	12	15	13	12	13	11	14	12	15	12	14	12	14	13	14	14	15	15	15	16	15	13	15	16	15	16	16	18	18	17	19	16	18	18	17	17	19	18	18	19	20	20	20	21	22	3	3	0	2	3	1	6	5	6	2	6	7	8	8	2	7	9	9	10	12	8	8	37	32	17	12	16	19	20	15	24	30	21	16	9	14	14	30	20	25	29	29	24	15	24	15	32	33	22	9	35	14	24	33	34	50	43	31	48	53	32	15	44	38	0	44	41	56	39	39	38	58	65	39	49	56	78	65	70	39	76	68	69	79	56	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	4	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	3	2	1	2	1	2	1	2	2	1	1	3	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	3	1	2	2	1	1	1	2	1	3	2	1	1	1	4
3500	-468.296039855253298	-475.151527806212698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679026905191246	3	4	2	4	6	4	8	5	6	8	7	7	8	9	8	9	9	10	9	9	9	11	11	12	10	10	11	12	11	11	13	10	11	11	12	13	12	12	14	11	12	15	11	13	14	12	14	13	14	13	14	12	14	15	13	14	15	15	16	13	15	15	16	16	16	16	16	19	16	17	18	17	18	18	16	18	19	19	18	20	20	21	20	20	23	3	3	0	3	2	1	6	1	6	5	6	6	8	13	5	7	9	9	8	12	8	10	14	32	17	20	16	19	7	5	15	15	21	16	18	52	19	15	20	17	29	29	32	30	24	15	38	33	33	18	35	14	24	21	34	50	43	24	48	46	32	45	53	53	0	53	41	50	39	39	64	38	65	29	21	56	65	65	69	74	76	68	69	74	82	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	3	2	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	2	2	1	2	2	2	1	1	3	1	1
4000	-447.409797662923552	-454.265285613882952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667667584224636	3	3	1	3	6	4	7	5	7	7	6	9	8	8	8	9	9	11	10	8	9	10	13	11	10	11	10	11	11	12	13	10	12	11	11	10	12	12	14	13	12	13	13	14	13	12	14	11	14	13	13	13	15	15	13	15	14	15	16	16	15	15	16	17	16	16	14	19	16	15	17	15	19	19	16	18	19	18	18	20	20	20	21	20	22	3	3	0	3	2	1	6	3	6	8	6	20	5	8	5	7	9	17	10	9	8	10	37	32	17	20	16	10	7	32	24	15	48	27	9	14	36	32	12	25	26	29	24	38	32	32	32	21	33	35	35	36	24	33	16	50	38	31	48	45	24	43	32	58	0	53	41	56	39	29	61	31	65	70	21	50	78	65	69	74	76	68	74	79	82	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	3	1	2	1	1	2	2	1	2	1	1	2	4	2	2	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1
4500	-474.064963097917655	-480.920451048877055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680336179794138	2	3	1	4	5	4	6	6	7	8	6	9	8	9	9	9	9	11	9	8	10	10	12	12	10	11	10	10	11	12	13	10	11	10	13	12	10	13	15	12	13	13	13	13	12	12	14	13	14	13	14	13	14	14	13	15	16	16	15	16	14	15	15	16	15	15	16	19	17	18	18	15	19	19	17	20	19	18	18	21	16	20	21	21	23	3	3	0	2	2	1	6	3	6	8	6	20	8	8	5	7	9	17	10	7	8	10	37	32	17	12	16	19	12	32	32	15	21	16	9	14	5	32	41	9	29	12	24	15	32	15	24	33	33	9	35	23	45	33	34	50	43	31	21	15	46	45	53	32	0	45	29	56	39	39	44	31	65	39	21	81	78	65	69	74	50	56	79	79	82	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	3	2	3	2	1	2	2	2	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	1	2	3	1	1	1	3	1	1	2	2	1	1	3	1	2	1	3	2	1	2	1	1	2	2	2	2	2
