step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
1	-946.346018265390740	-955.396861645842137	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.723558466748317	-1	5	0	0	6	7	3	7	14	10	8	5	17	15	11	10	13	14	22	15	17	15	15	12	14	21	16	21	19	21	23	21	25	17	23	20	25	15	30	25	19	22	20	20	30	18	19	23	20	24	20	28	24	26	23	30	30	22	27	28	23	28	31	28	31	30	27	27	23	35	25	32	27	27	31	31	33	29	28	24	32	29	30	37	35	30	37	32	32	35	42	32	40	36	32	41	37	45	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-502.380103763015200	-511.430947143466540	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985928248958644	-5	6	2	-1	6	9	1	5	8	11	11	2	13	15	13	9	13	9	18	16	18	19	18	13	13	21	19	18	19	22	24	22	27	10	12	21	21	16	27	26	22	15	18	16	27	19	22	21	20	20	18	26	27	28	18	33	29	24	23	30	20	22	25	26	25	33	29	30	20	36	23	34	19	27	27	28	24	27	27	19	27	27	28	34	30	31	16	21	26	32	40	31	38	32	32	33	31	46	0	4	1	1	7	12	1	1	4	4	5	4	2	18	9	1	2	8	13	9	35	13	34	6	8	35	9	24	18	14	44	10	47	7	6	38	55	15	32	36	16	13	25	4	50	11	28	87	38	55	38	61	11	21	20	52	41	37	20	52	20	28	55	31	88	85	58	49	17	60	22	65	14	47	21	58	49	21	80	25	36	17	36	61	73	44	11	13	37	76	90	74	77	65	71	54	54	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-494.897479366936693	-503.948322747388033	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997857941637388	-9	6	2	-1	-3	4	6	11	8	9	10	6	16	16	4	9	14	15	21	14	10	13	15	10	9	22	12	20	17	22	25	22	15	15	18	16	25	5	26	23	19	22	15	21	32	21	22	22	18	21	23	25	21	25	26	25	31	25	24	30	23	28	30	25	28	31	28	23	23	34	26	35	24	27	29	21	32	29	27	23	32	29	29	29	35	13	34	31	31	33	38	35	36	32	33	36	35	43	0	4	4	1	1	3	4	4	3	3	7	4	10	8	4	15	11	25	43	38	6	12	24	6	38	24	2	23	22	14	49	24	16	25	2	38	46	4	48	17	20	49	25	18	13	25	17	18	12	36	49	40	33	34	48	68	55	76	29	29	34	40	32	26	64	32	41	22	35	79	33	65	42	28	54	27	53	74	28	21	48	31	69	58	59	12	29	56	64	48	92	75	68	37	73	81	63	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-489.594356306339478	-498.645199686790818	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995363651931349	-10	5	0	-3	10	-8	0	5	17	10	11	5	18	13	9	7	16	12	20	15	13	19	18	11	12	7	15	11	16	20	23	23	23	18	26	18	23	17	30	27	22	20	21	22	29	17	15	23	20	27	24	27	25	23	23	29	33	18	30	25	16	29	32	30	32	26	20	23	18	33	26	29	28	28	31	28	32	31	30	24	33	25	24	29	29	32	34	30	34	35	38	32	41	31	34	35	32	38	0	4	4	6	12	1	1	7	24	16	16	4	16	12	7	3	24	7	16	14	8	25	24	2	3	8	8	16	14	20	46	15	12	28	21	21	21	26	76	68	24	11	23	47	31	24	16	46	11	22	30	9	46	29	58	19	35	47	35	19	5	32	32	83	80	36	47	22	21	35	49	32	33	32	50	22	73	60	50	58	68	67	36	31	44	50	79	82	40	94	78	68	92	53	83	88	76	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-519.086714619135591	-528.137557999586988	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993430844845646	-4	5	0	-1	9	4	3	9	12	10	9	4	11	19	13	8	16	18	25	16	17	17	13	6	14	15	20	14	16	19	18	15	26	15	25	22	27	15	29	19	23	22	23	19	25	16	18	23	14	22	23	31	22	22	23	30	27	21	20	30	23	29	26	25	25	29	27	19	11	38	24	26	27	26	22	21	35	23	30	20	31	34	29	34	16	33	30	31	33	24	40	29	42	35	33	33	31	31	0	3	1	1	12	4	3	4	12	24	12	4	2	20	11	1	69	5	68	8	11	13	8	1	13	5	16	10	2	6	34	23	27	5	58	68	90	69	85	13	30	23	17	26	58	13	23	31	8	28	17	37	27	15	34	78	64	38	20	28	30	72	50	43	20	71	21	9	7	86	47	15	80	40	14	49	48	29	64	25	43	67	59	41	9	73	42	80	35	15	31	68	92	96	71	35	55	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-498.156801358595374	-507.207644739046714	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995419961128162	-8	6	0	4	9	3	2	5	14	11	-1	7	19	14	5	9	10	16	22	16	14	6	17	11	16	23	17	19	16	17	23	22	24	14	18	19	24	13	29	26	18	24	17	21	31	15	15	22	21	27	13	10	25	26	22	31	26	19	30	29	20	30	34	27	33	30	17	19	23	30	18	33	30	30	31	34	28	30	29	22	29	32	30	34	36	33	37	30	34	37	42	34	23	31	32	36	36	46	0	11	1	1	6	1	1	7	4	4	1	11	18	7	7	8	4	17	51	22	10	3	14	1	2	18	10	21	5	17	25	35	35	16	10	14	47	22	33	93	24	51	5	13	71	22	51	67	21	18	4	22	38	20	68	33	61	29	43	23	9	41	53	32	64	27	22	47	67	50	5	79	26	28	31	50	55	30	61	51	55	57	44	83	45	42	74	57	77	76	96	73	47	20	39	55	56	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-499.053084828531610	-508.103928208982950	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998732717313724	-8	3	3	-2	9	1	6	3	12	10	10	2	12	17	5	11	9	14	25	14	9	8	15	16	13	13	15	20	18	19	23	20	28	17	18	16	22	16	30	18	21	23	16	22	27	20	17	22	23	24	18	28	24	27	22	32	28	21	24	28	26	27	33	9	29	25	24	22	24	34	27	34	27	23	29	31	32	27	18	22	33	24	29	37	32	31	35	30	31	28	37	23	39	35	32	40	38	42	0	1	4	1	8	4	4	4	64	7	15	4	21	17	6	2	3	7	46	10	2	6	21	11	11	3	64	36	16	12	46	51	48	16	26	13	35	17	42	12	26	46	5	64	23	10	25	51	11	38	5	28	29	40	24	32	69	2	40	69	47	28	76	2	55	25	26	38	41	89	13	90	67	51	92	50	50	19	17	15	78	20	92	41	69	52	78	92	71	29	62	40	90	58	75	97	86	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-490.779369939528749	-499.830213319980089	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999135125429991	-9	7	-4	-1	5	0	4	9	16	12	4	7	16	15	12	14	10	11	17	14	17	16	18	12	9	21	13	25	21	22	15	19	25	17	26	21	20	19	31	27	12	26	21	21	29	9	23	26	16	22	11	24	24	25	23	32	31	16	31	27	20	29	27	30	31	28	28	29	19	37	21	25	28	28	28	31	34	32	31	24	32	31	26	35	28	31	36	27	36	20	41	31	35	30	28	39	32	39	0	7	1	3	3	1	6	11	8	4	4	11	24	24	25	7	11	7	24	12	25	27	15	8	11	34	12	43	22	14	17	24	19	16	47	24	25	31	72	43	2	21	22	22	28	11	69	37	18	90	12	69	34	37	18	54	80	41	53	53	27	44	21	43	63	30	49	48	2	88	49	29	23	26	30	72	83	83	48	27	61	40	21	85	13	48	47	49	97	31	45	66	95	47	37	93	60	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-511.220947163447647	-520.271790543898987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976680801081113	-5	8	0	3	7	6	6	-1	14	11	2	5	14	13	13	13	9	3	26	13	14	13	11	7	13	20	18	17	18	16	25	23	18	10	20	21	14	12	26	22	22	18	18	17	28	15	10	25	21	21	21	21	25	22	25	29	24	21	26	32	20	31	28	24	28	27	24	30	19	34	22	30	29	11	23	28	32	25	24	24	32	30	26	39	28	28	38	30	31	33	36	31	38	36	34	36	35	43	0	8	1	8	4	3	11	1	24	5	3	3	74	2	2	2	24	8	28	12	11	2	6	3	24	47	13	74	15	74	44	61	10	18	44	44	17	12	69	34	27	21	22	16	12	2	4	26	14	13	13	34	30	37	11	29	29	16	20	85	17	67	75	30	30	51	51	36	14	82	20	26	67	24	43	50	33	54	51	41	82	66	24	56	40	69	45	35	41	16	62	63	88	80	64	82	32	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-494.680998874910188	-503.731842255361528	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995532621695608	-5	5	2	1	7	8	1	8	15	6	6	7	21	18	12	12	14	12	13	9	19	18	15	13	9	18	14	20	12	20	26	22	22	13	23	18	25	12	30	19	20	24	20	16	23	19	18	22	17	23	16	27	23	29	23	31	31	22	29	25	23	24	27	31	29	26	25	28	16	31	20	29	25	28	18	33	34	26	23	22	33	26	25	36	32	25	38	29	30	36	36	30	41	25	20	38	35	47	0	3	1	1	4	10	1	3	8	7	1	3	20	23	2	12	11	12	11	4	29	9	11	12	2	18	18	34	4	16	58	24	75	2	51	34	79	5	46	23	23	23	34	16	23	19	3	49	25	18	15	95	8	83	25	67	13	28	73	75	46	41	45	67	80	30	23	46	15	82	20	69	26	78	24	61	66	13	20	44	82	43	41	66	53	32	68	66	31	75	88	83	90	26	69	92	92	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
