"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"20f6ee25d2","zuper",86,0.764705882352941,0.745955882352941,0.999781976744186,NA,1,1,0.0113174684156044
