step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-1629.637078644893336	-1628.174996560374439	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.827996074652684	2	1	3	3	4	4	5	5	4	7	5	6	6	7	8	8	8	9	8	7	10	8	8	10	10	9	10	11	11	11	11	11	12	12	11	13	13	13	13	13	13	13	14	15	14	14	13	14	16	15	15	19	16	17	16	16	17	17	18	18	18	19	18	23	22	19	20	19	19	20	22	21	21	20	20	20	22	22	22	22	22	22	24	23	23	24	24	24	23	25	25	26	26	26	26	27	25	26	27	30	31	32	33	35	39	41	44	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	3	2	3	3	3	4	4	4	4	4	3	5	4	4	5	5	4	5	5	5	5	5	5	6	6	5	6	6	6	6	6	6	6	7	7	7	7	6	7	8	7	7	9	8	8	8	8	8	8	9	9	9	9	9	11	11	9	10	9	9	10	11	10	10	10	10	10	11	11	11	11	11	11	12	11	11	12	12	12	11	12	12	13	13	13	13	13	12	13	13	15	15	16	16	17	19	20	22
500	-498.300843195611890	-496.757079560176010	-1.543763635435898	0.000010021887848	0.000012162460712	1.213589784295546	0.391364519981978	3	2	4	3	3	5	5	4	5	6	5	6	6	7	7	8	8	10	7	7	10	6	6	9	11	9	9	11	12	9	11	12	13	10	11	13	14	14	14	13	14	14	14	15	14	13	12	14	14	16	14	18	17	17	16	15	17	16	18	18	18	18	18	23	21	19	17	19	19	20	22	20	21	20	21	20	21	23	23	22	23	23	23	24	22	24	24	22	23	23	26	26	25	27	26	27	25	27	27	29	31	31	33	35	39	41	44	2	0	2	2	2	5	2	1	5	8	5	1	1	6	6	10	4	8	3	3	15	5	1	13	19	12	2	30	25	22	26	26	18	7	4	31	34	32	0	12	40	47	36	12	30	34	34	35	29	16	6	4	50	30	51	34	36	15	22	46	0	13	49	68	0	24	41	57	10	44	61	33	53	61	43	60	55	36	60	57	52	70	62	90	52	31	59	6	74	32	79	97	41	44	75	90	89	44	0	41	95	88	93	103	104	0	0	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	3	2	1	2	2	2	2	2	2	4	1	1	1	1	1	2	3	4	2	2	2	1	4	1	1	1	4	2	2	2	1	1	3	5	7	1	3	1	3	2	5	6	2	1	5	2	2	1	5	2	1	7	1	2	4	2	1	2	1	3	5	3	4	2	1	2	1	1	6	3	9	2	5	2	1	5	7	3	2	1	7	1	7	2	4	5	1	2	1	1
1000	-423.886623245497788	-420.568499566029232	-3.318123679468529	0.000010013017600	0.000067663656935	6.757568960318068	0.587864040976548	2	1	3	3	4	5	5	6	4	8	5	6	6	7	7	9	8	10	9	6	10	8	9	9	10	10	10	11	11	11	10	12	11	12	12	14	13	12	13	14	13	12	15	15	14	15	13	15	17	16	15	18	17	18	16	14	16	18	17	18	19	18	18	24	23	19	20	19	19	20	23	21	22	20	21	21	22	23	22	22	22	21	24	23	24	24	24	23	23	24	25	26	26	27	27	28	25	24	28	30	32	32	33	34	38	41	44	2	0	2	1	4	4	9	5	1	12	1	9	9	12	20	15	13	22	14	6	6	13	8	7	12	24	20	19	16	6	10	21	13	31	29	25	42	25	0	26	21	11	40	19	32	34	24	41	48	44	22	20	40	30	56	32	48	6	36	37	0	48	1	88	0	59	66	60	30	52	59	68	63	54	69	58	61	58	67	30	82	63	79	79	45	81	59	67	81	81	88	64	36	90	75	92	80	11	0	99	94	82	73	80	103	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	3	1	1	2	1	1	1	1	1	1	2	1	2	1	3	1	2	2	1	2	1	4	6	2	5	1	1	1	4	1	3	1	1	5	1	1	1	1	1	4	1	3	1	2	1	1	1	1	2	1	5	1	1	1	1	5	1	2	2	1	1	1	1	4	1	3	1	2	8	1	1	3	4	6	6	2	1	1
1500	-406.020108580575084	-398.420596444769785	-7.599512135805300	0.000010068030022	0.000474507973307	47.130170676773304	0.640720696439913	2	1	3	3	5	5	6	4	5	7	3	5	6	8	9	7	8	10	8	8	10	8	8	10	9	8	11	12	11	12	10	9	11	11	11	13	14	12	14	13	14	14	15	15	14	14	12	14	16	15	16	18	16	17	17	16	16	18	19	19	18	20	18	24	22	19	20	18	19	19	23	20	21	19	20	20	22	22	22	22	21	22	24	23	23	25	24	24	23	26	26	27	26	27	26	28	25	24	27	31	32	31	33	36	39	41	45	2	0	2	2	8	3	5	2	3	5	2	2	11	16	12	4	5	14	9	1	14	12	16	19	6	7	20	25	19	21	23	26	19	31	21	28	28	21	0	33	38	38	48	25	47	30	13	13	37	35	38	7	13	41	42	45	45	29	25	51	0	43	34	62	0	46	68	51	41	53	69	74	69	56	74	52	76	44	59	62	69	73	77	45	81	80	84	65	51	88	87	64	73	85	86	80	69	24	0	90	92	94	102	92	104	0	0	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	4	1	2	2	5	5	2	1	1	1	5	4	2	1	2	2	3	1	2	1	1	2	1	3	1	1	1	1	1	1	3	1	1	1	1	1	4	1	1	1	1	3	1	1	1	4	2	1	3	2	6	1	3	2	2	1	3	1	1	1
2000	-443.710662745476498	-441.428474141475078	-2.282188604001417	0.000010053120741	0.000031256119857	3.109096236043945	0.537086600674446	3	1	4	3	5	5	5	5	4	7	6	7	7	7	9	8	9	8	8	6	10	9	8	10	9	9	11	12	11	10	11	12	12	13	11	13	11	12	11	13	14	10	13	14	14	14	12	14	16	15	14	19	15	17	17	16	18	16	16	17	18	18	18	23	21	19	19	20	19	21	23	21	22	20	19	19	20	21	22	21	20	22	23	23	23	24	24	22	23	25	25	27	25	25	26	27	25	26	28	30	30	32	34	35	39	42	43	2	0	4	2	1	4	2	3	4	8	9	20	7	3	23	10	8	4	20	3	12	3	5	10	23	5	24	4	13	19	25	26	8	25	22	20	19	15	0	27	33	13	39	47	21	34	18	40	40	34	32	43	40	45	15	53	27	28	41	51	0	59	26	82	0	59	57	63	63	51	46	66	68	57	55	61	63	50	52	57	67	34	72	76	76	48	67	57	65	84	64	98	59	83	80	90	76	20	0	68	97	93	102	101	104	0	0	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	3	2	1	1	1	2	1	2	1	1	1	5	2	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	3	1	4	3	1	2	1	1	3	1	1	2	1	1	1	3	4	1	1	1	1	1	1	3	1	2	1	5	1	2	3	4	2	2	1	1	1	1	4	1	3	1	3	10	1	6	3	3	1	3	2	1	1
2500	-446.431516901805594	-443.665856878635736	-2.765660023169875	0.000010020856007	0.000046405688129	4.630910582545839	0.507347412632971	3	1	3	4	5	4	6	4	4	7	5	6	7	5	8	9	9	9	7	7	11	8	8	10	10	9	10	11	11	10	12	9	12	13	11	13	13	14	12	13	14	13	12	15	15	15	12	14	16	15	15	20	17	17	16	17	16	17	18	18	18	16	18	24	23	20	21	20	18	20	23	21	18	20	21	20	23	20	22	22	22	23	24	23	24	25	25	24	23	24	25	26	26	26	25	28	24	23	28	30	30	32	33	35	40	42	44	2	0	2	1	1	1	5	2	1	14	9	6	3	6	13	12	13	9	14	6	18	5	7	3	4	10	14	13	16	26	8	19	23	29	1	30	31	43	0	33	40	4	24	47	31	43	35	26	45	31	48	38	33	29	38	40	41	51	62	30	0	25	46	71	0	61	59	63	62	55	80	30	29	46	74	32	63	63	75	50	68	76	79	66	59	41	88	52	44	79	89	76	56	64	65	67	82	23	0	96	30	70	93	92	104	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	3	3	1	3	1	1	1	4	1	2	1	4	1	1	1	1	1	1	3	1	2	2	2	1	2	1	2	1	3	2	5	1	2	2	1	1	4	1	2	1	1	1	1	1	1	1	2	1	5	3	2	1	6	2	1	1	4	1	1	1	2	2	5	1	1	4	1	1	4	6	1	1	3	1	7	1	1	9	6	4	4	3	1	1
3000	-450.246873187450035	-448.627110919854374	-1.619762267595646	0.000010014679614	0.000014028394074	1.400783111894205	0.554024350069201	2	1	4	3	4	4	5	6	5	7	5	6	6	8	8	8	9	9	7	6	10	9	8	8	10	9	11	12	12	10	12	11	10	12	12	12	13	14	12	13	11	12	14	14	15	14	14	14	17	15	15	19	14	18	16	16	18	15	17	18	17	19	19	24	22	18	20	18	19	20	20	20	21	20	20	20	22	22	22	22	22	21	24	24	24	22	25	25	22	24	25	25	26	26	27	27	25	24	28	30	31	31	34	35	40	41	44	2	0	1	1	4	1	4	7	6	2	6	11	4	10	12	8	20	20	12	6	23	20	5	3	13	4	21	14	24	8	22	22	16	3	27	18	26	41	0	15	5	14	36	35	39	37	33	31	12	28	28	44	7	50	36	38	42	22	50	48	0	48	40	65	0	59	60	59	49	59	53	42	38	61	52	20	72	69	66	60	67	71	59	86	75	71	84	62	70	89	86	70	56	85	98	88	57	47	0	85	95	83	102	102	100	0	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	2	3	1	2	1	1	3	1	1	3	2	1	2	2	2	1	1	2	1	1	1	5	1	1	3	4	2	2	1	2	3	1	2	1	3	2	1	1	1	1	1	1	1	2	4	4	2	1	6	1	1	1	2	1	1	4	1	2	1	1	3	1	1	2	3	4	1	2	1	5	4	1	3	2	3	1	2	4	1	1
3500	-452.057411033538415	-446.053244228993435	-6.004166804544963	0.000009976261158	0.000256457520332	25.706776945415303	0.591318443765589	3	2	3	4	5	5	5	5	5	8	6	6	6	7	8	9	7	9	9	7	10	8	7	8	10	9	10	10	12	11	11	10	12	11	11	13	12	13	12	14	14	13	14	14	14	13	14	14	17	15	15	18	16	17	15	16	17	18	19	18	19	19	16	23	22	19	20	19	19	20	21	21	21	18	20	20	22	21	23	22	22	23	23	23	22	25	23	23	24	25	25	26	27	25	26	28	24	26	26	30	31	32	34	36	37	41	45	2	0	2	2	1	3	4	4	3	13	7	4	2	6	1	17	7	22	1	7	24	11	8	5	22	23	4	9	10	21	11	24	28	26	28	26	21	21	0	46	42	22	35	28	29	34	34	38	63	36	27	4	30	55	23	40	45	33	54	34	0	1	34	80	0	43	52	74	49	61	68	39	62	63	59	66	70	75	77	51	67	60	72	67	39	85	77	50	84	84	52	91	40	83	91	95	77	32	0	96	94	89	93	101	101	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	6	2	1	4	1	2	3	2	4	1	7	2	1	1	2	1	1	2	1	1	5	1	1	1	1	1	1	1	4	1	3	1	1	3	1	1	2	1	1	5	1	7	1	1	1	1	7	1	1	4	4	3	2	3	1	1
4000	-459.373215128143215	-453.718973007332579	-5.654242120810627	0.000010293530976	0.000228588898285	22.207044289826253	0.581884737860450	3	2	4	3	4	4	5	6	4	7	6	6	6	7	9	8	7	9	9	7	11	7	7	11	11	9	9	12	12	11	12	10	11	13	11	13	12	14	12	14	13	13	15	15	15	14	13	14	17	15	16	18	16	18	16	16	16	16	18	18	19	19	17	23	23	19	20	20	20	18	22	21	20	19	20	20	23	22	22	23	20	23	24	23	23	22	24	25	23	25	25	25	27	27	25	24	25	26	27	30	31	33	33	35	39	41	45	2	0	4	2	1	1	1	4	2	7	7	1	6	4	13	6	7	9	7	7	11	11	7	18	12	10	5	30	21	18	32	27	18	37	18	24	21	30	0	37	1	25	40	19	19	21	18	28	38	37	31	30	31	29	46	28	42	47	44	35	0	21	21	81	0	58	59	47	63	57	73	68	52	52	70	52	79	21	58	81	66	72	60	53	73	75	65	32	34	85	78	73	78	45	72	85	65	25	0	71	93	101	101	83	104	0	0	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	2	1	2	2	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	5	1	1	2	3	1	3	1	1	2	2	3	2	3	1	2	2	2	1	3	1	4	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	5	3	1	1	1	3	3	1	1	1	7	3	1	2	2	3	5	1	1	1	7	1	4	2	1	1	4	2	1	1
4500	-393.683747346315158	-391.218523581894715	-2.465223764420447	0.000010700597318	0.000000951279405	0.088899654529889	0.678881626140625	2	1	3	4	4	5	5	6	4	7	5	7	6	7	8	8	9	9	8	7	10	9	8	10	10	10	10	11	11	11	11	11	10	12	11	13	14	14	11	13	13	14	15	16	14	15	13	14	15	15	16	19	17	15	16	16	18	17	18	18	17	20	18	24	22	19	21	20	19	20	21	21	21	20	19	20	22	23	23	21	22	21	24	23	23	25	24	24	21	25	26	26	26	26	27	27	24	25	27	30	31	33	33	35	37	42	44	2	0	2	1	2	4	4	3	2	7	4	11	1	9	7	7	8	7	5	9	12	13	14	12	20	19	13	17	11	26	21	9	8	15	27	29	40	27	0	31	30	31	47	32	32	32	39	32	21	24	37	25	19	33	48	37	51	30	56	37	0	49	35	65	0	44	61	46	61	46	66	74	69	53	61	39	70	77	76	68	80	57	72	69	68	79	72	62	52	97	87	66	50	78	87	85	67	14	0	90	99	95	101	102	104	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	3	1	1	3	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	2	1	3	5	3	1	1	1	3	1	2	1	3	4	1	1	1	1	2	1	2	1	1	1	1	1	5	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	3	1	2	2	2	6	1	2	3	2	1	1	1	1	1
