step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
5000	-297.751884854325283	-306.802728234776623	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997205141076340	1	0	2	2	2	6	4	10	7	9	5	13	7	1	4	14	8	6	8	7	8	9	10	9	9	9	10	10	7	9	8	10	10	11	8	9	8	12	11	11	12	11	10	10	8	12	15	11	10	11	12	12	11	12	13	11	15	14	12	11	11	9	14	16	17	15	14	14	11	15	17	16	12	15	18	16	16	19	16	17	18	13	18	17	19	19	21	22	29	22	28	28	26	29	30	2	0	14	14	14	14	2	18	4	19	7	27	6	2	3	82	6	15	1	18	3	13	35	45	29	35	22	37	15	18	18	62	17	36	13	45	6	69	17	25	44	32	6	35	5	56	25	36	37	31	69	25	25	49	50	25	34	54	40	23	26	31	44	66	77	31	54	52	6	38	76	58	25	59	66	82	63	64	46	74	65	48	46	57	72	81	80	85	91	86	93	93	87	91	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-278.776846084287683	-287.827689464739024	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993779772498261	1	-1	1	2	3	6	3	14	7	9	5	16	8	6	5	13	7	4	10	6	8	10	10	8	9	9	10	11	8	10	9	7	10	9	13	9	7	11	11	11	11	11	11	8	9	15	14	13	10	7	12	12	9	8	13	13	15	12	14	12	13	13	18	16	17	14	14	13	16	16	15	19	15	11	22	15	16	19	18	18	18	18	20	17	20	21	21	19	25	22	27	27	26	29	28	2	0	2	3	1	11	3	42	15	9	18	47	20	15	7	33	11	4	13	7	50	14	45	37	29	50	50	37	9	24	44	18	13	37	43	13	18	10	9	24	23	25	13	32	44	66	51	52	54	18	40	34	17	17	60	41	48	34	38	26	51	60	16	57	54	68	68	51	46	51	16	66	45	24	87	59	51	57	66	64	77	64	82	73	23	80	72	81	90	88	93	87	89	95	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-313.732002512781605	-322.782845893232945	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996307290095211	1	0	1	1	3	7	3	13	6	8	4	17	7	4	5	14	6	7	9	6	7	7	10	7	6	9	10	12	9	11	10	9	9	8	13	8	6	9	11	8	8	10	8	8	9	14	14	14	12	10	11	13	12	12	13	9	15	13	12	11	13	10	12	14	16	15	14	12	16	16	16	18	13	11	23	14	16	16	16	17	18	18	18	15	20	20	22	17	24	23	25	28	25	26	28	2	0	2	2	2	15	1	30	7	24	1	65	20	5	14	39	5	17	21	7	25	2	38	37	4	13	6	33	40	36	24	37	43	20	31	14	15	9	56	18	18	7	22	13	22	8	19	60	23	41	20	27	51	56	56	22	76	51	29	40	60	32	24	60	58	8	68	43	47	67	48	70	21	31	72	60	66	84	46	47	79	65	68	30	88	79	83	57	48	87	75	89	85	88	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-293.147018831471712	-302.197862211923052	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985899377498442	0	-1	1	2	0	7	4	13	6	9	4	16	8	6	6	14	8	7	9	5	7	9	7	8	9	8	10	12	10	8	8	9	8	10	14	8	10	9	12	12	12	11	8	9	10	14	15	13	12	12	11	11	12	11	10	11	15	14	12	11	13	13	17	15	17	15	14	11	14	16	16	14	13	14	24	14	15	20	13	18	18	18	19	17	19	21	21	22	27	22	24	26	25	28	26	2	0	5	2	2	9	4	51	3	43	2	54	14	7	20	51	11	15	43	11	20	36	7	23	26	6	24	15	24	14	9	23	7	10	28	18	44	18	55	21	10	10	15	21	23	49	39	40	24	26	32	25	56	38	36	45	61	42	42	29	26	60	66	50	8	61	51	10	52	56	66	29	60	53	86	41	24	82	27	61	12	67	71	77	67	67	57	80	93	82	83	75	75	75	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-282.163255692173038	-291.214099072624379	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973545461801623	1	0	1	2	3	7	3	12	6	9	4	14	8	5	7	14	7	7	9	6	4	9	9	10	9	8	10	13	10	11	8	10	9	10	12	10	8	10	12	12	11	10	10	9	10	14	14	14	11	9	11	12	12	10	13	13	14	14	14	12	13	13	18	13	15	15	13	12	16	11	17	14	14	16	23	14	16	19	16	17	18	19	19	15	21	20	22	13	30	23	24	27	26	28	31	2	0	2	2	3	9	3	29	14	26	7	35	9	5	20	68	5	20	26	14	1	18	37	25	31	15	14	10	25	24	9	23	37	6	70	19	18	10	54	22	10	26	17	15	37	34	19	70	23	13	36	54	10	10	49	53	56	64	36	43	30	19	79	30	8	64	42	32	70	43	65	49	36	62	78	70	46	64	28	77	43	79	71	59	83	52	77	30	93	85	87	90	90	93	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-293.803706983677330	-302.854550364128670	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998820132605359	1	-1	1	1	0	7	1	10	7	6	4	17	7	5	7	13	5	7	10	7	8	9	8	4	8	9	10	13	9	11	9	10	10	11	13	9	9	11	12	10	10	9	7	11	10	10	12	13	8	12	11	10	12	10	13	12	14	13	13	13	14	14	17	15	16	15	13	12	13	12	16	14	13	14	24	16	14	20	18	17	17	18	17	15	20	19	16	22	29	23	26	27	22	28	28	2	0	2	2	2	11	5	23	17	14	4	28	14	4	24	53	2	10	31	17	20	9	15	3	10	15	25	53	25	49	49	15	49	32	52	23	9	46	29	26	37	20	4	42	25	23	27	51	9	46	52	49	42	29	40	54	44	30	34	32	28	53	76	56	60	39	25	30	52	19	48	56	46	47	81	57	60	80	66	50	74	76	76	28	66	66	16	85	91	81	75	90	78	75	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-303.482566163750903	-312.533409544202243	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982386333253247	-1	-3	-1	2	1	7	4	13	3	8	5	16	8	6	5	14	8	6	8	4	8	9	11	9	7	9	8	12	9	9	9	9	10	9	13	10	6	11	10	11	11	11	9	11	10	14	14	11	8	11	6	13	13	6	12	11	15	12	13	13	13	12	17	15	18	12	12	12	14	15	16	15	15	13	22	14	14	18	13	17	17	18	19	16	20	19	20	19	27	23	23	28	25	25	31	2	0	2	1	2	37	4	62	4	15	20	47	51	7	20	61	37	11	51	4	51	21	33	17	15	14	14	30	51	18	49	10	13	4	48	30	20	45	54	34	24	32	18	10	22	62	48	6	18	32	20	41	56	20	45	11	66	56	29	50	31	34	46	68	8	56	56	19	33	47	53	62	46	56	55	53	52	63	29	71	61	84	77	73	86	12	83	71	94	87	78	94	91	90	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-293.914716943449662	-302.965560323901002	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996005580833568	1	-1	1	1	3	6	2	13	6	9	4	16	8	5	6	13	7	5	9	7	7	9	10	9	9	9	10	5	9	11	10	11	8	9	14	9	7	11	12	11	11	8	6	4	11	14	13	13	10	8	11	13	7	11	12	9	16	10	12	13	13	11	17	15	18	13	12	14	15	17	16	18	13	15	24	15	16	15	17	16	17	18	14	17	20	19	20	21	30	20	28	23	26	28	30	2	0	2	2	3	3	3	55	44	20	1	58	20	3	11	59	18	44	43	11	18	37	42	13	50	15	13	5	33	19	15	34	14	21	54	17	18	21	27	37	49	43	28	5	24	66	38	62	34	28	22	31	18	29	54	13	46	56	27	62	24	24	80	16	77	59	40	16	66	12	37	35	40	35	72	35	64	83	22	60	80	69	30	39	81	84	82	84	93	79	93	72	86	93	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-311.508943900810493	-320.559787281261833	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976409401931422	1	-1	2	2	2	7	3	13	7	8	5	16	7	6	6	12	4	7	8	7	5	10	7	9	9	9	9	13	9	10	5	7	10	11	13	10	10	12	11	11	9	11	9	9	9	14	12	12	11	11	11	14	13	12	12	13	15	14	11	12	11	12	9	15	17	14	13	14	16	16	17	19	14	14	22	15	16	18	17	17	19	15	20	17	20	20	19	21	20	18	25	26	23	27	28	2	0	2	2	2	11	1	37	7	23	4	16	31	17	31	34	5	17	6	31	17	15	31	32	21	13	20	29	19	24	5	11	13	29	16	19	45	9	10	41	6	63	9	9	11	59	50	51	45	30	31	16	49	25	33	16	54	25	22	37	25	26	23	68	48	60	20	54	34	64	52	34	50	44	86	55	68	57	76	82	68	26	79	48	82	71	82	69	65	42	93	88	88	92	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-293.478268753022576	-302.529112133473916	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985295301536003	0	-1	2	2	1	7	4	12	6	8	4	14	4	5	6	13	7	6	9	6	7	10	10	7	9	8	10	12	9	11	10	11	9	11	14	10	8	11	11	11	12	11	11	10	10	14	13	13	11	11	12	13	10	9	14	11	15	13	12	12	14	9	18	16	18	13	11	13	15	15	16	18	12	14	22	15	17	19	14	14	17	16	18	15	19	20	21	17	26	22	23	26	22	26	29	2	0	1	5	1	9	5	44	7	18	4	50	4	11	7	21	7	14	6	3	18	33	26	18	6	9	37	23	7	25	9	23	37	27	16	17	7	23	25	44	10	22	21	26	37	38	43	50	25	21	40	10	10	18	38	23	23	8	34	30	23	14	77	79	57	53	10	27	61	66	47	81	43	59	65	74	70	83	31	48	70	67	41	30	72	69	78	16	86	86	87	75	86	87	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-299.258262451210555	-308.309105831661896	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986872017174697	-1	-2	1	0	2	7	4	12	7	8	5	15	7	6	3	12	6	3	8	6	1	9	10	7	8	8	10	12	9	10	8	8	9	11	12	9	9	10	12	11	11	12	11	11	10	14	15	14	12	8	10	13	13	11	14	12	15	13	11	12	13	10	17	16	17	13	12	12	13	14	16	15	14	15	24	15	18	19	17	15	19	18	16	16	18	20	22	18	22	21	25	24	25	27	28	2	0	4	1	21	15	5	33	14	17	21	49	11	7	3	17	11	3	11	7	1	31	6	7	11	24	26	33	32	31	20	20	13	32	23	14	25	9	29	26	13	38	29	19	10	16	35	34	33	14	50	45	43	36	69	31	53	28	25	62	42	13	80	46	34	54	34	19	42	41	73	8	34	73	87	66	79	66	47	45	80	83	76	35	79	88	77	80	82	71	82	89	78	91	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-289.970737958326026	-299.021581338777366	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993623286983263	0	-1	1	2	3	5	3	13	4	8	5	15	8	6	7	13	6	6	5	6	6	10	9	8	7	7	11	10	8	10	9	7	9	11	13	7	10	11	9	10	12	12	9	10	10	14	14	13	9	12	11	12	11	12	12	12	14	14	14	12	13	12	17	16	18	14	10	14	14	16	15	19	15	14	22	13	18	14	16	18	18	19	20	15	20	20	16	22	28	21	27	26	25	29	30	2	0	1	1	4	3	1	41	7	25	9	57	21	11	20	53	4	4	9	19	19	36	29	15	18	6	29	43	26	36	10	11	24	28	67	3	13	39	32	31	51	37	25	31	49	35	62	54	21	11	17	15	24	26	39	28	42	34	56	28	55	33	79	74	70	67	29	54	62	58	68	73	66	27	90	52	73	52	42	84	87	80	77	8	69	64	56	85	83	86	93	86	90	91	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-286.486080858252876	-295.536924238704216	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976388818353964	1	-1	1	2	3	3	4	14	6	8	4	17	8	5	7	11	7	4	8	6	6	8	10	7	9	1	9	11	9	9	7	11	8	10	13	7	10	12	10	11	11	11	9	9	11	13	14	9	11	11	11	14	12	11	12	12	15	14	13	12	11	13	18	16	14	13	11	13	16	15	14	17	13	16	23	15	17	20	15	16	16	17	18	17	21	21	18	20	29	23	24	27	27	28	31	2	0	2	2	3	3	4	68	7	15	26	76	15	18	11	39	20	1	14	5	7	15	10	21	31	2	17	44	36	11	21	43	24	25	49	9	17	50	36	24	33	13	20	33	29	41	42	15	44	17	31	23	37	31	49	54	71	35	38	61	30	45	84	52	38	15	44	56	41	45	54	58	16	35	86	60	47	76	65	66	68	64	69	53	87	83	12	80	94	78	75	75	91	93	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-292.241133393602013	-301.291976774053353	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981790300771666	0	-1	2	1	1	6	3	6	7	9	4	16	7	5	6	12	8	7	8	7	7	10	11	9	8	7	10	12	10	11	9	11	5	9	12	8	9	12	11	11	8	12	11	8	9	15	14	12	12	11	11	14	10	10	12	13	16	14	14	13	7	12	17	15	17	15	13	13	15	17	13	17	14	16	21	14	18	16	17	18	18	19	20	12	20	19	20	21	26	22	27	25	25	27	28	2	0	2	2	1	11	3	4	3	61	3	46	15	11	14	45	18	33	18	14	14	10	34	9	6	8	9	22	31	45	18	34	3	21	30	9	36	54	17	36	15	54	21	20	25	62	32	51	37	34	45	40	44	19	53	40	56	38	28	61	14	14	16	55	57	48	23	43	50	66	23	64	84	46	59	56	32	46	69	12	79	48	77	27	82	70	80	87	93	82	92	90	79	81	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-293.952862282911042	-303.003705663362382	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986578800541866	1	-1	2	1	3	6	3	13	7	7	5	12	7	5	6	10	8	7	9	5	8	9	7	6	8	6	11	13	9	10	8	11	10	7	10	9	8	8	10	11	12	11	11	10	9	15	12	12	8	8	11	13	9	11	11	12	13	12	12	10	11	13	17	15	17	15	8	13	12	16	17	19	14	16	23	15	17	15	16	16	15	17	19	18	19	18	20	19	27	23	21	26	24	28	29	2	0	2	2	1	7	1	32	14	20	4	60	14	7	11	37	14	15	26	1	23	67	14	5	6	20	22	43	18	67	24	31	22	6	6	34	26	15	17	9	53	36	22	22	38	48	42	36	6	20	45	54	13	30	30	30	47	44	42	13	23	58	66	12	81	62	24	69	21	52	81	77	12	57	83	28	48	48	28	64	33	78	80	74	77	63	65	82	92	71	82	90	88	92	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-288.408701152721278	-297.459544533172618	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967825310674557	0	-2	1	1	3	6	0	14	6	9	4	16	7	6	5	12	5	6	8	6	7	10	11	9	4	9	11	13	10	11	10	11	9	10	14	10	9	9	10	11	11	11	10	9	10	14	14	14	10	12	11	13	12	12	9	12	13	13	12	12	12	14	15	15	17	13	14	13	14	16	17	17	11	16	23	15	18	19	15	18	18	14	18	15	19	18	20	22	30	20	28	28	22	26	27	2	0	7	2	7	15	2	68	11	13	4	26	17	3	11	30	3	15	9	11	17	10	24	19	5	21	26	32	38	43	38	43	21	24	68	38	18	9	55	43	24	24	44	6	14	27	39	50	38	27	19	43	33	24	15	13	60	29	45	26	34	53	52	8	12	30	30	42	40	58	76	84	26	47	80	23	71	65	59	12	84	16	84	51	81	84	83	90	95	74	95	95	65	75	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-284.000546762566444	-293.051390143017784	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993465047774529	0	-1	2	1	3	6	3	14	5	7	4	17	7	5	6	12	5	6	9	6	7	9	11	9	4	8	10	13	7	10	8	10	10	8	13	9	9	7	12	8	11	11	11	10	11	13	13	12	11	12	11	14	13	12	14	8	16	15	14	12	12	13	17	15	18	12	13	13	11	15	13	14	14	15	22	15	16	19	17	13	17	19	13	17	19	17	21	21	30	22	27	25	26	25	29	2	0	1	2	1	11	4	67	5	14	3	64	18	5	17	6	7	7	40	9	17	14	44	15	3	38	26	61	15	40	18	37	56	20	69	56	56	11	30	6	31	56	19	18	38	30	66	24	24	23	36	33	66	26	61	38	39	48	37	51	32	44	47	68	79	30	37	48	29	69	51	37	69	62	87	48	52	86	57	44	74	79	51	59	86	54	85	85	95	65	92	75	90	88	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-287.091529093748193	-296.142372474199533	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998035395577285	0	-1	2	0	3	6	3	13	6	8	4	15	8	5	6	10	6	5	9	6	7	10	8	8	9	8	11	12	9	11	8	7	7	10	14	10	8	11	11	11	8	11	10	8	9	13	15	13	12	11	11	10	12	12	13	12	16	14	13	8	13	14	17	15	17	16	12	13	16	15	16	19	14	14	23	15	18	18	17	17	19	18	19	12	20	21	21	22	26	22	22	27	24	25	29	2	0	2	2	1	18	2	67	18	17	5	22	15	5	11	25	7	1	26	3	17	11	32	15	37	6	10	30	60	19	32	18	15	60	40	32	17	43	19	13	21	25	41	14	41	53	34	67	26	34	16	37	22	36	30	34	68	55	67	21	26	16	12	39	64	64	42	22	73	55	74	63	54	27	72	73	66	12	69	76	63	65	65	39	59	12	74	77	93	59	78	93	87	91	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-287.592344639141174	-296.643188019592515	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997261324369021	1	-7	2	2	0	6	4	14	4	9	5	15	8	4	6	11	6	6	8	4	7	6	11	9	8	8	8	12	9	9	10	10	10	11	13	8	9	12	8	12	12	9	11	10	9	13	14	12	12	10	12	13	10	11	14	8	15	15	11	11	13	14	18	15	18	12	13	12	16	17	13	19	12	13	24	12	17	19	17	16	17	19	18	16	16	18	20	22	29	19	27	27	26	27	29	5	0	5	1	2	11	4	68	3	36	20	41	17	4	7	45	20	20	6	4	11	14	19	11	6	18	3	56	7	15	45	13	25	10	51	17	9	34	22	23	25	13	30	24	27	49	34	33	32	45	31	68	19	29	66	17	49	38	45	39	32	39	70	35	47	45	26	59	62	8	40	77	56	60	88	34	69	85	85	49	85	77	69	74	47	77	82	63	93	79	93	93	75	93	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
