step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-7129.677794726796492	-7128.215712642278049	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.890104870810178	0	2	1	1	2	5	4	3	3	4	4	3	4	4	4	5	6	8	5	5	5	5	4	8	7	6	6	6	6	8	7	6	8	5	8	7	6	7	7	7	7	10	7	7	8	10	7	9	8	9	7	8	8	10	9	9	9	9	9	9	8	9	9	10	11	10	10	10	11	10	11	9	10	10	9	11	11	13	12	12	13	13	13	13	12	14	15	16	15	14	16	16	15	16	16	16	17	18	16	18	20	19	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	3	3	4	3	3	3	3	2	4	4	3	3	3	3	4	4	3	4	3	4	4	3	4	4	4	4	5	4	4	4	5	4	5	4	5	4	4	4	5	5	5	5	5	5	5	4	5	5	5	6	5	5	5	6	5	6	5	5	5	5	6	6	7	6	6	7	7	7	7	6	7	8	8	8	7	8	8	8	8	8	8	9	9	8	9	10	10	11
500	-1681.456368898622031	-1678.874061339237869	-2.582307559384248	0.000010023770999	0.000040293983068	4.019842738898139	0.360574062279663	-1	1	1	0	0	2	3	3	3	4	4	4	4	3	5	5	6	8	5	5	6	6	4	8	5	6	6	5	7	9	6	7	6	3	5	8	6	7	7	8	4	9	8	6	7	10	7	10	8	7	7	8	8	11	9	9	8	10	10	10	6	9	6	9	11	10	10	10	10	11	11	9	11	11	10	11	11	12	13	12	14	13	10	14	12	15	14	16	15	14	16	16	16	17	17	17	18	18	17	19	21	20	21	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	6	2	9	10	13	6	7	9	10	11	12	12	13	15	16	6	0	10	5	20	21	22	25	9	33	7	9	27	31	31	37	38	41	33	61	23	35	14	37	37	50	51	51	6	52	35	41	33	7	44	45	47	48	52	23	35	35	55	61	35	63	27	47	75	41	41	47	5	68	77	35	63	50	83	84	63	64	27	35	83	92	68	41	96	25	83	1	1	1	1	1	1	1	1	2	2	3	2	2	2	1	2	2	2	3	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	1	4	1	1	1	2	1	2	2	2	1	2	1	3	1	2	1	1	2	5	4	2	1	2	2	2	3	1	1	4	3	4	4	3	2	1	2	3	3	5	1	3	3	4	4	3	2	6	3	5	6	3	1	6	5	4	4	2	8	6	8	9	6	1	6	13	2	13	8
1000	-1467.326586101377416	-1464.711463022797489	-2.615123078579936	0.000010039055147	0.000041421329807	4.126018754011415	0.433655713449862	-1	2	1	0	1	3	4	3	3	5	3	4	4	2	5	5	6	9	5	5	6	5	4	8	5	6	4	7	7	9	7	7	6	4	6	6	6	7	8	8	5	10	8	7	6	11	8	8	9	7	8	9	8	11	8	10	9	8	10	9	7	10	9	8	11	10	10	10	9	10	12	9	10	11	9	12	12	13	12	12	14	13	11	14	12	13	16	16	15	14	16	16	13	17	16	16	17	18	17	19	19	19	22	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	33	8	9	10	13	6	7	9	10	11	12	12	13	15	16	6	0	2	14	20	21	22	25	9	33	7	25	27	31	31	37	38	41	33	61	23	35	36	48	48	50	51	51	33	52	35	41	42	43	44	45	47	48	52	23	35	35	55	61	35	63	68	69	85	64	64	69	14	68	77	78	63	50	83	84	35	90	45	35	83	92	68	50	96	50	83	1	1	1	1	1	1	1	1	2	2	2	4	2	1	1	1	2	3	1	2	1	1	1	2	1	1	1	2	3	2	1	2	2	1	3	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	3	1	2	1	1	2	1	1	1	2	2	1	1	2	3	1	2	2	2	2	3	1	2	3	4	2	2	1	4	2	4	5	2	2	3	4	5	3	1	2	3	6	7	5	1	6	9	2	9	8
1500	-1336.158968236787814	-1333.375510495106710	-2.783457741681045	0.000010098548900	0.000047388322386	4.692587306958857	0.552105546550877	-1	1	1	1	0	3	4	3	4	3	4	3	4	4	5	5	6	8	5	5	5	6	4	8	5	6	6	6	7	9	6	6	6	5	6	7	6	6	8	8	6	10	7	8	7	10	7	9	9	9	7	8	9	11	8	10	9	10	10	9	7	9	10	10	11	10	11	9	10	10	11	9	10	9	9	11	12	14	11	12	14	13	12	13	13	14	15	16	16	14	15	17	15	15	17	17	18	18	16	19	20	19	22	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	33	8	9	10	13	6	7	9	10	11	12	12	13	15	16	6	0	10	14	20	21	22	25	25	33	7	25	27	31	31	37	38	41	33	61	23	35	36	37	37	50	51	51	33	52	35	41	42	43	44	45	47	37	52	23	35	35	55	61	54	63	68	69	75	64	64	69	55	68	77	78	78	64	83	84	78	64	68	63	83	92	68	64	96	64	97	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	3	1	1	1	1	2	1	2	1	1	2	2	2	3	1	1	1	1	2	1	1	1	2	2	1	2	2	3	1	2	1	2	1	3	1	1	3	5	1	2	1	1	2	1	1	1	2	3	1	2	2	2	1	2	2	2	1	2	1	2	1	2	1	2	4	1	2	2	5	2	2	2	1	2	2	2	1	2	7	5	4	1	6	5	2	8	3
2000	-1239.602081672696613	-1237.185496252950088	-2.416585419746561	0.000010115385034	0.000035443347344	3.503904915801987	0.634381831888971	-1	2	1	2	0	3	4	4	3	4	3	4	4	4	5	5	6	8	5	4	6	6	4	7	5	7	6	6	6	8	6	6	5	6	7	7	6	8	7	8	6	10	7	7	8	11	8	8	9	9	8	9	6	11	8	9	9	10	10	9	6	10	9	11	11	10	10	9	11	10	12	10	10	9	9	10	12	13	13	12	13	13	13	13	13	14	15	17	15	14	15	16	15	17	17	15	15	17	17	19	18	19	21	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	33	8	9	10	13	6	7	9	10	11	12	12	13	15	16	6	0	10	14	20	21	22	25	25	33	7	25	27	31	31	37	38	41	33	61	23	35	36	37	37	50	51	51	33	52	35	41	42	43	44	45	47	48	52	53	35	35	55	61	73	63	68	69	75	64	64	69	75	68	77	89	78	82	83	84	78	82	68	78	83	92	68	91	96	64	102	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	3	1	1	1	2	1	3	1	1	1	3	1	2	1	3	2	2	1	4	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	1	2	2	1	4	1	1	1	4	2	1	2	2	1	1	2	1	1	6	2	1	1	6	2	1	4	1
2500	-1173.675430794115982	-1171.374630732454989	-2.300800061661092	0.000009994823158	0.000031609311053	3.162568316940299	0.697129251467674	-1	2	0	1	1	3	4	3	3	4	4	3	3	4	5	5	5	8	5	5	5	4	4	8	5	6	6	6	6	7	7	7	5	4	7	8	6	7	8	7	7	9	6	7	8	10	8	9	8	10	8	8	8	9	9	9	10	9	9	10	7	9	10	10	11	10	10	9	10	10	11	10	10	11	10	11	12	12	13	12	14	13	13	13	12	14	15	16	15	14	15	15	16	16	17	17	18	18	15	18	19	19	21	0	5	1	1	1	2	2	2	3	8	4	4	5	5	23	7	6	33	8	9	10	13	6	7	9	10	11	12	12	13	15	16	6	0	10	14	20	21	22	25	25	33	7	25	27	31	31	37	38	41	33	61	23	35	36	37	48	41	51	51	33	52	35	41	42	43	44	45	47	37	52	53	35	35	55	61	73	63	68	69	85	64	64	69	75	68	77	78	78	82	83	84	78	82	68	89	91	92	68	91	96	91	102	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	1	2	3	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	2	1	3	2	2	2	1	2	2	1	2	2	2	1	2	2	1	1	1	2	2	6	1	3	2	4	1	1	3	1
3000	-1107.528509645647318	-1104.772203308541066	-2.756306337106253	0.000010359035461	0.000047637756266	4.598667167885677	0.721896274906560	0	2	1	1	1	3	3	3	3	4	4	4	4	4	5	5	6	5	5	5	5	6	4	6	4	7	6	6	7	7	7	6	6	5	8	7	7	7	8	7	7	10	7	6	8	9	8	9	9	9	7	8	6	10	9	9	10	9	10	10	7	10	10	10	12	11	10	10	11	11	12	9	9	11	10	11	11	13	12	13	14	14	14	13	12	13	14	17	14	15	15	16	16	16	16	17	17	18	17	17	19	20	21	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	6	8	9	10	13	6	7	9	10	11	12	12	13	15	16	18	0	10	14	20	21	22	25	25	33	24	25	27	31	31	37	38	41	33	61	23	35	36	37	48	41	51	51	33	52	35	41	42	24	44	45	47	48	52	53	35	54	55	61	73	35	68	69	75	64	64	69	75	68	77	78	78	82	83	84	78	82	68	78	91	92	86	91	96	91	102	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	2	2	1	2	1	1	1	2	1	1	3	2	2	1	3	1	1	3	1
3500	-1090.230930448729623	-1087.611596873470262	-2.619333575259394	0.000011220196074	0.000046448703005	4.139740758381857	0.736977813762807	0	2	1	1	1	3	3	3	3	4	4	3	3	4	5	5	7	5	5	5	5	5	4	8	5	7	6	6	6	8	7	6	7	6	7	6	6	7	8	8	7	9	8	7	8	8	8	9	9	8	8	8	8	9	8	10	10	10	9	9	9	9	9	10	10	10	9	10	11	11	12	10	10	11	10	10	12	14	13	12	13	12	12	13	13	13	15	17	16	14	15	16	16	15	15	16	17	18	16	18	20	19	20	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	6	8	9	10	13	6	7	9	10	11	12	12	13	15	16	18	0	10	14	20	21	22	25	25	33	7	25	27	31	31	37	38	41	33	33	23	35	36	48	37	50	51	51	52	52	35	41	33	24	44	45	47	48	52	53	54	54	55	61	73	63	68	69	75	64	64	69	75	68	77	78	78	82	83	69	78	82	86	78	91	92	86	91	96	91	102	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1
4000	-1032.261471532954374	-1029.961371721480418	-2.300099811473843	0.000012815118777	0.000040502818617	3.160549607111565	0.784705079908486	-1	2	0	1	1	3	4	3	2	4	4	3	3	4	5	5	6	6	4	5	6	5	4	7	6	6	6	6	6	8	7	6	7	5	7	7	6	7	8	8	6	10	7	8	9	10	8	9	9	8	8	8	8	9	9	9	10	9	9	10	9	10	9	10	9	9	10	11	11	10	10	10	10	10	10	11	12	13	12	13	13	13	12	14	13	13	13	14	16	14	16	16	16	16	16	15	18	18	15	18	20	19	21	0	5	1	1	1	5	2	2	3	2	4	4	5	5	23	7	6	6	8	9	10	13	6	7	9	10	11	12	12	13	15	16	18	0	10	14	20	21	22	25	9	33	7	25	27	31	31	37	38	41	33	33	23	35	36	37	37	50	51	51	52	52	35	41	33	43	44	45	47	37	52	53	54	35	55	61	73	63	68	69	75	64	64	69	75	68	77	78	78	82	83	69	78	82	86	78	91	92	86	91	96	100	102	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1
4500	-1005.622021656308107	-1003.773512525726574	-1.848509130581518	0.000014968849702	0.000029311254809	1.958150117931695	0.645616539237020	-1	2	1	1	1	3	4	4	3	4	5	3	4	5	5	5	6	5	6	5	5	5	4	8	5	5	6	5	7	7	7	7	6	3	8	7	6	6	7	8	7	10	7	7	8	10	8	8	8	8	8	7	8	9	8	9	9	10	9	10	9	9	10	10	11	10	11	10	11	11	10	9	10	11	9	10	11	13	11	12	12	12	12	13	13	14	15	16	14	14	15	16	15	15	15	16	17	19	17	19	20	20	22	0	5	1	1	1	2	2	2	3	2	4	4	5	5	23	7	6	6	8	9	10	13	6	7	9	10	11	12	12	13	15	16	18	0	10	14	20	21	22	25	25	33	7	25	27	31	31	37	38	41	33	33	23	35	36	37	37	50	51	51	52	52	35	41	42	43	44	45	47	48	52	53	35	54	55	61	73	63	68	69	75	64	64	69	75	68	77	93	63	82	83	84	89	82	86	78	91	92	86	91	96	100	102	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	3	1	2	1	1	1	2	2	2	2	1	2
