step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
27000	-178.818829024230865	-177.374735073150930	-1.444093951079928	0.000152868344502	0.000052299434729	0.342120763452689	0.494071370685699	2	9	10	13	11	15	15	22	20	21	21	21	21	24	24	23	25	26	25	27	31	33	0	0	1	3	0	4	3	11	7	3	7	5	5	9	13	11	8	6	8	11	7	14	1	1	4	2	1	1	3	1	2	4	3	6	4	2	2	1	1	5	1	3	6	5
27500	-186.431315229695514	-184.846388566165587	-1.584926663529929	0.000100835262973	0.000024882170110	0.246760601161456	0.389017025161825	2	8	9	14	11	15	15	21	19	22	20	22	21	23	22	23	24	25	26	25	31	32	0	0	1	3	0	3	3	4	3	8	3	5	5	3	13	11	8	4	17	11	14	9	1	1	3	3	1	3	2	3	4	1	5	7	5	6	1	2	1	4	1	2	3	6
28000	-188.130077033323772	-186.647674433509735	-1.482402599814030	0.000165259004757	0.000050838162780	0.307627187120755	0.481149051144221	2	9	11	13	11	12	16	22	20	21	19	22	22	23	24	22	24	25	26	28	30	33	0	0	1	6	0	3	3	4	7	6	7	2	5	11	13	10	4	4	8	14	14	14	1	1	5	1	1	1	2	3	2	4	1	7	5	2	2	1	6	5	2	3	5	5
28500	-189.346819394917873	-187.858028167264933	-1.488791227652928	0.000151294327394	0.000045804051219	0.302747974809298	0.311503484129562	1	8	10	13	12	15	15	21	20	21	21	22	19	23	24	23	23	25	25	27	31	34	0	0	1	3	0	4	3	4	7	6	9	5	5	3	13	9	3	6	3	17	17	8	1	1	4	2	1	1	3	4	2	4	1	5	3	7	3	1	6	6	7	2	3	6
29000	-196.123469778308561	-194.344840907082698	-1.778628871225872	0.000201202934991	0.000036568197114	0.181747831441944	0.241846838720664	1	8	10	14	11	15	15	21	19	22	20	20	20	22	23	21	24	26	27	26	32	33	0	0	1	1	0	3	4	3	7	6	7	5	5	7	13	11	8	6	8	11	18	9	1	1	4	6	1	2	1	5	2	4	2	4	4	3	1	1	2	5	3	3	2	7
29500	-187.045550274159211	-185.166299564336100	-1.879250709823113	0.000126943344290	0.000020255488793	0.159563220159790	0.307704876930570	2	8	10	12	10	14	16	22	19	22	19	22	21	21	23	23	25	26	26	26	31	33	0	0	1	3	0	4	3	6	7	6	7	5	5	7	13	9	8	10	6	14	14	21	1	1	4	1	1	1	3	4	2	5	2	4	6	3	1	2	2	2	7	3	5	1
30000	-185.624820322618007	-184.005395277926823	-1.619425044691197	0.000155182745301	0.000035987006068	0.231900821177693	0.337513385446780	3	8	11	14	11	15	16	22	18	19	20	22	22	23	24	23	24	27	26	26	30	34	0	0	1	3	0	3	3	3	7	3	7	5	5	11	13	9	10	19	3	16	7	14	1	1	4	2	1	1	3	5	1	3	2	5	5	1	1	3	3	1	7	1	6	6
30500	-192.942633504947366	-190.936528540974592	-2.006104963972785	0.000218355172697	0.000030072032701	0.137720725044829	0.335968781338266	3	7	11	13	11	14	15	22	20	20	17	20	19	21	22	23	22	26	27	27	30	34	0	0	1	3	0	3	3	10	11	6	7	13	5	7	12	7	4	17	4	3	16	14	1	1	3	2	1	1	2	1	1	4	1	1	3	3	1	3	4	2	6	9	3	5
31000	-180.306929190391315	-178.738808034549805	-1.568121155841521	0.000114487769109	0.000029169429092	0.254782055051944	0.507531866870392	1	9	11	14	11	13	16	21	18	20	20	23	21	22	23	22	25	26	25	27	31	33	0	0	1	6	0	3	3	4	7	6	7	13	5	11	13	7	8	10	8	7	14	20	1	1	6	1	1	1	2	3	2	3	2	1	6	1	1	3	3	3	1	4	4	2
31500	-176.341726007472630	-174.440292288776618	-1.901433718696022	0.000168182598993	0.000026122283663	0.155320965541401	0.364073306170750	2	7	9	14	11	14	16	20	19	22	19	22	21	24	23	24	24	26	27	26	29	31	0	0	1	3	0	3	3	6	7	8	7	5	5	11	13	9	4	10	8	14	7	14	1	1	3	2	1	2	3	3	2	1	2	6	4	3	1	2	3	2	3	1	8	2
32000	-187.788283532815285	-186.416363641429029	-1.371919891386248	0.000160070493376	0.000075714585603	0.473007760556050	0.502071737697605	2	9	10	12	12	15	17	21	19	22	20	22	21	23	23	22	24	26	26	24	31	33	0	0	1	3	0	4	3	4	7	6	9	5	5	11	13	7	7	8	17	3	14	20	1	1	4	1	1	1	4	4	1	4	1	4	4	1	1	2	2	2	1	5	3	6
32500	-181.857640691983391	-180.006301942733131	-1.851338749250260	0.000276396156731	0.000045661647595	0.165203627051829	0.428683136384098	3	9	9	13	12	12	17	21	19	20	20	22	21	23	24	24	24	27	27	28	30	34	0	0	1	6	0	3	3	4	7	6	9	5	5	11	13	9	10	14	17	14	14	11	1	1	2	1	1	1	2	4	2	4	1	5	4	2	1	2	1	2	2	2	4	5
33000	-190.581860255171449	-188.614381121557244	-1.967479133614216	0.000183558352838	0.000026394673844	0.143794457926161	0.363491269831896	2	9	10	12	12	15	15	20	19	21	21	22	21	21	23	22	23	27	25	27	31	33	0	0	1	3	0	4	3	4	7	4	8	5	5	9	13	14	10	6	17	11	14	3	1	1	4	1	1	2	2	5	3	6	1	4	4	1	1	1	1	8	2	2	6	13
33500	-194.879459070242888	-192.956616457582442	-1.922842612660452	0.000148225273323	0.000022443139842	0.151412369418211	0.416041310142124	1	9	9	12	12	15	16	21	19	22	19	22	18	24	24	24	24	24	25	27	31	33	0	0	1	3	0	4	3	3	7	4	7	5	5	8	13	9	4	6	8	7	20	3	1	1	4	2	1	2	4	6	1	5	2	4	3	1	3	2	3	4	2	6	2	12
34000	-171.381418660857008	-169.571942430520551	-1.809476230336456	0.000155754717477	0.000027159208656	0.174371660105942	0.322207457969778	1	8	11	13	12	14	15	22	18	21	19	22	21	23	23	23	23	26	26	26	32	33	0	0	1	3	0	4	3	4	7	4	7	5	5	11	13	9	10	6	17	11	7	11	1	1	4	1	1	1	2	4	2	3	2	4	3	2	1	2	1	6	2	4	11	7
34500	-181.272290301866803	-179.476423470771152	-1.795866831095642	0.000134696142957	0.000023916115076	0.177556049868294	0.280075363282390	3	8	11	13	11	14	17	20	20	18	20	21	21	23	23	23	25	27	26	27	30	33	0	0	1	3	0	3	3	4	3	6	7	5	5	11	12	9	8	8	8	7	14	20	1	1	4	2	1	2	3	4	5	2	2	5	5	2	1	1	2	4	3	6	3	3
35000	-187.857742444812999	-186.150644140790547	-1.707098304022463	0.000154013770315	0.000031010018878	0.201345755086116	0.334929100863883	2	8	11	13	12	15	16	21	19	19	20	22	20	23	23	24	25	26	27	28	31	33	0	0	1	1	0	3	3	6	4	6	4	2	5	11	13	11	4	17	3	14	11	14	1	1	4	5	1	2	3	3	3	2	3	9	4	2	1	2	6	1	9	3	6	4
35500	-197.901924479312186	-196.158824453757376	-1.743100025554806	0.000236233908240	0.000045121130804	0.191001923221013	0.275899194784518	3	9	8	14	12	15	16	20	20	21	21	22	20	22	24	23	24	26	26	26	32	34	0	0	1	3	0	3	3	6	4	4	4	5	5	10	13	9	7	11	4	11	10	14	1	1	3	3	1	2	4	3	2	3	5	5	4	1	2	1	4	3	7	3	7	5
36000	-183.668417984426497	-181.879536174125150	-1.788881810301342	0.000170502015955	0.000030559530149	0.179232661725973	0.292143034540164	3	8	9	12	11	13	17	22	19	19	20	22	20	23	22	23	25	25	26	28	31	31	0	0	1	3	0	4	3	4	7	4	10	5	5	11	13	9	4	8	7	14	14	14	1	1	2	2	1	1	4	4	1	4	1	7	4	3	1	2	7	2	5	3	6	5
36500	-178.130548343263143	-176.591846131200583	-1.538702212062552	0.000128544700682	0.000034751653292	0.270346837384991	0.518052653623810	3	9	9	12	11	14	15	20	18	22	21	22	21	23	23	24	24	26	26	27	31	32	0	0	1	3	0	4	3	4	7	6	7	5	5	10	13	9	10	6	17	14	16	11	1	1	3	2	1	1	3	3	2	4	3	6	5	1	1	3	1	4	1	2	2	5
37000	-177.522967080284388	-175.898580199388761	-1.624386880895615	0.000134718671231	0.000030974360088	0.229918836086004	0.317822280216997	2	8	10	14	11	15	15	21	18	21	21	19	21	23	23	24	24	27	26	28	32	33	0	0	1	3	0	4	3	4	7	6	7	5	12	7	13	7	4	8	8	11	7	16	1	1	3	2	1	1	3	4	2	4	4	4	1	4	2	5	4	2	3	4	9	3
37500	-183.068188622844730	-181.616222880612639	-1.451965742232091	0.000174791110162	0.000058406775392	0.334151864691708	0.447795569561301	1	8	10	13	12	14	15	22	19	21	20	22	20	22	24	22	24	25	26	26	32	30	0	0	1	3	0	3	6	10	7	4	9	5	5	6	12	11	8	4	17	14	11	18	1	1	4	2	1	3	1	1	2	4	1	5	4	2	1	1	1	6	1	2	5	2
38000	-186.060566198149047	-184.071248754105170	-1.989317444043863	0.000188512624214	0.000026449338745	0.140305397874116	0.370414854060237	3	9	10	12	11	15	15	22	19	20	20	21	22	23	23	23	24	24	27	27	32	32	0	0	1	3	0	4	3	10	7	6	7	2	2	11	12	9	6	4	18	11	11	14	1	1	3	1	1	1	2	2	2	2	3	5	5	2	2	2	3	6	2	4	6	4
38500	-176.421588878904572	-174.800639032737053	-1.620949846167529	0.000146205233385	0.000033815504639	0.231287922166554	0.439721556080373	2	9	10	13	10	14	17	21	19	21	20	22	20	24	23	22	24	26	26	27	30	33	0	0	1	3	0	3	3	4	3	6	7	5	5	11	13	7	10	10	17	9	20	20	1	1	3	1	1	2	4	4	5	3	2	7	3	2	2	2	1	3	1	4	1	2
39000	-170.835725932051673	-169.182140797206870	-1.653585134844813	0.000144314398708	0.000031595497116	0.218935167934021	0.384400919348087	3	8	11	14	11	13	17	22	20	20	21	22	22	23	23	23	24	26	25	27	31	33	0	0	1	6	0	3	3	4	3	6	7	5	5	7	12	11	8	8	17	14	7	7	1	1	3	1	1	1	2	4	3	3	2	6	7	3	1	1	1	2	1	2	7	7
39500	-192.796980149074670	-190.910492211547563	-1.886487937527107	0.000240970285235	0.000038111076944	0.158156749108033	0.376413237538522	3	8	9	12	11	14	16	19	20	19	21	22	20	23	23	24	24	27	26	27	31	34	0	0	1	3	0	3	4	4	3	6	8	5	5	11	13	8	10	10	17	7	16	16	1	1	3	2	1	3	2	3	4	2	1	4	4	1	1	2	3	3	1	5	2	5
40000	-174.381722545674307	-172.664120725284420	-1.717601820389893	0.000121801936164	0.000024143264319	0.198217409996580	0.477324905537595	2	8	11	14	12	13	16	21	20	21	21	22	19	24	23	23	25	27	26	25	31	33	0	0	1	6	0	3	3	4	7	4	7	13	5	11	12	9	8	6	17	7	14	14	1	1	5	1	1	1	3	4	3	3	3	1	5	2	1	2	2	6	1	3	3	4
40500	-181.564211717978424	-179.878329436123380	-1.685882281855044	0.000110938055090	0.000023071819554	0.207970290587137	0.299371358119330	2	8	9	12	12	14	17	20	19	20	21	23	21	24	23	23	24	25	26	28	31	33	0	0	1	3	0	3	3	4	3	6	3	13	5	7	13	11	8	10	17	11	9	14	1	1	3	2	1	3	4	4	6	2	4	1	6	4	2	1	2	2	1	3	5	3
41000	-182.174053790767431	-180.500610377354548	-1.673443413412889	0.000135378236632	0.000028708258504	0.212059628029975	0.336661903671053	1	8	9	12	12	13	16	21	20	22	18	22	21	23	23	22	25	26	25	26	32	33	0	0	1	3	0	4	3	4	7	7	7	13	5	7	12	9	8	4	8	7	14	7	1	1	3	1	1	1	3	4	2	2	1	1	4	5	1	1	2	7	2	5	6	9
41500	-166.388268391319542	-164.837212855785282	-1.551055535534266	0.000130053808410	0.000034275936619	0.263551963899062	0.360788051661740	3	8	10	14	12	14	16	21	18	20	21	22	20	22	23	23	24	26	26	28	31	34	0	0	1	3	0	3	3	10	3	4	7	13	5	3	12	14	8	6	17	14	20	11	1	1	3	2	1	2	2	1	4	3	3	1	3	7	1	1	1	5	1	3	1	7
42000	-183.679388316985381	-182.270882949208868	-1.408505367776518	0.000104627645947	0.000040525436005	0.387330094622222	0.335518771218769	2	8	11	13	11	15	16	20	19	21	20	23	21	23	24	24	25	26	27	27	32	33	0	0	1	3	0	4	3	4	3	6	9	13	5	11	13	9	8	8	3	11	14	14	1	1	5	1	1	1	3	3	4	3	1	1	6	1	2	2	3	3	7	4	4	5
42500	-183.560363743764441	-181.429615261893701	-2.130748481870742	0.000225727272203	0.000027267690908	0.120799275345400	0.357813459876672	2	9	10	13	11	15	16	20	18	22	20	21	21	24	23	22	24	26	25	28	31	33	0	0	1	3	0	4	3	6	7	8	9	2	5	8	5	9	10	3	17	18	14	11	1	1	4	2	1	2	3	3	1	1	2	7	5	2	5	2	1	9	1	1	3	8
43000	-196.687414509767166	-195.126119008313395	-1.561295501453770	0.000195350064816	0.000050441202956	0.258209297261295	0.172622195504187	1	9	9	13	12	13	15	22	17	22	19	22	21	23	23	24	25	26	27	25	32	32	0	0	1	1	0	3	3	3	4	11	4	5	5	4	5	11	14	10	17	8	16	7	1	1	4	6	1	2	3	7	3	1	3	5	4	6	5	3	1	2	1	2	5	9
43500	-200.077362122203709	-198.555141268413877	-1.522220853789834	0.000447359564766	0.000125297854688	0.280083102175592	0.411267275879207	3	8	10	11	12	14	16	21	18	22	20	22	22	22	23	23	24	25	26	27	31	33	0	0	1	1	0	1	6	9	6	9	7	5	5	11	5	14	10	17	16	9	19	16	1	1	4	5	1	5	1	2	2	2	2	4	5	1	5	1	2	1	2	4	2	5
44000	-186.739039096999704	-184.707429253065527	-2.031609843934185	0.000211031381619	0.000028266790329	0.133945909427956	0.225622177761628	2	8	9	13	11	14	17	20	19	22	20	21	19	22	23	23	22	26	25	27	30	33	0	0	1	3	0	3	4	6	7	4	3	5	2	9	5	9	4	6	8	11	14	18	1	1	3	2	1	3	2	3	1	5	5	5	5	2	8	2	4	7	3	3	4	4
44500	-213.421211100954878	-211.811879103026570	-1.609331997928318	0.000300481733487	0.000070927574716	0.236046211173530	0.383535408749915	3	7	11	13	11	14	16	22	19	20	20	22	21	23	21	24	23	27	25	28	31	33	0	0	1	1	0	3	3	7	3	3	3	5	5	10	5	11	6	19	8	14	20	16	1	1	5	5	1	2	2	2	5	4	4	4	4	1	5	2	3	1	2	3	2	4
45000	-207.931681529679452	-206.163106852170102	-1.768574677509360	0.000279009443785	0.000051415665383	0.184279301393151	0.362873345823998	2	9	10	13	11	15	15	21	20	21	19	22	21	22	24	23	24	24	26	27	31	33	0	0	1	1	0	3	4	6	11	6	6	5	2	11	5	11	10	11	8	14	9	9	1	1	4	4	1	3	1	2	1	4	2	5	5	1	5	4	2	1	2	2	5	6
45500	-198.439585118240871	-196.350913147305391	-2.088671970935469	0.000150310742811	0.000018954859417	0.126104489023339	0.388561562490312	2	9	10	14	11	13	16	22	19	19	20	21	21	24	23	23	23	26	27	27	31	32	0	0	1	6	0	3	3	6	7	4	7	5	2	11	5	9	4	8	17	7	11	11	1	1	5	1	1	2	4	6	2	4	2	4	6	2	7	2	4	2	2	7	4	4
46000	-198.762556463221188	-197.170329174404486	-1.592227288816706	0.000208443927959	0.000050744910070	0.243446333824665	0.246076246764696	2	7	10	13	12	15	16	20	20	21	21	23	22	24	24	22	25	27	27	28	31	34	0	0	1	3	0	4	3	4	7	4	9	5	5	11	5	3	16	3	6	10	11	16	1	1	4	2	1	2	3	3	2	5	1	6	5	1	7	6	2	6	6	3	7	7
46500	-178.471379105356874	-176.711419656721148	-1.759959448635717	0.000251639738252	0.000046931292825	0.186501914009613	0.335878114831393	3	8	10	14	11	13	15	21	19	22	20	21	21	24	24	22	23	27	26	27	31	34	0	0	1	6	0	3	6	4	7	4	7	5	5	10	5	11	8	4	8	9	11	14	1	1	3	1	1	2	1	2	2	3	2	4	5	1	7	1	1	7	1	4	7	6
47000	-203.129961892564069	-201.398288857304181	-1.731673035259882	0.000348432644133	0.000067655793571	0.194171799658505	0.355977206951337	3	9	8	14	11	15	16	21	19	20	21	23	21	23	23	24	24	26	26	27	32	33	0	0	1	1	0	3	6	10	7	7	6	5	2	10	5	14	10	9	7	17	18	14	1	1	3	4	1	4	1	1	3	2	2	7	6	2	5	1	3	3	6	2	5	5
47500	-186.584086859570732	-184.902354890032029	-1.681731969538713	0.000219837793450	0.000046015803356	0.209317072526225	0.218286339804603	3	8	10	12	12	15	15	22	20	21	20	22	22	24	23	24	24	26	27	28	30	34	0	0	1	3	0	4	3	4	7	4	7	5	5	9	5	7	8	16	17	14	16	14	1	1	4	1	1	2	3	5	3	6	3	5	5	2	5	4	1	1	2	2	4	5
48000	-198.307507525768727	-196.855926485227457	-1.451581040541269	0.000164839200661	0.000055143468674	0.334528852682524	0.298445546710956	2	8	10	13	9	14	15	21	20	21	21	21	20	22	23	23	24	26	26	27	32	33	0	0	1	1	0	3	4	3	7	3	7	5	5	4	5	8	4	17	4	8	11	20	1	1	4	5	1	2	1	6	2	5	2	5	6	6	6	1	4	1	7	3	5	2
48500	-193.817500306196109	-192.261990101794339	-1.555510204401771	0.000236005472935	0.000061643931331	0.261197041595614	0.298723936099285	3	7	11	13	12	13	16	20	20	22	19	22	21	24	22	22	24	27	27	27	31	33	0	0	1	1	0	1	6	7	11	3	6	5	5	10	5	9	8	17	17	7	20	14	1	1	3	5	1	4	2	2	1	4	2	6	4	1	4	2	3	1	1	5	2	3
49000	-189.497498352995905	-187.834095215244361	-1.663403137751541	0.000137978274959	0.000029731593678	0.215480253592771	0.237944381302931	2	7	9	11	12	14	16	21	19	22	20	22	20	23	23	23	23	26	26	28	29	33	0	0	1	3	0	4	3	3	7	4	7	5	5	11	5	9	8	6	17	3	7	14	1	1	4	1	1	2	3	5	2	6	2	5	3	1	6	2	1	6	2	12	5	6
49500	-204.631532514683755	-202.862962817743977	-1.768569696939789	0.000224932156227	0.000041450626377	0.184280571851309	0.304300836630916	2	8	11	13	12	13	16	21	18	21	20	21	21	24	22	22	24	25	25	28	30	33	0	0	1	1	0	3	6	6	7	6	3	5	5	10	5	9	11	3	17	3	14	16	1	1	6	7	1	1	2	2	1	4	5	4	5	2	6	2	2	7	1	10	3	6
50000	-196.378204220955325	-194.743853647360680	-1.634350573594640	0.000285867425640	0.000064618697516	0.226044283887959	0.328603563850487	3	9	10	14	11	12	16	19	19	19	21	22	22	22	24	24	24	25	26	27	31	33	0	0	1	1	0	1	6	7	7	7	8	5	5	11	5	9	3	8	3	19	16	14	1	1	3	4	1	4	2	2	2	2	1	7	5	1	6	2	8	3	6	1	5	6
50500	-195.251704818345331	-193.394493340135881	-1.857211478209452	0.000257871299414	0.000042287629719	0.163987344909567	0.310176845221606	2	6	11	12	11	14	16	22	18	21	20	21	22	24	23	23	24	26	26	28	31	32	0	0	1	1	0	3	6	3	4	3	7	5	5	7	5	7	6	14	17	14	8	7	1	1	4	3	1	2	1	5	3	5	2	6	5	4	5	4	4	1	1	2	6	8
51000	-180.803510433243730	-178.659428797353002	-2.144081635890720	0.000186266009016	0.000022201892532	0.119194546816547	0.240391918393611	2	8	10	12	11	14	16	21	19	19	21	22	21	23	22	23	25	27	27	27	31	34	0	0	1	3	0	4	3	4	7	6	10	5	5	10	5	9	10	8	10	14	14	14	1	1	3	1	1	1	3	4	2	4	1	6	7	3	5	2	3	3	4	2	6	6
51500	-199.489789861048848	-197.480559068746572	-2.009230792302284	0.000295396502019	0.000040542704975	0.137248426091565	0.402572004342609	2	6	11	13	10	14	15	21	19	21	20	22	21	23	23	23	22	25	25	26	32	33	0	0	1	1	0	3	6	6	7	6	3	5	5	10	2	9	11	17	6	16	19	7	1	1	4	5	1	2	1	3	2	4	5	7	4	1	7	2	1	2	5	1	3	9
52000	-194.414130785765678	-192.837329445483675	-1.576801340282005	0.000213351112189	0.000053458938698	0.250567893224397	0.319040235444995	2	7	10	13	11	14	15	22	19	20	21	22	22	23	23	24	24	26	25	28	32	31	0	0	1	1	0	3	6	6	7	6	9	5	5	11	5	10	9	6	6	7	20	11	1	1	4	6	1	2	1	5	3	4	1	6	5	1	5	2	3	6	5	6	2	5
52500	-197.948812701528823	-196.389621740994670	-1.559190960534144	0.000306082153400	0.000079363166561	0.259287141308846	0.385314125517942	2	9	10	12	11	15	16	21	20	22	20	22	21	22	24	22	24	26	26	28	30	34	0	0	1	1	0	3	6	11	7	9	3	2	5	9	5	7	8	17	3	16	9	21	1	1	3	5	1	2	1	1	2	2	6	7	6	1	5	3	1	1	8	2	3	2
53000	-194.882486546957892	-192.692095490372594	-2.190391056585289	0.000344974890732	0.000039286746782	0.113882916807573	0.403463278910818	2	8	11	13	11	15	17	22	20	21	20	23	19	23	24	22	24	27	26	28	30	33	0	0	1	1	0	4	6	6	7	6	7	5	5	10	5	10	10	10	17	8	20	11	1	1	5	4	1	2	1	6	2	3	2	7	4	1	6	1	1	3	1	3	1	7
53500	-190.103720190912099	-188.535620618465742	-1.568099572446363	0.000258045748698	0.000065748181093	0.254792731230164	0.218689955615156	3	8	11	13	12	15	17	20	19	21	21	22	20	23	23	23	24	26	27	27	31	34	0	0	1	1	0	3	4	7	7	3	9	2	2	10	5	9	8	6	8	7	11	11	1	1	5	5	1	2	2	1	1	4	1	6	6	1	4	2	2	6	3	4	4	8
54000	-207.521894793818234	-206.034213603003337	-1.487681190814902	0.000218168798257	0.000066231969679	0.303581310473262	0.245771496579376	3	9	11	12	11	13	17	22	18	21	20	22	20	23	23	23	24	25	26	28	30	31	0	0	1	1	0	1	3	9	3	9	9	5	5	3	5	11	10	8	14	6	16	20	1	1	3	5	1	4	5	2	5	2	1	5	5	5	5	2	2	2	1	8	3	1
54500	-200.852856825996753	-199.057492635301912	-1.795364190694826	0.000304336678876	0.000054073239545	0.177675723295223	0.254713310327770	2	8	10	12	11	14	14	20	19	21	21	23	21	23	23	23	24	27	26	27	31	32	0	0	1	1	0	1	3	7	7	7	9	5	5	10	5	11	8	8	10	14	11	10	1	1	5	6	1	9	2	3	3	3	1	7	5	2	7	1	1	4	3	3	5	6
55000	-185.621052911979177	-184.117684249169656	-1.503368662809516	0.000352904834136	0.000103161466519	0.292320922073999	0.358132137735370	3	9	10	13	11	13	16	21	20	21	20	22	20	23	23	23	24	27	26	27	30	33	0	0	1	1	0	3	6	6	6	11	7	5	2	8	2	11	9	11	10	3	11	11	1	1	3	5	1	2	1	4	4	1	2	6	6	1	7	2	2	4	3	7	4	7
55500	-194.652660879359388	-192.949855066294816	-1.702805813064558	0.000380610810696	0.000077131627470	0.202652224536178	0.493100267888354	2	9	10	13	11	15	17	21	20	22	20	22	20	24	24	22	24	27	25	27	28	33	0	0	1	1	0	3	6	7	7	8	6	5	5	8	2	7	11	17	7	19	14	14	1	1	5	5	1	3	1	2	2	1	4	4	4	1	7	2	2	1	4	1	2	4
56000	-189.921718722205981	-188.445802454622708	-1.475916267583275	0.000132018702315	0.000041295159066	0.312797795630378	0.295372644802025	2	6	10	13	10	15	17	21	19	22	20	19	21	24	23	22	25	26	26	28	31	34	0	0	1	3	0	4	3	6	7	8	3	5	5	11	12	3	3	6	8	14	3	14	1	1	4	1	1	2	3	2	1	1	4	3	5	2	2	6	7	4	2	2	10	4
56500	-176.303213878752899	-174.411919956372884	-1.891293922380018	0.000121838891710	0.000019157326858	0.157234907420441	0.284203819588561	2	9	10	14	11	12	16	21	19	21	20	22	21	24	23	24	23	26	26	27	31	33	0	0	1	6	0	3	3	3	7	4	7	5	5	7	13	9	8	8	8	14	3	7	1	1	4	1	1	1	3	5	1	2	3	6	5	4	2	3	1	3	2	1	9	8
57000	-186.917753487264093	-185.232636480993790	-1.685117006270317	0.000144914722928	0.000030173755561	0.208217322239593	0.451984360808233	2	7	10	14	12	15	16	21	18	21	20	21	21	24	24	23	23	25	25	27	32	33	0	0	1	3	0	3	3	4	7	6	3	5	5	8	12	9	8	6	11	7	11	7	1	1	4	2	1	2	4	3	1	4	5	5	4	1	2	2	1	4	3	5	5	7
57500	-185.164922354374397	-183.340212460242725	-1.824709894131660	0.000159477316250	0.000027259464974	0.170930045820212	0.226129212721002	1	8	10	13	12	14	16	20	19	21	21	21	21	24	23	22	24	26	27	28	31	32	0	0	1	3	0	4	3	4	3	6	3	5	5	16	13	11	10	4	18	7	14	11	1	1	5	1	1	1	3	4	5	4	4	5	4	2	1	1	1	8	1	6	5	5
58000	-176.979572288634813	-175.300863000784631	-1.678709287850184	0.000147862875601	0.000031096886978	0.210308955858762	0.385540439596865	2	7	11	14	11	14	16	21	19	22	21	21	21	23	23	24	25	25	27	26	31	32	0	0	1	3	0	3	3	3	7	4	7	5	5	10	13	9	10	8	17	7	14	14	1	1	4	2	1	1	2	4	2	5	3	4	5	1	1	3	2	2	1	5	4	3
58500	-184.437737332053217	-182.852176224055995	-1.585561107997233	0.000158042819918	0.000038952603179	0.246468667156200	0.505048431146165	3	8	10	14	10	14	17	22	19	21	20	22	20	22	23	23	24	26	26	25	30	33	0	0	1	3	0	3	4	6	7	6	7	5	5	11	12	10	4	8	10	11	14	14	1	1	3	3	1	2	1	3	1	4	2	6	6	1	1	1	5	2	3	3	5	3
59000	-172.611615557122576	-170.997555145529446	-1.614060411593120	0.000167026966043	0.000039098463601	0.234084738094806	0.333232868194301	3	8	9	13	11	15	17	22	19	19	21	22	21	22	24	23	24	25	26	27	30	33	0	0	1	3	0	4	4	10	3	6	7	5	5	11	12	11	8	6	17	14	11	7	1	1	3	2	1	1	3	1	4	2	3	4	4	1	1	1	1	4	1	2	5	7
59500	-205.228233978510133	-203.499531283570093	-1.728702694940038	0.000165726258829	0.000032318680177	0.195012428359970	0.258424467824077	2	8	11	13	11	14	16	20	19	22	20	21	20	24	23	22	24	25	26	28	31	32	0	0	1	3	0	3	3	3	3	11	3	5	5	8	12	4	11	8	17	16	9	9	1	1	5	2	1	2	3	5	6	1	5	7	5	2	2	6	2	3	1	4	5	7
60000	-181.731110408718934	-179.957720291237450	-1.773390117481482	0.000132795400966	0.000024309345380	0.183058639102506	0.497084301748292	3	8	11	13	12	15	15	21	19	20	20	22	21	23	23	23	23	27	26	28	32	32	0	0	1	3	0	3	3	4	7	6	7	5	5	11	13	11	10	8	8	11	14	11	1	1	4	1	1	2	2	3	3	2	3	4	3	1	2	1	1	3	2	6	5	5
60500	-178.914122871190813	-177.303545112457499	-1.610577758733309	0.000109849628461	0.000025872448634	0.235526045894291	0.360363340905554	3	6	10	13	12	15	17	19	20	22	21	22	22	24	24	23	23	27	26	27	30	34	0	0	1	3	0	4	3	3	7	8	7	5	5	7	12	9	8	6	17	11	14	21	1	1	4	2	1	1	4	5	1	2	2	5	6	4	1	2	2	7	2	3	3	2
61000	-169.662210180265930	-167.680092009911505	-1.982118170354418	0.000150981456192	0.000021354724555	0.141439386619375	0.415633508172074	2	9	11	14	12	14	17	20	20	21	20	22	21	22	24	23	24	26	26	27	30	33	0	0	1	3	0	3	3	3	7	8	7	5	5	11	13	9	8	6	17	7	14	20	1	1	3	2	1	2	4	4	1	1	1	4	3	1	1	2	2	6	1	5	4	2
