step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
15000	-194.182767821522646	-192.094335751092871	-2.088432070429771	0.000122415232201	0.000015440947944	0.126135838375266	0.728957094891083	0	2	1	4	4	3	6	5	3	5	3	5	5	7	5	6	6	8	6	7	7	8	7	8	8	8	9	9	8	10	12	13	13	14	14	14	15	0	1	0	9	11	3	1	3	2	9	3	5	5	12	11	4	5	5	4	15	15	12	8	15	19	5	12	23	15	29	25	29	31	28	31	27	31	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	1	3	1	2	2
15500	-207.791881391789900	-206.218367251020538	-1.573514140769371	0.000122152595294	0.000030800217185	0.252145417875608	0.721636479970954	-1	1	1	3	3	5	4	4	4	5	4	6	5	6	6	6	6	8	7	4	7	6	7	7	9	7	11	10	10	10	14	12	13	14	14	13	16	0	1	0	2	3	3	4	3	2	2	5	20	20	3	20	10	20	15	16	5	5	5	13	13	19	22	22	6	24	24	33	23	25	27	33	15	31	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	3	2	2	1	3	1
16000	-179.360128169780012	-177.621058284466670	-1.739069885313351	0.000122486837227	0.000023530759959	0.192108478688342	0.797486388158266	-1	2	1	3	4	2	5	3	4	5	3	4	5	6	7	7	6	7	6	5	6	7	7	8	9	8	11	11	9	10	14	13	12	13	13	15	15	0	1	0	2	11	3	4	6	4	2	3	11	5	12	14	10	5	20	10	6	11	20	13	15	19	18	15	23	15	29	35	20	19	28	33	32	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	4	4	1	1	1	1
16500	-197.892197795078317	-196.217753689885910	-1.674444105192412	0.000134568448173	0.000028491463368	0.211724692936422	0.722472473028691	-2	3	1	3	5	4	6	5	5	4	3	5	5	5	7	6	7	7	6	7	8	8	7	8	10	8	12	10	6	10	15	12	13	13	14	14	15	0	1	0	1	11	3	10	3	1	2	3	11	11	11	14	10	14	5	10	14	11	5	13	29	19	12	28	23	11	24	33	13	25	28	33	24	33	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	4	1	2	1	3	1
17000	-209.211217010739148	-207.218300588166926	-1.992916422572230	0.000148198198518	0.000020709858827	0.139744335859255	0.712434233601257	0	2	1	3	4	4	6	5	4	5	5	4	5	6	6	7	7	8	7	5	7	7	7	6	9	9	10	10	9	10	13	11	11	13	14	14	15	0	1	0	1	3	3	9	3	1	4	12	3	12	11	20	7	6	20	10	12	11	8	11	6	19	8	24	23	22	26	33	27	25	28	33	34	33	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	2
17500	-184.612069312003996	-182.728643998263237	-1.883425313740766	0.000116247957020	0.000018454273263	0.158749226535428	0.801568353680095	0	2	2	2	3	4	5	5	4	4	4	5	4	7	7	7	6	7	6	6	7	7	8	7	8	7	10	9	9	10	15	11	12	14	13	14	15	0	1	0	1	3	3	4	13	2	2	5	5	5	12	11	7	5	20	10	11	8	12	13	5	19	12	21	8	18	14	35	29	25	28	33	14	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	3	1
18000	-173.323843887801615	-171.832357257549972	-1.491486630251635	0.000109100419980	0.000032811817186	0.300748770650278	0.827959547320769	0	2	1	2	3	4	5	5	4	5	4	5	5	7	6	7	7	7	7	5	7	7	7	7	10	8	10	9	10	11	14	12	12	13	13	14	15	0	1	0	1	3	3	4	6	2	2	5	5	5	12	20	10	12	11	7	5	15	20	13	12	19	15	22	18	24	29	33	29	25	28	25	29	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1
18500	-192.746279814409206	-190.938277962916459	-1.808001851492746	0.000135446864248	0.000023664128510	0.174711527223868	0.820025222553490	0	3	1	3	3	4	5	5	4	4	5	5	5	6	6	6	7	7	7	6	7	7	6	7	9	7	11	9	9	8	13	13	13	15	14	14	15	0	1	0	1	3	3	2	6	1	2	5	5	5	5	12	2	14	12	9	12	12	12	11	20	4	11	18	23	15	24	25	29	25	27	33	27	33	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1
19000	-204.453287911142098	-202.920900167781070	-1.532387743361034	0.000091064155366	0.000024949853585	0.273981057472587	0.681828319043882	0	2	2	3	5	5	4	3	4	5	4	5	5	6	6	6	7	8	6	7	7	7	7	7	9	8	11	10	8	10	15	11	14	15	13	15	14	0	1	0	1	3	8	4	3	2	7	3	11	11	12	12	10	12	15	4	12	11	15	13	14	19	11	21	23	24	24	35	18	35	28	25	29	35	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	3	1	1	2	1	1	1	3	2	2	1
19500	-177.931927352889375	-176.327809776097496	-1.604117576791867	0.000101129149728	0.000024094061666	0.238250412771270	0.907786456609626	-1	2	1	4	5	3	6	5	4	5	3	4	4	6	7	7	5	8	6	5	8	7	7	8	9	8	10	11	10	10	14	12	13	13	14	14	16	0	1	0	2	11	3	4	6	1	9	3	11	11	20	5	10	11	5	10	11	20	12	13	15	19	15	18	23	24	24	33	30	25	28	33	32	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2
20000	-191.987058656001352	-190.483974385237389	-1.503084270763972	0.000087850787674	0.000025697735870	0.292515713862424	0.754153526348185	-1	2	2	4	4	4	5	4	3	5	3	4	4	7	6	6	6	8	7	7	8	6	7	8	9	9	9	10	8	10	15	10	13	14	11	13	15	0	1	0	9	11	3	1	3	2	9	3	11	11	6	12	7	5	12	10	11	20	12	13	22	19	11	22	23	22	24	33	24	35	28	25	20	33	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1
20500	-195.174009739347724	-193.496554146044843	-1.677455593302872	0.000092868050972	0.000019569445312	0.210723118528116	0.776522329389174	-1	2	1	4	4	4	5	3	2	4	4	6	5	7	6	7	6	7	5	6	6	7	7	8	9	7	11	10	8	10	15	12	12	14	14	14	16	0	1	0	9	3	3	1	3	1	9	8	11	5	15	5	7	11	11	10	11	5	11	13	15	19	13	14	12	26	24	33	22	25	28	33	27	33	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	2	2
21000	-201.011186632878207	-199.219136682783954	-1.792049950094266	0.000113248929634	0.000020211375489	0.178468578507934	0.788620595671746	-1	1	1	3	5	5	6	5	3	4	3	4	5	5	5	7	6	8	6	6	7	7	7	8	8	9	10	9	10	7	14	11	12	13	13	14	16	0	1	0	1	11	3	2	11	1	2	3	11	11	11	11	9	11	22	9	15	20	20	12	22	19	6	18	14	24	6	33	29	25	28	33	30	31	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	3	1	3	1
21500	-186.112437059085295	-184.575486854971331	-1.536950204113969	0.000086882788112	0.000023575104875	0.271343788417300	0.858019482608692	-1	2	2	4	4	4	4	5	4	6	3	5	4	7	6	7	7	7	7	6	8	7	6	8	9	7	10	10	9	10	14	12	13	14	12	13	15	0	1	0	1	11	3	2	3	2	2	3	11	11	15	5	4	15	11	10	5	20	11	13	18	19	12	14	23	24	24	33	30	35	28	19	29	31	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1
22000	-203.626451683368174	-201.899475529617604	-1.726976153750572	0.000102165546882	0.000019973802860	0.195504291515577	0.707134286175643	0	2	1	2	4	5	6	5	2	4	3	5	4	6	5	7	7	7	6	6	8	6	8	7	10	8	9	10	9	10	14	12	12	13	13	14	15	0	1	0	1	11	3	2	13	1	9	3	5	11	15	11	10	6	5	10	5	5	11	13	6	19	6	14	18	24	6	25	27	19	28	25	30	33	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	3	1	1	2	1	2	2	1	2	1	2	2	2
22500	-171.642004066678936	-170.278950458886470	-1.363053607792463	0.000080741267021	0.000042327186264	0.524232376156437	0.939106568366846	0	2	2	3	5	4	3	4	4	5	4	6	5	7	6	6	6	7	7	6	7	7	8	7	9	8	10	10	9	11	14	10	12	14	13	12	16	0	1	0	2	11	3	2	3	4	7	3	11	11	5	11	10	11	5	10	11	11	11	13	12	19	12	14	23	24	29	33	24	25	28	33	29	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
23000	-203.488552000671348	-200.862950427307567	-2.625601573363772	0.000103191253754	0.000008052789423	0.078037518976855	0.684355157919756	-1	3	0	4	3	3	5	4	5	6	5	5	5	5	7	6	6	8	7	6	7	8	7	7	10	8	10	11	9	10	14	11	11	14	13	14	15	0	1	0	1	3	3	2	5	2	9	5	5	5	3	11	2	6	17	9	12	20	11	8	11	19	20	18	23	24	24	35	30	19	28	33	14	33	1	2	1	2	2	2	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	2
23500	-187.735182271140189	-186.207780076059009	-1.527402195081170	0.000127933235639	0.000035428967454	0.276933255666237	0.864004285222064	0	1	2	3	3	3	5	5	3	5	4	6	4	6	5	4	6	8	5	5	7	7	7	6	9	8	11	11	10	10	14	12	12	13	14	14	15	0	1	0	1	3	3	9	5	2	16	5	20	5	20	11	4	5	20	9	5	15	20	13	20	19	17	29	23	24	24	33	29	25	28	33	27	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	2
24000	-184.334437199055003	-182.545885146682821	-1.788552052372181	0.000083529830431	0.000014977946246	0.179312542218098	0.638046906460562	0	2	1	3	5	5	5	4	3	5	2	4	5	6	6	6	6	8	7	6	6	7	7	7	9	8	11	10	10	10	14	12	12	14	14	13	16	0	1	0	2	12	3	2	11	1	2	3	11	11	12	11	10	6	15	10	11	12	12	20	5	19	6	12	23	24	24	33	29	25	28	33	27	31	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	4	1	2	1	1	1	2	2	1	2	1
24500	-189.156656563988463	-187.454343202712693	-1.702313361275768	0.000109718943938	0.000022251350090	0.202803174101932	0.835721340371422	0	3	1	4	4	4	5	3	4	5	3	6	4	5	5	7	6	7	7	5	8	8	7	7	9	8	10	9	10	9	14	12	13	15	13	14	16	0	1	0	2	11	3	4	3	1	2	3	5	8	11	11	10	20	20	10	11	15	18	13	15	19	18	22	23	24	24	33	29	25	28	25	27	31	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1
25000	-211.152076101998802	-209.720112247501987	-1.431963854496817	0.000088530299761	0.000031480612264	0.355591389039583	0.699019515052595	0	1	1	3	4	5	3	4	4	5	5	6	5	7	6	7	6	8	7	6	7	6	7	6	9	5	12	9	10	9	12	12	13	15	13	13	15	0	1	0	1	3	3	2	3	4	7	3	3	5	22	13	4	6	15	10	5	11	6	11	11	19	5	14	23	24	24	25	29	31	28	25	29	33	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	4	2	1	1
25500	-185.182735846792326	-183.268357970298979	-1.914377876493343	0.000163375398859	0.000024986117418	0.152936841117154	0.782579670428109	-1	2	1	3	4	5	4	3	5	5	3	5	4	5	7	6	7	7	6	6	7	6	6	7	9	8	11	10	9	10	15	12	13	15	14	14	16	0	1	0	2	11	8	2	3	4	2	3	11	11	5	12	2	12	22	10	11	5	12	13	12	19	15	14	22	24	29	35	30	25	28	33	27	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	3	1	1	1	1	2	2	1	2	1
26000	-182.419408187608894	-180.940526529230397	-1.478881658378487	0.000111323934438	0.000034555573189	0.310405604718100	0.887379186360066	0	2	1	3	4	4	5	5	4	5	3	5	5	5	6	6	6	8	6	6	7	6	7	7	9	7	11	10	9	10	14	12	13	12	14	14	16	0	1	0	1	11	11	4	6	1	2	3	11	5	11	12	4	12	14	10	5	15	5	13	12	19	11	26	23	24	29	25	27	25	28	33	29	31	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1
26500	-197.732995346912929	-195.659444760954898	-2.073550585958036	0.000111349111825	0.000014264509312	0.128106179548893	0.691356666432830	-1	2	1	2	3	3	6	5	4	5	4	6	5	5	6	7	6	4	6	6	7	7	7	8	8	9	12	9	9	11	14	12	11	15	12	15	16	0	1	0	1	3	3	9	5	1	4	5	18	5	5	18	10	11	5	10	5	20	20	13	20	19	20	8	23	14	24	35	24	19	28	33	29	31	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	1	2	3	2	1	5	1
27000	-185.437362263879521	-183.696697397208425	-1.740664866671094	0.000122888388192	0.000023553904099	0.191669078305327	0.750586752356166	0	2	1	3	3	5	5	3	4	4	5	5	5	7	5	7	6	6	6	6	7	7	6	7	8	8	11	10	9	10	15	12	11	15	13	14	15	0	1	0	2	3	8	1	3	2	2	5	5	5	18	5	7	11	11	10	11	15	11	13	6	19	20	29	23	24	5	35	17	25	28	33	27	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	3	2	2	1	2	2
27500	-201.969509397425639	-199.210111263989916	-2.759398133435736	0.000121229670419	0.000008538695499	0.070434040362460	0.679287291899880	-1	2	1	3	3	2	5	5	5	4	4	6	4	6	5	7	6	6	7	7	8	5	7	7	9	9	10	10	9	9	15	12	13	13	14	13	16	0	1	0	1	3	3	2	3	1	2	5	11	5	22	5	10	11	11	7	15	15	5	12	22	10	20	23	23	24	24	25	20	25	28	33	20	33	1	2	1	2	1	1	2	2	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	3	2	2	1	1	2	1
28000	-186.032701851792979	-184.389776766969987	-1.642925084823005	0.000122193087850	0.000027226711494	0.222817116523603	0.858784601889570	0	2	2	1	3	4	6	5	3	5	4	6	5	4	7	7	6	6	7	5	7	6	6	5	8	9	12	10	8	10	15	12	13	14	14	14	15	0	1	0	1	3	3	9	3	2	1	5	11	5	5	11	10	14	14	10	14	12	6	8	5	19	15	30	23	24	29	35	15	25	28	33	32	33	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1
28500	-213.095282345247000	-210.984389547256711	-2.110892797990287	0.000152051018346	0.000018741176559	0.123255843747223	0.798792080630107	-1	2	1	2	3	4	5	4	5	6	4	5	5	7	6	7	5	7	7	7	7	7	7	6	7	9	11	10	8	9	13	13	13	12	11	14	14	0	1	0	1	3	3	4	3	2	2	5	11	11	12	12	9	5	6	2	12	11	12	8	11	10	23	14	12	14	18	25	29	35	28	19	27	33	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	3	2	1	1	1	1	1
29000	-208.872469255693289	-206.885884496956066	-1.986584758737225	0.000097619206250	0.000013738340645	0.140733992549854	0.669480887823274	-1	3	2	3	3	4	5	5	3	4	4	5	5	6	6	7	6	8	7	6	7	7	7	7	9	8	11	10	9	9	14	11	14	12	10	15	16	0	1	0	1	3	5	9	5	1	1	5	5	5	12	6	2	12	14	10	5	20	11	13	6	19	11	14	29	6	20	35	15	35	28	16	29	31	1	3	1	2	1	1	1	1	2	3	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	2	1	3	2	2	3	2	2	2	2	1
29500	-207.708792217983330	-206.013267364350952	-1.695524853632388	0.000077464816676	0.000015873071290	0.204906846378209	0.684745120436904	0	2	2	3	5	4	6	6	5	4	5	4	5	6	6	7	6	8	7	7	7	7	8	7	9	8	8	10	9	11	14	11	11	12	13	14	16	0	1	0	2	12	3	9	12	2	2	6	3	12	12	12	4	12	14	1	5	11	5	14	11	19	15	15	14	15	29	33	29	25	28	33	24	31	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1
30000	-187.915834523721685	-185.668648780601302	-2.247185743120383	0.000084699402561	0.000009136892667	0.107874346112283	0.736367521154054	0	1	1	3	5	3	4	5	3	4	4	2	4	6	5	6	7	7	6	7	7	7	6	8	9	8	12	9	10	10	15	12	12	13	13	13	14	0	1	0	1	11	3	1	3	2	2	12	3	12	11	12	10	5	12	10	5	5	5	13	18	19	8	26	18	12	24	37	29	25	28	33	29	33	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1
30500	-198.185507811358406	-196.638266372450204	-1.547241438908201	0.000082178345150	0.000021827176016	0.265607392991456	0.672577739061375	-1	3	1	3	5	4	5	5	4	5	5	3	4	6	7	7	7	5	7	6	8	7	6	7	9	8	11	10	10	10	15	12	11	14	13	13	16	0	1	0	1	12	3	4	3	1	2	6	3	12	5	5	10	11	12	2	18	14	5	13	5	19	22	22	23	14	24	33	22	25	28	33	11	31	1	2	1	3	1	2	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	2	2	2	1	2	1	3	1
31000	-178.098102155378683	-175.852314655394622	-2.245787499984047	0.000108353901992	0.000011703966407	0.108016104558416	0.844576733145274	0	3	2	3	4	5	6	6	5	5	3	5	5	6	6	7	6	8	6	6	6	7	8	7	8	8	11	10	9	11	14	12	12	14	14	11	14	0	1	0	1	11	3	9	6	4	2	3	11	5	5	11	10	13	20	10	5	5	15	22	15	19	6	29	23	24	29	33	27	25	28	33	6	33	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
31500	-194.181150984397817	-192.608448584498262	-1.572702399899564	0.000084252716322	0.000021277044534	0.252538380520257	0.785041255729398	0	2	1	2	4	3	4	6	4	5	3	6	5	7	6	4	7	4	6	6	7	8	8	7	9	8	10	11	9	10	14	12	12	15	13	12	15	0	1	0	1	11	3	2	6	2	16	3	5	11	12	5	4	5	11	10	11	12	15	13	18	19	5	12	27	20	12	33	27	25	28	33	14	33	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	2	1
32000	-199.718489754699334	-197.974111160555083	-1.744378594144259	0.000093096945096	0.000017749250463	0.190653414507414	0.602638687568718	0	1	1	3	4	4	6	6	4	5	2	4	5	6	6	7	6	6	7	6	8	8	7	6	10	7	9	11	9	9	14	12	12	14	14	14	15	0	1	0	1	11	3	2	3	1	4	3	11	11	5	12	10	13	5	10	11	15	5	13	5	19	5	12	23	24	6	33	29	25	28	33	14	33	1	1	1	1	1	2	3	2	2	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	3	2	1	2	2	1	1	2	1	4	2
32500	-198.167590659885576	-196.028760069592948	-2.138830590292614	0.000123340012587	0.000014778889184	0.119822342110856	0.612045170320574	-1	1	1	3	5	5	6	6	4	5	3	5	5	6	6	7	6	5	5	7	7	8	7	7	9	8	10	10	9	10	11	11	14	14	14	14	15	0	1	0	2	11	11	1	3	2	4	3	11	11	13	12	7	11	11	1	5	8	11	13	15	19	14	29	23	24	24	25	15	31	28	31	22	31	1	1	1	1	1	1	4	3	2	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	2	1	2	1	3	2	2	2	3	2
33000	-182.161504473792434	-180.328468499351288	-1.833035974441159	0.000109728777204	0.000018555265337	0.169101176648107	0.846387789834732	0	1	2	2	4	4	6	5	2	4	5	5	5	6	6	6	7	8	5	6	7	7	7	8	10	8	12	11	9	10	15	12	12	14	13	12	14	0	1	0	1	3	3	9	6	1	9	5	5	5	11	5	10	5	11	10	11	14	20	13	3	19	5	18	24	22	24	33	29	25	28	33	24	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	1	2	1	1	1	1	2	1
33500	-181.394801128523625	-179.202601127602946	-2.192200000920668	0.000109398437892	0.000012436773395	0.113683281354651	0.845287783625299	0	2	2	2	3	3	6	5	4	4	4	5	5	6	5	6	6	8	7	6	8	7	8	7	9	8	11	11	10	11	13	11	12	14	14	13	15	0	1	0	1	3	3	1	3	2	4	5	11	11	15	11	10	15	14	10	15	12	15	13	12	19	12	29	23	24	24	33	24	25	28	31	32	31	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1
34000	-182.296124197059612	-180.694839995279636	-1.601284201779975	0.000116255909986	0.000027839423927	0.239466741347627	0.856568436184938	-1	2	1	4	3	5	6	5	4	5	4	6	5	7	6	6	6	7	6	4	7	7	8	7	9	8	9	10	9	10	14	12	12	15	13	13	16	0	1	0	2	3	11	4	5	2	9	5	20	5	13	20	10	11	3	9	5	12	15	13	8	19	22	14	23	24	29	33	18	25	28	33	27	31	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1
34500	-183.837377763869085	-181.831621463365451	-2.005756300503641	0.000125473648884	0.000017286953579	0.137773578216725	0.764442600359113	-1	1	1	2	3	3	4	5	4	6	4	6	5	6	5	7	5	8	6	6	8	6	7	7	8	8	11	11	9	11	14	12	12	14	13	14	16	0	1	0	1	3	3	2	6	1	7	5	11	5	13	5	9	11	20	9	15	20	5	13	20	19	5	22	15	24	18	33	27	25	28	33	28	31	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	2	2	1	2	1
35000	-191.733866945332977	-189.938859849439268	-1.795007095893722	0.000093757593905	0.000016666428174	0.177760834933589	0.813667817436422	0	2	1	2	4	3	6	5	4	3	4	5	5	5	7	7	6	7	7	7	7	8	6	8	9	8	12	10	10	10	14	12	12	15	14	14	14	0	1	0	1	3	3	2	6	2	2	3	6	3	5	14	10	14	17	10	14	11	14	12	18	19	20	30	23	24	24	33	24	25	28	33	32	33	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	3	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1
35500	-186.759344941705251	-184.924268118187115	-1.835076823518125	0.000094904098583	0.000016006367105	0.168658333455488	0.711655642236686	0	3	1	4	5	4	6	5	5	5	3	5	5	6	7	7	6	7	7	5	8	8	7	7	9	9	9	9	9	11	14	13	12	15	14	13	15	0	1	0	1	11	11	2	11	4	2	3	11	11	12	11	10	8	11	10	11	15	14	13	12	19	20	22	23	15	29	33	22	25	28	33	29	31	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1
36000	-181.941759524337158	-180.315132662676916	-1.626626861660242	0.000106171622493	0.000024317092849	0.229035709144802	0.808537383625354	0	2	0	3	5	2	4	5	4	4	3	5	5	7	6	6	7	5	6	7	7	7	7	7	9	8	12	11	9	11	14	12	13	13	13	14	16	0	1	0	2	11	3	2	3	2	4	3	11	11	5	13	7	18	11	10	18	12	12	13	12	19	5	29	23	24	29	33	29	25	28	25	29	31	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	3	1
36500	-215.119093073941826	-213.175469677487854	-1.943623396453966	0.000085532090219	0.000012639979049	0.147780546655996	0.590507592408338	0	1	1	2	3	4	6	6	3	3	4	5	5	7	6	6	6	8	5	6	7	6	7	8	8	8	10	9	9	10	15	11	11	14	13	14	15	0	1	0	1	3	3	4	6	4	1	5	11	11	11	5	10	12	11	10	5	12	11	13	20	19	20	5	23	26	24	35	24	25	28	25	29	33	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	2	2
37000	-185.989554516737400	-184.282749078051353	-1.706805438686060	0.000090091361342	0.000018147496265	0.201434366120908	0.709143204162072	-1	2	1	3	3	4	6	6	3	5	4	5	5	7	5	6	6	6	6	6	7	8	8	8	9	8	10	10	9	10	15	12	13	14	14	14	15	0	1	0	2	3	3	2	6	2	9	5	5	5	20	11	10	12	5	10	11	12	15	13	18	19	18	14	23	24	29	33	24	25	28	33	23	33	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	3	2	1	3	1
37500	-205.465600338755110	-203.857616286502946	-1.607984052252174	0.000089421460925	0.000021158174043	0.236611813592039	0.680345415196581	-1	1	0	3	3	4	5	6	5	4	5	5	5	6	4	5	7	7	7	6	8	7	8	8	9	8	11	10	9	11	14	13	12	14	13	15	16	0	1	0	1	3	3	4	3	2	2	5	5	15	15	3	10	20	14	10	11	12	5	15	8	19	12	20	23	20	29	33	24	25	28	33	8	35	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	2	2	2	1	3	1
