step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
38000	-175.409388986658769	-173.859298691845737	-1.550090294813044	0.000126128154079	0.000033306493695	0.264068668392880	0.870254891237235	-1	1	1	3	3	3	5	5	4	5	4	5	4	5	6	7	6	6	6	6	7	7	7	8	9	8	12	10	9	10	14	12	12	12	13	14	15	0	1	0	1	3	3	4	6	4	4	5	5	5	5	14	10	11	12	9	11	12	5	13	15	19	15	28	23	24	29	35	24	25	28	33	24	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1
38500	-177.001750595952103	-175.423683859784035	-1.578066736168078	0.000098008231216	0.000024498769661	0.249966450343634	0.813991851272690	-1	1	2	4	4	4	5	6	3	5	4	3	4	5	6	6	6	8	7	6	7	6	7	6	9	8	11	10	10	10	14	12	12	13	13	14	16	0	1	0	2	12	3	9	6	2	2	12	3	12	5	14	10	11	22	10	12	20	11	13	14	19	20	11	23	24	24	33	27	25	28	33	27	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2
39000	-214.736275846044720	-213.132643941782050	-1.603631904262661	0.000125429577109	0.000029909681271	0.238457961518168	0.725624754805190	0	2	0	3	4	2	4	4	1	4	2	5	5	4	7	6	7	7	6	6	7	6	8	7	9	9	8	10	9	10	14	13	12	14	13	14	15	0	1	0	9	11	3	2	3	1	9	3	14	14	11	20	2	12	14	10	13	22	11	5	14	10	11	22	23	24	24	33	12	25	28	33	27	31	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	4	1	1	1	1	1	4	1	2	1	2	1
39500	-169.308386077026142	-166.985291230307638	-2.323094846718491	0.000086057816358	0.000008657521559	0.100601222822724	0.883621407728735	0	2	2	2	3	4	2	5	4	4	4	5	5	5	6	6	6	7	7	6	8	7	7	8	9	7	11	10	10	10	14	13	12	14	14	12	16	0	1	0	1	3	3	1	3	7	4	5	11	5	5	11	10	12	12	10	11	20	15	13	20	19	12	15	23	24	24	33	29	25	28	33	27	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1
40000	-182.857985370200396	-181.035907619305021	-1.822077750895387	0.000127387744839	0.000021849005151	0.171515754345947	0.769409860837320	-1	1	1	3	3	3	5	5	5	5	4	5	5	7	5	6	4	7	7	6	7	7	6	7	10	9	11	10	9	9	14	13	13	13	12	14	16	0	1	0	2	3	3	4	6	4	4	5	5	5	5	5	10	5	5	10	12	11	5	13	20	19	22	30	23	24	22	35	28	25	28	25	14	33	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2
40500	-201.343866232118188	-199.351734733258468	-1.992131498859721	0.000132772742842	0.000018570442034	0.139866373447829	0.773233422959328	-2	1	2	1	4	4	4	6	3	6	3	5	4	6	6	6	7	7	6	6	7	6	7	7	10	9	11	9	9	9	12	12	14	14	14	14	15	0	1	0	1	11	3	4	6	1	7	3	11	11	5	11	9	12	5	2	11	14	5	22	22	19	22	8	23	24	24	25	29	25	28	31	30	31	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	3	1	1	1	1	1	2	2	1	2	2
41000	-200.488858523952899	-198.902758663687763	-1.586099860265137	0.000129812323240	0.000031962566659	0.246221359120231	0.761542258500106	-1	2	1	4	4	5	5	5	3	4	2	5	5	6	6	6	7	5	7	5	7	8	8	7	9	7	11	10	10	9	14	12	12	14	13	15	15	0	1	0	9	11	3	4	3	1	2	3	11	11	5	3	10	14	5	10	11	15	18	6	18	19	12	14	23	24	24	33	30	25	28	33	32	31	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1
41500	-201.127769040271232	-199.381633313941734	-1.746135726329494	0.000122452231237	0.000023287529477	0.190176440576872	0.626691075869627	-1	1	1	3	4	3	3	5	4	6	3	5	5	5	6	7	6	7	7	6	7	8	8	8	10	9	9	11	10	11	15	12	13	14	14	14	15	0	1	0	1	11	3	2	3	2	2	3	5	11	5	5	4	5	12	10	11	12	13	8	12	19	24	12	23	22	8	33	24	25	28	33	30	33	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	2	2	1	2	1
42000	-204.927923176189722	-202.315229693426375	-2.612693482763343	0.000145601464754	0.000011478533526	0.078835288819819	0.712196530646937	-1	2	1	3	4	5	4	4	4	4	5	3	5	6	7	5	6	6	4	7	8	7	7	8	8	8	10	8	9	10	12	12	11	14	13	14	15	0	1	0	1	12	8	4	12	1	2	12	3	5	5	12	4	11	11	2	11	5	5	13	22	19	22	14	23	17	24	25	29	25	28	33	27	33	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	3	1	3	1
42500	-196.416327190039596	-194.200913079475441	-2.215414110564156	0.000132289183694	0.000014706694492	0.111170800826026	0.769396074704690	-1	1	1	3	3	5	5	6	4	4	4	3	5	6	6	6	7	7	7	5	8	7	8	7	9	8	12	9	9	9	11	11	13	15	13	13	15	0	1	0	2	3	12	2	11	4	1	12	3	5	20	5	10	14	11	10	12	14	14	13	14	19	20	23	23	24	18	19	24	31	15	31	32	33	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	3	1	1	1	2	2	1	4	1	1	1
43000	-189.759592812812741	-187.888880127470657	-1.870712685342082	0.000082236330882	0.000013260727610	0.161251450154097	0.792189422208230	0	2	1	3	4	5	5	6	3	5	4	3	5	5	6	6	7	7	7	6	8	7	7	8	9	8	11	11	9	10	11	13	14	14	13	14	15	0	1	0	1	12	5	4	3	1	9	12	3	11	12	12	10	14	11	10	12	11	14	13	11	19	20	18	23	20	29	19	29	31	28	31	32	31	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	2	2	2	1	1	2
43500	-196.190640051636080	-194.701967769129709	-1.488672282506379	0.000108305621457	0.000032798948136	0.302836987539785	0.859210284320534	-1	1	1	3	4	4	6	3	4	5	5	3	5	6	6	7	6	5	6	6	8	7	7	7	10	6	11	10	9	10	11	11	13	14	13	15	16	0	1	0	2	12	12	9	3	4	4	12	3	12	5	5	10	12	5	10	11	15	11	13	14	19	12	5	23	24	20	19	29	25	28	31	20	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	3	2
44000	-199.867765355110237	-197.484125930966258	-2.383639424143976	0.000109241915269	0.000010415056469	0.095339379975533	0.785358518999668	0	3	1	2	3	3	3	5	4	5	4	6	5	5	6	7	6	7	5	6	8	7	7	8	10	9	10	10	9	11	12	11	13	12	13	13	15	0	1	0	1	3	3	1	6	2	4	3	3	5	5	14	10	5	12	9	14	18	5	13	18	19	20	18	11	24	29	25	29	31	12	31	12	33	1	1	1	1	1	1	2	1	1	1	3	3	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	3	1
44500	-200.841695219490049	-199.102290864379484	-1.739404355110563	0.000098174842868	0.000018851157880	0.192016175722133	0.694409134987555	0	2	1	3	3	5	5	6	4	3	4	6	4	6	6	6	6	8	7	7	7	6	7	8	9	8	10	10	9	11	12	11	14	12	13	14	14	0	1	0	2	3	13	2	6	1	1	5	5	5	11	11	4	11	11	16	11	8	5	13	23	19	22	24	23	24	27	19	24	31	28	31	27	31	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	2	1	1	3	1	1	1	1	2	1
45000	-188.533429309436627	-186.517693669413376	-2.015735640023258	0.000125087748947	0.000017046253161	0.136274361833948	0.755990375864054	-1	1	1	3	4	3	5	6	4	3	5	3	5	6	6	6	6	7	6	5	8	8	7	7	9	8	10	10	9	10	12	12	14	14	14	14	15	0	1	0	1	12	3	2	3	2	2	12	3	5	5	20	9	12	12	10	5	14	11	20	5	19	8	29	23	15	20	25	27	25	28	31	29	31	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	3	2	1	2	2
45500	-178.580126559461945	-176.270775625710343	-2.309350933751616	0.000115778154515	0.000011793086896	0.101859344236747	0.770709396915524	0	2	1	3	4	3	5	6	4	4	3	5	4	6	6	6	7	7	6	6	7	8	8	8	7	8	10	10	10	10	13	12	14	14	14	12	15	0	1	0	1	6	3	4	13	2	2	3	11	11	5	12	10	15	8	10	5	12	15	13	5	19	5	18	23	20	20	25	30	31	28	31	24	31	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	2	1	1	1
46000	-205.047724731654057	-203.171548797309867	-1.876175934344201	0.000114173069523	0.000018286819771	0.160167540801889	0.715451672101139	-1	3	0	3	3	2	5	5	2	5	4	5	5	6	6	6	7	7	7	5	6	8	7	8	9	8	12	11	9	11	14	13	12	14	14	12	15	0	9	0	9	6	3	9	11	1	9	5	5	11	11	11	10	12	12	10	5	11	15	14	18	19	20	18	23	14	18	33	24	25	24	33	14	31	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	3	1	2	1
46500	-178.611864049177342	-177.182829638751286	-1.429034410426053	0.000100720665084	0.000036168496883	0.359097081540910	0.836389418964555	0	2	2	4	4	4	5	5	3	5	3	4	5	6	6	6	6	7	6	7	6	8	8	7	9	8	11	10	9	9	13	11	12	13	14	15	15	0	1	0	2	11	3	2	6	1	9	3	11	5	5	5	10	11	12	10	14	11	5	13	15	19	12	20	23	24	24	33	29	25	28	33	27	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1
47000	-203.681633924027665	-201.466315376956516	-2.215318547071151	0.000125159218429	0.000013915321983	0.111180959402895	0.727094431657571	-1	1	1	4	2	4	5	3	4	6	3	4	5	7	6	6	5	7	6	6	8	8	7	8	7	8	12	10	9	11	14	11	12	13	13	15	15	0	1	0	1	3	8	2	3	2	2	5	8	11	11	12	9	5	11	4	17	13	15	13	13	19	15	28	24	14	29	35	24	19	28	33	22	31	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	3	1
47500	-164.852776780788872	-162.328093389798084	-2.524683390990776	0.000121454339224	0.000010277294995	0.084618590501449	0.978833394614190	0	2	2	3	3	3	6	5	4	4	5	5	5	6	7	6	5	7	7	5	7	7	8	8	10	8	10	10	9	10	14	12	12	12	13	14	16	0	1	0	2	3	3	4	6	2	4	5	5	5	5	11	10	5	11	10	5	11	11	13	14	19	11	22	23	24	24	33	18	25	28	33	32	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
48000	-202.363624783267426	-200.615823617388855	-1.747801165878576	0.000097396621540	0.000018478715975	0.189726457481327	0.742387400268652	-1	3	1	2	4	4	4	6	1	4	4	2	4	6	5	6	6	7	6	6	7	6	8	7	9	8	11	10	10	9	15	12	13	13	14	13	16	0	9	0	9	12	3	9	3	1	4	12	3	12	12	11	7	13	11	9	5	5	11	13	22	19	14	6	13	24	24	33	24	25	28	33	18	35	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	3	1	2	1	2	1	2	1	3	2	2	1	1	3	2	1	1	3	1
48500	-211.412578247590773	-209.574138253934848	-1.838439993655915	0.000111586873980	0.000018739135388	0.167933151273441	0.691671183156229	0	3	1	1	3	4	5	6	4	5	4	6	5	6	6	7	5	8	7	6	7	7	8	8	10	5	10	8	8	10	14	12	12	14	13	14	16	0	4	0	1	3	3	4	6	1	9	5	11	5	5	5	10	11	22	10	5	14	11	13	12	19	5	29	15	21	24	35	24	25	28	33	29	25	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	3	1	2	2
49000	-198.330978087931271	-196.149370208380333	-2.181607879550952	0.000116539483988	0.000013385767437	0.114860363018990	0.666969337113994	0	2	1	3	5	4	4	6	4	4	5	5	5	4	6	5	5	7	6	6	6	7	8	8	9	8	9	11	10	10	14	12	11	14	14	15	16	0	1	0	1	14	3	2	5	4	2	3	14	14	3	5	9	14	12	10	14	12	12	11	15	19	20	12	27	24	24	33	27	25	28	33	29	33	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	2	2
49500	-199.815981125398565	-197.734550519775496	-2.081430605623074	0.000099953162938	0.000012699700058	0.127056510112970	0.781517568448949	-1	2	1	3	4	4	5	4	4	5	4	5	5	3	5	6	7	8	7	5	8	7	7	7	9	8	10	10	8	10	12	12	14	13	13	13	16	0	1	0	1	14	3	9	3	4	4	14	14	5	3	5	4	12	20	10	14	15	12	13	15	19	15	22	21	24	29	19	29	25	28	31	21	33	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2
50000	-190.292707097265549	-188.347782215550239	-1.944924881715311	0.000132106170435	0.000019493342282	0.147558151281560	0.838533197667395	-2	2	1	3	4	5	5	5	5	4	4	6	5	3	7	7	6	6	7	7	7	7	7	7	10	7	12	10	9	10	13	12	12	13	14	14	15	0	1	0	2	14	3	2	14	2	4	14	14	11	3	11	10	11	11	10	6	11	12	6	18	19	14	24	15	24	29	33	29	25	28	31	27	31	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1
50500	-176.962781357704642	-174.833324252147435	-2.129457105557200	0.000112230094160	0.000013574968918	0.120956584944733	0.802269861147147	0	2	1	2	5	4	5	3	3	5	4	5	5	6	7	6	7	8	6	6	7	5	8	8	9	8	11	10	9	10	14	12	13	14	14	14	15	0	1	0	1	11	3	4	3	1	9	3	11	6	11	14	10	6	15	10	11	12	11	13	12	19	20	20	23	12	24	33	29	25	28	33	29	31	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	2	1	2	1
51000	-194.697196697936420	-192.987898530183884	-1.709298167752535	0.000102267422384	0.000020523290850	0.200682586613584	0.849167979628107	0	3	2	3	4	3	5	5	3	5	4	5	5	6	6	6	6	7	7	5	7	8	7	8	10	7	10	10	9	10	14	10	12	15	14	12	15	0	1	0	1	3	3	4	6	1	9	6	5	5	5	11	2	20	15	10	11	14	18	13	12	19	11	22	26	24	24	33	22	19	28	25	30	31	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1
51500	-201.258974238862720	-199.582003071710403	-1.676971167152320	0.000132864053841	0.000028018848503	0.210883588849019	0.788354595616827	0	3	2	4	3	4	3	5	4	5	4	5	5	7	7	7	6	6	7	7	5	6	7	8	10	9	11	10	10	11	14	12	13	13	12	14	15	0	1	0	1	3	3	1	6	2	7	5	11	3	11	12	10	11	5	10	11	5	21	13	11	19	5	18	23	24	26	33	20	35	28	25	20	33	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	3	2	1	1	1	2	1	2	1	2	2
52000	-198.858179826316245	-196.800962414896361	-2.057217411419874	0.000130992398216	0.000017072056171	0.130328602300759	0.712815050850491	0	1	1	4	3	5	4	5	5	6	4	4	4	6	6	6	5	7	7	6	8	8	6	7	9	9	11	10	9	11	14	13	12	14	13	15	15	0	1	0	2	3	13	1	5	1	7	5	5	5	12	5	4	12	5	4	11	20	20	13	14	19	18	29	23	24	24	19	29	19	28	25	22	35	1	1	1	2	1	1	2	1	3	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	2	4	1
52500	-203.194193451339402	-201.306041885794514	-1.888151565544892	0.000137595910453	0.000021717665332	0.157836561131507	0.799116582035651	0	2	1	3	2	4	6	4	4	5	3	6	5	5	5	7	6	8	6	7	8	6	8	7	9	8	11	10	9	11	14	11	12	14	13	11	15	0	1	0	2	3	3	2	3	1	9	5	5	11	11	11	10	15	14	10	15	22	6	13	15	19	22	21	23	18	29	35	26	25	23	25	12	35	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	5	2	2	1
53000	-216.525186914455048	-214.882569763146392	-1.642617151308652	0.000107553591883	0.000023977068592	0.222931360746945	0.664576124894678	-1	2	1	3	2	4	5	5	4	4	4	4	5	5	7	6	5	7	7	6	6	7	8	6	8	9	11	10	8	9	15	13	13	15	12	12	14	0	1	0	1	3	3	2	3	1	2	5	5	5	11	6	10	5	14	10	11	3	12	15	12	19	15	21	15	24	21	33	27	35	28	25	15	33	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	2	3	2	1	2	1	1	1	3	2	2	1
53500	-191.622150185649247	-189.606151245414765	-2.015998940234488	0.000107986519664	0.000014711563130	0.136235181726615	0.684076917232425	-1	2	1	3	4	4	5	4	4	5	5	3	4	6	5	6	6	7	7	6	7	7	8	7	10	9	12	11	10	11	14	12	12	15	13	15	15	0	1	0	1	12	3	1	12	2	2	6	3	12	5	12	10	6	13	10	5	11	11	17	11	19	14	15	23	24	24	33	29	25	28	33	6	33	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	1	2	1	5	2
54000	-219.942392434086685	-218.276961939033015	-1.665430495053660	0.000095438248406	0.000020498283589	0.214780593018676	0.636610090117533	-1	2	0	3	3	5	6	5	4	6	4	6	5	6	6	6	6	5	7	7	8	7	8	8	9	9	9	11	9	10	14	13	12	15	14	14	15	0	1	0	1	3	3	4	11	1	4	5	18	11	5	11	2	6	11	16	18	15	11	20	20	19	14	14	23	24	23	25	12	25	28	33	29	31	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	3	4	2	1	2	2	1
54500	-187.707980363355887	-186.241109425528151	-1.466870937827749	0.000132432738502	0.000042432992752	0.320411653735876	0.934156756437866	-1	2	2	3	3	4	5	4	5	5	4	5	4	5	6	7	6	7	7	6	6	5	7	7	9	8	10	9	10	8	13	13	12	13	14	12	16	0	1	0	2	3	3	4	3	2	4	5	5	5	5	22	10	22	22	10	11	11	5	13	12	19	21	23	23	24	21	25	29	25	28	33	29	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2
55000	-189.450295296738204	-187.821114002203842	-1.629181294534353	0.000081151803654	0.000018505633929	0.228037247429246	0.720415762872760	0	2	1	3	3	5	3	5	3	4	4	5	4	7	7	7	7	5	6	6	8	6	6	7	10	9	11	10	9	11	14	12	12	12	14	15	14	0	1	0	1	3	3	2	3	2	2	5	11	5	5	13	10	20	5	10	11	20	18	13	11	19	18	18	23	24	29	25	29	25	28	33	15	33	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	3	1
55500	-191.129870647630185	-189.481725941947559	-1.648144705682633	0.000085658770395	0.000018921921588	0.220898823326163	0.835280114799353	-1	3	1	2	3	4	5	5	4	5	4	5	5	5	6	7	7	8	6	6	7	8	6	7	10	9	11	10	8	10	14	11	12	14	14	13	16	0	4	0	1	3	3	9	6	2	4	5	6	5	5	11	2	14	20	10	11	11	14	12	14	19	12	22	14	24	24	33	22	25	28	33	28	31	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1
56000	-183.579102359182883	-181.828749745898705	-1.750352613284186	0.000101057812650	0.000019104071384	0.189041014079587	0.720150858916854	-1	2	2	4	5	4	6	6	4	5	4	6	5	7	6	6	7	8	7	5	7	5	7	7	10	9	10	10	9	9	13	12	12	15	14	15	16	0	1	0	2	3	3	9	3	2	4	3	20	11	11	20	10	15	20	10	11	12	11	13	5	19	14	12	23	24	8	33	29	25	28	31	27	31	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	4	1	2	2
56500	-187.273612609203553	-185.571546427347187	-1.702066181856372	0.000127660959737	0.000025899730991	0.202879024600030	0.817522285232857	0	2	1	3	3	4	5	6	3	4	5	5	4	4	6	6	5	5	5	7	8	7	7	7	10	7	12	10	9	10	14	12	12	14	12	15	15	0	1	0	1	3	3	4	6	1	2	5	5	5	5	14	10	5	5	10	18	22	18	13	11	19	14	22	23	24	24	33	30	25	28	25	30	31	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	2	2	1
57000	-189.842122774874412	-188.042669615327355	-1.799453159547059	0.000109079131605	0.000019274992348	0.176706507140505	0.917774343296526	0	2	2	2	4	4	4	3	3	5	4	3	5	6	6	6	4	8	7	5	8	8	7	7	9	6	11	10	9	9	15	12	13	12	12	12	16	0	1	0	1	12	8	9	3	1	1	12	3	12	12	11	10	12	11	10	5	14	14	13	20	19	11	15	29	24	24	33	24	35	28	25	18	33	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1
57500	-193.076268260190091	-191.448523028385921	-1.627745231804175	0.000132096324980	0.000030196882032	0.228597442329956	0.734306677950310	0	2	1	3	4	4	5	5	4	5	4	2	5	6	6	6	7	7	7	6	6	7	7	8	10	9	11	10	10	10	14	11	12	14	13	15	16	0	1	0	2	12	3	4	3	2	2	12	3	11	5	11	2	15	14	10	12	5	21	13	20	19	15	24	8	24	24	35	29	19	28	25	29	31	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	3	1
58000	-185.023694954979902	-183.250942702500794	-1.772752252479119	0.000135295163722	0.000024788706220	0.183219455435111	0.833362152672464	0	2	1	3	4	4	5	6	4	4	4	5	5	6	3	7	6	7	7	6	7	7	7	7	10	8	11	10	9	10	14	12	12	15	13	13	15	0	1	0	1	15	3	9	6	4	2	15	15	11	5	3	10	12	11	10	12	20	12	13	11	19	22	29	20	24	26	33	28	25	28	33	29	33	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	2	1
58500	-194.312884261767834	-192.610092828905380	-1.702791432862461	0.000126403276008	0.000025616461850	0.202656629316905	0.833585103631555	0	2	1	4	5	3	5	6	4	4	4	4	5	7	3	6	6	8	7	7	6	6	7	8	10	8	11	10	9	10	14	13	12	14	14	14	15	0	1	0	2	15	3	4	5	1	2	15	6	15	15	3	10	12	11	10	12	11	12	13	11	19	14	20	23	20	18	33	24	25	28	33	29	31	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1
59000	-196.943976572833492	-195.395262175546947	-1.548714397286544	0.000108356977151	0.000028693929382	0.264809245661570	0.846466245624196	0	2	1	2	4	4	6	6	4	4	5	4	4	5	3	5	7	8	6	6	7	7	7	7	9	8	10	10	9	10	15	12	12	14	14	13	14	0	1	0	1	15	3	1	6	4	4	5	15	15	15	3	10	20	22	10	14	15	11	14	14	19	11	12	15	24	18	37	29	19	27	33	29	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	2	1
59500	-205.441733295220530	-203.451996218053296	-1.989737077167236	0.000101073640496	0.000014174545178	0.140239780699779	0.725668687281269	0	2	1	3	3	5	4	4	4	4	4	5	5	7	5	6	7	6	6	6	7	6	7	8	9	8	10	9	9	8	14	13	10	14	12	15	16	0	1	0	1	3	3	1	3	1	2	5	5	5	18	5	7	18	11	10	5	20	15	22	20	19	18	22	23	24	12	33	29	19	28	33	20	31	1	1	1	2	1	2	2	2	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	2	2	2	1	4	2
60000	-207.779708833987712	-205.786718010064959	-1.992990823922753	0.000139608466163	0.000019507878756	0.139732777616992	0.706663852138728	-1	3	2	1	3	4	6	6	4	5	4	5	5	6	6	6	6	8	6	7	8	8	6	7	8	8	11	10	10	11	15	13	12	14	14	12	16	0	4	0	1	3	5	1	6	4	9	5	5	5	11	11	10	11	20	10	12	12	23	6	15	19	15	17	20	24	23	35	27	25	28	33	17	31	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	2	3	1	2	1
60500	-203.542541644653795	-201.978013337511157	-1.564528307142652	0.000116923971190	0.000029999557526	0.256573200698241	0.748869425069984	0	2	1	1	5	4	4	6	5	5	3	4	5	5	6	6	5	8	6	7	7	7	7	8	9	7	12	10	9	10	14	12	12	15	14	14	15	0	1	0	1	11	3	4	3	1	2	3	11	11	12	14	2	11	22	9	12	15	14	13	15	19	5	22	23	8	29	33	24	25	28	33	32	33	1	1	1	1	1	1	1	2	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	2	2
