step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
62500	-32.639552354102740	-39.495040305062112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589242298032837	7	9	11	13	14	16	14	18	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	2
63000	-33.865049826645361	-40.720537777604733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625525169130191	7	9	11	13	14	15	15	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
63500	-40.083653105425810	-46.939141056385182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796173372722035	8	10	11	14	14	14	14	17	0	1	1	3	3	3	0	3	1	1	2	2	2	1	1	3
64000	-38.734502199428057	-45.589990150387429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588472512915335	7	10	12	14	14	15	13	17	0	1	2	3	3	5	0	3	1	2	1	1	1	1	1	3
64500	-40.801886386335035	-47.657374337294407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.375630708559303	8	11	11	13	13	14	15	18	0	1	1	3	3	3	0	3	1	2	2	1	1	1	1	2
65000	-36.086276919366149	-42.941764870325521	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579340751985497	7	10	11	13	14	15	15	17	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	1
65500	-38.909881064540514	-45.765369015499886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599024366028983	8	11	10	13	14	16	15	17	0	1	1	3	3	5	0	4	1	1	1	1	2	1	1	2
66000	-41.386244749315104	-48.241732700274476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720658515479803	6	10	11	12	14	16	14	15	0	1	1	3	3	5	0	5	1	2	3	1	2	1	1	1
66500	-47.781990213383857	-54.637478164343229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875066472673656	6	10	11	13	12	16	13	16	0	1	1	3	3	5	0	4	1	3	2	1	1	2	1	1
67000	-37.722219511640070	-44.577707462599442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543475339822889	8	11	11	14	13	15	15	17	0	1	1	3	3	5	0	3	1	2	2	1	1	1	1	2
67500	-42.444019410783852	-49.299507361743224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.282052457173792	8	11	10	12	12	14	14	17	0	1	1	3	3	5	0	3	1	2	1	1	1	1	1	4
68000	-34.420226293505529	-41.275714244464901	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.858347838403953	7	10	12	13	14	16	14	16	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
68500	-38.241457645733746	-45.096945596693118	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727064219334474	6	9	10	12	14	15	15	18	0	1	1	3	3	5	0	5	1	2	2	1	2	1	1	2
69000	-37.459740746043146	-44.315228697002517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630161588001055	8	10	11	14	14	16	13	16	0	1	1	3	3	5	0	3	1	1	2	2	2	1	1	2
69500	-40.926626743999876	-47.782114694959247	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888354318252469	8	10	11	14	14	13	14	16	0	1	1	3	3	3	0	3	1	1	2	1	2	1	1	2
70000	-39.496188974381688	-46.351676925341060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555931116198619	5	10	11	13	14	15	15	18	0	1	1	3	3	5	0	3	1	3	3	1	1	1	1	4
70500	-38.589675545674602	-45.445163496633974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.914455996429975	7	10	11	14	13	15	14	18	0	1	1	3	3	5	0	3	1	1	1	2	1	1	1	2
71000	-35.523498511615088	-42.378986462574460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692535508788681	8	10	12	13	13	15	14	17	0	1	1	3	3	3	0	3	1	1	2	1	1	1	1	2
71500	-35.428589994844785	-42.284077945804157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775118372591249	8	9	11	12	13	15	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
72000	-39.531499589183142	-46.386987540142513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739822326968512	8	9	11	12	15	16	15	19	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	3
72500	-44.887431544608873	-51.742919495568245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783744333787052	8	9	11	14	13	14	12	15	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	1
73000	-34.706786360766188	-41.562274311725560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654435285241627	7	11	10	13	14	15	14	18	0	3	1	3	3	5	0	3	1	1	2	1	2	1	1	3
73500	-35.445053820657918	-42.300541771617290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686224129982092	8	10	12	13	14	15	14	16	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
74000	-33.315778020843737	-40.171265971803109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841552069359769	8	10	12	14	14	15	15	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
74500	-34.125589629307846	-40.981077580267218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.913011403435418	8	10	12	13	14	16	13	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
75000	-35.247405485032530	-42.102893435991902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.987371473811166	8	10	11	13	14	15	14	19	0	1	1	3	3	5	0	5	1	1	1	1	1	1	1	1
75500	-48.215995926660199	-55.071483877619571	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645439037923794	5	11	10	14	12	15	14	18	0	1	1	3	3	5	0	1	1	3	2	2	1	1	1	5
76000	-37.729815763710974	-44.585303714670346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.893527683106882	7	10	11	14	14	16	14	18	0	1	1	3	3	5	0	3	1	1	2	2	1	1	1	2
76500	-37.820618146562197	-44.676106097521568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566229623126922	8	10	11	13	14	15	14	17	0	1	1	3	3	5	0	3	1	1	3	1	1	1	1	2
77000	-43.284433698402452	-50.139921649361824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.304578261125281	8	10	11	14	15	14	13	18	0	1	1	3	1	3	0	3	1	1	2	2	4	2	1	3
77500	-34.439299014445218	-41.294786965404590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915550601564511	8	10	11	13	14	15	14	17	0	1	1	3	3	5	0	4	1	1	1	1	1	1	1	1
78000	-32.037275748927456	-38.892763699886828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560530879399104	8	10	12	13	14	16	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
78500	-42.106987159239090	-48.962475110198461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528575593994555	8	11	10	14	14	16	15	18	0	1	1	3	3	5	0	3	1	1	1	1	2	2	1	4
79000	-38.293800688876985	-45.149288639836357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721488623717519	7	9	10	13	14	16	14	19	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	5
79500	-34.694761336228879	-41.550249287188251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842240816019806	8	10	11	13	14	15	13	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
80000	-34.373778285514987	-41.229266236474359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668653149590350	7	10	12	13	14	16	13	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
80500	-37.354586718346368	-44.210074669305740	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892136943603275	7	9	12	13	14	16	13	18	0	1	1	3	3	5	0	3	1	1	3	1	1	1	1	2
81000	-45.167938804929335	-52.023426755888707	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457747565962965	7	10	10	13	14	14	13	18	0	1	1	1	4	4	0	4	1	1	1	3	1	1	1	1
81500	-45.490133423988631	-52.345621374948003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523309814799467	5	11	12	14	14	15	14	18	0	1	2	3	3	5	0	5	1	4	1	1	2	1	1	1
82000	-41.795274913245805	-48.650762864205177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743822490672353	7	10	12	13	14	14	14	19	0	1	2	3	3	3	0	3	1	2	1	1	1	1	1	2
82500	-43.819603258081592	-50.675091209040964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784530529296008	7	11	12	13	15	13	13	17	0	1	1	3	3	3	0	3	1	2	3	1	1	1	1	3
83000	-40.173793870004566	-47.029281820963938	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565212473195470	8	10	11	13	15	15	14	16	0	1	1	3	3	3	0	3	1	1	3	1	2	2	1	2
83500	-35.021024490866921	-41.876512441826293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643456621561766	8	10	10	12	14	15	14	17	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	3
84000	-38.809455682261081	-45.664943633220453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791391325597072	7	10	11	14	14	16	15	18	0	1	1	3	3	5	0	3	1	1	2	1	1	2	1	3
84500	-35.257504210048822	-42.112992161008194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.909082223385466	7	10	11	13	13	15	14	17	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	2
85000	-38.817964840266335	-45.673452791225706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.916019765066973	8	11	12	13	14	16	14	18	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	2
85500	-42.079753105250518	-48.935241056209890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917168753389094	8	10	10	13	14	12	15	19	0	1	1	3	6	3	0	5	1	1	1	1	1	1	1	2
86000	-35.992801494025883	-42.848289444985255	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553583915222377	7	10	12	13	14	14	15	18	0	1	1	3	3	3	0	3	1	1	2	1	1	1	1	2
86500	-39.092887619730348	-45.948375570689720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384733392114516	7	10	11	13	13	15	14	17	0	1	1	3	3	3	0	3	1	2	2	1	1	1	1	4
87000	-39.094278744521766	-45.949766695481138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523196567674085	8	10	10	13	14	16	14	19	0	1	1	3	1	5	0	4	1	1	1	2	3	1	1	2
87500	-38.381541930624067	-45.237029881583439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816068904567840	7	10	11	14	14	16	14	17	0	1	1	3	3	5	0	5	1	1	2	2	1	1	1	2
88000	-40.608002395503988	-47.463490346463360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.853065418751774	7	9	10	13	13	15	14	16	0	1	1	3	3	5	0	3	1	1	2	2	2	1	1	2
88500	-34.825117159234622	-41.680605110193994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738419384006636	8	10	10	13	14	15	15	16	0	1	1	3	3	5	0	5	1	1	1	1	2	1	1	1
89000	-42.382082414902740	-49.237570365862112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786867708510963	7	10	8	13	14	16	14	17	0	1	1	3	1	5	0	5	1	1	1	2	3	1	1	1
89500	-40.427301573646581	-47.282789524605953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745609566994253	8	10	12	13	14	16	13	19	0	1	1	3	3	5	0	3	1	1	2	1	2	2	1	3
90000	-34.042811347934105	-40.898299298893477	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678438224144476	8	10	11	13	13	16	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	2	1	3
90500	-36.740373553860756	-43.595861504820128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.881029284340548	8	10	10	12	14	16	15	18	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	3
91000	-37.483310639960862	-44.338798590920234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730704728941659	8	11	11	14	13	15	13	17	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
91500	-38.324197736472371	-45.179685687431743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716701792251086	8	10	11	13	14	15	15	18	0	1	1	3	3	3	0	3	1	1	1	1	1	2	1	2
92000	-39.663332493957363	-46.518820444916734	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.854572818274020	8	11	10	14	14	15	14	18	0	1	1	1	3	5	0	4	1	1	1	2	2	1	1	2
92500	-46.939912051367273	-53.795400002326645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660908676493597	7	11	10	13	14	16	14	18	0	1	1	1	3	5	0	4	1	1	1	2	3	2	1	3
93000	-33.527756022194140	-40.383243973153512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.363237204895712	8	10	12	13	14	16	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
93500	-40.625034531108511	-47.480522482067883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779805105109039	8	10	11	13	15	13	15	18	0	1	1	3	6	3	0	3	1	1	2	1	2	1	1	2
94000	-38.504611279219560	-45.360099230178932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626325371804932	8	10	10	13	14	16	13	17	0	1	1	3	3	5	0	1	1	1	1	1	2	1	1	4
94500	-36.737927450250901	-43.593415401210272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.867537955018552	7	9	12	14	14	15	15	17	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
95000	-43.235016032253796	-50.090503983213168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604462446769703	7	9	10	14	13	16	14	17	0	1	1	1	3	5	0	3	1	1	2	3	1	2	1	4
95500	-41.567917577906485	-48.423405528865857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786677573764265	7	10	10	12	14	15	14	17	0	1	1	3	3	5	0	3	1	1	1	2	1	1	1	3
96000	-38.445809237043818	-45.301297188003190	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641035274489606	7	9	11	12	13	16	15	18	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
96500	-37.360854837522581	-44.216342788481953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783695743948987	7	9	11	12	13	15	14	19	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	2
97000	-34.434625640677055	-41.290113591636427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684813959563752	8	10	10	13	14	15	14	16	0	1	1	3	3	5	0	5	1	1	1	1	2	1	1	1
97500	-37.289297680915723	-44.144785631875095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572663518026131	7	9	11	13	13	14	13	18	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	3
98000	-33.520844467535142	-40.376332418494513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776723512204537	8	10	11	13	14	16	14	18	0	1	1	3	3	5	0	5	1	1	1	1	1	1	1	2
98500	-40.279409955070065	-47.134897906029437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752911753998692	7	11	11	13	12	16	14	15	0	1	1	3	3	5	0	3	1	2	2	1	1	2	1	2
99000	-36.041604507267564	-42.897092458226936	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875638092039075	8	10	11	13	14	16	13	16	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	2
99500	-42.137041169787850	-48.992529120747221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556526286117122	7	10	9	14	13	15	15	17	0	1	1	5	3	5	0	1	1	2	1	1	2	1	1	4
100000	-40.456271636249049	-47.311759587208421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774546700080844	8	10	12	14	14	15	14	16	0	1	1	1	3	3	0	3	1	1	2	2	1	2	1	2
