step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-4383.814256026513249	-4382.352173941994806	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.302172774629379	-1	0	4	5	5	4	6	7	6	10	8	9	9	11	11	10	12	12	12	11	12	15	15	15	17	15	16	17	17	18	18	19	19	20	21	21	21	21	22	20	21	20	22	22	23	22	23	23	22	27	25	23	23	24	25	25	25	25	26	26	26	25	27	25	26	26	27	28	27	29	28	27	29	29	28	29	30	30	31	30	30	30	30	29	31	31	32	32	32	34	31	32	33	33	35	34	33	35	34	35	35	36	35	36	39	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	4	4	6	5	5	5	6	6	6	7	7	7	6	7	8	8	8	9	8	9	9	9	10	10	10	10	11	11	11	11	11	12	11	11	11	12	12	12	12	12	12	12	14	13	12	12	13	13	13	13	13	14	14	14	13	14	13	14	14	14	15	14	15	15	14	15	15	15	15	16	16	16	16	16	16	16	15	16	16	17	17	17	18	16	17	17	17	18	18	17	18	18	18	18	19	18	19	20	21
500	-2092.099480207877150	-2089.272067130365031	-2.827413077512284	0.000009982149165	0.000048381039037	4.846755767556850	0.127202321053402	-2	1	2	3	5	5	4	7	7	10	8	10	8	11	11	10	10	9	12	11	12	14	15	16	16	15	13	14	18	17	15	16	19	21	21	21	20	20	22	20	20	17	23	19	24	19	24	23	23	28	25	24	24	25	26	24	26	26	26	26	26	25	27	22	26	26	28	29	28	29	28	28	30	30	29	30	31	31	31	31	31	31	30	30	31	32	33	32	33	33	32	33	34	34	36	35	34	35	35	36	36	36	35	37	40	40	0	1	1	1	3	7	1	5	7	5	5	9	6	11	7	13	11	6	13	13	17	20	16	17	27	21	21	19	26	13	17	27	28	13	31	31	25	25	46	13	23	31	13	27	38	28	25	13	42	28	6	18	20	22	28	35	31	42	13	27	19	46	31	8	27	25	38	42	46	44	31	44	42	32	42	46	3	31	27	27	25	21	27	25	37	85	46	27	32	27	31	10	38	42	64	31	31	10	42	42	58	14	32	64	31	5	1	2	2	2	1	1	3	2	1	4	1	2	2	2	4	1	1	2	3	2	1	2	3	3	2	1	1	1	2	3	3	3	2	6	4	4	2	3	1	5	2	1	9	2	2	5	5	8	5	11	9	8	7	8	11	2	7	8	9	9	7	6	6	11	9	6	6	8	5	4	9	7	11	10	9	7	14	14	12	12	11	11	14	9	7	1	11	14	14	15	14	15	11	15	12	19	13	16	15	16	9	17	13	12	15	22
1000	-1376.738777658524896	-1374.333803985759459	-2.404973672765444	0.000009969280671	0.000034583271989	3.468983683923391	0.207683732906427	-1	0	3	5	5	4	5	7	6	10	9	8	7	11	11	11	12	13	12	11	10	15	15	15	17	16	13	16	17	18	17	19	18	20	21	21	22	21	23	20	21	21	20	20	23	22	23	22	19	27	26	22	23	25	26	25	26	24	26	27	26	25	28	22	26	23	28	28	27	30	29	26	30	29	27	30	31	31	31	31	31	31	30	28	31	31	33	32	33	35	32	32	34	33	36	35	34	36	35	36	36	37	35	37	40	41	0	1	1	3	1	3	3	5	7	8	5	9	6	11	12	13	21	20	13	13	11	19	18	21	27	21	21	19	21	20	27	31	28	20	44	25	32	25	33	20	43	32	20	31	37	33	38	20	27	33	16	40	16	46	33	35	47	64	13	49	62	33	56	49	44	35	57	58	61	56	64	44	58	64	64	61	13	64	64	49	44	49	49	58	58	75	54	64	49	44	49	49	64	31	64	3	64	64	64	49	64	64	75	64	64	58	1	1	2	1	2	1	1	2	1	3	2	1	1	1	2	2	2	1	3	2	1	1	1	3	2	4	2	2	3	2	3	2	2	5	1	2	2	3	2	4	1	1	4	2	1	2	2	6	2	6	8	1	7	3	5	2	2	2	11	5	1	3	2	2	2	1	2	2	1	3	6	4	6	6	4	2	14	7	9	10	6	7	8	4	5	2	6	7	8	10	9	9	10	12	9	21	8	12	12	11	7	9	6	10	14	15
1500	-1140.757038771337193	-1138.903725468257107	-1.853313303080128	0.000009921883109	0.000019546742632	1.970063789089314	0.323892789500826	-1	0	4	5	5	3	6	7	7	9	8	9	9	11	12	10	13	12	13	12	11	16	14	16	18	16	15	17	18	16	19	17	18	19	21	22	21	20	22	21	21	21	20	20	23	22	22	23	20	28	26	24	24	24	22	25	25	24	27	24	25	26	28	22	25	25	27	27	28	30	28	28	27	29	27	29	31	30	32	29	30	29	31	29	32	32	32	33	33	34	31	29	34	33	36	33	33	36	35	36	36	36	35	36	39	41	0	1	1	3	6	1	1	5	7	5	5	9	6	11	7	13	21	13	13	13	5	19	20	21	27	21	21	22	21	20	25	27	28	30	44	32	32	27	33	43	43	32	34	27	38	33	27	40	32	33	30	43	30	39	33	44	47	64	30	49	54	33	35	49	35	44	57	58	61	65	64	66	49	64	58	61	33	73	64	64	63	73	64	58	74	92	69	78	58	44	49	49	58	49	75	5	92	73	58	58	86	68	92	92	83	68	1	1	2	1	1	3	4	2	1	2	2	1	4	2	2	1	1	2	2	1	3	2	1	3	2	2	2	1	4	3	1	1	1	2	1	2	2	3	2	1	1	1	1	2	2	2	4	1	1	5	5	2	5	1	4	3	1	2	6	2	1	4	4	1	3	2	1	2	2	3	4	2	5	6	1	2	13	2	8	4	1	1	5	2	2	2	2	3	6	8	8	8	8	11	6	20	2	7	11	7	2	6	5	4	8	11
2000	-907.324070524329954	-905.583640115830462	-1.740430408499493	0.000009924460159	0.000016804573377	1.693248106948635	0.408408728034770	-1	0	2	4	4	4	5	8	7	10	8	10	9	11	11	10	12	13	12	11	12	14	16	15	17	16	15	17	18	16	19	17	19	21	22	20	22	22	23	20	21	20	23	20	22	20	23	23	21	27	25	24	23	25	25	25	26	23	24	25	26	24	28	22	24	26	28	27	27	30	28	27	26	29	28	30	31	30	32	30	31	30	31	28	31	32	31	32	33	34	31	30	33	33	35	33	32	36	34	35	35	36	36	37	40	41	0	1	1	3	3	3	1	5	7	5	5	9	6	11	9	13	11	13	13	16	11	19	20	21	27	17	21	22	26	20	27	27	28	40	44	32	32	25	33	30	40	32	30	27	36	33	38	40	36	39	34	34	40	62	33	35	47	49	40	49	62	46	31	49	35	56	47	58	61	44	64	66	58	64	68	69	46	73	64	64	72	73	75	73	75	92	69	73	64	81	64	58	58	73	85	49	92	82	73	92	86	97	92	92	96	74	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	3	1	2	2	2	2	2	1	2	3	2	1	1	1	1	2	2	2	2	2	1	1	4	3	1	1	1	2	1	2	2	2	1	1	4	2	1	1	2	2	2	4	3	1	1	1	2	2	1	4	4	1	2	5	1	2	7	2	8	3	2	2	2	1	2	1	2	4	7	3	5	4	8	5	2	9	1	6	7	3	1	2	4	4	5	6
2500	-763.227099919411557	-761.438060190222359	-1.789039729189180	0.000009952457875	0.000018031196548	1.811733018606091	0.520305811938823	-2	0	2	6	4	5	6	7	5	9	9	8	9	12	11	8	13	12	11	11	12	13	15	14	17	15	16	17	17	18	18	19	18	21	22	22	21	22	21	20	20	21	19	21	24	21	23	23	22	26	26	23	23	25	26	25	25	24	26	27	25	23	27	23	25	26	28	26	28	30	28	27	27	30	26	27	30	30	32	30	30	29	31	29	30	32	33	32	32	35	32	33	34	33	35	34	33	36	35	35	35	37	34	37	39	41	0	1	1	3	3	3	9	5	3	5	5	9	16	10	12	6	21	13	13	13	11	19	13	21	27	21	21	22	26	23	25	25	28	30	44	32	32	27	33	30	43	32	23	25	36	28	27	34	42	39	34	34	34	62	39	44	47	64	52	49	62	39	35	49	44	56	57	58	61	44	64	66	68	64	58	61	61	73	68	64	72	73	75	73	75	85	61	78	64	72	85	79	73	82	92	79	79	82	82	86	86	97	97	103	101	104	1	1	2	2	1	1	1	2	2	3	2	2	1	2	1	1	1	2	1	2	2	1	4	1	1	2	2	3	1	2	1	1	1	2	1	2	1	3	2	1	1	1	2	2	1	2	4	1	1	2	2	1	1	1	3	2	1	1	1	3	1	1	3	1	1	1	2	2	2	4	3	1	1	4	1	2	4	2	5	2	2	1	3	1	2	1	4	1	6	4	1	1	5	3	1	1	1	4	5	1	2	2	1	2	4	2
3000	-688.866460991568829	-686.875509928347810	-1.990951063221041	0.000009716193580	0.000022523246235	2.318114192553244	0.627326007965737	-1	0	4	5	5	3	6	8	5	11	9	9	9	11	11	8	13	12	13	12	12	15	14	14	18	15	16	17	17	17	19	19	19	20	22	22	21	21	23	21	21	20	22	23	24	22	23	24	22	27	24	22	23	25	25	25	25	26	27	27	26	24	28	24	26	26	27	27	28	29	28	27	28	28	29	30	31	30	32	30	30	30	30	29	32	32	32	32	32	35	31	32	34	34	35	34	33	35	34	34	34	37	34	37	39	40	0	1	1	3	3	1	9	5	3	11	5	9	16	11	9	6	21	13	16	13	11	19	20	21	27	21	21	22	26	20	27	27	28	30	38	37	32	27	33	30	30	25	30	35	32	33	25	43	42	39	40	40	40	62	33	35	47	64	43	49	54	46	65	49	44	44	57	58	61	56	64	66	58	64	68	61	69	73	74	74	72	73	68	73	75	83	61	78	68	81	75	83	84	82	85	86	92	82	82	86	86	97	97	103	96	104	1	1	3	1	1	2	1	2	1	1	2	2	1	1	2	3	1	2	2	2	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	1	2	2	3	1	2	2	2	1	1	1	3	2	1	1	3	2	1	1	2	1	1	2	1	1	2	3	3	1	1	2	1	2	3	1	3	1	2	1	2	1	2	1	3	1	2	3	2	1	5	3	1	1	1	2	2	1	1	2	1	2	3	2
3500	-677.555525359771536	-675.489631519692466	-2.065893840079027	0.000010017294336	0.000025183041252	2.513956404456925	0.591556047722461	-1	1	4	6	6	5	6	7	7	11	8	9	9	11	11	10	12	13	13	12	12	15	15	15	17	16	15	17	18	18	19	18	19	21	21	22	20	20	23	20	21	20	22	23	23	21	22	24	22	26	25	23	23	24	25	24	25	25	26	26	25	23	28	24	26	26	28	28	27	29	29	28	28	28	27	29	30	30	30	31	30	29	30	29	30	31	31	32	32	35	31	32	34	33	35	34	32	35	34	35	35	37	33	36	39	40	0	1	1	3	3	3	3	5	7	8	3	9	6	11	12	13	14	16	13	13	14	19	20	21	27	21	21	22	26	23	27	27	28	40	25	42	32	25	33	30	30	32	34	35	36	33	25	34	42	39	34	43	30	62	39	35	47	64	43	49	62	46	44	49	35	35	47	58	61	35	64	56	58	64	58	69	61	73	74	79	72	73	75	73	75	68	76	78	79	81	75	83	84	82	83	86	85	99	94	86	86	97	97	103	101	104	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	3	1	1	1	2	1	2	2	1	2	1	1	3	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	3	1	3	2	2	2	2	3	2	2	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	1	1	3	2	1	5	3	4	1	1	1	1	2	1	3	1	2	2	2
4000	-658.690099225968765	-656.945237600977748	-1.744861624990996	0.000010510802108	0.000017910564784	1.704015031331658	0.627933733434369	-1	1	4	6	5	5	6	7	7	11	9	9	9	11	12	10	12	12	11	10	13	15	14	15	18	15	15	17	18	18	17	17	19	21	21	21	20	21	22	20	22	20	22	23	23	21	24	24	23	26	24	23	24	25	25	26	26	26	26	25	25	23	28	25	26	26	27	29	28	27	28	28	28	29	28	29	30	31	30	30	30	29	29	29	31	32	32	33	33	34	32	32	34	34	34	34	33	35	35	35	35	37	35	37	39	40	0	1	1	3	3	1	3	5	7	5	8	9	6	5	9	13	14	16	13	13	14	19	20	21	27	21	21	22	26	23	27	27	28	40	31	32	32	27	33	30	30	32	40	35	36	33	38	43	42	46	43	40	40	62	39	35	47	64	52	49	62	46	44	49	44	44	57	64	61	56	64	66	58	64	58	61	61	73	64	74	66	73	75	73	83	83	76	78	71	81	83	83	84	82	75	86	92	94	94	86	96	97	97	103	101	104	1	1	2	1	1	3	1	2	1	2	1	1	2	2	2	1	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	2	2	2	1	1	2	1	1	3	2	2	2	1	2	2	1	1	1	1	1	1	3	1	2	2	1	3	2	1	2	1	1	2	1	2	3	1	2	1	2	1	1	1	1	2	2	1	3	2	2	1	4	3	2	1	1	1	1	2	1	3	1	1	1	2
4500	-649.658106864037336	-647.704330462134749	-1.953776401902596	0.000012003096294	0.000026679515623	2.222719452437845	0.583182267012074	-1	0	3	5	5	5	5	7	7	10	8	9	9	11	11	11	12	12	13	10	13	16	15	16	16	15	14	18	17	18	16	18	19	20	21	21	21	20	22	20	22	20	22	23	23	23	23	24	22	27	26	23	23	25	25	25	25	25	24	26	26	24	28	24	26	25	27	27	28	29	28	26	29	28	28	29	30	30	32	28	31	30	30	29	31	32	32	31	30	35	32	33	34	33	35	33	32	36	35	35	35	36	34	37	39	39	0	1	1	3	3	3	3	5	7	5	5	9	6	11	9	13	14	20	13	13	17	19	16	21	27	21	14	22	26	23	27	31	28	30	38	32	32	31	33	30	34	32	30	35	37	39	38	30	42	46	43	34	34	62	39	35	47	64	43	49	62	39	44	49	35	35	57	58	61	56	64	66	68	64	58	69	76	73	83	68	72	73	58	74	75	83	69	78	71	81	75	85	84	82	83	86	75	99	94	86	96	97	97	103	101	104	1	1	2	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	1	1	3	1	2	2	1	1	1	2	2	1	1	1	3	2	1	2	1	2	2	1	2	2	2	2	1	2	3	1	1	1	1	1	1	2	1	3	1	2	1	2	1	1	2	2	1	4	2	2	1	2	1	2	2	1	2	1	2	1	1
