step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-2276.402409902867475	-2283.257897853826762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.308647664795481	0	2	2	2	2	3	4	3	3	3	5	4	4	4	4	4	6	6	5	5	7	6	7	6	5	7	6	6	6	6	6	8	7	7	7	7	9	7	7	8	9	8	8	8	8	8	8	8	9	9	9	9	9	9	10	9	9	9	9	10	12	10	10	11	13	11	13	11	11	13	11	11	13	12	12	12	13	12	13	13	13	13	14	15	17	14	17	16	14	14	16	15	16	16	15	15	15	15	16	16	16	16	18	18	18	19	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	4	3	3	3	3	3	5	5	4	4	6	5	6	5	4	6	5	5	5	5	5	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	7	7	7	7	7	7	8	7	7	7	7	8	9	8	8	8	10	8	10	8	8	10	8	8	10	9	9	9	10	9	10	10	10	10	11	11	13	11	13	12	11	11	12	11	12	12	11	11	11	11	12	12	12	12	13	13	13	14	16	16
500	-1076.736967217718984	-1083.592455168678271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.280097400146530	-1	1	0	1	2	2	4	3	3	3	2	4	4	4	2	3	6	5	5	2	4	6	7	3	5	4	6	5	3	6	6	8	7	7	7	7	9	7	5	8	9	8	8	8	8	5	8	8	9	7	8	9	9	9	9	8	9	9	7	10	12	10	10	10	13	11	13	8	11	12	11	10	12	12	12	11	13	12	13	13	13	13	14	15	16	14	16	16	14	14	16	15	16	16	15	14	15	15	16	16	16	16	18	18	17	19	21	21	0	1	1	3	3	1	2	2	15	15	1	5	5	24	1	15	12	5	29	2	20	18	8	5	16	16	24	9	11	39	16	23	7	31	24	28	7	11	21	29	33	33	20	27	50	11	46	21	48	31	12	6	27	40	19	38	47	47	29	7	71	56	56	55	59	72	29	29	18	54	48	55	69	46	54	20	71	72	24	50	29	59	48	80	36	53	39	53	67	21	75	82	1	39	71	0	18	35	76	54	55	46	82	50	37	55	76	0	1	1	1	1	2	3	2	1	1	1	2	2	2	1	2	1	2	3	2	1	2	1	4	1	2	1	3	2	1	1	3	1	3	1	4	2	5	2	1	4	2	1	5	2	1	3	1	4	1	1	2	6	2	1	4	1	1	1	3	3	1	2	2	1	5	1	10	3	3	2	3	1	1	5	2	5	1	2	8	3	9	3	6	2	5	5	7	7	1	10	3	1	16	5	3	1	9	6	3	5	7	9	2	8	7	8	10	1
1000	-875.456848354368276	-882.312336305327676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.362540320027985	0	2	2	2	2	3	4	3	3	1	5	4	4	4	4	4	6	6	5	5	7	3	5	6	5	7	6	6	4	6	6	6	6	7	7	7	9	6	7	8	9	8	8	7	8	8	7	8	9	9	9	9	9	8	10	8	8	9	8	10	10	9	10	9	13	11	13	11	11	11	11	10	13	11	12	12	13	11	13	12	13	12	13	14	17	14	16	15	13	12	16	13	16	15	15	14	14	15	16	15	16	16	18	18	17	18	21	21	0	1	1	1	10	2	8	1	5	1	29	22	2	9	9	2	7	15	29	22	7	1	8	14	8	18	14	15	22	12	25	8	22	25	27	27	40	11	2	19	33	33	21	8	28	11	38	7	32	36	39	29	36	11	57	38	47	47	47	21	48	56	62	47	56	72	58	40	45	54	39	59	27	59	68	60	76	72	80	24	57	78	22	73	27	27	77	36	72	48	75	82	2	76	39	0	2	73	98	75	74	72	89	35	92	92	39	0	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	1	3	2	2	2	2	1	2	2	1	2	1	2	3	2	1	1	1	1	4	1	2	2	1	2	2	3	1	4	2	2	2	4	1	2	2	2	1	2	1	3	2	1	1	2	3	1	3	3	3	3	3	2	5	2	1	2	1	1	1	4	3	1	6	1	6	7	3	5	3	4	2	1	14	1	7	1	11	2	1	3	5	5	2	5	4	4	12	1
1500	-819.852768802734431	-826.708256753693831	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515417501258187	-1	2	1	2	2	3	4	3	3	3	4	3	3	4	4	4	6	5	5	5	7	6	7	5	4	7	6	6	6	5	6	8	6	7	7	7	8	7	7	8	9	8	8	8	8	8	7	8	9	9	8	9	9	9	10	9	7	9	9	9	12	10	10	11	13	11	11	11	11	13	11	10	13	12	12	12	13	12	13	13	13	13	14	15	17	12	17	16	13	13	15	15	16	16	15	15	14	15	16	16	15	16	17	18	18	19	21	20	0	3	1	3	3	2	13	2	3	5	2	2	5	5	3	9	2	5	11	12	7	30	7	14	9	16	24	9	19	6	25	21	20	18	27	28	29	20	30	19	33	12	39	35	27	47	11	30	32	36	18	29	36	46	37	38	29	47	47	33	48	56	56	47	74	59	59	40	18	46	60	47	45	64	54	48	76	72	69	86	74	78	76	86	50	24	77	86	78	23	75	78	66	83	77	0	17	69	96	64	89	72	101	84	89	103	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1	2	2	1	3	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	2	3	2	1	1	2	1	2	2	1	1	2	3	2	1	1	1	1	2	1	2	4	1	1	4	1	2	2	2	3	4	2	3	3	1	2	4	1	2	2	1	1	1	2	2	6	6	2	2	1	4	3	2	4	2	2	1	7	4	1	2	1	5	2	1	5	2	11	1
2000	-721.643762470542811	-728.499250421502211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527190406451845	0	2	2	2	1	2	3	1	2	3	5	3	4	4	3	4	4	6	4	5	5	6	7	6	5	7	6	4	5	6	6	7	7	7	6	7	6	6	7	8	9	8	8	8	8	8	7	8	9	9	8	9	9	9	10	8	9	9	8	10	11	10	10	11	13	8	13	11	11	13	11	11	13	11	11	12	13	12	12	12	12	12	13	15	17	14	17	16	14	14	16	15	16	14	15	13	15	15	16	16	14	16	18	18	18	19	21	21	0	8	8	1	1	1	2	1	5	5	19	8	2	15	9	9	7	28	7	12	12	20	13	14	16	24	28	8	19	20	16	20	22	15	14	24	29	29	30	17	43	33	20	27	27	37	38	21	48	36	39	40	36	46	58	47	47	47	47	42	21	56	56	57	59	47	72	18	27	54	48	66	80	66	46	48	76	74	50	36	74	72	60	73	69	27	77	69	82	69	75	82	92	83	77	0	18	96	98	75	82	82	92	84	101	92	69	0	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	3	1	1	2	1	2	2	1	3	1	1	1	1	2	1	1	1	2	2	1	2	4	2	2	2	5	1	1	3	4	3	3	2	1	3	2	4	1	1	2	4	1	1	2	2	3	7	3	5	1	3	4	1	1	1	2	1	7	2	1	4	1	3	3	2	2	4	4	1
2500	-672.119401152478872	-678.974889103438272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519878753723964	0	2	1	2	2	3	2	1	3	3	4	3	4	4	4	4	5	6	5	5	7	5	5	6	4	6	5	6	6	6	6	8	7	7	7	7	9	7	7	8	6	8	7	7	7	8	6	8	9	9	9	9	9	9	10	8	9	9	9	10	12	9	10	11	13	11	12	11	11	13	11	11	13	11	11	12	13	12	12	12	13	13	14	14	17	14	17	16	14	14	16	15	16	16	15	15	15	15	16	16	15	15	18	18	18	17	19	21	0	8	1	1	1	1	8	1	5	5	7	7	2	9	9	9	7	15	11	12	7	12	2	14	9	16	14	9	19	22	25	20	41	26	27	27	21	29	30	19	20	33	20	28	27	21	11	20	32	36	30	40	21	46	38	47	47	47	47	33	48	56	57	55	72	58	74	29	50	54	21	59	69	59	46	51	71	66	44	50	74	72	77	73	84	45	95	86	82	68	75	89	89	61	83	0	48	90	90	75	82	82	92	84	101	101	97	0	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	3	1	1	2	4	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	3	1	1	2	1	2	1	1	3	1	2	3	1	2	1	3	2	3	2	3	1	2	1	1	1	1	1	1	5	2	3	3	2	2	2	3	3	2	1	2	2	2	2	1	1	1	4	2	1	1	3	4	1	2	4	1	1	6	1	2	4	1	2	3	2	2	2	2	1
3000	-607.546532741690385	-614.402020692649785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595763287153203	0	2	1	2	2	3	3	1	3	3	4	4	3	4	4	4	6	6	5	5	7	6	7	6	5	7	6	6	6	6	6	8	6	7	7	7	9	7	7	8	8	8	8	7	8	8	7	8	9	9	8	9	9	9	9	9	8	9	8	10	12	10	10	9	13	10	13	11	11	13	10	11	13	11	12	12	13	12	13	11	12	13	14	15	17	14	17	16	14	13	14	14	16	15	15	14	15	15	15	16	16	14	17	18	18	19	19	20	0	8	1	1	3	3	2	1	5	5	7	6	8	9	9	9	3	14	11	12	20	20	13	14	16	18	14	9	11	20	16	20	12	28	27	27	46	29	30	11	33	33	22	27	27	17	19	28	32	36	30	40	45	46	59	57	19	47	17	42	39	56	57	47	74	59	66	29	35	46	22	66	35	64	37	48	76	66	69	50	74	78	76	69	84	69	95	73	82	28	75	82	102	76	76	0	96	90	96	46	92	82	92	84	92	103	90	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	2	3	2	1	2	2	2	1	1	1	1	1	1	3	2	2	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	2	2	2	3	1	2	1	2	2	3	4	4	3	3	1	3	2	2	2	1	1	2	2	1	1	2	3	2	1	2	2	1	5	2	1	2	2	2	1	1	2	1	4	2	1	2	3	2	1	4	1
3500	-649.303794651989847	-656.159282602949247	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617679772847191	0	2	2	2	1	3	4	1	3	3	5	4	4	4	2	4	6	5	4	5	7	6	5	6	5	6	5	6	6	6	6	7	7	5	6	7	9	7	6	8	8	8	7	8	8	7	8	8	9	9	8	7	7	9	10	9	7	9	9	10	12	9	10	11	13	11	13	11	11	12	10	10	13	11	12	12	13	12	13	12	12	13	14	15	16	14	15	16	14	14	16	15	16	16	15	12	14	15	16	14	16	15	18	17	18	19	21	21	0	8	1	1	1	1	8	1	15	15	19	8	2	15	5	15	20	9	8	7	17	12	12	9	16	18	14	16	11	12	18	20	22	16	27	27	38	7	12	19	33	33	7	35	53	11	38	20	32	27	39	29	27	46	57	7	29	47	57	22	71	38	56	47	74	72	64	37	50	37	48	58	80	56	54	71	76	64	50	69	74	78	61	69	73	69	77	79	82	48	75	82	102	95	77	0	96	97	97	75	92	82	101	84	101	101	90	0	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	2	1	1	2	2	1	2	1	2	2	3	2	1	2	2	3	3	1	1	2	3	1	2	1	3	2	1	2	2	1	2	2	1	1	1	3	2	1	1	1	1	1	1	2	3	3	2	2	3	1	3	2	2	1	1	2	1	2	1	2	2	1	2	2	1	2	2	5	1
4000	-644.687867302542031	-651.543355253501431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601280385762685	0	2	2	1	1	3	4	1	3	3	5	4	3	4	2	3	6	5	5	5	7	6	7	6	5	4	6	5	6	6	6	7	6	7	7	7	9	6	7	8	8	7	5	8	8	7	8	8	9	9	9	6	8	9	10	9	7	9	9	9	10	10	10	11	13	11	12	11	10	11	11	11	12	11	12	12	13	12	13	13	13	13	14	14	17	14	17	16	14	14	15	15	16	16	15	13	14	15	16	14	16	15	18	17	18	16	21	21	0	8	4	1	1	1	2	1	15	15	7	8	2	15	5	15	19	9	8	12	7	20	19	14	16	16	14	16	11	19	25	20	12	18	27	27	46	11	30	21	33	33	12	35	27	11	57	39	32	36	22	19	36	46	47	57	19	47	47	20	48	11	56	58	74	59	72	40	53	46	12	59	69	62	54	71	76	66	50	69	74	62	76	69	80	80	83	84	82	51	75	82	102	95	76	0	96	97	90	75	92	82	101	84	101	82	87	0	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	3	1	2	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	1	5	1	2	2	2	1	2	2	3	4	1	1	1	2	1	1	1	4	2	2	3	2	3	4	1	3	2	1	3	2	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	4	1
4500	-651.668003762212379	-658.523491713171779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546069814155299	0	2	2	2	1	3	3	2	3	3	4	4	2	4	4	4	6	6	5	5	7	5	6	3	5	7	6	6	6	6	6	8	7	6	7	7	7	7	7	7	9	6	8	7	8	8	8	8	9	8	9	9	9	9	10	8	6	9	9	9	12	10	10	11	13	10	13	11	11	12	11	11	11	10	11	11	13	12	13	13	13	13	14	15	16	14	15	15	14	13	16	15	16	15	15	13	14	15	16	15	16	15	17	18	18	19	21	20	0	1	5	1	1	8	2	1	8	5	9	7	1	24	9	9	7	5	11	12	20	12	13	8	16	34	3	15	19	12	25	21	42	16	24	18	57	57	30	11	42	12	17	27	27	40	57	30	32	27	30	40	45	46	58	57	11	57	47	42	48	56	56	58	74	57	66	11	36	54	39	59	35	58	54	51	76	66	27	36	74	66	77	73	27	73	77	69	82	3	75	89	102	61	77	0	96	97	98	68	92	82	101	84	103	103	90	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	3	1	1	2	1	3	1	1	1	2	2	1	2	1	1	1	2	4	1	1	1	1	3	3	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	2	2	2	2	1	3	3	3	5	2	3	4	1	2	1	1	2	1	2	4	3	2	2	1	3	7	2	2	1	1	7	2	1	1	1	2	1	1	1	1	4	1	1	1	2	1	2	4	1
